# _root_ `` The question is how long it 's going to take Barry Wright to make a contribution , '' says F. John Mirek , an analyst at Blunt Ellis Loewi in Milwaukee .
#goldHeads=20,3,4,20,6,11,8,4,8,9,10,13,11,11,14,17,15,20,20,0,23,23,20,23,26,23,26,30,30,27,30,31,20,
#predictedHeads=20,3,4,20,8,5,8,4,8,9,10,13,11,11,14,17,15,20,20,0,23,23,20,23,26,23,26,30,30,27,30,31,20,
(6,10),(10,23),-0.383766 # DEPENDENCYPART_GRANDPAR
(6,14),(14,5),-0.236772 # DEPENDENCYPART_GRANDPAR
(6,14),(14,12),-0.497315 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),-0.553295 # DEPENDENCYPART_GRANDPAR
(6,14),(14,15),-0.324149 # DEPENDENCYPART_GRANDPAR
(6,14),(14,17),-0.48342 # DEPENDENCYPART_GRANDPAR
(6,14),(14,18),-0.414034 # DEPENDENCYPART_GRANDPAR
(6,14),(14,19),-0.412097 # DEPENDENCYPART_GRANDPAR
(6,14),(14,22),-0.386931 # DEPENDENCYPART_GRANDPAR
(6,14),(14,23),-0.383766 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.359083 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.299492 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.168468 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.3666 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.595383 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-0.757199 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),-0.706894 # DEPENDENCYPART_GRANDPAR
(7,5),(5,14),-0.675366 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.410924 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.588159 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.316645 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.298745 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.139322 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.35842 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.595877 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.744468 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.672851 # DEPENDENCYPART_GRANDPAR
(7,6),(6,14),-0.641323 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-0.69765 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-1.00701 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-0.677307 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.696459 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.815296 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.779041 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.782505 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.30041 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.248622 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.20498 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.387427 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.387016 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),-0.217094 # DEPENDENCYPART_GRANDPAR
(7,8),(8,17),-0.390754 # DEPENDENCYPART_GRANDPAR
(7,8),(8,18),-0.716946 # DEPENDENCYPART_GRANDPAR
(7,8),(8,19),-0.560853 # DEPENDENCYPART_GRANDPAR
(7,8),(8,20),-0.539648 # DEPENDENCYPART_GRANDPAR
(7,8),(8,33),-0.600667 # DEPENDENCYPART_GRANDPAR
(7,9),(9,1),-0.854209 # DEPENDENCYPART_GRANDPAR
(7,9),(9,3),-0.789459 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-0.705758 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-0.640719 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.816361 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.891153 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),-0.144922 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.122112 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.162944 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.306504 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.307209 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.0905837 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),-0.127995 # DEPENDENCYPART_GRANDPAR
(7,9),(9,17),-0.387086 # DEPENDENCYPART_GRANDPAR
(7,9),(9,18),-0.631963 # DEPENDENCYPART_GRANDPAR
(7,9),(9,19),-0.471196 # DEPENDENCYPART_GRANDPAR
(7,9),(9,23),-0.548605 # DEPENDENCYPART_GRANDPAR
(7,9),(9,24),-0.80708 # DEPENDENCYPART_GRANDPAR
(7,9),(9,27),-0.237007 # DEPENDENCYPART_GRANDPAR
(8,1),(1,3),-0.600064 # DEPENDENCYPART_GRANDPAR
(8,1),(1,4),0.00725665 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.671996 # DEPENDENCYPART_GRANDPAR
(8,2),(2,8),-1.3776 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,3),(3,1),-0.596892 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.803911 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),0.365272 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),-0.128446 # DEPENDENCYPART_GRANDPAR
(8,3),(3,8),-1.32761 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,3),(3,9),-0.19274 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),-0.778519 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.936972 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.428544 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),0.538701 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),-0.169274 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),-0.0510646 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-1.26819 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,9),-0.148073 # DEPENDENCYPART_GRANDPAR
(8,4),(4,10),0.171222 # DEPENDENCYPART_GRANDPAR
(8,4),(4,11),-0.17094 # DEPENDENCYPART_GRANDPAR
(8,4),(4,14),0.00780056 # DEPENDENCYPART_GRANDPAR
(8,4),(4,17),-0.479422 # DEPENDENCYPART_GRANDPAR
(8,4),(4,18),-0.891684 # DEPENDENCYPART_GRANDPAR
(8,4),(4,19),-0.558281 # DEPENDENCYPART_GRANDPAR
(8,4),(4,20),-0.566433 # DEPENDENCYPART_GRANDPAR
(8,4),(4,23),-1.01115 # DEPENDENCYPART_GRANDPAR
(8,4),(4,24),-0.927682 # DEPENDENCYPART_GRANDPAR
(8,4),(4,33),-0.905913 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.620009 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),0.0850073 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),0.0392029 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),-0.282256 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-1.33891 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,9),-0.201766 # DEPENDENCYPART_GRANDPAR
(8,5),(5,10),0.0571543 # DEPENDENCYPART_GRANDPAR
(8,5),(5,14),-0.106268 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.823115 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.959092 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.747863 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.0632154 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),0.362031 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.3434 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-1.27141 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.120949 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),0.17281 # DEPENDENCYPART_GRANDPAR
(8,6),(6,14),0.00938806 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),0.221607 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.221491 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.18026 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.0813141 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),-0.918433 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-0.994035 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-0.363547 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),0.125941 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.605159 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.719818 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.957832 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),0.588614 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),0.288126 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.141136 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.0276625 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),0.425192 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),0.193816 # DEPENDENCYPART_GRANDPAR
(8,9),(9,17),-0.197749 # DEPENDENCYPART_GRANDPAR
(8,9),(9,18),-0.367427 # DEPENDENCYPART_GRANDPAR
(8,9),(9,19),-0.210983 # DEPENDENCYPART_GRANDPAR
(8,9),(9,23),-0.467684 # DEPENDENCYPART_GRANDPAR
(8,9),(9,24),-0.403425 # DEPENDENCYPART_GRANDPAR
(8,9),(9,27),-0.433701 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-0.00886279 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.766337 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.737108 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),0.121754 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),0.382544 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.187518 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.068223 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),0.1345 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),0.355934 # DEPENDENCYPART_GRANDPAR
(8,10),(10,23),-0.514066 # DEPENDENCYPART_GRANDPAR
(8,11),(11,4),-0.380185 # DEPENDENCYPART_GRANDPAR
(8,11),(11,5),0.183524 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-0.538859 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-0.730446 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.22505 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.107912 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),0.232255 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),0.223787 # DEPENDENCYPART_GRANDPAR
(8,11),(11,17),-0.168195 # DEPENDENCYPART_GRANDPAR
(8,11),(11,18),-0.339205 # DEPENDENCYPART_GRANDPAR
(8,11),(11,19),-0.269597 # DEPENDENCYPART_GRANDPAR
(8,11),(11,20),-0.130487 # DEPENDENCYPART_GRANDPAR
(8,11),(11,21),-0.592682 # DEPENDENCYPART_GRANDPAR
(8,11),(11,22),-0.573589 # DEPENDENCYPART_GRANDPAR
(8,11),(11,23),-0.551598 # DEPENDENCYPART_GRANDPAR
(8,11),(11,24),-0.375203 # DEPENDENCYPART_GRANDPAR
(8,11),(11,26),-0.220015 # DEPENDENCYPART_GRANDPAR
(8,11),(11,27),-0.668933 # DEPENDENCYPART_GRANDPAR
(8,11),(11,29),-0.888969 # DEPENDENCYPART_GRANDPAR
(8,11),(11,30),-0.755486 # DEPENDENCYPART_GRANDPAR
(8,11),(11,31),-0.359238 # DEPENDENCYPART_GRANDPAR
(8,11),(11,32),-1.03517 # DEPENDENCYPART_GRANDPAR
(8,11),(11,33),-0.569208 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),-0.199434 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),0.0428973 # DEPENDENCYPART_GRANDPAR
(8,12),(12,17),-0.287422 # DEPENDENCYPART_GRANDPAR
(8,12),(12,18),-0.485666 # DEPENDENCYPART_GRANDPAR
(8,13),(13,1),-1.04016 # DEPENDENCYPART_GRANDPAR
(8,13),(13,2),-1.44369 # DEPENDENCYPART_GRANDPAR
(8,13),(13,3),-1.10372 # DEPENDENCYPART_GRANDPAR
(8,13),(13,6),-0.712648 # DEPENDENCYPART_GRANDPAR
(8,13),(13,9),0.298322 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),0.240338 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),-0.0981374 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),0.0273416 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),-0.0371236 # DEPENDENCYPART_GRANDPAR
(8,13),(13,17),-0.309362 # DEPENDENCYPART_GRANDPAR
(8,13),(13,18),-0.514869 # DEPENDENCYPART_GRANDPAR
(8,13),(13,19),-0.414468 # DEPENDENCYPART_GRANDPAR
(8,13),(13,20),-0.198076 # DEPENDENCYPART_GRANDPAR
(8,13),(13,23),-0.682187 # DEPENDENCYPART_GRANDPAR
(8,13),(13,24),-0.550867 # DEPENDENCYPART_GRANDPAR
(8,13),(13,26),-0.318156 # DEPENDENCYPART_GRANDPAR
(8,14),(14,5),-0.00886279 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),-0.515608 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),-0.385409 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),0.355934 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),-0.296745 # DEPENDENCYPART_GRANDPAR
(8,14),(14,18),-0.359973 # DEPENDENCYPART_GRANDPAR
(8,14),(14,19),-0.3081 # DEPENDENCYPART_GRANDPAR
(8,14),(14,22),-0.536223 # DEPENDENCYPART_GRANDPAR
(8,14),(14,23),-0.514066 # DEPENDENCYPART_GRANDPAR
(8,17),(17,12),-0.225705 # DEPENDENCYPART_GRANDPAR
(8,17),(17,13),-0.0683521 # DEPENDENCYPART_GRANDPAR
(8,17),(17,16),-0.168402 # DEPENDENCYPART_GRANDPAR
(8,17),(17,18),-0.489047 # DEPENDENCYPART_GRANDPAR
(8,17),(17,19),-0.32617 # DEPENDENCYPART_GRANDPAR
(8,17),(17,20),-0.226451 # DEPENDENCYPART_GRANDPAR
(8,17),(17,21),-0.718696 # DEPENDENCYPART_GRANDPAR
(8,17),(17,22),-0.707327 # DEPENDENCYPART_GRANDPAR
(8,17),(17,23),-0.677732 # DEPENDENCYPART_GRANDPAR
(8,17),(17,24),-0.525045 # DEPENDENCYPART_GRANDPAR
(8,17),(17,26),-0.327367 # DEPENDENCYPART_GRANDPAR
(8,17),(17,27),-0.829802 # DEPENDENCYPART_GRANDPAR
(8,17),(17,30),-0.88162 # DEPENDENCYPART_GRANDPAR
(8,17),(17,31),-0.539509 # DEPENDENCYPART_GRANDPAR
(8,20),(20,1),-0.801792 # DEPENDENCYPART_GRANDPAR
(8,20),(20,3),-0.86012 # DEPENDENCYPART_GRANDPAR
(8,20),(20,4),-0.419824 # DEPENDENCYPART_GRANDPAR
(8,20),(20,5),-0.106886 # DEPENDENCYPART_GRANDPAR
(8,20),(20,6),-0.585906 # DEPENDENCYPART_GRANDPAR
(8,20),(20,7),-0.763308 # DEPENDENCYPART_GRANDPAR
(8,20),(20,8),-0.88358 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,20),(20,9),0.200035 # DEPENDENCYPART_GRANDPAR
(8,20),(20,10),0.576992 # DEPENDENCYPART_GRANDPAR
(8,20),(20,11),0.236718 # DEPENDENCYPART_GRANDPAR
(8,20),(20,12),-0.241034 # DEPENDENCYPART_GRANDPAR
(8,20),(20,13),-0.110579 # DEPENDENCYPART_GRANDPAR
(8,20),(20,14),0.413571 # DEPENDENCYPART_GRANDPAR
(8,20),(20,15),0.108266 # DEPENDENCYPART_GRANDPAR
(8,20),(20,16),-0.50683 # DEPENDENCYPART_GRANDPAR
(8,20),(20,17),-0.27072 # DEPENDENCYPART_GRANDPAR
(8,20),(20,18),-0.689506 # DEPENDENCYPART_GRANDPAR
(8,20),(20,19),-0.480897 # DEPENDENCYPART_GRANDPAR
(8,20),(20,21),-0.798692 # DEPENDENCYPART_GRANDPAR
(8,20),(20,22),-0.778065 # DEPENDENCYPART_GRANDPAR
(8,20),(20,23),-0.753816 # DEPENDENCYPART_GRANDPAR
(8,20),(20,24),-0.552272 # DEPENDENCYPART_GRANDPAR
(8,20),(20,26),-0.376066 # DEPENDENCYPART_GRANDPAR
(8,20),(20,27),-0.837046 # DEPENDENCYPART_GRANDPAR
(8,20),(20,29),-1.09122 # DEPENDENCYPART_GRANDPAR
(8,20),(20,30),-0.957704 # DEPENDENCYPART_GRANDPAR
(8,20),(20,31),-0.473546 # DEPENDENCYPART_GRANDPAR
(8,20),(20,32),-1.23738 # DEPENDENCYPART_GRANDPAR
(8,20),(20,33),-0.889628 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),-0.0287623 # DEPENDENCYPART_GRANDPAR
(9,1),(1,4),-0.0359508 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),-0.0633992 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),0.11315 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),0.131529 # DEPENDENCYPART_GRANDPAR
(9,3),(3,6),0.0480308 # DEPENDENCYPART_GRANDPAR
(9,3),(3,8),0.282766 # DEPENDENCYPART_GRANDPAR
(9,3),(3,9),-1.29056 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,4),(4,1),-0.23622 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.0600748 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),0.119728 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),0.701721 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),0.023255 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),0.207264 # DEPENDENCYPART_GRANDPAR
(9,4),(4,8),-0.0420906 # DEPENDENCYPART_GRANDPAR
(9,4),(4,9),-1.24897 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,4),(4,10),-0.181179 # DEPENDENCYPART_GRANDPAR
(9,4),(4,11),-0.379178 # DEPENDENCYPART_GRANDPAR
(9,4),(4,14),-0.553412 # DEPENDENCYPART_GRANDPAR
(9,4),(4,17),-0.670417 # DEPENDENCYPART_GRANDPAR
(9,4),(4,18),-0.680595 # DEPENDENCYPART_GRANDPAR
(9,4),(4,19),-0.968368 # DEPENDENCYPART_GRANDPAR
(9,4),(4,20),-0.422323 # DEPENDENCYPART_GRANDPAR
(9,4),(4,23),-1.16748 # DEPENDENCYPART_GRANDPAR
(9,4),(4,24),-0.846184 # DEPENDENCYPART_GRANDPAR
(9,4),(4,33),-1.59825 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),0.0619733 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.0668572 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),0.164048 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),0.0131824 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),-0.044782 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-1.21709 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,10),-0.147885 # DEPENDENCYPART_GRANDPAR
(9,5),(5,14),-0.520117 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),-0.191949 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),0.00184869 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),0.170625 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.0522265 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),0.60421 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.124312 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),-0.069826 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-1.20549 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,10),-0.115157 # DEPENDENCYPART_GRANDPAR
(9,6),(6,14),-0.48739 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),0.404241 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),0.0426127 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.103475 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.21736 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,1),-0.248501 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),-0.00728161 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),0.136219 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.129714 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),0.448229 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),0.140126 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),0.0921455 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.23753 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.164288 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-0.364693 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.918017 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-0.806981 # DEPENDENCYPART_GRANDPAR
(9,8),(8,14),-0.536521 # DEPENDENCYPART_GRANDPAR
(9,8),(8,17),-0.718946 # DEPENDENCYPART_GRANDPAR
(9,8),(8,18),-0.683891 # DEPENDENCYPART_GRANDPAR
(9,8),(8,19),-0.972908 # DEPENDENCYPART_GRANDPAR
(9,8),(8,20),-0.411228 # DEPENDENCYPART_GRANDPAR
(9,8),(8,33),-1.53615 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),0.199391 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.376649 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.4525 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.905078 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),0.446663 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),-0.164279 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.0536954 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),0.0189666 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.101669 # DEPENDENCYPART_GRANDPAR
(9,10),(10,23),-0.435881 # DEPENDENCYPART_GRANDPAR
(9,11),(11,4),-0.484285 # DEPENDENCYPART_GRANDPAR
(9,11),(11,5),0.195127 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-0.376554 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-0.447428 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.345219 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.236791 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.0293867 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.256091 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),-0.109877 # DEPENDENCYPART_GRANDPAR
(9,11),(11,18),-0.210291 # DEPENDENCYPART_GRANDPAR
(9,11),(11,19),-0.514494 # DEPENDENCYPART_GRANDPAR
(9,11),(11,20),0.00156418 # DEPENDENCYPART_GRANDPAR
(9,11),(11,21),-0.811244 # DEPENDENCYPART_GRANDPAR
(9,11),(11,22),-0.815621 # DEPENDENCYPART_GRANDPAR
(9,11),(11,23),-0.61682 # DEPENDENCYPART_GRANDPAR
(9,11),(11,24),-0.375881 # DEPENDENCYPART_GRANDPAR
(9,11),(11,26),-0.396791 # DEPENDENCYPART_GRANDPAR
(9,11),(11,27),-0.308327 # DEPENDENCYPART_GRANDPAR
(9,11),(11,29),-1.08589 # DEPENDENCYPART_GRANDPAR
(9,11),(11,30),-0.98226 # DEPENDENCYPART_GRANDPAR
(9,11),(11,31),-0.504715 # DEPENDENCYPART_GRANDPAR
(9,11),(11,32),-1.1398 # DEPENDENCYPART_GRANDPAR
(9,11),(11,33),-1.064 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.156593 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.0243101 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),-0.0940144 # DEPENDENCYPART_GRANDPAR
(9,12),(12,18),-0.0929996 # DEPENDENCYPART_GRANDPAR
(9,13),(13,1),-0.623796 # DEPENDENCYPART_GRANDPAR
(9,13),(13,2),-0.585736 # DEPENDENCYPART_GRANDPAR
(9,13),(13,3),-0.497229 # DEPENDENCYPART_GRANDPAR
(9,13),(13,6),-0.439518 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-0.777178 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,11),0.142878 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),-0.161342 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.0243756 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.291427 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),-0.0980875 # DEPENDENCYPART_GRANDPAR
(9,13),(13,18),-0.104895 # DEPENDENCYPART_GRANDPAR
(9,13),(13,19),-0.465533 # DEPENDENCYPART_GRANDPAR
(9,13),(13,20),0.136056 # DEPENDENCYPART_GRANDPAR
(9,13),(13,23),-0.549162 # DEPENDENCYPART_GRANDPAR
(9,13),(13,24),-0.270484 # DEPENDENCYPART_GRANDPAR
(9,13),(13,26),-0.357131 # DEPENDENCYPART_GRANDPAR
(9,14),(14,5),0.199391 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),-0.584255 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),-0.473242 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.101669 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),-0.0813231 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),-0.230231 # DEPENDENCYPART_GRANDPAR
(9,14),(14,19),-0.384511 # DEPENDENCYPART_GRANDPAR
(9,14),(14,22),-0.634973 # DEPENDENCYPART_GRANDPAR
(9,14),(14,23),-0.435881 # DEPENDENCYPART_GRANDPAR
(9,15),(15,5),0.246146 # DEPENDENCYPART_GRANDPAR
(9,15),(15,12),-0.511871 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),-0.400883 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),-0.497255 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),-0.107662 # DEPENDENCYPART_GRANDPAR
(9,15),(15,18),-0.246497 # DEPENDENCYPART_GRANDPAR
(9,15),(15,19),-0.473978 # DEPENDENCYPART_GRANDPAR
(9,15),(15,20),-0.0166924 # DEPENDENCYPART_GRANDPAR
(9,15),(15,21),-0.845365 # DEPENDENCYPART_GRANDPAR
