# _root_ The French group has an agreement giving it the right to buy all the shares outstanding , and this could be completed within a few months , a BSN spokeswoman said .
#goldHeads=3,3,4,31,6,4,6,7,10,7,10,11,15,15,12,15,4,4,20,18,20,21,22,26,26,23,4,30,30,31,0,31,
#predictedHeads=3,3,4,31,6,4,6,7,10,7,10,11,15,15,12,15,4,4,20,18,20,21,22,26,26,23,31,30,30,31,0,31,
(7,18),(18,23),-0.114888 # DEPENDENCYPART_GRANDPAR
(7,18),(18,26),0.120768 # DEPENDENCYPART_GRANDPAR
(7,18),(18,31),-0.925716 # DEPENDENCYPART_GRANDPAR
(7,20),(20,3),-0.622242 # DEPENDENCYPART_GRANDPAR
(7,20),(20,4),-0.661467 # DEPENDENCYPART_GRANDPAR
(7,20),(20,5),-0.747048 # DEPENDENCYPART_GRANDPAR
(7,20),(20,6),-0.492231 # DEPENDENCYPART_GRANDPAR
(7,20),(20,7),-0.474932 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,20),(20,8),0.81686 # DEPENDENCYPART_GRANDPAR
(7,20),(20,10),0.148802 # DEPENDENCYPART_GRANDPAR
(7,20),(20,11),0.363829 # DEPENDENCYPART_GRANDPAR
(7,20),(20,13),0.20256 # DEPENDENCYPART_GRANDPAR
(7,20),(20,14),-0.214524 # DEPENDENCYPART_GRANDPAR
(7,20),(20,15),0.145474 # DEPENDENCYPART_GRANDPAR
(7,20),(20,16),0.0791425 # DEPENDENCYPART_GRANDPAR
(7,20),(20,17),-0.356174 # DEPENDENCYPART_GRANDPAR
(7,20),(20,19),0.20941 # DEPENDENCYPART_GRANDPAR
(7,20),(20,21),-0.349415 # DEPENDENCYPART_GRANDPAR
(7,20),(20,22),-0.0553428 # DEPENDENCYPART_GRANDPAR
(7,20),(20,23),-0.134188 # DEPENDENCYPART_GRANDPAR
(7,20),(20,26),0.218153 # DEPENDENCYPART_GRANDPAR
(7,20),(20,27),-0.529189 # DEPENDENCYPART_GRANDPAR
(7,20),(20,30),-0.431792 # DEPENDENCYPART_GRANDPAR
(7,20),(20,32),-0.748386 # DEPENDENCYPART_GRANDPAR
(7,21),(21,15),0.152588 # DEPENDENCYPART_GRANDPAR
(7,21),(21,16),0.0624301 # DEPENDENCYPART_GRANDPAR
(7,21),(21,19),0.0711051 # DEPENDENCYPART_GRANDPAR
(7,21),(21,22),0.102201 # DEPENDENCYPART_GRANDPAR
(7,21),(21,23),-0.126632 # DEPENDENCYPART_GRANDPAR
(7,21),(21,25),0.243378 # DEPENDENCYPART_GRANDPAR
(7,21),(21,26),0.188125 # DEPENDENCYPART_GRANDPAR
(7,21),(21,27),-0.507679 # DEPENDENCYPART_GRANDPAR
(7,21),(21,30),-0.399199 # DEPENDENCYPART_GRANDPAR
(7,22),(22,19),0.0274603 # DEPENDENCYPART_GRANDPAR
(7,22),(22,23),-0.149474 # DEPENDENCYPART_GRANDPAR
(7,22),(22,24),-0.74613 # DEPENDENCYPART_GRANDPAR
(7,22),(22,25),0.132675 # DEPENDENCYPART_GRANDPAR
(7,22),(22,26),0.169695 # DEPENDENCYPART_GRANDPAR
(7,22),(22,27),-0.482285 # DEPENDENCYPART_GRANDPAR
(7,22),(22,30),-0.426104 # DEPENDENCYPART_GRANDPAR
(7,23),(23,19),0.186745 # DEPENDENCYPART_GRANDPAR
(7,23),(23,24),-0.599553 # DEPENDENCYPART_GRANDPAR
(7,23),(23,25),0.247019 # DEPENDENCYPART_GRANDPAR
(7,23),(23,26),0.447155 # DEPENDENCYPART_GRANDPAR
(7,23),(23,27),-0.417895 # DEPENDENCYPART_GRANDPAR
(7,23),(23,30),-0.241806 # DEPENDENCYPART_GRANDPAR
(7,23),(23,31),-0.885598 # DEPENDENCYPART_GRANDPAR
(7,26),(26,13),0.325099 # DEPENDENCYPART_GRANDPAR
(7,26),(26,16),0.217936 # DEPENDENCYPART_GRANDPAR
(7,26),(26,19),0.185613 # DEPENDENCYPART_GRANDPAR
(7,26),(26,22),0.223851 # DEPENDENCYPART_GRANDPAR
(7,26),(26,24),-0.770422 # DEPENDENCYPART_GRANDPAR
(7,26),(26,25),0.158638 # DEPENDENCYPART_GRANDPAR
(7,26),(26,27),-0.459183 # DEPENDENCYPART_GRANDPAR
(7,26),(26,29),-0.484715 # DEPENDENCYPART_GRANDPAR
(7,26),(26,30),-0.309103 # DEPENDENCYPART_GRANDPAR
(7,26),(26,31),-0.730822 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.126962 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.263058 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.454756 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.122291 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.26053 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.43119 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.401009 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.671434 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-0.37835 # DEPENDENCYPART_GRANDPAR
(8,7),(7,13),-0.712165 # DEPENDENCYPART_GRANDPAR
(8,7),(7,15),-0.62174 # DEPENDENCYPART_GRANDPAR
(8,7),(7,16),-0.921399 # DEPENDENCYPART_GRANDPAR
(8,7),(7,17),-0.845588 # DEPENDENCYPART_GRANDPAR
(8,7),(7,18),-0.770806 # DEPENDENCYPART_GRANDPAR
(8,7),(7,20),-0.561011 # DEPENDENCYPART_GRANDPAR
(8,7),(7,21),-0.476633 # DEPENDENCYPART_GRANDPAR
(8,7),(7,22),-0.831604 # DEPENDENCYPART_GRANDPAR
(8,7),(7,23),-0.760343 # DEPENDENCYPART_GRANDPAR
(8,7),(7,26),-0.879809 # DEPENDENCYPART_GRANDPAR
(8,7),(7,27),-1.08736 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.763817 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,11),-0.160683 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-1.03403 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-0.757975 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.669673 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.82592 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),0.207308 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),0.0118062 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),0.164163 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.295542 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.0369284 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),-0.399751 # DEPENDENCYPART_GRANDPAR
(8,10),(10,17),-0.35645 # DEPENDENCYPART_GRANDPAR
(8,10),(10,18),-0.271521 # DEPENDENCYPART_GRANDPAR
(8,10),(10,20),-0.0848946 # DEPENDENCYPART_GRANDPAR
(8,10),(10,22),-0.324022 # DEPENDENCYPART_GRANDPAR
(8,10),(10,27),-0.598221 # DEPENDENCYPART_GRANDPAR
(8,10),(10,30),-0.132264 # DEPENDENCYPART_GRANDPAR
(8,11),(11,3),-0.670743 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-0.689295 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-0.670789 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.810602 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),-0.0278133 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),0.0625904 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),0.438775 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.156441 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.0324551 # DEPENDENCYPART_GRANDPAR
(8,11),(11,18),-0.273409 # DEPENDENCYPART_GRANDPAR
(8,11),(11,21),0.331947 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.431728 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.76629 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.385659 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-0.651908 # DEPENDENCYPART_GRANDPAR
(9,11),(11,3),-1.0819 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-1.02369 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-0.889404 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.866975 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-1.47252 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),0.00644348 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.544606 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.47194 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.505397 # DEPENDENCYPART_GRANDPAR
(9,11),(11,18),-0.301568 # DEPENDENCYPART_GRANDPAR
(9,11),(11,21),-0.931888 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),0.000600406 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),-0.203313 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),0.0308059 # DEPENDENCYPART_GRANDPAR
(10,5),(5,10),-1.27705 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,5),(5,11),-0.479087 # DEPENDENCYPART_GRANDPAR
(10,6),(6,1),-0.502854 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),-0.127877 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.167944 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.0944292 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.46052 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),-0.0628689 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),0.0609475 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),-1.40067 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,6),(6,11),-0.477544 # DEPENDENCYPART_GRANDPAR
(10,6),(6,17),-0.901341 # DEPENDENCYPART_GRANDPAR
(10,6),(6,18),-0.952445 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.00423368 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.208005 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.36689 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),0.225778 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),0.0138987 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),-0.202697 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-1.35204 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,11),-0.582596 # DEPENDENCYPART_GRANDPAR
(10,7),(7,12),-0.406529 # DEPENDENCYPART_GRANDPAR
(10,7),(7,13),-0.68066 # DEPENDENCYPART_GRANDPAR
(10,7),(7,15),-0.89132 # DEPENDENCYPART_GRANDPAR
(10,7),(7,16),-0.831756 # DEPENDENCYPART_GRANDPAR
(10,7),(7,17),-0.793586 # DEPENDENCYPART_GRANDPAR
(10,7),(7,18),-0.878954 # DEPENDENCYPART_GRANDPAR
(10,7),(7,20),-1.01578 # DEPENDENCYPART_GRANDPAR
(10,7),(7,21),-0.777962 # DEPENDENCYPART_GRANDPAR
(10,7),(7,22),-0.755236 # DEPENDENCYPART_GRANDPAR
(10,7),(7,23),-1.34869 # DEPENDENCYPART_GRANDPAR
(10,7),(7,26),-1.73913 # DEPENDENCYPART_GRANDPAR
(10,7),(7,27),-1.07764 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.18219 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.055968 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-1.19173 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-0.228904 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.0320331 # DEPENDENCYPART_GRANDPAR
(10,9),(9,11),-0.477979 # DEPENDENCYPART_GRANDPAR
(10,11),(11,3),-0.756479 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),-0.524152 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-0.617378 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-0.434927 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.531112 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.928407 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),0.800432 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),0.0366401 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),0.0278284 # DEPENDENCYPART_GRANDPAR
(10,11),(11,18),-0.115685 # DEPENDENCYPART_GRANDPAR
(10,11),(11,21),0.325164 # DEPENDENCYPART_GRANDPAR
(10,12),(12,3),-0.732111 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-0.450941 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-0.533047 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.723055 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,13),-0.213501 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.467192 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.251229 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.323373 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),-0.248002 # DEPENDENCYPART_GRANDPAR
(10,12),(12,18),-0.240303 # DEPENDENCYPART_GRANDPAR
(10,12),(12,19),-0.479722 # DEPENDENCYPART_GRANDPAR
(10,12),(12,20),-0.599514 # DEPENDENCYPART_GRANDPAR
(10,12),(12,21),-0.282618 # DEPENDENCYPART_GRANDPAR
(10,12),(12,22),-0.241641 # DEPENDENCYPART_GRANDPAR
(10,12),(12,23),-0.638696 # DEPENDENCYPART_GRANDPAR
(10,12),(12,26),-1.1185 # DEPENDENCYPART_GRANDPAR
(10,12),(12,27),-0.532053 # DEPENDENCYPART_GRANDPAR
(10,12),(12,30),-0.589331 # DEPENDENCYPART_GRANDPAR
(10,12),(12,32),-1.2399 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.426606 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.28049 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.278071 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.078402 # DEPENDENCYPART_GRANDPAR
(10,13),(13,18),-0.216768 # DEPENDENCYPART_GRANDPAR
(10,13),(13,20),-0.348071 # DEPENDENCYPART_GRANDPAR
(10,13),(13,22),-0.211541 # DEPENDENCYPART_GRANDPAR
(10,15),(15,10),-0.701201 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,15),(15,13),-0.0840674 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),-0.253288 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-0.156823 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),-0.0436646 # DEPENDENCYPART_GRANDPAR
(10,15),(15,18),-0.0864003 # DEPENDENCYPART_GRANDPAR
(10,15),(15,19),-0.429594 # DEPENDENCYPART_GRANDPAR
(10,15),(15,20),-0.430351 # DEPENDENCYPART_GRANDPAR
(10,15),(15,21),-0.238971 # DEPENDENCYPART_GRANDPAR
(10,15),(15,22),-0.158241 # DEPENDENCYPART_GRANDPAR
(10,15),(15,23),-0.657607 # DEPENDENCYPART_GRANDPAR
(10,15),(15,26),-1.09977 # DEPENDENCYPART_GRANDPAR
(10,15),(15,27),-0.327716 # DEPENDENCYPART_GRANDPAR
(10,15),(15,30),-0.545582 # DEPENDENCYPART_GRANDPAR
(10,16),(16,13),-0.16864 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),-0.220261 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),-0.322408 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),-0.111664 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),-0.256595 # DEPENDENCYPART_GRANDPAR
(10,16),(16,19),-0.416583 # DEPENDENCYPART_GRANDPAR
(10,16),(16,20),-0.416207 # DEPENDENCYPART_GRANDPAR
(10,16),(16,21),-0.232378 # DEPENDENCYPART_GRANDPAR
(10,16),(16,23),-0.554953 # DEPENDENCYPART_GRANDPAR
(10,17),(17,16),-0.30245 # DEPENDENCYPART_GRANDPAR
(10,18),(18,19),-0.518638 # DEPENDENCYPART_GRANDPAR
(10,18),(18,20),-0.725613 # DEPENDENCYPART_GRANDPAR
(10,18),(18,21),-0.350489 # DEPENDENCYPART_GRANDPAR
(10,18),(18,22),-0.322911 # DEPENDENCYPART_GRANDPAR
(10,18),(18,23),-0.777449 # DEPENDENCYPART_GRANDPAR
(10,18),(18,26),-0.888855 # DEPENDENCYPART_GRANDPAR
(10,18),(18,31),-0.998678 # DEPENDENCYPART_GRANDPAR
(10,20),(20,3),-0.648794 # DEPENDENCYPART_GRANDPAR
(10,20),(20,4),-0.597166 # DEPENDENCYPART_GRANDPAR
(10,20),(20,5),-0.76538 # DEPENDENCYPART_GRANDPAR
(10,20),(20,6),-0.416458 # DEPENDENCYPART_GRANDPAR
(10,20),(20,7),-0.579328 # DEPENDENCYPART_GRANDPAR
(10,20),(20,8),-0.415978 # DEPENDENCYPART_GRANDPAR
(10,20),(20,10),-0.741921 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,20),(20,11),1.61786e-05 # DEPENDENCYPART_GRANDPAR
(10,20),(20,13),-0.0987979 # DEPENDENCYPART_GRANDPAR
(10,20),(20,14),-0.28897 # DEPENDENCYPART_GRANDPAR
(10,20),(20,15),-0.269326 # DEPENDENCYPART_GRANDPAR
(10,20),(20,16),-0.280352 # DEPENDENCYPART_GRANDPAR
(10,20),(20,17),-0.192731 # DEPENDENCYPART_GRANDPAR
(10,20),(20,19),-0.39574 # DEPENDENCYPART_GRANDPAR
(10,20),(20,21),-0.035705 # DEPENDENCYPART_GRANDPAR
(10,20),(20,22),-0.237854 # DEPENDENCYPART_GRANDPAR
(10,20),(20,23),-0.603579 # DEPENDENCYPART_GRANDPAR
(10,20),(20,26),-1.15189 # DEPENDENCYPART_GRANDPAR
(10,20),(20,27),-0.472574 # DEPENDENCYPART_GRANDPAR
(10,20),(20,30),-0.581877 # DEPENDENCYPART_GRANDPAR
(10,20),(20,32),-1.23498 # DEPENDENCYPART_GRANDPAR
(10,22),(22,19),-0.579431 # DEPENDENCYPART_GRANDPAR
(10,22),(22,23),-0.496811 # DEPENDENCYPART_GRANDPAR
(10,22),(22,24),-0.723664 # DEPENDENCYPART_GRANDPAR
(10,22),(22,25),-0.619954 # DEPENDENCYPART_GRANDPAR
(10,22),(22,26),-1.11061 # DEPENDENCYPART_GRANDPAR
(10,22),(22,27),-0.468021 # DEPENDENCYPART_GRANDPAR
(10,22),(22,30),-0.510713 # DEPENDENCYPART_GRANDPAR
(10,30),(30,24),-0.213436 # DEPENDENCYPART_GRANDPAR
(10,30),(30,25),-0.465151 # DEPENDENCYPART_GRANDPAR
(10,30),(30,26),-1.13574 # DEPENDENCYPART_GRANDPAR
(10,30),(30,28),0.00168051 # DEPENDENCYPART_GRANDPAR
(10,30),(30,29),-0.888973 # DEPENDENCYPART_GRANDPAR
(11,3),(3,1),-0.219048 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),-0.0286101 # DEPENDENCYPART_GRANDPAR
(11,3),(3,4),0.341646 # DEPENDENCYPART_GRANDPAR
(11,3),(3,6),-0.0802882 # DEPENDENCYPART_GRANDPAR
(11,3),(3,7),-0.0854922 # DEPENDENCYPART_GRANDPAR
(11,3),(3,11),-0.922559 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,6),(6,1),-0.141355 # DEPENDENCYPART_GRANDPAR
(11,6),(6,2),0.0707123 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),-0.246636 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),0.192633 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),0.0931164 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),-0.100091 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),-0.397136 # DEPENDENCYPART_GRANDPAR
(11,6),(6,10),0.0794606 # DEPENDENCYPART_GRANDPAR
(11,6),(6,11),-0.930252 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,6),(6,17),-0.485451 # DEPENDENCYPART_GRANDPAR
(11,6),(6,18),-0.939942 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),-0.194939 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),-0.000417449 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),0.0740001 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.0395699 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),-0.298983 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),-0.134525 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),0.026136 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-0.967035 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,12),-0.00758542 # DEPENDENCYPART_GRANDPAR
(11,7),(7,13),-0.60562 # DEPENDENCYPART_GRANDPAR
(11,7),(7,15),-0.359397 # DEPENDENCYPART_GRANDPAR
(11,7),(7,16),-0.681575 # DEPENDENCYPART_GRANDPAR
(11,7),(7,17),-0.320852 # DEPENDENCYPART_GRANDPAR
(11,7),(7,18),-0.81569 # DEPENDENCYPART_GRANDPAR
(11,7),(7,20),-0.657978 # DEPENDENCYPART_GRANDPAR
(11,7),(7,21),-0.580595 # DEPENDENCYPART_GRANDPAR
(11,7),(7,22),-0.674976 # DEPENDENCYPART_GRANDPAR
(11,7),(7,23),-0.315903 # DEPENDENCYPART_GRANDPAR
(11,7),(7,26),-0.755147 # DEPENDENCYPART_GRANDPAR
(11,7),(7,27),-0.516135 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.237328 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),-0.0552951 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),-0.102123 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-0.710021 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,8),-0.282636 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-0.912023 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,5),-0.000952361 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),-0.107167 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.211542 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.287746 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.153075 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-0.931168 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.075752 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-0.821803 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),-0.415978 # DEPENDENCYPART_GRANDPAR
(11,10),(10,16),-0.784479 # DEPENDENCYPART_GRANDPAR
(11,10),(10,17),-0.485844 # DEPENDENCYPART_GRANDPAR
(11,10),(10,18),-0.940262 # DEPENDENCYPART_GRANDPAR
(11,10),(10,20),-0.722346 # DEPENDENCYPART_GRANDPAR
(11,10),(10,22),-0.758871 # DEPENDENCYPART_GRANDPAR
(11,10),(10,27),-0.681128 # DEPENDENCYPART_GRANDPAR
(11,10),(10,30),-0.973786 # DEPENDENCYPART_GRANDPAR
(11,12),(12,3),-0.562987 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),-0.464181 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-0.315725 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.305282 # DEPENDENCYPART_GRANDPAR
(11,12),(12,13),0.156533 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),-0.710181 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),0.484173 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),-0.0070163 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),0.112424 # DEPENDENCYPART_GRANDPAR
(11,12),(12,18),-0.335389 # DEPENDENCYPART_GRANDPAR
(11,12),(12,19),-0.112447 # DEPENDENCYPART_GRANDPAR
(11,12),(12,20),-0.143363 # DEPENDENCYPART_GRANDPAR
(11,12),(12,21),-0.0535489 # DEPENDENCYPART_GRANDPAR
(11,12),(12,22),-0.149681 # DEPENDENCYPART_GRANDPAR
(11,12),(12,23),0.426111 # DEPENDENCYPART_GRANDPAR
(11,12),(12,26),0.0848569 # DEPENDENCYPART_GRANDPAR
(11,12),(12,27),-0.0828593 # DEPENDENCYPART_GRANDPAR
(11,12),(12,30),-0.0762333 # DEPENDENCYPART_GRANDPAR
(11,12),(12,32),-1.20048 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),-0.769909 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),0.0866288 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.16997 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),0.171846 # DEPENDENCYPART_GRANDPAR
(11,13),(13,18),-0.257772 # DEPENDENCYPART_GRANDPAR
(11,13),(13,20),-0.123588 # DEPENDENCYPART_GRANDPAR
(11,13),(13,22),-0.202521 # DEPENDENCYPART_GRANDPAR
(11,15),(15,10),-0.787363 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),-0.212817 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),-0.847417 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.0312916 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),0.0653085 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),-0.48631 # DEPENDENCYPART_GRANDPAR
(11,15),(15,19),-0.327733 # DEPENDENCYPART_GRANDPAR
(11,15),(15,20),-0.222679 # DEPENDENCYPART_GRANDPAR
(11,15),(15,21),-0.174014 # DEPENDENCYPART_GRANDPAR
(11,15),(15,22),-0.251788 # DEPENDENCYPART_GRANDPAR
(11,15),(15,23),-0.168336 # DEPENDENCYPART_GRANDPAR
(11,15),(15,26),-0.297395 # DEPENDENCYPART_GRANDPAR
(11,15),(15,27),-0.129975 # DEPENDENCYPART_GRANDPAR
(11,15),(15,30),-0.289535 # DEPENDENCYPART_GRANDPAR
(11,18),(18,19),-0.352056 # DEPENDENCYPART_GRANDPAR
(11,18),(18,20),-0.398125 # DEPENDENCYPART_GRANDPAR
(11,18),(18,21),-0.228797 # DEPENDENCYPART_GRANDPAR
(11,18),(18,22),-0.281168 # DEPENDENCYPART_GRANDPAR
(11,18),(18,23),0.0253631 # DEPENDENCYPART_GRANDPAR
(11,18),(18,26),-0.583599 # DEPENDENCYPART_GRANDPAR
(11,18),(18,31),-0.664196 # DEPENDENCYPART_GRANDPAR
(11,21),(21,15),-0.00700029 # DEPENDENCYPART_GRANDPAR
(11,21),(21,16),-0.244437 # DEPENDENCYPART_GRANDPAR
(11,21),(21,19),-0.628586 # DEPENDENCYPART_GRANDPAR
(11,21),(21,22),0.264742 # DEPENDENCYPART_GRANDPAR
(11,21),(21,23),0.389644 # DEPENDENCYPART_GRANDPAR
(11,21),(21,25),-0.40765 # DEPENDENCYPART_GRANDPAR
