# _root_ But yesterday , Manhattan Cable announced it will launch Showtime on Nov. 1 to over 230,000 subscribers .
#goldHeads=6,6,6,5,6,0,8,6,8,9,9,11,12,9,17,15,14,6,
#predictedHeads=6,6,6,5,6,0,8,6,8,9,9,11,12,9,17,15,14,6,
(9,14),(14,14),(14,18),-0.0419988 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,14),(14,14),(14,19),-0.142718 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,14),(14,15),(14,16),-0.042003 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,15),(14,17),-0.039519 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,15),(14,18),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,15),(14,19),-0.0736252 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,14),(14,16),(14,17),-0.0430172 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,16),(14,18),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,16),(14,19),0.0663836 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,14),(14,17),(14,18),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,17),(14,19),0.0135608 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,14),(14,18),(14,19),-0.0419988 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,14),(14,14),(14,13),0.132619 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,14),(14,14),(14,11),0.105613 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,14),(14,14),(14,-1),0.154411 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,14),(14,13),(14,11),0.118969 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,13),(14,-1),-0.100203 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,14),(14,11),(14,-1),-0.14319 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,15),(15,15),(15,16),0.0343294 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,15),(15,15),(15,17),0.0334665 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,15),(15,15),(15,19),-0.129525 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,15),(15,16),(15,17),-0.041043 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,16),(15,19),-0.000260027 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,15),(15,17),(15,19),0.0620426 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,15),(15,15),(15,14),0.113733 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,15),(15,15),(15,13),0.120999 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,15),(15,15),(15,11),0.0680294 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,15),(15,15),(15,-1),0.0263862 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,15),(15,14),(15,13),0.128057 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,14),(15,11),0.118984 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,14),(15,-1),-0.127218 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,15),(15,13),(15,11),0.117953 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,13),(15,-1),-0.174639 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,15),(15,11),(15,-1),-0.0997282 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,16),(16,16),(16,17),-0.104064 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,16),(16,16),(16,19),-0.156827 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,16),(16,17),(16,19),-0.101899 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,16),(16,16),(16,15),0.169551 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,16),(16,16),(16,14),0.0683402 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,16),(16,16),(16,13),0.14004 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,16),(16,16),(16,-1),-0.389969 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,16),(16,15),(16,14),0.119164 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,15),(16,13),0.119163 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,15),(16,-1),-0.059839 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,16),(16,14),(16,13),0.0852692 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,14),(16,-1),-0.136464 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,16),(16,13),(16,-1),-0.136449 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,17),(17,17),(17,18),-0.0190753 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,17),(17,17),(17,19),0.0704221 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,17),(17,18),(17,19),-0.0468059 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,17),(17,17),(17,16),0.159474 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,17),(17,17),(17,15),0.152846 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,17),(17,17),(17,14),0.190318 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,17),(17,17),(17,13),0.161223 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,17),(17,17),(17,12),0.0426731 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,17),(17,17),(17,11),0.154797 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,17),(17,17),(17,10),0.0395317 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,17),(17,17),(17,-1),-0.151778 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,17),(17,16),(17,15),0.097552 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,16),(17,14),0.1101 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,16),(17,13),0.109246 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,16),(17,12),0.116572 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,16),(17,11),0.0974739 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,16),(17,10),0.117216 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,16),(17,-1),-0.0598602 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,17),(17,15),(17,14),0.116506 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,15),(17,13),0.115848 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,15),(17,12),0.120905 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,15),(17,11),0.0796429 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,15),(17,10),0.120919 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,15),(17,-1),-0.00435931 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,17),(17,14),(17,13),0.108126 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,14),(17,12),0.120072 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,14),(17,11),0.130914 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,14),(17,10),0.120072 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,14),(17,-1),-0.0534631 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,17),(17,13),(17,12),0.119613 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,13),(17,11),0.0957336 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,13),(17,10),0.120257 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,13),(17,-1),-0.0628929 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,17),(17,12),(17,11),0.123111 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,12),(17,10),0.12045 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,12),(17,-1),-0.114426 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,17),(17,11),(17,10),0.12386 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,11),(17,-1),0.0149294 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,17),(17,10),(17,-1),-0.114373 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,18),(18,18),(18,19),-0.0436965 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,18),(18,18),(18,-1),-0.00985706 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,2),(2,2),(2,3),0.165612 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,2),(2,2),(2,4),0.148798 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,2),(2,2),(2,5),0.149201 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,2),(2,2),(2,6),0.125045 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,2),(2,2),(2,8),0.113171 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,2),(2,2),(2,10),-0.141313 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,2),(2,2),(2,11),-0.14385 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,2),(2,2),(2,12),-0.141313 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,2),(2,2),(2,13),-0.125914 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,2),(2,2),(2,14),-0.124912 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,2),(2,2),(2,17),-0.141313 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,2),(2,2),(2,18),-0.125132 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,2),(2,2),(2,19),0.0243059 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,2),(2,3),(2,4),0.112763 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,3),(2,5),0.112761 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,3),(2,6),0.119838 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,3),(2,8),0.11914 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,3),(2,10),-0.129532 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,2),(2,3),(2,11),-0.125395 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,3),(2,12),-0.129532 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,3),(2,13),-0.124905 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,3),(2,14),-0.12491 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,3),(2,17),-0.129532 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,3),(2,18),-0.124886 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,3),(2,19),-0.00355487 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,2),(2,4),(2,5),0.10702 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,4),(2,6),0.114158 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,4),(2,8),0.119164 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,4),(2,10),-0.125449 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,2),(2,4),(2,11),-0.125038 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,4),(2,12),-0.125449 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,4),(2,13),-0.125238 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,4),(2,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,4),(2,17),-0.125449 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,4),(2,18),-0.125194 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,4),(2,19),-0.146119 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,2),(2,5),(2,6),0.114158 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,5),(2,8),0.119164 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,5),(2,10),-0.125449 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,2),(2,5),(2,11),-0.125038 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,5),(2,12),-0.125449 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,5),(2,13),-0.125238 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,5),(2,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,5),(2,17),-0.125449 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,5),(2,18),-0.125194 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,5),(2,19),-0.145325 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,2),(2,6),(2,8),0.119164 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,6),(2,10),-0.124957 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,2),(2,6),(2,11),-0.124893 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,6),(2,12),-0.124957 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,6),(2,13),-0.124887 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,6),(2,14),-0.124906 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,6),(2,17),-0.124957 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,6),(2,18),-0.124886 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,6),(2,19),-0.174519 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,2),(2,8),(2,10),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,2),(2,8),(2,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,8),(2,12),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,8),(2,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,8),(2,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,8),(2,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,8),(2,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,8),(2,19),-0.13544 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,2),(2,10),(2,11),-0.125038 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,2),(2,10),(2,12),-0.125449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,2),(2,10),(2,13),-0.125238 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,2),(2,10),(2,14),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,2),(2,10),(2,17),-0.125449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,2),(2,10),(2,18),-0.125194 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,2),(2,10),(2,19),-0.145211 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,2),(2,11),(2,12),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,11),(2,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,11),(2,14),-0.126149 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,11),(2,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,11),(2,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,11),(2,19),-0.107192 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,2),(2,12),(2,13),-0.125238 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,12),(2,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,12),(2,17),-0.125449 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,12),(2,18),-0.125194 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,12),(2,19),-0.14547 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,2),(2,13),(2,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,13),(2,17),-0.12492 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,13),(2,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,13),(2,19),-0.117502 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,2),(2,14),(2,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,14),(2,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,14),(2,19),-0.0910381 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,2),(2,17),(2,18),-0.125194 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,17),(2,19),-0.145211 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,2),(2,18),(2,19),-0.144996 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,2),(2,2),(2,1),-0.0426806 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,2),(2,2),(2,-1),0.0916377 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,2),(2,1),(2,-1),-0.0344587 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,4),(4,4),(4,5),0.152057 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,4),(4,4),(4,6),0.125726 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,4),(4,4),(4,7),0.122022 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,4),(4,4),(4,8),0.113171 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,4),(4,4),(4,19),0.0227861 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,4),(4,5),(4,6),0.114159 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,5),(4,7),0.118677 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,5),(4,8),0.119164 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,5),(4,19),-0.143249 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,4),(4,6),(4,7),0.118029 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,6),(4,8),0.119164 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,6),(4,19),-0.17391 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,4),(4,7),(4,8),0.119164 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,7),(4,19),-0.12424 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,4),(4,8),(4,19),-0.13544 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,4),(4,4),(4,3),0.13896 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,4),(4,4),(4,2),-0.185259 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,4),(4,4),(4,1),-0.0426804 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,4),(4,4),(4,-1),0.0981416 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,4),(4,3),(4,2),0.13408 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,3),(4,1),-0.0537839 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,3),(4,-1),-0.0437624 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,4),(4,2),(4,1),-0.0451201 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,2),(4,-1),0.000424169 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,4),(4,1),(4,-1),-0.0344565 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,5),(5,5),(5,6),0.125726 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,5),(5,5),(5,7),0.122022 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,5),(5,5),(5,8),0.113171 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,5),(5,5),(5,9),0.125881 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,5),(5,5),(5,10),-0.141313 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,5),(5,5),(5,11),-0.14385 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,5),(5,5),(5,18),-0.125132 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,5),(5,5),(5,19),0.0117521 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,5),(5,6),(5,7),0.118029 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,6),(5,8),0.119164 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,6),(5,9),0.118217 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,6),(5,10),-0.124957 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,5),(5,6),(5,11),-0.124893 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,6),(5,18),-0.124886 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,6),(5,19),-0.17391 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,5),(5,7),(5,8),0.119164 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,7),(5,9),0.119135 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,7),(5,10),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,5),(5,7),(5,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,7),(5,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,7),(5,19),-0.12424 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,5),(5,8),(5,9),0.119164 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,8),(5,10),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,5),(5,8),(5,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,8),(5,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,8),(5,19),-0.13544 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,5),(5,9),(5,10),-0.124957 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,5),(5,9),(5,11),-0.124893 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,9),(5,18),-0.124886 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,9),(5,19),-0.173808 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,5),(5,10),(5,11),-0.125038 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,5),(5,10),(5,18),-0.125194 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,5),(5,10),(5,19),-0.143137 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,5),(5,11),(5,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,11),(5,19),-0.103984 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,5),(5,18),(5,19),-0.144995 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,5),(5,5),(5,4),-0.185424 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,5),(5,5),(5,3),0.138962 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,5),(5,5),(5,2),-0.184867 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,5),(5,5),(5,1),-0.0426804 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,5),(5,5),(5,-1),0.0884516 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,5),(5,4),(5,3),-0.0517423 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,4),(5,2),-0.0134219 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,4),(5,1),-0.0451201 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,4),(5,-1),0.000704783 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,5),(5,3),(5,2),0.134081 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,3),(5,1),-0.0537839 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,3),(5,-1),-0.0437622 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,5),(5,2),(5,1),-0.0451201 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,2),(5,-1),0.000817805 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,5),(5,1),(5,-1),-0.0344565 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,6),(6,7),0.140821 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,8),0.107197 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,9),0.166765 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,10),-0.175297 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,6),(6,6),(6,11),-0.154567 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,12),-0.175297 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,14),-0.150708 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,15),-0.154432 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,17),-0.175297 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,18),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,19),0.0450371 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,6),(6,7),(6,8),0.118949 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,7),(6,9),0.11668 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,7),(6,10),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,7),(6,11),-0.124973 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,7),(6,12),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,7),(6,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,7),(6,15),-0.124958 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,7),(6,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,7),(6,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,7),(6,19),0.0908348 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,8),(6,9),0.119154 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,8),(6,10),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,8),(6,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,8),(6,12),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,8),(6,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,8),(6,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,8),(6,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,8),(6,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,8),(6,19),-0.143616 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,9),(6,10),-0.124893 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,9),(6,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,9),(6,12),-0.124893 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,9),(6,14),-0.124889 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,9),(6,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,9),(6,17),-0.124893 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,9),(6,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,9),(6,19),-0.146509 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,10),(6,11),-0.126267 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
