# _root_ The sales are being dragged down by a glut of 1989 vehicles , said Joel Pitcoff , a Ford analyst .
#goldHeads=2,3,14,3,4,5,5,9,7,9,12,10,14,0,16,14,16,20,20,16,14,
#predictedHeads=2,3,14,3,4,5,5,9,7,9,12,10,14,0,16,14,16,20,20,16,14,
(11,14),(14,9),(14,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,9),(14,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,9),(14,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,9),(14,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,9),(14,-1),-0.148874 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,8),(14,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,8),(14,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,8),(14,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,8),(14,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,8),(14,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,8),(14,-1),-0.147969 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,7),(14,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,7),(14,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,7),(14,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,7),(14,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,7),(14,-1),-0.155236 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,5),(14,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,5),(14,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,5),(14,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,5),(14,-1),-0.145349 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,4),(14,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,4),(14,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,4),(14,-1),-0.145349 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,3),(14,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,3),(14,-1),-0.145349 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,2),(14,-1),-0.148874 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,16),(16,16),(16,17),-0.0169457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,16),(16,19),-0.0170853 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,16),(16,20),-0.0170853 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,16),(16,21),-0.0195483 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,16),(16,22),0.00558825 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,16),(16,17),(16,19),-0.00502285 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,17),(16,20),-0.00502285 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,17),(16,21),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,17),(16,22),-0.0291231 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,16),(16,19),(16,20),-0.0148168 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,19),(16,21),-0.0194811 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,19),(16,22),-0.014626 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,16),(16,20),(16,21),-0.0194811 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,20),(16,22),-0.014626 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,16),(16,21),(16,22),-0.0196196 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,16),(16,16),(16,15),0.090073 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,16),(16,14),0.110206 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,16),(16,13),0.102629 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,16),(16,12),0.090073 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,16),(16,8),-0.144861 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,16),(16,-1),-0.283087 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,16),(16,15),(16,14),0.109353 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,15),(16,13),0.109194 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,15),(16,12),0.107168 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,15),(16,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,15),(16,-1),-0.136746 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,16),(16,14),(16,13),0.10954 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,14),(16,12),0.10952 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,14),(16,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,14),(16,-1),-0.146455 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,16),(16,13),(16,12),0.109229 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,13),(16,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,13),(16,-1),-0.151116 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,16),(16,12),(16,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,12),(16,-1),-0.136746 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,16),(16,8),(16,-1),-0.106161 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,20),(20,20),(20,21),-0.0195483 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,20),(20,20),(20,22),0.00441832 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,20),(20,21),(20,22),-0.0196196 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,20),(20,20),(20,19),0.0900265 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,20),(20,20),(20,18),0.161495 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,20),(20,20),(20,17),0.102629 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,20),(20,20),(20,16),0.0900265 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,20),(20,20),(20,15),0.0900265 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,20),(20,20),(20,11),0.165366 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,20),(20,20),(20,10),-0.145495 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,20),(20,20),(20,8),-0.144861 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,20),(20,20),(20,-1),-0.284202 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,20),(20,19),(20,18),0.0996033 # DEPENDENCYPART_GRANDSIBL
(11,20),(20,19),(20,17),0.109194 # DEPENDENCYPART_GRANDSIBL
(11,20),(20,19),(20,16),0.107168 # DEPENDENCYPART_GRANDSIBL
(11,20),(20,19),(20,15),0.107168 # DEPENDENCYPART_GRANDSIBL
(11,20),(20,19),(20,11),0.108146 # DEPENDENCYPART_GRANDSIBL
(11,20),(20,19),(20,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,20),(20,19),(20,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,20),(20,19),(20,-1),-0.136792 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,20),(20,18),(20,17),0.109516 # DEPENDENCYPART_GRANDSIBL
(11,20),(20,18),(20,16),0.109515 # DEPENDENCYPART_GRANDSIBL
(11,20),(20,18),(20,15),0.109515 # DEPENDENCYPART_GRANDSIBL
(11,20),(20,18),(20,11),0.10954 # DEPENDENCYPART_GRANDSIBL
(11,20),(20,18),(20,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,20),(20,18),(20,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,20),(20,18),(20,-1),-0.106161 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,20),(20,17),(20,16),0.109229 # DEPENDENCYPART_GRANDSIBL
(11,20),(20,17),(20,15),0.109229 # DEPENDENCYPART_GRANDSIBL
(11,20),(20,17),(20,11),0.108879 # DEPENDENCYPART_GRANDSIBL
(11,20),(20,17),(20,10),-0.14479 # DEPENDENCYPART_GRANDSIBL
(11,20),(20,17),(20,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,20),(20,17),(20,-1),-0.151116 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,20),(20,16),(20,15),0.107168 # DEPENDENCYPART_GRANDSIBL
(11,20),(20,16),(20,11),0.108146 # DEPENDENCYPART_GRANDSIBL
(11,20),(20,16),(20,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,20),(20,16),(20,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,20),(20,16),(20,-1),-0.136792 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,20),(20,15),(20,11),0.108146 # DEPENDENCYPART_GRANDSIBL
(11,20),(20,15),(20,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,20),(20,15),(20,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,20),(20,15),(20,-1),-0.136792 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,20),(20,11),(20,10),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,20),(20,11),(20,8),-0.144863 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,20),(20,11),(20,-1),-0.0919373 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,20),(20,10),(20,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,20),(20,10),(20,-1),-0.152292 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,20),(20,8),(20,-1),-0.106161 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,4),(4,4),(4,5),0.13444 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,4),(4,4),(4,6),0.102089 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,4),(4,4),(4,7),0.164717 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,4),(4,4),(4,9),0.124663 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,4),(4,4),(4,10),0.185116 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,4),(4,4),(4,12),-0.193414 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,4),(4,4),(4,13),-0.144717 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,4),(4,4),(4,14),-0.189829 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,4),(4,4),(4,17),-0.144717 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,4),(4,4),(4,21),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,4),(4,4),(4,22),-0.0126084 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,4),(4,5),(4,6),0.10954 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,5),(4,7),0.103565 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,5),(4,9),0.107566 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,5),(4,10),0.10327 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,5),(4,12),-0.144706 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,5),(4,13),-0.144702 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,5),(4,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,5),(4,17),-0.144702 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,5),(4,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,5),(4,22),-0.158171 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,4),(4,6),(4,7),0.109329 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,6),(4,9),0.107843 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,6),(4,10),0.109256 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,6),(4,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,6),(4,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,6),(4,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,6),(4,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,6),(4,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,6),(4,22),-0.147386 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,4),(4,7),(4,9),0.101428 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,7),(4,10),0.113296 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,7),(4,12),-0.144714 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,7),(4,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,7),(4,14),-0.144847 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,7),(4,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,7),(4,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,7),(4,22),-0.232202 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,4),(4,9),(4,10),0.0940767 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,9),(4,12),-0.144891 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,9),(4,13),-0.144936 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,9),(4,14),-0.146174 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,9),(4,17),-0.144936 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,9),(4,21),-0.144704 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,9),(4,22),-0.0805273 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,4),(4,10),(4,12),-0.144709 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,10),(4,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,10),(4,14),-0.144987 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,10),(4,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,10),(4,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,10),(4,22),-0.21847 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,4),(4,12),(4,13),-0.144936 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,4),(4,12),(4,14),-0.146174 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,4),(4,12),(4,17),-0.144936 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,4),(4,12),(4,21),-0.144704 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,4),(4,12),(4,22),-0.0848698 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,4),(4,13),(4,14),-0.145031 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,13),(4,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,13),(4,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,13),(4,22),-0.210071 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,4),(4,14),(4,17),-0.144702 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,14),(4,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,14),(4,22),-0.15906 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,4),(4,17),(4,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,17),(4,22),-0.210071 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,4),(4,21),(4,22),-0.145637 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,4),(4,4),(4,3),-0.0507149 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,4),(4,4),(4,2),-0.0227625 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,4),(4,4),(4,-1),0.052914 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,4),(4,3),(4,2),-0.0218505 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,3),(4,-1),-0.0258066 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,4),(4,2),(4,-1),-0.0278747 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,7),(7,7),(7,8),0.137217 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,7),(7,7),(7,9),0.0415302 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,7),(7,7),(7,10),0.11141 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,7),(7,7),(7,11),0.0221869 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,7),(7,7),(7,12),-0.162231 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,7),(7,7),(7,13),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,7),(7,7),(7,14),-0.148503 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,7),(7,7),(7,16),-0.162231 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,7),(7,7),(7,20),-0.162231 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,7),(7,7),(7,22),-0.124914 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,7),(7,8),(7,9),0.140726 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,8),(7,10),0.10954 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,8),(7,11),0.140623 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,8),(7,12),-0.144702 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,8),(7,13),-0.145875 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,8),(7,14),-0.144871 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,8),(7,16),-0.144702 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,8),(7,20),-0.144702 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,8),(7,22),-0.16276 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,7),(7,9),(7,10),0.10873 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,9),(7,11),0.109296 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,9),(7,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,9),(7,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,9),(7,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,9),(7,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,9),(7,20),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,9),(7,22),-0.195107 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,7),(7,10),(7,11),0.109372 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,10),(7,12),-0.144702 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,10),(7,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,10),(7,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,10),(7,16),-0.144702 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,10),(7,20),-0.144702 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,10),(7,22),-0.146536 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,7),(7,11),(7,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,11),(7,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,11),(7,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,11),(7,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,11),(7,20),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,11),(7,22),-0.0973833 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,7),(7,12),(7,13),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,7),(7,12),(7,14),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,7),(7,12),(7,16),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,7),(7,12),(7,20),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,7),(7,12),(7,22),-0.195107 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,7),(7,13),(7,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,13),(7,16),-0.144704 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,13),(7,20),-0.144704 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,13),(7,22),-0.148903 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,7),(7,14),(7,16),-0.144786 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,14),(7,20),-0.144786 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,14),(7,22),-0.156083 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,7),(7,16),(7,20),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,16),(7,22),-0.195107 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,7),(7,20),(7,22),-0.195107 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,7),(7,7),(7,-1),-0.341428 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,8),(8,8),(8,10),0.0817237 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,8),(8,8),(8,22),0.0738213 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,8),(8,10),(8,22),-0.173278 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,8),(8,8),(8,7),-0.0253716 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,8),(8,8),(8,-1),0.192499 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,8),(8,7),(8,-1),-0.0338267 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,9),(9,9),(9,10),0.200236 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,9),(9,9),(9,11),0.167125 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,9),(9,9),(9,12),-0.155839 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,9),(9,9),(9,13),-0.145466 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,9),(9,9),(9,14),-0.172273 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,9),(9,9),(9,16),-0.155839 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,9),(9,9),(9,17),-0.145466 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,9),(9,9),(9,20),-0.155839 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,9),(9,9),(9,21),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,9),(9,9),(9,22),-0.0173934 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,9),(9,10),(9,11),0.107389 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,10),(9,12),-0.145255 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,10),(9,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,10),(9,14),-0.144927 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,10),(9,16),-0.145255 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,10),(9,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,10),(9,20),-0.145255 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,10),(9,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,10),(9,22),-0.0828529 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,9),(9,11),(9,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,11),(9,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,11),(9,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,11),(9,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,11),(9,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,11),(9,20),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,11),(9,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,11),(9,22),-0.145172 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,9),(9,12),(9,13),-0.145732 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,9),(9,12),(9,14),-0.14473 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,9),(9,12),(9,16),-0.145195 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,9),(9,12),(9,17),-0.145732 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,9),(9,12),(9,20),-0.145195 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,9),(9,12),(9,21),-0.144801 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,9),(9,12),(9,22),-0.173847 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,9),(9,13),(9,14),-0.146635 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,13),(9,16),-0.14942 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,13),(9,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,13),(9,20),-0.14942 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,13),(9,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,13),(9,22),-0.0334281 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,9),(9,14),(9,16),-0.14472 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,14),(9,17),-0.145956 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,14),(9,20),-0.14472 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,14),(9,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,14),(9,22),-0.197854 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,9),(9,16),(9,17),-0.145732 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,16),(9,20),-0.145195 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,16),(9,21),-0.144801 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,16),(9,22),-0.173847 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,9),(9,17),(9,20),-0.14942 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,17),(9,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,17),(9,22),-0.0334281 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,9),(9,20),(9,21),-0.144801 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,20),(9,22),-0.174212 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,9),(9,21),(9,22),-0.151487 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,9),(9,9),(9,8),-0.0497068 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,9),(9,9),(9,7),-0.0131923 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
