# _root_ James Alexander , a Burmah spokesman , said SHV had previously owned `` a little under 5 % '' of Burmah for about two years .
#goldHeads=2,8,2,6,6,2,2,0,10,8,10,10,15,15,18,15,15,12,18,18,20,12,25,23,22,8,
#predictedHeads=2,8,2,6,6,2,2,0,10,8,10,10,18,15,18,15,18,12,18,18,20,12,25,23,22,8,
(10,12),(12,21),-0.113225 # DEPENDENCYPART_GRANDPAR
(10,12),(12,22),0.133094 # DEPENDENCYPART_GRANDPAR
(10,12),(12,23),-0.256266 # DEPENDENCYPART_GRANDPAR
(10,12),(12,25),0.0522658 # DEPENDENCYPART_GRANDPAR
(10,12),(12,26),-0.703683 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),-0.503155 # DEPENDENCYPART_GRANDPAR
(10,13),(13,11),-0.178752 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),-0.356604 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),-0.0426723 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.29384 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),0.0157268 # DEPENDENCYPART_GRANDPAR
(10,15),(15,2),-0.735597 # DEPENDENCYPART_GRANDPAR
(10,15),(15,9),-0.494905 # DEPENDENCYPART_GRANDPAR
(10,15),(15,11),0.0216703 # DEPENDENCYPART_GRANDPAR
(10,15),(15,12),-0.134999 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),-0.0245843 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),-0.48487 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-0.22076 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),-0.455585 # DEPENDENCYPART_GRANDPAR
(10,15),(15,18),-0.130603 # DEPENDENCYPART_GRANDPAR
(10,15),(15,19),-0.0608513 # DEPENDENCYPART_GRANDPAR
(10,15),(15,20),-0.0208518 # DEPENDENCYPART_GRANDPAR
(10,15),(15,22),-0.105902 # DEPENDENCYPART_GRANDPAR
(10,15),(15,23),-0.358807 # DEPENDENCYPART_GRANDPAR
(10,15),(15,24),-0.715888 # DEPENDENCYPART_GRANDPAR
(10,15),(15,25),-0.307396 # DEPENDENCYPART_GRANDPAR
(10,16),(16,11),0.1419 # DEPENDENCYPART_GRANDPAR
(10,16),(16,13),-0.0673893 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),-0.358736 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),-0.362154 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),-0.263624 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),0.014991 # DEPENDENCYPART_GRANDPAR
(10,16),(16,19),0.0488708 # DEPENDENCYPART_GRANDPAR
(10,16),(16,20),0.141704 # DEPENDENCYPART_GRANDPAR
(10,16),(16,21),-0.159712 # DEPENDENCYPART_GRANDPAR
(10,16),(16,22),-0.1899 # DEPENDENCYPART_GRANDPAR
(10,16),(16,23),-0.523422 # DEPENDENCYPART_GRANDPAR
(10,16),(16,25),-0.161123 # DEPENDENCYPART_GRANDPAR
(10,18),(18,11),0.144745 # DEPENDENCYPART_GRANDPAR
(10,18),(18,12),-0.0599601 # DEPENDENCYPART_GRANDPAR
(10,18),(18,13),-0.0934078 # DEPENDENCYPART_GRANDPAR
(10,18),(18,14),-0.396296 # DEPENDENCYPART_GRANDPAR
(10,18),(18,15),-0.0161859 # DEPENDENCYPART_GRANDPAR
(10,18),(18,16),-0.0187125 # DEPENDENCYPART_GRANDPAR
(10,18),(18,17),-0.361552 # DEPENDENCYPART_GRANDPAR
(10,18),(18,19),-0.106 # DEPENDENCYPART_GRANDPAR
(10,18),(18,20),0.00417257 # DEPENDENCYPART_GRANDPAR
(10,18),(18,21),-0.413208 # DEPENDENCYPART_GRANDPAR
(10,18),(18,22),-0.244601 # DEPENDENCYPART_GRANDPAR
(10,18),(18,23),-0.38277 # DEPENDENCYPART_GRANDPAR
(10,18),(18,25),-0.3552 # DEPENDENCYPART_GRANDPAR
(10,19),(19,18),-0.282181 # DEPENDENCYPART_GRANDPAR
(10,19),(19,20),-0.157147 # DEPENDENCYPART_GRANDPAR
(10,19),(19,21),-0.46804 # DEPENDENCYPART_GRANDPAR
(10,20),(20,19),-0.0153524 # DEPENDENCYPART_GRANDPAR
(10,20),(20,21),-0.338522 # DEPENDENCYPART_GRANDPAR
(10,20),(20,22),-0.28245 # DEPENDENCYPART_GRANDPAR
(10,20),(20,23),-0.493426 # DEPENDENCYPART_GRANDPAR
(10,20),(20,24),-0.575942 # DEPENDENCYPART_GRANDPAR
(10,20),(20,25),-0.400286 # DEPENDENCYPART_GRANDPAR
(10,21),(21,22),-0.235218 # DEPENDENCYPART_GRANDPAR
(10,21),(21,23),-0.702589 # DEPENDENCYPART_GRANDPAR
(10,21),(21,24),-0.64488 # DEPENDENCYPART_GRANDPAR
(10,21),(21,25),-0.428989 # DEPENDENCYPART_GRANDPAR
(10,22),(22,18),-0.0539435 # DEPENDENCYPART_GRANDPAR
(10,22),(22,20),-0.0361958 # DEPENDENCYPART_GRANDPAR
(10,22),(22,21),-0.399774 # DEPENDENCYPART_GRANDPAR
(10,22),(22,23),-0.520971 # DEPENDENCYPART_GRANDPAR
(10,22),(22,24),-0.605826 # DEPENDENCYPART_GRANDPAR
(10,22),(22,25),-0.0775316 # DEPENDENCYPART_GRANDPAR
(10,23),(23,22),-0.0535997 # DEPENDENCYPART_GRANDPAR
(10,23),(23,24),-1.05765 # DEPENDENCYPART_GRANDPAR
(10,23),(23,25),-0.419007 # DEPENDENCYPART_GRANDPAR
(10,25),(25,15),-0.137746 # DEPENDENCYPART_GRANDPAR
(10,25),(25,16),-0.121291 # DEPENDENCYPART_GRANDPAR
(10,25),(25,17),-0.383667 # DEPENDENCYPART_GRANDPAR
(10,25),(25,20),0.085706 # DEPENDENCYPART_GRANDPAR
(10,25),(25,21),-0.408999 # DEPENDENCYPART_GRANDPAR
(10,25),(25,23),-0.292927 # DEPENDENCYPART_GRANDPAR
(10,25),(25,24),-0.659208 # DEPENDENCYPART_GRANDPAR
(10,26),(26,25),-0.338156 # DEPENDENCYPART_GRANDPAR
(11,9),(9,2),-0.756438 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),-0.584581 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),-0.672273 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.569444 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.419755 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.383644 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),-0.2863 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-1.42802 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),-0.374042 # DEPENDENCYPART_GRANDPAR
(11,12),(12,2),-1.29216 # DEPENDENCYPART_GRANDPAR
(11,12),(12,3),-0.988698 # DEPENDENCYPART_GRANDPAR
(11,12),(12,6),-1.04982 # DEPENDENCYPART_GRANDPAR
(11,12),(12,7),-1.0349 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),-0.885694 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-1.09522 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.786909 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.931427 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),-0.18154 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),-0.235142 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),-0.302361 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),-0.372857 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),-0.510105 # DEPENDENCYPART_GRANDPAR
(11,12),(12,18),-0.465416 # DEPENDENCYPART_GRANDPAR
(11,12),(12,19),-0.372671 # DEPENDENCYPART_GRANDPAR
(11,12),(12,20),-0.668027 # DEPENDENCYPART_GRANDPAR
(11,12),(12,21),-0.765177 # DEPENDENCYPART_GRANDPAR
(11,12),(12,22),-0.651318 # DEPENDENCYPART_GRANDPAR
(11,12),(12,23),-0.47266 # DEPENDENCYPART_GRANDPAR
(11,12),(12,25),-0.357376 # DEPENDENCYPART_GRANDPAR
(11,12),(12,26),-0.914738 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-1.08878 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-1.01165 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),0.0896795 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),-0.132345 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.369667 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.26897 # DEPENDENCYPART_GRANDPAR
(11,15),(15,2),-1.30235 # DEPENDENCYPART_GRANDPAR
(11,15),(15,9),-1.10541 # DEPENDENCYPART_GRANDPAR
(11,15),(15,11),-0.968838 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,15),(15,12),0.137056 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),-0.144866 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),-0.156775 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.397031 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),-0.532937 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),-0.411141 # DEPENDENCYPART_GRANDPAR
(11,15),(15,19),-0.358451 # DEPENDENCYPART_GRANDPAR
(11,15),(15,20),-0.567569 # DEPENDENCYPART_GRANDPAR
(11,15),(15,22),-0.622264 # DEPENDENCYPART_GRANDPAR
(11,15),(15,23),-0.289852 # DEPENDENCYPART_GRANDPAR
(11,15),(15,24),-0.822094 # DEPENDENCYPART_GRANDPAR
(11,15),(15,25),-0.268653 # DEPENDENCYPART_GRANDPAR
(11,16),(16,11),-1.10691 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,16),(16,13),-0.206794 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),-0.272408 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),-0.476913 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.338328 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),-0.226293 # DEPENDENCYPART_GRANDPAR
(11,16),(16,19),-0.17655 # DEPENDENCYPART_GRANDPAR
(11,16),(16,20),-0.350236 # DEPENDENCYPART_GRANDPAR
(11,16),(16,21),-0.539715 # DEPENDENCYPART_GRANDPAR
(11,16),(16,22),-0.565765 # DEPENDENCYPART_GRANDPAR
(11,16),(16,23),-0.405155 # DEPENDENCYPART_GRANDPAR
(11,16),(16,25),-0.18233 # DEPENDENCYPART_GRANDPAR
(11,17),(17,14),-0.124923 # DEPENDENCYPART_GRANDPAR
(11,17),(17,15),-0.247166 # DEPENDENCYPART_GRANDPAR
(11,17),(17,16),-0.316325 # DEPENDENCYPART_GRANDPAR
(11,17),(17,18),-0.559851 # DEPENDENCYPART_GRANDPAR
(11,17),(17,20),-0.541268 # DEPENDENCYPART_GRANDPAR
(11,17),(17,21),-0.756967 # DEPENDENCYPART_GRANDPAR
(11,18),(18,11),-0.832964 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,18),(18,12),0.305821 # DEPENDENCYPART_GRANDPAR
(11,18),(18,13),-0.0780692 # DEPENDENCYPART_GRANDPAR
(11,18),(18,14),-0.0984695 # DEPENDENCYPART_GRANDPAR
(11,18),(18,15),-0.126547 # DEPENDENCYPART_GRANDPAR
(11,18),(18,16),-0.121913 # DEPENDENCYPART_GRANDPAR
(11,18),(18,17),-0.394618 # DEPENDENCYPART_GRANDPAR
(11,18),(18,19),-0.408904 # DEPENDENCYPART_GRANDPAR
(11,18),(18,20),-0.530545 # DEPENDENCYPART_GRANDPAR
(11,18),(18,21),-0.824203 # DEPENDENCYPART_GRANDPAR
(11,18),(18,22),-0.700721 # DEPENDENCYPART_GRANDPAR
(11,18),(18,23),-0.356333 # DEPENDENCYPART_GRANDPAR
(11,18),(18,25),-0.352482 # DEPENDENCYPART_GRANDPAR
(12,2),(2,1),-0.393036 # DEPENDENCYPART_GRANDPAR
(12,2),(2,3),-0.323534 # DEPENDENCYPART_GRANDPAR
(12,2),(2,4),-0.414071 # DEPENDENCYPART_GRANDPAR
(12,2),(2,5),-0.253102 # DEPENDENCYPART_GRANDPAR
(12,2),(2,6),-0.287923 # DEPENDENCYPART_GRANDPAR
(12,2),(2,7),-0.312043 # DEPENDENCYPART_GRANDPAR
(12,2),(2,8),-0.167684 # DEPENDENCYPART_GRANDPAR
(12,2),(2,9),-0.249362 # DEPENDENCYPART_GRANDPAR
(12,2),(2,10),-0.28033 # DEPENDENCYPART_GRANDPAR
(12,2),(2,11),-0.230153 # DEPENDENCYPART_GRANDPAR
(12,2),(2,12),-1.00013 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,2),(2,13),0.305407 # DEPENDENCYPART_GRANDPAR
(12,2),(2,14),-0.403263 # DEPENDENCYPART_GRANDPAR
(12,2),(2,15),-0.233176 # DEPENDENCYPART_GRANDPAR
(12,2),(2,18),-0.598775 # DEPENDENCYPART_GRANDPAR
(12,2),(2,19),-0.275458 # DEPENDENCYPART_GRANDPAR
(12,3),(3,2),-0.53298 # DEPENDENCYPART_GRANDPAR
(12,6),(6,1),-0.409876 # DEPENDENCYPART_GRANDPAR
(12,6),(6,2),-0.399286 # DEPENDENCYPART_GRANDPAR
(12,6),(6,3),-0.540406 # DEPENDENCYPART_GRANDPAR
(12,6),(6,4),-0.494752 # DEPENDENCYPART_GRANDPAR
(12,6),(6,5),-0.339157 # DEPENDENCYPART_GRANDPAR
(12,6),(6,7),-0.467511 # DEPENDENCYPART_GRANDPAR
(12,6),(6,8),-0.193427 # DEPENDENCYPART_GRANDPAR
(12,6),(6,9),-0.324316 # DEPENDENCYPART_GRANDPAR
(12,6),(6,10),-0.304471 # DEPENDENCYPART_GRANDPAR
(12,6),(6,11),-0.277819 # DEPENDENCYPART_GRANDPAR
(12,6),(6,12),-1.0435 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,6),(6,13),0.241294 # DEPENDENCYPART_GRANDPAR
(12,6),(6,18),-0.672597 # DEPENDENCYPART_GRANDPAR
(12,6),(6,19),-0.303457 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),-0.4066 # DEPENDENCYPART_GRANDPAR
(12,8),(8,1),-0.593441 # DEPENDENCYPART_GRANDPAR
(12,8),(8,2),-0.585315 # DEPENDENCYPART_GRANDPAR
(12,8),(8,3),-0.58545 # DEPENDENCYPART_GRANDPAR
(12,8),(8,4),-0.697924 # DEPENDENCYPART_GRANDPAR
(12,8),(8,5),-0.524085 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),-0.471169 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),-0.57396 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),-0.381913 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),-0.470146 # DEPENDENCYPART_GRANDPAR
(12,8),(8,11),-0.392934 # DEPENDENCYPART_GRANDPAR
(12,8),(8,12),-0.984065 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,8),(8,13),0.346522 # DEPENDENCYPART_GRANDPAR
(12,8),(8,14),-0.393725 # DEPENDENCYPART_GRANDPAR
(12,8),(8,15),-0.218089 # DEPENDENCYPART_GRANDPAR
(12,8),(8,16),-0.224185 # DEPENDENCYPART_GRANDPAR
(12,8),(8,19),-0.195766 # DEPENDENCYPART_GRANDPAR
(12,8),(8,22),-0.187424 # DEPENDENCYPART_GRANDPAR
(12,8),(8,26),-0.510321 # DEPENDENCYPART_GRANDPAR
(12,9),(9,2),-0.400096 # DEPENDENCYPART_GRANDPAR
(12,9),(9,4),-0.701006 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),-0.335806 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-0.412405 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.577211 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.337513 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),-0.276666 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),-0.230154 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-1.00013 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,1),-0.452101 # DEPENDENCYPART_GRANDPAR
(12,10),(10,2),-0.444071 # DEPENDENCYPART_GRANDPAR
(12,10),(10,3),-0.628775 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),-0.383282 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-0.29136 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.617285 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.328986 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.378304 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),-0.381248 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-0.975868 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),0.38367 # DEPENDENCYPART_GRANDPAR
(12,10),(10,14),-0.373133 # DEPENDENCYPART_GRANDPAR
(12,10),(10,15),-0.208361 # DEPENDENCYPART_GRANDPAR
(12,10),(10,16),-0.225957 # DEPENDENCYPART_GRANDPAR
(12,10),(10,18),-0.447374 # DEPENDENCYPART_GRANDPAR
(12,10),(10,19),-0.196667 # DEPENDENCYPART_GRANDPAR
(12,10),(10,20),-0.0332534 # DEPENDENCYPART_GRANDPAR
(12,10),(10,21),-0.770643 # DEPENDENCYPART_GRANDPAR
(12,10),(10,22),-0.179857 # DEPENDENCYPART_GRANDPAR
(12,10),(10,23),-0.287018 # DEPENDENCYPART_GRANDPAR
(12,10),(10,25),0.139218 # DEPENDENCYPART_GRANDPAR
(12,10),(10,26),-0.497414 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.384633 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-0.992752 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),0.344562 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-0.384825 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),-0.233027 # DEPENDENCYPART_GRANDPAR
(12,11),(11,16),-0.180609 # DEPENDENCYPART_GRANDPAR
(12,11),(11,17),-0.389937 # DEPENDENCYPART_GRANDPAR
(12,11),(11,18),-0.556949 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),-0.866955 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.746678 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.570201 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),0.862772 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),0.267863 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),0.189835 # DEPENDENCYPART_GRANDPAR
(12,15),(15,2),-0.941233 # DEPENDENCYPART_GRANDPAR
(12,15),(15,9),-0.867821 # DEPENDENCYPART_GRANDPAR
(12,15),(15,11),-0.718308 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-0.579331 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,13),0.744372 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),-0.0190723 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),0.0223052 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),0.0942064 # DEPENDENCYPART_GRANDPAR
(12,15),(15,18),-0.0209894 # DEPENDENCYPART_GRANDPAR
(12,15),(15,19),0.198829 # DEPENDENCYPART_GRANDPAR
(12,15),(15,20),0.328958 # DEPENDENCYPART_GRANDPAR
(12,15),(15,22),0.187146 # DEPENDENCYPART_GRANDPAR
(12,15),(15,23),0.215489 # DEPENDENCYPART_GRANDPAR
(12,15),(15,24),-0.0809659 # DEPENDENCYPART_GRANDPAR
(12,15),(15,25),0.655896 # DEPENDENCYPART_GRANDPAR
(12,16),(16,11),-0.673739 # DEPENDENCYPART_GRANDPAR
(12,16),(16,13),0.827017 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),0.0949991 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),0.174132 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),0.288022 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),0.116887 # DEPENDENCYPART_GRANDPAR
(12,16),(16,19),0.39514 # DEPENDENCYPART_GRANDPAR
(12,16),(16,20),0.54379 # DEPENDENCYPART_GRANDPAR
(12,16),(16,21),-0.0817113 # DEPENDENCYPART_GRANDPAR
(12,16),(16,22),0.226339 # DEPENDENCYPART_GRANDPAR
(12,16),(16,23),0.0144948 # DEPENDENCYPART_GRANDPAR
(12,16),(16,25),0.941698 # DEPENDENCYPART_GRANDPAR
(12,17),(17,14),0.224538 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),0.409161 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),0.171698 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),-0.197045 # DEPENDENCYPART_GRANDPAR
(12,17),(17,20),0.440665 # DEPENDENCYPART_GRANDPAR
(12,17),(17,21),-0.273411 # DEPENDENCYPART_GRANDPAR
(12,18),(18,11),-0.823412 # DEPENDENCYPART_GRANDPAR
(12,18),(18,12),-0.462581 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,18),(18,13),0.783925 # DEPENDENCYPART_GRANDPAR
(12,18),(18,14),0.211189 # DEPENDENCYPART_GRANDPAR
(12,18),(18,15),0.462349 # DEPENDENCYPART_GRANDPAR
(12,18),(18,16),0.216852 # DEPENDENCYPART_GRANDPAR
(12,18),(18,17),0.0678032 # DEPENDENCYPART_GRANDPAR
(12,18),(18,19),0.291882 # DEPENDENCYPART_GRANDPAR
(12,18),(18,20),0.45435 # DEPENDENCYPART_GRANDPAR
(12,18),(18,21),-0.256798 # DEPENDENCYPART_GRANDPAR
(12,18),(18,22),0.182975 # DEPENDENCYPART_GRANDPAR
(12,18),(18,23),0.269095 # DEPENDENCYPART_GRANDPAR
(12,18),(18,25),0.73312 # DEPENDENCYPART_GRANDPAR
(12,19),(19,18),-0.165047 # DEPENDENCYPART_GRANDPAR
(12,19),(19,20),0.273503 # DEPENDENCYPART_GRANDPAR
(12,19),(19,21),-0.326615 # DEPENDENCYPART_GRANDPAR
(12,20),(20,19),0.136427 # DEPENDENCYPART_GRANDPAR
(12,20),(20,21),-0.273906 # DEPENDENCYPART_GRANDPAR
(12,20),(20,22),0.0835284 # DEPENDENCYPART_GRANDPAR
(12,20),(20,23),-0.00540879 # DEPENDENCYPART_GRANDPAR
(12,20),(20,24),0.0653594 # DEPENDENCYPART_GRANDPAR
(12,20),(20,25),0.660758 # DEPENDENCYPART_GRANDPAR
(12,21),(21,22),0.091773 # DEPENDENCYPART_GRANDPAR
(12,21),(21,23),-0.0185341 # DEPENDENCYPART_GRANDPAR
(12,21),(21,24),0.0633472 # DEPENDENCYPART_GRANDPAR
(12,21),(21,25),0.583981 # DEPENDENCYPART_GRANDPAR
(12,22),(22,18),-0.131781 # DEPENDENCYPART_GRANDPAR
(12,22),(22,20),0.323464 # DEPENDENCYPART_GRANDPAR
(12,22),(22,21),-0.393407 # DEPENDENCYPART_GRANDPAR
(12,22),(22,23),-0.0303723 # DEPENDENCYPART_GRANDPAR
(12,22),(22,24),0.0271722 # DEPENDENCYPART_GRANDPAR
(12,22),(22,25),1.03366 # DEPENDENCYPART_GRANDPAR
(12,23),(23,22),0.272318 # DEPENDENCYPART_GRANDPAR
(12,23),(23,24),-0.294946 # DEPENDENCYPART_GRANDPAR
(12,23),(23,25),0.529988 # DEPENDENCYPART_GRANDPAR
(12,25),(25,15),0.34157 # DEPENDENCYPART_GRANDPAR
(12,25),(25,16),0.153962 # DEPENDENCYPART_GRANDPAR
(12,25),(25,17),0.129213 # DEPENDENCYPART_GRANDPAR
(12,25),(25,20),0.357337 # DEPENDENCYPART_GRANDPAR
(12,25),(25,21),-0.397086 # DEPENDENCYPART_GRANDPAR
(12,25),(25,23),0.0824679 # DEPENDENCYPART_GRANDPAR
(12,25),(25,24),-0.0589738 # DEPENDENCYPART_GRANDPAR
(12,26),(26,25),0.478212 # DEPENDENCYPART_GRANDPAR
(13,9),(9,2),-0.284139 # DEPENDENCYPART_GRANDPAR
(13,9),(9,4),-0.469733 # DEPENDENCYPART_GRANDPAR
(13,9),(9,5),-0.267197 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),-0.273149 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),-0.211887 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),-0.168901 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),-0.0641508 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),-0.135647 # DEPENDENCYPART_GRANDPAR
(13,9),(9,12),-0.0661468 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-0.334013 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),-0.04322 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-1.37242 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.449178 # DEPENDENCYPART_GRANDPAR
(13,11),(11,15),-0.615835 # DEPENDENCYPART_GRANDPAR
(13,11),(11,16),-0.580759 # DEPENDENCYPART_GRANDPAR
(13,11),(11,17),-0.559073 # DEPENDENCYPART_GRANDPAR
(13,11),(11,18),-0.498911 # DEPENDENCYPART_GRANDPAR
(13,12),(12,2),-0.338943 # DEPENDENCYPART_GRANDPAR
(13,12),(12,3),-0.292894 # DEPENDENCYPART_GRANDPAR
(13,12),(12,6),-0.26875 # DEPENDENCYPART_GRANDPAR
(13,12),(12,7),-0.251512 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),-0.234061 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),-0.305396 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.181625 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.0906865 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-1.40084 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.426348 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),-0.575256 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),-0.6152 # DEPENDENCYPART_GRANDPAR
(13,12),(12,17),-0.53779 # DEPENDENCYPART_GRANDPAR
(13,12),(12,18),-0.464939 # DEPENDENCYPART_GRANDPAR
(13,12),(12,19),-0.48065 # DEPENDENCYPART_GRANDPAR
(13,12),(12,20),-0.869934 # DEPENDENCYPART_GRANDPAR
(13,12),(12,21),-0.834155 # DEPENDENCYPART_GRANDPAR
(13,12),(12,22),-0.757814 # DEPENDENCYPART_GRANDPAR
(13,12),(12,23),-0.858515 # DEPENDENCYPART_GRANDPAR
(13,12),(12,25),-0.964689 # DEPENDENCYPART_GRANDPAR
(13,12),(12,26),-0.761861 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),-0.402924 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.221019 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.255783 # DEPENDENCYPART_GRANDPAR
(14,15),(15,2),-0.891128 # DEPENDENCYPART_GRANDPAR
(14,15),(15,9),-0.850281 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),-0.626084 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-0.716201 # DEPENDENCYPART_GRANDPAR
