# _root_ Across the country , many people took yesterday 's events in stride , while remaining generally uneasy about the stock market in general .
#goldHeads=7,3,1,7,6,7,0,10,8,7,7,11,7,7,14,17,15,17,21,21,18,21,22,7,
#predictedHeads=7,3,1,7,6,7,0,10,8,7,7,11,7,7,14,17,15,17,21,21,18,21,22,7,
(12,14),(14,13),-0.113416 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),-0.309251 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.182904 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),-0.237305 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),-0.733705 # DEPENDENCYPART_GRANDPAR
(12,14),(14,21),-0.273249 # DEPENDENCYPART_GRANDPAR
(12,14),(14,22),-0.425013 # DEPENDENCYPART_GRANDPAR
(12,15),(15,10),-1.17311 # DEPENDENCYPART_GRANDPAR
(12,15),(15,11),-1.15393 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-0.82778 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,14),-0.346289 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),-0.144504 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),-0.252436 # DEPENDENCYPART_GRANDPAR
(12,15),(15,18),-0.580532 # DEPENDENCYPART_GRANDPAR
(12,15),(15,20),-0.223106 # DEPENDENCYPART_GRANDPAR
(12,15),(15,21),-0.172089 # DEPENDENCYPART_GRANDPAR
(12,15),(15,22),-0.260895 # DEPENDENCYPART_GRANDPAR
(12,15),(15,23),-0.225998 # DEPENDENCYPART_GRANDPAR
(12,15),(15,24),-1.07679 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),-0.161006 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),-0.14494 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),-0.277362 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),-0.518273 # DEPENDENCYPART_GRANDPAR
(12,16),(16,21),-0.0937613 # DEPENDENCYPART_GRANDPAR
(12,16),(16,22),-0.293192 # DEPENDENCYPART_GRANDPAR
(12,17),(17,1),-1.63893 # DEPENDENCYPART_GRANDPAR
(12,17),(17,11),-1.0908 # DEPENDENCYPART_GRANDPAR
(12,17),(17,12),-0.687979 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,17),(17,13),-0.20883 # DEPENDENCYPART_GRANDPAR
(12,17),(17,14),-0.280474 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),-0.145944 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),-0.0626855 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),-0.350782 # DEPENDENCYPART_GRANDPAR
(12,17),(17,19),-0.671804 # DEPENDENCYPART_GRANDPAR
(12,17),(17,20),-0.28404 # DEPENDENCYPART_GRANDPAR
(12,17),(17,21),-0.183018 # DEPENDENCYPART_GRANDPAR
(12,17),(17,22),-0.177972 # DEPENDENCYPART_GRANDPAR
(12,17),(17,23),-0.266641 # DEPENDENCYPART_GRANDPAR
(12,17),(17,24),-1.01478 # DEPENDENCYPART_GRANDPAR
(12,18),(18,16),-0.221819 # DEPENDENCYPART_GRANDPAR
(12,18),(18,17),-0.270082 # DEPENDENCYPART_GRANDPAR
(12,18),(18,19),-0.496208 # DEPENDENCYPART_GRANDPAR
(12,18),(18,20),-0.0207677 # DEPENDENCYPART_GRANDPAR
(12,18),(18,21),0.0426126 # DEPENDENCYPART_GRANDPAR
(12,18),(18,22),-0.275988 # DEPENDENCYPART_GRANDPAR
(12,18),(18,23),-0.0539289 # DEPENDENCYPART_GRANDPAR
(12,21),(21,16),-0.0846706 # DEPENDENCYPART_GRANDPAR
(12,21),(21,17),-0.186992 # DEPENDENCYPART_GRANDPAR
(12,21),(21,18),-0.483445 # DEPENDENCYPART_GRANDPAR
(12,21),(21,19),-0.42452 # DEPENDENCYPART_GRANDPAR
(12,21),(21,20),-0.293217 # DEPENDENCYPART_GRANDPAR
(12,21),(21,22),-0.294024 # DEPENDENCYPART_GRANDPAR
(12,21),(21,23),-0.321378 # DEPENDENCYPART_GRANDPAR
(12,21),(21,24),-0.973766 # DEPENDENCYPART_GRANDPAR
(12,22),(22,21),-0.219853 # DEPENDENCYPART_GRANDPAR
(12,22),(22,23),-0.197253 # DEPENDENCYPART_GRANDPAR
(14,11),(11,1),-0.266076 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),-0.592823 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),-0.357048 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),0.0051315 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),-0.665765 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-1.11275 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,15),0.36209 # DEPENDENCYPART_GRANDPAR
(14,11),(11,16),-0.271922 # DEPENDENCYPART_GRANDPAR
(14,11),(11,17),-0.767473 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),-0.305167 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-0.300338 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),-0.641011 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-1.1655 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,15),0.338399 # DEPENDENCYPART_GRANDPAR
(14,12),(12,16),-0.344415 # DEPENDENCYPART_GRANDPAR
(14,12),(12,17),-0.847654 # DEPENDENCYPART_GRANDPAR
(14,12),(12,18),-0.566738 # DEPENDENCYPART_GRANDPAR
(14,12),(12,21),-0.921347 # DEPENDENCYPART_GRANDPAR
(14,12),(12,22),-0.165698 # DEPENDENCYPART_GRANDPAR
(14,12),(12,24),-1.6288 # DEPENDENCYPART_GRANDPAR
(14,15),(15,10),-0.952813 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),-0.643507 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-0.937134 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.464203 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),0.394371 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),-0.00763619 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),0.105002 # DEPENDENCYPART_GRANDPAR
(14,15),(15,20),-0.480527 # DEPENDENCYPART_GRANDPAR
(14,15),(15,21),-0.0996827 # DEPENDENCYPART_GRANDPAR
(14,15),(15,22),0.770545 # DEPENDENCYPART_GRANDPAR
(14,15),(15,23),-0.702395 # DEPENDENCYPART_GRANDPAR
(14,15),(15,24),-1.26 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.559382 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),0.956998 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),-0.203633 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),-0.0147255 # DEPENDENCYPART_GRANDPAR
(14,16),(16,21),-0.250802 # DEPENDENCYPART_GRANDPAR
(14,16),(16,22),0.602729 # DEPENDENCYPART_GRANDPAR
(14,17),(17,1),-0.828449 # DEPENDENCYPART_GRANDPAR
(14,17),(17,11),-0.712719 # DEPENDENCYPART_GRANDPAR
(14,17),(17,12),-0.980359 # DEPENDENCYPART_GRANDPAR
(14,17),(17,13),-1.15761 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-0.554122 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,15),1.10661 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),0.471153 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),0.109591 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),-0.837498 # DEPENDENCYPART_GRANDPAR
(14,17),(17,20),-0.52959 # DEPENDENCYPART_GRANDPAR
(14,17),(17,21),-0.0630577 # DEPENDENCYPART_GRANDPAR
(14,17),(17,22),0.581134 # DEPENDENCYPART_GRANDPAR
(14,17),(17,23),-0.70155 # DEPENDENCYPART_GRANDPAR
(14,17),(17,24),-1.24674 # DEPENDENCYPART_GRANDPAR
(14,18),(18,16),0.246037 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),-0.359728 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),-1.11217 # DEPENDENCYPART_GRANDPAR
(14,18),(18,20),-0.746336 # DEPENDENCYPART_GRANDPAR
(14,18),(18,21),-0.304505 # DEPENDENCYPART_GRANDPAR
(14,18),(18,22),0.362236 # DEPENDENCYPART_GRANDPAR
(14,18),(18,23),-0.927342 # DEPENDENCYPART_GRANDPAR
(14,21),(21,16),0.203248 # DEPENDENCYPART_GRANDPAR
(14,21),(21,17),-0.341254 # DEPENDENCYPART_GRANDPAR
(14,21),(21,18),-0.0247358 # DEPENDENCYPART_GRANDPAR
(14,21),(21,19),-1.37066 # DEPENDENCYPART_GRANDPAR
(14,21),(21,20),-0.602416 # DEPENDENCYPART_GRANDPAR
(14,21),(21,22),0.506662 # DEPENDENCYPART_GRANDPAR
(14,21),(21,23),-0.73845 # DEPENDENCYPART_GRANDPAR
(14,21),(21,24),-1.14619 # DEPENDENCYPART_GRANDPAR
(14,22),(22,21),0.289848 # DEPENDENCYPART_GRANDPAR
(14,22),(22,23),-0.773887 # DEPENDENCYPART_GRANDPAR
(15,10),(10,1),-0.399149 # DEPENDENCYPART_GRANDPAR
(15,10),(10,2),-0.374966 # DEPENDENCYPART_GRANDPAR
(15,10),(10,3),-0.354411 # DEPENDENCYPART_GRANDPAR
(15,10),(10,4),-0.509236 # DEPENDENCYPART_GRANDPAR
(15,10),(10,5),-0.251066 # DEPENDENCYPART_GRANDPAR
(15,10),(10,6),-0.320959 # DEPENDENCYPART_GRANDPAR
(15,10),(10,7),-0.143438 # DEPENDENCYPART_GRANDPAR
(15,10),(10,8),-0.318413 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),-0.984025 # DEPENDENCYPART_GRANDPAR
(15,10),(10,11),0.0953695 # DEPENDENCYPART_GRANDPAR
(15,10),(10,12),-0.112966 # DEPENDENCYPART_GRANDPAR
(15,10),(10,13),-0.388144 # DEPENDENCYPART_GRANDPAR
(15,10),(10,14),0.087016 # DEPENDENCYPART_GRANDPAR
(15,10),(10,15),-1.39263 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,10),(10,16),-0.281136 # DEPENDENCYPART_GRANDPAR
(15,10),(10,17),-0.509712 # DEPENDENCYPART_GRANDPAR
(15,10),(10,18),-0.510066 # DEPENDENCYPART_GRANDPAR
(15,10),(10,21),-1.00397 # DEPENDENCYPART_GRANDPAR
(15,10),(10,22),-0.643938 # DEPENDENCYPART_GRANDPAR
(15,10),(10,24),-1.21222 # DEPENDENCYPART_GRANDPAR
(15,11),(11,1),-0.359103 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),-0.754415 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),-0.179319 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),-0.0708798 # DEPENDENCYPART_GRANDPAR
(15,11),(11,13),-0.525147 # DEPENDENCYPART_GRANDPAR
(15,11),(11,14),0.049438 # DEPENDENCYPART_GRANDPAR
(15,11),(11,15),-1.40013 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,11),(11,16),-0.21985 # DEPENDENCYPART_GRANDPAR
(15,11),(11,17),-0.37863 # DEPENDENCYPART_GRANDPAR
(15,12),(12,8),-0.27085 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),-0.233428 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),-0.444523 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),0.0340882 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-1.49293 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,16),-0.356463 # DEPENDENCYPART_GRANDPAR
(15,12),(12,17),-0.518859 # DEPENDENCYPART_GRANDPAR
(15,12),(12,18),-0.582567 # DEPENDENCYPART_GRANDPAR
(15,12),(12,21),-1.09396 # DEPENDENCYPART_GRANDPAR
(15,12),(12,22),-0.70607 # DEPENDENCYPART_GRANDPAR
(15,12),(12,24),-1.2747 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),-0.145673 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),-0.0805635 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.384492 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-1.40852 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),-0.228629 # DEPENDENCYPART_GRANDPAR
(15,14),(14,17),-0.38709 # DEPENDENCYPART_GRANDPAR
(15,14),(14,18),-0.491994 # DEPENDENCYPART_GRANDPAR
(15,14),(14,21),-0.989494 # DEPENDENCYPART_GRANDPAR
(15,14),(14,22),-0.578805 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.471297 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-1.1048 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),0.0894326 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),-0.206178 # DEPENDENCYPART_GRANDPAR
(15,16),(16,21),-0.423544 # DEPENDENCYPART_GRANDPAR
(15,16),(16,22),-0.302678 # DEPENDENCYPART_GRANDPAR
(15,17),(17,1),-0.7421 # DEPENDENCYPART_GRANDPAR
(15,17),(17,11),-0.539285 # DEPENDENCYPART_GRANDPAR
(15,17),(17,12),-0.659268 # DEPENDENCYPART_GRANDPAR
(15,17),(17,13),-0.915339 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),-0.514167 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-1.08241 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),0.219514 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),-0.0374193 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),-0.864461 # DEPENDENCYPART_GRANDPAR
(15,17),(17,20),-0.413245 # DEPENDENCYPART_GRANDPAR
(15,17),(17,21),-0.35964 # DEPENDENCYPART_GRANDPAR
(15,17),(17,22),-0.277644 # DEPENDENCYPART_GRANDPAR
(15,17),(17,23),-0.503956 # DEPENDENCYPART_GRANDPAR
(15,17),(17,24),-0.80735 # DEPENDENCYPART_GRANDPAR
(15,18),(18,16),0.177274 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),-0.061129 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),-0.865096 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),-0.344341 # DEPENDENCYPART_GRANDPAR
(15,18),(18,21),-0.291261 # DEPENDENCYPART_GRANDPAR
(15,18),(18,22),-0.302168 # DEPENDENCYPART_GRANDPAR
(15,18),(18,23),-0.44416 # DEPENDENCYPART_GRANDPAR
(15,20),(20,19),-0.825647 # DEPENDENCYPART_GRANDPAR
(15,20),(20,22),-0.117936 # DEPENDENCYPART_GRANDPAR
(15,21),(21,16),0.221826 # DEPENDENCYPART_GRANDPAR
(15,21),(21,17),0.0107032 # DEPENDENCYPART_GRANDPAR
(15,21),(21,18),-0.0132325 # DEPENDENCYPART_GRANDPAR
(15,21),(21,19),-0.806728 # DEPENDENCYPART_GRANDPAR
(15,21),(21,20),-0.529558 # DEPENDENCYPART_GRANDPAR
(15,21),(21,22),-0.172066 # DEPENDENCYPART_GRANDPAR
(15,21),(21,23),-0.563487 # DEPENDENCYPART_GRANDPAR
(15,21),(21,24),-0.707029 # DEPENDENCYPART_GRANDPAR
(15,22),(22,21),-0.390855 # DEPENDENCYPART_GRANDPAR
(15,22),(22,23),-0.412251 # DEPENDENCYPART_GRANDPAR
(15,23),(23,19),-0.829065 # DEPENDENCYPART_GRANDPAR
(15,23),(23,20),-0.524649 # DEPENDENCYPART_GRANDPAR
(15,23),(23,21),-0.449365 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-0.225684 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.567167 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.445681 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),-0.32221 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-1.65138 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),-0.578107 # DEPENDENCYPART_GRANDPAR
(16,14),(14,18),-0.874598 # DEPENDENCYPART_GRANDPAR
(16,14),(14,21),-0.704023 # DEPENDENCYPART_GRANDPAR
(16,14),(14,22),-0.899485 # DEPENDENCYPART_GRANDPAR
(16,15),(15,10),-0.388828 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),-0.1477 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.520696 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.0839557 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-1.63674 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),-0.570329 # DEPENDENCYPART_GRANDPAR
(16,15),(15,18),-0.92079 # DEPENDENCYPART_GRANDPAR
(16,15),(15,20),-0.772347 # DEPENDENCYPART_GRANDPAR
(16,15),(15,21),-0.649939 # DEPENDENCYPART_GRANDPAR
(16,15),(15,22),-0.945715 # DEPENDENCYPART_GRANDPAR
(16,15),(15,23),-0.994793 # DEPENDENCYPART_GRANDPAR
(16,15),(15,24),-1.18318 # DEPENDENCYPART_GRANDPAR
(16,17),(17,1),-0.692366 # DEPENDENCYPART_GRANDPAR
(16,17),(17,11),-0.642395 # DEPENDENCYPART_GRANDPAR
(16,17),(17,12),-1.02896 # DEPENDENCYPART_GRANDPAR
(16,17),(17,13),-0.966051 # DEPENDENCYPART_GRANDPAR
(16,17),(17,14),-0.590747 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-0.744672 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-1.13835 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),-0.396229 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),-0.459208 # DEPENDENCYPART_GRANDPAR
(16,17),(17,20),-0.375126 # DEPENDENCYPART_GRANDPAR
(16,17),(17,21),-0.221883 # DEPENDENCYPART_GRANDPAR
(16,17),(17,22),-0.573941 # DEPENDENCYPART_GRANDPAR
(16,17),(17,23),-0.596454 # DEPENDENCYPART_GRANDPAR
(16,17),(17,24),-0.821336 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-1.39382 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),-0.295157 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),-0.463169 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),-0.211803 # DEPENDENCYPART_GRANDPAR
(16,18),(18,21),-0.0593892 # DEPENDENCYPART_GRANDPAR
(16,18),(18,22),-0.537925 # DEPENDENCYPART_GRANDPAR
(16,18),(18,23),-0.433099 # DEPENDENCYPART_GRANDPAR
(16,21),(21,16),-1.18793 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,21),(21,17),-0.0658299 # DEPENDENCYPART_GRANDPAR
(16,21),(21,18),-0.301322 # DEPENDENCYPART_GRANDPAR
(16,21),(21,19),-0.140092 # DEPENDENCYPART_GRANDPAR
(16,21),(21,20),-0.024286 # DEPENDENCYPART_GRANDPAR
(16,21),(21,22),-0.587244 # DEPENDENCYPART_GRANDPAR
(16,21),(21,23),-0.573623 # DEPENDENCYPART_GRANDPAR
(16,21),(21,24),-0.741387 # DEPENDENCYPART_GRANDPAR
(16,22),(22,21),-0.115386 # DEPENDENCYPART_GRANDPAR
(16,22),(22,23),-0.25275 # DEPENDENCYPART_GRANDPAR
(17,1),(1,2),-0.660496 # DEPENDENCYPART_GRANDPAR
(17,1),(1,3),-0.473981 # DEPENDENCYPART_GRANDPAR
(17,1),(1,4),-0.631581 # DEPENDENCYPART_GRANDPAR
(17,1),(1,5),-0.419885 # DEPENDENCYPART_GRANDPAR
(17,1),(1,6),-0.386935 # DEPENDENCYPART_GRANDPAR
(17,1),(1,7),-0.274215 # DEPENDENCYPART_GRANDPAR
(17,1),(1,9),-0.848255 # DEPENDENCYPART_GRANDPAR
(17,1),(1,10),-0.326066 # DEPENDENCYPART_GRANDPAR
(17,1),(1,11),-0.176083 # DEPENDENCYPART_GRANDPAR
(17,1),(1,13),-0.487859 # DEPENDENCYPART_GRANDPAR
(17,1),(1,24),-0.708531 # DEPENDENCYPART_GRANDPAR
(17,11),(11,1),-0.47839 # DEPENDENCYPART_GRANDPAR
(17,11),(11,9),-0.808459 # DEPENDENCYPART_GRANDPAR
(17,11),(11,10),-0.121734 # DEPENDENCYPART_GRANDPAR
(17,11),(11,12),-0.286725 # DEPENDENCYPART_GRANDPAR
(17,11),(11,13),-0.504687 # DEPENDENCYPART_GRANDPAR
(17,11),(11,14),-0.118342 # DEPENDENCYPART_GRANDPAR
(17,11),(11,15),-0.300624 # DEPENDENCYPART_GRANDPAR
(17,11),(11,16),-0.237002 # DEPENDENCYPART_GRANDPAR
(17,11),(11,17),-0.955861 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,12),(12,8),-0.272547 # DEPENDENCYPART_GRANDPAR
(17,12),(12,10),-0.167542 # DEPENDENCYPART_GRANDPAR
(17,12),(12,13),-0.5069 # DEPENDENCYPART_GRANDPAR
(17,12),(12,14),-0.118642 # DEPENDENCYPART_GRANDPAR
(17,12),(12,15),-0.29006 # DEPENDENCYPART_GRANDPAR
(17,12),(12,16),-0.277736 # DEPENDENCYPART_GRANDPAR
(17,12),(12,17),-1.00352 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,12),(12,18),-0.257914 # DEPENDENCYPART_GRANDPAR
(17,12),(12,21),-0.638724 # DEPENDENCYPART_GRANDPAR
(17,12),(12,22),-0.30315 # DEPENDENCYPART_GRANDPAR
(17,12),(12,24),-0.742046 # DEPENDENCYPART_GRANDPAR
(17,14),(14,11),-0.351472 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),-0.223037 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),-0.295163 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),-0.299503 # DEPENDENCYPART_GRANDPAR
(17,14),(14,16),-0.212758 # DEPENDENCYPART_GRANDPAR
(17,14),(14,17),-0.965565 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,18),-0.250647 # DEPENDENCYPART_GRANDPAR
(17,14),(14,21),-0.61694 # DEPENDENCYPART_GRANDPAR
(17,14),(14,22),-0.25806 # DEPENDENCYPART_GRANDPAR
(17,15),(15,10),-0.245489 # DEPENDENCYPART_GRANDPAR
(17,15),(15,11),-0.218721 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),-0.233728 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),-0.16622 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),-0.152587 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-0.989464 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,18),-0.331464 # DEPENDENCYPART_GRANDPAR
(17,15),(15,20),-0.640809 # DEPENDENCYPART_GRANDPAR
(17,15),(15,21),-0.60054 # DEPENDENCYPART_GRANDPAR
(17,15),(15,22),-0.339573 # DEPENDENCYPART_GRANDPAR
(17,15),(15,23),-0.752881 # DEPENDENCYPART_GRANDPAR
(17,15),(15,24),-0.722985 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),-0.225409 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.190219 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-1.00996 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,18),-0.306374 # DEPENDENCYPART_GRANDPAR
(17,16),(16,21),-0.590689 # DEPENDENCYPART_GRANDPAR
(17,16),(16,22),-0.316472 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-0.675444 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-0.657007 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,19),-0.0348007 # DEPENDENCYPART_GRANDPAR
(17,18),(18,20),0.241384 # DEPENDENCYPART_GRANDPAR
(17,18),(18,21),0.180475 # DEPENDENCYPART_GRANDPAR
(17,18),(18,22),0.144738 # DEPENDENCYPART_GRANDPAR
(17,18),(18,23),0.118601 # DEPENDENCYPART_GRANDPAR
(17,20),(20,19),-0.167135 # DEPENDENCYPART_GRANDPAR
(17,20),(20,22),0.0952647 # DEPENDENCYPART_GRANDPAR
(17,21),(21,16),-0.720225 # DEPENDENCYPART_GRANDPAR
(17,21),(21,17),-0.623338 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,21),(21,18),0.219665 # DEPENDENCYPART_GRANDPAR
(17,21),(21,19),-0.100396 # DEPENDENCYPART_GRANDPAR
(17,21),(21,20),-0.217773 # DEPENDENCYPART_GRANDPAR
(17,21),(21,22),0.10298 # DEPENDENCYPART_GRANDPAR
(17,21),(21,23),-0.0758355 # DEPENDENCYPART_GRANDPAR
(17,21),(21,24),-0.151367 # DEPENDENCYPART_GRANDPAR
(17,22),(22,21),-0.10894 # DEPENDENCYPART_GRANDPAR
(17,22),(22,23),-0.0238877 # DEPENDENCYPART_GRANDPAR
(17,23),(23,19),-0.156663 # DEPENDENCYPART_GRANDPAR
(17,23),(23,20),-0.240183 # DEPENDENCYPART_GRANDPAR
(17,23),(23,21),-0.155981 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),-0.174338 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),-0.331449 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),-0.141496 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-1.84583 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,21),-0.387171 # DEPENDENCYPART_GRANDPAR
(18,16),(16,22),-0.726401 # DEPENDENCYPART_GRANDPAR
(18,17),(17,1),-0.444235 # DEPENDENCYPART_GRANDPAR
(18,17),(17,11),-0.404009 # DEPENDENCYPART_GRANDPAR
(18,17),(17,12),-0.454614 # DEPENDENCYPART_GRANDPAR
(18,17),(17,13),-0.958369 # DEPENDENCYPART_GRANDPAR
(18,17),(17,14),-0.222999 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),-0.302824 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),-0.371686 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-1.81455 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,19),-0.160174 # DEPENDENCYPART_GRANDPAR
(18,17),(17,20),-0.416502 # DEPENDENCYPART_GRANDPAR
(18,17),(17,21),-0.313023 # DEPENDENCYPART_GRANDPAR
(18,17),(17,22),-0.694001 # DEPENDENCYPART_GRANDPAR
(18,17),(17,23),-1.15008 # DEPENDENCYPART_GRANDPAR
(18,17),(17,24),-1.43637 # DEPENDENCYPART_GRANDPAR
(18,20),(20,19),0.569708 # DEPENDENCYPART_GRANDPAR
(18,20),(20,22),0.141997 # DEPENDENCYPART_GRANDPAR
(18,21),(21,16),-1.01464 # DEPENDENCYPART_GRANDPAR
(18,21),(21,17),-0.948825 # DEPENDENCYPART_GRANDPAR
(18,21),(21,18),-1.04714 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,21),(21,19),0.61953 # DEPENDENCYPART_GRANDPAR
(18,21),(21,20),0.534208 # DEPENDENCYPART_GRANDPAR
