# _root_ The offer , which also includes common and preferred stock purchase rights , was to expire last night at midnight .
#goldHeads=2,14,2,6,6,2,12,7,8,12,12,6,2,0,14,15,18,16,16,19,14,
#predictedHeads=2,14,2,6,6,2,12,7,8,12,12,6,2,0,14,15,18,16,16,19,14,
(12,14),(14,13),-0.213016 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),-0.146227 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.0775735 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),-0.0955498 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),-0.148183 # DEPENDENCYPART_GRANDPAR
(12,14),(14,19),-0.067529 # DEPENDENCYPART_GRANDPAR
(12,14),(14,20),-0.303881 # DEPENDENCYPART_GRANDPAR
(12,14),(14,21),-0.600115 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-0.776618 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,16),0.28399 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),-0.107188 # DEPENDENCYPART_GRANDPAR
(12,15),(15,18),-0.0198639 # DEPENDENCYPART_GRANDPAR
(12,15),(15,19),-0.188378 # DEPENDENCYPART_GRANDPAR
(12,15),(15,20),-0.115333 # DEPENDENCYPART_GRANDPAR
(12,15),(15,21),-0.471349 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),-0.177714 # DEPENDENCYPART_GRANDPAR
(12,17),(17,19),-0.00723755 # DEPENDENCYPART_GRANDPAR
(12,17),(17,20),-0.293948 # DEPENDENCYPART_GRANDPAR
(12,18),(18,9),-0.746576 # DEPENDENCYPART_GRANDPAR
(12,18),(18,12),-0.529269 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,18),(18,17),0.0283039 # DEPENDENCYPART_GRANDPAR
(12,18),(18,19),-0.165345 # DEPENDENCYPART_GRANDPAR
(12,18),(18,20),-0.288994 # DEPENDENCYPART_GRANDPAR
(12,18),(18,21),-0.434728 # DEPENDENCYPART_GRANDPAR
(12,19),(19,17),-0.092397 # DEPENDENCYPART_GRANDPAR
(12,19),(19,18),-0.0946672 # DEPENDENCYPART_GRANDPAR
(12,19),(19,20),-0.130909 # DEPENDENCYPART_GRANDPAR
(12,19),(19,21),-0.634672 # DEPENDENCYPART_GRANDPAR
(12,20),(20,17),0.0167003 # DEPENDENCYPART_GRANDPAR
(12,20),(20,18),-0.131576 # DEPENDENCYPART_GRANDPAR
(12,20),(20,19),-0.277072 # DEPENDENCYPART_GRANDPAR
(13,12),(12,1),-0.344207 # DEPENDENCYPART_GRANDPAR
(13,12),(12,2),-0.213347 # DEPENDENCYPART_GRANDPAR
(13,12),(12,3),-0.392456 # DEPENDENCYPART_GRANDPAR
(13,12),(12,4),-0.0524118 # DEPENDENCYPART_GRANDPAR
(13,12),(12,5),-0.199181 # DEPENDENCYPART_GRANDPAR
(13,12),(12,6),-0.115579 # DEPENDENCYPART_GRANDPAR
(13,12),(12,7),-0.366515 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),-0.215918 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),-0.199789 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.213678 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.270516 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-2.01431 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.650496 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),-0.742825 # DEPENDENCYPART_GRANDPAR
(13,12),(12,17),-1.13698 # DEPENDENCYPART_GRANDPAR
(13,12),(12,18),-1.08367 # DEPENDENCYPART_GRANDPAR
(13,12),(12,19),-0.930633 # DEPENDENCYPART_GRANDPAR
(13,12),(12,20),-1.1432 # DEPENDENCYPART_GRANDPAR
(13,12),(12,21),-1.04938 # DEPENDENCYPART_GRANDPAR
(14,2),(2,1),1.03461 # DEPENDENCYPART_GRANDPAR
(14,2),(2,3),0.876054 # DEPENDENCYPART_GRANDPAR
(14,2),(2,4),-0.575511 # DEPENDENCYPART_GRANDPAR
(14,2),(2,5),-0.303102 # DEPENDENCYPART_GRANDPAR
(14,2),(2,6),0.604667 # DEPENDENCYPART_GRANDPAR
(14,2),(2,7),0.239386 # DEPENDENCYPART_GRANDPAR
(14,2),(2,8),-0.0481857 # DEPENDENCYPART_GRANDPAR
(14,2),(2,9),0.465187 # DEPENDENCYPART_GRANDPAR
(14,2),(2,10),0.210858 # DEPENDENCYPART_GRANDPAR
(14,2),(2,11),0.273747 # DEPENDENCYPART_GRANDPAR
(14,2),(2,12),0.156225 # DEPENDENCYPART_GRANDPAR
(14,2),(2,13),0.812945 # DEPENDENCYPART_GRANDPAR
(14,2),(2,14),-1.02954 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,2),(2,15),0.288988 # DEPENDENCYPART_GRANDPAR
(14,2),(2,18),-0.471842 # DEPENDENCYPART_GRANDPAR
(14,2),(2,19),-0.186608 # DEPENDENCYPART_GRANDPAR
(14,2),(2,21),-0.892233 # DEPENDENCYPART_GRANDPAR
(14,4),(4,2),-0.157285 # DEPENDENCYPART_GRANDPAR
(14,4),(4,3),0.339715 # DEPENDENCYPART_GRANDPAR
(14,4),(4,5),-0.346568 # DEPENDENCYPART_GRANDPAR
(14,4),(4,6),0.285866 # DEPENDENCYPART_GRANDPAR
(14,4),(4,7),-0.0216869 # DEPENDENCYPART_GRANDPAR
(14,4),(4,8),-0.186898 # DEPENDENCYPART_GRANDPAR
(14,4),(4,14),-1.05094 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,5),(5,2),-0.123489 # DEPENDENCYPART_GRANDPAR
(14,5),(5,3),0.336828 # DEPENDENCYPART_GRANDPAR
(14,5),(5,4),-0.907726 # DEPENDENCYPART_GRANDPAR
(14,5),(5,6),0.241254 # DEPENDENCYPART_GRANDPAR
(14,5),(5,7),0.00181732 # DEPENDENCYPART_GRANDPAR
(14,5),(5,8),-0.164623 # DEPENDENCYPART_GRANDPAR
(14,6),(6,1),0.743131 # DEPENDENCYPART_GRANDPAR
(14,6),(6,2),-0.0305571 # DEPENDENCYPART_GRANDPAR
(14,6),(6,3),0.392872 # DEPENDENCYPART_GRANDPAR
(14,6),(6,4),-0.865824 # DEPENDENCYPART_GRANDPAR
(14,6),(6,5),-0.165284 # DEPENDENCYPART_GRANDPAR
(14,6),(6,7),-0.0554465 # DEPENDENCYPART_GRANDPAR
(14,6),(6,8),-0.342776 # DEPENDENCYPART_GRANDPAR
(14,6),(6,9),0.0732953 # DEPENDENCYPART_GRANDPAR
(14,6),(6,10),0.0291478 # DEPENDENCYPART_GRANDPAR
(14,6),(6,11),0.0656382 # DEPENDENCYPART_GRANDPAR
(14,6),(6,12),-0.0739326 # DEPENDENCYPART_GRANDPAR
(14,6),(6,13),0.146408 # DEPENDENCYPART_GRANDPAR
(14,6),(6,14),-0.968019 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,6),(6,15),0.256231 # DEPENDENCYPART_GRANDPAR
(14,6),(6,18),-0.242429 # DEPENDENCYPART_GRANDPAR
(14,6),(6,19),-0.333619 # DEPENDENCYPART_GRANDPAR
(14,6),(6,21),-0.848571 # DEPENDENCYPART_GRANDPAR
(14,7),(7,2),-0.0820137 # DEPENDENCYPART_GRANDPAR
(14,7),(7,3),0.423497 # DEPENDENCYPART_GRANDPAR
(14,7),(7,4),-0.800393 # DEPENDENCYPART_GRANDPAR
(14,7),(7,5),-0.258342 # DEPENDENCYPART_GRANDPAR
(14,7),(7,6),0.237536 # DEPENDENCYPART_GRANDPAR
(14,7),(7,8),0.0472683 # DEPENDENCYPART_GRANDPAR
(14,7),(7,9),0.232301 # DEPENDENCYPART_GRANDPAR
(14,7),(7,10),0.17307 # DEPENDENCYPART_GRANDPAR
(14,7),(7,12),0.195972 # DEPENDENCYPART_GRANDPAR
(14,7),(7,13),0.393485 # DEPENDENCYPART_GRANDPAR
(14,7),(7,14),-1.02982 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,7),(7,15),0.248382 # DEPENDENCYPART_GRANDPAR
(14,7),(7,21),-0.872149 # DEPENDENCYPART_GRANDPAR
(14,8),(8,4),-0.79282 # DEPENDENCYPART_GRANDPAR
(14,8),(8,5),-0.166936 # DEPENDENCYPART_GRANDPAR
(14,8),(8,6),0.507071 # DEPENDENCYPART_GRANDPAR
(14,8),(8,7),0.035166 # DEPENDENCYPART_GRANDPAR
(14,8),(8,9),-0.141664 # DEPENDENCYPART_GRANDPAR
(14,8),(8,10),-0.304821 # DEPENDENCYPART_GRANDPAR
(14,8),(8,11),-0.268118 # DEPENDENCYPART_GRANDPAR
(14,8),(8,12),-0.302143 # DEPENDENCYPART_GRANDPAR
(14,8),(8,13),-0.0171497 # DEPENDENCYPART_GRANDPAR
(14,8),(8,14),-1.11219 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,8),(8,15),0.13441 # DEPENDENCYPART_GRANDPAR
(14,8),(8,17),-0.569121 # DEPENDENCYPART_GRANDPAR
(14,9),(9,2),0.0150547 # DEPENDENCYPART_GRANDPAR
(14,9),(9,4),-0.700469 # DEPENDENCYPART_GRANDPAR
(14,9),(9,5),-0.0738052 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),-0.22685 # DEPENDENCYPART_GRANDPAR
(14,9),(9,10),0.0024246 # DEPENDENCYPART_GRANDPAR
(14,9),(9,11),0.0501315 # DEPENDENCYPART_GRANDPAR
(14,9),(9,12),0.0817205 # DEPENDENCYPART_GRANDPAR
(14,9),(9,13),0.241131 # DEPENDENCYPART_GRANDPAR
(14,9),(9,14),-0.883397 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,9),(9,15),0.415102 # DEPENDENCYPART_GRANDPAR
(14,9),(9,18),-0.279405 # DEPENDENCYPART_GRANDPAR
(14,9),(9,19),-0.224253 # DEPENDENCYPART_GRANDPAR
(14,9),(9,21),-0.753719 # DEPENDENCYPART_GRANDPAR
(14,10),(10,5),-0.326332 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),-0.0130127 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),-0.272593 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),0.194485 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),0.229127 # DEPENDENCYPART_GRANDPAR
(14,10),(10,13),0.678775 # DEPENDENCYPART_GRANDPAR
(14,10),(10,14),-1.02762 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,2),-0.0405145 # DEPENDENCYPART_GRANDPAR
(14,11),(11,4),-0.747209 # DEPENDENCYPART_GRANDPAR
(14,11),(11,6),0.302914 # DEPENDENCYPART_GRANDPAR
(14,11),(11,7),0.105288 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),0.259831 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),0.0593563 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),0.657304 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-1.03012 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,15),0.28931 # DEPENDENCYPART_GRANDPAR
(14,12),(12,1),0.659472 # DEPENDENCYPART_GRANDPAR
(14,12),(12,2),-0.257138 # DEPENDENCYPART_GRANDPAR
(14,12),(12,3),0.25405 # DEPENDENCYPART_GRANDPAR
(14,12),(12,4),-0.940006 # DEPENDENCYPART_GRANDPAR
(14,12),(12,5),-0.345282 # DEPENDENCYPART_GRANDPAR
(14,12),(12,6),0.0872684 # DEPENDENCYPART_GRANDPAR
(14,12),(12,7),-0.170491 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),-0.369231 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),0.0823333 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-0.23629 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.167486 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),0.417326 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-1.05431 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,15),0.314251 # DEPENDENCYPART_GRANDPAR
(14,12),(12,17),-0.57489 # DEPENDENCYPART_GRANDPAR
(14,12),(12,18),-0.424271 # DEPENDENCYPART_GRANDPAR
(14,12),(12,19),-0.18524 # DEPENDENCYPART_GRANDPAR
(14,12),(12,20),-0.870826 # DEPENDENCYPART_GRANDPAR
(14,12),(12,21),-0.879209 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.0437819 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-0.46807 # DEPENDENCYPART_GRANDPAR
(14,15),(15,16),0.234012 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),0.0113765 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),0.0167649 # DEPENDENCYPART_GRANDPAR
(14,15),(15,19),0.020297 # DEPENDENCYPART_GRANDPAR
(14,15),(15,20),-0.375777 # DEPENDENCYPART_GRANDPAR
(14,15),(15,21),-0.736206 # DEPENDENCYPART_GRANDPAR
(14,16),(16,2),-0.443212 # DEPENDENCYPART_GRANDPAR
(14,16),(16,3),-0.0593034 # DEPENDENCYPART_GRANDPAR
(14,16),(16,4),-0.648127 # DEPENDENCYPART_GRANDPAR
(14,16),(16,5),-0.522363 # DEPENDENCYPART_GRANDPAR
(14,16),(16,6),-0.0933833 # DEPENDENCYPART_GRANDPAR
(14,16),(16,7),-0.358925 # DEPENDENCYPART_GRANDPAR
(14,16),(16,8),-0.484594 # DEPENDENCYPART_GRANDPAR
(14,16),(16,9),-0.206334 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),-0.373223 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-0.122412 # DEPENDENCYPART_GRANDPAR
(14,16),(16,15),0.42622 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),-0.0147132 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),0.0146103 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),-0.062664 # DEPENDENCYPART_GRANDPAR
(14,16),(16,20),-0.429472 # DEPENDENCYPART_GRANDPAR
(14,16),(16,21),-0.673697 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),0.000737563 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),-0.101443 # DEPENDENCYPART_GRANDPAR
(14,17),(17,20),-0.436631 # DEPENDENCYPART_GRANDPAR
(14,18),(18,9),-0.265982 # DEPENDENCYPART_GRANDPAR
(14,18),(18,12),-0.421503 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),0.485067 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),-0.0656978 # DEPENDENCYPART_GRANDPAR
(14,18),(18,20),-0.428546 # DEPENDENCYPART_GRANDPAR
(14,18),(18,21),-0.632315 # DEPENDENCYPART_GRANDPAR
(14,19),(19,17),-0.0804562 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),0.178964 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),-0.266566 # DEPENDENCYPART_GRANDPAR
(14,19),(19,21),-0.783544 # DEPENDENCYPART_GRANDPAR
(14,20),(20,17),0.420127 # DEPENDENCYPART_GRANDPAR
(14,20),(20,18),0.226545 # DEPENDENCYPART_GRANDPAR
(14,20),(20,19),0.0247337 # DEPENDENCYPART_GRANDPAR
(15,12),(12,1),-0.465987 # DEPENDENCYPART_GRANDPAR
(15,12),(12,2),-0.340506 # DEPENDENCYPART_GRANDPAR
(15,12),(12,3),-0.704405 # DEPENDENCYPART_GRANDPAR
(15,12),(12,4),-0.0808403 # DEPENDENCYPART_GRANDPAR
(15,12),(12,5),-0.272227 # DEPENDENCYPART_GRANDPAR
(15,12),(12,6),-0.0279387 # DEPENDENCYPART_GRANDPAR
(15,12),(12,7),-0.0990107 # DEPENDENCYPART_GRANDPAR
(15,12),(12,8),-0.0773581 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),-0.37527 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),-0.148641 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),-0.101314 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),-0.38854 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),-0.132879 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-0.783817 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,17),-0.712531 # DEPENDENCYPART_GRANDPAR
(15,12),(12,18),-0.327312 # DEPENDENCYPART_GRANDPAR
(15,12),(12,19),-0.314364 # DEPENDENCYPART_GRANDPAR
(15,12),(12,20),-0.718485 # DEPENDENCYPART_GRANDPAR
(15,12),(12,21),-1.19705 # DEPENDENCYPART_GRANDPAR
(15,16),(16,2),-0.597542 # DEPENDENCYPART_GRANDPAR
(15,16),(16,3),-0.830476 # DEPENDENCYPART_GRANDPAR
(15,16),(16,4),0.129114 # DEPENDENCYPART_GRANDPAR
(15,16),(16,5),-0.36926 # DEPENDENCYPART_GRANDPAR
(15,16),(16,6),-0.204297 # DEPENDENCYPART_GRANDPAR
(15,16),(16,7),-0.294587 # DEPENDENCYPART_GRANDPAR
(15,16),(16,8),-0.196433 # DEPENDENCYPART_GRANDPAR
(15,16),(16,9),-0.545967 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-0.195888 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-0.636907 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.492874 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),0.0894521 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),0.505445 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),0.264829 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),0.104999 # DEPENDENCYPART_GRANDPAR
(15,16),(16,21),-0.667328 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),0.379939 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),0.0359183 # DEPENDENCYPART_GRANDPAR
(15,17),(17,20),-0.00689957 # DEPENDENCYPART_GRANDPAR
(15,18),(18,9),-0.88104 # DEPENDENCYPART_GRANDPAR
(15,18),(18,12),-0.586376 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),0.127442 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),-0.0220242 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),0.0821538 # DEPENDENCYPART_GRANDPAR
(15,18),(18,21),-0.679101 # DEPENDENCYPART_GRANDPAR
(15,19),(19,17),-0.1295 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),0.38338 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),0.0873299 # DEPENDENCYPART_GRANDPAR
(15,19),(19,21),-0.897087 # DEPENDENCYPART_GRANDPAR
(15,20),(20,17),0.16673 # DEPENDENCYPART_GRANDPAR
(15,20),(20,18),0.484772 # DEPENDENCYPART_GRANDPAR
(15,20),(20,19),0.0705661 # DEPENDENCYPART_GRANDPAR
(16,2),(2,1),-0.351924 # DEPENDENCYPART_GRANDPAR
(16,2),(2,3),-0.441127 # DEPENDENCYPART_GRANDPAR
(16,2),(2,4),0.055784 # DEPENDENCYPART_GRANDPAR
(16,2),(2,5),-0.313999 # DEPENDENCYPART_GRANDPAR
(16,2),(2,6),-0.240469 # DEPENDENCYPART_GRANDPAR
(16,2),(2,7),-0.289679 # DEPENDENCYPART_GRANDPAR
(16,2),(2,8),-0.11474 # DEPENDENCYPART_GRANDPAR
(16,2),(2,9),-0.0350018 # DEPENDENCYPART_GRANDPAR
(16,2),(2,10),-0.327054 # DEPENDENCYPART_GRANDPAR
(16,2),(2,11),-0.224362 # DEPENDENCYPART_GRANDPAR
(16,2),(2,12),-0.297709 # DEPENDENCYPART_GRANDPAR
(16,2),(2,13),-0.317428 # DEPENDENCYPART_GRANDPAR
(16,2),(2,14),-0.258211 # DEPENDENCYPART_GRANDPAR
(16,2),(2,15),-0.365896 # DEPENDENCYPART_GRANDPAR
(16,2),(2,18),0.0982662 # DEPENDENCYPART_GRANDPAR
(16,2),(2,19),0.0655711 # DEPENDENCYPART_GRANDPAR
(16,2),(2,21),-0.910168 # DEPENDENCYPART_GRANDPAR
(16,4),(4,2),-0.47065 # DEPENDENCYPART_GRANDPAR
(16,4),(4,3),-0.614006 # DEPENDENCYPART_GRANDPAR
(16,4),(4,5),-0.276361 # DEPENDENCYPART_GRANDPAR
(16,4),(4,6),-0.335888 # DEPENDENCYPART_GRANDPAR
(16,4),(4,7),-0.304468 # DEPENDENCYPART_GRANDPAR
(16,4),(4,8),-0.135693 # DEPENDENCYPART_GRANDPAR
(16,4),(4,14),-0.352655 # DEPENDENCYPART_GRANDPAR
(16,5),(5,2),-0.38035 # DEPENDENCYPART_GRANDPAR
(16,5),(5,3),-0.439114 # DEPENDENCYPART_GRANDPAR
(16,5),(5,4),0.0244493 # DEPENDENCYPART_GRANDPAR
(16,5),(5,6),-0.404104 # DEPENDENCYPART_GRANDPAR
(16,5),(5,7),-0.316791 # DEPENDENCYPART_GRANDPAR
(16,5),(5,8),-0.186318 # DEPENDENCYPART_GRANDPAR
(16,6),(6,1),-0.369035 # DEPENDENCYPART_GRANDPAR
(16,6),(6,2),-0.366893 # DEPENDENCYPART_GRANDPAR
(16,6),(6,3),-0.745009 # DEPENDENCYPART_GRANDPAR
(16,6),(6,4),-0.090305 # DEPENDENCYPART_GRANDPAR
(16,6),(6,5),-0.306196 # DEPENDENCYPART_GRANDPAR
(16,6),(6,7),-0.301025 # DEPENDENCYPART_GRANDPAR
(16,6),(6,8),-0.191051 # DEPENDENCYPART_GRANDPAR
(16,6),(6,9),-0.202925 # DEPENDENCYPART_GRANDPAR
(16,6),(6,10),-0.207832 # DEPENDENCYPART_GRANDPAR
(16,6),(6,11),-0.164245 # DEPENDENCYPART_GRANDPAR
(16,6),(6,12),-0.392689 # DEPENDENCYPART_GRANDPAR
(16,6),(6,13),-0.569286 # DEPENDENCYPART_GRANDPAR
(16,6),(6,14),-0.317724 # DEPENDENCYPART_GRANDPAR
(16,6),(6,15),-0.283806 # DEPENDENCYPART_GRANDPAR
(16,6),(6,18),0.259611 # DEPENDENCYPART_GRANDPAR
(16,6),(6,19),-0.0489987 # DEPENDENCYPART_GRANDPAR
(16,6),(6,21),-0.905121 # DEPENDENCYPART_GRANDPAR
(16,7),(7,2),-0.444544 # DEPENDENCYPART_GRANDPAR
(16,7),(7,3),-0.529576 # DEPENDENCYPART_GRANDPAR
(16,7),(7,4),0.0439385 # DEPENDENCYPART_GRANDPAR
(16,7),(7,5),-0.353665 # DEPENDENCYPART_GRANDPAR
(16,7),(7,6),-0.3177 # DEPENDENCYPART_GRANDPAR
(16,7),(7,8),-0.0245529 # DEPENDENCYPART_GRANDPAR
(16,7),(7,9),-0.248049 # DEPENDENCYPART_GRANDPAR
(16,7),(7,10),-0.260168 # DEPENDENCYPART_GRANDPAR
(16,7),(7,12),-0.345792 # DEPENDENCYPART_GRANDPAR
(16,7),(7,13),-0.549564 # DEPENDENCYPART_GRANDPAR
(16,7),(7,14),-0.397958 # DEPENDENCYPART_GRANDPAR
(16,7),(7,15),-0.485154 # DEPENDENCYPART_GRANDPAR
(16,7),(7,21),-0.849454 # DEPENDENCYPART_GRANDPAR
(16,8),(8,4),0.00655276 # DEPENDENCYPART_GRANDPAR
(16,8),(8,5),-0.252161 # DEPENDENCYPART_GRANDPAR
(16,8),(8,6),-0.362625 # DEPENDENCYPART_GRANDPAR
(16,8),(8,7),-0.150767 # DEPENDENCYPART_GRANDPAR
(16,8),(8,9),-0.323642 # DEPENDENCYPART_GRANDPAR
(16,8),(8,10),-0.452084 # DEPENDENCYPART_GRANDPAR
(16,8),(8,11),-0.404587 # DEPENDENCYPART_GRANDPAR
(16,8),(8,12),-0.518213 # DEPENDENCYPART_GRANDPAR
(16,8),(8,13),-0.661059 # DEPENDENCYPART_GRANDPAR
(16,8),(8,14),-0.411338 # DEPENDENCYPART_GRANDPAR
(16,8),(8,15),-0.431259 # DEPENDENCYPART_GRANDPAR
(16,8),(8,17),0.252471 # DEPENDENCYPART_GRANDPAR
(16,9),(9,2),-0.422011 # DEPENDENCYPART_GRANDPAR
(16,9),(9,4),0.0390015 # DEPENDENCYPART_GRANDPAR
(16,9),(9,5),-0.243881 # DEPENDENCYPART_GRANDPAR
(16,9),(9,8),-0.41234 # DEPENDENCYPART_GRANDPAR
(16,9),(9,10),-0.354362 # DEPENDENCYPART_GRANDPAR
(16,9),(9,11),-0.298196 # DEPENDENCYPART_GRANDPAR
(16,9),(9,12),-0.352529 # DEPENDENCYPART_GRANDPAR
(16,9),(9,13),-0.605375 # DEPENDENCYPART_GRANDPAR
(16,9),(9,14),-0.445457 # DEPENDENCYPART_GRANDPAR
(16,9),(9,15),-0.427304 # DEPENDENCYPART_GRANDPAR
(16,9),(9,18),0.262707 # DEPENDENCYPART_GRANDPAR
(16,9),(9,19),0.101498 # DEPENDENCYPART_GRANDPAR
(16,9),(9,21),-0.817099 # DEPENDENCYPART_GRANDPAR
(16,12),(12,1),-0.241184 # DEPENDENCYPART_GRANDPAR
(16,12),(12,2),-0.401867 # DEPENDENCYPART_GRANDPAR
(16,12),(12,3),-0.619833 # DEPENDENCYPART_GRANDPAR
(16,12),(12,4),0.0400942 # DEPENDENCYPART_GRANDPAR
(16,12),(12,5),-0.422106 # DEPENDENCYPART_GRANDPAR
(16,12),(12,6),-0.391691 # DEPENDENCYPART_GRANDPAR
(16,12),(12,7),-0.353266 # DEPENDENCYPART_GRANDPAR
(16,12),(12,8),-0.430598 # DEPENDENCYPART_GRANDPAR
(16,12),(12,9),-0.382015 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),-0.246528 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),-0.201218 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),-0.425162 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),-0.259016 # DEPENDENCYPART_GRANDPAR
(16,12),(12,15),-0.336466 # DEPENDENCYPART_GRANDPAR
(16,12),(12,17),0.15488 # DEPENDENCYPART_GRANDPAR
(16,12),(12,18),0.129166 # DEPENDENCYPART_GRANDPAR
(16,12),(12,19),0.0629164 # DEPENDENCYPART_GRANDPAR
(16,12),(12,20),-0.505127 # DEPENDENCYPART_GRANDPAR
(16,12),(12,21),-0.904498 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.397741 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.134206 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-1.2488 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),0.252518 # DEPENDENCYPART_GRANDPAR
(16,15),(15,18),0.165319 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),0.00430195 # DEPENDENCYPART_GRANDPAR
(16,15),(15,20),-0.468975 # DEPENDENCYPART_GRANDPAR
(16,15),(15,21),-0.887411 # DEPENDENCYPART_GRANDPAR
(16,17),(17,18),0.686185 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),0.300488 # DEPENDENCYPART_GRANDPAR
(16,17),(17,20),0.0815023 # DEPENDENCYPART_GRANDPAR
(16,18),(18,9),-0.802329 # DEPENDENCYPART_GRANDPAR
(16,18),(18,12),-0.834616 # DEPENDENCYPART_GRANDPAR
(16,18),(18,17),0.833794 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),0.137527 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),0.108793 # DEPENDENCYPART_GRANDPAR
