# _root_ Mr. Carpenter , a former consulting-firm executive who has a love for `` task forces , '' says he has done a `` complete rethink '' of Kidder in recent months .
#goldHeads=2,18,2,7,7,7,2,9,7,11,9,11,12,15,12,2,2,0,20,18,20,25,25,25,21,25,25,27,21,31,29,18,
#predictedHeads=2,18,2,7,7,7,2,9,7,11,9,11,15,15,12,18,18,0,20,18,20,25,25,25,21,25,25,27,21,31,29,18,
(18,15),(15,12),(15,8),-0.0434376 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,12),(15,7),-0.0739262 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,12),(15,6),-0.0739262 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,12),(15,3),0.0393943 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,12),(15,-1),-0.0394581 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,15),(15,11),(15,10),-0.075904 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,11),(15,8),-0.0473176 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,11),(15,7),-0.0328354 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,11),(15,6),-0.0351613 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,11),(15,3),-0.0832247 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,11),(15,-1),0.0490229 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,15),(15,10),(15,8),-0.0400557 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,10),(15,7),-0.0571675 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,10),(15,6),-0.057166 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,10),(15,3),-0.0332753 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,10),(15,-1),-0.00372545 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,15),(15,8),(15,7),-0.0436836 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,8),(15,6),-0.0436836 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,8),(15,3),-0.042142 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,8),(15,-1),-0.0199671 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,15),(15,7),(15,6),-0.0347816 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,7),(15,3),-0.0861274 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,7),(15,-1),0.0543672 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,15),(15,6),(15,3),-0.0832065 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,6),(15,-1),0.0499577 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,15),(15,3),(15,-1),-0.0498768 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,16),(16,16),(16,33),-0.00298148 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,16),(16,16),(16,-1),0.0878512 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,17),(17,17),(17,33),-0.157961 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,17),(17,17),(17,-1),-0.0767772 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,19),(19,19),(19,20),-0.0659127 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,19),(19,19),(19,25),-0.068427 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,19),(19,19),(19,33),0.0924148 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,19),(19,20),(19,25),-0.0420052 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,20),(19,33),-0.0655399 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,19),(19,25),(19,33),-0.0684813 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,19),(19,19),(19,-1),-0.16134 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,20),(20,20),(20,21),-0.0763565 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,20),(20,20),(20,22),-0.0160445 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,20),(20,20),(20,23),-0.0429911 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,20),(20,20),(20,24),-0.0481604 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,20),(20,20),(20,25),0.0271997 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,20),(20,20),(20,26),-0.0317194 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,20),(20,20),(20,27),-0.057642 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,20),(20,20),(20,29),-0.0499292 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,20),(20,20),(20,32),-0.0701279 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,20),(20,20),(20,33),0.013512 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,20),(20,21),(20,22),-0.0446083 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,21),(20,23),-0.0949592 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,21),(20,24),-0.0455248 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,21),(20,25),-0.0712668 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,21),(20,26),-0.0474254 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,21),(20,27),-0.0180799 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,21),(20,29),-0.0281524 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,21),(20,32),-0.0200437 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,21),(20,33),-0.0835923 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,20),(20,22),(20,23),-0.0369584 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,22),(20,24),-0.0449443 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,22),(20,25),-0.047485 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,22),(20,26),-0.0433093 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,22),(20,27),-0.0365833 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,22),(20,29),-0.0316864 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,22),(20,32),-0.0428512 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,22),(20,33),-0.0405203 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,20),(20,23),(20,24),-0.0487967 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,23),(20,25),-0.000558184 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,23),(20,26),-0.0500459 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,23),(20,27),-0.0215151 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,23),(20,29),-0.0255048 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,23),(20,32),-0.0420312 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,23),(20,33),-0.0908695 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,20),(20,24),(20,25),-0.0710258 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,24),(20,26),-0.0508842 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,24),(20,27),-0.0118215 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,24),(20,29),-0.00511878 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,24),(20,32),-0.0363898 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,24),(20,33),-0.0545124 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,20),(20,25),(20,26),-0.0318091 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,25),(20,27),-0.0392999 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,25),(20,29),-0.0614283 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,25),(20,32),-0.0328003 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,25),(20,33),-0.0612826 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,20),(20,26),(20,27),-0.0622607 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,26),(20,29),-0.0623615 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,26),(20,32),-0.042015 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,26),(20,33),-0.0876969 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,20),(20,27),(20,29),-0.0782252 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,27),(20,32),-0.0507157 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,27),(20,33),-0.00541214 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,20),(20,29),(20,32),-0.0514754 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,29),(20,33),-0.0210866 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,20),(20,32),(20,33),-0.0521193 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,20),(20,20),(20,19),0.0730762 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,20),(20,20),(20,18),0.108723 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,20),(20,20),(20,17),-0.125259 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,20),(20,20),(20,16),-0.124905 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,20),(20,20),(20,15),-0.183696 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,20),(20,20),(20,13),-0.126633 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,20),(20,20),(20,12),0.0227133 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,20),(20,20),(20,11),-0.183696 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,20),(20,20),(20,9),-0.108962 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,20),(20,20),(20,7),-0.183699 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,20),(20,20),(20,3),-0.124905 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,20),(20,20),(20,2),-0.183696 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,20),(20,20),(20,1),-0.183896 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,20),(20,20),(20,-1),-0.283693 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,20),(20,19),(20,18),0.160169 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,20),(20,19),(20,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,19),(20,16),-0.126124 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,19),(20,15),-0.125654 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,19),(20,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,19),(20,12),-0.139575 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,19),(20,11),-0.125654 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,19),(20,9),-0.125836 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,19),(20,7),-0.125654 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,19),(20,3),-0.126124 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,19),(20,2),-0.125654 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,19),(20,1),-0.125654 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,19),(20,-1),-0.207109 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,20),(20,18),(20,17),-0.124894 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,20),(20,18),(20,16),-0.127535 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,20),(20,18),(20,15),-0.125606 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,20),(20,18),(20,13),-0.126333 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,20),(20,18),(20,12),-0.136449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,20),(20,18),(20,11),-0.125606 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,20),(20,18),(20,9),-0.125412 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,20),(20,18),(20,7),-0.125606 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,20),(20,18),(20,3),-0.127535 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,20),(20,18),(20,2),-0.125606 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,20),(20,18),(20,1),-0.125606 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,20),(20,18),(20,-1),-0.148357 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,20),(20,17),(20,16),-0.127088 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,17),(20,15),-0.125388 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,17),(20,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,17),(20,12),-0.125597 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,17),(20,11),-0.125388 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,17),(20,9),-0.126347 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,17),(20,7),-0.125388 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,17),(20,3),-0.127088 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,17),(20,2),-0.125388 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,17),(20,1),-0.125388 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,17),(20,-1),-0.0584666 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,20),(20,16),(20,15),-0.1263 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,16),(20,13),-0.129686 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,16),(20,12),-0.180695 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,16),(20,11),-0.1263 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,16),(20,9),-0.150355 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,16),(20,7),-0.1263 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,16),(20,3),-0.12504 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,16),(20,2),-0.1263 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,16),(20,1),-0.1263 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,16),(20,-1),-0.159233 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,20),(20,15),(20,13),-0.125508 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,15),(20,12),-0.190736 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,15),(20,11),-0.129476 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,15),(20,9),-0.125238 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,15),(20,7),-0.129476 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,15),(20,3),-0.127879 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,15),(20,2),-0.129476 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,15),(20,1),-0.129476 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,15),(20,-1),-0.0713368 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,20),(20,13),(20,12),-0.128389 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,13),(20,11),-0.126444 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,13),(20,9),-0.129292 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,13),(20,7),-0.126444 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,13),(20,3),-0.124945 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,13),(20,2),-0.126444 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,13),(20,1),-0.126445 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,13),(20,-1),-0.0711366 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,20),(20,12),(20,11),-0.125488 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,12),(20,9),-0.127569 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,12),(20,7),-0.125488 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,12),(20,3),-0.126884 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,12),(20,2),-0.125488 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,12),(20,1),-0.125488 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,12),(20,-1),-0.122069 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,20),(20,11),(20,9),-0.125238 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,11),(20,7),-0.129476 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,11),(20,3),-0.127879 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,11),(20,2),-0.129476 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,11),(20,1),-0.129476 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,11),(20,-1),-0.0682814 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,20),(20,9),(20,7),-0.125606 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,9),(20,3),-0.127459 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,9),(20,2),-0.125606 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,9),(20,1),-0.125606 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,9),(20,-1),-0.152157 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,20),(20,7),(20,3),-0.127879 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,7),(20,2),-0.129476 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,7),(20,1),-0.129476 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,7),(20,-1),-0.060649 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,20),(20,3),(20,2),-0.1263 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,3),(20,1),-0.1263 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,3),(20,-1),-0.159233 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,20),(20,2),(20,1),-0.130233 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,2),(20,-1),-0.071248 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,20),(20,1),(20,-1),-0.0714745 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,21),(21,21),(21,22),-0.0206618 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,21),(21,21),(21,23),-0.0485168 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,21),(21,21),(21,24),-0.0434533 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,21),(21,21),(21,25),0.039474 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,21),(21,21),(21,26),-0.0316609 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,21),(21,21),(21,27),-0.0564298 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,21),(21,21),(21,28),0.0367018 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,21),(21,21),(21,29),-0.048717 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,21),(21,21),(21,30),-0.0502023 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,21),(21,21),(21,31),0.0361679 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,21),(21,21),(21,32),-0.0701279 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,21),(21,21),(21,33),0.0338404 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,21),(21,22),(21,23),-0.036647 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,22),(21,24),-0.0449407 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,22),(21,25),-0.0474515 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,22),(21,26),-0.0433093 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,22),(21,27),-0.0406734 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,22),(21,28),-0.0474576 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,22),(21,29),-0.0357765 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,22),(21,30),-0.0449407 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,22),(21,31),-0.0474515 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,22),(21,32),-0.0428512 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,22),(21,33),-0.0422001 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,21),(21,23),(21,24),-0.048796 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,23),(21,25),-0.00393465 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,23),(21,26),-0.0500408 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,23),(21,27),-0.0269194 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,23),(21,28),-0.00393465 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,23),(21,29),-0.0309091 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,23),(21,30),-0.0489716 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,23),(21,31),-0.00393465 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,23),(21,32),-0.0420312 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,23),(21,33),-0.0852663 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,21),(21,24),(21,25),-0.0710239 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,24),(21,26),-0.0508842 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,24),(21,27),-0.0118129 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,24),(21,28),-0.0710239 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,24),(21,29),-0.00511017 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,24),(21,30),-0.0457823 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,24),(21,31),-0.0710239 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,24),(21,32),-0.0363898 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,24),(21,33),-0.0520803 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,21),(21,25),(21,26),-0.0308505 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,25),(21,27),-0.0523828 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,25),(21,28),-0.00048221 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,25),(21,29),-0.0745112 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,25),(21,30),-0.0200924 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,25),(21,31),-0.000482216 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,25),(21,32),-0.0327803 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,25),(21,33),-0.0491895 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,21),(21,26),(21,27),-0.060835 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,26),(21,28),-0.0370879 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,26),(21,29),-0.0609358 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,26),(21,30),-0.044879 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,26),(21,31),-0.0370879 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,26),(21,32),-0.042015 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,26),(21,33),-0.0911276 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,21),(21,27),(21,28),-0.00956395 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,27),(21,29),-0.0792444 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,27),(21,30),-0.0449831 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,27),(21,31),-0.00827142 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,27),(21,32),-0.0501883 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,27),(21,33),-0.00838713 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,21),(21,28),(21,29),-0.075157 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,28),(21,30),-0.0200924 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,28),(21,31),-0.000482216 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,28),(21,32),-0.0327803 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,28),(21,33),-0.0500346 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,21),(21,29),(21,30),-0.0427446 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,29),(21,31),7.64279e-05 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,29),(21,32),-0.0509479 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,29),(21,33),-0.0240616 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,21),(21,30),(21,31),-0.0710239 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,30),(21,32),-0.0363898 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,30),(21,33),-0.0560361 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,21),(21,31),(21,32),-0.0327803 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,31),(21,33),-0.0581894 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,21),(21,32),(21,33),-0.055015 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,21),(21,21),(21,20),0.0944977 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,21),(21,21),(21,19),0.0682504 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,21),(21,21),(21,18),0.0973878 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,21),(21,21),(21,16),-0.124905 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,21),(21,21),(21,12),0.0358715 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,21),(21,21),(21,7),-0.180782 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,21),(21,21),(21,-1),-0.250409 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,21),(21,20),(21,19),0.109877 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,20),(21,18),0.0964446 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,21),(21,20),(21,16),-0.127459 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,20),(21,12),-0.135999 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,20),(21,7),-0.125561 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,20),(21,-1),-0.163659 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,21),(21,19),(21,18),0.15726 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,21),(21,19),(21,16),-0.126124 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,19),(21,12),-0.139575 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,19),(21,7),-0.125654 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,19),(21,-1),-0.194493 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,21),(21,18),(21,16),-0.127535 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,21),(21,18),(21,12),-0.136387 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,21),(21,18),(21,7),-0.125561 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,21),(21,18),(21,-1),-0.159859 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,21),(21,16),(21,12),-0.177817 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,16),(21,7),-0.1263 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,16),(21,-1),-0.149915 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
