# _root_ Great Northern Nekoosa reacted coolly to Georgia-Pacific 's takeover bid of $ 58 a share , or $ 3.19 billion , though the suitor said all terms are negotiable .
#goldHeads=3,3,4,0,4,4,10,7,10,6,10,13,17,15,13,17,11,17,18,18,17,25,24,25,4,27,28,25,28,4,
#predictedHeads=3,3,4,0,4,4,10,7,10,6,10,13,17,15,13,17,11,17,18,18,4,25,24,25,4,27,28,25,28,4,
(13,22),(22,24),(22,31),0.00119558 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,22),(22,25),(22,27),-0.0422188 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,25),(22,28),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,25),(22,29),-0.0419999 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,25),(22,31),-0.0751223 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,22),(22,27),(22,28),-0.0423038 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,27),(22,29),-0.0419989 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,27),(22,31),0.00119558 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,22),(22,28),(22,29),-0.0419999 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,28),(22,31),-0.0797754 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,22),(22,29),(22,31),-0.0365309 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,22),(22,22),(22,20),0.104622 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,22),(22,22),(22,-1),-0.190788 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,22),(22,20),(22,-1),-0.138249 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,24),(24,24),(24,25),-0.070125 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,24),(24,24),(24,27),-0.0330167 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,24),(24,24),(24,28),-0.0706867 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,24),(24,24),(24,29),-0.0354033 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,24),(24,24),(24,31),0.0134181 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,24),(24,25),(24,27),-0.0421919 # DEPENDENCYPART_GRANDSIBL
(13,24),(24,25),(24,28),-0.0421461 # DEPENDENCYPART_GRANDSIBL
(13,24),(24,25),(24,29),-0.0422007 # DEPENDENCYPART_GRANDSIBL
(13,24),(24,25),(24,31),-0.0729433 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,24),(24,27),(24,28),-0.0424119 # DEPENDENCYPART_GRANDSIBL
(13,24),(24,27),(24,29),-0.0428105 # DEPENDENCYPART_GRANDSIBL
(13,24),(24,27),(24,31),-0.0341683 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,24),(24,28),(24,29),-0.0422007 # DEPENDENCYPART_GRANDSIBL
(13,24),(24,28),(24,31),-0.0749117 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,24),(24,29),(24,31),-0.0428877 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,24),(24,24),(24,23),0.161602 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,24),(24,24),(24,22),0.113104 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,24),(24,24),(24,20),0.173394 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,24),(24,24),(24,19),0.174457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,24),(24,24),(24,18),0.118998 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,24),(24,24),(24,14),0.194037 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,24),(24,24),(24,-1),-0.286946 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,24),(24,23),(24,22),0.11915 # DEPENDENCYPART_GRANDSIBL
(13,24),(24,23),(24,20),0.119139 # DEPENDENCYPART_GRANDSIBL
(13,24),(24,23),(24,19),0.119139 # DEPENDENCYPART_GRANDSIBL
(13,24),(24,23),(24,18),0.119163 # DEPENDENCYPART_GRANDSIBL
(13,24),(24,23),(24,14),0.119071 # DEPENDENCYPART_GRANDSIBL
(13,24),(24,23),(24,-1),-0.0714927 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,24),(24,22),(24,20),0.11911 # DEPENDENCYPART_GRANDSIBL
(13,24),(24,22),(24,19),0.119136 # DEPENDENCYPART_GRANDSIBL
(13,24),(24,22),(24,18),0.119164 # DEPENDENCYPART_GRANDSIBL
(13,24),(24,22),(24,14),0.119164 # DEPENDENCYPART_GRANDSIBL
(13,24),(24,22),(24,-1),-0.132307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,24),(24,20),(24,19),0.119156 # DEPENDENCYPART_GRANDSIBL
(13,24),(24,20),(24,18),0.119126 # DEPENDENCYPART_GRANDSIBL
(13,24),(24,20),(24,14),0.120979 # DEPENDENCYPART_GRANDSIBL
(13,24),(24,20),(24,-1),-0.0801365 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,24),(24,19),(24,18),0.119128 # DEPENDENCYPART_GRANDSIBL
(13,24),(24,19),(24,14),0.120979 # DEPENDENCYPART_GRANDSIBL
(13,24),(24,19),(24,-1),-0.0790027 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,24),(24,18),(24,14),0.119065 # DEPENDENCYPART_GRANDSIBL
(13,24),(24,18),(24,-1),-0.12499 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,24),(24,14),(24,-1),-0.0486294 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,25),(25,25),(25,26),-0.0439822 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,25),(25,25),(25,27),-0.0307327 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,25),(25,25),(25,28),-0.0279263 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,25),(25,25),(25,29),-0.0530188 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,25),(25,25),(25,30),-0.0420176 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,25),(25,25),(25,31),-0.0292231 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,25),(25,26),(25,27),-0.041999 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,26),(25,28),-0.0419994 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,26),(25,29),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,26),(25,30),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,26),(25,31),-0.044018 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,25),(25,27),(25,28),-0.0428915 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,27),(25,29),-0.0421675 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,27),(25,30),-0.0424111 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,27),(25,31),-0.0469407 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,25),(25,28),(25,29),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,28),(25,30),-0.0428479 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,28),(25,31),-0.0227276 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,25),(25,29),(25,30),-0.0420019 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,29),(25,31),-0.053949 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,25),(25,30),(25,31),-0.0442068 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,25),(25,25),(25,24),0.121512 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,25),(25,25),(25,23),0.120434 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,25),(25,25),(25,22),0.122832 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,25),(25,25),(25,21),0.114011 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,25),(25,25),(25,20),0.116057 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,25),(25,25),(25,19),0.116065 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,25),(25,25),(25,18),0.119081 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,25),(25,25),(25,17),0.124562 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,25),(25,25),(25,16),0.114011 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,25),(25,25),(25,15),0.121511 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,25),(25,25),(25,14),0.120302 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,25),(25,25),(25,13),0.116065 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,25),(25,25),(25,12),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,25),(25,25),(25,10),-0.12553 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,25),(25,25),(25,9),-0.12553 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,25),(25,25),(25,7),-0.12553 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,25),(25,25),(25,6),-0.124959 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,25),(25,25),(25,5),-0.124903 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,25),(25,25),(25,4),-0.126176 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,25),(25,25),(25,3),-0.12553 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,25),(25,25),(25,2),-0.12553 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,25),(25,25),(25,1),-0.12553 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,25),(25,25),(25,-1),-0.187997 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,25),(25,24),(25,23),0.118954 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,24),(25,22),0.111118 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,24),(25,21),0.116355 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,24),(25,20),0.118016 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,24),(25,19),0.118588 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,24),(25,18),0.119164 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,24),(25,17),0.118608 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,24),(25,16),0.116355 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,24),(25,15),0.118507 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,24),(25,14),0.118937 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,24),(25,13),0.118588 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,25),(25,24),(25,12),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,24),(25,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,24),(25,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,24),(25,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,24),(25,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,24),(25,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,24),(25,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,24),(25,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,24),(25,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,24),(25,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,24),(25,-1),-0.118314 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,25),(25,23),(25,22),0.11865 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,23),(25,21),0.119164 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,23),(25,20),0.119164 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,23),(25,19),0.119164 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,23),(25,18),0.119164 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,23),(25,17),0.118972 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,23),(25,16),0.119164 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,23),(25,15),0.119162 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,23),(25,14),0.119164 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,23),(25,13),0.119164 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,25),(25,23),(25,12),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,23),(25,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,23),(25,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,23),(25,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,23),(25,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,23),(25,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,23),(25,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,23),(25,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,23),(25,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,23),(25,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,23),(25,-1),-0.127896 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,25),(25,22),(25,21),0.119148 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,22),(25,20),0.118854 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,22),(25,19),0.118854 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,22),(25,18),0.119164 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,22),(25,17),0.118901 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,22),(25,16),0.119148 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,22),(25,15),0.119159 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,22),(25,14),0.119163 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,22),(25,13),0.118854 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,25),(25,22),(25,12),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,22),(25,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,22),(25,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,22),(25,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,22),(25,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,22),(25,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,22),(25,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,22),(25,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,22),(25,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,22),(25,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,22),(25,-1),-0.138363 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,25),(25,21),(25,20),0.119009 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,21),(25,19),0.119009 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,21),(25,18),0.119164 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,21),(25,17),0.119134 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,21),(25,16),0.119164 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,21),(25,15),0.117894 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,21),(25,14),0.119164 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,21),(25,13),0.119009 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,25),(25,21),(25,12),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,21),(25,10),-0.125188 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,21),(25,9),-0.125188 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,21),(25,7),-0.125188 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,21),(25,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,21),(25,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,21),(25,4),-0.125035 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,21),(25,3),-0.125188 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,21),(25,2),-0.125188 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,21),(25,1),-0.125188 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,21),(25,-1),-0.130982 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,25),(25,20),(25,19),0.119164 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,20),(25,18),0.119164 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,20),(25,17),0.119164 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,20),(25,16),0.11915 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,20),(25,15),0.119161 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,20),(25,14),0.119164 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,20),(25,13),0.119164 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,25),(25,20),(25,12),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,20),(25,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,20),(25,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,20),(25,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,20),(25,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,20),(25,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,20),(25,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,20),(25,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,20),(25,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,20),(25,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,20),(25,-1),-0.131412 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,25),(25,19),(25,18),0.119164 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,19),(25,17),0.119164 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,19),(25,16),0.11915 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,19),(25,15),0.119161 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,19),(25,14),0.119164 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,19),(25,13),0.119164 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,25),(25,19),(25,12),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,19),(25,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,19),(25,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,19),(25,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,19),(25,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,19),(25,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,19),(25,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,19),(25,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,19),(25,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,19),(25,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,19),(25,-1),-0.130833 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,25),(25,18),(25,17),0.119164 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,18),(25,16),0.119164 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,18),(25,15),0.119164 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,18),(25,14),0.119164 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,18),(25,13),0.119164 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,25),(25,18),(25,12),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,18),(25,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,18),(25,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,18),(25,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,18),(25,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,18),(25,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,18),(25,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,18),(25,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,18),(25,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,18),(25,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,18),(25,-1),-0.125015 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,25),(25,17),(25,16),0.335682 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,17),(25,15),0.278488 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,17),(25,14),0.392406 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,17),(25,13),0.300961 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,25),(25,17),(25,12),0.0616663 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,17),(25,10),0.0536059 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,17),(25,9),0.0320022 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,17),(25,7),0.0486271 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,17),(25,6),0.0381787 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,17),(25,5),0.049371 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,17),(25,4),0.0137309 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,17),(25,3),0.124343 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,17),(25,2),0.0816808 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,17),(25,1),0.084181 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,17),(25,-1),-0.130037 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,25),(25,16),(25,15),0.117894 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,16),(25,14),0.119164 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,16),(25,13),0.119009 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,25),(25,16),(25,12),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,16),(25,10),-0.125188 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,16),(25,9),-0.125188 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,16),(25,7),-0.125188 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,16),(25,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,16),(25,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,16),(25,4),-0.125035 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,16),(25,3),-0.125188 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,16),(25,2),-0.125188 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,16),(25,1),-0.125188 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,16),(25,-1),-0.130982 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,25),(25,15),(25,14),0.118933 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,15),(25,13),0.118588 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,25),(25,15),(25,12),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,15),(25,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,15),(25,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,15),(25,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,15),(25,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,15),(25,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,15),(25,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,15),(25,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,15),(25,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,15),(25,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,15),(25,-1),-0.118314 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,25),(25,14),(25,13),0.119164 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,25),(25,14),(25,12),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,14),(25,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,14),(25,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,14),(25,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,14),(25,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,14),(25,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,14),(25,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,14),(25,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,14),(25,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,14),(25,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,14),(25,-1),-0.12804 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,25),(25,13),(25,12),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,25),(25,13),(25,10),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,25),(25,13),(25,9),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,25),(25,13),(25,7),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,25),(25,13),(25,6),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,25),(25,13),(25,5),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,25),(25,13),(25,4),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,25),(25,13),(25,3),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,25),(25,13),(25,2),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,25),(25,13),(25,1),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,25),(25,13),(25,-1),-0.130833 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,25),(25,12),(25,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,12),(25,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,12),(25,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,12),(25,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,12),(25,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,12),(25,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,12),(25,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,12),(25,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,12),(25,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,12),(25,-1),-0.125015 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
