# _root_ But the Oct. 17 temblor put a halt to much nonessential building , and heavy rains last week slowed the rest , freeing construction workers for earthquake repairs .
#goldHeads=14,5,5,3,6,14,8,6,6,12,12,9,14,0,16,19,18,16,14,21,19,14,14,25,23,23,28,26,14,
#predictedHeads=14,5,5,3,6,14,8,6,6,12,12,9,14,0,16,19,18,19,14,21,19,19,19,25,23,23,28,26,14,
(17,14),(14,22),(14,28),-0.126887 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,22),(14,29),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,22),(14,30),-0.14312 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,14),(14,23),(14,25),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,23),(14,26),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,23),(14,28),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,23),(14,29),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,23),(14,30),-0.11681 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,14),(14,25),(14,26),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,25),(14,28),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,25),(14,29),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,25),(14,30),-0.104637 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,14),(14,26),(14,28),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,26),(14,29),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,26),(14,30),-0.154507 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,14),(14,28),(14,29),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,28),(14,30),-0.104637 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,14),(14,29),(14,30),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,14),(14,14),(14,13),-0.0542717 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,14),(14,14),(14,12),-0.0829033 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,14),(14,14),(14,11),-0.0730628 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,14),(14,14),(14,10),-0.0730631 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,14),(14,14),(14,9),-0.0238035 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,14),(14,14),(14,8),-0.0829993 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,14),(14,14),(14,7),-0.0430382 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,14),(14,14),(14,6),-0.0218525 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,14),(14,14),(14,5),-0.0829033 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,14),(14,14),(14,4),-0.0398667 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,14),(14,14),(14,3),-0.0830261 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,14),(14,14),(14,2),-0.0430346 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,14),(14,14),(14,1),-0.0329473 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,14),(14,14),(14,-1),0.0080657 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,14),(14,13),(14,12),-0.0186051 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,13),(14,11),-0.0429363 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,13),(14,10),-0.0429581 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,13),(14,9),-0.0420256 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,13),(14,8),-0.0186051 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,13),(14,7),-0.0420088 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,13),(14,6),-0.0310918 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,13),(14,5),-0.0186051 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,13),(14,4),-0.0454436 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,13),(14,3),-0.0186051 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,13),(14,2),-0.04201 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,13),(14,1),-0.0441556 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,13),(14,-1),-0.0416156 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,14),(14,12),(14,11),-0.0355169 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,12),(14,10),-0.0355169 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,12),(14,9),-0.0425358 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,12),(14,8),-0.02506 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,12),(14,7),-0.0361363 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,12),(14,6),-0.0445723 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,12),(14,5),-0.0247756 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,12),(14,4),-0.0398536 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,12),(14,3),-0.0247756 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,12),(14,2),-0.0361408 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,12),(14,1),-0.0421463 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,12),(14,-1),-0.0853807 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,14),(14,11),(14,10),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,11),(14,9),-0.0420242 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,11),(14,8),-0.0421464 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,11),(14,7),-0.0420592 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,11),(14,6),-0.0453047 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,11),(14,5),-0.0421464 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,11),(14,4),-0.0443151 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,11),(14,3),-0.0421464 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,11),(14,2),-0.0420675 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,11),(14,1),-0.0420206 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,11),(14,-1),-0.069628 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,14),(14,10),(14,9),-0.0420242 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,10),(14,8),-0.0421464 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,10),(14,7),-0.0420592 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,10),(14,6),-0.0453047 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,10),(14,5),-0.0421464 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,10),(14,4),-0.0443151 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,10),(14,3),-0.0421464 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,10),(14,2),-0.0420675 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,10),(14,1),-0.0420423 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,10),(14,-1),-0.0700626 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,14),(14,9),(14,8),-0.0420153 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,9),(14,7),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,9),(14,6),-0.0421147 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,9),(14,5),-0.0420153 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,9),(14,4),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,9),(14,3),-0.0420153 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,9),(14,2),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,9),(14,1),-0.042046 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,9),(14,-1),-0.00721461 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,14),(14,8),(14,7),-0.0361363 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,8),(14,6),-0.0445723 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,8),(14,5),-0.024778 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,8),(14,4),-0.0398536 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,8),(14,3),-0.024778 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,8),(14,2),-0.0361408 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,8),(14,1),-0.0421463 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,8),(14,-1),-0.0857587 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,14),(14,7),(14,6),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,7),(14,5),-0.0420003 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,7),(14,4),-0.0420168 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,7),(14,3),-0.0420003 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,7),(14,2),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,7),(14,1),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,7),(14,-1),-0.0348856 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,14),(14,6),(14,5),-0.0368832 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,6),(14,4),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,6),(14,3),-0.0368832 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,6),(14,2),-0.0420061 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,6),(14,1),-0.0420269 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,6),(14,-1),-0.0345206 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,14),(14,5),(14,4),-0.0398536 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,5),(14,3),-0.0247756 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,5),(14,2),-0.0361408 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,5),(14,1),-0.0421463 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,5),(14,-1),-0.0853807 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,14),(14,4),(14,3),-0.0442358 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,4),(14,2),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,4),(14,1),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,4),(14,-1),-0.0380312 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,14),(14,3),(14,2),-0.0361408 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,3),(14,1),-0.0421463 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,3),(14,-1),-0.0855604 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,14),(14,2),(14,1),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,2),(14,-1),-0.0350732 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,14),(14,1),(14,-1),-0.0350801 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,15),(15,15),(15,16),0.107192 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,15),(15,15),(15,17),-0.124885 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,15),(15,15),(15,18),-0.12514 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,15),(15,15),(15,30),-0.046422 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,15),(15,16),(15,17),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,15),(15,16),(15,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,15),(15,16),(15,30),-0.137246 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,15),(15,17),(15,18),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,15),(15,17),(15,30),-0.126766 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,15),(15,18),(15,30),-0.137246 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,15),(15,15),(15,-1),-0.00235303 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,16),(16,16),(16,17),-0.125033 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,16),(16,16),(16,18),-0.12611 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,16),(16,16),(16,19),-0.131035 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,16),(16,16),(16,21),-0.12611 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,16),(16,16),(16,22),-0.125135 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,16),(16,16),(16,25),-0.12611 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,16),(16,16),(16,26),-0.132431 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,16),(16,16),(16,28),-0.12611 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,16),(16,16),(16,30),-0.07272 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,16),(16,17),(16,18),-0.124891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,16),(16,17),(16,19),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,16),(16,17),(16,21),-0.124891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,16),(16,17),(16,22),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,16),(16,17),(16,25),-0.124891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,16),(16,17),(16,26),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,16),(16,17),(16,28),-0.124891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,16),(16,17),(16,30),-0.151902 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,16),(16,18),(16,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,18),(16,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,18),(16,22),-0.124921 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,18),(16,25),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,18),(16,26),-0.125161 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,18),(16,28),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,18),(16,30),-0.154653 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,16),(16,19),(16,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,19),(16,22),-0.124953 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,19),(16,25),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,19),(16,26),-0.124899 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,19),(16,28),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,19),(16,30),-0.139882 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,16),(16,21),(16,22),-0.124921 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,21),(16,25),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,21),(16,26),-0.125161 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,21),(16,28),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,21),(16,30),-0.154631 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,16),(16,22),(16,25),-0.126001 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,22),(16,26),-0.12604 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,22),(16,28),-0.126001 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,22),(16,30),-0.130106 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,16),(16,25),(16,26),-0.125161 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,25),(16,28),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,25),(16,30),-0.154631 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,16),(16,26),(16,28),-0.124891 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,26),(16,30),-0.133622 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,16),(16,28),(16,30),-0.154631 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,16),(16,16),(16,15),-0.0401886 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,16),(16,16),(16,14),-0.0409803 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,16),(16,16),(16,13),-0.0685761 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,16),(16,16),(16,12),-0.0310474 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,16),(16,16),(16,11),-0.0399685 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,16),(16,16),(16,10),-0.039969 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,16),(16,16),(16,7),-0.0645923 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,16),(16,16),(16,-1),-0.077918 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,16),(16,15),(16,14),-0.0421646 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,15),(16,13),-0.0446911 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,15),(16,12),-0.0382476 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,15),(16,11),-0.0472872 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,15),(16,10),-0.0472872 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,15),(16,7),-0.0315618 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,15),(16,-1),-0.0725393 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,16),(16,14),(16,13),0.176645 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,14),(16,12),0.190135 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,14),(16,11),0.168937 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,14),(16,10),0.188652 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,14),(16,7),0.139121 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,14),(16,-1),-0.0409806 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,16),(16,13),(16,12),-0.0452724 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,13),(16,11),-0.0459165 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,13),(16,10),-0.0459194 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,13),(16,7),-0.0424048 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,13),(16,-1),-0.0679273 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,16),(16,12),(16,11),-0.0457378 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,12),(16,10),-0.0457378 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,12),(16,7),-0.0527323 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,12),(16,-1),-0.0510086 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,16),(16,11),(16,10),-0.0472872 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,11),(16,7),-0.0315618 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,11),(16,-1),-0.0723195 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,16),(16,10),(16,7),-0.0315618 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,10),(16,-1),-0.0723228 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,16),(16,7),(16,-1),-0.0546485 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,18),(18,18),(18,19),-0.0589028 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,18),(18,18),(18,21),-0.0310472 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,18),(18,18),(18,25),-0.0310472 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,18),(18,18),(18,30),-0.0631339 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,18),(18,19),(18,21),-0.0430076 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,19),(18,25),-0.0430076 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,19),(18,30),-0.0419071 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,18),(18,21),(18,25),-0.0424278 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,21),(18,30),-0.0510084 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,18),(18,25),(18,30),-0.0510084 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,18),(18,18),(18,17),0.0979726 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,18),(18,18),(18,16),-0.12611 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,18),(18,18),(18,15),-0.125033 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,18),(18,18),(18,14),-0.126849 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,18),(18,18),(18,13),-0.125135 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,18),(18,18),(18,11),-0.125033 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,18),(18,18),(18,10),-0.125033 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,18),(18,18),(18,7),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,18),(18,18),(18,-1),-0.0636316 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,18),(18,17),(18,16),-0.124891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,18),(18,17),(18,15),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,18),(18,17),(18,14),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,18),(18,17),(18,13),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,18),(18,17),(18,11),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,18),(18,17),(18,10),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,18),(18,17),(18,7),-0.124896 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,18),(18,17),(18,-1),-0.151905 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,18),(18,16),(18,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,16),(18,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,16),(18,13),-0.124921 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,16),(18,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,16),(18,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,16),(18,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,16),(18,-1),-0.154631 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,18),(18,15),(18,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,15),(18,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,15),(18,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,15),(18,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,15),(18,7),-0.124896 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,15),(18,-1),-0.151304 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,18),(18,14),(18,13),0.0939856 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,14),(18,11),0.0860576 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,14),(18,10),0.105773 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,14),(18,7),0.0562056 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,14),(18,-1),-0.131751 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,18),(18,13),(18,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,13),(18,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,13),(18,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,13),(18,-1),-0.130106 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,18),(18,11),(18,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,11),(18,7),-0.124896 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,11),(18,-1),-0.151304 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,18),(18,10),(18,7),-0.124896 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,10),(18,-1),-0.151608 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,18),(18,7),(18,-1),-0.123836 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,19),(19,19),(19,20),-0.0364699 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,19),(19,19),(19,21),-0.0251046 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,19),(19,19),(19,22),-0.0368999 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,19),(19,19),(19,23),-0.0716637 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,19),(19,19),(19,24),-0.0251046 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,19),(19,19),(19,25),-0.0251046 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,19),(19,19),(19,26),-0.0705055 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,19),(19,19),(19,28),-0.0251046 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,19),(19,19),(19,29),-0.0419988 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,19),(19,19),(19,30),0.124875 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,19),(19,20),(19,21),-0.0428228 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,20),(19,22),-0.0424891 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,20),(19,23),-0.0425749 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,20),(19,24),-0.0428228 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,20),(19,25),-0.0428228 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,20),(19,26),-0.0428963 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,20),(19,28),-0.0428228 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,20),(19,29),-0.0421183 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,20),(19,30),-0.0313509 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,19),(19,21),(19,22),-0.0164683 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,21),(19,23),-0.0501653 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,21),(19,24),-0.0513131 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,21),(19,25),-0.0513131 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,21),(19,26),-0.032926 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,21),(19,28),-0.0513131 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,21),(19,29),-0.0437079 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,21),(19,30),-0.0966958 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,19),(19,22),(19,23),-0.0475887 # DEPENDENCYPART_GRANDSIBL
