# _root_ John Fitzsimmons , chief executive officer of Data Systems , said the company was profitable and expected sales of nearly $ 100 million this year .
#goldHeads=2,11,2,6,6,2,6,9,7,2,0,13,16,16,14,11,16,17,18,21,19,21,21,25,17,11,
#predictedHeads=2,11,2,6,6,2,6,9,7,2,0,13,16,16,14,11,16,17,18,21,19,21,21,25,21,11,
(16,18),(18,21),(18,22),-0.019763 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,21),(18,23),-0.0197645 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,21),(18,24),-0.00541744 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,21),(18,25),-0.00592965 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,21),(18,26),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,21),(18,27),-0.0186671 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,18),(18,22),(18,23),-0.020838 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,22),(18,24),-0.0264744 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,22),(18,25),-0.0210188 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,22),(18,26),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,22),(18,27),0.00849961 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,18),(18,23),(18,24),-0.0228448 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,23),(18,25),-0.0210299 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,23),(18,26),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,23),(18,27),0.0189182 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,18),(18,24),(18,25),-0.0268735 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,24),(18,26),-0.019654 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,24),(18,27),-0.022749 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,18),(18,25),(18,26),-0.00760908 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,25),(18,27),-0.0108522 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,18),(18,26),(18,27),-0.0266097 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,18),(18,18),(18,17),0.0931981 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,18),(18,16),0.128057 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,18),(18,15),-0.145489 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,18),(18,14),-0.150756 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,18),(18,13),-0.136463 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,18),(18,12),-0.144712 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,18),(18,-1),-0.0220139 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,18),(18,17),(18,16),0.105836 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,17),(18,15),-0.144895 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,17),(18,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,17),(18,13),-0.145741 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,17),(18,12),-0.145157 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,17),(18,-1),-0.169957 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,18),(18,16),(18,15),0.0488517 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,16),(18,14),0.0235858 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,16),(18,13),0.051255 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,16),(18,12),-0.0133539 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,16),(18,-1),-0.174785 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,18),(18,15),(18,14),-0.144739 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,15),(18,13),-0.145292 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,15),(18,12),-0.145808 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,15),(18,-1),-0.187971 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,18),(18,14),(18,13),-0.145741 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,14),(18,12),-0.145158 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,14),(18,-1),-0.168444 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,18),(18,13),(18,12),-0.145987 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,13),(18,-1),-0.15812 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,18),(18,12),(18,-1),-0.129213 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,19),(19,19),(19,20),-0.0337092 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,19),(19,19),(19,21),-0.0376488 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,19),(19,19),(19,22),-0.0504328 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,19),(19,19),(19,23),-0.0518792 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,19),(19,19),(19,25),0.0434054 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,19),(19,19),(19,27),-0.144566 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,19),(19,20),(19,21),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,20),(19,22),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,20),(19,23),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,20),(19,25),-0.0212606 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,20),(19,27),-0.0193796 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,19),(19,21),(19,22),-0.019444 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,21),(19,23),-0.019444 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,21),(19,25),-0.0194674 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,21),(19,27),-0.0368723 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,19),(19,22),(19,23),-0.0196244 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,22),(19,25),-0.01969 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,22),(19,27),-0.0500699 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,19),(19,23),(19,25),-0.01969 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,23),(19,27),-0.0515191 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,19),(19,25),(19,27),0.00605573 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,19),(19,19),(19,18),0.0631287 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,19),(19,19),(19,-1),-0.0680256 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,19),(19,18),(19,-1),-0.169554 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,20),(20,20),(20,21),-0.0252641 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,20),(20,20),(20,22),-0.0337063 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,20),(20,20),(20,23),-0.0337064 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,20),(20,20),(20,25),-0.0210114 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,20),(20,20),(20,27),0.00967229 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,20),(20,21),(20,22),-0.0194406 # DEPENDENCYPART_GRANDSIBL
(16,20),(20,21),(20,23),-0.0194406 # DEPENDENCYPART_GRANDSIBL
(16,20),(20,21),(20,25),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(16,20),(20,21),(20,27),-0.0216403 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,20),(20,22),(20,23),-0.0201062 # DEPENDENCYPART_GRANDSIBL
(16,20),(20,22),(20,25),-0.0194417 # DEPENDENCYPART_GRANDSIBL
(16,20),(20,22),(20,27),-0.0446124 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,20),(20,23),(20,25),-0.0194417 # DEPENDENCYPART_GRANDSIBL
(16,20),(20,23),(20,27),-0.0446124 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,20),(20,25),(20,27),-0.031993 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,20),(20,20),(20,19),0.103674 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,20),(20,20),(20,18),0.0888604 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,20),(20,20),(20,15),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,20),(20,20),(20,-1),-0.183955 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,20),(20,19),(20,18),0.106707 # DEPENDENCYPART_GRANDSIBL
(16,20),(20,19),(20,15),-0.145197 # DEPENDENCYPART_GRANDSIBL
(16,20),(20,19),(20,-1),-0.127554 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,20),(20,18),(20,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(16,20),(20,18),(20,-1),-0.185683 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,20),(20,15),(20,-1),-0.145956 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,21),(21,21),(21,22),-0.0796985 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,21),(21,21),(21,23),-0.0783214 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,21),(21,21),(21,24),-0.0122921 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,21),(21,21),(21,25),-0.0238748 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,21),(21,21),(21,26),-0.0194405 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,21),(21,21),(21,27),0.0926728 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,21),(21,22),(21,23),-0.0150952 # DEPENDENCYPART_GRANDSIBL
(16,21),(21,22),(21,24),-0.02014 # DEPENDENCYPART_GRANDSIBL
(16,21),(21,22),(21,25),-0.0157951 # DEPENDENCYPART_GRANDSIBL
(16,21),(21,22),(21,26),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(16,21),(21,22),(21,27),-0.123975 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,21),(21,23),(21,24),-0.02014 # DEPENDENCYPART_GRANDSIBL
(16,21),(21,23),(21,25),-0.016167 # DEPENDENCYPART_GRANDSIBL
(16,21),(21,23),(21,26),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(16,21),(21,23),(21,27),-0.128519 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,21),(21,24),(21,25),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(16,21),(21,24),(21,26),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(16,21),(21,24),(21,27),-0.0223521 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,21),(21,25),(21,26),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(16,21),(21,25),(21,27),-0.0171178 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,21),(21,26),(21,27),-0.0194405 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,21),(21,21),(21,20),0.114934 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,21),(21,21),(21,19),0.106271 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,21),(21,21),(21,-1),-0.0681267 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,21),(21,20),(21,19),0.109538 # DEPENDENCYPART_GRANDSIBL
(16,21),(21,20),(21,-1),-0.143155 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,21),(21,19),(21,-1),-0.0728911 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,22),(22,22),(22,23),-0.0290287 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,22),(22,22),(22,24),-0.00682645 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,22),(22,22),(22,25),-0.0395438 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,22),(22,22),(22,27),-0.0566165 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,22),(22,23),(22,24),-0.0194532 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,23),(22,25),-0.019444 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,23),(22,27),-0.060212 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,22),(22,24),(22,25),-0.0194422 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,24),(22,27),-0.00824097 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,22),(22,25),(22,27),-0.026365 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,22),(22,22),(22,21),0.107318 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,22),(22,22),(22,-1),-0.187276 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,22),(22,21),(22,-1),-0.150382 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,23),(23,23),(23,24),-0.0068266 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,23),(23,23),(23,25),-0.0396299 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,23),(23,23),(23,27),-0.0599269 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,23),(23,24),(23,25),-0.0194422 # DEPENDENCYPART_GRANDSIBL
(16,23),(23,24),(23,27),-0.00903834 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,23),(23,25),(23,27),-0.0264511 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,23),(23,23),(23,22),0.101163 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,23),(23,23),(23,21),0.107895 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,23),(23,23),(23,-1),-0.191488 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,23),(23,22),(23,21),0.1092 # DEPENDENCYPART_GRANDSIBL
(16,23),(23,22),(23,-1),-0.142426 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,23),(23,21),(23,-1),-0.149892 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,25),(25,25),(25,27),0.165987 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,25),(25,25),(25,24),0.0726706 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,25),(25,25),(25,23),0.0775827 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,25),(25,25),(25,22),0.0766308 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,25),(25,25),(25,21),0.106412 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,25),(25,25),(25,20),0.103316 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,25),(25,25),(25,19),0.204118 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,25),(25,25),(25,17),0.0931151 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,25),(25,25),(25,15),-0.145489 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,25),(25,25),(25,-1),-0.0459259 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,25),(25,24),(25,23),0.108474 # DEPENDENCYPART_GRANDSIBL
(16,25),(25,24),(25,22),0.108474 # DEPENDENCYPART_GRANDSIBL
(16,25),(25,24),(25,21),0.10907 # DEPENDENCYPART_GRANDSIBL
(16,25),(25,24),(25,20),0.10204 # DEPENDENCYPART_GRANDSIBL
(16,25),(25,24),(25,19),0.10164 # DEPENDENCYPART_GRANDSIBL
(16,25),(25,24),(25,17),0.1084 # DEPENDENCYPART_GRANDSIBL
(16,25),(25,24),(25,15),-0.144713 # DEPENDENCYPART_GRANDSIBL
(16,25),(25,24),(25,-1),-0.123683 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,25),(25,23),(25,22),0.119155 # DEPENDENCYPART_GRANDSIBL
(16,25),(25,23),(25,21),0.103947 # DEPENDENCYPART_GRANDSIBL
(16,25),(25,23),(25,20),0.100705 # DEPENDENCYPART_GRANDSIBL
(16,25),(25,23),(25,19),0.111938 # DEPENDENCYPART_GRANDSIBL
(16,25),(25,23),(25,17),0.106821 # DEPENDENCYPART_GRANDSIBL
(16,25),(25,23),(25,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(16,25),(25,23),(25,-1),-0.139998 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,25),(25,22),(25,21),0.104007 # DEPENDENCYPART_GRANDSIBL
(16,25),(25,22),(25,20),0.100707 # DEPENDENCYPART_GRANDSIBL
(16,25),(25,22),(25,19),0.112054 # DEPENDENCYPART_GRANDSIBL
(16,25),(25,22),(25,17),0.106821 # DEPENDENCYPART_GRANDSIBL
(16,25),(25,22),(25,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(16,25),(25,22),(25,-1),-0.137994 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,25),(25,21),(25,20),0.109445 # DEPENDENCYPART_GRANDSIBL
(16,25),(25,21),(25,19),0.105475 # DEPENDENCYPART_GRANDSIBL
(16,25),(25,21),(25,17),0.10954 # DEPENDENCYPART_GRANDSIBL
(16,25),(25,21),(25,15),-0.144709 # DEPENDENCYPART_GRANDSIBL
(16,25),(25,21),(25,-1),-0.129186 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,25),(25,20),(25,19),0.1067 # DEPENDENCYPART_GRANDSIBL
(16,25),(25,20),(25,17),0.106513 # DEPENDENCYPART_GRANDSIBL
(16,25),(25,20),(25,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(16,25),(25,20),(25,-1),-0.178377 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,25),(25,19),(25,17),0.103361 # DEPENDENCYPART_GRANDSIBL
(16,25),(25,19),(25,15),-0.14471 # DEPENDENCYPART_GRANDSIBL
(16,25),(25,19),(25,-1),0.0233631 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,25),(25,17),(25,15),-0.144895 # DEPENDENCYPART_GRANDSIBL
(16,25),(25,17),(25,-1),-0.170028 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,25),(25,15),(25,-1),-0.189082 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,26),(26,26),(26,27),-0.023829 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,26),(26,26),(26,-1),-0.105648 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,2),(2,2),(2,3),0.0508509 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,2),(2,2),(2,4),0.115126 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,2),(2,2),(2,5),0.0168632 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,2),(2,2),(2,6),0.0217227 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,2),(2,2),(2,7),0.128831 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,2),(2,2),(2,10),0.0508509 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,2),(2,2),(2,11),0.116621 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,2),(2,2),(2,13),0.0189818 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,2),(2,2),(2,14),0.123765 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,2),(2,2),(2,16),0.118122 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,2),(2,2),(2,17),-0.126068 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,2),(2,2),(2,26),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,2),(2,2),(2,27),-0.201096 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,2),(2,3),(2,4),0.133855 # DEPENDENCYPART_GRANDSIBL
(17,2),(2,3),(2,5),0.186621 # DEPENDENCYPART_GRANDSIBL
(17,2),(2,3),(2,6),0.186076 # DEPENDENCYPART_GRANDSIBL
(17,2),(2,3),(2,7),0.0702659 # DEPENDENCYPART_GRANDSIBL
(17,2),(2,3),(2,10),0.0803817 # DEPENDENCYPART_GRANDSIBL
(17,2),(2,3),(2,11),0.126971 # DEPENDENCYPART_GRANDSIBL
(17,2),(2,3),(2,13),0.191664 # DEPENDENCYPART_GRANDSIBL
(17,2),(2,3),(2,14),0.131056 # DEPENDENCYPART_GRANDSIBL
(17,2),(2,3),(2,16),0.202385 # DEPENDENCYPART_GRANDSIBL
(17,2),(2,3),(2,17),-0.160021 # DEPENDENCYPART_GRANDSIBL
(17,2),(2,3),(2,26),-0.144938 # DEPENDENCYPART_GRANDSIBL
(17,2),(2,3),(2,27),-0.135878 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,2),(2,4),(2,5),0.0734261 # DEPENDENCYPART_GRANDSIBL
(17,2),(2,4),(2,6),0.0734227 # DEPENDENCYPART_GRANDSIBL
(17,2),(2,4),(2,7),0.111507 # DEPENDENCYPART_GRANDSIBL
(17,2),(2,4),(2,10),0.142147 # DEPENDENCYPART_GRANDSIBL
(17,2),(2,4),(2,11),0.102838 # DEPENDENCYPART_GRANDSIBL
(17,2),(2,4),(2,13),0.0609583 # DEPENDENCYPART_GRANDSIBL
(17,2),(2,4),(2,14),0.103039 # DEPENDENCYPART_GRANDSIBL
(17,2),(2,4),(2,16),0.0905846 # DEPENDENCYPART_GRANDSIBL
(17,2),(2,4),(2,17),-0.144769 # DEPENDENCYPART_GRANDSIBL
(17,2),(2,4),(2,26),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,2),(2,4),(2,27),-0.0964157 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,2),(2,5),(2,6),0.103661 # DEPENDENCYPART_GRANDSIBL
(17,2),(2,5),(2,7),0.0899095 # DEPENDENCYPART_GRANDSIBL
(17,2),(2,5),(2,10),0.138732 # DEPENDENCYPART_GRANDSIBL
(17,2),(2,5),(2,11),0.129651 # DEPENDENCYPART_GRANDSIBL
(17,2),(2,5),(2,13),0.104636 # DEPENDENCYPART_GRANDSIBL
(17,2),(2,5),(2,14),0.129555 # DEPENDENCYPART_GRANDSIBL
(17,2),(2,5),(2,16),0.136932 # DEPENDENCYPART_GRANDSIBL
(17,2),(2,5),(2,17),-0.145067 # DEPENDENCYPART_GRANDSIBL
(17,2),(2,5),(2,26),-0.144958 # DEPENDENCYPART_GRANDSIBL
(17,2),(2,5),(2,27),-0.110773 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,2),(2,6),(2,7),0.0899057 # DEPENDENCYPART_GRANDSIBL
(17,2),(2,6),(2,10),0.138676 # DEPENDENCYPART_GRANDSIBL
(17,2),(2,6),(2,11),0.129822 # DEPENDENCYPART_GRANDSIBL
(17,2),(2,6),(2,13),0.105066 # DEPENDENCYPART_GRANDSIBL
(17,2),(2,6),(2,14),0.129725 # DEPENDENCYPART_GRANDSIBL
(17,2),(2,6),(2,16),0.137431 # DEPENDENCYPART_GRANDSIBL
(17,2),(2,6),(2,17),-0.145067 # DEPENDENCYPART_GRANDSIBL
(17,2),(2,6),(2,26),-0.144958 # DEPENDENCYPART_GRANDSIBL
(17,2),(2,6),(2,27),-0.11504 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,2),(2,7),(2,10),0.0786699 # DEPENDENCYPART_GRANDSIBL
(17,2),(2,7),(2,11),0.11133 # DEPENDENCYPART_GRANDSIBL
(17,2),(2,7),(2,13),0.113171 # DEPENDENCYPART_GRANDSIBL
(17,2),(2,7),(2,14),0.11055 # DEPENDENCYPART_GRANDSIBL
(17,2),(2,7),(2,16),0.124397 # DEPENDENCYPART_GRANDSIBL
(17,2),(2,7),(2,17),-0.141433 # DEPENDENCYPART_GRANDSIBL
(17,2),(2,7),(2,26),-0.144742 # DEPENDENCYPART_GRANDSIBL
(17,2),(2,7),(2,27),-0.0635091 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,2),(2,10),(2,11),0.126971 # DEPENDENCYPART_GRANDSIBL
(17,2),(2,10),(2,13),0.191664 # DEPENDENCYPART_GRANDSIBL
(17,2),(2,10),(2,14),0.131056 # DEPENDENCYPART_GRANDSIBL
(17,2),(2,10),(2,16),0.202385 # DEPENDENCYPART_GRANDSIBL
(17,2),(2,10),(2,17),-0.160021 # DEPENDENCYPART_GRANDSIBL
(17,2),(2,10),(2,26),-0.144938 # DEPENDENCYPART_GRANDSIBL
(17,2),(2,10),(2,27),-0.135878 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,2),(2,11),(2,13),0.109592 # DEPENDENCYPART_GRANDSIBL
(17,2),(2,11),(2,14),0.112995 # DEPENDENCYPART_GRANDSIBL
(17,2),(2,11),(2,16),0.103811 # DEPENDENCYPART_GRANDSIBL
(17,2),(2,11),(2,17),-0.142049 # DEPENDENCYPART_GRANDSIBL
(17,2),(2,11),(2,26),-0.144709 # DEPENDENCYPART_GRANDSIBL
(17,2),(2,11),(2,27),-0.149272 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,2),(2,13),(2,14),0.129644 # DEPENDENCYPART_GRANDSIBL
(17,2),(2,13),(2,16),0.137431 # DEPENDENCYPART_GRANDSIBL
(17,2),(2,13),(2,17),-0.145067 # DEPENDENCYPART_GRANDSIBL
(17,2),(2,13),(2,26),-0.144958 # DEPENDENCYPART_GRANDSIBL
(17,2),(2,13),(2,27),-0.114947 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,2),(2,14),(2,16),0.103813 # DEPENDENCYPART_GRANDSIBL
(17,2),(2,14),(2,17),-0.142049 # DEPENDENCYPART_GRANDSIBL
(17,2),(2,14),(2,26),-0.144708 # DEPENDENCYPART_GRANDSIBL
(17,2),(2,14),(2,27),-0.144883 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,2),(2,16),(2,17),-0.0324545 # DEPENDENCYPART_GRANDSIBL
(17,2),(2,16),(2,26),-0.0309263 # DEPENDENCYPART_GRANDSIBL
(17,2),(2,16),(2,27),-0.143857 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,2),(2,17),(2,26),-0.144708 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,2),(2,17),(2,27),-0.14216 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,2),(2,26),(2,27),-0.14799 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,2),(2,2),(2,1),0.0404075 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,2),(2,2),(2,-1),0.048445 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,2),(2,1),(2,-1),-0.00501339 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,3),(3,3),(3,27),-0.102667 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,3),(3,3),(3,-1),0.0397298 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,6),(6,6),(6,7),0.127773 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,6),(6,6),(6,8),0.0174317 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,6),(6,6),(6,9),0.0160265 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,6),(6,6),(6,10),0.0500059 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
