# _root_ Spiegel also opposes the beeper bill , saying the noise it requires would interfere with customer orders , causing irritation and even errors .
#goldHeads=3,3,0,6,6,3,3,3,10,13,12,10,8,13,14,17,15,14,14,21,19,21,21,3,
#predictedHeads=3,3,0,6,6,3,3,3,10,8,12,10,12,13,14,17,21,21,20,21,15,23,21,3,
(13,10),(10,23),(10,25),-0.0921846 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,10),(10,10),(10,9),-0.0328999 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,10),(10,10),(10,8),-0.0382622 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,10),(10,10),(10,5),-0.0382739 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,10),(10,10),(10,4),-0.0328999 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,10),(10,10),(10,-1),0.0817576 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,10),(10,9),(10,8),-0.0200658 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,9),(10,5),-0.0201419 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,9),(10,4),-0.0267501 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,9),(10,-1),0.055894 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,10),(10,8),(10,5),-0.014545 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,8),(10,4),-0.0161375 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,8),(10,-1),-0.0501775 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,10),(10,5),(10,4),-0.0429524 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,5),(10,-1),0.00778648 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,10),(10,4),(10,-1),0.055894 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,11),(11,11),(11,14),-0.130566 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,11),(11,25),-0.0567872 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,11),(11,14),(11,25),-0.13229 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,11),(11,11),(11,-1),0.0939664 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,12),(12,12),(12,13),-0.141025 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,12),(12,12),(12,14),-0.146514 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,12),(12,12),(12,15),-0.0881778 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,12),(12,12),(12,17),-0.127943 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,12),(12,12),(12,18),-0.144705 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,12),(12,12),(12,21),-0.140692 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,12),(12,12),(12,24),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,12),(12,12),(12,25),-0.157204 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,12),(12,13),(12,14),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,12),(12,13),(12,15),-0.144735 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,12),(12,13),(12,17),-0.144709 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,12),(12,13),(12,18),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,12),(12,13),(12,21),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,12),(12,13),(12,24),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,12),(12,13),(12,25),-0.154736 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,12),(12,14),(12,15),-0.145334 # DEPENDENCYPART_GRANDSIBL
(13,12),(12,14),(12,17),-0.144735 # DEPENDENCYPART_GRANDSIBL
(13,12),(12,14),(12,18),-0.144778 # DEPENDENCYPART_GRANDSIBL
(13,12),(12,14),(12,21),-0.144879 # DEPENDENCYPART_GRANDSIBL
(13,12),(12,14),(12,24),-0.144712 # DEPENDENCYPART_GRANDSIBL
(13,12),(12,14),(12,25),-0.171164 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,12),(12,15),(12,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,12),(12,15),(12,18),-0.145197 # DEPENDENCYPART_GRANDSIBL
(13,12),(12,15),(12,21),-0.144704 # DEPENDENCYPART_GRANDSIBL
(13,12),(12,15),(12,24),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,12),(12,15),(12,25),-0.150098 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,12),(12,17),(12,18),-0.145373 # DEPENDENCYPART_GRANDSIBL
(13,12),(12,17),(12,21),-0.144713 # DEPENDENCYPART_GRANDSIBL
(13,12),(12,17),(12,24),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,12),(12,17),(12,25),-0.118998 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,12),(12,18),(12,21),-0.144871 # DEPENDENCYPART_GRANDSIBL
(13,12),(12,18),(12,24),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,12),(12,18),(12,25),-0.0484034 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,12),(12,21),(12,24),0.042033 # DEPENDENCYPART_GRANDSIBL
(13,12),(12,21),(12,25),-0.18025 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,12),(12,24),(12,25),-0.144742 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,12),(12,12),(12,11),-0.0174702 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,12),(12,12),(12,10),0.0258868 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,12),(12,12),(12,9),0.0065898 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,12),(12,12),(12,8),0.0311173 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,12),(12,12),(12,7),-0.0970457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,12),(12,12),(12,6),0.0243668 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,12),(12,12),(12,5),-0.000221291 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,12),(12,12),(12,3),0.0311254 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,12),(12,12),(12,2),-0.0660916 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,12),(12,12),(12,1),0.0258868 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,12),(12,12),(12,-1),0.117422 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,12),(12,11),(12,10),-0.0133662 # DEPENDENCYPART_GRANDSIBL
(13,12),(12,11),(12,9),-0.0194477 # DEPENDENCYPART_GRANDSIBL
(13,12),(12,11),(12,8),-0.0250618 # DEPENDENCYPART_GRANDSIBL
(13,12),(12,11),(12,7),0.00432097 # DEPENDENCYPART_GRANDSIBL
(13,12),(12,11),(12,6),-0.0133662 # DEPENDENCYPART_GRANDSIBL
(13,12),(12,11),(12,5),-0.0165824 # DEPENDENCYPART_GRANDSIBL
(13,12),(12,11),(12,3),-0.0250618 # DEPENDENCYPART_GRANDSIBL
(13,12),(12,11),(12,2),-0.0146459 # DEPENDENCYPART_GRANDSIBL
(13,12),(12,11),(12,1),-0.0133662 # DEPENDENCYPART_GRANDSIBL
(13,12),(12,11),(12,-1),-0.0596676 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,12),(12,10),(12,9),-0.0239339 # DEPENDENCYPART_GRANDSIBL
(13,12),(12,10),(12,8),-0.0509513 # DEPENDENCYPART_GRANDSIBL
(13,12),(12,10),(12,7),0.00593672 # DEPENDENCYPART_GRANDSIBL
(13,12),(12,10),(12,6),0.0419898 # DEPENDENCYPART_GRANDSIBL
(13,12),(12,10),(12,5),-0.0227694 # DEPENDENCYPART_GRANDSIBL
(13,12),(12,10),(12,3),-0.0509513 # DEPENDENCYPART_GRANDSIBL
(13,12),(12,10),(12,2),-0.0174908 # DEPENDENCYPART_GRANDSIBL
(13,12),(12,10),(12,1),0.0419898 # DEPENDENCYPART_GRANDSIBL
(13,12),(12,10),(12,-1),-0.075825 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,12),(12,9),(12,8),-0.0281632 # DEPENDENCYPART_GRANDSIBL
(13,12),(12,9),(12,7),-0.0198069 # DEPENDENCYPART_GRANDSIBL
(13,12),(12,9),(12,6),-0.0244525 # DEPENDENCYPART_GRANDSIBL
(13,12),(12,9),(12,5),-0.0196068 # DEPENDENCYPART_GRANDSIBL
(13,12),(12,9),(12,3),-0.0281632 # DEPENDENCYPART_GRANDSIBL
(13,12),(12,9),(12,2),-0.0168286 # DEPENDENCYPART_GRANDSIBL
(13,12),(12,9),(12,1),-0.0244525 # DEPENDENCYPART_GRANDSIBL
(13,12),(12,9),(12,-1),-0.00333619 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,12),(12,8),(12,7),-0.0299242 # DEPENDENCYPART_GRANDSIBL
(13,12),(12,8),(12,6),-0.0210117 # DEPENDENCYPART_GRANDSIBL
(13,12),(12,8),(12,5),-0.0198001 # DEPENDENCYPART_GRANDSIBL
(13,12),(12,8),(12,3),-0.00121972 # DEPENDENCYPART_GRANDSIBL
(13,12),(12,8),(12,2),-0.0141852 # DEPENDENCYPART_GRANDSIBL
(13,12),(12,8),(12,1),-0.0209938 # DEPENDENCYPART_GRANDSIBL
(13,12),(12,8),(12,-1),-0.074951 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,12),(12,7),(12,6),-0.0551687 # DEPENDENCYPART_GRANDSIBL
(13,12),(12,7),(12,5),-0.0301029 # DEPENDENCYPART_GRANDSIBL
(13,12),(12,7),(12,3),-0.0112688 # DEPENDENCYPART_GRANDSIBL
(13,12),(12,7),(12,2),-0.011012 # DEPENDENCYPART_GRANDSIBL
(13,12),(12,7),(12,1),-0.0551687 # DEPENDENCYPART_GRANDSIBL
(13,12),(12,7),(12,-1),0.0817454 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,12),(12,6),(12,5),-0.0227694 # DEPENDENCYPART_GRANDSIBL
(13,12),(12,6),(12,3),-0.051234 # DEPENDENCYPART_GRANDSIBL
(13,12),(12,6),(12,2),-0.0174908 # DEPENDENCYPART_GRANDSIBL
(13,12),(12,6),(12,1),0.043173 # DEPENDENCYPART_GRANDSIBL
(13,12),(12,6),(12,-1),-0.0761222 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,12),(12,5),(12,3),0.00223562 # DEPENDENCYPART_GRANDSIBL
(13,12),(12,5),(12,2),-0.0157434 # DEPENDENCYPART_GRANDSIBL
(13,12),(12,5),(12,1),-0.0266655 # DEPENDENCYPART_GRANDSIBL
(13,12),(12,5),(12,-1),-0.0319558 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,12),(12,3),(12,2),-0.0141852 # DEPENDENCYPART_GRANDSIBL
(13,12),(12,3),(12,1),-0.0209938 # DEPENDENCYPART_GRANDSIBL
(13,12),(12,3),(12,-1),-0.0721604 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,12),(12,2),(12,1),-0.0387577 # DEPENDENCYPART_GRANDSIBL
(13,12),(12,2),(12,-1),-0.0212477 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,12),(12,1),(12,-1),-0.075825 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,14),(14,14),(14,15),-0.0660796 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,14),(14,16),0.0258827 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,14),(14,17),0.0258827 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,14),(14,18),-0.0970457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,14),(14,19),0.0311254 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,14),(14,20),0.0258871 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,14),(14,21),0.0455989 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,14),(14,23),0.0258871 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,14),(14,24),-0.0254364 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,14),(14,25),0.117424 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,14),(14,15),(14,16),-0.0188374 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,15),(14,17),-0.0188374 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,15),(14,18),0.00349912 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,15),(14,19),-0.0423 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,15),(14,20),-0.0188374 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,15),(14,21),-0.0327974 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,15),(14,23),-0.0188374 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,15),(14,24),-0.0217171 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,15),(14,25),0.0256458 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,14),(14,16),(14,17),0.0419901 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,16),(14,18),0.00593672 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,16),(14,19),-0.0509571 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,16),(14,20),0.0419901 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,16),(14,21),-0.0233049 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,16),(14,23),0.0419901 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,16),(14,24),-0.0221178 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,16),(14,25),-0.0758147 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,14),(14,17),(14,18),0.00593672 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,17),(14,19),-0.0509616 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,17),(14,20),0.0419901 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,17),(14,21),-0.0233049 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,17),(14,23),0.0419901 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,17),(14,24),-0.0221178 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,17),(14,25),-0.0758103 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,14),(14,18),(14,19),-0.0117822 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,18),(14,20),-0.0551687 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,18),(14,21),-0.00750514 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,18),(14,23),-0.0551687 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,18),(14,24),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,18),(14,25),0.0817454 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,14),(14,19),(14,20),-0.0209938 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,19),(14,21),-0.00298589 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,19),(14,23),-0.0209938 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,19),(14,24),-0.0248489 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,19),(14,25),-0.0726797 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,14),(14,20),(14,21),-0.0233049 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,20),(14,23),0.0419901 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,20),(14,24),-0.0221178 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,20),(14,25),-0.0758103 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,14),(14,21),(14,23),0.0407961 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,21),(14,24),0.167282 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,21),(14,25),0.0211858 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,14),(14,23),(14,24),-0.0221178 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,23),(14,25),-0.0758103 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,14),(14,24),(14,25),-0.0416045 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,14),(14,14),(14,13),0.100929 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,14),(14,12),-0.146514 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,14),(14,11),-0.157034 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,14),(14,10),-0.127943 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,14),(14,7),-0.144705 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,14),(14,-1),-0.157204 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,14),(14,13),(14,12),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,13),(14,11),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,13),(14,10),-0.144709 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,13),(14,7),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,13),(14,-1),-0.154736 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,14),(14,12),(14,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,12),(14,10),-0.144735 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,12),(14,7),-0.144778 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,12),(14,-1),-0.17116 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,14),(14,11),(14,10),-0.144704 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,11),(14,7),-0.144713 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,11),(14,-1),-0.172074 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,14),(14,10),(14,7),-0.145373 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,10),(14,-1),-0.118966 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,14),(14,7),(14,-1),-0.0483998 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,15),(15,15),(15,16),-0.0112505 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,15),(15,15),(15,17),-0.0112505 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,15),(15,15),(15,19),-0.0289799 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,15),(15,15),(15,20),-0.0112505 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,15),(15,15),(15,21),-0.0363274 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,15),(15,15),(15,23),-0.0112505 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,15),(15,15),(15,25),0.085699 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,15),(15,16),(15,17),-0.0203907 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,16),(15,19),-0.0194904 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,16),(15,20),-0.0203907 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,16),(15,21),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,16),(15,23),-0.0203907 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,16),(15,25),-0.0103254 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,15),(15,17),(15,19),-0.0194904 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,17),(15,20),-0.0203907 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,17),(15,21),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,17),(15,23),-0.0203907 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,17),(15,25),-0.0103254 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,15),(15,19),(15,20),-0.0194896 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,19),(15,21),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,19),(15,23),-0.0194896 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,19),(15,25),-0.0296376 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,15),(15,20),(15,21),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,20),(15,23),-0.0203907 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,20),(15,25),-0.0103254 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,15),(15,21),(15,23),0.0461092 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,21),(15,25),-0.0356548 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,15),(15,23),(15,25),-0.0103254 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,15),(15,15),(15,-1),0.0263867 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,16),(16,16),(16,17),-0.00673872 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,16),(16,16),(16,23),-0.00673872 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,16),(16,16),(16,25),0.0817575 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,16),(16,17),(16,23),-0.013739 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,17),(16,25),-0.0318575 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,16),(16,23),(16,25),-0.0318575 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,16),(16,16),(16,-1),-0.319574 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,18),(18,18),(18,19),-0.01978 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,18),(18,18),(18,25),-0.00899268 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,18),(18,19),(18,25),-0.01978 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,18),(18,18),(18,-1),-0.135304 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,21),(21,21),(21,22),-0.0604441 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,21),(21,21),(21,23),-0.0321741 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,21),(21,21),(21,24),-0.0194405 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,21),(21,21),(21,25),0.0863881 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,21),(21,22),(21,23),-0.0239293 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,22),(21,24),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,22),(21,25),-0.0112959 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,21),(21,23),(21,24),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,23),(21,25),-0.0398731 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,21),(21,24),(21,25),-0.0219928 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,21),(21,21),(21,20),0.143628 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,21),(21,21),(21,19),0.153078 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,21),(21,21),(21,18),0.107247 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,21),(21,21),(21,17),0.143615 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,21),(21,21),(21,16),0.143628 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,21),(21,21),(21,15),0.0790149 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,21),(21,21),(21,14),0.15323 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,21),(21,21),(21,13),0.0972279 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,21),(21,21),(21,12),-0.156244 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,21),(21,21),(21,11),-0.144704 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,21),(21,21),(21,10),-0.145087 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,21),(21,21),(21,9),-0.144769 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,21),(21,21),(21,8),-0.156244 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,21),(21,21),(21,7),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,21),(21,21),(21,6),-0.145087 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,21),(21,21),(21,4),-0.144769 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,21),(21,21),(21,3),-0.156244 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,21),(21,21),(21,2),-0.144758 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,21),(21,21),(21,1),-0.145087 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,21),(21,21),(21,-1),-0.0175269 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,21),(21,20),(21,19),0.10194 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,20),(21,18),0.100791 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,20),(21,17),0.104678 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,20),(21,16),0.104678 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,20),(21,15),0.120358 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,20),(21,14),0.10194 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,20),(21,13),0.119732 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,20),(21,12),-0.135653 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,20),(21,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,20),(21,10),-0.144703 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,20),(21,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,20),(21,8),-0.135653 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,20),(21,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,20),(21,6),-0.144703 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,20),(21,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,20),(21,3),-0.135653 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,20),(21,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,20),(21,1),-0.144703 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,20),(21,-1),-0.16144 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,21),(21,19),(21,18),0.109246 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,19),(21,17),0.0988676 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,19),(21,16),0.0988676 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,19),(21,15),0.119763 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,19),(21,14),0.102882 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,19),(21,13),0.104809 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,19),(21,12),-0.144728 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,19),(21,11),-0.145036 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,19),(21,10),-0.145667 # DEPENDENCYPART_GRANDSIBL
