# _root_ Lawrence B. Seidman , 41 years old , was named chairman of this savings and loan institution .
#goldHeads=3,3,9,3,6,3,6,3,0,9,10,11,15,15,12,15,15,9,
#predictedHeads=3,3,9,3,6,7,3,3,0,9,10,11,15,15,12,15,15,9,
(10,6),(6,9),(6,11),-0.125418 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,9),(6,12),-0.127932 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,9),(6,15),-0.126764 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,9),(6,18),-0.124894 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,9),(6,19),-0.0895874 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,10),(6,11),-0.125411 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,10),(6,12),-0.127931 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,10),(6,15),-0.126764 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,10),(6,18),-0.124894 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,10),(6,19),-0.0840684 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,6),(6,11),(6,12),-0.127038 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,11),(6,15),-0.125988 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,11),(6,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,11),(6,19),-0.107637 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,12),(6,15),-0.10797 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,12),(6,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,12),(6,19),-0.0569835 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,15),(6,18),0.005479 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,15),(6,19),-0.093547 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,18),(6,19),-0.139005 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,6),(6,5),-0.0351409 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,4),0.0316462 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,3),-0.00323045 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,2),-0.0013251 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,1),0.000231871 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,-1),0.0480022 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,6),(6,5),(6,4),-0.0590082 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,5),(6,3),-0.0448734 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,5),(6,2),-0.0448734 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,5),(6,1),-0.0448734 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,5),(6,-1),0.0156221 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,4),(6,3),-0.0872424 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,4),(6,2),-0.0872425 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,4),(6,1),-0.0872424 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,4),(6,-1),-0.0301601 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,3),(6,2),-0.0434236 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,3),(6,1),-0.0434252 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,3),(6,-1),-0.0314094 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,2),(6,1),-0.0415193 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,2),(6,-1),-0.0314095 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,1),(6,-1),-0.0284263 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,7),(7,8),0.0719798 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,7),(7,9),0.131032 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,7),(7,10),-0.111775 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,7),(7,7),(7,11),-0.119202 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,7),(7,12),-0.0859887 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,7),(7,15),-0.126349 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,7),(7,17),-0.119202 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,7),(7,18),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,7),(7,19),-0.196182 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,7),(7,8),(7,9),0.125643 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,8),(7,10),-0.124956 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,8),(7,11),-0.124888 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,8),(7,12),-0.124898 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,8),(7,15),-0.125033 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,8),(7,17),-0.124888 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,8),(7,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,8),(7,19),-0.12029 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,9),(7,10),-0.124886 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,9),(7,11),-0.124886 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,9),(7,12),-0.124894 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,9),(7,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,9),(7,17),-0.124886 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,9),(7,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,9),(7,19),-0.0971825 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,10),(7,11),-0.124886 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,10),(7,12),-0.124894 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,10),(7,15),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,10),(7,17),-0.124886 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,10),(7,18),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,10),(7,19),-0.0968991 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,7),(7,11),(7,12),-0.125037 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,11),(7,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,11),(7,17),-0.125003 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,11),(7,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,11),(7,19),-0.00812357 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,12),(7,15),-0.119713 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,12),(7,17),-0.124888 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,12),(7,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,12),(7,19),-0.100852 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,15),(7,17),-0.288305 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,15),(7,18),0.005479 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,15),(7,19),-0.109949 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,17),(7,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,17),(7,19),-0.00807661 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,18),(7,19),-0.124939 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,7),(7,6),-0.0236725 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,7),(7,5),-0.0594691 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,7),(7,4),-0.0657537 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,7),(7,3),-0.0194306 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,7),(7,-1),-0.0723617 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,7),(7,6),(7,5),-0.043179 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,6),(7,4),-0.0568694 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,6),(7,3),-0.0429076 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,6),(7,-1),-0.0684505 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,5),(7,4),-0.0420262 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,5),(7,3),-0.0423154 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,5),(7,-1),-0.051223 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,4),(7,3),-0.0655278 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,4),(7,-1),-0.0653345 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,3),(7,-1),-0.0650322 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,9),(9,9),(9,10),-0.108239 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,9),(9,9),(9,11),-0.180703 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,9),(9,12),0.00334697 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,9),(9,13),-0.121797 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,9),(9,14),-0.180703 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,9),(9,15),-0.125157 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,9),(9,17),-0.180703 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,9),(9,18),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,9),(9,19),-0.274636 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,9),(9,10),(9,11),-0.125469 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,10),(9,12),-0.135936 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,10),(9,13),-0.12489 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,10),(9,14),-0.125469 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,10),(9,15),-0.125434 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,10),(9,17),-0.125469 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,10),(9,18),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,10),(9,19),-0.11702 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,9),(9,11),(9,12),-0.188651 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,11),(9,13),-0.124907 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,11),(9,14),-0.128265 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,11),(9,15),-0.119663 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,11),(9,17),-0.128265 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,11),(9,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,11),(9,19),-0.130097 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,9),(9,12),(9,13),-0.124887 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,12),(9,14),-0.125477 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,12),(9,15),-0.126385 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,12),(9,17),-0.125477 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,12),(9,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,12),(9,19),-0.160808 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,9),(9,13),(9,14),-0.12489 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,13),(9,15),-0.125095 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,13),(9,17),-0.12489 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,13),(9,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,13),(9,19),-0.0633435 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,9),(9,14),(9,15),-0.119663 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,14),(9,17),-0.128265 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,14),(9,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,14),(9,19),-0.130426 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,9),(9,15),(9,17),-0.288597 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,15),(9,18),0.005479 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,15),(9,19),-0.154198 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,9),(9,17),(9,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,17),(9,19),-0.130649 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,9),(9,18),(9,19),-0.145307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,9),(9,9),(9,8),-0.126895 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,9),(9,7),-0.0182263 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,9),(9,6),0.0148733 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,9),(9,5),-0.0366124 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,9),(9,4),-0.126895 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,9),(9,3),0.0180187 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,9),(9,2),0.0180189 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,9),(9,1),0.0180189 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,9),(9,-1),0.0286822 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,9),(9,8),(9,7),-0.0385456 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,8),(9,6),-0.0712179 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,8),(9,5),-0.0324643 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,8),(9,4),-0.0303865 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,8),(9,3),-0.0709913 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,8),(9,2),-0.0709913 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,8),(9,1),-0.0709913 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,8),(9,-1),0.0749141 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,9),(9,7),(9,6),-0.0719926 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,7),(9,5),-0.0431916 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,7),(9,4),-0.01836 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,7),(9,3),-0.0718951 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,7),(9,2),-0.0718951 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,7),(9,1),-0.0718951 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,7),(9,-1),-0.0313693 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,9),(9,6),(9,5),-0.0451047 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,6),(9,4),-0.0765025 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,6),(9,3),-0.00922369 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,6),(9,2),-0.00922369 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,6),(9,1),-0.00922369 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,6),(9,-1),-0.0862865 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,9),(9,5),(9,4),-0.035086 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,5),(9,3),-0.0508079 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,5),(9,2),-0.0508079 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,5),(9,1),-0.0508079 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,5),(9,-1),-0.0258294 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,9),(9,4),(9,3),-0.0709913 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,4),(9,2),-0.0709913 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,4),(9,1),-0.0709913 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,4),(9,-1),0.0749141 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,9),(9,3),(9,2),-0.00905151 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,3),(9,1),-0.00905151 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,3),(9,-1),-0.0793317 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,9),(9,2),(9,1),-0.00905296 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,2),(9,-1),-0.0793317 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,9),(9,1),(9,-1),-0.0793317 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,11),(11,12),-0.0870589 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,13),-0.0904487 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,14),-0.006631 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,15),0.00200126 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,16),-0.0100922 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,17),-0.00686772 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,18),-0.0190753 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,19),0.0499655 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,11),(11,12),(11,13),-0.0489768 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,12),(11,14),-0.0606897 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,12),(11,15),-0.0484863 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,12),(11,16),-0.0610258 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,12),(11,17),-0.0606897 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,12),(11,18),-0.0443275 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,12),(11,19),-0.030167 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,13),(11,14),-0.0619581 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,13),(11,15),-0.046411 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,13),(11,16),-0.0619581 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,13),(11,17),-0.0619581 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,13),(11,18),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,13),(11,19),0.0373627 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,14),(11,15),-0.0683837 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,14),(11,16),-0.044542 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,14),(11,17),-0.0421782 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,14),(11,18),-0.0396058 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,14),(11,19),-0.0386908 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,15),(11,16),-0.139399 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,15),(11,17),-0.215936 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,15),(11,18),0.0883486 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,15),(11,19),-0.0464377 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,16),(11,17),-0.0474412 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,16),(11,18),-0.0396058 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,16),(11,19),-0.0401723 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,17),(11,18),-0.0396058 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,17),(11,19),-0.0384308 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,18),(11,19),-0.0468059 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,11),(11,10),0.172637 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,11),(11,11),(11,9),-0.0918163 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,8),-0.127499 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,7),-0.129013 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,6),-0.00715263 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,5),-0.128989 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,4),-0.127499 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,3),-0.00708114 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,2),-0.00708114 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,1),-0.00708114 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,-1),-0.173321 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,11),(11,10),(11,9),-0.122561 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,10),(11,8),-0.143506 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,10),(11,7),-0.125823 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,10),(11,6),-0.125414 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,10),(11,5),-0.125142 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,10),(11,4),-0.143506 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,10),(11,3),-0.125411 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,10),(11,2),-0.125411 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,10),(11,1),-0.125411 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,10),(11,-1),-0.0833759 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,11),(11,9),(11,8),-0.144152 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,9),(11,7),-0.125823 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,9),(11,6),-0.125421 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,9),(11,5),-0.125142 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,9),(11,4),-0.144152 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,9),(11,3),-0.125418 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,9),(11,2),-0.125418 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,9),(11,1),-0.125418 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,9),(11,-1),-0.0888948 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,8),(11,7),-0.125574 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,8),(11,6),-0.14225 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,8),(11,5),-0.125664 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,8),(11,4),-0.128777 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,8),(11,3),-0.14225 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,8),(11,2),-0.14225 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,8),(11,1),-0.14225 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,8),(11,-1),-0.131211 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,7),(11,6),-0.12666 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,7),(11,5),-0.126813 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,7),(11,4),-0.125332 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,7),(11,3),-0.12666 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,7),(11,2),-0.12666 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,7),(11,1),-0.12666 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,7),(11,-1),-0.0595935 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,6),(11,5),-0.125121 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,6),(11,4),-0.140355 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,6),(11,3),-0.10657 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,6),(11,2),-0.10657 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,6),(11,1),-0.106609 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,6),(11,-1),-0.0978979 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,5),(11,4),-0.124926 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,5),(11,3),-0.124886 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,5),(11,2),-0.124886 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,5),(11,1),-0.124886 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,5),(11,-1),-0.0624886 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,4),(11,3),-0.14225 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,4),(11,2),-0.14225 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,4),(11,1),-0.14225 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,4),(11,-1),-0.131211 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,3),(11,2),-0.10657 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,3),(11,1),-0.106609 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,3),(11,-1),-0.0985016 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,2),(11,1),-0.106609 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,2),(11,-1),-0.0984115 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,1),(11,-1),-0.0959487 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,12),(12,12),(12,13),0.00492663 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,12),(12,12),(12,14),-0.0225304 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,12),(12,12),(12,15),0.0462377 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,12),(12,12),(12,16),-0.018775 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
