# _root_ Computers that once were the state of the art , The marvels bought three years ago , Are now obsolete .
#goldHeads=18,4,4,1,6,4,6,9,7,1,12,1,12,15,16,13,1,0,18,18,18,
#predictedHeads=18,4,4,1,6,4,6,9,7,1,12,1,12,15,16,13,1,0,18,18,18,
(12,9),(9,10),(9,19),-0.126135 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,10),(9,20),-0.12731 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,10),(9,21),-0.124886 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,10),(9,22),-0.00337174 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,9),(9,11),(9,12),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,9),(9,11),(9,13),-0.125175 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,11),(9,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,11),(9,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,11),(9,16),-0.12489 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,11),(9,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,11),(9,18),-0.125175 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,11),(9,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,11),(9,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,11),(9,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,11),(9,22),-0.162419 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,9),(9,12),(9,13),-0.125545 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,9),(9,12),(9,14),-0.125238 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,9),(9,12),(9,15),-0.125449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,9),(9,12),(9,16),-0.125035 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,9),(9,12),(9,17),-0.126785 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,9),(9,12),(9,18),-0.125555 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,9),(9,12),(9,19),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,9),(9,12),(9,20),-0.125126 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,9),(9,12),(9,21),-0.125194 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,9),(9,12),(9,22),-0.143133 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,9),(9,13),(9,14),-0.124887 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,13),(9,15),-0.124957 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,13),(9,16),-0.124893 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,13),(9,17),-0.125503 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,13),(9,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,13),(9,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,13),(9,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,13),(9,21),-0.124886 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,13),(9,22),-0.17386 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,9),(9,14),(9,15),-0.12492 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,14),(9,16),-0.125047 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,14),(9,17),-0.125133 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,14),(9,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,14),(9,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,14),(9,20),-0.125745 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,14),(9,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,14),(9,22),-0.130289 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,9),(9,15),(9,16),-0.125035 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,15),(9,17),-0.126785 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,15),(9,18),-0.125555 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,15),(9,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,15),(9,20),-0.125126 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,15),(9,21),-0.125194 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,15),(9,22),-0.144106 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,9),(9,16),(9,17),-0.124891 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,16),(9,18),-0.125125 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,16),(9,19),-0.125162 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,16),(9,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,16),(9,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,16),(9,22),-0.0945048 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,9),(9,17),(9,18),-0.127045 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,17),(9,19),-0.126135 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,17),(9,20),-0.12731 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,17),(9,21),-0.124886 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,17),(9,22),-0.00337174 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,9),(9,18),(9,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,18),(9,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,18),(9,21),-0.124886 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,18),(9,22),-0.174916 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,9),(9,19),(9,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,19),(9,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,19),(9,22),-0.103161 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,9),(9,20),(9,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,20),(9,22),-0.157355 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,9),(9,21),(9,22),-0.144995 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,9),(9,9),(9,8),-0.0399527 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,9),(9,9),(9,7),-0.0214052 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,9),(9,9),(9,6),-0.182714 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,9),(9,9),(9,5),-0.0399527 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,9),(9,9),(9,4),0.0453184 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,9),(9,9),(9,3),-0.0735831 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,9),(9,9),(9,1),-0.182988 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,9),(9,9),(9,-1),0.0991977 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,9),(9,8),(9,7),-0.0445346 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,8),(9,6),-0.0452823 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,8),(9,5),-0.0442704 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,8),(9,4),-0.0420477 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,8),(9,3),-0.0552322 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,8),(9,1),-0.0452823 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,8),(9,-1),-0.00997963 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,9),(9,7),(9,6),-0.0360195 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,7),(9,5),-0.0425705 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,7),(9,4),-0.0361477 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,7),(9,3),-0.0426268 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,7),(9,1),-0.0360103 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,7),(9,-1),-0.0513287 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,9),(9,6),(9,5),-0.0124451 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,6),(9,4),-0.042986 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,6),(9,3),-0.0370397 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,6),(9,1),-0.013401 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,6),(9,-1),-0.000426678 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,9),(9,5),(9,4),-0.0420477 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,5),(9,3),-0.0552322 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,5),(9,1),-0.0452823 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,5),(9,-1),-0.00997963 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,9),(9,4),(9,3),-0.042131 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,4),(9,1),-0.0484104 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,4),(9,-1),-0.0106202 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,9),(9,3),(9,1),-0.0438986 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,3),(9,-1),-0.0862163 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,9),(9,1),(9,-1),0.00288948 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,10),(10,22),-0.091128 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,10),(10,10),(10,-1),-0.00625752 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,11),(11,11),(11,13),-0.126126 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,11),(11,22),0.147137 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,11),(11,13),(11,22),-0.116516 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,11),(11,11),(11,10),-0.0438799 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,11),(11,-1),0.211264 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,11),(11,10),(11,-1),-0.0299675 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,13),(13,14),-0.00374669 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,13),(13,15),-0.0308134 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,13),(13,16),-0.022713 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,13),(13,17),-0.0734478 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,13),(13,18),-0.0451151 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,13),(13,19),0.0101423 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,13),(13,20),-0.00764356 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,13),(13,21),-0.048883 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,13),(13,22),0.0621602 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,13),(13,14),(13,15),-0.0430015 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,14),(13,16),-0.051857 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,14),(13,17),-0.0466537 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,14),(13,18),-0.0427885 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,14),(13,19),-0.0431736 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,14),(13,20),-0.043987 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,14),(13,21),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,14),(13,22),0.0023973 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,15),(13,16),-0.00253467 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,15),(13,17),-0.0671557 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,15),(13,18),-0.0493444 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,15),(13,19),-0.0399621 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,15),(13,20),-0.0389975 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,15),(13,21),-0.0550567 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,15),(13,22),-0.052984 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,16),(13,17),-0.0229457 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,16),(13,18),-0.0291714 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,16),(13,19),-0.0212294 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,16),(13,20),-0.0459499 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,16),(13,21),-0.0529863 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,16),(13,22),-0.0154144 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,17),(13,18),-0.0793381 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,17),(13,19),-0.0465689 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,17),(13,20),-0.0402241 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,17),(13,21),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,17),(13,22),-0.0932716 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,18),(13,19),-0.0424709 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,18),(13,20),-0.043372 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,18),(13,21),-0.0419652 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,18),(13,22),-0.0840582 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,19),(13,20),-0.0436752 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,19),(13,21),-0.0452914 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,19),(13,22),0.0227343 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,20),(13,21),-0.0428785 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,20),(13,22),0.0346424 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,21),(13,22),-0.0871039 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,13),(13,12),0.164948 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,13),(13,13),(13,11),-0.12684 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,13),(13,10),-0.12509 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,13),(13,9),-0.175297 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,13),(13,7),-0.154802 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,13),(13,6),-0.175297 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,13),(13,4),-0.170555 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,13),(13,2),-0.129914 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,13),(13,1),-0.175297 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,13),(13,-1),0.048649 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,13),(13,12),(13,11),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,12),(13,10),-0.125057 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,12),(13,9),-0.124895 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,12),(13,7),-0.126236 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,12),(13,6),-0.124895 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,12),(13,4),-0.125221 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,12),(13,2),-0.124957 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,12),(13,1),-0.124895 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,12),(13,-1),-0.0318244 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,13),(13,11),(13,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,11),(13,9),-0.124886 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,11),(13,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,11),(13,6),-0.124886 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,11),(13,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,11),(13,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,11),(13,1),-0.124886 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,11),(13,-1),-0.134194 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,10),(13,9),-0.125259 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,10),(13,7),-0.125719 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,10),(13,6),-0.125259 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,10),(13,4),-0.127089 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,10),(13,2),-0.124906 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,10),(13,1),-0.125259 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,10),(13,-1),-0.188082 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,9),(13,7),-0.126236 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,9),(13,6),-0.124895 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,9),(13,4),-0.125221 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,9),(13,2),-0.124957 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,9),(13,1),-0.124895 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,9),(13,-1),-0.0318244 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,7),(13,6),-0.125218 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,7),(13,4),-0.124989 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,7),(13,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,7),(13,1),-0.125218 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,7),(13,-1),-0.153008 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,6),(13,4),-0.125221 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,6),(13,2),-0.124957 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,6),(13,1),-0.124895 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,6),(13,-1),-0.0325343 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,4),(13,2),-0.124932 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,4),(13,1),-0.124893 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,4),(13,-1),-0.147196 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,2),(13,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,2),(13,-1),-0.047082 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,1),(13,-1),-0.0320712 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,14),(14,16),-0.0342021 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,18),-0.0547364 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,22),0.154805 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,14),(14,16),(14,18),-0.0449616 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,16),(14,22),-0.0481872 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,18),(14,22),-0.0639858 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,14),(14,13),0.10911 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,11),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,9),-0.127158 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,-1),-0.0378822 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,14),(14,13),(14,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,13),(14,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,13),(14,-1),-0.134269 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,11),(14,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,11),(14,-1),-0.147606 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,9),(14,-1),-0.0585147 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,15),(15,16),-0.0382779 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,17),0.138851 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,18),0.0514963 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,19),-0.0686643 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,20),-0.064455 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,21),0.0853671 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,22),0.0952038 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,15),(15,16),(15,17),-0.0737203 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,16),(15,18),-0.0398264 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,16),(15,19),-0.0425617 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,16),(15,20),-0.040731 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,16),(15,21),-0.0454342 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,16),(15,22),-0.0756397 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,17),(15,18),-0.113019 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,17),(15,19),-0.0508298 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,17),(15,20),-0.0511051 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,17),(15,21),-0.0439761 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,17),(15,22),-0.0441761 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,18),(15,19),-0.0421385 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,18),(15,20),-0.0438367 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,18),(15,21),-0.0421587 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,18),(15,22),-0.00921743 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,19),(15,20),-0.0421065 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,19),(15,21),-0.0425367 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,19),(15,22),-0.0756991 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,20),(15,21),-0.0421103 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,20),(15,22),-0.0489143 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,21),(15,22),0.095785 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,15),(15,14),0.197537 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,13),0.125805 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,12),0.152049 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,15),(15,15),(15,11),-0.125504 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,10),-0.129725 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,8),-0.125504 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,-1),0.0186276 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,15),(15,14),(15,13),0.117295 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,14),(15,12),0.119195 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,14),(15,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,14),(15,10),-0.125133 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,14),(15,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,14),(15,-1),-0.126542 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,13),(15,12),0.129476 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,13),(15,11),-0.125059 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,13),(15,10),-0.125503 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,13),(15,8),-0.125059 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,13),(15,-1),-0.173877 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,12),(15,11),-0.12581 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,12),(15,10),-0.126785 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,12),(15,8),-0.12581 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,12),(15,-1),-0.143488 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,15),(15,11),(15,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,11),(15,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,11),(15,-1),-0.163563 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,10),(15,8),-0.124894 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,10),(15,-1),-0.0040625 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,8),(15,-1),-0.163563 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,16),(16,17),-0.0828528 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,18),-0.0526326 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,19),-0.0740665 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,20),-0.0439106 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,22),-0.327853 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,16),(16,17),(16,18),-0.0373573 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,17),(16,19),-0.0338327 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,17),(16,20),-0.0428517 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,17),(16,22),-0.033427 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,18),(16,19),-0.0427278 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,18),(16,20),-0.0422682 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,18),(16,22),-0.0399633 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
