# _root_ `` The way the world is shaping up , the strategic buyer is going to be the rule and the financial buyer is going to be the exception , '' said one trader .
#goldHeads=31,3,19,5,6,3,6,7,19,12,12,13,19,13,16,14,18,16,31,22,22,23,19,23,26,24,28,26,31,31,0,33,31,31,
#predictedHeads=31,3,13,5,6,3,6,7,13,12,12,13,19,13,16,14,18,16,31,22,22,23,19,23,26,24,28,26,31,31,0,33,31,31,
(16,19),(19,18),(19,5),-0.125649 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,18),(19,3),-0.125649 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,18),(19,1),-0.126144 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,18),(19,-1),-0.140889 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,19),(19,17),(19,16),0.111572 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,19),(19,17),(19,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,17),(19,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,17),(19,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,17),(19,12),-0.125179 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,17),(19,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,17),(19,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,17),(19,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,17),(19,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,17),(19,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,17),(19,5),-0.125179 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,17),(19,3),-0.125179 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,17),(19,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,17),(19,-1),-0.0684526 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,19),(19,16),(19,15),-0.125434 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,19),(19,16),(19,14),-0.114493 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,19),(19,16),(19,13),-0.114493 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,19),(19,16),(19,12),-0.133136 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,19),(19,16),(19,11),-0.124892 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,19),(19,16),(19,10),-0.125785 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,19),(19,16),(19,9),-0.126174 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,19),(19,16),(19,7),-0.114493 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,19),(19,16),(19,6),-0.114493 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,19),(19,16),(19,5),-0.133136 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,19),(19,16),(19,3),-0.133136 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,19),(19,16),(19,1),-0.126117 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,19),(19,16),(19,-1),-0.127482 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,19),(19,15),(19,14),-0.124888 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,15),(19,13),-0.124888 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,15),(19,12),-0.125082 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,15),(19,11),-0.124944 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,15),(19,10),-0.12517 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,15),(19,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,15),(19,7),-0.124888 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,15),(19,6),-0.124888 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,15),(19,5),-0.125082 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,15),(19,3),-0.125082 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,15),(19,1),-0.124887 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,15),(19,-1),-0.0696811 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,19),(19,14),(19,13),-0.114493 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,14),(19,12),-0.133136 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,14),(19,11),-0.124892 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,14),(19,10),-0.125785 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,14),(19,9),-0.126174 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,14),(19,7),-0.114493 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,14),(19,6),-0.114493 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,14),(19,5),-0.133136 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,14),(19,3),-0.133136 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,14),(19,1),-0.126117 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,14),(19,-1),-0.131411 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,19),(19,13),(19,12),-0.13317 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,13),(19,11),-0.124892 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,13),(19,10),-0.125794 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,13),(19,9),-0.126174 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,13),(19,7),-0.114493 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,13),(19,6),-0.114493 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,13),(19,5),-0.13317 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,13),(19,3),-0.13317 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,13),(19,1),-0.126132 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,13),(19,-1),-0.145904 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,19),(19,12),(19,11),-0.124923 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,12),(19,10),-0.124928 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,12),(19,9),-0.12762 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,12),(19,7),-0.127028 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,12),(19,6),-0.12704 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,12),(19,5),-0.125649 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,12),(19,3),-0.125649 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,12),(19,1),-0.126144 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,12),(19,-1),-0.145787 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,19),(19,11),(19,10),-0.124893 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,11),(19,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,11),(19,7),-0.124888 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,11),(19,6),-0.124888 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,11),(19,5),-0.125275 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,11),(19,3),-0.125275 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,11),(19,1),-0.124898 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,11),(19,-1),-0.139821 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,19),(19,10),(19,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,10),(19,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,10),(19,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,10),(19,5),-0.125179 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,10),(19,3),-0.125179 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,10),(19,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,10),(19,-1),-0.0684526 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,19),(19,9),(19,7),-0.149356 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,9),(19,6),-0.151103 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,9),(19,5),-0.1302 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,9),(19,3),-0.1302 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,9),(19,1),-0.126148 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,9),(19,-1),-0.179679 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,19),(19,7),(19,6),-0.114493 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,7),(19,5),-0.133136 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,7),(19,3),-0.133136 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,7),(19,1),-0.126117 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,7),(19,-1),-0.127885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,19),(19,6),(19,5),-0.13317 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,6),(19,3),-0.13317 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,6),(19,1),-0.126132 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,6),(19,-1),-0.145904 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,19),(19,5),(19,3),-0.125649 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,5),(19,1),-0.126144 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,5),(19,-1),-0.145258 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,19),(19,3),(19,1),-0.126144 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,3),(19,-1),-0.143817 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,19),(19,1),(19,-1),-0.15374 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,20),(20,20),(20,21),-0.0652412 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,20),(20,20),(20,24),-0.0553099 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,20),(20,20),(20,35),-0.100305 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,20),(20,21),(20,24),-0.0424602 # DEPENDENCYPART_GRANDSIBL
(16,20),(20,21),(20,35),-0.063572 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,20),(20,24),(20,35),-0.0503395 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,20),(20,20),(20,-1),-0.299907 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,21),(21,21),(21,23),-0.0246941 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,21),(21,21),(21,24),-0.0294838 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,21),(21,21),(21,26),-0.0366781 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,21),(21,21),(21,35),-0.0239392 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,21),(21,23),(21,24),-0.0414715 # DEPENDENCYPART_GRANDSIBL
(16,21),(21,23),(21,26),-0.0420825 # DEPENDENCYPART_GRANDSIBL
(16,21),(21,23),(21,35),-0.020944 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,21),(21,24),(21,26),-0.0416022 # DEPENDENCYPART_GRANDSIBL
(16,21),(21,24),(21,35),-0.0310017 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,21),(21,26),(21,35),-0.0305533 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,21),(21,21),(21,20),0.109345 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,21),(21,21),(21,18),0.146937 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,21),(21,21),(21,17),0.109345 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,21),(21,21),(21,-1),-0.165287 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,21),(21,20),(21,18),0.113018 # DEPENDENCYPART_GRANDSIBL
(16,21),(21,20),(21,17),0.119152 # DEPENDENCYPART_GRANDSIBL
(16,21),(21,20),(21,-1),-0.156909 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,21),(21,18),(21,17),0.115449 # DEPENDENCYPART_GRANDSIBL
(16,21),(21,18),(21,-1),-0.0216788 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,21),(21,17),(21,-1),-0.156909 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,22),(22,22),(22,23),-0.0307787 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,22),(22,22),(22,24),-0.0252099 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,22),(22,22),(22,26),-0.0230745 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,22),(22,22),(22,35),0.0374123 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,22),(22,23),(22,24),-0.0128574 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,23),(22,26),-0.0131578 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,23),(22,35),-0.0797558 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,22),(22,24),(22,26),-0.0130506 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,24),(22,35),-0.0845016 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,22),(22,26),(22,35),-0.0686099 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,22),(22,22),(22,21),0.125346 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,22),(22,22),(22,20),0.117949 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,22),(22,22),(22,19),0.0978466 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,22),(22,22),(22,18),0.0350465 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,22),(22,22),(22,17),0.117949 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,22),(22,22),(22,11),-0.129133 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,22),(22,22),(22,-1),-0.161524 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,22),(22,21),(22,20),0.146452 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,21),(22,19),0.124004 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,21),(22,18),0.0636085 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,21),(22,17),0.146452 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,21),(22,11),-0.125223 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,21),(22,-1),-0.067524 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,22),(22,20),(22,19),0.104789 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,20),(22,18),0.144586 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,20),(22,17),0.114527 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,20),(22,11),-0.124887 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,20),(22,-1),-0.206265 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,22),(22,19),(22,18),0.25425 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,19),(22,17),0.605418 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,19),(22,11),0.221416 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,19),(22,-1),-0.0847323 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,22),(22,18),(22,17),0.0409934 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,18),(22,11),-0.125752 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,18),(22,-1),-0.115279 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,22),(22,17),(22,11),-0.124887 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,17),(22,-1),-0.206265 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,22),(22,11),(22,-1),-0.0610331 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,23),(23,23),(23,24),-0.121457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,23),(23,23),(23,25),0.0584117 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,23),(23,23),(23,26),-0.118963 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,23),(23,23),(23,28),0.00479204 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,23),(23,23),(23,29),-0.116669 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,23),(23,23),(23,30),-0.0306006 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,23),(23,23),(23,31),-0.119407 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,23),(23,23),(23,33),0.0088636 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,23),(23,23),(23,34),-0.0708021 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,23),(23,23),(23,35),0.0124638 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,23),(23,24),(23,25),-0.051753 # DEPENDENCYPART_GRANDSIBL
(16,23),(23,24),(23,26),-0.00261062 # DEPENDENCYPART_GRANDSIBL
(16,23),(23,24),(23,28),-0.0711035 # DEPENDENCYPART_GRANDSIBL
(16,23),(23,24),(23,29),-0.0548528 # DEPENDENCYPART_GRANDSIBL
(16,23),(23,24),(23,30),-0.0494677 # DEPENDENCYPART_GRANDSIBL
(16,23),(23,24),(23,31),0.000229391 # DEPENDENCYPART_GRANDSIBL
(16,23),(23,24),(23,33),-0.0716223 # DEPENDENCYPART_GRANDSIBL
(16,23),(23,24),(23,34),-0.0310198 # DEPENDENCYPART_GRANDSIBL
(16,23),(23,24),(23,35),-0.0914202 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,23),(23,25),(23,26),-0.0354638 # DEPENDENCYPART_GRANDSIBL
(16,23),(23,25),(23,28),-0.0466985 # DEPENDENCYPART_GRANDSIBL
(16,23),(23,25),(23,29),0.0209414 # DEPENDENCYPART_GRANDSIBL
(16,23),(23,25),(23,30),-0.0483175 # DEPENDENCYPART_GRANDSIBL
(16,23),(23,25),(23,31),-0.0330592 # DEPENDENCYPART_GRANDSIBL
(16,23),(23,25),(23,33),-0.0466985 # DEPENDENCYPART_GRANDSIBL
(16,23),(23,25),(23,34),-0.0436362 # DEPENDENCYPART_GRANDSIBL
(16,23),(23,25),(23,35),-0.0414069 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,23),(23,26),(23,28),-0.0717341 # DEPENDENCYPART_GRANDSIBL
(16,23),(23,26),(23,29),-0.0593509 # DEPENDENCYPART_GRANDSIBL
(16,23),(23,26),(23,30),-0.0471687 # DEPENDENCYPART_GRANDSIBL
(16,23),(23,26),(23,31),0.000885111 # DEPENDENCYPART_GRANDSIBL
(16,23),(23,26),(23,33),-0.0722529 # DEPENDENCYPART_GRANDSIBL
(16,23),(23,26),(23,34),-0.0297235 # DEPENDENCYPART_GRANDSIBL
(16,23),(23,26),(23,35),-0.111671 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,23),(23,28),(23,29),-0.0748127 # DEPENDENCYPART_GRANDSIBL
(16,23),(23,28),(23,30),-0.0315669 # DEPENDENCYPART_GRANDSIBL
(16,23),(23,28),(23,31),-0.0781465 # DEPENDENCYPART_GRANDSIBL
(16,23),(23,28),(23,33),-0.00382009 # DEPENDENCYPART_GRANDSIBL
(16,23),(23,28),(23,34),-0.030999 # DEPENDENCYPART_GRANDSIBL
(16,23),(23,28),(23,35),-0.0136551 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,23),(23,29),(23,30),-0.0235859 # DEPENDENCYPART_GRANDSIBL
(16,23),(23,29),(23,31),0.0338795 # DEPENDENCYPART_GRANDSIBL
(16,23),(23,29),(23,33),-0.0692242 # DEPENDENCYPART_GRANDSIBL
(16,23),(23,29),(23,34),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(16,23),(23,29),(23,35),0.0703388 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,23),(23,30),(23,31),-0.0181962 # DEPENDENCYPART_GRANDSIBL
(16,23),(23,30),(23,33),-0.0366178 # DEPENDENCYPART_GRANDSIBL
(16,23),(23,30),(23,34),-0.042015 # DEPENDENCYPART_GRANDSIBL
(16,23),(23,30),(23,35),-0.0940309 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,23),(23,31),(23,33),-0.0719571 # DEPENDENCYPART_GRANDSIBL
(16,23),(23,31),(23,34),-0.0297101 # DEPENDENCYPART_GRANDSIBL
(16,23),(23,31),(23,35),-0.0935906 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,23),(23,33),(23,34),-0.030999 # DEPENDENCYPART_GRANDSIBL
(16,23),(23,33),(23,35),-0.00977978 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,23),(23,34),(23,35),-0.0509699 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,23),(23,23),(23,22),0.186395 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,23),(23,23),(23,21),0.111677 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,23),(23,23),(23,20),0.0923734 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,23),(23,23),(23,19),0.0665471 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,23),(23,23),(23,18),0.188693 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,23),(23,23),(23,17),0.0923734 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,23),(23,23),(23,16),0.142749 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,23),(23,23),(23,15),-0.0986921 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,23),(23,23),(23,14),-0.10729 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,23),(23,23),(23,13),-0.104383 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,23),(23,23),(23,12),-0.188115 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,23),(23,23),(23,11),-0.130903 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,23),(23,23),(23,10),-0.122194 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,23),(23,23),(23,9),-0.124905 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,23),(23,23),(23,7),-0.107276 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,23),(23,23),(23,6),-0.104383 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,23),(23,23),(23,5),-0.188107 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,23),(23,23),(23,3),-0.188992 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,23),(23,23),(23,1),-0.126637 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,23),(23,23),(23,-1),-0.240671 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,23),(23,22),(23,21),0.107255 # DEPENDENCYPART_GRANDSIBL
(16,23),(23,22),(23,20),0.166759 # DEPENDENCYPART_GRANDSIBL
(16,23),(23,22),(23,19),0.0641724 # DEPENDENCYPART_GRANDSIBL
(16,23),(23,22),(23,18),0.093978 # DEPENDENCYPART_GRANDSIBL
(16,23),(23,22),(23,17),0.166759 # DEPENDENCYPART_GRANDSIBL
(16,23),(23,22),(23,16),0.104145 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,23),(23,22),(23,15),-0.127799 # DEPENDENCYPART_GRANDSIBL
(16,23),(23,22),(23,14),-0.124113 # DEPENDENCYPART_GRANDSIBL
(16,23),(23,22),(23,13),-0.124517 # DEPENDENCYPART_GRANDSIBL
(16,23),(23,22),(23,12),-0.128224 # DEPENDENCYPART_GRANDSIBL
(16,23),(23,22),(23,11),-0.124981 # DEPENDENCYPART_GRANDSIBL
(16,23),(23,22),(23,10),-0.124915 # DEPENDENCYPART_GRANDSIBL
(16,23),(23,22),(23,9),-0.127746 # DEPENDENCYPART_GRANDSIBL
(16,23),(23,22),(23,7),-0.124112 # DEPENDENCYPART_GRANDSIBL
(16,23),(23,22),(23,6),-0.124517 # DEPENDENCYPART_GRANDSIBL
(16,23),(23,22),(23,5),-0.128224 # DEPENDENCYPART_GRANDSIBL
(16,23),(23,22),(23,3),-0.128224 # DEPENDENCYPART_GRANDSIBL
(16,23),(23,22),(23,1),-0.125636 # DEPENDENCYPART_GRANDSIBL
(16,23),(23,22),(23,-1),-0.118536 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,23),(23,21),(23,20),0.114553 # DEPENDENCYPART_GRANDSIBL
(16,23),(23,21),(23,19),0.109936 # DEPENDENCYPART_GRANDSIBL
(16,23),(23,21),(23,18),0.125774 # DEPENDENCYPART_GRANDSIBL
(16,23),(23,21),(23,17),0.114553 # DEPENDENCYPART_GRANDSIBL
(16,23),(23,21),(23,16),0.10214 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,23),(23,21),(23,15),-0.124888 # DEPENDENCYPART_GRANDSIBL
(16,23),(23,21),(23,14),-0.125639 # DEPENDENCYPART_GRANDSIBL
(16,23),(23,21),(23,13),-0.125657 # DEPENDENCYPART_GRANDSIBL
(16,23),(23,21),(23,12),-0.124888 # DEPENDENCYPART_GRANDSIBL
(16,23),(23,21),(23,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,23),(23,21),(23,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,23),(23,21),(23,9),-0.12509 # DEPENDENCYPART_GRANDSIBL
(16,23),(23,21),(23,7),-0.125638 # DEPENDENCYPART_GRANDSIBL
(16,23),(23,21),(23,6),-0.125657 # DEPENDENCYPART_GRANDSIBL
(16,23),(23,21),(23,5),-0.124888 # DEPENDENCYPART_GRANDSIBL
(16,23),(23,21),(23,3),-0.124888 # DEPENDENCYPART_GRANDSIBL
(16,23),(23,21),(23,1),-0.124908 # DEPENDENCYPART_GRANDSIBL
(16,23),(23,21),(23,-1),-0.117461 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,23),(23,20),(23,19),0.126001 # DEPENDENCYPART_GRANDSIBL
(16,23),(23,20),(23,18),0.11518 # DEPENDENCYPART_GRANDSIBL
(16,23),(23,20),(23,17),0.11866 # DEPENDENCYPART_GRANDSIBL
(16,23),(23,20),(23,16),0.11454 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,23),(23,20),(23,15),-0.124899 # DEPENDENCYPART_GRANDSIBL
(16,23),(23,20),(23,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,23),(23,20),(23,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,23),(23,20),(23,12),-0.12489 # DEPENDENCYPART_GRANDSIBL
(16,23),(23,20),(23,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,23),(23,20),(23,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,23),(23,20),(23,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,23),(23,20),(23,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,23),(23,20),(23,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,23),(23,20),(23,5),-0.12489 # DEPENDENCYPART_GRANDSIBL
(16,23),(23,20),(23,3),-0.12489 # DEPENDENCYPART_GRANDSIBL
(16,23),(23,20),(23,1),-0.125184 # DEPENDENCYPART_GRANDSIBL
(16,23),(23,20),(23,-1),-0.101393 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
