# _root_ `` It 's pure psychology , '' said William Au Yeung , an account executive for Drexel Burnham Lambert ( HK ) Ltd. in Hong Kong .
#goldHeads=8,3,8,5,3,8,8,0,11,11,8,11,15,15,11,15,19,19,16,21,19,21,19,19,26,24,8,
#predictedHeads=8,3,8,5,3,8,8,0,11,11,8,11,15,15,11,15,19,19,16,21,19,21,19,19,26,24,8,
(11,5),(5,7),-0.242161 # DEPENDENCYPART_GRANDPAR
(11,5),(5,8),-0.0331705 # DEPENDENCYPART_GRANDPAR
(11,5),(5,9),-0.394804 # DEPENDENCYPART_GRANDPAR
(11,5),(5,10),-0.389427 # DEPENDENCYPART_GRANDPAR
(11,5),(5,11),-1.21695 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,5),(5,12),-0.821612 # DEPENDENCYPART_GRANDPAR
(11,5),(5,15),-0.435338 # DEPENDENCYPART_GRANDPAR
(11,5),(5,16),-0.0221022 # DEPENDENCYPART_GRANDPAR
(11,5),(5,19),-0.706007 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),-0.33345 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.574268 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),-0.318705 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.575446 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.401363 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-1.10781 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,1),-0.257749 # DEPENDENCYPART_GRANDPAR
(11,8),(8,2),-0.22946 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),0.00447595 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-0.365438 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.406867 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.28935 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.127202 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),-0.531525 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),-0.522285 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-1.11344 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,12),-0.679653 # DEPENDENCYPART_GRANDPAR
(11,8),(8,15),-0.300849 # DEPENDENCYPART_GRANDPAR
(11,8),(8,16),-0.124857 # DEPENDENCYPART_GRANDPAR
(11,8),(8,19),-0.602497 # DEPENDENCYPART_GRANDPAR
(11,8),(8,20),-0.254968 # DEPENDENCYPART_GRANDPAR
(11,8),(8,22),-0.501154 # DEPENDENCYPART_GRANDPAR
(11,8),(8,23),-0.963816 # DEPENDENCYPART_GRANDPAR
(11,8),(8,24),-0.857086 # DEPENDENCYPART_GRANDPAR
(11,8),(8,26),-0.782878 # DEPENDENCYPART_GRANDPAR
(11,8),(8,27),-1.28872 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),-0.326969 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-1.25801 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),-0.918911 # DEPENDENCYPART_GRANDPAR
(11,9),(9,15),-0.47107 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),-0.584012 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.223929 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.395914 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-1.258 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.918911 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-0.516347 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),-0.471069 # DEPENDENCYPART_GRANDPAR
(11,10),(10,16),-0.180381 # DEPENDENCYPART_GRANDPAR
(11,10),(10,19),-0.747057 # DEPENDENCYPART_GRANDPAR
(11,10),(10,24),-0.922504 # DEPENDENCYPART_GRANDPAR
(11,13),(13,12),-0.233539 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),0.0636367 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),0.421258 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),0.846606 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),0.22283 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),0.494505 # DEPENDENCYPART_GRANDPAR
(11,15),(15,1),-1.00958 # DEPENDENCYPART_GRANDPAR
(11,15),(15,4),-1.00303 # DEPENDENCYPART_GRANDPAR
(11,15),(15,5),-1.06334 # DEPENDENCYPART_GRANDPAR
(11,15),(15,7),-0.757733 # DEPENDENCYPART_GRANDPAR
(11,15),(15,9),-1.10667 # DEPENDENCYPART_GRANDPAR
(11,15),(15,10),-1.08981 # DEPENDENCYPART_GRANDPAR
(11,15),(15,11),-0.498575 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,15),(15,12),-0.133872 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),0.850869 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),0.449897 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),0.50247 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),-0.348351 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),-0.00550744 # DEPENDENCYPART_GRANDPAR
(11,15),(15,19),-0.0727009 # DEPENDENCYPART_GRANDPAR
(11,15),(15,20),0.274362 # DEPENDENCYPART_GRANDPAR
(11,15),(15,21),-0.273194 # DEPENDENCYPART_GRANDPAR
(11,15),(15,22),0.133008 # DEPENDENCYPART_GRANDPAR
(11,15),(15,24),-0.326514 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),0.332387 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.0961105 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),0.229476 # DEPENDENCYPART_GRANDPAR
(11,16),(16,19),0.189552 # DEPENDENCYPART_GRANDPAR
(11,16),(16,20),0.136195 # DEPENDENCYPART_GRANDPAR
(11,16),(16,21),-0.0191667 # DEPENDENCYPART_GRANDPAR
(11,16),(16,22),-0.0760408 # DEPENDENCYPART_GRANDPAR
(11,16),(16,23),-0.285122 # DEPENDENCYPART_GRANDPAR
(11,16),(16,25),-0.418219 # DEPENDENCYPART_GRANDPAR
(11,16),(16,26),0.0289392 # DEPENDENCYPART_GRANDPAR
(11,18),(18,17),-0.191502 # DEPENDENCYPART_GRANDPAR
(11,18),(18,19),0.00334052 # DEPENDENCYPART_GRANDPAR
(11,18),(18,21),-0.187361 # DEPENDENCYPART_GRANDPAR
(11,18),(18,23),-0.210817 # DEPENDENCYPART_GRANDPAR
(11,18),(18,24),-0.408809 # DEPENDENCYPART_GRANDPAR
(11,18),(18,26),-0.174079 # DEPENDENCYPART_GRANDPAR
(11,19),(19,1),-1.03415 # DEPENDENCYPART_GRANDPAR
(11,19),(19,3),-0.824777 # DEPENDENCYPART_GRANDPAR
(11,19),(19,4),-1.02972 # DEPENDENCYPART_GRANDPAR
(11,19),(19,5),-1.09712 # DEPENDENCYPART_GRANDPAR
(11,19),(19,9),-1.14624 # DEPENDENCYPART_GRANDPAR
(11,19),(19,10),-1.12938 # DEPENDENCYPART_GRANDPAR
(11,19),(19,11),-0.410576 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,19),(19,12),-0.272082 # DEPENDENCYPART_GRANDPAR
(11,19),(19,13),0.365392 # DEPENDENCYPART_GRANDPAR
(11,19),(19,14),0.159368 # DEPENDENCYPART_GRANDPAR
(11,19),(19,15),0.189961 # DEPENDENCYPART_GRANDPAR
(11,19),(19,16),0.539374 # DEPENDENCYPART_GRANDPAR
(11,19),(19,17),-0.134753 # DEPENDENCYPART_GRANDPAR
(11,19),(19,18),0.197916 # DEPENDENCYPART_GRANDPAR
(11,19),(19,20),0.195435 # DEPENDENCYPART_GRANDPAR
(11,19),(19,21),-0.158707 # DEPENDENCYPART_GRANDPAR
(11,19),(19,22),0.156353 # DEPENDENCYPART_GRANDPAR
(11,19),(19,23),-0.182163 # DEPENDENCYPART_GRANDPAR
(11,19),(19,24),-0.40517 # DEPENDENCYPART_GRANDPAR
(11,19),(19,25),-0.544007 # DEPENDENCYPART_GRANDPAR
(11,19),(19,26),-0.145425 # DEPENDENCYPART_GRANDPAR
(11,20),(20,21),-0.326299 # DEPENDENCYPART_GRANDPAR
(11,20),(20,22),0.0184534 # DEPENDENCYPART_GRANDPAR
(11,21),(21,17),-0.181099 # DEPENDENCYPART_GRANDPAR
(11,21),(21,18),0.151757 # DEPENDENCYPART_GRANDPAR
(11,21),(21,19),0.0654479 # DEPENDENCYPART_GRANDPAR
(11,21),(21,20),0.387491 # DEPENDENCYPART_GRANDPAR
(11,21),(21,22),0.151541 # DEPENDENCYPART_GRANDPAR
(11,21),(21,23),-0.200055 # DEPENDENCYPART_GRANDPAR
(11,21),(21,24),-0.406457 # DEPENDENCYPART_GRANDPAR
(11,21),(21,25),-0.5619 # DEPENDENCYPART_GRANDPAR
(11,21),(21,26),-0.163318 # DEPENDENCYPART_GRANDPAR
(11,22),(22,20),0.190452 # DEPENDENCYPART_GRANDPAR
(11,22),(22,21),-0.460064 # DEPENDENCYPART_GRANDPAR
(11,22),(22,23),-0.488836 # DEPENDENCYPART_GRANDPAR
(11,22),(22,24),-0.453472 # DEPENDENCYPART_GRANDPAR
(11,22),(22,25),-0.675827 # DEPENDENCYPART_GRANDPAR
(11,22),(22,26),-0.273574 # DEPENDENCYPART_GRANDPAR
(11,23),(23,1),-1.03404 # DEPENDENCYPART_GRANDPAR
(11,23),(23,17),-0.508095 # DEPENDENCYPART_GRANDPAR
(11,23),(23,18),-0.175238 # DEPENDENCYPART_GRANDPAR
(11,23),(23,19),-0.261547 # DEPENDENCYPART_GRANDPAR
(11,23),(23,20),0.332154 # DEPENDENCYPART_GRANDPAR
(11,23),(23,21),-0.452079 # DEPENDENCYPART_GRANDPAR
(11,23),(23,22),-0.141168 # DEPENDENCYPART_GRANDPAR
(11,23),(23,24),-0.474535 # DEPENDENCYPART_GRANDPAR
(11,23),(23,25),-0.661193 # DEPENDENCYPART_GRANDPAR
(11,23),(23,26),-0.262614 # DEPENDENCYPART_GRANDPAR
(11,24),(24,20),0.348264 # DEPENDENCYPART_GRANDPAR
(11,24),(24,23),-0.453876 # DEPENDENCYPART_GRANDPAR
(11,24),(24,25),-0.468223 # DEPENDENCYPART_GRANDPAR
(11,24),(24,26),0.0239307 # DEPENDENCYPART_GRANDPAR
(11,26),(26,1),-1.03404 # DEPENDENCYPART_GRANDPAR
(11,26),(26,9),-1.14613 # DEPENDENCYPART_GRANDPAR
(11,26),(26,10),-1.12927 # DEPENDENCYPART_GRANDPAR
(11,26),(26,11),-0.37193 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,26),(26,15),0.185209 # DEPENDENCYPART_GRANDPAR
(11,26),(26,17),-0.117981 # DEPENDENCYPART_GRANDPAR
(11,26),(26,18),0.214875 # DEPENDENCYPART_GRANDPAR
(11,26),(26,19),0.128566 # DEPENDENCYPART_GRANDPAR
(11,26),(26,20),0.365025 # DEPENDENCYPART_GRANDPAR
(11,26),(26,21),-0.0619658 # DEPENDENCYPART_GRANDPAR
(11,26),(26,22),-0.0768472 # DEPENDENCYPART_GRANDPAR
(11,26),(26,23),-0.198651 # DEPENDENCYPART_GRANDPAR
(11,26),(26,25),-0.348526 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.917627 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),0.0866103 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),-0.229462 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),0.0552194 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.288102 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),-0.297293 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),-0.383262 # DEPENDENCYPART_GRANDPAR
(13,16),(16,20),-0.567568 # DEPENDENCYPART_GRANDPAR
(13,16),(16,21),-0.478395 # DEPENDENCYPART_GRANDPAR
(13,16),(16,22),-0.668213 # DEPENDENCYPART_GRANDPAR
(13,16),(16,23),-0.591599 # DEPENDENCYPART_GRANDPAR
(13,16),(16,25),-0.784278 # DEPENDENCYPART_GRANDPAR
(13,16),(16,26),-0.652236 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.447047 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-1.65188 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,16),-0.866934 # DEPENDENCYPART_GRANDPAR
(14,15),(15,1),-1.19459 # DEPENDENCYPART_GRANDPAR
(14,15),(15,4),-1.20396 # DEPENDENCYPART_GRANDPAR
(14,15),(15,5),-1.35213 # DEPENDENCYPART_GRANDPAR
(14,15),(15,7),-1.17751 # DEPENDENCYPART_GRANDPAR
(14,15),(15,9),-1.1273 # DEPENDENCYPART_GRANDPAR
(14,15),(15,10),-1.16457 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),-0.971894 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-1.27292 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.98236 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.987045 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),-0.0928343 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),-0.468421 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),-0.417725 # DEPENDENCYPART_GRANDPAR
(14,15),(15,19),-0.305053 # DEPENDENCYPART_GRANDPAR
(14,15),(15,20),-0.198209 # DEPENDENCYPART_GRANDPAR
(14,15),(15,21),-0.516339 # DEPENDENCYPART_GRANDPAR
(14,15),(15,22),-0.108354 # DEPENDENCYPART_GRANDPAR
(14,15),(15,24),-0.0725194 # DEPENDENCYPART_GRANDPAR
(14,16),(16,15),0.127713 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),-0.235542 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),-0.21032 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),-0.0399641 # DEPENDENCYPART_GRANDPAR
(14,16),(16,20),-0.121111 # DEPENDENCYPART_GRANDPAR
(14,16),(16,21),-0.280119 # DEPENDENCYPART_GRANDPAR
(14,16),(16,22),-0.280669 # DEPENDENCYPART_GRANDPAR
(14,16),(16,23),-0.562249 # DEPENDENCYPART_GRANDPAR
(14,16),(16,25),-0.756982 # DEPENDENCYPART_GRANDPAR
(14,16),(16,26),-0.234018 # DEPENDENCYPART_GRANDPAR
(15,1),(1,2),-0.309391 # DEPENDENCYPART_GRANDPAR
(15,1),(1,3),-0.168924 # DEPENDENCYPART_GRANDPAR
(15,4),(4,1),-0.506716 # DEPENDENCYPART_GRANDPAR
(15,4),(4,2),-0.316387 # DEPENDENCYPART_GRANDPAR
(15,4),(4,3),-0.460345 # DEPENDENCYPART_GRANDPAR
(15,4),(4,5),-0.44287 # DEPENDENCYPART_GRANDPAR
(15,4),(4,6),-0.981039 # DEPENDENCYPART_GRANDPAR
(15,4),(4,7),-0.521703 # DEPENDENCYPART_GRANDPAR
(15,4),(4,8),-0.444357 # DEPENDENCYPART_GRANDPAR
(15,5),(5,1),-0.548635 # DEPENDENCYPART_GRANDPAR
(15,5),(5,2),-0.333394 # DEPENDENCYPART_GRANDPAR
(15,5),(5,3),-0.451031 # DEPENDENCYPART_GRANDPAR
(15,5),(5,4),-0.641809 # DEPENDENCYPART_GRANDPAR
(15,5),(5,6),-1.01248 # DEPENDENCYPART_GRANDPAR
(15,5),(5,7),-0.565181 # DEPENDENCYPART_GRANDPAR
(15,5),(5,8),-0.403463 # DEPENDENCYPART_GRANDPAR
(15,5),(5,9),-0.500847 # DEPENDENCYPART_GRANDPAR
(15,5),(5,10),-0.342867 # DEPENDENCYPART_GRANDPAR
(15,5),(5,11),-0.148627 # DEPENDENCYPART_GRANDPAR
(15,5),(5,12),-0.44769 # DEPENDENCYPART_GRANDPAR
(15,5),(5,15),-1.21826 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,5),(5,16),-0.478027 # DEPENDENCYPART_GRANDPAR
(15,5),(5,19),-0.61327 # DEPENDENCYPART_GRANDPAR
(15,7),(7,3),-0.466868 # DEPENDENCYPART_GRANDPAR
(15,7),(7,5),-0.583054 # DEPENDENCYPART_GRANDPAR
(15,7),(7,6),-1.01694 # DEPENDENCYPART_GRANDPAR
(15,7),(7,11),-0.280037 # DEPENDENCYPART_GRANDPAR
(15,9),(9,10),-0.179159 # DEPENDENCYPART_GRANDPAR
(15,9),(9,11),0.0150807 # DEPENDENCYPART_GRANDPAR
(15,9),(9,12),-0.354453 # DEPENDENCYPART_GRANDPAR
(15,9),(9,15),-1.12918 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,10),(10,5),-0.547484 # DEPENDENCYPART_GRANDPAR
(15,10),(10,7),-0.611205 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),-0.432893 # DEPENDENCYPART_GRANDPAR
(15,10),(10,11),0.0328309 # DEPENDENCYPART_GRANDPAR
(15,10),(10,12),-0.339137 # DEPENDENCYPART_GRANDPAR
(15,10),(10,14),0.0425532 # DEPENDENCYPART_GRANDPAR
(15,10),(10,15),-1.12918 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,10),(10,16),-0.485058 # DEPENDENCYPART_GRANDPAR
(15,10),(10,19),-0.528637 # DEPENDENCYPART_GRANDPAR
(15,10),(10,24),-0.680302 # DEPENDENCYPART_GRANDPAR
(15,11),(11,1),-0.547101 # DEPENDENCYPART_GRANDPAR
(15,11),(11,3),-0.38247 # DEPENDENCYPART_GRANDPAR
(15,11),(11,4),-0.650447 # DEPENDENCYPART_GRANDPAR
(15,11),(11,5),-0.547484 # DEPENDENCYPART_GRANDPAR
(15,11),(11,6),-0.835062 # DEPENDENCYPART_GRANDPAR
(15,11),(11,7),-0.611205 # DEPENDENCYPART_GRANDPAR
(15,11),(11,8),-0.559392 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),-0.432893 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),-0.230352 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),-0.339137 # DEPENDENCYPART_GRANDPAR
(15,11),(11,13),-0.174881 # DEPENDENCYPART_GRANDPAR
(15,11),(11,14),0.0425532 # DEPENDENCYPART_GRANDPAR
(15,11),(11,15),-1.12918 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,11),(11,16),-0.485058 # DEPENDENCYPART_GRANDPAR
(15,11),(11,18),-0.614896 # DEPENDENCYPART_GRANDPAR
(15,11),(11,19),-0.528637 # DEPENDENCYPART_GRANDPAR
(15,11),(11,20),-0.462834 # DEPENDENCYPART_GRANDPAR
(15,11),(11,21),-0.797533 # DEPENDENCYPART_GRANDPAR
(15,11),(11,22),-0.551229 # DEPENDENCYPART_GRANDPAR
(15,11),(11,23),-0.836432 # DEPENDENCYPART_GRANDPAR
(15,11),(11,24),-0.680302 # DEPENDENCYPART_GRANDPAR
(15,11),(11,26),-0.753286 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.306045 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),0.0433012 # DEPENDENCYPART_GRANDPAR
(15,13),(13,16),-0.524953 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.513277 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-1.21833 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),-0.478124 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.497004 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),-0.0642878 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),0.0872506 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),0.248929 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),0.0705801 # DEPENDENCYPART_GRANDPAR
(15,16),(16,21),-0.0644507 # DEPENDENCYPART_GRANDPAR
(15,16),(16,22),-0.0663509 # DEPENDENCYPART_GRANDPAR
(15,16),(16,23),-0.229431 # DEPENDENCYPART_GRANDPAR
(15,16),(16,25),-0.544212 # DEPENDENCYPART_GRANDPAR
(15,16),(16,26),0.0647786 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),0.0703153 # DEPENDENCYPART_GRANDPAR
(15,17),(17,21),-0.0990806 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),-1.63593e-05 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),0.179498 # DEPENDENCYPART_GRANDPAR
(15,18),(18,21),-0.0973881 # DEPENDENCYPART_GRANDPAR
(15,18),(18,23),0.0231826 # DEPENDENCYPART_GRANDPAR
(15,18),(18,24),0.0794088 # DEPENDENCYPART_GRANDPAR
(15,18),(18,26),-0.0431809 # DEPENDENCYPART_GRANDPAR
(15,19),(19,1),-1.05075 # DEPENDENCYPART_GRANDPAR
(15,19),(19,3),-0.830642 # DEPENDENCYPART_GRANDPAR
(15,19),(19,4),-1.10743 # DEPENDENCYPART_GRANDPAR
(15,19),(19,5),-1.14977 # DEPENDENCYPART_GRANDPAR
(15,19),(19,9),-1.10506 # DEPENDENCYPART_GRANDPAR
(15,19),(19,10),-0.940582 # DEPENDENCYPART_GRANDPAR
(15,19),(19,11),-0.746342 # DEPENDENCYPART_GRANDPAR
(15,19),(19,12),-1.10482 # DEPENDENCYPART_GRANDPAR
(15,19),(19,13),-0.841468 # DEPENDENCYPART_GRANDPAR
(15,19),(19,14),-0.553195 # DEPENDENCYPART_GRANDPAR
(15,19),(19,15),-0.531321 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,19),(19,16),0.296347 # DEPENDENCYPART_GRANDPAR
(15,19),(19,17),0.0451685 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),0.219963 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),0.0532345 # DEPENDENCYPART_GRANDPAR
(15,19),(19,21),-0.0746562 # DEPENDENCYPART_GRANDPAR
(15,19),(19,22),-0.00763666 # DEPENDENCYPART_GRANDPAR
(15,19),(19,23),0.0459146 # DEPENDENCYPART_GRANDPAR
(15,19),(19,24),0.0779266 # DEPENDENCYPART_GRANDPAR
(15,19),(19,25),-0.531988 # DEPENDENCYPART_GRANDPAR
(15,19),(19,26),-0.0204489 # DEPENDENCYPART_GRANDPAR
(15,20),(20,21),-0.229106 # DEPENDENCYPART_GRANDPAR
(15,20),(20,22),0.142981 # DEPENDENCYPART_GRANDPAR
(15,21),(21,17),-0.00293975 # DEPENDENCYPART_GRANDPAR
(15,21),(21,18),0.171976 # DEPENDENCYPART_GRANDPAR
(15,21),(21,19),0.239333 # DEPENDENCYPART_GRANDPAR
(15,21),(21,20),0.0160368 # DEPENDENCYPART_GRANDPAR
(15,21),(21,22),-0.00796462 # DEPENDENCYPART_GRANDPAR
(15,21),(21,23),0.0332681 # DEPENDENCYPART_GRANDPAR
(15,21),(21,24),0.0811177 # DEPENDENCYPART_GRANDPAR
(15,21),(21,25),-0.544634 # DEPENDENCYPART_GRANDPAR
(15,21),(21,26),-0.0330954 # DEPENDENCYPART_GRANDPAR
(15,22),(22,20),-0.0404903 # DEPENDENCYPART_GRANDPAR
(15,22),(22,21),-0.317842 # DEPENDENCYPART_GRANDPAR
(15,22),(22,23),-0.299584 # DEPENDENCYPART_GRANDPAR
(15,22),(22,24),0.000457269 # DEPENDENCYPART_GRANDPAR
(15,22),(22,25),-0.689416 # DEPENDENCYPART_GRANDPAR
(15,22),(22,26),-0.168691 # DEPENDENCYPART_GRANDPAR
(15,24),(24,20),0.0534081 # DEPENDENCYPART_GRANDPAR
(15,24),(24,23),-0.216398 # DEPENDENCYPART_GRANDPAR
(15,24),(24,25),-0.543541 # DEPENDENCYPART_GRANDPAR
(15,24),(24,26),0.168294 # DEPENDENCYPART_GRANDPAR
(16,15),(15,1),-0.464947 # DEPENDENCYPART_GRANDPAR
(16,15),(15,4),-0.52315 # DEPENDENCYPART_GRANDPAR
(16,15),(15,5),-0.717643 # DEPENDENCYPART_GRANDPAR
(16,15),(15,7),-0.55823 # DEPENDENCYPART_GRANDPAR
(16,15),(15,9),-0.619998 # DEPENDENCYPART_GRANDPAR
(16,15),(15,10),-0.583942 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),-0.599232 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.920713 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.483561 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.506096 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-1.29984 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),-0.13443 # DEPENDENCYPART_GRANDPAR
(16,15),(15,18),0.0390045 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),-0.301717 # DEPENDENCYPART_GRANDPAR
(16,15),(15,20),-1.05975 # DEPENDENCYPART_GRANDPAR
(16,15),(15,21),-0.810403 # DEPENDENCYPART_GRANDPAR
(16,15),(15,22),-0.763021 # DEPENDENCYPART_GRANDPAR
(16,15),(15,24),-0.59627 # DEPENDENCYPART_GRANDPAR
(16,17),(17,18),0.868727 # DEPENDENCYPART_GRANDPAR
(16,17),(17,21),0.0220586 # DEPENDENCYPART_GRANDPAR
(16,18),(18,17),0.955987 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),0.504457 # DEPENDENCYPART_GRANDPAR
(16,18),(18,21),0.0155045 # DEPENDENCYPART_GRANDPAR
(16,18),(18,23),0.336653 # DEPENDENCYPART_GRANDPAR
(16,18),(18,24),0.202704 # DEPENDENCYPART_GRANDPAR
(16,18),(18,26),-0.520081 # DEPENDENCYPART_GRANDPAR
(16,19),(19,1),-1.21053 # DEPENDENCYPART_GRANDPAR
(16,19),(19,3),-0.98659 # DEPENDENCYPART_GRANDPAR
(16,19),(19,4),-1.16334 # DEPENDENCYPART_GRANDPAR
(16,19),(19,5),-1.63671 # DEPENDENCYPART_GRANDPAR
(16,19),(19,9),-1.41569 # DEPENDENCYPART_GRANDPAR
(16,19),(19,10),-1.38202 # DEPENDENCYPART_GRANDPAR
(16,19),(19,11),-1.39731 # DEPENDENCYPART_GRANDPAR
(16,19),(19,12),-1.6529 # DEPENDENCYPART_GRANDPAR
(16,19),(19,13),-1.37593 # DEPENDENCYPART_GRANDPAR
(16,19),(19,14),-1.36901 # DEPENDENCYPART_GRANDPAR
(16,19),(19,15),-1.16913 # DEPENDENCYPART_GRANDPAR
(16,19),(19,16),-0.578591 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,19),(19,17),1.08984 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),1.29471 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),-0.40938 # DEPENDENCYPART_GRANDPAR
(16,19),(19,21),0.0783234 # DEPENDENCYPART_GRANDPAR
(16,19),(19,22),-0.190597 # DEPENDENCYPART_GRANDPAR
(16,19),(19,23),0.399472 # DEPENDENCYPART_GRANDPAR
(16,19),(19,24),0.223493 # DEPENDENCYPART_GRANDPAR
(16,19),(19,25),-0.671249 # DEPENDENCYPART_GRANDPAR
(16,19),(19,26),-0.457262 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),-0.193792 # DEPENDENCYPART_GRANDPAR
(16,20),(20,22),-0.268851 # DEPENDENCYPART_GRANDPAR
(16,21),(21,17),0.996785 # DEPENDENCYPART_GRANDPAR
