# _root_ He is an avuncular figure who remembers the birthdays of colleagues ' children , opens doors for women , and almost never has a bad word to say about anybody .
#goldHeads=2,0,5,5,2,20,20,9,7,9,13,11,10,20,20,15,15,17,20,5,23,21,20,26,26,23,28,26,28,29,2,
#predictedHeads=2,0,5,5,2,7,5,9,7,9,13,11,10,5,20,15,16,17,20,5,23,21,20,26,26,23,28,26,28,29,2,
(15,21),(21,21),(21,-1),-0.109082 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,21),(21,18),(21,-1),-0.10779 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,22),(22,22),(22,26),-0.01177 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,22),(22,22),(22,32),0.0816587 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,22),(22,26),(22,32),0.0576614 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,22),(22,22),(22,21),0.121029 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,22),(22,22),(22,18),0.114545 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,22),(22,22),(22,16),0.114545 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,22),(22,22),(22,9),-0.135104 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,22),(22,22),(22,5),-0.135104 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,22),(22,22),(22,-1),-0.0726481 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,22),(22,21),(22,18),0.114464 # DEPENDENCYPART_GRANDSIBL
(15,22),(22,21),(22,16),0.114464 # DEPENDENCYPART_GRANDSIBL
(15,22),(22,21),(22,9),-0.125041 # DEPENDENCYPART_GRANDSIBL
(15,22),(22,21),(22,5),-0.125041 # DEPENDENCYPART_GRANDSIBL
(15,22),(22,21),(22,-1),-0.0825929 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,22),(22,18),(22,16),0.124696 # DEPENDENCYPART_GRANDSIBL
(15,22),(22,18),(22,9),-0.124915 # DEPENDENCYPART_GRANDSIBL
(15,22),(22,18),(22,5),-0.124915 # DEPENDENCYPART_GRANDSIBL
(15,22),(22,18),(22,-1),-0.107414 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,22),(22,16),(22,9),-0.124915 # DEPENDENCYPART_GRANDSIBL
(15,22),(22,16),(22,5),-0.124915 # DEPENDENCYPART_GRANDSIBL
(15,22),(22,16),(22,-1),-0.107414 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,22),(22,9),(22,5),-0.124915 # DEPENDENCYPART_GRANDSIBL
(15,22),(22,9),(22,-1),-0.107414 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,22),(22,5),(22,-1),-0.107414 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,23),(23,23),(23,24),-0.0281886 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,23),(23,23),(23,25),-0.0494803 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,23),(23,23),(23,26),0.0104902 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,23),(23,23),(23,27),0.0654288 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,23),(23,23),(23,28),-0.0848805 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,23),(23,23),(23,29),-0.0580413 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,23),(23,23),(23,30),0.0132812 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,23),(23,23),(23,31),-0.0701279 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,23),(23,23),(23,32),0.0418618 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,23),(23,24),(23,25),-0.0449443 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,24),(23,26),-0.0474848 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,24),(23,27),-0.0405344 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,24),(23,28),-0.0495065 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,24),(23,29),-0.0311403 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,24),(23,30),-0.0474848 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,24),(23,31),-0.0428512 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,24),(23,32),-0.0477421 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,23),(23,25),(23,26),-0.0686985 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,25),(23,27),-0.0473626 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,25),(23,28),-0.0647504 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,25),(23,29),-0.0286877 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,25),(23,30),-0.0686985 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,25),(23,31),-0.0363898 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,25),(23,32),-0.0481955 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,23),(23,26),(23,27),-0.0470779 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,26),(23,28),-0.101598 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,26),(23,29),-0.0335359 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,26),(23,30),0.00424181 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,26),(23,31),-0.03732 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,26),(23,32),-0.077358 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,23),(23,27),(23,28),-0.0336711 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,27),(23,29),-0.0173198 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,27),(23,30),-0.0506788 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,27),(23,31),-0.0436362 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,27),(23,32),-0.018172 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,23),(23,28),(23,29),-0.0328983 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,28),(23,30),-0.0693815 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,28),(23,31),-0.0199085 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,28),(23,32),-0.101153 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,23),(23,29),(23,30),-0.0243459 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,29),(23,31),-0.0507026 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,29),(23,32),-0.0197027 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,23),(23,30),(23,31),-0.03732 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,30),(23,32),-0.0778775 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,23),(23,31),(23,32),-0.0521193 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,23),(23,23),(23,22),0.0277906 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,23),(23,23),(23,21),0.0342644 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,23),(23,23),(23,20),0.0729085 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,23),(23,23),(23,19),0.0863739 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,23),(23,23),(23,18),0.194468 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,23),(23,23),(23,17),-0.0322448 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,23),(23,23),(23,16),0.198854 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,23),(23,23),(23,15),0.127673 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,23),(23,23),(23,14),-0.124905 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,23),(23,23),(23,13),-0.181054 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,23),(23,23),(23,11),-0.180912 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,23),(23,23),(23,10),-0.000336784 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,23),(23,23),(23,9),-0.180912 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,23),(23,23),(23,7),-0.107945 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,23),(23,23),(23,5),-0.180912 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,23),(23,23),(23,2),-0.105052 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,23),(23,23),(23,-1),-0.28617 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,23),(23,22),(23,21),0.121097 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,22),(23,20),0.149507 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,22),(23,19),0.127451 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,22),(23,18),0.120524 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,22),(23,17),0.0810145 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,22),(23,16),0.121891 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,22),(23,15),0.119074 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,23),(23,22),(23,14),-0.125169 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,22),(23,13),-0.126527 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,22),(23,11),-0.126527 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,22),(23,10),-0.127104 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,22),(23,9),-0.126527 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,22),(23,7),-0.127391 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,22),(23,5),-0.126527 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,22),(23,2),-0.12745 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,22),(23,-1),-0.112363 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,23),(23,21),(23,20),0.149507 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,21),(23,19),0.1275 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,21),(23,18),0.116002 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,21),(23,17),0.0816919 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,21),(23,16),0.117369 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,21),(23,15),0.118525 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,23),(23,21),(23,14),-0.125169 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,21),(23,13),-0.12652 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,21),(23,11),-0.12652 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,21),(23,10),-0.127104 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,21),(23,9),-0.12652 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,21),(23,7),-0.127391 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,21),(23,5),-0.12652 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,21),(23,2),-0.12745 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,21),(23,-1),-0.106597 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,23),(23,20),(23,19),-0.115538 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,20),(23,18),-0.037169 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,20),(23,17),0.258107 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,20),(23,16),0.0929148 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,20),(23,15),0.197181 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,23),(23,20),(23,14),0.316665 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,20),(23,13),0.023782 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,20),(23,11),0.00436766 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,20),(23,10),-0.0596388 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,20),(23,9),-0.0335004 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,20),(23,7),-0.153396 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,20),(23,5),0.0186126 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,20),(23,2),-0.20288 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,20),(23,-1),-0.160248 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,23),(23,19),(23,18),0.128215 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,19),(23,17),0.0654147 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,19),(23,16),0.128215 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,19),(23,15),0.168954 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,23),(23,19),(23,14),-0.12504 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,19),(23,13),-0.126165 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,19),(23,11),-0.126165 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,19),(23,10),-0.17853 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,19),(23,9),-0.126165 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,19),(23,7),-0.149375 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,19),(23,5),-0.126165 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,19),(23,2),-0.151907 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,19),(23,-1),-0.13113 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,23),(23,18),(23,17),0.219918 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,18),(23,16),0.102741 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,18),(23,15),0.110587 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,23),(23,18),(23,14),-0.127738 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,18),(23,13),-0.128074 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,18),(23,11),-0.128074 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,18),(23,10),-0.188493 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,18),(23,9),-0.128074 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,18),(23,7),-0.123341 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,18),(23,5),-0.128074 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,18),(23,2),-0.123746 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,18),(23,-1),-0.103792 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,23),(23,17),(23,16),0.116815 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,17),(23,15),0.115043 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,23),(23,17),(23,14),-0.126881 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,17),(23,13),-0.125488 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,17),(23,11),-0.125488 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,17),(23,10),-0.129607 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,17),(23,9),-0.125488 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,17),(23,7),-0.126791 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,17),(23,5),-0.125488 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,17),(23,2),-0.126791 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,17),(23,-1),-0.139991 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,23),(23,16),(23,15),0.110587 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,23),(23,16),(23,14),-0.127738 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,16),(23,13),-0.128074 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,16),(23,11),-0.128074 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,16),(23,10),-0.188493 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,16),(23,9),-0.128074 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,16),(23,7),-0.123341 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,16),(23,5),-0.128074 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,16),(23,2),-0.123746 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,16),(23,-1),-0.10215 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,23),(23,15),(23,14),-0.127366 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,23),(23,15),(23,13),-0.125514 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,23),(23,15),(23,11),-0.125514 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,23),(23,15),(23,10),-0.134926 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,23),(23,15),(23,9),-0.125514 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,23),(23,15),(23,7),-0.125109 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,23),(23,15),(23,5),-0.125514 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,23),(23,15),(23,2),-0.125109 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,23),(23,15),(23,-1),-0.109763 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,23),(23,14),(23,13),-0.126165 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,14),(23,11),-0.126165 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,14),(23,10),-0.17853 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,14),(23,9),-0.126165 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,14),(23,7),-0.149375 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,14),(23,5),-0.126165 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,14),(23,2),-0.151907 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,14),(23,-1),-0.13113 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,23),(23,13),(23,11),-0.128074 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,13),(23,10),-0.188493 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,13),(23,9),-0.128074 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,13),(23,7),-0.123341 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,13),(23,5),-0.128074 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,13),(23,2),-0.123746 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,13),(23,-1),-0.101669 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,23),(23,11),(23,10),-0.188493 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,11),(23,9),-0.128074 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,11),(23,7),-0.123341 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,11),(23,5),-0.128074 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,11),(23,2),-0.123746 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,11),(23,-1),-0.102396 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,23),(23,10),(23,9),-0.125488 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,10),(23,7),-0.126804 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,10),(23,5),-0.125488 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,10),(23,2),-0.126805 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,10),(23,-1),-0.155309 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,23),(23,9),(23,7),-0.123341 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,9),(23,5),-0.128074 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,9),(23,2),-0.123746 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,9),(23,-1),-0.102148 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,23),(23,7),(23,5),-0.125514 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,7),(23,2),-0.125109 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,7),(23,-1),-0.109764 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,23),(23,5),(23,2),-0.123746 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,5),(23,-1),-0.103588 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,23),(23,2),(23,-1),-0.112417 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,28),(28,28),(28,29),-0.0706878 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,28),(28,28),(28,30),0.0170953 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,28),(28,28),(28,31),-0.0701279 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,28),(28,28),(28,32),0.0222975 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,28),(28,29),(28,30),-0.0242636 # DEPENDENCYPART_GRANDSIBL
(15,28),(28,29),(28,31),-0.0501752 # DEPENDENCYPART_GRANDSIBL
(15,28),(28,29),(28,32),-0.044341 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,28),(28,30),(28,31),-0.0372999 # DEPENDENCYPART_GRANDSIBL
(15,28),(28,30),(28,32),-0.076805 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,28),(28,31),(28,32),-0.055015 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,28),(28,28),(28,27),0.211983 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,28),(28,28),(28,26),0.156387 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,28),(28,28),(28,25),0.114262 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,28),(28,28),(28,24),0.0811222 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,28),(28,28),(28,22),0.0310903 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,28),(28,28),(28,21),0.037564 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,28),(28,28),(28,18),0.15295 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,28),(28,28),(28,17),-0.0347686 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,28),(28,28),(28,16),0.157337 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,28),(28,28),(28,15),0.112004 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,28),(28,28),(28,13),-0.178656 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,28),(28,28),(28,11),-0.178513 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,28),(28,28),(28,-1),-0.250955 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,28),(28,27),(28,26),0.204417 # DEPENDENCYPART_GRANDSIBL
(15,28),(28,27),(28,25),0.104947 # DEPENDENCYPART_GRANDSIBL
(15,28),(28,27),(28,24),0.132686 # DEPENDENCYPART_GRANDSIBL
(15,28),(28,27),(28,22),0.0943311 # DEPENDENCYPART_GRANDSIBL
(15,28),(28,27),(28,21),0.0910154 # DEPENDENCYPART_GRANDSIBL
(15,28),(28,27),(28,18),0.204532 # DEPENDENCYPART_GRANDSIBL
(15,28),(28,27),(28,17),0.080076 # DEPENDENCYPART_GRANDSIBL
(15,28),(28,27),(28,16),0.204532 # DEPENDENCYPART_GRANDSIBL
(15,28),(28,27),(28,15),0.129099 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,28),(28,27),(28,13),-0.106715 # DEPENDENCYPART_GRANDSIBL
(15,28),(28,27),(28,11),-0.106715 # DEPENDENCYPART_GRANDSIBL
(15,28),(28,27),(28,-1),-0.216843 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,28),(28,26),(28,25),0.108097 # DEPENDENCYPART_GRANDSIBL
(15,28),(28,26),(28,24),0.161429 # DEPENDENCYPART_GRANDSIBL
(15,28),(28,26),(28,22),0.11816 # DEPENDENCYPART_GRANDSIBL
(15,28),(28,26),(28,21),0.117777 # DEPENDENCYPART_GRANDSIBL
(15,28),(28,26),(28,18),0.108302 # DEPENDENCYPART_GRANDSIBL
(15,28),(28,26),(28,17),0.212969 # DEPENDENCYPART_GRANDSIBL
(15,28),(28,26),(28,16),0.108302 # DEPENDENCYPART_GRANDSIBL
(15,28),(28,26),(28,15),0.113504 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,28),(28,26),(28,13),-0.128004 # DEPENDENCYPART_GRANDSIBL
(15,28),(28,26),(28,11),-0.128004 # DEPENDENCYPART_GRANDSIBL
(15,28),(28,26),(28,-1),-0.137359 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,28),(28,25),(28,24),0.118793 # DEPENDENCYPART_GRANDSIBL
(15,28),(28,25),(28,22),0.110441 # DEPENDENCYPART_GRANDSIBL
(15,28),(28,25),(28,21),0.110162 # DEPENDENCYPART_GRANDSIBL
(15,28),(28,25),(28,18),0.127347 # DEPENDENCYPART_GRANDSIBL
(15,28),(28,25),(28,17),0.097842 # DEPENDENCYPART_GRANDSIBL
(15,28),(28,25),(28,16),0.127347 # DEPENDENCYPART_GRANDSIBL
(15,28),(28,25),(28,15),0.106109 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,28),(28,25),(28,13),-0.124888 # DEPENDENCYPART_GRANDSIBL
(15,28),(28,25),(28,11),-0.124888 # DEPENDENCYPART_GRANDSIBL
(15,28),(28,25),(28,-1),-0.12682 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,28),(28,24),(28,22),0.121756 # DEPENDENCYPART_GRANDSIBL
(15,28),(28,24),(28,21),0.121755 # DEPENDENCYPART_GRANDSIBL
(15,28),(28,24),(28,18),0.115715 # DEPENDENCYPART_GRANDSIBL
(15,28),(28,24),(28,17),0.128985 # DEPENDENCYPART_GRANDSIBL
(15,28),(28,24),(28,16),0.115715 # DEPENDENCYPART_GRANDSIBL
(15,28),(28,24),(28,15),0.116334 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,28),(28,24),(28,13),-0.124892 # DEPENDENCYPART_GRANDSIBL
(15,28),(28,24),(28,11),-0.124892 # DEPENDENCYPART_GRANDSIBL
(15,28),(28,24),(28,-1),-0.105142 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,28),(28,22),(28,21),0.120166 # DEPENDENCYPART_GRANDSIBL
(15,28),(28,22),(28,18),0.122768 # DEPENDENCYPART_GRANDSIBL
(15,28),(28,22),(28,17),0.0823904 # DEPENDENCYPART_GRANDSIBL
(15,28),(28,22),(28,16),0.124135 # DEPENDENCYPART_GRANDSIBL
(15,28),(28,22),(28,15),0.114145 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,28),(28,22),(28,13),-0.126484 # DEPENDENCYPART_GRANDSIBL
(15,28),(28,22),(28,11),-0.126484 # DEPENDENCYPART_GRANDSIBL
(15,28),(28,22),(28,-1),-0.110612 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,28),(28,21),(28,18),0.118247 # DEPENDENCYPART_GRANDSIBL
(15,28),(28,21),(28,17),0.0830679 # DEPENDENCYPART_GRANDSIBL
(15,28),(28,21),(28,16),0.119613 # DEPENDENCYPART_GRANDSIBL
(15,28),(28,21),(28,15),0.113597 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,28),(28,21),(28,13),-0.126477 # DEPENDENCYPART_GRANDSIBL
(15,28),(28,21),(28,11),-0.126477 # DEPENDENCYPART_GRANDSIBL
(15,28),(28,21),(28,-1),-0.104847 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,28),(28,18),(28,17),0.20778 # DEPENDENCYPART_GRANDSIBL
