# _root_ ( Reliance floated a $ 357 million petrochemical company in 1988 that was , at the time , the largest public issue in Indian history . )
#goldHeads=3,3,0,9,9,5,5,9,3,3,10,13,9,13,13,17,15,13,22,22,22,13,22,25,23,3,3,
#predictedHeads=3,3,0,9,9,5,5,9,3,3,10,13,9,3,3,17,15,17,22,22,22,17,22,25,23,3,3,
(9,13),(13,14),(13,23),-0.037594 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,14),(13,24),-0.0202029 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,14),(13,25),-0.0363751 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,14),(13,26),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,14),(13,27),-0.0199679 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,14),(13,28),-0.0254318 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,15),(13,17),-0.0127727 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,15),(13,18),-0.0266704 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,15),(13,21),-0.0240216 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,15),(13,22),-0.0127812 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,15),(13,23),-0.0165445 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,15),(13,24),-0.0240212 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,15),(13,25),-0.0127776 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,15),(13,26),-0.0307465 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,15),(13,27),-0.0204654 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,15),(13,28),-0.019097 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,17),(13,18),-0.0353586 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,17),(13,21),-0.0189808 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,17),(13,22),-0.00225575 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,17),(13,23),0.00447448 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,17),(13,24),-0.0189808 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,17),(13,25),-0.0019736 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,17),(13,26),-0.0254121 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,17),(13,27),-0.0196473 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,17),(13,28),-0.0298636 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,18),(13,21),-0.0202029 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,18),(13,22),-0.0363681 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,18),(13,23),-0.037594 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,18),(13,24),-0.0202029 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,18),(13,25),-0.0363751 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,18),(13,26),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,18),(13,27),-0.0199679 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,18),(13,28),-0.0254318 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,21),(13,22),-0.0110897 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,21),(13,23),-0.0436522 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,21),(13,24),-0.0195551 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,21),(13,25),-0.0110866 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,21),(13,26),-0.0243432 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,21),(13,27),-0.0116023 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,21),(13,28),0.0363923 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,22),(13,23),0.00921048 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,22),(13,24),-0.0189808 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,22),(13,25),-0.00197274 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,22),(13,26),-0.0254121 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,22),(13,27),-0.0196322 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,22),(13,28),-0.0368718 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,23),(13,24),-0.0250352 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,23),(13,25),-0.0127417 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,23),(13,26),-0.0333091 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,23),(13,27),-0.0222988 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,23),(13,28),0.0014468 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,24),(13,25),-0.0110565 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,24),(13,26),-0.0243432 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,24),(13,27),-0.0116023 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,24),(13,28),0.0381048 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,25),(13,26),-0.0254121 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,25),(13,27),-0.0196322 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,25),(13,28),-0.02655 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,26),(13,27),-0.0136823 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,26),(13,28),-0.0619727 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,27),(13,28),0.0132532 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,13),(13,12),0.142272 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,13),(13,11),0.056363 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,13),(13,10),0.162121 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,13),(13,9),0.142471 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,13),(13,8),-0.195743 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,13),(13,7),-0.146529 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,13),(13,6),-0.146529 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,13),(13,5),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,13),(13,4),-0.145312 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,13),(13,3),-0.189945 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,13),(13,2),-0.195743 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,13),(13,1),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,13),(13,-1),0.0051049 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,13),(13,12),(13,11),0.109508 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,12),(13,10),0.107488 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,12),(13,9),0.107115 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,12),(13,8),-0.144703 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,12),(13,7),-0.144703 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,12),(13,6),-0.144703 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,12),(13,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,12),(13,4),-0.145129 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,12),(13,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,12),(13,2),-0.144703 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,12),(13,1),-0.144758 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,12),(13,-1),-0.0783511 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,11),(13,10),0.106831 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,11),(13,9),0.108543 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,11),(13,8),-0.14471 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,11),(13,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,11),(13,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,11),(13,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,11),(13,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,11),(13,3),-0.144715 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,11),(13,2),-0.14471 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,11),(13,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,11),(13,-1),-0.198063 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,10),(13,9),0.101263 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,10),(13,8),-0.144709 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,10),(13,7),-0.144745 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,10),(13,6),-0.144745 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,10),(13,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,10),(13,4),-0.145129 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,10),(13,3),-0.144847 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,10),(13,2),-0.144709 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,10),(13,1),-0.144815 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,10),(13,-1),-0.243709 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,9),(13,8),-0.144891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,9),(13,7),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,9),(13,6),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,9),(13,5),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,9),(13,4),-0.145141 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,9),(13,3),-0.146192 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,9),(13,2),-0.144891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,9),(13,1),-0.144799 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,9),(13,-1),-0.0671051 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,13),(13,8),(13,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,8),(13,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,8),(13,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,8),(13,4),-0.145141 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,8),(13,3),-0.146192 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,8),(13,2),-0.144891 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,8),(13,1),-0.144799 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,8),(13,-1),-0.0683069 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,7),(13,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,7),(13,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,7),(13,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,7),(13,3),-0.144715 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,7),(13,2),-0.14471 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,7),(13,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,7),(13,-1),-0.198446 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,6),(13,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,6),(13,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,6),(13,3),-0.144715 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,6),(13,2),-0.14471 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,6),(13,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,6),(13,-1),-0.197587 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,5),(13,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,5),(13,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,5),(13,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,5),(13,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,5),(13,-1),-0.1496 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,4),(13,3),-0.144811 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,4),(13,2),-0.14479 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,4),(13,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,4),(13,-1),-0.162478 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,3),(13,2),-0.144706 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,3),(13,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,3),(13,-1),-0.158913 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,2),(13,1),-0.144799 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,2),(13,-1),-0.0683069 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,1),(13,-1),-0.124638 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,14),(14,14),(14,15),-0.0452555 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,14),(14,14),(14,28),-0.0455401 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,14),(14,15),(14,28),-0.0452555 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,14),(14,14),(14,-1),-0.186113 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,15),(15,15),(15,16),-0.0110615 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,15),(15,15),(15,17),0.0813211 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,15),(15,15),(15,18),-0.0477236 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,15),(15,15),(15,21),-0.0344981 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,15),(15,15),(15,22),0.114237 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,15),(15,15),(15,23),-0.0302165 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,15),(15,15),(15,25),0.113385 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,15),(15,15),(15,26),-0.0194405 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,15),(15,15),(15,27),-0.0214678 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,15),(15,15),(15,28),-0.317632 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,15),(15,16),(15,17),-0.0232965 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,16),(15,18),-0.0198365 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,16),(15,21),-0.0205117 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,16),(15,22),-0.0232965 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,16),(15,23),-0.0140887 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,16),(15,25),-0.0232965 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,16),(15,26),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,16),(15,27),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,16),(15,28),0.00704038 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,15),(15,17),(15,18),-0.00197809 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,17),(15,21),-0.0211901 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,17),(15,22),-0.0528596 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,17),(15,23),-0.0205058 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,17),(15,25),-0.0528596 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,17),(15,26),-0.0194417 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,17),(15,27),-0.0146717 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,17),(15,28),0.0146535 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,15),(15,18),(15,21),-0.0199837 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,18),(15,22),-0.0421615 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,18),(15,23),-0.0335201 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,18),(15,25),-0.0421615 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,18),(15,26),-0.0214236 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,18),(15,27),-0.0195914 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,18),(15,28),-0.00862438 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,15),(15,21),(15,22),-0.0215699 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,21),(15,23),-0.0206616 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,21),(15,25),-0.0215699 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,21),(15,26),-0.0208001 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,21),(15,27),-0.0194515 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,21),(15,28),-0.0282195 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,15),(15,22),(15,23),-0.0205073 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,22),(15,25),-0.0528596 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,22),(15,26),-0.0194417 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,22),(15,27),-0.0146717 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,22),(15,28),0.0501184 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,15),(15,23),(15,25),-0.0208103 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,23),(15,26),-0.0197773 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,23),(15,27),-0.0196357 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,23),(15,28),-0.0547346 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,15),(15,25),(15,26),-0.0194417 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,25),(15,27),-0.0146717 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,25),(15,28),0.0480986 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,15),(15,26),(15,27),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,26),(15,28),-0.024367 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,15),(15,27),(15,28),-0.0222029 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,15),(15,15),(15,14),0.0975516 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,15),(15,15),(15,-1),-0.141666 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,15),(15,14),(15,-1),-0.152031 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,17),(17,17),(17,18),0.159135 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,17),(17,17),(17,19),-0.0113503 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,17),(17,17),(17,20),-0.0460452 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,17),(17,17),(17,21),-0.0437124 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,17),(17,17),(17,22),-0.143401 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,17),(17,17),(17,23),-0.00605405 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,17),(17,17),(17,24),-0.0451804 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,17),(17,17),(17,25),-0.143398 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,17),(17,17),(17,26),0.0757666 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,17),(17,17),(17,27),0.0569695 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,17),(17,17),(17,28),0.128342 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,17),(17,18),(17,19),-0.0232994 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,18),(17,20),-0.0310495 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,18),(17,21),-0.0310495 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,18),(17,22),0.164161 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,18),(17,23),0.00275699 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,18),(17,24),-0.0310495 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,18),(17,25),0.164161 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,18),(17,26),-0.0242318 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,18),(17,27),-0.0225114 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,18),(17,28),-0.0201611 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,17),(17,19),(17,20),-0.0227806 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,19),(17,21),-0.0227806 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,19),(17,22),-0.0169578 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,19),(17,23),-0.0222317 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,19),(17,24),-0.0227806 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,19),(17,25),-0.0169578 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,19),(17,26),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,19),(17,27),-0.0194429 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,19),(17,28),-0.0150452 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,17),(17,20),(17,21),-0.0315627 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,20),(17,22),-0.0407623 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,20),(17,23),-0.0239772 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,20),(17,24),-0.0315627 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,20),(17,25),-0.0407623 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,20),(17,26),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,20),(17,27),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,20),(17,28),-0.0283611 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,17),(17,21),(17,22),-0.040469 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,21),(17,23),-0.023966 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,21),(17,24),-0.0313663 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,21),(17,25),-0.040469 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,21),(17,26),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,21),(17,27),-0.0194406 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,21),(17,28),-0.0258295 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,17),(17,22),(17,23),-0.0211045 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,22),(17,24),-0.0285071 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,22),(17,25),0.0107302 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,22),(17,26),-0.01117 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,22),(17,27),-0.0230539 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,22),(17,28),0.0359302 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,17),(17,23),(17,24),-0.0193941 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,23),(17,25),-0.0226025 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,23),(17,26),-0.020446 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,23),(17,27),-0.0286222 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,23),(17,28),-0.0473673 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,17),(17,24),(17,25),-0.0406426 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,24),(17,26),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,24),(17,27),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,24),(17,28),-0.0267866 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,17),(17,25),(17,26),-0.01117 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,25),(17,27),-0.0230539 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,25),(17,28),0.0359097 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,17),(17,26),(17,27),-0.0329838 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,26),(17,28),0.074432 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,17),(17,27),(17,28),0.0563264 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,17),(17,17),(17,16),0.10604 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,17),(17,17),(17,15),0.145964 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,17),(17,17),(17,14),0.200779 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,17),(17,17),(17,12),0.0970137 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,17),(17,17),(17,11),0.168746 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,17),(17,17),(17,-1),-0.0472042 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,17),(17,16),(17,15),0.104835 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,16),(17,14),0.111371 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,16),(17,12),0.108982 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,16),(17,11),0.108138 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,16),(17,-1),-0.157569 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,17),(17,15),(17,14),0.111905 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,15),(17,12),0.109452 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,15),(17,11),0.10767 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,15),(17,-1),-0.119338 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,17),(17,14),(17,12),0.109415 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,14),(17,11),0.107442 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,14),(17,-1),-0.00466447 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,17),(17,12),(17,11),0.109514 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,12),(17,-1),-0.16845 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,17),(17,11),(17,-1),-0.140265 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,18),(18,18),(18,28),-0.0455401 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,18),(18,18),(18,-1),-0.186113 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,22),(22,22),(22,23),-0.00904078 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
