# _root_ `` Those shares which had posted gains on M&A speculation were dashed with cold water , but as far as major stocks are concerned , there is n't much impact . ''
#goldHeads=11,3,11,5,3,5,6,6,10,8,0,11,12,15,13,11,11,27,18,18,22,23,20,23,27,27,17,27,30,27,11,11,
#predictedHeads=11,3,11,5,3,5,6,7,10,8,0,11,12,15,13,11,11,27,18,18,22,23,20,23,27,27,17,27,30,27,11,11,
(7,11),(11,4),-0.126507 # DEPENDENCYPART_GRANDPAR
(7,11),(11,5),-0.559325 # DEPENDENCYPART_GRANDPAR
(7,11),(11,6),-0.482977 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-0.723904 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,8),-0.171957 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),-0.316751 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),0.223187 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),0.0393801 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),0.0953823 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),-0.296765 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),0.0334468 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),-0.165628 # DEPENDENCYPART_GRANDPAR
(7,11),(11,17),-0.10676 # DEPENDENCYPART_GRANDPAR
(7,11),(11,18),-0.354841 # DEPENDENCYPART_GRANDPAR
(7,11),(11,19),-0.23758 # DEPENDENCYPART_GRANDPAR
(7,11),(11,20),-0.323158 # DEPENDENCYPART_GRANDPAR
(7,11),(11,23),-0.47599 # DEPENDENCYPART_GRANDPAR
(7,11),(11,24),-0.143141 # DEPENDENCYPART_GRANDPAR
(7,11),(11,27),-0.416966 # DEPENDENCYPART_GRANDPAR
(7,11),(11,28),-0.68179 # DEPENDENCYPART_GRANDPAR
(7,11),(11,31),-1.00955 # DEPENDENCYPART_GRANDPAR
(7,11),(11,32),-0.775406 # DEPENDENCYPART_GRANDPAR
(7,12),(12,4),-0.201149 # DEPENDENCYPART_GRANDPAR
(7,12),(12,7),-0.786292 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,12),(12,8),-0.193862 # DEPENDENCYPART_GRANDPAR
(7,12),(12,9),-0.37743 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),0.307968 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),0.0678028 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),-0.465071 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),-0.0316765 # DEPENDENCYPART_GRANDPAR
(7,12),(12,16),-0.144349 # DEPENDENCYPART_GRANDPAR
(7,12),(12,17),-0.142188 # DEPENDENCYPART_GRANDPAR
(7,12),(12,18),-0.321025 # DEPENDENCYPART_GRANDPAR
(7,12),(12,19),-0.252402 # DEPENDENCYPART_GRANDPAR
(7,12),(12,20),-0.316093 # DEPENDENCYPART_GRANDPAR
(7,12),(12,22),-0.0623412 # DEPENDENCYPART_GRANDPAR
(7,12),(12,24),-0.291543 # DEPENDENCYPART_GRANDPAR
(7,12),(12,25),-0.371241 # DEPENDENCYPART_GRANDPAR
(7,12),(12,26),-0.442879 # DEPENDENCYPART_GRANDPAR
(7,12),(12,27),-0.486467 # DEPENDENCYPART_GRANDPAR
(7,12),(12,28),-0.858088 # DEPENDENCYPART_GRANDPAR
(7,12),(12,31),-0.996226 # DEPENDENCYPART_GRANDPAR
(7,12),(12,32),-0.738873 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),-0.409929 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),0.209503 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),-0.123691 # DEPENDENCYPART_GRANDPAR
(7,13),(13,17),-0.147639 # DEPENDENCYPART_GRANDPAR
(7,13),(13,18),-0.533275 # DEPENDENCYPART_GRANDPAR
(7,13),(13,22),0.299989 # DEPENDENCYPART_GRANDPAR
(7,13),(13,23),-0.581924 # DEPENDENCYPART_GRANDPAR
(7,13),(13,27),-0.512028 # DEPENDENCYPART_GRANDPAR
(7,13),(13,31),-0.933786 # DEPENDENCYPART_GRANDPAR
(7,15),(15,6),-0.589944 # DEPENDENCYPART_GRANDPAR
(7,15),(15,9),-0.197078 # DEPENDENCYPART_GRANDPAR
(7,15),(15,10),0.414227 # DEPENDENCYPART_GRANDPAR
(7,15),(15,13),0.132858 # DEPENDENCYPART_GRANDPAR
(7,15),(15,14),-0.215608 # DEPENDENCYPART_GRANDPAR
(7,15),(15,16),0.0672637 # DEPENDENCYPART_GRANDPAR
(7,15),(15,17),0.158902 # DEPENDENCYPART_GRANDPAR
(7,15),(15,18),-0.421505 # DEPENDENCYPART_GRANDPAR
(7,15),(15,19),-0.332296 # DEPENDENCYPART_GRANDPAR
(7,15),(15,22),0.1219 # DEPENDENCYPART_GRANDPAR
(7,15),(15,23),-0.426084 # DEPENDENCYPART_GRANDPAR
(7,15),(15,25),-0.159628 # DEPENDENCYPART_GRANDPAR
(7,15),(15,30),-0.0895554 # DEPENDENCYPART_GRANDPAR
(7,17),(17,18),-0.352394 # DEPENDENCYPART_GRANDPAR
(7,17),(17,19),-0.224617 # DEPENDENCYPART_GRANDPAR
(7,17),(17,20),-0.429916 # DEPENDENCYPART_GRANDPAR
(7,17),(17,21),-0.510914 # DEPENDENCYPART_GRANDPAR
(7,17),(17,22),0.302888 # DEPENDENCYPART_GRANDPAR
(7,17),(17,23),-0.409806 # DEPENDENCYPART_GRANDPAR
(7,17),(17,24),-0.217319 # DEPENDENCYPART_GRANDPAR
(7,17),(17,26),-0.455706 # DEPENDENCYPART_GRANDPAR
(7,17),(17,27),-0.310921 # DEPENDENCYPART_GRANDPAR
(7,18),(18,19),-0.148269 # DEPENDENCYPART_GRANDPAR
(7,18),(18,20),-0.265485 # DEPENDENCYPART_GRANDPAR
(7,18),(18,21),-0.659562 # DEPENDENCYPART_GRANDPAR
(7,18),(18,22),0.103869 # DEPENDENCYPART_GRANDPAR
(7,18),(18,23),-0.343995 # DEPENDENCYPART_GRANDPAR
(7,18),(18,24),-0.11367 # DEPENDENCYPART_GRANDPAR
(7,18),(18,25),-0.291732 # DEPENDENCYPART_GRANDPAR
(7,18),(18,26),-0.420884 # DEPENDENCYPART_GRANDPAR
(7,18),(18,27),-0.265304 # DEPENDENCYPART_GRANDPAR
(7,18),(18,28),-0.824379 # DEPENDENCYPART_GRANDPAR
(7,18),(18,29),-0.93577 # DEPENDENCYPART_GRANDPAR
(7,18),(18,30),-0.0914311 # DEPENDENCYPART_GRANDPAR
(7,18),(18,31),-0.993812 # DEPENDENCYPART_GRANDPAR
(7,18),(18,32),-0.649606 # DEPENDENCYPART_GRANDPAR
(7,20),(20,18),-0.378986 # DEPENDENCYPART_GRANDPAR
(7,20),(20,19),-0.238082 # DEPENDENCYPART_GRANDPAR
(7,20),(20,21),-0.596089 # DEPENDENCYPART_GRANDPAR
(7,20),(20,22),0.0243301 # DEPENDENCYPART_GRANDPAR
(7,20),(20,23),-0.429535 # DEPENDENCYPART_GRANDPAR
(7,20),(20,24),-0.128515 # DEPENDENCYPART_GRANDPAR
(7,20),(20,26),-0.37123 # DEPENDENCYPART_GRANDPAR
(7,20),(20,27),-0.29125 # DEPENDENCYPART_GRANDPAR
(7,20),(20,28),-0.906662 # DEPENDENCYPART_GRANDPAR
(7,20),(20,30),-0.0457289 # DEPENDENCYPART_GRANDPAR
(7,20),(20,32),-0.600925 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),-0.315765 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.190213 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.32662 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),0.182952 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.14237 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.192319 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.42441 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),0.0119152 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.0849115 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.412725 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-0.756371 # DEPENDENCYPART_GRANDPAR
(8,7),(7,13),-1.06007 # DEPENDENCYPART_GRANDPAR
(8,7),(7,14),-1.38889 # DEPENDENCYPART_GRANDPAR
(8,7),(7,15),-1.09113 # DEPENDENCYPART_GRANDPAR
(8,7),(7,16),-0.622646 # DEPENDENCYPART_GRANDPAR
(8,7),(7,17),-0.876824 # DEPENDENCYPART_GRANDPAR
(8,7),(7,18),-0.742739 # DEPENDENCYPART_GRANDPAR
(8,7),(7,20),-0.671522 # DEPENDENCYPART_GRANDPAR
(8,7),(7,25),-0.73021 # DEPENDENCYPART_GRANDPAR
(8,9),(9,10),0.79879 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),0.251439 # DEPENDENCYPART_GRANDPAR
(8,10),(10,1),-0.968474 # DEPENDENCYPART_GRANDPAR
(8,10),(10,2),-1.2694 # DEPENDENCYPART_GRANDPAR
(8,10),(10,3),-1.09136 # DEPENDENCYPART_GRANDPAR
(8,10),(10,4),-0.400629 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-0.757978 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-0.82666 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-1.10146 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.846218 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),0.990602 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),0.189423 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.0450139 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.343222 # DEPENDENCYPART_GRANDPAR
(8,11),(11,1),-0.788134 # DEPENDENCYPART_GRANDPAR
(8,11),(11,2),-1.06798 # DEPENDENCYPART_GRANDPAR
(8,11),(11,3),-0.987779 # DEPENDENCYPART_GRANDPAR
(8,11),(11,4),-0.268549 # DEPENDENCYPART_GRANDPAR
(8,11),(11,5),-0.666067 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-0.741026 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-0.998979 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.993726 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),0.551927 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),0.460255 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.0460925 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.438902 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.502515 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.152479 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),-0.1708 # DEPENDENCYPART_GRANDPAR
(8,11),(11,17),-0.563869 # DEPENDENCYPART_GRANDPAR
(8,11),(11,18),-0.195039 # DEPENDENCYPART_GRANDPAR
(8,11),(11,19),-0.502323 # DEPENDENCYPART_GRANDPAR
(8,11),(11,20),-0.0276124 # DEPENDENCYPART_GRANDPAR
(8,11),(11,23),-0.31937 # DEPENDENCYPART_GRANDPAR
(8,11),(11,24),-0.929668 # DEPENDENCYPART_GRANDPAR
(8,11),(11,27),-0.519543 # DEPENDENCYPART_GRANDPAR
(8,11),(11,28),-0.981319 # DEPENDENCYPART_GRANDPAR
(8,11),(11,31),-1.94515 # DEPENDENCYPART_GRANDPAR
(8,11),(11,32),-1.44577 # DEPENDENCYPART_GRANDPAR
(8,12),(12,4),-0.260225 # DEPENDENCYPART_GRANDPAR
(8,12),(12,7),-1.02472 # DEPENDENCYPART_GRANDPAR
(8,12),(12,8),-0.795735 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,12),(12,9),0.821735 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),0.939759 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),-0.493506 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.714895 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),-0.393186 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),-0.0339254 # DEPENDENCYPART_GRANDPAR
(8,12),(12,17),-0.429342 # DEPENDENCYPART_GRANDPAR
(8,12),(12,18),-0.0419854 # DEPENDENCYPART_GRANDPAR
(8,12),(12,19),-0.415574 # DEPENDENCYPART_GRANDPAR
(8,12),(12,20),-0.0563553 # DEPENDENCYPART_GRANDPAR
(8,12),(12,22),-0.833832 # DEPENDENCYPART_GRANDPAR
(8,12),(12,24),-1.00639 # DEPENDENCYPART_GRANDPAR
(8,12),(12,25),-0.141489 # DEPENDENCYPART_GRANDPAR
(8,12),(12,26),-0.707687 # DEPENDENCYPART_GRANDPAR
(8,12),(12,27),-0.544058 # DEPENDENCYPART_GRANDPAR
(8,12),(12,28),-1.0507 # DEPENDENCYPART_GRANDPAR
(8,12),(12,31),-1.8951 # DEPENDENCYPART_GRANDPAR
(8,12),(12,32),-1.32612 # DEPENDENCYPART_GRANDPAR
(8,15),(15,6),-0.82544 # DEPENDENCYPART_GRANDPAR
(8,15),(15,9),1.02421 # DEPENDENCYPART_GRANDPAR
(8,15),(15,10),1.01883 # DEPENDENCYPART_GRANDPAR
(8,15),(15,13),-0.420973 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),-0.367266 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),0.0163733 # DEPENDENCYPART_GRANDPAR
(8,15),(15,17),-0.445851 # DEPENDENCYPART_GRANDPAR
(8,15),(15,18),-0.207319 # DEPENDENCYPART_GRANDPAR
(8,15),(15,19),-0.530754 # DEPENDENCYPART_GRANDPAR
(8,15),(15,22),-0.664293 # DEPENDENCYPART_GRANDPAR
(8,15),(15,23),-0.181241 # DEPENDENCYPART_GRANDPAR
(8,15),(15,25),-0.0911905 # DEPENDENCYPART_GRANDPAR
(8,15),(15,30),-0.856484 # DEPENDENCYPART_GRANDPAR
(8,17),(17,18),0.195769 # DEPENDENCYPART_GRANDPAR
(8,17),(17,19),-0.167807 # DEPENDENCYPART_GRANDPAR
(8,17),(17,20),0.446521 # DEPENDENCYPART_GRANDPAR
(8,17),(17,21),-1.00041 # DEPENDENCYPART_GRANDPAR
(8,17),(17,22),-0.890165 # DEPENDENCYPART_GRANDPAR
(8,17),(17,23),-0.230991 # DEPENDENCYPART_GRANDPAR
(8,17),(17,24),-0.951127 # DEPENDENCYPART_GRANDPAR
(8,17),(17,26),-0.73616 # DEPENDENCYPART_GRANDPAR
(8,17),(17,27),-0.466473 # DEPENDENCYPART_GRANDPAR
(8,31),(31,30),-0.925418 # DEPENDENCYPART_GRANDPAR
(8,31),(31,32),-1.36825 # DEPENDENCYPART_GRANDPAR
(9,10),(10,1),-1.22387 # DEPENDENCYPART_GRANDPAR
(9,10),(10,2),-1.26599 # DEPENDENCYPART_GRANDPAR
(9,10),(10,3),-1.16856 # DEPENDENCYPART_GRANDPAR
(9,10),(10,4),-0.797492 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-0.987523 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-0.965734 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-1.20492 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.955068 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.926923 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.421998 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),-0.182314 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.21886 # DEPENDENCYPART_GRANDPAR
(9,11),(11,1),-1.08879 # DEPENDENCYPART_GRANDPAR
(9,11),(11,2),-1.11892 # DEPENDENCYPART_GRANDPAR
(9,11),(11,3),-1.11433 # DEPENDENCYPART_GRANDPAR
(9,11),(11,4),-0.70499 # DEPENDENCYPART_GRANDPAR
(9,11),(11,5),-0.937071 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-0.925402 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-1.15186 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.994817 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-1.12214 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),0.0943694 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.142342 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.221815 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.487426 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.19081 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.503049 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),-0.548244 # DEPENDENCYPART_GRANDPAR
(9,11),(11,18),-0.173759 # DEPENDENCYPART_GRANDPAR
(9,11),(11,19),-0.384038 # DEPENDENCYPART_GRANDPAR
(9,11),(11,20),-0.642097 # DEPENDENCYPART_GRANDPAR
(9,11),(11,23),-0.428531 # DEPENDENCYPART_GRANDPAR
(9,11),(11,24),-0.37717 # DEPENDENCYPART_GRANDPAR
(9,11),(11,27),-0.668755 # DEPENDENCYPART_GRANDPAR
(9,11),(11,28),-0.687344 # DEPENDENCYPART_GRANDPAR
(9,11),(11,31),-1.10426 # DEPENDENCYPART_GRANDPAR
(9,11),(11,32),-0.623938 # DEPENDENCYPART_GRANDPAR
(10,1),(1,3),-0.276091 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),-0.532546 # DEPENDENCYPART_GRANDPAR
(10,2),(2,3),-0.274662 # DEPENDENCYPART_GRANDPAR
(10,2),(2,4),0.362672 # DEPENDENCYPART_GRANDPAR
(10,2),(2,5),-0.144771 # DEPENDENCYPART_GRANDPAR
(10,2),(2,6),-0.0297005 # DEPENDENCYPART_GRANDPAR
(10,2),(2,7),-0.206456 # DEPENDENCYPART_GRANDPAR
(10,2),(2,8),-0.0388131 # DEPENDENCYPART_GRANDPAR
(10,3),(3,1),-0.589236 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),-0.476563 # DEPENDENCYPART_GRANDPAR
(10,3),(3,4),0.324818 # DEPENDENCYPART_GRANDPAR
(10,3),(3,5),-0.0276703 # DEPENDENCYPART_GRANDPAR
(10,3),(3,6),0.151411 # DEPENDENCYPART_GRANDPAR
(10,3),(3,7),-0.18577 # DEPENDENCYPART_GRANDPAR
(10,3),(3,8),-0.0190516 # DEPENDENCYPART_GRANDPAR
(10,3),(3,11),-0.249385 # DEPENDENCYPART_GRANDPAR
(10,3),(3,12),-0.571548 # DEPENDENCYPART_GRANDPAR
(10,3),(3,13),-0.600348 # DEPENDENCYPART_GRANDPAR
(10,3),(3,16),-0.714549 # DEPENDENCYPART_GRANDPAR
(10,3),(3,23),-0.592735 # DEPENDENCYPART_GRANDPAR
(10,4),(4,1),-0.514259 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),-0.572749 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),-0.170897 # DEPENDENCYPART_GRANDPAR
(10,4),(4,5),-0.201295 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),-0.497613 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),-0.514257 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.145831 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),0.00812473 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),0.0345449 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),-0.126114 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),0.0524373 # DEPENDENCYPART_GRANDPAR
(10,5),(5,9),-0.0647624 # DEPENDENCYPART_GRANDPAR
(10,5),(5,10),-0.903616 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,5),(5,11),-0.200314 # DEPENDENCYPART_GRANDPAR
(10,5),(5,12),-0.515133 # DEPENDENCYPART_GRANDPAR
(10,5),(5,13),-0.739177 # DEPENDENCYPART_GRANDPAR
(10,5),(5,15),-0.473978 # DEPENDENCYPART_GRANDPAR
(10,5),(5,16),-0.578761 # DEPENDENCYPART_GRANDPAR
(10,5),(5,17),-0.423267 # DEPENDENCYPART_GRANDPAR
(10,5),(5,31),-1.28085 # DEPENDENCYPART_GRANDPAR
(10,5),(5,32),-0.910086 # DEPENDENCYPART_GRANDPAR
(10,6),(6,1),-0.478209 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),-0.58253 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.156064 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),0.0867515 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.195422 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),-0.184318 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),-0.00418101 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),-0.174996 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),-0.972609 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,6),(6,11),-0.221135 # DEPENDENCYPART_GRANDPAR
(10,6),(6,12),-0.559711 # DEPENDENCYPART_GRANDPAR
(10,6),(6,13),-0.780437 # DEPENDENCYPART_GRANDPAR
(10,6),(6,15),-0.542544 # DEPENDENCYPART_GRANDPAR
(10,6),(6,16),-0.639698 # DEPENDENCYPART_GRANDPAR
(10,6),(6,17),-0.498801 # DEPENDENCYPART_GRANDPAR
(10,6),(6,20),-0.972129 # DEPENDENCYPART_GRANDPAR
(10,6),(6,25),-0.958324 # DEPENDENCYPART_GRANDPAR
(10,6),(6,31),-1.40244 # DEPENDENCYPART_GRANDPAR
(10,7),(7,1),-0.572672 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),-0.48269 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.142389 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),0.0749021 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.141893 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),0.0154632 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),-0.0188046 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),-0.136391 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-1.0138 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,11),-0.248784 # DEPENDENCYPART_GRANDPAR
(10,7),(7,12),-0.571075 # DEPENDENCYPART_GRANDPAR
(10,7),(7,13),-0.61939 # DEPENDENCYPART_GRANDPAR
(10,7),(7,14),-0.655131 # DEPENDENCYPART_GRANDPAR
(10,7),(7,15),-0.58418 # DEPENDENCYPART_GRANDPAR
(10,7),(7,16),-0.713995 # DEPENDENCYPART_GRANDPAR
(10,7),(7,17),-0.49792 # DEPENDENCYPART_GRANDPAR
(10,7),(7,18),-0.529005 # DEPENDENCYPART_GRANDPAR
(10,7),(7,20),-0.842848 # DEPENDENCYPART_GRANDPAR
(10,7),(7,25),-1.03262 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),0.0630628 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.102363 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-1.0418 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-0.253836 # DEPENDENCYPART_GRANDPAR
(10,8),(8,12),-0.536318 # DEPENDENCYPART_GRANDPAR
(10,8),(8,15),-0.611408 # DEPENDENCYPART_GRANDPAR
(10,8),(8,17),-0.49949 # DEPENDENCYPART_GRANDPAR
(10,8),(8,31),-1.38002 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-1.01783 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.223426 # DEPENDENCYPART_GRANDPAR
(10,11),(11,1),-0.945535 # DEPENDENCYPART_GRANDPAR
(10,11),(11,2),-1.07766 # DEPENDENCYPART_GRANDPAR
(10,11),(11,3),-0.706156 # DEPENDENCYPART_GRANDPAR
(10,11),(11,4),-0.128067 # DEPENDENCYPART_GRANDPAR
(10,11),(11,5),-0.66773 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),-0.48701 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-0.624647 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-0.665302 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.598838 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.432631 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),0.0564934 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),0.0429838 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),0.03037 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),0.144572 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),-0.0825074 # DEPENDENCYPART_GRANDPAR
(10,11),(11,17),-0.0252895 # DEPENDENCYPART_GRANDPAR
(10,11),(11,18),0.0754774 # DEPENDENCYPART_GRANDPAR
(10,11),(11,19),-0.171702 # DEPENDENCYPART_GRANDPAR
(10,11),(11,20),-0.179454 # DEPENDENCYPART_GRANDPAR
(10,11),(11,23),-0.15626 # DEPENDENCYPART_GRANDPAR
(10,11),(11,24),-0.0299539 # DEPENDENCYPART_GRANDPAR
(10,11),(11,27),-0.486626 # DEPENDENCYPART_GRANDPAR
(10,11),(11,28),-0.213679 # DEPENDENCYPART_GRANDPAR
(10,11),(11,31),-1.0537 # DEPENDENCYPART_GRANDPAR
(10,11),(11,32),-0.540683 # DEPENDENCYPART_GRANDPAR
(10,12),(12,4),-0.190646 # DEPENDENCYPART_GRANDPAR
(10,12),(12,7),-0.707511 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-0.75207 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-0.637998 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.392863 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,13),0.0914128 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.047445 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),0.101743 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.0505819 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),0.0368979 # DEPENDENCYPART_GRANDPAR
(10,12),(12,18),0.134641 # DEPENDENCYPART_GRANDPAR
(10,12),(12,19),-0.150368 # DEPENDENCYPART_GRANDPAR
(10,12),(12,20),-0.106299 # DEPENDENCYPART_GRANDPAR
(10,12),(12,22),0.0399764 # DEPENDENCYPART_GRANDPAR
(10,12),(12,24),-0.0843287 # DEPENDENCYPART_GRANDPAR
(10,12),(12,25),-0.369208 # DEPENDENCYPART_GRANDPAR
(10,12),(12,26),0.0911317 # DEPENDENCYPART_GRANDPAR
(10,12),(12,27),-0.478599 # DEPENDENCYPART_GRANDPAR
(10,12),(12,28),-0.319457 # DEPENDENCYPART_GRANDPAR
(10,12),(12,31),-0.974918 # DEPENDENCYPART_GRANDPAR
(10,12),(12,32),-0.389091 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.0204442 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),0.256757 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),0.0596021 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.00521763 # DEPENDENCYPART_GRANDPAR
(10,13),(13,18),-0.0743926 # DEPENDENCYPART_GRANDPAR
