# _root_ `` We must do more to help the Japanese here in Baja if we want them to invest elsewhere , '' says Mr. Ruffo , the governor-elect of the National Action Party and himself a succesful businessman .
#goldHeads=22,3,22,3,4,7,4,9,7,7,10,11,15,15,4,18,18,15,18,22,22,0,24,22,24,27,33,27,32,32,32,28,24,33,37,37,34,22,
#predictedHeads=22,3,22,3,4,7,4,9,7,7,7,11,15,15,7,18,18,15,18,22,22,0,24,22,24,27,24,27,32,32,32,33,28,37,37,37,33,22,
(28,33),(33,29),(33,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,29),(33,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,29),(33,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,29),(33,13),-0.144702 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,29),(33,12),-0.144743 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,29),(33,11),-0.144702 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,29),(33,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,29),(33,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,29),(33,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,29),(33,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,29),(33,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,29),(33,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,29),(33,-1),-0.183655 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,33),(33,28),(33,27),-0.144719 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,33),(33,28),(33,26),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,33),(33,28),(33,25),-0.145327 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,33),(33,28),(33,24),-0.144719 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,33),(33,28),(33,23),-0.144719 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,33),(33,28),(33,22),-0.14481 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,33),(33,28),(33,20),-0.145327 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,33),(33,28),(33,19),-0.14474 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,33),(33,28),(33,18),-0.14481 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,33),(33,28),(33,17),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,33),(33,28),(33,16),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,33),(33,28),(33,15),-0.14481 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,33),(33,28),(33,14),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,33),(33,28),(33,13),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,33),(33,28),(33,12),-0.144719 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,33),(33,28),(33,11),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,33),(33,28),(33,10),-0.14474 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,33),(33,28),(33,7),-0.14481 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,33),(33,28),(33,6),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,33),(33,28),(33,4),-0.14481 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,33),(33,28),(33,3),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,33),(33,28),(33,1),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,33),(33,28),(33,-1),-0.207397 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(28,33),(33,27),(33,26),-0.147647 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,27),(33,25),-0.145345 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,27),(33,24),-0.14832 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,27),(33,23),-0.14832 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,27),(33,22),-0.145842 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,27),(33,20),-0.145345 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,27),(33,19),-0.14521 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,27),(33,18),-0.145777 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,27),(33,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,27),(33,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,27),(33,15),-0.145777 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,27),(33,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,27),(33,13),-0.145059 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,27),(33,12),-0.14832 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,27),(33,11),-0.145059 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,27),(33,10),-0.14521 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,27),(33,7),-0.145777 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,27),(33,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,27),(33,4),-0.145777 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,27),(33,3),-0.144711 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,27),(33,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,27),(33,-1),-0.180563 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,33),(33,26),(33,25),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,26),(33,24),-0.144743 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,26),(33,23),-0.144743 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,26),(33,22),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,26),(33,20),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,26),(33,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,26),(33,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,26),(33,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,26),(33,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,26),(33,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,26),(33,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,26),(33,13),-0.144702 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,26),(33,12),-0.144743 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,26),(33,11),-0.144702 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,26),(33,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,26),(33,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,26),(33,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,26),(33,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,26),(33,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,26),(33,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,26),(33,-1),-0.183655 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,33),(33,25),(33,24),-0.147378 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,25),(33,23),-0.147378 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,25),(33,22),-0.155564 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,25),(33,20),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,25),(33,19),-0.144758 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,25),(33,18),-0.155558 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,25),(33,17),-0.14474 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,25),(33,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,25),(33,15),-0.155558 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,25),(33,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,25),(33,13),-0.148504 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,25),(33,12),-0.147378 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,25),(33,11),-0.148943 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,25),(33,10),-0.144758 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,25),(33,7),-0.155558 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,25),(33,6),-0.14474 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,25),(33,4),-0.155558 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,25),(33,3),-0.14546 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,25),(33,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,25),(33,-1),-0.178665 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,33),(33,24),(33,23),-0.14832 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,24),(33,22),-0.145842 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,24),(33,20),-0.145345 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,24),(33,19),-0.14521 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,24),(33,18),-0.145777 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,24),(33,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,24),(33,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,24),(33,15),-0.145777 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,24),(33,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,24),(33,13),-0.145059 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,24),(33,12),-0.14832 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,24),(33,11),-0.145059 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,24),(33,10),-0.14521 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,24),(33,7),-0.145777 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,24),(33,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,24),(33,4),-0.145777 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,24),(33,3),-0.144711 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,24),(33,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,24),(33,-1),-0.180563 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,33),(33,23),(33,22),-0.145842 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,23),(33,20),-0.145345 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,23),(33,19),-0.14521 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,23),(33,18),-0.145777 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,23),(33,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,23),(33,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,23),(33,15),-0.145777 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,23),(33,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,23),(33,13),-0.145059 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,23),(33,12),-0.14832 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,23),(33,11),-0.145059 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,23),(33,10),-0.14521 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,23),(33,7),-0.145777 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,23),(33,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,23),(33,4),-0.145777 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,23),(33,3),-0.144711 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,23),(33,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,23),(33,-1),-0.18132 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,33),(33,22),(33,20),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,22),(33,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,22),(33,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,22),(33,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,22),(33,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,22),(33,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,22),(33,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,22),(33,13),-0.144712 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,22),(33,12),-0.144765 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,22),(33,11),-0.144712 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,22),(33,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,22),(33,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,22),(33,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,22),(33,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,22),(33,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,22),(33,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,22),(33,-1),-0.0527633 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,33),(33,20),(33,19),-0.144758 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,20),(33,18),-0.155558 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,20),(33,17),-0.14474 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,20),(33,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,20),(33,15),-0.155558 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,20),(33,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,20),(33,13),-0.148504 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,20),(33,12),-0.147378 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,20),(33,11),-0.148943 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,20),(33,10),-0.144758 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,20),(33,7),-0.155558 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,20),(33,6),-0.14474 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,20),(33,4),-0.155558 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,20),(33,3),-0.14546 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,20),(33,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,20),(33,-1),-0.178665 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,33),(33,19),(33,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,19),(33,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,19),(33,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,19),(33,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,19),(33,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,19),(33,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,19),(33,12),-0.145844 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,19),(33,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,19),(33,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,19),(33,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,19),(33,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,19),(33,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,19),(33,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,19),(33,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,19),(33,-1),-0.147598 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,33),(33,18),(33,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,18),(33,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,18),(33,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,18),(33,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,18),(33,13),-0.144712 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,18),(33,12),-0.144765 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,18),(33,11),-0.144712 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,18),(33,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,18),(33,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,18),(33,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,18),(33,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,18),(33,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,18),(33,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,18),(33,-1),-0.0524157 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,33),(33,17),(33,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,17),(33,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,17),(33,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,17),(33,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,17),(33,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,17),(33,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,17),(33,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,17),(33,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,17),(33,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,17),(33,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,17),(33,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,17),(33,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,17),(33,-1),-0.153508 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,33),(33,16),(33,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,16),(33,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,16),(33,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,16),(33,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,16),(33,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,16),(33,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,16),(33,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,16),(33,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,16),(33,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,16),(33,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,16),(33,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,16),(33,-1),-0.150722 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,33),(33,15),(33,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,15),(33,13),-0.144712 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,15),(33,12),-0.144765 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,15),(33,11),-0.144712 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,15),(33,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,15),(33,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,15),(33,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,15),(33,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,15),(33,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,15),(33,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,15),(33,-1),-0.0524157 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,33),(33,14),(33,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,14),(33,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,14),(33,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,14),(33,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,14),(33,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,14),(33,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,14),(33,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,14),(33,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,14),(33,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,14),(33,-1),-0.150181 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,33),(33,13),(33,12),-0.144719 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,13),(33,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,13),(33,10),-0.14474 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,13),(33,7),-0.14481 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,13),(33,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,13),(33,4),-0.14481 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,13),(33,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,13),(33,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,13),(33,-1),-0.204914 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,33),(33,12),(33,11),-0.145059 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,12),(33,10),-0.14521 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,12),(33,7),-0.145777 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,12),(33,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,12),(33,4),-0.145777 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,12),(33,3),-0.144711 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,12),(33,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,12),(33,-1),-0.180563 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,33),(33,11),(33,10),-0.14474 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,11),(33,7),-0.14481 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,11),(33,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,11),(33,4),-0.14481 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,11),(33,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,11),(33,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,11),(33,-1),-0.207502 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,33),(33,10),(33,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,10),(33,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,10),(33,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,10),(33,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,10),(33,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,10),(33,-1),-0.147598 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,33),(33,7),(33,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,7),(33,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,7),(33,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,7),(33,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,7),(33,-1),-0.0524196 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,33),(33,6),(33,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,6),(33,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,6),(33,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,6),(33,-1),-0.153508 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,33),(33,4),(33,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,4),(33,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,4),(33,-1),-0.052417 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,33),(33,3),(33,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,33),(33,3),(33,-1),-0.151322 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,33),(33,1),(33,-1),-0.149203 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,37),(37,37),(37,38),-0.0455796 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,37),(37,37),(37,39),0.266942 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(28,37),(37,38),(37,39),-0.0440198 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,37),(37,37),(37,36),0.128129 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,37),(37,37),(37,35),0.0579948 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,37),(37,37),(37,34),0.0654728 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,37),(37,37),(37,33),0.239206 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,37),(37,37),(37,32),0.169894 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,37),(37,37),(37,31),0.168528 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,37),(37,37),(37,30),0.184658 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,37),(37,37),(37,29),0.0673731 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,37),(37,37),(37,28),0.145331 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,37),(37,37),(37,27),-0.151026 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,37),(37,37),(37,26),-0.148729 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,37),(37,37),(37,-1),-0.128787 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(28,37),(37,36),(37,35),0.0972502 # DEPENDENCYPART_GRANDSIBL
(28,37),(37,36),(37,34),0.115198 # DEPENDENCYPART_GRANDSIBL
(28,37),(37,36),(37,33),0.111993 # DEPENDENCYPART_GRANDSIBL
(28,37),(37,36),(37,32),0.138241 # DEPENDENCYPART_GRANDSIBL
(28,37),(37,36),(37,31),0.137234 # DEPENDENCYPART_GRANDSIBL
(28,37),(37,36),(37,30),0.138332 # DEPENDENCYPART_GRANDSIBL
(28,37),(37,36),(37,29),0.115574 # DEPENDENCYPART_GRANDSIBL
(28,37),(37,36),(37,28),0.0993262 # DEPENDENCYPART_GRANDSIBL
(28,37),(37,36),(37,27),-0.14619 # DEPENDENCYPART_GRANDSIBL
(28,37),(37,36),(37,26),-0.148653 # DEPENDENCYPART_GRANDSIBL
