# _root_ Since the recent deterioration of the junk-bond market , at least two other junk issuers have said they plan to scale back planned high-yield offerings , and several issues have been postponed .
#goldHeads=16,4,4,1,4,8,8,5,16,15,10,10,15,15,16,0,16,19,27,21,19,21,25,25,21,27,17,29,30,27,30,31,16,
#predictedHeads=16,4,4,1,4,8,8,5,4,15,10,10,15,15,16,27,16,19,17,21,19,21,25,25,21,27,0,29,30,27,30,31,27,
(23,27),(27,14),(27,8),-0.144785 # DEPENDENCYPART_GRANDSIBL
(23,27),(27,14),(27,7),-0.144785 # DEPENDENCYPART_GRANDSIBL
(23,27),(27,14),(27,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,27),(27,14),(27,5),-0.144704 # DEPENDENCYPART_GRANDSIBL
(23,27),(27,14),(27,4),-0.144785 # DEPENDENCYPART_GRANDSIBL
(23,27),(27,14),(27,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,27),(27,14),(27,1),-0.144704 # DEPENDENCYPART_GRANDSIBL
(23,27),(27,14),(27,-1),-0.135317 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,27),(27,13),(27,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,27),(27,13),(27,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,27),(27,13),(27,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,27),(27,13),(27,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,27),(27,13),(27,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,27),(27,13),(27,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,27),(27,13),(27,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,27),(27,13),(27,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,27),(27,13),(27,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,27),(27,13),(27,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,27),(27,13),(27,-1),-0.152555 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,27),(27,12),(27,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,27),(27,12),(27,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,27),(27,12),(27,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,27),(27,12),(27,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,27),(27,12),(27,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,27),(27,12),(27,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,27),(27,12),(27,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,27),(27,12),(27,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,27),(27,12),(27,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,27),(27,12),(27,-1),-0.143998 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,27),(27,10),(27,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,27),(27,10),(27,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,27),(27,10),(27,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,27),(27,10),(27,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,27),(27,10),(27,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,27),(27,10),(27,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,27),(27,10),(27,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,27),(27,10),(27,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,27),(27,10),(27,-1),-0.1555 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,27),(27,9),(27,8),-0.144963 # DEPENDENCYPART_GRANDSIBL
(23,27),(27,9),(27,7),-0.144963 # DEPENDENCYPART_GRANDSIBL
(23,27),(27,9),(27,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,27),(27,9),(27,5),-0.145244 # DEPENDENCYPART_GRANDSIBL
(23,27),(27,9),(27,4),-0.144963 # DEPENDENCYPART_GRANDSIBL
(23,27),(27,9),(27,3),-0.144712 # DEPENDENCYPART_GRANDSIBL
(23,27),(27,9),(27,1),-0.145242 # DEPENDENCYPART_GRANDSIBL
(23,27),(27,9),(27,-1),-0.148475 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,27),(27,8),(27,7),-0.144785 # DEPENDENCYPART_GRANDSIBL
(23,27),(27,8),(27,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,27),(27,8),(27,5),-0.144704 # DEPENDENCYPART_GRANDSIBL
(23,27),(27,8),(27,4),-0.144785 # DEPENDENCYPART_GRANDSIBL
(23,27),(27,8),(27,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,27),(27,8),(27,1),-0.144704 # DEPENDENCYPART_GRANDSIBL
(23,27),(27,8),(27,-1),-0.135666 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,27),(27,7),(27,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,27),(27,7),(27,5),-0.144704 # DEPENDENCYPART_GRANDSIBL
(23,27),(27,7),(27,4),-0.144785 # DEPENDENCYPART_GRANDSIBL
(23,27),(27,7),(27,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,27),(27,7),(27,1),-0.144704 # DEPENDENCYPART_GRANDSIBL
(23,27),(27,7),(27,-1),-0.135317 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,27),(27,6),(27,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,27),(27,6),(27,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,27),(27,6),(27,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,27),(27,6),(27,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,27),(27,6),(27,-1),-0.144437 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,27),(27,5),(27,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,27),(27,5),(27,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,27),(27,5),(27,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,27),(27,5),(27,-1),-0.152235 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,27),(27,4),(27,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,27),(27,4),(27,1),-0.144704 # DEPENDENCYPART_GRANDSIBL
(23,27),(27,4),(27,-1),-0.135317 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,27),(27,3),(27,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,27),(27,3),(27,-1),-0.152555 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,27),(27,1),(27,-1),-0.155412 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,28),(28,28),(28,29),-0.0302267 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,28),(28,28),(28,30),-0.0278343 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,28),(28,28),(28,31),-0.0278343 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,28),(28,28),(28,32),-0.0278343 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,28),(28,28),(28,34),0.0376551 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,28),(28,29),(28,30),-0.0194431 # DEPENDENCYPART_GRANDSIBL
(23,28),(28,29),(28,31),-0.019443 # DEPENDENCYPART_GRANDSIBL
(23,28),(28,29),(28,32),-0.019443 # DEPENDENCYPART_GRANDSIBL
(23,28),(28,29),(28,34),-0.0295401 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,28),(28,30),(28,31),-0.0194496 # DEPENDENCYPART_GRANDSIBL
(23,28),(28,30),(28,32),-0.0194496 # DEPENDENCYPART_GRANDSIBL
(23,28),(28,30),(28,34),-0.0281753 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,28),(28,31),(28,32),-0.0194496 # DEPENDENCYPART_GRANDSIBL
(23,28),(28,31),(28,34),-0.0281753 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,28),(28,32),(28,34),-0.0281753 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,28),(28,28),(28,-1),-0.0628011 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,29),(29,29),(29,30),-0.0426544 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,29),(29,29),(29,31),-0.0426406 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,29),(29,29),(29,32),-0.0426406 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,29),(29,29),(29,34),-0.0462125 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,29),(29,30),(29,31),-0.0194517 # DEPENDENCYPART_GRANDSIBL
(23,29),(29,30),(29,32),-0.0194517 # DEPENDENCYPART_GRANDSIBL
(23,29),(29,30),(29,34),-0.0316626 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,29),(29,31),(29,32),-0.0194517 # DEPENDENCYPART_GRANDSIBL
(23,29),(29,31),(29,34),-0.0316488 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,29),(29,32),(29,34),-0.0316483 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,29),(29,29),(29,28),0.0937917 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,29),(29,29),(29,27),0.104925 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,29),(29,29),(29,26),0.100061 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,29),(29,29),(29,25),0.117009 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,29),(29,29),(29,24),0.0937917 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,29),(29,29),(29,23),0.0937917 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,29),(29,29),(29,-1),-0.0840153 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,29),(29,28),(29,27),0.10954 # DEPENDENCYPART_GRANDSIBL
(23,29),(29,28),(29,26),0.10925 # DEPENDENCYPART_GRANDSIBL
(23,29),(29,28),(29,25),0.109412 # DEPENDENCYPART_GRANDSIBL
(23,29),(29,28),(29,24),0.107869 # DEPENDENCYPART_GRANDSIBL
(23,29),(29,28),(29,23),0.107869 # DEPENDENCYPART_GRANDSIBL
(23,29),(29,28),(29,-1),-0.170288 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,29),(29,27),(29,26),0.185201 # DEPENDENCYPART_GRANDSIBL
(23,29),(29,27),(29,25),0.141841 # DEPENDENCYPART_GRANDSIBL
(23,29),(29,27),(29,24),0.230573 # DEPENDENCYPART_GRANDSIBL
(23,29),(29,27),(29,23),0.179579 # DEPENDENCYPART_GRANDSIBL
(23,29),(29,27),(29,-1),-0.148826 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,29),(29,26),(29,25),0.107569 # DEPENDENCYPART_GRANDSIBL
(23,29),(29,26),(29,24),0.108435 # DEPENDENCYPART_GRANDSIBL
(23,29),(29,26),(29,23),0.108435 # DEPENDENCYPART_GRANDSIBL
(23,29),(29,26),(29,-1),-0.147924 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,29),(29,25),(29,24),0.113404 # DEPENDENCYPART_GRANDSIBL
(23,29),(29,25),(29,23),0.113404 # DEPENDENCYPART_GRANDSIBL
(23,29),(29,25),(29,-1),-0.152357 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,29),(29,24),(29,23),0.107869 # DEPENDENCYPART_GRANDSIBL
(23,29),(29,24),(29,-1),-0.170279 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,29),(29,23),(29,-1),-0.170279 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,30),(30,30),(30,31),-0.0499249 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,30),(30,30),(30,32),-0.0463902 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,30),(30,30),(30,33),-0.0217878 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,30),(30,30),(30,34),0.114219 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,30),(30,31),(30,32),-0.0176227 # DEPENDENCYPART_GRANDSIBL
(23,30),(30,31),(30,33),-0.0197872 # DEPENDENCYPART_GRANDSIBL
(23,30),(30,31),(30,34),-0.0381869 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,30),(30,32),(30,33),-0.0197872 # DEPENDENCYPART_GRANDSIBL
(23,30),(30,32),(30,34),-0.034645 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,30),(30,33),(30,34),-0.0262895 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,30),(30,30),(30,29),0.101448 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,30),(30,30),(30,28),0.113336 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,30),(30,30),(30,27),0.124717 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,30),(30,30),(30,26),0.103793 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,30),(30,30),(30,25),0.101448 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,30),(30,30),(30,24),0.113336 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,30),(30,30),(30,23),0.113336 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,30),(30,30),(30,21),-0.145057 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,30),(30,30),(30,20),-0.144716 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,30),(30,30),(30,19),-0.145057 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,30),(30,30),(30,17),-0.145057 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,30),(30,30),(30,16),-0.145057 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,30),(30,30),(30,15),-0.145877 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,30),(30,30),(30,12),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,30),(30,30),(30,11),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,30),(30,30),(30,9),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,30),(30,30),(30,8),-0.145877 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,30),(30,30),(30,7),-0.145877 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,30),(30,30),(30,4),-0.145877 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,30),(30,30),(30,1),-0.14498 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,30),(30,30),(30,-1),-0.200717 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,30),(30,29),(30,28),0.108826 # DEPENDENCYPART_GRANDSIBL
(23,30),(30,29),(30,27),0.108289 # DEPENDENCYPART_GRANDSIBL
(23,30),(30,29),(30,26),0.104156 # DEPENDENCYPART_GRANDSIBL
(23,30),(30,29),(30,25),0.11506 # DEPENDENCYPART_GRANDSIBL
(23,30),(30,29),(30,24),0.108826 # DEPENDENCYPART_GRANDSIBL
(23,30),(30,29),(30,23),0.108826 # DEPENDENCYPART_GRANDSIBL
(23,30),(30,29),(30,21),-0.144732 # DEPENDENCYPART_GRANDSIBL
(23,30),(30,29),(30,20),-0.144702 # DEPENDENCYPART_GRANDSIBL
(23,30),(30,29),(30,19),-0.144732 # DEPENDENCYPART_GRANDSIBL
(23,30),(30,29),(30,17),-0.144732 # DEPENDENCYPART_GRANDSIBL
(23,30),(30,29),(30,16),-0.144732 # DEPENDENCYPART_GRANDSIBL
(23,30),(30,29),(30,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,30),(30,29),(30,12),-0.144706 # DEPENDENCYPART_GRANDSIBL
(23,30),(30,29),(30,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,30),(30,29),(30,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,30),(30,29),(30,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,30),(30,29),(30,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,30),(30,29),(30,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,30),(30,29),(30,1),-0.144759 # DEPENDENCYPART_GRANDSIBL
(23,30),(30,29),(30,-1),-0.138653 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,30),(30,28),(30,27),0.10954 # DEPENDENCYPART_GRANDSIBL
(23,30),(30,28),(30,26),0.10947 # DEPENDENCYPART_GRANDSIBL
(23,30),(30,28),(30,25),0.10954 # DEPENDENCYPART_GRANDSIBL
(23,30),(30,28),(30,24),0.109449 # DEPENDENCYPART_GRANDSIBL
(23,30),(30,28),(30,23),0.109449 # DEPENDENCYPART_GRANDSIBL
(23,30),(30,28),(30,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,30),(30,28),(30,20),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,30),(30,28),(30,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,30),(30,28),(30,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,30),(30,28),(30,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,30),(30,28),(30,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,30),(30,28),(30,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,30),(30,28),(30,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,30),(30,28),(30,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,30),(30,28),(30,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,30),(30,28),(30,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,30),(30,28),(30,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,30),(30,28),(30,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,30),(30,28),(30,-1),-0.136808 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,30),(30,27),(30,26),0.184994 # DEPENDENCYPART_GRANDSIBL
(23,30),(30,27),(30,25),0.142151 # DEPENDENCYPART_GRANDSIBL
(23,30),(30,27),(30,24),0.230606 # DEPENDENCYPART_GRANDSIBL
(23,30),(30,27),(30,23),0.179612 # DEPENDENCYPART_GRANDSIBL
(23,30),(30,27),(30,21),-0.00416961 # DEPENDENCYPART_GRANDSIBL
(23,30),(30,27),(30,20),0.00548509 # DEPENDENCYPART_GRANDSIBL
(23,30),(30,27),(30,19),-0.0084546 # DEPENDENCYPART_GRANDSIBL
(23,30),(30,27),(30,17),-0.0754254 # DEPENDENCYPART_GRANDSIBL
(23,30),(30,27),(30,16),-0.0760355 # DEPENDENCYPART_GRANDSIBL
(23,30),(30,27),(30,15),-0.0282697 # DEPENDENCYPART_GRANDSIBL
(23,30),(30,27),(30,12),-0.0495494 # DEPENDENCYPART_GRANDSIBL
(23,30),(30,27),(30,11),-0.0301667 # DEPENDENCYPART_GRANDSIBL
(23,30),(30,27),(30,9),-0.0569053 # DEPENDENCYPART_GRANDSIBL
(23,30),(30,27),(30,8),-0.0989102 # DEPENDENCYPART_GRANDSIBL
(23,30),(30,27),(30,7),-0.104146 # DEPENDENCYPART_GRANDSIBL
(23,30),(30,27),(30,4),-0.106547 # DEPENDENCYPART_GRANDSIBL
(23,30),(30,27),(30,1),-0.101684 # DEPENDENCYPART_GRANDSIBL
(23,30),(30,27),(30,-1),-0.150088 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,30),(30,26),(30,25),0.108513 # DEPENDENCYPART_GRANDSIBL
(23,30),(30,26),(30,24),0.108002 # DEPENDENCYPART_GRANDSIBL
(23,30),(30,26),(30,23),0.108002 # DEPENDENCYPART_GRANDSIBL
(23,30),(30,26),(30,21),-0.145189 # DEPENDENCYPART_GRANDSIBL
(23,30),(30,26),(30,20),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,30),(30,26),(30,19),-0.145189 # DEPENDENCYPART_GRANDSIBL
(23,30),(30,26),(30,17),-0.145189 # DEPENDENCYPART_GRANDSIBL
(23,30),(30,26),(30,16),-0.145195 # DEPENDENCYPART_GRANDSIBL
(23,30),(30,26),(30,15),-0.144721 # DEPENDENCYPART_GRANDSIBL
(23,30),(30,26),(30,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,30),(30,26),(30,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,30),(30,26),(30,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,30),(30,26),(30,8),-0.144721 # DEPENDENCYPART_GRANDSIBL
(23,30),(30,26),(30,7),-0.144721 # DEPENDENCYPART_GRANDSIBL
(23,30),(30,26),(30,4),-0.144721 # DEPENDENCYPART_GRANDSIBL
(23,30),(30,26),(30,1),-0.145504 # DEPENDENCYPART_GRANDSIBL
(23,30),(30,26),(30,-1),-0.154286 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,30),(30,25),(30,24),0.108826 # DEPENDENCYPART_GRANDSIBL
(23,30),(30,25),(30,23),0.108826 # DEPENDENCYPART_GRANDSIBL
(23,30),(30,25),(30,21),-0.144732 # DEPENDENCYPART_GRANDSIBL
(23,30),(30,25),(30,20),-0.144702 # DEPENDENCYPART_GRANDSIBL
(23,30),(30,25),(30,19),-0.144732 # DEPENDENCYPART_GRANDSIBL
(23,30),(30,25),(30,17),-0.144732 # DEPENDENCYPART_GRANDSIBL
(23,30),(30,25),(30,16),-0.144732 # DEPENDENCYPART_GRANDSIBL
(23,30),(30,25),(30,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,30),(30,25),(30,12),-0.144706 # DEPENDENCYPART_GRANDSIBL
(23,30),(30,25),(30,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,30),(30,25),(30,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,30),(30,25),(30,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,30),(30,25),(30,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,30),(30,25),(30,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,30),(30,25),(30,1),-0.144759 # DEPENDENCYPART_GRANDSIBL
(23,30),(30,25),(30,-1),-0.138653 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,30),(30,24),(30,23),0.109449 # DEPENDENCYPART_GRANDSIBL
(23,30),(30,24),(30,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,30),(30,24),(30,20),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,30),(30,24),(30,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,30),(30,24),(30,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,30),(30,24),(30,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,30),(30,24),(30,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,30),(30,24),(30,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,30),(30,24),(30,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,30),(30,24),(30,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,30),(30,24),(30,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,30),(30,24),(30,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,30),(30,24),(30,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,30),(30,24),(30,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,30),(30,24),(30,-1),-0.136808 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,30),(30,23),(30,21),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,30),(30,23),(30,20),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,30),(30,23),(30,19),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,30),(30,23),(30,17),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,30),(30,23),(30,16),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,30),(30,23),(30,15),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,30),(30,23),(30,12),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,30),(30,23),(30,11),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,30),(30,23),(30,9),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,30),(30,23),(30,8),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,30),(30,23),(30,7),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,30),(30,23),(30,4),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,30),(30,23),(30,1),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,30),(30,23),(30,-1),-0.136808 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,30),(30,21),(30,20),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,30),(30,21),(30,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,30),(30,21),(30,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,30),(30,21),(30,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,30),(30,21),(30,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,30),(30,21),(30,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,30),(30,21),(30,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,30),(30,21),(30,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,30),(30,21),(30,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,30),(30,21),(30,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,30),(30,21),(30,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,30),(30,21),(30,1),-0.144711 # DEPENDENCYPART_GRANDSIBL
(23,30),(30,21),(30,-1),-0.149068 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,30),(30,20),(30,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,30),(30,20),(30,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,30),(30,20),(30,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,30),(30,20),(30,15),-0.144923 # DEPENDENCYPART_GRANDSIBL
(23,30),(30,20),(30,12),-0.144706 # DEPENDENCYPART_GRANDSIBL
(23,30),(30,20),(30,11),-0.131518 # DEPENDENCYPART_GRANDSIBL
(23,30),(30,20),(30,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,30),(30,20),(30,8),-0.144923 # DEPENDENCYPART_GRANDSIBL
(23,30),(30,20),(30,7),-0.144923 # DEPENDENCYPART_GRANDSIBL
(23,30),(30,20),(30,4),-0.144923 # DEPENDENCYPART_GRANDSIBL
(23,30),(30,20),(30,1),-0.12058 # DEPENDENCYPART_GRANDSIBL
(23,30),(30,20),(30,-1),-0.112714 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,30),(30,19),(30,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,30),(30,19),(30,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,30),(30,19),(30,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,30),(30,19),(30,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,30),(30,19),(30,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
