# _root_ `` And you did n't want me to buy earthquake insurance , '' says Mrs. Hammack , reaching across the table and gently tapping his hand .
#goldHeads=4,4,4,14,4,4,9,9,6,11,9,4,4,0,16,14,14,22,18,21,19,14,24,22,26,24,14,
#predictedHeads=14,14,4,2,4,4,9,9,6,11,9,14,14,0,16,14,16,22,18,21,19,16,24,22,26,24,14,
(18,22),(22,22),(22,5),-0.145012 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,22),(22,22),(22,4),-0.162729 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,22),(22,22),(22,3),-0.144734 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,22),(22,22),(22,2),-0.148134 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,22),(22,22),(22,1),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,22),(22,22),(22,-1),-0.155646 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,22),(22,21),(22,20),0.145674 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,21),(22,19),0.0660693 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,21),(22,18),0.116756 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,21),(22,17),-0.14963 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,21),(22,16),-0.147103 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,21),(22,15),-0.147103 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,21),(22,14),-0.146889 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,21),(22,13),-0.144702 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,21),(22,12),-0.14963 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,21),(22,11),-0.147103 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,21),(22,10),-0.147103 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,21),(22,9),-0.146889 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,21),(22,8),-0.144722 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,21),(22,7),-0.144723 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,21),(22,6),-0.146889 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,21),(22,5),-0.144866 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,21),(22,4),-0.146889 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,21),(22,3),-0.144723 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,21),(22,2),-0.144842 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,21),(22,1),-0.144702 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,21),(22,-1),-0.166904 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,22),(22,20),(22,19),0.111901 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,20),(22,18),0.105876 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,20),(22,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,20),(22,16),-0.144746 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,20),(22,15),-0.144746 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,20),(22,14),-0.144704 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,20),(22,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,20),(22,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,20),(22,11),-0.144746 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,20),(22,10),-0.144746 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,20),(22,9),-0.144704 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,20),(22,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,20),(22,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,20),(22,6),-0.144704 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,20),(22,5),-0.144703 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,20),(22,4),-0.144704 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,20),(22,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,20),(22,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,20),(22,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,20),(22,-1),-0.138355 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,22),(22,19),(22,18),0.0947217 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,19),(22,17),-0.144866 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,19),(22,16),-0.144766 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,19),(22,15),-0.144766 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,19),(22,14),-0.144802 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,19),(22,13),-0.14471 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,19),(22,12),-0.144866 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,19),(22,11),-0.144766 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,19),(22,10),-0.144766 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,19),(22,9),-0.144802 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,19),(22,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,19),(22,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,19),(22,6),-0.144802 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,19),(22,5),-0.145455 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,19),(22,4),-0.144802 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,19),(22,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,19),(22,2),-0.14476 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,19),(22,1),-0.144858 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,19),(22,-1),-0.077222 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,22),(22,18),(22,17),-0.14569 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,22),(22,18),(22,16),-0.149936 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,22),(22,18),(22,15),-0.149936 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,22),(22,18),(22,14),-0.135722 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,22),(22,18),(22,13),-0.144837 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,22),(22,18),(22,12),-0.14569 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,22),(22,18),(22,11),-0.149936 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,22),(22,18),(22,10),-0.149936 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,22),(22,18),(22,9),-0.135722 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,22),(22,18),(22,8),-0.144981 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,22),(22,18),(22,7),-0.14479 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,22),(22,18),(22,6),-0.135722 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,22),(22,18),(22,5),-0.145098 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,22),(22,18),(22,4),-0.135722 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,22),(22,18),(22,3),-0.14479 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,22),(22,18),(22,2),-0.145172 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,22),(22,18),(22,1),-0.146924 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,22),(22,18),(22,-1),-0.137369 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,22),(22,17),(22,16),-0.151597 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,17),(22,15),-0.151597 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,17),(22,14),-0.162923 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,17),(22,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,17),(22,12),-0.144866 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,17),(22,11),-0.151597 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,17),(22,10),-0.151597 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,17),(22,9),-0.162923 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,17),(22,8),-0.144898 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,17),(22,7),-0.144724 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,17),(22,6),-0.162923 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,17),(22,5),-0.145264 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,17),(22,4),-0.162923 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,17),(22,3),-0.144724 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,17),(22,2),-0.149278 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,17),(22,1),-0.145493 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,17),(22,-1),-0.168597 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,22),(22,16),(22,15),-0.147103 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,16),(22,14),-0.146889 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,16),(22,13),-0.144702 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,16),(22,12),-0.14963 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,16),(22,11),-0.147103 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,16),(22,10),-0.147103 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,16),(22,9),-0.146889 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,16),(22,8),-0.144722 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,16),(22,7),-0.144723 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,16),(22,6),-0.146889 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,16),(22,5),-0.144866 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,16),(22,4),-0.146889 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,16),(22,3),-0.144723 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,16),(22,2),-0.144842 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,16),(22,1),-0.144702 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,16),(22,-1),-0.166904 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,22),(22,15),(22,14),-0.146889 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,15),(22,13),-0.144702 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,15),(22,12),-0.14963 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,15),(22,11),-0.147103 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,15),(22,10),-0.147103 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,15),(22,9),-0.146889 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,15),(22,8),-0.144722 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,15),(22,7),-0.144723 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,15),(22,6),-0.146889 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,15),(22,5),-0.144866 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,15),(22,4),-0.146889 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,15),(22,3),-0.144723 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,15),(22,2),-0.144842 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,15),(22,1),-0.144702 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,15),(22,-1),-0.167038 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,22),(22,14),(22,13),-0.144904 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,14),(22,12),-0.14569 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,14),(22,11),-0.149982 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,14),(22,10),-0.149982 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,14),(22,9),-0.135722 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,14),(22,8),-0.144987 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,14),(22,7),-0.14482 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,14),(22,6),-0.135722 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,14),(22,5),-0.145098 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,14),(22,4),-0.135722 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,14),(22,3),-0.14482 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,14),(22,2),-0.145172 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,14),(22,1),-0.147084 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,14),(22,-1),-0.141354 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,22),(22,13),(22,12),-0.145188 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,13),(22,11),-0.146264 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,13),(22,10),-0.146264 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,13),(22,9),-0.144842 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,13),(22,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,13),(22,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,13),(22,6),-0.144842 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,13),(22,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,13),(22,4),-0.144842 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,13),(22,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,13),(22,2),-0.144781 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,13),(22,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,13),(22,-1),-0.136042 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,22),(22,12),(22,11),-0.151597 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,12),(22,10),-0.151597 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,12),(22,9),-0.162923 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,12),(22,8),-0.144898 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,12),(22,7),-0.144724 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,12),(22,6),-0.162923 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,12),(22,5),-0.145264 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,12),(22,4),-0.162923 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,12),(22,3),-0.144724 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,12),(22,2),-0.149278 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,12),(22,1),-0.145493 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,12),(22,-1),-0.168597 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,22),(22,11),(22,10),-0.147103 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,11),(22,9),-0.146889 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,11),(22,8),-0.144722 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,11),(22,7),-0.144723 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,11),(22,6),-0.146889 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,11),(22,5),-0.144866 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,11),(22,4),-0.146889 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,11),(22,3),-0.144723 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,11),(22,2),-0.144842 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,11),(22,1),-0.144702 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,11),(22,-1),-0.167386 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,22),(22,10),(22,9),-0.146889 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,10),(22,8),-0.144722 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,10),(22,7),-0.144723 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,10),(22,6),-0.146889 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,10),(22,5),-0.144866 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,10),(22,4),-0.146889 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,10),(22,3),-0.144723 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,10),(22,2),-0.144842 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,10),(22,1),-0.144702 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,10),(22,-1),-0.168065 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,22),(22,9),(22,8),-0.144981 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,9),(22,7),-0.14479 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,9),(22,6),-0.135722 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,9),(22,5),-0.145098 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,9),(22,4),-0.135722 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,9),(22,3),-0.14479 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,9),(22,2),-0.145172 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,9),(22,1),-0.146924 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,9),(22,-1),-0.144246 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,22),(22,8),(22,7),-0.144835 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,8),(22,6),-0.144702 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,8),(22,5),-0.144704 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,8),(22,4),-0.144702 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,8),(22,3),-0.144835 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,8),(22,2),-0.146705 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,8),(22,1),-0.14473 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,8),(22,-1),-0.0924976 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,22),(22,7),(22,6),-0.144769 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,7),(22,5),-0.144705 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,7),(22,4),-0.144769 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,7),(22,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,7),(22,2),-0.144717 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,7),(22,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,7),(22,-1),-0.166572 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,22),(22,6),(22,5),-0.145098 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,6),(22,4),-0.135722 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,6),(22,3),-0.14479 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,6),(22,2),-0.145172 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,6),(22,1),-0.146924 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,6),(22,-1),-0.140071 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,22),(22,5),(22,4),-0.144726 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,5),(22,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,5),(22,2),-0.144794 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,5),(22,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,5),(22,-1),-0.0735804 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,22),(22,4),(22,3),-0.14479 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,4),(22,2),-0.145172 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,4),(22,1),-0.146924 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,4),(22,-1),-0.132388 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,22),(22,3),(22,2),-0.144717 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,3),(22,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,3),(22,-1),-0.163844 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,22),(22,2),(22,1),-0.211498 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,2),(22,-1),-0.123059 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,22),(22,1),(22,-1),-0.167611 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,23),(23,23),(23,24),-0.033499 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,23),(23,23),(23,26),0.0121048 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,23),(23,23),(23,28),0.0767281 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,23),(23,24),(23,26),-0.0146415 # DEPENDENCYPART_GRANDSIBL
(18,23),(23,24),(23,28),-0.0525581 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,23),(23,26),(23,28),0.062217 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,23),(23,23),(23,21),0.10074 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,23),(23,23),(23,-1),-0.0491769 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,23),(23,21),(23,-1),-0.142111 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,24),(24,24),(24,26),0.0373933 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,24),(24,24),(24,27),-0.0411165 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,24),(24,24),(24,28),0.0834115 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,24),(24,26),(24,27),-0.0145716 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,26),(24,28),-0.0287623 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,24),(24,27),(24,28),-0.0327537 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,24),(24,24),(24,23),0.0533485 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,24),(24,24),(24,21),0.150494 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,24),(24,24),(24,19),-0.0299467 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,24),(24,24),(24,-1),-0.241849 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,24),(24,23),(24,21),0.1116 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,23),(24,19),0.0954656 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,23),(24,-1),-0.17236 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,24),(24,21),(24,19),0.217393 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,21),(24,-1),-0.167485 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,24),(24,19),(24,-1),-0.12512 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,26),(26,26),(26,27),0.00656601 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,26),(26,26),(26,28),0.0699477 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,26),(26,27),(26,28),-0.0121011 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,26),(26,26),(26,25),0.117939 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,26),(26,26),(26,24),0.132081 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,26),(26,26),(26,23),0.128941 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,26),(26,26),(26,21),0.0289701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,26),(26,26),(26,20),0.0984495 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,26),(26,26),(26,-1),-0.185135 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,26),(26,25),(26,24),0.106252 # DEPENDENCYPART_GRANDSIBL
(18,26),(26,25),(26,23),0.112762 # DEPENDENCYPART_GRANDSIBL
(18,26),(26,25),(26,21),0.11681 # DEPENDENCYPART_GRANDSIBL
(18,26),(26,25),(26,20),0.108136 # DEPENDENCYPART_GRANDSIBL
(18,26),(26,25),(26,-1),-0.203686 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,26),(26,24),(26,23),0.10852 # DEPENDENCYPART_GRANDSIBL
(18,26),(26,24),(26,21),0.112755 # DEPENDENCYPART_GRANDSIBL
(18,26),(26,24),(26,20),0.166376 # DEPENDENCYPART_GRANDSIBL
(18,26),(26,24),(26,-1),-0.13774 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,26),(26,23),(26,21),0.119536 # DEPENDENCYPART_GRANDSIBL
(18,26),(26,23),(26,20),0.128957 # DEPENDENCYPART_GRANDSIBL
(18,26),(26,23),(26,-1),-0.121896 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,26),(26,21),(26,20),0.0263727 # DEPENDENCYPART_GRANDSIBL
(18,26),(26,21),(26,-1),-0.114486 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,26),(26,20),(26,-1),-0.21849 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,27),(27,27),(27,28),-0.00884591 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,27),(27,27),(27,26),0.0732956 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,27),(27,27),(27,-1),0.0175255 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,27),(27,26),(27,-1),-0.177564 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,17),(17,17),(17,18),0.10954 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,17),(17,17),(17,28),-0.161483 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,17),(17,18),(17,28),-0.144701 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,17),(17,17),(17,-1),-0.0353811 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,20),(20,20),(20,21),-0.011047 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,20),(20,20),(20,28),-0.0509306 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,20),(20,21),(20,28),-0.010978 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,20),(20,20),(20,-1),-0.188502 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,21),(21,21),(21,22),-0.0830353 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,21),(21,21),(21,23),0.0475944 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,21),(21,21),(21,24),-0.0131028 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,21),(21,21),(21,26),-0.13355 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,21),(21,21),(21,28),0.152623 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,21),(21,22),(21,23),0.259715 # DEPENDENCYPART_GRANDSIBL
(19,21),(21,22),(21,24),0.348681 # DEPENDENCYPART_GRANDSIBL
(19,21),(21,22),(21,26),0.154128 # DEPENDENCYPART_GRANDSIBL
(19,21),(21,22),(21,28),-0.0689726 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,21),(21,23),(21,24),-0.0232996 # DEPENDENCYPART_GRANDSIBL
