# _root_ `` As long as I am borrowing at 9.9 % and each { bond } yields over that , it enhances the yield , '' he maintains .
#goldHeads=27,21,2,11,6,11,6,7,10,8,2,14,14,16,14,11,16,17,21,21,27,23,21,27,27,27,0,27,
#predictedHeads=27,11,2,6,6,11,6,7,10,8,21,14,14,11,14,21,16,17,21,21,27,23,21,27,27,27,0,27,
(11,14),(14,25),(14,28),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,25),(14,29),-0.0307377 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,27),(14,28),-0.0202515 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,27),(14,29),-0.00621824 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,28),(14,29),-0.0266097 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,14),(14,13),0.0956821 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,12),0.0711326 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,11),0.128058 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,10),-0.136667 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,9),-0.144754 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,8),-0.0651483 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,-1),-0.0137718 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,14),(14,13),(14,12),0.116563 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,13),(14,11),0.10954 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,13),(14,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,13),(14,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,13),(14,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,13),(14,-1),-0.140283 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,12),(14,11),0.109169 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,12),(14,10),-0.144775 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,12),(14,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,12),(14,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,12),(14,-1),-0.130934 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,11),(14,10),0.159334 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,11),(14,9),0.130406 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,11),(14,8),0.196249 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,11),(14,-1),-0.174785 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,14),(14,10),(14,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,10),(14,8),-0.139444 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,10),(14,-1),-0.159333 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,9),(14,8),-0.145139 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,9),(14,-1),-0.138831 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,8),(14,-1),-0.0248127 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,15),(15,15),(15,29),0.00942972 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,15),(15,15),(15,13),0.109028 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,15),(15,15),(15,-1),-0.112418 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,15),(15,13),(15,-1),-0.147945 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,16),(16,16),(16,17),-0.0538219 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,16),(16,18),-0.0721748 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,16),(16,19),-0.0443473 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,16),(16,21),0.0386864 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,16),(16,23),-0.0230876 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,16),(16,24),-0.0443473 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,16),(16,25),-0.0498627 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,16),(16,27),0.0386864 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,16),(16,28),-0.0235284 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,16),(16,29),0.196644 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,16),(16,17),(16,18),-0.0189589 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,17),(16,19),-0.0384436 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,17),(16,21),-0.0166176 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,17),(16,23),-0.017074 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,17),(16,24),-0.0384436 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,17),(16,25),-0.0154376 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,17),(16,27),-0.0166176 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,17),(16,28),-0.0204279 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,17),(16,29),-0.089629 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,16),(16,18),(16,19),-0.020214 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,18),(16,21),-0.0167858 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,18),(16,23),-0.0244811 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,18),(16,24),-0.020214 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,18),(16,25),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,18),(16,27),-0.0167858 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,18),(16,28),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,18),(16,29),-0.0421566 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,16),(16,19),(16,21),-0.0747127 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,19),(16,23),0.0167855 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,19),(16,24),-0.0206154 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,19),(16,25),-0.0202086 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,19),(16,27),-0.0747127 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,19),(16,28),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,19),(16,29),-0.0292307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,16),(16,21),(16,23),-0.0119845 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,21),(16,24),-0.0334283 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,21),(16,25),-0.0144548 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,21),(16,27),-0.0262402 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,21),(16,28),-0.0218966 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,21),(16,29),0.0877868 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,16),(16,23),(16,24),-0.00736114 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,23),(16,25),-0.0250541 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,23),(16,27),0.0167445 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,23),(16,28),-0.0249677 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,23),(16,29),-0.0138703 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,16),(16,24),(16,25),-0.0202086 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,24),(16,27),-0.0747127 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,24),(16,28),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,24),(16,29),-0.0292307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,16),(16,25),(16,27),-0.0245386 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,25),(16,28),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,25),(16,29),-0.0213295 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,16),(16,27),(16,28),-0.0218966 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,27),(16,29),0.0877868 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,16),(16,28),(16,29),-0.0429407 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,16),(16,16),(16,15),0.100703 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,16),(16,14),0.241474 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,16),(16,13),0.104537 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,16),(16,12),0.108714 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,16),(16,11),0.219286 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,16),(16,10),-0.0962923 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,16),(16,9),-0.144752 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,16),(16,8),-0.135737 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,16),(16,7),-0.162429 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,16),(16,6),-0.162429 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,16),(16,5),-0.1473 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,16),(16,4),-0.140333 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,16),(16,3),-0.148871 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,16),(16,2),-0.149078 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,16),(16,1),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,16),(16,-1),-0.212488 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,16),(16,15),(16,14),0.104018 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,15),(16,13),0.109521 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,15),(16,12),0.10954 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,15),(16,11),0.10954 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,15),(16,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,15),(16,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,15),(16,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,15),(16,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,15),(16,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,15),(16,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,15),(16,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,15),(16,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,15),(16,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,15),(16,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,15),(16,-1),-0.137556 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,16),(16,14),(16,13),0.0993918 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,14),(16,12),0.115715 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,14),(16,11),0.113888 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,14),(16,10),-0.147568 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,14),(16,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,14),(16,8),-0.165473 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,14),(16,7),-0.149107 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,14),(16,6),-0.149107 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,14),(16,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,14),(16,4),-0.165284 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,14),(16,3),-0.146191 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,14),(16,2),-0.146536 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,14),(16,1),-0.144704 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,14),(16,-1),-0.0691639 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,16),(16,13),(16,12),0.109537 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,13),(16,11),0.10954 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,13),(16,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,13),(16,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,13),(16,8),-0.144715 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,13),(16,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,13),(16,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,13),(16,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,13),(16,4),-0.144715 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,13),(16,3),-0.144868 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,13),(16,2),-0.144868 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,13),(16,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,13),(16,-1),-0.159571 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,16),(16,12),(16,11),0.108171 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,12),(16,10),-0.14505 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,12),(16,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,12),(16,8),-0.144716 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,12),(16,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,12),(16,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,12),(16,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,12),(16,4),-0.144716 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,12),(16,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,12),(16,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,12),(16,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,12),(16,-1),-0.177643 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,16),(16,11),(16,10),0.16314 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,11),(16,9),0.130406 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,11),(16,8),0.193624 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,11),(16,7),0.109132 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,11),(16,6),0.152859 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,11),(16,5),0.149099 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,11),(16,4),0.128422 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,11),(16,3),0.119728 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,11),(16,2),0.0815491 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,11),(16,1),0.0580262 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,11),(16,-1),-0.117114 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,16),(16,10),(16,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,10),(16,8),-0.16572 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,10),(16,7),-0.149107 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,10),(16,6),-0.149107 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,10),(16,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,10),(16,4),-0.165531 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,10),(16,3),-0.146191 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,10),(16,2),-0.146536 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,10),(16,1),-0.144704 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,10),(16,-1),-0.0637215 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,16),(16,9),(16,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,9),(16,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,9),(16,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,9),(16,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,9),(16,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,9),(16,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,9),(16,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,9),(16,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,9),(16,-1),-0.131927 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,16),(16,8),(16,7),-0.145555 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,8),(16,6),-0.145555 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,8),(16,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,8),(16,4),-0.146292 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,8),(16,3),-0.145203 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,8),(16,2),-0.145203 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,8),(16,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,8),(16,-1),-0.0623433 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,16),(16,7),(16,6),-0.145246 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,7),(16,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,7),(16,4),-0.145617 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,7),(16,3),-0.144742 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,7),(16,2),-0.144747 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,7),(16,1),-0.146417 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,7),(16,-1),-0.0551494 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,16),(16,6),(16,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,6),(16,4),-0.145617 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,6),(16,3),-0.144742 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,6),(16,2),-0.144747 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,6),(16,1),-0.146417 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,6),(16,-1),-0.0552035 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,16),(16,5),(16,4),-0.145 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,5),(16,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,5),(16,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,5),(16,1),-0.145529 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,5),(16,-1),-0.198645 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,16),(16,4),(16,3),-0.145203 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,4),(16,2),-0.145203 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,4),(16,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,4),(16,-1),-0.0802172 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,16),(16,3),(16,2),-0.145278 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,3),(16,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,3),(16,-1),-0.0967986 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,16),(16,2),(16,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,2),(16,-1),-0.0955392 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,16),(16,1),(16,-1),-0.138706 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,17),(17,17),(17,18),-0.0374859 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,17),(17,17),(17,19),-0.00272785 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,17),(17,17),(17,21),-0.00110176 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,17),(17,17),(17,23),0.0241099 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,17),(17,17),(17,24),-0.00272785 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,17),(17,17),(17,25),-0.0194415 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,17),(17,17),(17,27),-0.00110176 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,17),(17,17),(17,28),-0.0194405 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,17),(17,17),(17,29),-0.118003 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,17),(17,18),(17,19),-0.0194416 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,18),(17,21),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,18),(17,23),-0.0198517 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,18),(17,24),-0.0194416 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,18),(17,25),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,18),(17,27),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,18),(17,28),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,18),(17,29),-0.0374968 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,17),(17,19),(17,21),-0.0201053 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,19),(17,23),-0.021548 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,19),(17,24),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,19),(17,25),-0.0194641 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,19),(17,27),-0.0201053 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,19),(17,28),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,19),(17,29),0.0400446 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,17),(17,21),(17,23),-0.0205642 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,21),(17,24),-0.0196735 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,21),(17,25),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,21),(17,27),-0.0197731 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,21),(17,28),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,21),(17,29),-0.00296083 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,17),(17,23),(17,24),0.00839672 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,23),(17,25),-0.0199461 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,23),(17,27),-0.0196607 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,23),(17,28),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,23),(17,29),-0.014099 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,17),(17,24),(17,25),-0.0194641 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,24),(17,27),-0.0201053 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,24),(17,28),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,24),(17,29),0.0400446 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,17),(17,25),(17,27),-0.0194413 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,25),(17,28),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,25),(17,29),-0.019443 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,17),(17,27),(17,28),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,27),(17,29),-0.00296083 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,17),(17,28),(17,29),-0.0194405 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,17),(17,17),(17,14),0.0748983 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,17),(17,17),(17,-1),-0.0848139 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,17),(17,14),(17,-1),-0.156619 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,19),(19,19),(19,29),0.0694301 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,19),(19,19),(19,-1),-0.0464494 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,21),(21,21),(21,22),-0.0513192 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,21),(21,21),(21,23),-0.0230876 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,21),(21,21),(21,24),-0.0443473 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,21),(21,21),(21,25),-0.0498627 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,21),(21,21),(21,27),0.0386864 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,21),(21,21),(21,28),-0.0235284 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,21),(21,21),(21,29),0.197352 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,21),(21,22),(21,23),-0.0223885 # DEPENDENCYPART_GRANDSIBL
(11,21),(21,22),(21,24),-0.0198974 # DEPENDENCYPART_GRANDSIBL
(11,21),(21,22),(21,25),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(11,21),(21,22),(21,27),-0.0169277 # DEPENDENCYPART_GRANDSIBL
(11,21),(21,22),(21,28),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(11,21),(21,22),(21,29),-0.0485121 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,21),(21,23),(21,24),-0.00736114 # DEPENDENCYPART_GRANDSIBL
(11,21),(21,23),(21,25),-0.0250541 # DEPENDENCYPART_GRANDSIBL
(11,21),(21,23),(21,27),0.0167445 # DEPENDENCYPART_GRANDSIBL
(11,21),(21,23),(21,28),-0.0249677 # DEPENDENCYPART_GRANDSIBL
(11,21),(21,23),(21,29),-0.0138698 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,21),(21,24),(21,25),-0.0202086 # DEPENDENCYPART_GRANDSIBL
(11,21),(21,24),(21,27),-0.0747127 # DEPENDENCYPART_GRANDSIBL
(11,21),(21,24),(21,28),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(11,21),(21,24),(21,29),-0.0292307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,21),(21,25),(21,27),-0.0245386 # DEPENDENCYPART_GRANDSIBL
(11,21),(21,25),(21,28),-0.0194405 # DEPENDENCYPART_GRANDSIBL
