# _root_ Akkor a két állam között automatikusan adódna katonai szövetség , a vasútvonal használatát egymástól nem lehetne megtagadni , ( ... )
#goldHeads=7,4,4,5,7,7,0,9,7,7,12,13,17,17,16,7,16,7,7,7,7,
#predictedHeads=7,4,4,5,7,7,0,9,7,7,12,13,17,17,16,7,16,16,16,7,7,
(8,13),(13,5),-0.820635 # DEPENDENCYPART_GRANDPAR
(8,13),(13,6),-0.737013 # DEPENDENCYPART_GRANDPAR
(8,13),(13,7),-0.688579 # DEPENDENCYPART_GRANDPAR
(8,13),(13,8),-0.458195 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,13),(13,9),-0.0917971 # DEPENDENCYPART_GRANDPAR
(8,13),(13,10),-0.237589 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),-0.251172 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),-0.220632 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),-0.0242167 # DEPENDENCYPART_GRANDPAR
(8,13),(13,17),-0.186173 # DEPENDENCYPART_GRANDPAR
(8,13),(13,18),-0.152874 # DEPENDENCYPART_GRANDPAR
(8,13),(13,19),-0.251442 # DEPENDENCYPART_GRANDPAR
(8,13),(13,20),-0.264698 # DEPENDENCYPART_GRANDPAR
(8,13),(13,21),-0.346426 # DEPENDENCYPART_GRANDPAR
(8,16),(16,1),-0.773215 # DEPENDENCYPART_GRANDPAR
(8,16),(16,3),-0.677109 # DEPENDENCYPART_GRANDPAR
(8,16),(16,4),-0.82763 # DEPENDENCYPART_GRANDPAR
(8,16),(16,5),-0.780258 # DEPENDENCYPART_GRANDPAR
(8,16),(16,6),-0.693521 # DEPENDENCYPART_GRANDPAR
(8,16),(16,7),-0.726241 # DEPENDENCYPART_GRANDPAR
(8,16),(16,8),-0.489519 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,16),(16,9),-0.195083 # DEPENDENCYPART_GRANDPAR
(8,16),(16,10),-0.377128 # DEPENDENCYPART_GRANDPAR
(8,16),(16,11),-0.29462 # DEPENDENCYPART_GRANDPAR
(8,16),(16,12),-0.321945 # DEPENDENCYPART_GRANDPAR
(8,16),(16,13),-0.243692 # DEPENDENCYPART_GRANDPAR
(8,16),(16,14),-0.143667 # DEPENDENCYPART_GRANDPAR
(8,16),(16,15),-0.199659 # DEPENDENCYPART_GRANDPAR
(8,16),(16,17),-0.230898 # DEPENDENCYPART_GRANDPAR
(8,16),(16,18),-0.185661 # DEPENDENCYPART_GRANDPAR
(8,16),(16,19),-0.242023 # DEPENDENCYPART_GRANDPAR
(8,16),(16,20),-0.288133 # DEPENDENCYPART_GRANDPAR
(8,16),(16,21),-0.367706 # DEPENDENCYPART_GRANDPAR
(9,1),(1,4),-0.186077 # DEPENDENCYPART_GRANDPAR
(9,1),(1,5),0.150376 # DEPENDENCYPART_GRANDPAR
(9,1),(1,7),0.0508118 # DEPENDENCYPART_GRANDPAR
(9,1),(1,9),-0.914603 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,1),(1,10),-0.548465 # DEPENDENCYPART_GRANDPAR
(9,1),(1,12),-0.326487 # DEPENDENCYPART_GRANDPAR
(9,1),(1,13),-0.450961 # DEPENDENCYPART_GRANDPAR
(9,1),(1,16),-0.239061 # DEPENDENCYPART_GRANDPAR
(9,1),(1,21),-0.782898 # DEPENDENCYPART_GRANDPAR
(9,2),(2,6),-0.0028155 # DEPENDENCYPART_GRANDPAR
(9,2),(2,8),0.222662 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-0.79204 # DEPENDENCYPART_GRANDPAR
(9,3),(3,17),-0.170221 # DEPENDENCYPART_GRANDPAR
(9,3),(3,18),-0.341448 # DEPENDENCYPART_GRANDPAR
(9,3),(3,19),-0.50004 # DEPENDENCYPART_GRANDPAR
(9,3),(3,20),-0.515713 # DEPENDENCYPART_GRANDPAR
(9,3),(3,21),-0.780759 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),-0.352089 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.482132 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.311433 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),0.132817 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),0.0907849 # DEPENDENCYPART_GRANDPAR
(9,4),(4,16),-0.268897 # DEPENDENCYPART_GRANDPAR
(9,4),(4,17),-0.213642 # DEPENDENCYPART_GRANDPAR
(9,4),(4,18),-0.391053 # DEPENDENCYPART_GRANDPAR
(9,4),(4,19),-0.54469 # DEPENDENCYPART_GRANDPAR
(9,4),(4,20),-0.561175 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),-0.730883 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.408321 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.222733 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),0.00327193 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),-0.00359928 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),0.228749 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-0.926374 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,10),-0.531989 # DEPENDENCYPART_GRANDPAR
(9,5),(5,12),-0.338241 # DEPENDENCYPART_GRANDPAR
(9,5),(5,13),-0.462714 # DEPENDENCYPART_GRANDPAR
(9,5),(5,16),-0.201292 # DEPENDENCYPART_GRANDPAR
(9,5),(5,17),-0.146046 # DEPENDENCYPART_GRANDPAR
(9,5),(5,18),-0.331624 # DEPENDENCYPART_GRANDPAR
(9,5),(5,19),-0.489298 # DEPENDENCYPART_GRANDPAR
(9,5),(5,20),-0.506288 # DEPENDENCYPART_GRANDPAR
(9,5),(5,21),-0.772712 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),-0.269989 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.555503 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.434186 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.0718967 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),0.255539 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),0.0260415 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),0.302747 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-0.980068 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,10),-0.567584 # DEPENDENCYPART_GRANDPAR
(9,6),(6,12),-0.391953 # DEPENDENCYPART_GRANDPAR
(9,6),(6,13),-0.516427 # DEPENDENCYPART_GRANDPAR
(9,6),(6,15),-0.459582 # DEPENDENCYPART_GRANDPAR
(9,6),(6,16),-0.254284 # DEPENDENCYPART_GRANDPAR
(9,6),(6,17),-0.199038 # DEPENDENCYPART_GRANDPAR
(9,6),(6,18),-0.367219 # DEPENDENCYPART_GRANDPAR
(9,6),(6,19),-0.524293 # DEPENDENCYPART_GRANDPAR
(9,6),(6,20),-0.540799 # DEPENDENCYPART_GRANDPAR
(9,6),(6,21),-0.808134 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),-0.445799 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-0.700043 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.494464 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.189391 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),0.128959 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.0959934 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),0.345711 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-0.981053 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.599227 # DEPENDENCYPART_GRANDPAR
(9,7),(7,11),-0.390719 # DEPENDENCYPART_GRANDPAR
(9,7),(7,12),-0.392933 # DEPENDENCYPART_GRANDPAR
(9,7),(7,13),-0.51605 # DEPENDENCYPART_GRANDPAR
(9,7),(7,15),-0.496631 # DEPENDENCYPART_GRANDPAR
(9,7),(7,16),-0.284131 # DEPENDENCYPART_GRANDPAR
(9,7),(7,17),-0.228859 # DEPENDENCYPART_GRANDPAR
(9,7),(7,18),-0.398862 # DEPENDENCYPART_GRANDPAR
(9,7),(7,19),-0.558548 # DEPENDENCYPART_GRANDPAR
(9,7),(7,20),-0.573268 # DEPENDENCYPART_GRANDPAR
(9,7),(7,21),-0.79607 # DEPENDENCYPART_GRANDPAR
(9,8),(8,1),-0.277778 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),-0.557372 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.436041 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.0856025 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),0.251871 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),0.0454281 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),0.0204865 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-0.516428 # DEPENDENCYPART_GRANDPAR
(9,8),(8,16),-0.254286 # DEPENDENCYPART_GRANDPAR
(9,12),(12,2),-1.11843 # DEPENDENCYPART_GRANDPAR
(9,12),(12,7),-0.394165 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-0.250041 # DEPENDENCYPART_GRANDPAR
(9,12),(12,10),-0.190655 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),-0.0218981 # DEPENDENCYPART_GRANDPAR
(9,13),(13,2),-1.11843 # DEPENDENCYPART_GRANDPAR
(9,13),(13,3),-0.832777 # DEPENDENCYPART_GRANDPAR
(9,13),(13,4),-0.677463 # DEPENDENCYPART_GRANDPAR
(9,13),(13,5),-0.258485 # DEPENDENCYPART_GRANDPAR
(9,13),(13,6),-0.476199 # DEPENDENCYPART_GRANDPAR
(9,13),(13,7),-0.394165 # DEPENDENCYPART_GRANDPAR
(9,13),(13,8),-0.250041 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-0.44471 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,10),-0.190655 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),-0.0218983 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),0.142865 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),0.129874 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),0.18611 # DEPENDENCYPART_GRANDPAR
(9,13),(13,18),-0.0205415 # DEPENDENCYPART_GRANDPAR
(9,13),(13,19),-0.223647 # DEPENDENCYPART_GRANDPAR
(9,13),(13,20),-0.1829 # DEPENDENCYPART_GRANDPAR
(9,13),(13,21),-0.423509 # DEPENDENCYPART_GRANDPAR
(9,16),(16,1),-0.695896 # DEPENDENCYPART_GRANDPAR
(9,16),(16,3),-0.762637 # DEPENDENCYPART_GRANDPAR
(9,16),(16,4),-0.618816 # DEPENDENCYPART_GRANDPAR
(9,16),(16,5),-0.198447 # DEPENDENCYPART_GRANDPAR
(9,16),(16,6),-0.402399 # DEPENDENCYPART_GRANDPAR
(9,16),(16,7),-0.409649 # DEPENDENCYPART_GRANDPAR
(9,16),(16,8),-0.175867 # DEPENDENCYPART_GRANDPAR
(9,16),(16,9),-0.60725 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,16),(16,10),-0.325565 # DEPENDENCYPART_GRANDPAR
(9,16),(16,11),-0.0477432 # DEPENDENCYPART_GRANDPAR
(9,16),(16,12),-0.017894 # DEPENDENCYPART_GRANDPAR
(9,16),(16,13),-0.142368 # DEPENDENCYPART_GRANDPAR
(9,16),(16,14),-0.0109423 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),-0.0609381 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),0.103059 # DEPENDENCYPART_GRANDPAR
(9,16),(16,18),-0.0789856 # DEPENDENCYPART_GRANDPAR
(9,16),(16,19),-0.190394 # DEPENDENCYPART_GRANDPAR
(9,16),(16,20),-0.21326 # DEPENDENCYPART_GRANDPAR
(9,16),(16,21),-0.457471 # DEPENDENCYPART_GRANDPAR
(9,17),(17,1),-0.695432 # DEPENDENCYPART_GRANDPAR
(9,17),(17,2),-1.05571 # DEPENDENCYPART_GRANDPAR
(9,17),(17,3),-0.762613 # DEPENDENCYPART_GRANDPAR
(9,17),(17,4),-0.615961 # DEPENDENCYPART_GRANDPAR
(9,17),(17,5),-0.198418 # DEPENDENCYPART_GRANDPAR
(9,17),(17,6),-0.402398 # DEPENDENCYPART_GRANDPAR
(9,17),(17,7),-0.409383 # DEPENDENCYPART_GRANDPAR
(9,17),(17,8),-0.175867 # DEPENDENCYPART_GRANDPAR
(9,17),(17,9),-0.604491 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,17),(17,10),-0.319318 # DEPENDENCYPART_GRANDPAR
(9,17),(17,11),-0.047683 # DEPENDENCYPART_GRANDPAR
(9,17),(17,12),-0.0151355 # DEPENDENCYPART_GRANDPAR
(9,17),(17,13),-0.139609 # DEPENDENCYPART_GRANDPAR
(9,17),(17,14),-0.013631 # DEPENDENCYPART_GRANDPAR
(9,17),(17,15),-0.0580602 # DEPENDENCYPART_GRANDPAR
(9,17),(17,16),0.127162 # DEPENDENCYPART_GRANDPAR
(9,17),(17,18),-0.10223 # DEPENDENCYPART_GRANDPAR
(9,17),(17,19),-0.209923 # DEPENDENCYPART_GRANDPAR
(9,17),(17,20),-0.231746 # DEPENDENCYPART_GRANDPAR
(9,17),(17,21),-0.461009 # DEPENDENCYPART_GRANDPAR
(12,2),(2,6),-0.63702 # DEPENDENCYPART_GRANDPAR
(12,2),(2,8),-0.617963 # DEPENDENCYPART_GRANDPAR
(12,7),(7,1),-0.889086 # DEPENDENCYPART_GRANDPAR
(12,7),(7,2),-1.14 # DEPENDENCYPART_GRANDPAR
(12,7),(7,3),-0.799455 # DEPENDENCYPART_GRANDPAR
(12,7),(7,4),-0.815316 # DEPENDENCYPART_GRANDPAR
(12,7),(7,5),-0.54172 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),-0.731074 # DEPENDENCYPART_GRANDPAR
(12,7),(7,8),-0.494512 # DEPENDENCYPART_GRANDPAR
(12,7),(7,9),-0.767621 # DEPENDENCYPART_GRANDPAR
(12,7),(7,10),-0.693875 # DEPENDENCYPART_GRANDPAR
(12,7),(7,11),-0.619782 # DEPENDENCYPART_GRANDPAR
(12,7),(7,12),-0.997132 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,7),(7,13),-0.492914 # DEPENDENCYPART_GRANDPAR
(12,7),(7,15),-0.485399 # DEPENDENCYPART_GRANDPAR
(12,7),(7,16),-0.449975 # DEPENDENCYPART_GRANDPAR
(12,7),(7,17),-0.356034 # DEPENDENCYPART_GRANDPAR
(12,7),(7,18),-0.436504 # DEPENDENCYPART_GRANDPAR
(12,7),(7,19),-0.510143 # DEPENDENCYPART_GRANDPAR
(12,7),(7,20),-0.537675 # DEPENDENCYPART_GRANDPAR
(12,7),(7,21),-0.797161 # DEPENDENCYPART_GRANDPAR
(12,8),(8,1),-0.727538 # DEPENDENCYPART_GRANDPAR
(12,8),(8,2),-1.00016 # DEPENDENCYPART_GRANDPAR
(12,8),(8,3),-0.742029 # DEPENDENCYPART_GRANDPAR
(12,8),(8,4),-0.714145 # DEPENDENCYPART_GRANDPAR
(12,8),(8,5),-0.42183 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),-0.594182 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),-0.377437 # DEPENDENCYPART_GRANDPAR
(12,8),(8,13),-0.493293 # DEPENDENCYPART_GRANDPAR
(12,8),(8,16),-0.420129 # DEPENDENCYPART_GRANDPAR
(13,2),(2,6),-0.56987 # DEPENDENCYPART_GRANDPAR
(13,2),(2,8),0.0288445 # DEPENDENCYPART_GRANDPAR
(13,3),(3,2),-0.421821 # DEPENDENCYPART_GRANDPAR
(13,3),(3,17),-0.504366 # DEPENDENCYPART_GRANDPAR
(13,3),(3,18),-0.482337 # DEPENDENCYPART_GRANDPAR
(13,3),(3,19),-0.505864 # DEPENDENCYPART_GRANDPAR
(13,3),(3,20),-0.528545 # DEPENDENCYPART_GRANDPAR
(13,3),(3,21),-0.812929 # DEPENDENCYPART_GRANDPAR
(13,4),(4,1),-0.383749 # DEPENDENCYPART_GRANDPAR
(13,4),(4,2),-0.108241 # DEPENDENCYPART_GRANDPAR
(13,4),(4,3),-0.145352 # DEPENDENCYPART_GRANDPAR
(13,4),(4,5),-0.301545 # DEPENDENCYPART_GRANDPAR
(13,4),(4,6),-0.476084 # DEPENDENCYPART_GRANDPAR
(13,4),(4,16),-0.577958 # DEPENDENCYPART_GRANDPAR
(13,4),(4,17),-0.547787 # DEPENDENCYPART_GRANDPAR
(13,4),(4,18),-0.531941 # DEPENDENCYPART_GRANDPAR
(13,4),(4,19),-0.550514 # DEPENDENCYPART_GRANDPAR
(13,4),(4,20),-0.574006 # DEPENDENCYPART_GRANDPAR
(13,5),(5,2),-0.360665 # DEPENDENCYPART_GRANDPAR
(13,5),(5,3),-0.245352 # DEPENDENCYPART_GRANDPAR
(13,5),(5,4),-0.485803 # DEPENDENCYPART_GRANDPAR
(13,5),(5,6),-0.563797 # DEPENDENCYPART_GRANDPAR
(13,5),(5,7),-0.352402 # DEPENDENCYPART_GRANDPAR
(13,5),(5,8),0.0349182 # DEPENDENCYPART_GRANDPAR
(13,5),(5,9),-0.345886 # DEPENDENCYPART_GRANDPAR
(13,5),(5,10),-0.196999 # DEPENDENCYPART_GRANDPAR
(13,5),(5,12),0.0181824 # DEPENDENCYPART_GRANDPAR
(13,5),(5,13),-1.18265 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,5),(5,16),-0.510353 # DEPENDENCYPART_GRANDPAR
(13,5),(5,17),-0.480192 # DEPENDENCYPART_GRANDPAR
(13,5),(5,18),-0.472512 # DEPENDENCYPART_GRANDPAR
(13,5),(5,19),-0.495123 # DEPENDENCYPART_GRANDPAR
(13,5),(5,20),-0.51912 # DEPENDENCYPART_GRANDPAR
(13,5),(5,21),-0.804882 # DEPENDENCYPART_GRANDPAR
(13,6),(6,1),-0.311818 # DEPENDENCYPART_GRANDPAR
(13,6),(6,2),-0.188594 # DEPENDENCYPART_GRANDPAR
(13,6),(6,3),-0.272696 # DEPENDENCYPART_GRANDPAR
(13,6),(6,4),-0.338548 # DEPENDENCYPART_GRANDPAR
(13,6),(6,5),-0.18251 # DEPENDENCYPART_GRANDPAR
(13,6),(6,7),-0.322759 # DEPENDENCYPART_GRANDPAR
(13,6),(6,8),0.108918 # DEPENDENCYPART_GRANDPAR
(13,6),(6,9),-0.355114 # DEPENDENCYPART_GRANDPAR
(13,6),(6,10),-0.201529 # DEPENDENCYPART_GRANDPAR
(13,6),(6,12),0.00864286 # DEPENDENCYPART_GRANDPAR
(13,6),(6,13),-1.23636 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,6),(6,15),-0.587367 # DEPENDENCYPART_GRANDPAR
(13,6),(6,16),-0.563346 # DEPENDENCYPART_GRANDPAR
(13,6),(6,17),-0.533185 # DEPENDENCYPART_GRANDPAR
(13,6),(6,18),-0.508108 # DEPENDENCYPART_GRANDPAR
(13,6),(6,19),-0.530118 # DEPENDENCYPART_GRANDPAR
(13,6),(6,20),-0.553632 # DEPENDENCYPART_GRANDPAR
(13,6),(6,21),-0.840305 # DEPENDENCYPART_GRANDPAR
(13,7),(7,1),-0.480415 # DEPENDENCYPART_GRANDPAR
(13,7),(7,2),-0.329568 # DEPENDENCYPART_GRANDPAR
(13,7),(7,3),-0.331238 # DEPENDENCYPART_GRANDPAR
(13,7),(7,4),-0.451947 # DEPENDENCYPART_GRANDPAR
(13,7),(7,5),-0.305328 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),-0.663365 # DEPENDENCYPART_GRANDPAR
(13,7),(7,8),0.152296 # DEPENDENCYPART_GRANDPAR
(13,7),(7,9),-0.425772 # DEPENDENCYPART_GRANDPAR
(13,7),(7,10),-0.288008 # DEPENDENCYPART_GRANDPAR
(13,7),(7,11),0.118689 # DEPENDENCYPART_GRANDPAR
(13,7),(7,12),-0.0611946 # DEPENDENCYPART_GRANDPAR
(13,7),(7,13),-1.23599 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,7),(7,15),-0.624415 # DEPENDENCYPART_GRANDPAR
(13,7),(7,16),-0.593193 # DEPENDENCYPART_GRANDPAR
(13,7),(7,17),-0.563005 # DEPENDENCYPART_GRANDPAR
(13,7),(7,18),-0.539751 # DEPENDENCYPART_GRANDPAR
(13,7),(7,19),-0.564373 # DEPENDENCYPART_GRANDPAR
(13,7),(7,20),-0.5861 # DEPENDENCYPART_GRANDPAR
(13,7),(7,21),-0.82824 # DEPENDENCYPART_GRANDPAR
(13,8),(8,1),-0.31943 # DEPENDENCYPART_GRANDPAR
(13,8),(8,2),-0.190286 # DEPENDENCYPART_GRANDPAR
(13,8),(8,3),-0.274374 # DEPENDENCYPART_GRANDPAR
(13,8),(8,4),-0.3519 # DEPENDENCYPART_GRANDPAR
(13,8),(8,5),-0.186001 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),-0.527036 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),-0.331629 # DEPENDENCYPART_GRANDPAR
(13,8),(8,13),-1.23637 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,8),(8,16),-0.563348 # DEPENDENCYPART_GRANDPAR
(13,9),(9,1),-0.405726 # DEPENDENCYPART_GRANDPAR
(13,9),(9,2),-0.15604 # DEPENDENCYPART_GRANDPAR
(13,9),(9,3),-0.171859 # DEPENDENCYPART_GRANDPAR
(13,9),(9,4),-0.461227 # DEPENDENCYPART_GRANDPAR
(13,9),(9,5),-0.306565 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),-0.569146 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),-0.335378 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),0.0366862 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),-0.15952 # DEPENDENCYPART_GRANDPAR
(13,9),(9,12),0.0963085 # DEPENDENCYPART_GRANDPAR
(13,9),(9,13),-1.29891 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,9),(9,16),-0.577958 # DEPENDENCYPART_GRANDPAR
(13,9),(9,17),-0.547788 # DEPENDENCYPART_GRANDPAR
(13,9),(9,18),-0.531941 # DEPENDENCYPART_GRANDPAR
(13,9),(9,19),-0.550515 # DEPENDENCYPART_GRANDPAR
(13,9),(9,20),-0.574007 # DEPENDENCYPART_GRANDPAR
(13,9),(9,21),-0.85215 # DEPENDENCYPART_GRANDPAR
(13,12),(12,2),-0.162098 # DEPENDENCYPART_GRANDPAR
(13,12),(12,7),-0.340075 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),0.0250969 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.185367 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),0.29946 # DEPENDENCYPART_GRANDPAR
(13,16),(16,1),-0.727419 # DEPENDENCYPART_GRANDPAR
(13,16),(16,3),-0.601695 # DEPENDENCYPART_GRANDPAR
(13,16),(16,4),-0.882901 # DEPENDENCYPART_GRANDPAR
(13,16),(16,5),-0.632991 # DEPENDENCYPART_GRANDPAR
(13,16),(16,6),-0.969661 # DEPENDENCYPART_GRANDPAR
(13,16),(16,7),-0.761161 # DEPENDENCYPART_GRANDPAR
(13,16),(16,8),-0.369891 # DEPENDENCYPART_GRANDPAR
(13,16),(16,9),-0.806088 # DEPENDENCYPART_GRANDPAR
(13,16),(16,10),-0.568336 # DEPENDENCYPART_GRANDPAR
(13,16),(16,11),-0.224712 # DEPENDENCYPART_GRANDPAR
(13,16),(16,12),-0.442747 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-0.861405 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,14),0.107628 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),-0.188129 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.228106 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),-0.218857 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),-0.195201 # DEPENDENCYPART_GRANDPAR
(13,16),(16,20),-0.225074 # DEPENDENCYPART_GRANDPAR
(13,16),(16,21),-0.489384 # DEPENDENCYPART_GRANDPAR
(13,17),(17,1),-0.726955 # DEPENDENCYPART_GRANDPAR
(13,17),(17,2),-0.686247 # DEPENDENCYPART_GRANDPAR
(13,17),(17,3),-0.60167 # DEPENDENCYPART_GRANDPAR
(13,17),(17,4),-0.880046 # DEPENDENCYPART_GRANDPAR
(13,17),(17,5),-0.632962 # DEPENDENCYPART_GRANDPAR
(13,17),(17,6),-0.96966 # DEPENDENCYPART_GRANDPAR
(13,17),(17,7),-0.760894 # DEPENDENCYPART_GRANDPAR
(13,17),(17,8),-0.369891 # DEPENDENCYPART_GRANDPAR
(13,17),(17,9),-0.803233 # DEPENDENCYPART_GRANDPAR
(13,17),(17,10),-0.568323 # DEPENDENCYPART_GRANDPAR
(13,17),(17,11),-0.224689 # DEPENDENCYPART_GRANDPAR
(13,17),(17,12),-0.439891 # DEPENDENCYPART_GRANDPAR
(13,17),(17,13),-0.858647 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,17),(17,14),0.104939 # DEPENDENCYPART_GRANDPAR
(13,17),(17,15),-0.185251 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),-0.178847 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),-0.242101 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),-0.21473 # DEPENDENCYPART_GRANDPAR
(13,17),(17,20),-0.24356 # DEPENDENCYPART_GRANDPAR
(13,17),(17,21),-0.492923 # DEPENDENCYPART_GRANDPAR
(14,9),(9,1),-0.340762 # DEPENDENCYPART_GRANDPAR
(14,9),(9,2),-0.348579 # DEPENDENCYPART_GRANDPAR
(14,9),(9,3),-0.152607 # DEPENDENCYPART_GRANDPAR
(14,9),(9,4),-0.562236 # DEPENDENCYPART_GRANDPAR
(14,9),(9,5),-0.260983 # DEPENDENCYPART_GRANDPAR
(14,9),(9,6),-0.266157 # DEPENDENCYPART_GRANDPAR
(14,9),(9,7),0.0960638 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),-0.239851 # DEPENDENCYPART_GRANDPAR
(14,9),(9,10),-0.23191 # DEPENDENCYPART_GRANDPAR
(14,9),(9,12),-0.32864 # DEPENDENCYPART_GRANDPAR
(14,9),(9,13),-0.396229 # DEPENDENCYPART_GRANDPAR
(14,9),(9,16),-0.750033 # DEPENDENCYPART_GRANDPAR
(14,9),(9,17),-0.397006 # DEPENDENCYPART_GRANDPAR
(14,9),(9,18),-0.597882 # DEPENDENCYPART_GRANDPAR
(14,9),(9,19),-0.653956 # DEPENDENCYPART_GRANDPAR
(14,9),(9,20),-0.509554 # DEPENDENCYPART_GRANDPAR
(14,9),(9,21),-0.682382 # DEPENDENCYPART_GRANDPAR
(14,12),(12,2),-0.347204 # DEPENDENCYPART_GRANDPAR
(14,12),(12,7),0.0962377 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),-0.242035 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-0.312878 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.289515 # DEPENDENCYPART_GRANDPAR
(14,13),(13,2),-0.347205 # DEPENDENCYPART_GRANDPAR
(14,13),(13,3),-0.154623 # DEPENDENCYPART_GRANDPAR
