# _root_ Egyelőre az autó nem saját tulajdon , egy cseh cégtől bérlik , akik a szervizszerelőket és a programozó mérnököt is adják .
#goldHeads=4,3,4,0,6,4,4,10,10,11,4,11,21,15,21,21,19,19,21,21,11,4,
#predictedHeads=11,3,11,11,6,11,11,10,10,11,0,11,21,15,21,21,19,19,21,21,11,11,
(19,16),(16,13),-0.77234 # DEPENDENCYPART_GRANDPAR
(19,16),(16,14),-0.77842 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),-0.35607 # DEPENDENCYPART_GRANDPAR
(19,16),(16,17),-0.582268 # DEPENDENCYPART_GRANDPAR
(19,16),(16,18),0.072719 # DEPENDENCYPART_GRANDPAR
(19,16),(16,19),-0.970777 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,16),(16,20),-0.457588 # DEPENDENCYPART_GRANDPAR
(19,16),(16,21),-0.776392 # DEPENDENCYPART_GRANDPAR
(19,16),(16,22),-0.67328 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),-0.121035 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),0.0604524 # DEPENDENCYPART_GRANDPAR
(19,18),(18,13),-0.582222 # DEPENDENCYPART_GRANDPAR
(19,18),(18,14),-0.561306 # DEPENDENCYPART_GRANDPAR
(19,18),(18,15),-0.191835 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),0.0137069 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),-0.475512 # DEPENDENCYPART_GRANDPAR
(19,20),(20,1),-1.17575 # DEPENDENCYPART_GRANDPAR
(19,20),(20,3),-1.39812 # DEPENDENCYPART_GRANDPAR
(19,20),(20,4),-0.921081 # DEPENDENCYPART_GRANDPAR
(19,20),(20,7),-0.892298 # DEPENDENCYPART_GRANDPAR
(19,20),(20,11),-0.692427 # DEPENDENCYPART_GRANDPAR
(19,20),(20,12),-0.785591 # DEPENDENCYPART_GRANDPAR
(19,20),(20,15),-0.739431 # DEPENDENCYPART_GRANDPAR
(19,20),(20,16),-0.443927 # DEPENDENCYPART_GRANDPAR
(19,20),(20,17),-0.959918 # DEPENDENCYPART_GRANDPAR
(19,20),(20,18),-0.35032 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-0.56392 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,21),-0.506991 # DEPENDENCYPART_GRANDPAR
(19,20),(20,22),-0.322295 # DEPENDENCYPART_GRANDPAR
(20,1),(1,3),-0.509269 # DEPENDENCYPART_GRANDPAR
(20,1),(1,6),-0.426829 # DEPENDENCYPART_GRANDPAR
(20,1),(1,7),-0.299119 # DEPENDENCYPART_GRANDPAR
(20,1),(1,10),-0.56194 # DEPENDENCYPART_GRANDPAR
(20,1),(1,11),-0.406155 # DEPENDENCYPART_GRANDPAR
(20,1),(1,12),-0.281637 # DEPENDENCYPART_GRANDPAR
(20,1),(1,15),-0.45111 # DEPENDENCYPART_GRANDPAR
(20,1),(1,16),-0.25181 # DEPENDENCYPART_GRANDPAR
(20,1),(1,19),-0.195136 # DEPENDENCYPART_GRANDPAR
(20,1),(1,20),-0.980497 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,1),(1,21),-0.455452 # DEPENDENCYPART_GRANDPAR
(20,1),(1,22),-0.608853 # DEPENDENCYPART_GRANDPAR
(20,3),(3,1),-0.391283 # DEPENDENCYPART_GRANDPAR
(20,3),(3,2),-0.280725 # DEPENDENCYPART_GRANDPAR
(20,3),(3,6),-0.423682 # DEPENDENCYPART_GRANDPAR
(20,3),(3,7),-0.278049 # DEPENDENCYPART_GRANDPAR
(20,3),(3,11),-0.491874 # DEPENDENCYPART_GRANDPAR
(20,3),(3,21),-0.459677 # DEPENDENCYPART_GRANDPAR
(20,3),(3,22),-0.620444 # DEPENDENCYPART_GRANDPAR
(20,4),(4,1),-0.330469 # DEPENDENCYPART_GRANDPAR
(20,4),(4,3),-0.473594 # DEPENDENCYPART_GRANDPAR
(20,4),(4,6),-0.41412 # DEPENDENCYPART_GRANDPAR
(20,4),(4,7),-0.308519 # DEPENDENCYPART_GRANDPAR
(20,4),(4,10),-0.549231 # DEPENDENCYPART_GRANDPAR
(20,4),(4,11),-0.412525 # DEPENDENCYPART_GRANDPAR
(20,4),(4,12),-0.291037 # DEPENDENCYPART_GRANDPAR
(20,4),(4,16),-0.246833 # DEPENDENCYPART_GRANDPAR
(20,4),(4,21),-0.456177 # DEPENDENCYPART_GRANDPAR
(20,4),(4,22),-0.609035 # DEPENDENCYPART_GRANDPAR
(20,11),(11,1),-0.391972 # DEPENDENCYPART_GRANDPAR
(20,11),(11,2),-0.339279 # DEPENDENCYPART_GRANDPAR
(20,11),(11,3),-0.585922 # DEPENDENCYPART_GRANDPAR
(20,11),(11,4),-0.427492 # DEPENDENCYPART_GRANDPAR
(20,11),(11,6),-0.494373 # DEPENDENCYPART_GRANDPAR
(20,11),(11,7),-0.434503 # DEPENDENCYPART_GRANDPAR
(20,11),(11,8),-0.263766 # DEPENDENCYPART_GRANDPAR
(20,11),(11,9),-0.424821 # DEPENDENCYPART_GRANDPAR
(20,11),(11,10),-0.629019 # DEPENDENCYPART_GRANDPAR
(20,11),(11,12),-0.40748 # DEPENDENCYPART_GRANDPAR
(20,11),(11,13),-0.411709 # DEPENDENCYPART_GRANDPAR
(20,11),(11,14),-0.359369 # DEPENDENCYPART_GRANDPAR
(20,11),(11,15),-0.60263 # DEPENDENCYPART_GRANDPAR
(20,11),(11,16),-0.393994 # DEPENDENCYPART_GRANDPAR
(20,11),(11,17),-0.347467 # DEPENDENCYPART_GRANDPAR
(20,11),(11,18),-0.303403 # DEPENDENCYPART_GRANDPAR
(20,11),(11,19),-0.346657 # DEPENDENCYPART_GRANDPAR
(20,11),(11,20),-1.31307 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,11),(11,21),-0.782618 # DEPENDENCYPART_GRANDPAR
(20,11),(11,22),-0.86487 # DEPENDENCYPART_GRANDPAR
(20,15),(15,4),-0.45449 # DEPENDENCYPART_GRANDPAR
(20,15),(15,8),-0.190723 # DEPENDENCYPART_GRANDPAR
(20,15),(15,11),-0.491165 # DEPENDENCYPART_GRANDPAR
(20,15),(15,12),-0.321901 # DEPENDENCYPART_GRANDPAR
(20,15),(15,13),-0.356035 # DEPENDENCYPART_GRANDPAR
(20,15),(15,14),-0.14724 # DEPENDENCYPART_GRANDPAR
(20,15),(15,19),-0.192454 # DEPENDENCYPART_GRANDPAR
(20,16),(16,1),-0.409958 # DEPENDENCYPART_GRANDPAR
(20,16),(16,3),-0.55197 # DEPENDENCYPART_GRANDPAR
(20,16),(16,4),-0.475289 # DEPENDENCYPART_GRANDPAR
(20,16),(16,6),-0.462962 # DEPENDENCYPART_GRANDPAR
(20,16),(16,7),-0.443198 # DEPENDENCYPART_GRANDPAR
(20,16),(16,10),-0.598836 # DEPENDENCYPART_GRANDPAR
(20,16),(16,11),-0.523668 # DEPENDENCYPART_GRANDPAR
(20,16),(16,12),-0.425716 # DEPENDENCYPART_GRANDPAR
(20,16),(16,13),-0.365265 # DEPENDENCYPART_GRANDPAR
(20,16),(16,14),-0.215059 # DEPENDENCYPART_GRANDPAR
(20,16),(16,15),-0.488006 # DEPENDENCYPART_GRANDPAR
(20,16),(16,17),-0.197933 # DEPENDENCYPART_GRANDPAR
(20,16),(16,18),-0.253918 # DEPENDENCYPART_GRANDPAR
(20,16),(16,19),-0.201973 # DEPENDENCYPART_GRANDPAR
(20,16),(16,20),-1.0247 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,16),(16,21),-0.553149 # DEPENDENCYPART_GRANDPAR
(20,16),(16,22),-0.640363 # DEPENDENCYPART_GRANDPAR
(20,17),(17,16),-0.334331 # DEPENDENCYPART_GRANDPAR
(20,17),(17,18),-0.191774 # DEPENDENCYPART_GRANDPAR
(20,18),(18,13),-0.336531 # DEPENDENCYPART_GRANDPAR
(20,18),(18,14),-0.0923258 # DEPENDENCYPART_GRANDPAR
(20,18),(18,15),-0.489022 # DEPENDENCYPART_GRANDPAR
(20,18),(18,16),-0.296964 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),-0.0804236 # DEPENDENCYPART_GRANDPAR
(20,19),(19,8),-0.190723 # DEPENDENCYPART_GRANDPAR
(20,19),(19,9),-0.413892 # DEPENDENCYPART_GRANDPAR
(20,19),(19,11),-0.491165 # DEPENDENCYPART_GRANDPAR
(20,19),(19,12),-0.321901 # DEPENDENCYPART_GRANDPAR
(20,19),(19,13),-0.356035 # DEPENDENCYPART_GRANDPAR
(20,19),(19,14),-0.14724 # DEPENDENCYPART_GRANDPAR
(20,19),(19,15),-0.422894 # DEPENDENCYPART_GRANDPAR
(20,19),(19,16),-0.264164 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),-0.135338 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),-0.25327 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-0.987747 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,21),(21,1),-1.06098 # DEPENDENCYPART_GRANDPAR
(20,21),(21,2),-0.952704 # DEPENDENCYPART_GRANDPAR
(20,21),(21,3),-1.53652 # DEPENDENCYPART_GRANDPAR
(20,21),(21,4),-1.23354 # DEPENDENCYPART_GRANDPAR
(20,21),(21,6),-1.4487 # DEPENDENCYPART_GRANDPAR
(20,21),(21,7),-1.09551 # DEPENDENCYPART_GRANDPAR
(20,21),(21,9),-1.09504 # DEPENDENCYPART_GRANDPAR
(20,21),(21,10),-1.58466 # DEPENDENCYPART_GRANDPAR
(20,21),(21,11),-1.40242 # DEPENDENCYPART_GRANDPAR
(20,21),(21,12),-1.07802 # DEPENDENCYPART_GRANDPAR
(20,21),(21,13),-1.01271 # DEPENDENCYPART_GRANDPAR
(20,21),(21,14),-0.862213 # DEPENDENCYPART_GRANDPAR
(20,21),(21,15),-1.47383 # DEPENDENCYPART_GRANDPAR
(20,21),(21,16),-1.07819 # DEPENDENCYPART_GRANDPAR
(20,21),(21,17),-0.850311 # DEPENDENCYPART_GRANDPAR
(20,21),(21,18),-0.933789 # DEPENDENCYPART_GRANDPAR
(20,21),(21,19),-1.21786 # DEPENDENCYPART_GRANDPAR
(20,21),(21,20),-0.437421 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,21),(21,22),-0.270261 # DEPENDENCYPART_GRANDPAR
(21,1),(1,3),-0.574208 # DEPENDENCYPART_GRANDPAR
(21,1),(1,6),-0.492579 # DEPENDENCYPART_GRANDPAR
(21,1),(1,7),-0.142984 # DEPENDENCYPART_GRANDPAR
(21,1),(1,10),-0.151641 # DEPENDENCYPART_GRANDPAR
(21,1),(1,11),-0.122652 # DEPENDENCYPART_GRANDPAR
(21,1),(1,12),-0.201147 # DEPENDENCYPART_GRANDPAR
(21,1),(1,15),-0.0120625 # DEPENDENCYPART_GRANDPAR
(21,1),(1,16),0.00905813 # DEPENDENCYPART_GRANDPAR
(21,1),(1,19),0.273252 # DEPENDENCYPART_GRANDPAR
(21,1),(1,20),-0.147369 # DEPENDENCYPART_GRANDPAR
(21,1),(1,21),-1.40429 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,1),(1,22),-0.517892 # DEPENDENCYPART_GRANDPAR
(21,2),(2,6),-0.388928 # DEPENDENCYPART_GRANDPAR
(21,3),(3,1),-0.2111 # DEPENDENCYPART_GRANDPAR
(21,3),(3,2),0.0701219 # DEPENDENCYPART_GRANDPAR
(21,3),(3,6),-0.379057 # DEPENDENCYPART_GRANDPAR
(21,3),(3,7),-0.0265408 # DEPENDENCYPART_GRANDPAR
(21,3),(3,11),-0.0876951 # DEPENDENCYPART_GRANDPAR
(21,3),(3,21),-1.57164 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,3),(3,22),-0.697104 # DEPENDENCYPART_GRANDPAR
(21,4),(4,1),-0.369796 # DEPENDENCYPART_GRANDPAR
(21,4),(4,3),-0.664224 # DEPENDENCYPART_GRANDPAR
(21,4),(4,6),-0.480834 # DEPENDENCYPART_GRANDPAR
(21,4),(4,7),-0.144722 # DEPENDENCYPART_GRANDPAR
(21,4),(4,10),-0.139897 # DEPENDENCYPART_GRANDPAR
(21,4),(4,11),-0.116198 # DEPENDENCYPART_GRANDPAR
(21,4),(4,12),-0.202886 # DEPENDENCYPART_GRANDPAR
(21,4),(4,16),0.0063421 # DEPENDENCYPART_GRANDPAR
(21,4),(4,21),-1.40791 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,4),(4,22),-0.52028 # DEPENDENCYPART_GRANDPAR
(21,6),(6,1),-0.21033 # DEPENDENCYPART_GRANDPAR
(21,6),(6,2),0.0592205 # DEPENDENCYPART_GRANDPAR
(21,6),(6,3),-0.454093 # DEPENDENCYPART_GRANDPAR
(21,6),(6,4),0.0243553 # DEPENDENCYPART_GRANDPAR
(21,6),(6,5),-0.0607033 # DEPENDENCYPART_GRANDPAR
(21,6),(6,7),-0.0216561 # DEPENDENCYPART_GRANDPAR
(21,6),(6,9),-0.123402 # DEPENDENCYPART_GRANDPAR
(21,6),(6,10),-0.0351022 # DEPENDENCYPART_GRANDPAR
(21,6),(6,11),-0.0838878 # DEPENDENCYPART_GRANDPAR
(21,6),(6,12),-0.0798193 # DEPENDENCYPART_GRANDPAR
(21,6),(6,15),0.104476 # DEPENDENCYPART_GRANDPAR
(21,6),(6,19),0.389791 # DEPENDENCYPART_GRANDPAR
(21,6),(6,20),-0.129286 # DEPENDENCYPART_GRANDPAR
(21,6),(6,21),-1.57164 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,6),(6,22),-0.697104 # DEPENDENCYPART_GRANDPAR
(21,9),(9,1),-0.280719 # DEPENDENCYPART_GRANDPAR
(21,9),(9,3),-0.605567 # DEPENDENCYPART_GRANDPAR
(21,9),(9,4),-0.141343 # DEPENDENCYPART_GRANDPAR
(21,9),(9,6),-0.534209 # DEPENDENCYPART_GRANDPAR
(21,9),(9,7),-0.153578 # DEPENDENCYPART_GRANDPAR
(21,9),(9,8),0.290587 # DEPENDENCYPART_GRANDPAR
(21,9),(9,21),-1.47155 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,9),(9,22),-0.603964 # DEPENDENCYPART_GRANDPAR
(21,10),(10,1),-0.210318 # DEPENDENCYPART_GRANDPAR
(21,10),(10,2),0.0590406 # DEPENDENCYPART_GRANDPAR
(21,10),(10,3),-0.45408 # DEPENDENCYPART_GRANDPAR
(21,10),(10,4),0.0243678 # DEPENDENCYPART_GRANDPAR
(21,10),(10,6),-0.374298 # DEPENDENCYPART_GRANDPAR
(21,10),(10,7),-0.0668052 # DEPENDENCYPART_GRANDPAR
(21,10),(10,8),0.263181 # DEPENDENCYPART_GRANDPAR
(21,10),(10,9),-0.132895 # DEPENDENCYPART_GRANDPAR
(21,10),(10,12),-0.0791808 # DEPENDENCYPART_GRANDPAR
(21,10),(10,15),0.105116 # DEPENDENCYPART_GRANDPAR
(21,10),(10,19),0.390431 # DEPENDENCYPART_GRANDPAR
(21,10),(10,21),-1.57164 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,10),(10,22),-0.697104 # DEPENDENCYPART_GRANDPAR
(21,11),(11,1),-0.245518 # DEPENDENCYPART_GRANDPAR
(21,11),(11,2),-0.0167354 # DEPENDENCYPART_GRANDPAR
(21,11),(11,3),-0.50907 # DEPENDENCYPART_GRANDPAR
(21,11),(11,4),0.0246602 # DEPENDENCYPART_GRANDPAR
(21,11),(11,6),-0.428785 # DEPENDENCYPART_GRANDPAR
(21,11),(11,7),-0.157518 # DEPENDENCYPART_GRANDPAR
(21,11),(11,8),0.185403 # DEPENDENCYPART_GRANDPAR
(21,11),(11,9),-0.242183 # DEPENDENCYPART_GRANDPAR
(21,11),(11,10),-0.0846824 # DEPENDENCYPART_GRANDPAR
(21,11),(11,12),-0.221709 # DEPENDENCYPART_GRANDPAR
(21,11),(11,13),-0.160861 # DEPENDENCYPART_GRANDPAR
(21,11),(11,14),-0.0682588 # DEPENDENCYPART_GRANDPAR
(21,11),(11,15),0.0240311 # DEPENDENCYPART_GRANDPAR
(21,11),(11,16),-0.00615544 # DEPENDENCYPART_GRANDPAR
(21,11),(11,17),0.115513 # DEPENDENCYPART_GRANDPAR
(21,11),(11,18),0.113951 # DEPENDENCYPART_GRANDPAR
(21,11),(11,19),0.309345 # DEPENDENCYPART_GRANDPAR
(21,11),(11,20),-0.0639598 # DEPENDENCYPART_GRANDPAR
(21,11),(11,21),-1.34691 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,11),(11,22),-0.411044 # DEPENDENCYPART_GRANDPAR
(21,13),(13,15),-0.0903628 # DEPENDENCYPART_GRANDPAR
(21,13),(13,16),0.0131827 # DEPENDENCYPART_GRANDPAR
(21,13),(13,18),0.0380581 # DEPENDENCYPART_GRANDPAR
(21,13),(13,19),0.194952 # DEPENDENCYPART_GRANDPAR
(21,14),(14,19),0.409029 # DEPENDENCYPART_GRANDPAR
(21,15),(15,4),0.0243678 # DEPENDENCYPART_GRANDPAR
(21,15),(15,8),0.263181 # DEPENDENCYPART_GRANDPAR
(21,15),(15,11),-0.0788635 # DEPENDENCYPART_GRANDPAR
(21,15),(15,12),-0.124968 # DEPENDENCYPART_GRANDPAR
(21,15),(15,13),-0.0863958 # DEPENDENCYPART_GRANDPAR
(21,15),(15,14),0.0787948 # DEPENDENCYPART_GRANDPAR
(21,15),(15,19),0.389792 # DEPENDENCYPART_GRANDPAR
(21,16),(16,1),-0.434818 # DEPENDENCYPART_GRANDPAR
(21,16),(16,3),-0.657358 # DEPENDENCYPART_GRANDPAR
(21,16),(16,4),-0.220887 # DEPENDENCYPART_GRANDPAR
(21,16),(16,6),-0.57825 # DEPENDENCYPART_GRANDPAR
(21,16),(16,7),-0.318041 # DEPENDENCYPART_GRANDPAR
(21,16),(16,10),-0.235897 # DEPENDENCYPART_GRANDPAR
(21,16),(16,11),-0.484562 # DEPENDENCYPART_GRANDPAR
(21,16),(16,12),-0.376204 # DEPENDENCYPART_GRANDPAR
(21,16),(16,13),-0.299941 # DEPENDENCYPART_GRANDPAR
(21,16),(16,14),-0.103766 # DEPENDENCYPART_GRANDPAR
(21,16),(16,15),-0.0963185 # DEPENDENCYPART_GRANDPAR
(21,16),(16,17),0.153867 # DEPENDENCYPART_GRANDPAR
(21,16),(16,18),-0.0275861 # DEPENDENCYPART_GRANDPAR
(21,16),(16,19),0.267212 # DEPENDENCYPART_GRANDPAR
(21,16),(16,20),-0.318641 # DEPENDENCYPART_GRANDPAR
(21,16),(16,21),-1.64979 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,16),(16,22),-0.688595 # DEPENDENCYPART_GRANDPAR
(21,17),(17,16),0.16875 # DEPENDENCYPART_GRANDPAR
(21,17),(17,18),0.339725 # DEPENDENCYPART_GRANDPAR
(21,18),(18,13),-0.0842615 # DEPENDENCYPART_GRANDPAR
(21,18),(18,14),0.233382 # DEPENDENCYPART_GRANDPAR
(21,18),(18,15),-0.0509859 # DEPENDENCYPART_GRANDPAR
(21,18),(18,16),0.0586122 # DEPENDENCYPART_GRANDPAR
(21,18),(18,17),0.417153 # DEPENDENCYPART_GRANDPAR
(21,19),(19,8),0.263181 # DEPENDENCYPART_GRANDPAR
(21,19),(19,9),-0.132895 # DEPENDENCYPART_GRANDPAR
(21,19),(19,11),-0.0788635 # DEPENDENCYPART_GRANDPAR
(21,19),(19,12),-0.124968 # DEPENDENCYPART_GRANDPAR
(21,19),(19,13),-0.0863958 # DEPENDENCYPART_GRANDPAR
(21,19),(19,14),0.0787948 # DEPENDENCYPART_GRANDPAR
(21,19),(19,15),0.110209 # DEPENDENCYPART_GRANDPAR
(21,19),(19,16),0.128461 # DEPENDENCYPART_GRANDPAR
(21,19),(19,17),0.262566 # DEPENDENCYPART_GRANDPAR
(21,19),(19,18),0.223191 # DEPENDENCYPART_GRANDPAR
(21,19),(19,20),-0.129286 # DEPENDENCYPART_GRANDPAR
(21,20),(20,1),-0.526922 # DEPENDENCYPART_GRANDPAR
(21,20),(20,3),-0.784534 # DEPENDENCYPART_GRANDPAR
(21,20),(20,4),-0.326428 # DEPENDENCYPART_GRANDPAR
(21,20),(20,7),-0.365988 # DEPENDENCYPART_GRANDPAR
(21,20),(20,11),-0.565738 # DEPENDENCYPART_GRANDPAR
(21,20),(20,12),-0.424151 # DEPENDENCYPART_GRANDPAR
(21,20),(20,15),-0.223494 # DEPENDENCYPART_GRANDPAR
(21,20),(20,16),-0.174954 # DEPENDENCYPART_GRANDPAR
(21,20),(20,17),0.0172076 # DEPENDENCYPART_GRANDPAR
(21,20),(20,18),-0.135206 # DEPENDENCYPART_GRANDPAR
(21,20),(20,19),0.0618201 # DEPENDENCYPART_GRANDPAR
(21,20),(20,21),-1.62623 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,20),(20,22),-0.681654 # DEPENDENCYPART_GRANDPAR
