# _root_ Szerinte a tudomány egyrészt az élet minden szférájába behatolt , másrészt viszont lekerült arról a piedesztálról , amelyre a felvilágosodás korában állították .
#goldHeads=9,3,9,9,6,8,8,9,0,9,13,13,9,16,16,13,13,22,20,21,22,14,9,
#predictedHeads=9,3,9,9,6,8,8,9,0,9,13,13,9,16,16,13,13,22,20,21,22,14,9,
(20,18),(18,21),-0.254007 # DEPENDENCYPART_GRANDPAR
(21,3),(3,1),-0.640911 # DEPENDENCYPART_GRANDPAR
(21,3),(3,2),-0.558923 # DEPENDENCYPART_GRANDPAR
(21,3),(3,6),-0.84315 # DEPENDENCYPART_GRANDPAR
(21,3),(3,9),-0.243784 # DEPENDENCYPART_GRANDPAR
(21,3),(3,10),-0.341113 # DEPENDENCYPART_GRANDPAR
(21,3),(3,12),-0.283844 # DEPENDENCYPART_GRANDPAR
(21,3),(3,13),-0.176737 # DEPENDENCYPART_GRANDPAR
(21,3),(3,22),-1.00415 # DEPENDENCYPART_GRANDPAR
(21,9),(9,1),-0.695059 # DEPENDENCYPART_GRANDPAR
(21,9),(9,2),-0.731078 # DEPENDENCYPART_GRANDPAR
(21,9),(9,3),-1.01825 # DEPENDENCYPART_GRANDPAR
(21,9),(9,4),-0.584875 # DEPENDENCYPART_GRANDPAR
(21,9),(9,5),-0.550518 # DEPENDENCYPART_GRANDPAR
(21,9),(9,6),-0.946902 # DEPENDENCYPART_GRANDPAR
(21,9),(9,7),-0.545596 # DEPENDENCYPART_GRANDPAR
(21,9),(9,8),-1.25707 # DEPENDENCYPART_GRANDPAR
(21,9),(9,10),-0.464391 # DEPENDENCYPART_GRANDPAR
(21,9),(9,11),-0.334496 # DEPENDENCYPART_GRANDPAR
(21,9),(9,12),-0.228565 # DEPENDENCYPART_GRANDPAR
(21,9),(9,13),-0.195979 # DEPENDENCYPART_GRANDPAR
(21,9),(9,14),-0.693928 # DEPENDENCYPART_GRANDPAR
(21,9),(9,16),-0.622618 # DEPENDENCYPART_GRANDPAR
(21,9),(9,17),-0.306067 # DEPENDENCYPART_GRANDPAR
(21,9),(9,18),-0.708233 # DEPENDENCYPART_GRANDPAR
(21,9),(9,22),-1.01912 # DEPENDENCYPART_GRANDPAR
(21,9),(9,23),-0.709861 # DEPENDENCYPART_GRANDPAR
(21,12),(12,3),-1.06995 # DEPENDENCYPART_GRANDPAR
(21,12),(12,6),-0.997221 # DEPENDENCYPART_GRANDPAR
(21,12),(12,7),-0.572196 # DEPENDENCYPART_GRANDPAR
(21,12),(12,8),-1.30913 # DEPENDENCYPART_GRANDPAR
(21,12),(12,9),-0.432569 # DEPENDENCYPART_GRANDPAR
(21,12),(12,10),-0.499542 # DEPENDENCYPART_GRANDPAR
(21,12),(12,11),-0.460331 # DEPENDENCYPART_GRANDPAR
(21,12),(12,13),-0.180045 # DEPENDENCYPART_GRANDPAR
(21,12),(12,14),-0.749004 # DEPENDENCYPART_GRANDPAR
(21,12),(12,16),-0.563519 # DEPENDENCYPART_GRANDPAR
(21,12),(12,17),-0.150764 # DEPENDENCYPART_GRANDPAR
(21,12),(12,20),-0.0391138 # DEPENDENCYPART_GRANDPAR
(21,12),(12,22),-1.02372 # DEPENDENCYPART_GRANDPAR
(21,12),(12,23),-0.708651 # DEPENDENCYPART_GRANDPAR
(21,13),(13,1),-0.694498 # DEPENDENCYPART_GRANDPAR
(21,13),(13,3),-1.01872 # DEPENDENCYPART_GRANDPAR
(21,13),(13,4),-0.584314 # DEPENDENCYPART_GRANDPAR
(21,13),(13,5),-0.550518 # DEPENDENCYPART_GRANDPAR
(21,13),(13,6),-0.947371 # DEPENDENCYPART_GRANDPAR
(21,13),(13,7),-0.545777 # DEPENDENCYPART_GRANDPAR
(21,13),(13,8),-1.25754 # DEPENDENCYPART_GRANDPAR
(21,13),(13,9),-0.354174 # DEPENDENCYPART_GRANDPAR
(21,13),(13,10),-0.448669 # DEPENDENCYPART_GRANDPAR
(21,13),(13,11),-0.414634 # DEPENDENCYPART_GRANDPAR
(21,13),(13,12),-0.365099 # DEPENDENCYPART_GRANDPAR
(21,13),(13,14),-0.69397 # DEPENDENCYPART_GRANDPAR
(21,13),(13,15),-0.0977111 # DEPENDENCYPART_GRANDPAR
(21,13),(13,16),-0.622702 # DEPENDENCYPART_GRANDPAR
(21,13),(13,17),-0.306338 # DEPENDENCYPART_GRANDPAR
(21,13),(13,18),-0.708275 # DEPENDENCYPART_GRANDPAR
(21,13),(13,19),0.232507 # DEPENDENCYPART_GRANDPAR
(21,13),(13,20),-0.100698 # DEPENDENCYPART_GRANDPAR
(21,13),(13,21),-1.41753 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,13),(13,22),-1.01914 # DEPENDENCYPART_GRANDPAR
(21,13),(13,23),-0.709861 # DEPENDENCYPART_GRANDPAR
(21,14),(14,3),-1.04483 # DEPENDENCYPART_GRANDPAR
(21,14),(14,7),-0.568189 # DEPENDENCYPART_GRANDPAR
(21,14),(14,9),-0.294096 # DEPENDENCYPART_GRANDPAR
(21,14),(14,10),-0.404803 # DEPENDENCYPART_GRANDPAR
(21,14),(14,12),-0.396413 # DEPENDENCYPART_GRANDPAR
(21,14),(14,13),-0.227058 # DEPENDENCYPART_GRANDPAR
(21,14),(14,16),-0.614426 # DEPENDENCYPART_GRANDPAR
(21,14),(14,17),-0.231188 # DEPENDENCYPART_GRANDPAR
(21,14),(14,18),-0.755572 # DEPENDENCYPART_GRANDPAR
(21,14),(14,20),-0.0903048 # DEPENDENCYPART_GRANDPAR
(21,14),(14,21),-1.0396 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,14),(14,22),-0.533275 # DEPENDENCYPART_GRANDPAR
(21,14),(14,23),-0.481144 # DEPENDENCYPART_GRANDPAR
(21,15),(15,20),-0.0900087 # DEPENDENCYPART_GRANDPAR
(21,16),(16,7),-0.405823 # DEPENDENCYPART_GRANDPAR
(21,16),(16,9),-0.262797 # DEPENDENCYPART_GRANDPAR
(21,16),(16,12),-0.333522 # DEPENDENCYPART_GRANDPAR
(21,16),(16,14),-0.697481 # DEPENDENCYPART_GRANDPAR
(21,16),(16,15),0.0786226 # DEPENDENCYPART_GRANDPAR
(21,16),(16,17),-0.177538 # DEPENDENCYPART_GRANDPAR
(21,16),(16,18),-0.735984 # DEPENDENCYPART_GRANDPAR
(21,16),(16,20),0.0576449 # DEPENDENCYPART_GRANDPAR
(21,16),(16,21),-1.47874 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,16),(16,22),-1.00414 # DEPENDENCYPART_GRANDPAR
(21,18),(18,20),-0.0869847 # DEPENDENCYPART_GRANDPAR
(21,18),(18,21),-1.04321 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,20),(20,14),-0.697011 # DEPENDENCYPART_GRANDPAR
(21,20),(20,15),0.0834575 # DEPENDENCYPART_GRANDPAR
(21,20),(20,16),-0.591362 # DEPENDENCYPART_GRANDPAR
(21,20),(20,17),-0.206123 # DEPENDENCYPART_GRANDPAR
(21,20),(20,18),-0.722656 # DEPENDENCYPART_GRANDPAR
(21,20),(20,19),0.413676 # DEPENDENCYPART_GRANDPAR
(22,3),(3,1),-0.34877 # DEPENDENCYPART_GRANDPAR
(22,3),(3,2),-0.335224 # DEPENDENCYPART_GRANDPAR
(22,3),(3,6),-0.421041 # DEPENDENCYPART_GRANDPAR
(22,3),(3,9),-0.313509 # DEPENDENCYPART_GRANDPAR
(22,3),(3,10),-0.113416 # DEPENDENCYPART_GRANDPAR
(22,3),(3,12),-0.230486 # DEPENDENCYPART_GRANDPAR
(22,3),(3,13),-0.0442051 # DEPENDENCYPART_GRANDPAR
(22,3),(3,22),-1.38611 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,4),(4,6),-0.537915 # DEPENDENCYPART_GRANDPAR
(22,4),(4,8),-0.533038 # DEPENDENCYPART_GRANDPAR
(22,4),(4,10),-0.224433 # DEPENDENCYPART_GRANDPAR
(22,4),(4,23),-0.33408 # DEPENDENCYPART_GRANDPAR
(22,6),(6,2),-0.360951 # DEPENDENCYPART_GRANDPAR
(22,6),(6,3),-0.593257 # DEPENDENCYPART_GRANDPAR
(22,6),(6,4),-0.382544 # DEPENDENCYPART_GRANDPAR
(22,6),(6,5),-0.197902 # DEPENDENCYPART_GRANDPAR
(22,6),(6,8),-0.423137 # DEPENDENCYPART_GRANDPAR
(22,6),(6,9),-0.314781 # DEPENDENCYPART_GRANDPAR
(22,6),(6,10),-0.110881 # DEPENDENCYPART_GRANDPAR
(22,6),(6,12),-0.231771 # DEPENDENCYPART_GRANDPAR
(22,6),(6,13),-0.0454765 # DEPENDENCYPART_GRANDPAR
(22,6),(6,22),-1.3861 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,6),(6,23),-0.51339 # DEPENDENCYPART_GRANDPAR
(22,8),(8,2),-0.360751 # DEPENDENCYPART_GRANDPAR
(22,8),(8,3),-0.591163 # DEPENDENCYPART_GRANDPAR
(22,8),(8,5),-0.196762 # DEPENDENCYPART_GRANDPAR
(22,8),(8,6),-0.422111 # DEPENDENCYPART_GRANDPAR
(22,8),(8,7),-0.016895 # DEPENDENCYPART_GRANDPAR
(22,8),(8,10),-0.109007 # DEPENDENCYPART_GRANDPAR
(22,8),(8,12),-0.22992 # DEPENDENCYPART_GRANDPAR
(22,8),(8,13),-0.0436255 # DEPENDENCYPART_GRANDPAR
(22,8),(8,16),0.0345711 # DEPENDENCYPART_GRANDPAR
(22,8),(8,22),-1.3861 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,8),(8,23),-0.51339 # DEPENDENCYPART_GRANDPAR
(22,9),(9,1),-0.338667 # DEPENDENCYPART_GRANDPAR
(22,9),(9,2),-0.368837 # DEPENDENCYPART_GRANDPAR
(22,9),(9,3),-0.619643 # DEPENDENCYPART_GRANDPAR
(22,9),(9,4),-0.373888 # DEPENDENCYPART_GRANDPAR
(22,9),(9,5),-0.260382 # DEPENDENCYPART_GRANDPAR
(22,9),(9,6),-0.462422 # DEPENDENCYPART_GRANDPAR
(22,9),(9,7),-0.125124 # DEPENDENCYPART_GRANDPAR
(22,9),(9,8),-0.455353 # DEPENDENCYPART_GRANDPAR
(22,9),(9,10),-0.296447 # DEPENDENCYPART_GRANDPAR
(22,9),(9,11),-0.118278 # DEPENDENCYPART_GRANDPAR
(22,9),(9,12),-0.228841 # DEPENDENCYPART_GRANDPAR
(22,9),(9,13),-0.126935 # DEPENDENCYPART_GRANDPAR
(22,9),(9,14),-0.168741 # DEPENDENCYPART_GRANDPAR
(22,9),(9,16),-0.086674 # DEPENDENCYPART_GRANDPAR
(22,9),(9,17),-0.354869 # DEPENDENCYPART_GRANDPAR
(22,9),(9,18),-0.0831702 # DEPENDENCYPART_GRANDPAR
(22,9),(9,22),-1.16052 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,9),(9,23),-0.227473 # DEPENDENCYPART_GRANDPAR
(22,11),(11,16),-0.0881801 # DEPENDENCYPART_GRANDPAR
(22,11),(11,17),-0.286285 # DEPENDENCYPART_GRANDPAR
(22,11),(11,20),0.167635 # DEPENDENCYPART_GRANDPAR
(22,11),(11,23),-0.33408 # DEPENDENCYPART_GRANDPAR
(22,12),(12,3),-0.859473 # DEPENDENCYPART_GRANDPAR
(22,12),(12,6),-0.696697 # DEPENDENCYPART_GRANDPAR
(22,12),(12,7),-0.373046 # DEPENDENCYPART_GRANDPAR
(22,12),(12,8),-0.691993 # DEPENDENCYPART_GRANDPAR
(22,12),(12,9),-0.788555 # DEPENDENCYPART_GRANDPAR
(22,12),(12,10),-0.47084 # DEPENDENCYPART_GRANDPAR
(22,12),(12,11),-0.291175 # DEPENDENCYPART_GRANDPAR
(22,12),(12,13),-0.237409 # DEPENDENCYPART_GRANDPAR
(22,12),(12,14),-0.339359 # DEPENDENCYPART_GRANDPAR
(22,12),(12,16),-0.234978 # DEPENDENCYPART_GRANDPAR
(22,12),(12,17),-0.451257 # DEPENDENCYPART_GRANDPAR
(22,12),(12,20),0.0208371 # DEPENDENCYPART_GRANDPAR
(22,12),(12,22),-1.43635 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,12),(12,23),-0.495228 # DEPENDENCYPART_GRANDPAR
(22,13),(13,1),-0.338189 # DEPENDENCYPART_GRANDPAR
(22,13),(13,3),-0.620153 # DEPENDENCYPART_GRANDPAR
(22,13),(13,4),-0.37341 # DEPENDENCYPART_GRANDPAR
(22,13),(13,5),-0.260423 # DEPENDENCYPART_GRANDPAR
(22,13),(13,6),-0.462932 # DEPENDENCYPART_GRANDPAR
(22,13),(13,7),-0.125346 # DEPENDENCYPART_GRANDPAR
(22,13),(13,8),-0.455864 # DEPENDENCYPART_GRANDPAR
(22,13),(13,9),-0.361322 # DEPENDENCYPART_GRANDPAR
(22,13),(13,10),-0.261965 # DEPENDENCYPART_GRANDPAR
(22,13),(13,11),-0.051027 # DEPENDENCYPART_GRANDPAR
(22,13),(13,12),-0.309078 # DEPENDENCYPART_GRANDPAR
(22,13),(13,14),-0.168956 # DEPENDENCYPART_GRANDPAR
(22,13),(13,15),-0.250281 # DEPENDENCYPART_GRANDPAR
(22,13),(13,16),-0.0869753 # DEPENDENCYPART_GRANDPAR
(22,13),(13,17),-0.355271 # DEPENDENCYPART_GRANDPAR
(22,13),(13,18),-0.0833857 # DEPENDENCYPART_GRANDPAR
(22,13),(13,19),-0.0370137 # DEPENDENCYPART_GRANDPAR
(22,13),(13,20),0.165727 # DEPENDENCYPART_GRANDPAR
(22,13),(13,21),0.0141076 # DEPENDENCYPART_GRANDPAR
(22,13),(13,22),-1.16056 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,13),(13,23),-0.227487 # DEPENDENCYPART_GRANDPAR
(22,14),(14,3),-0.485553 # DEPENDENCYPART_GRANDPAR
(22,14),(14,7),-0.0294834 # DEPENDENCYPART_GRANDPAR
(22,14),(14,9),-0.16548 # DEPENDENCYPART_GRANDPAR
(22,14),(14,10),-0.12184 # DEPENDENCYPART_GRANDPAR
(22,14),(14,12),-0.197731 # DEPENDENCYPART_GRANDPAR
(22,14),(14,13),0.103807 # DEPENDENCYPART_GRANDPAR
(22,14),(14,16),-0.191424 # DEPENDENCYPART_GRANDPAR
(22,14),(14,17),-0.317869 # DEPENDENCYPART_GRANDPAR
(22,14),(14,18),-0.10504 # DEPENDENCYPART_GRANDPAR
(22,14),(14,20),0.0639628 # DEPENDENCYPART_GRANDPAR
(22,14),(14,21),-0.0887955 # DEPENDENCYPART_GRANDPAR
(22,14),(14,22),-0.854964 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,14),(14,23),-0.20089 # DEPENDENCYPART_GRANDPAR
(22,15),(15,20),0.288163 # DEPENDENCYPART_GRANDPAR
(22,16),(16,7),-0.0167441 # DEPENDENCYPART_GRANDPAR
(22,16),(16,9),-0.338102 # DEPENDENCYPART_GRANDPAR
(22,16),(16,12),-0.336557 # DEPENDENCYPART_GRANDPAR
(22,16),(16,14),0.00672804 # DEPENDENCYPART_GRANDPAR
(22,16),(16,15),-0.0883178 # DEPENDENCYPART_GRANDPAR
(22,16),(16,17),-0.167562 # DEPENDENCYPART_GRANDPAR
(22,16),(16,18),0.045413 # DEPENDENCYPART_GRANDPAR
(22,16),(16,20),0.286226 # DEPENDENCYPART_GRANDPAR
(22,16),(16,21),0.136681 # DEPENDENCYPART_GRANDPAR
(22,16),(16,22),-1.3861 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,18),(18,20),0.0740974 # DEPENDENCYPART_GRANDPAR
(22,18),(18,21),-0.0786609 # DEPENDENCYPART_GRANDPAR
(22,20),(20,14),0.00404697 # DEPENDENCYPART_GRANDPAR
(22,20),(20,15),-0.0960702 # DEPENDENCYPART_GRANDPAR
(22,20),(20,16),0.0335615 # DEPENDENCYPART_GRANDPAR
(22,20),(20,17),-0.251629 # DEPENDENCYPART_GRANDPAR
(22,20),(20,18),0.0709219 # DEPENDENCYPART_GRANDPAR
(22,20),(20,19),0.117197 # DEPENDENCYPART_GRANDPAR
(22,21),(21,3),-0.596634 # DEPENDENCYPART_GRANDPAR
(22,21),(21,9),-0.341899 # DEPENDENCYPART_GRANDPAR
(22,21),(21,12),-0.34036 # DEPENDENCYPART_GRANDPAR
(22,21),(21,13),-0.0726002 # DEPENDENCYPART_GRANDPAR
(22,21),(21,14),0.00293104 # DEPENDENCYPART_GRANDPAR
(22,21),(21,15),-0.0921149 # DEPENDENCYPART_GRANDPAR
(22,21),(21,16),0.0304135 # DEPENDENCYPART_GRANDPAR
(22,21),(21,17),-0.252741 # DEPENDENCYPART_GRANDPAR
(22,21),(21,18),0.0698059 # DEPENDENCYPART_GRANDPAR
(22,21),(21,19),0.121153 # DEPENDENCYPART_GRANDPAR
(22,21),(21,20),0.294214 # DEPENDENCYPART_GRANDPAR
