# _root_ Ha ezt a hitelező nem adja meg , és a bank beváltja a hitelekhez járó állami garanciát , az az érintett gazdáknak az állami agrártámogatásokból való kizárását jelenti .
#goldHeads=28,6,4,6,6,28,6,28,28,11,12,28,14,15,17,17,12,28,28,22,22,28,25,25,26,27,28,0,28,
#predictedHeads=28,6,4,6,6,9,6,9,0,11,12,9,14,15,17,17,12,12,28,22,22,28,25,25,26,27,28,12,9,
(2,25),(25,16),-0.299607 # DEPENDENCYPART_GRANDPAR
(2,25),(25,19),-0.334859 # DEPENDENCYPART_GRANDPAR
(2,25),(25,20),-0.383962 # DEPENDENCYPART_GRANDPAR
(2,25),(25,21),-0.221543 # DEPENDENCYPART_GRANDPAR
(2,25),(25,22),-0.490084 # DEPENDENCYPART_GRANDPAR
(2,25),(25,23),-0.477567 # DEPENDENCYPART_GRANDPAR
(2,25),(25,24),-0.33817 # DEPENDENCYPART_GRANDPAR
(2,25),(25,27),-0.670055 # DEPENDENCYPART_GRANDPAR
(2,26),(26,14),-0.809613 # DEPENDENCYPART_GRANDPAR
(2,26),(26,17),-0.689243 # DEPENDENCYPART_GRANDPAR
(2,26),(26,18),-0.358303 # DEPENDENCYPART_GRANDPAR
(2,26),(26,19),-0.363568 # DEPENDENCYPART_GRANDPAR
(2,26),(26,20),-0.409534 # DEPENDENCYPART_GRANDPAR
(2,26),(26,21),-0.311351 # DEPENDENCYPART_GRANDPAR
(2,26),(26,22),-0.611544 # DEPENDENCYPART_GRANDPAR
(2,26),(26,23),-0.503139 # DEPENDENCYPART_GRANDPAR
(2,26),(26,24),-0.417608 # DEPENDENCYPART_GRANDPAR
(2,26),(26,25),-0.652802 # DEPENDENCYPART_GRANDPAR
(2,27),(27,9),-0.240133 # DEPENDENCYPART_GRANDPAR
(2,27),(27,13),-0.266183 # DEPENDENCYPART_GRANDPAR
(2,27),(27,14),-0.688153 # DEPENDENCYPART_GRANDPAR
(2,27),(27,15),-0.217427 # DEPENDENCYPART_GRANDPAR
(2,27),(27,16),-0.299607 # DEPENDENCYPART_GRANDPAR
(2,27),(27,17),-0.567905 # DEPENDENCYPART_GRANDPAR
(2,27),(27,19),-0.334859 # DEPENDENCYPART_GRANDPAR
(2,27),(27,20),-0.383962 # DEPENDENCYPART_GRANDPAR
(2,27),(27,21),-0.221543 # DEPENDENCYPART_GRANDPAR
(2,27),(27,22),-0.490084 # DEPENDENCYPART_GRANDPAR
(2,27),(27,23),-0.477567 # DEPENDENCYPART_GRANDPAR
(2,27),(27,24),-0.33817 # DEPENDENCYPART_GRANDPAR
(2,27),(27,25),-0.531342 # DEPENDENCYPART_GRANDPAR
(2,27),(27,26),-0.233949 # DEPENDENCYPART_GRANDPAR
(2,28),(28,1),-1.1676 # DEPENDENCYPART_GRANDPAR
(2,28),(28,2),-0.504582 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,28),(28,4),-0.565423 # DEPENDENCYPART_GRANDPAR
(2,28),(28,5),-0.324792 # DEPENDENCYPART_GRANDPAR
(2,28),(28,6),-0.53543 # DEPENDENCYPART_GRANDPAR
(2,28),(28,8),-0.374665 # DEPENDENCYPART_GRANDPAR
(2,28),(28,9),-0.264204 # DEPENDENCYPART_GRANDPAR
(2,28),(28,11),-0.442961 # DEPENDENCYPART_GRANDPAR
(2,28),(28,12),-0.411194 # DEPENDENCYPART_GRANDPAR
(2,28),(28,13),-0.2944 # DEPENDENCYPART_GRANDPAR
(2,28),(28,14),-0.676529 # DEPENDENCYPART_GRANDPAR
(2,28),(28,15),-0.19558 # DEPENDENCYPART_GRANDPAR
(2,28),(28,16),-0.268057 # DEPENDENCYPART_GRANDPAR
(2,28),(28,17),-0.556479 # DEPENDENCYPART_GRANDPAR
(2,28),(28,18),-0.32246 # DEPENDENCYPART_GRANDPAR
(2,28),(28,19),-0.279933 # DEPENDENCYPART_GRANDPAR
(2,28),(28,20),-0.382862 # DEPENDENCYPART_GRANDPAR
(2,28),(28,21),-0.199832 # DEPENDENCYPART_GRANDPAR
(2,28),(28,22),-0.478459 # DEPENDENCYPART_GRANDPAR
(2,28),(28,23),-0.476467 # DEPENDENCYPART_GRANDPAR
(2,28),(28,24),-0.30662 # DEPENDENCYPART_GRANDPAR
(2,28),(28,25),-0.519718 # DEPENDENCYPART_GRANDPAR
(2,28),(28,26),-0.210025 # DEPENDENCYPART_GRANDPAR
(2,28),(28,27),-0.61532 # DEPENDENCYPART_GRANDPAR
(2,28),(28,29),-1.22029 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-0.888655 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,6),-0.64539 # DEPENDENCYPART_GRANDPAR
(4,1),(1,7),-0.379886 # DEPENDENCYPART_GRANDPAR
(4,1),(1,8),-0.328094 # DEPENDENCYPART_GRANDPAR
(4,1),(1,9),-0.378832 # DEPENDENCYPART_GRANDPAR
(4,1),(1,12),-0.391094 # DEPENDENCYPART_GRANDPAR
(4,1),(1,18),-0.434039 # DEPENDENCYPART_GRANDPAR
(4,1),(1,28),-0.275764 # DEPENDENCYPART_GRANDPAR
(4,1),(1,29),-0.979618 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.470655 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-0.520581 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.00386082 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),-0.156276 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-0.0803681 # DEPENDENCYPART_GRANDPAR
(4,2),(2,8),-0.0136001 # DEPENDENCYPART_GRANDPAR
(4,2),(2,9),-0.0322446 # DEPENDENCYPART_GRANDPAR
(4,2),(2,11),-0.186819 # DEPENDENCYPART_GRANDPAR
(4,2),(2,12),0.0941337 # DEPENDENCYPART_GRANDPAR
(4,2),(2,15),-0.386192 # DEPENDENCYPART_GRANDPAR
(4,2),(2,16),-0.437814 # DEPENDENCYPART_GRANDPAR
(4,2),(2,17),-0.275579 # DEPENDENCYPART_GRANDPAR
(4,2),(2,18),-0.119545 # DEPENDENCYPART_GRANDPAR
(4,2),(2,19),-0.105009 # DEPENDENCYPART_GRANDPAR
(4,2),(2,21),-0.524117 # DEPENDENCYPART_GRANDPAR
(4,2),(2,22),-0.172917 # DEPENDENCYPART_GRANDPAR
(4,2),(2,24),-0.568088 # DEPENDENCYPART_GRANDPAR
(4,2),(2,25),-0.268227 # DEPENDENCYPART_GRANDPAR
(4,2),(2,26),-0.425198 # DEPENDENCYPART_GRANDPAR
(4,2),(2,27),-0.387274 # DEPENDENCYPART_GRANDPAR
(4,2),(2,28),0.206732 # DEPENDENCYPART_GRANDPAR
(4,2),(2,29),-0.751694 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),-0.111165 # DEPENDENCYPART_GRANDPAR
(5,1),(1,6),-0.479238 # DEPENDENCYPART_GRANDPAR
(5,1),(1,7),-0.546601 # DEPENDENCYPART_GRANDPAR
(5,1),(1,8),-0.540443 # DEPENDENCYPART_GRANDPAR
(5,1),(1,9),-0.486663 # DEPENDENCYPART_GRANDPAR
(5,1),(1,12),-0.399253 # DEPENDENCYPART_GRANDPAR
(5,1),(1,18),-0.501817 # DEPENDENCYPART_GRANDPAR
(5,1),(1,28),-0.530018 # DEPENDENCYPART_GRANDPAR
(5,1),(1,29),-1.01784 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.118194 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.0659839 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-0.753491 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-0.2634 # DEPENDENCYPART_GRANDPAR
(5,2),(2,7),-0.47114 # DEPENDENCYPART_GRANDPAR
(5,2),(2,8),-0.432905 # DEPENDENCYPART_GRANDPAR
(5,2),(2,9),-0.377754 # DEPENDENCYPART_GRANDPAR
(5,2),(2,11),-0.476113 # DEPENDENCYPART_GRANDPAR
(5,2),(2,12),-0.185218 # DEPENDENCYPART_GRANDPAR
(5,2),(2,15),-0.377824 # DEPENDENCYPART_GRANDPAR
(5,2),(2,16),-0.479596 # DEPENDENCYPART_GRANDPAR
(5,2),(2,17),-0.674665 # DEPENDENCYPART_GRANDPAR
(5,2),(2,18),-0.394279 # DEPENDENCYPART_GRANDPAR
(5,2),(2,19),-0.332938 # DEPENDENCYPART_GRANDPAR
(5,2),(2,21),-0.525937 # DEPENDENCYPART_GRANDPAR
(5,2),(2,22),-0.620225 # DEPENDENCYPART_GRANDPAR
(5,2),(2,24),-0.47311 # DEPENDENCYPART_GRANDPAR
(5,2),(2,25),-0.609046 # DEPENDENCYPART_GRANDPAR
(5,2),(2,26),-0.0397778 # DEPENDENCYPART_GRANDPAR
(5,2),(2,27),-0.640004 # DEPENDENCYPART_GRANDPAR
(5,2),(2,28),-0.318539 # DEPENDENCYPART_GRANDPAR
(5,2),(2,29),-0.991335 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.164378 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.112618 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.254907 # DEPENDENCYPART_GRANDPAR
(5,12),(12,1),-0.512147 # DEPENDENCYPART_GRANDPAR
(5,12),(12,2),-0.438652 # DEPENDENCYPART_GRANDPAR
(5,12),(12,3),-0.581016 # DEPENDENCYPART_GRANDPAR
(5,12),(12,4),-0.550592 # DEPENDENCYPART_GRANDPAR
(5,12),(12,5),-0.463918 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,12),(12,6),-0.0777436 # DEPENDENCYPART_GRANDPAR
(5,12),(12,7),-0.124241 # DEPENDENCYPART_GRANDPAR
(5,12),(12,8),-0.288262 # DEPENDENCYPART_GRANDPAR
(5,12),(12,9),-0.137443 # DEPENDENCYPART_GRANDPAR
(5,12),(12,10),-0.277814 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),-0.195792 # DEPENDENCYPART_GRANDPAR
(5,12),(12,13),-0.260567 # DEPENDENCYPART_GRANDPAR
(5,12),(12,14),-0.264942 # DEPENDENCYPART_GRANDPAR
(5,12),(12,15),-0.151179 # DEPENDENCYPART_GRANDPAR
(5,12),(12,16),-0.256544 # DEPENDENCYPART_GRANDPAR
(5,12),(12,17),-0.364206 # DEPENDENCYPART_GRANDPAR
(5,12),(12,18),-0.183086 # DEPENDENCYPART_GRANDPAR
(5,12),(12,19),-0.0675577 # DEPENDENCYPART_GRANDPAR
(5,12),(12,20),-0.369325 # DEPENDENCYPART_GRANDPAR
(5,12),(12,21),-0.299189 # DEPENDENCYPART_GRANDPAR
(5,12),(12,22),-0.30979 # DEPENDENCYPART_GRANDPAR
(5,12),(12,24),-0.250058 # DEPENDENCYPART_GRANDPAR
(5,12),(12,25),-0.29861 # DEPENDENCYPART_GRANDPAR
(5,12),(12,26),0.187119 # DEPENDENCYPART_GRANDPAR
(5,12),(12,27),-0.329568 # DEPENDENCYPART_GRANDPAR
(5,12),(12,28),-0.119478 # DEPENDENCYPART_GRANDPAR
(5,12),(12,29),-0.644738 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),0.0177798 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-1.43841 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,1),(1,7),-0.368644 # DEPENDENCYPART_GRANDPAR
(6,1),(1,8),-0.649232 # DEPENDENCYPART_GRANDPAR
(6,1),(1,9),-0.562804 # DEPENDENCYPART_GRANDPAR
(6,1),(1,12),-0.681722 # DEPENDENCYPART_GRANDPAR
(6,1),(1,18),-0.59448 # DEPENDENCYPART_GRANDPAR
(6,1),(1,28),-1.09532 # DEPENDENCYPART_GRANDPAR
(6,1),(1,29),-1.5809 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.0284581 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),0.0520989 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),-0.000563489 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-0.788343 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,7),0.0304206 # DEPENDENCYPART_GRANDPAR
(6,2),(2,8),-0.203522 # DEPENDENCYPART_GRANDPAR
(6,2),(2,9),-0.123665 # DEPENDENCYPART_GRANDPAR
(6,2),(2,11),-0.10367 # DEPENDENCYPART_GRANDPAR
(6,2),(2,12),-0.0331795 # DEPENDENCYPART_GRANDPAR
(6,2),(2,15),-0.196335 # DEPENDENCYPART_GRANDPAR
(6,2),(2,16),-0.167339 # DEPENDENCYPART_GRANDPAR
(6,2),(2,17),-0.18581 # DEPENDENCYPART_GRANDPAR
(6,2),(2,18),-0.148771 # DEPENDENCYPART_GRANDPAR
(6,2),(2,19),-0.166471 # DEPENDENCYPART_GRANDPAR
(6,2),(2,21),-0.146222 # DEPENDENCYPART_GRANDPAR
(6,2),(2,22),-0.111499 # DEPENDENCYPART_GRANDPAR
(6,2),(2,24),-0.144216 # DEPENDENCYPART_GRANDPAR
(6,2),(2,25),-0.390616 # DEPENDENCYPART_GRANDPAR
(6,2),(2,26),-0.0356124 # DEPENDENCYPART_GRANDPAR
(6,2),(2,27),-0.236216 # DEPENDENCYPART_GRANDPAR
(6,2),(2,28),-0.451332 # DEPENDENCYPART_GRANDPAR
(6,2),(2,29),-1.24747 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.0529184 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),0.527101 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),0.395573 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.0925805 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),0.328546 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),0.0478395 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.484729 # DEPENDENCYPART_GRANDPAR
(6,5),(5,12),-0.462376 # DEPENDENCYPART_GRANDPAR
(6,5),(5,29),-1.41866 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-0.338007 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.0298227 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.117772 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.927562 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.294014 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.0902174 # DEPENDENCYPART_GRANDPAR
(6,7),(7,29),-1.21691 # DEPENDENCYPART_GRANDPAR
(6,9),(9,1),-0.509491 # DEPENDENCYPART_GRANDPAR
(6,9),(9,2),-0.0840868 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-0.294134 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-0.325428 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-0.995171 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,8),-0.308217 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.303614 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.22088 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.523665 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),-0.225751 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),-0.459381 # DEPENDENCYPART_GRANDPAR
(6,9),(9,16),-0.429663 # DEPENDENCYPART_GRANDPAR
(6,9),(9,17),-0.307794 # DEPENDENCYPART_GRANDPAR
(6,9),(9,18),-0.416108 # DEPENDENCYPART_GRANDPAR
(6,9),(9,19),-0.333472 # DEPENDENCYPART_GRANDPAR
(6,9),(9,21),-0.399072 # DEPENDENCYPART_GRANDPAR
(6,9),(9,24),-0.40654 # DEPENDENCYPART_GRANDPAR
(6,9),(9,25),-0.508443 # DEPENDENCYPART_GRANDPAR
(6,9),(9,26),-0.292426 # DEPENDENCYPART_GRANDPAR
(6,9),(9,27),-0.354043 # DEPENDENCYPART_GRANDPAR
(6,9),(9,28),-0.933409 # DEPENDENCYPART_GRANDPAR
(6,9),(9,29),-1.32422 # DEPENDENCYPART_GRANDPAR
(6,11),(11,2),-0.0804415 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),-0.0445824 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),-0.161779 # DEPENDENCYPART_GRANDPAR
(6,12),(12,1),-0.333039 # DEPENDENCYPART_GRANDPAR
(6,12),(12,2),0.247675 # DEPENDENCYPART_GRANDPAR
(6,12),(12,3),0.0944526 # DEPENDENCYPART_GRANDPAR
(6,12),(12,4),0.0966339 # DEPENDENCYPART_GRANDPAR
(6,12),(12,5),-0.0940965 # DEPENDENCYPART_GRANDPAR
(6,12),(12,6),-0.947562 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,12),(12,7),-0.0376541 # DEPENDENCYPART_GRANDPAR
(6,12),(12,8),-0.315373 # DEPENDENCYPART_GRANDPAR
(6,12),(12,9),-0.207683 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),-0.288279 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),-0.113937 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),-0.203549 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),-0.080584 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),-0.243154 # DEPENDENCYPART_GRANDPAR
(6,12),(12,16),-0.213374 # DEPENDENCYPART_GRANDPAR
(6,12),(12,17),-0.16255 # DEPENDENCYPART_GRANDPAR
(6,12),(12,18),-0.252077 # DEPENDENCYPART_GRANDPAR
(6,12),(12,19),-0.100175 # DEPENDENCYPART_GRANDPAR
(6,12),(12,20),-0.204185 # DEPENDENCYPART_GRANDPAR
(6,12),(12,21),-0.177587 # DEPENDENCYPART_GRANDPAR
(6,12),(12,22),-0.084159 # DEPENDENCYPART_GRANDPAR
(6,12),(12,24),-0.190252 # DEPENDENCYPART_GRANDPAR
(6,12),(12,25),-0.363276 # DEPENDENCYPART_GRANDPAR
(6,12),(12,26),-0.0759871 # DEPENDENCYPART_GRANDPAR
(6,12),(12,27),-0.208876 # DEPENDENCYPART_GRANDPAR
(6,12),(12,28),-0.574129 # DEPENDENCYPART_GRANDPAR
(6,12),(12,29),-1.19198 # DEPENDENCYPART_GRANDPAR
(6,14),(14,10),-0.165778 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),-0.230559 # DEPENDENCYPART_GRANDPAR
(6,14),(14,28),-0.519739 # DEPENDENCYPART_GRANDPAR
(6,15),(15,2),0.0304697 # DEPENDENCYPART_GRANDPAR
(6,15),(15,4),-0.178559 # DEPENDENCYPART_GRANDPAR
(6,15),(15,5),-0.222841 # DEPENDENCYPART_GRANDPAR
(6,15),(15,6),-0.93623 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,15),(15,10),-0.208358 # DEPENDENCYPART_GRANDPAR
(6,15),(15,11),-0.133921 # DEPENDENCYPART_GRANDPAR
(6,15),(15,12),-0.179822 # DEPENDENCYPART_GRANDPAR
(6,15),(15,13),-0.273138 # DEPENDENCYPART_GRANDPAR
(6,15),(15,14),-0.142756 # DEPENDENCYPART_GRANDPAR
(6,15),(15,28),-0.649642 # DEPENDENCYPART_GRANDPAR
(6,16),(16,10),-0.20777 # DEPENDENCYPART_GRANDPAR
(6,16),(16,11),-0.137726 # DEPENDENCYPART_GRANDPAR
(6,16),(16,13),-0.27255 # DEPENDENCYPART_GRANDPAR
(6,16),(16,14),-0.14656 # DEPENDENCYPART_GRANDPAR
(6,16),(16,15),-0.242256 # DEPENDENCYPART_GRANDPAR
(6,17),(17,2),-0.0804414 # DEPENDENCYPART_GRANDPAR
(6,17),(17,3),-0.225029 # DEPENDENCYPART_GRANDPAR
(6,17),(17,6),-0.849894 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,17),(17,8),-0.119517 # DEPENDENCYPART_GRANDPAR
(6,17),(17,9),-0.0445972 # DEPENDENCYPART_GRANDPAR
(6,17),(17,10),-0.165825 # DEPENDENCYPART_GRANDPAR
(6,17),(17,11),0.0216768 # DEPENDENCYPART_GRANDPAR
(6,17),(17,12),-0.093469 # DEPENDENCYPART_GRANDPAR
(6,17),(17,13),-0.230605 # DEPENDENCYPART_GRANDPAR
(6,17),(17,14),0.0194754 # DEPENDENCYPART_GRANDPAR
(6,17),(17,15),-0.0751414 # DEPENDENCYPART_GRANDPAR
(6,17),(17,16),-0.0538831 # DEPENDENCYPART_GRANDPAR
(6,17),(17,18),-0.167413 # DEPENDENCYPART_GRANDPAR
(6,17),(17,22),-0.00500314 # DEPENDENCYPART_GRANDPAR
(6,17),(17,25),-0.28412 # DEPENDENCYPART_GRANDPAR
(6,17),(17,27),-0.12972 # DEPENDENCYPART_GRANDPAR
(6,17),(17,28),-0.525732 # DEPENDENCYPART_GRANDPAR
(6,17),(17,29),-1.16046 # DEPENDENCYPART_GRANDPAR
(6,19),(19,1),-0.0394741 # DEPENDENCYPART_GRANDPAR
(6,19),(19,6),-0.946971 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,19),(19,8),-0.250186 # DEPENDENCYPART_GRANDPAR
(6,19),(19,9),-0.164551 # DEPENDENCYPART_GRANDPAR
(6,19),(19,11),-0.21073 # DEPENDENCYPART_GRANDPAR
(6,19),(19,12),-0.190563 # DEPENDENCYPART_GRANDPAR
(6,19),(19,15),-0.279854 # DEPENDENCYPART_GRANDPAR
(6,19),(19,16),-0.251379 # DEPENDENCYPART_GRANDPAR
(6,19),(19,17),-0.296454 # DEPENDENCYPART_GRANDPAR
(6,19),(19,18),-0.195435 # DEPENDENCYPART_GRANDPAR
(6,19),(19,21),-0.0436249 # DEPENDENCYPART_GRANDPAR
(6,19),(19,22),0.0736245 # DEPENDENCYPART_GRANDPAR
(6,19),(19,24),-0.0510798 # DEPENDENCYPART_GRANDPAR
(6,19),(19,25),-0.205493 # DEPENDENCYPART_GRANDPAR
(6,19),(19,26),0.0580436 # DEPENDENCYPART_GRANDPAR
(6,19),(19,27),-0.0510922 # DEPENDENCYPART_GRANDPAR
(6,19),(19,28),-0.373895 # DEPENDENCYPART_GRANDPAR
(6,19),(19,29),-1.03402 # DEPENDENCYPART_GRANDPAR
(6,22),(22,10),-0.165778 # DEPENDENCYPART_GRANDPAR
(6,22),(22,13),-0.230559 # DEPENDENCYPART_GRANDPAR
(6,22),(22,14),0.0196379 # DEPENDENCYPART_GRANDPAR
(6,22),(22,15),-0.0749757 # DEPENDENCYPART_GRANDPAR
(6,22),(22,16),-0.0537175 # DEPENDENCYPART_GRANDPAR
(6,22),(22,17),-0.058293 # DEPENDENCYPART_GRANDPAR
(6,22),(22,18),-0.0647228 # DEPENDENCYPART_GRANDPAR
(6,22),(22,19),-0.0409063 # DEPENDENCYPART_GRANDPAR
(6,22),(22,20),-0.140903 # DEPENDENCYPART_GRANDPAR
(6,22),(22,21),-0.0103818 # DEPENDENCYPART_GRANDPAR
(6,22),(22,23),-0.0738579 # DEPENDENCYPART_GRANDPAR
(6,22),(22,24),-0.0628226 # DEPENDENCYPART_GRANDPAR
(6,22),(22,25),-0.278123 # DEPENDENCYPART_GRANDPAR
(6,22),(22,27),-0.123722 # DEPENDENCYPART_GRANDPAR
(6,25),(25,13),-0.230559 # DEPENDENCYPART_GRANDPAR
(6,25),(25,16),-0.0537175 # DEPENDENCYPART_GRANDPAR
(6,25),(25,19),-0.0409063 # DEPENDENCYPART_GRANDPAR
(6,25),(25,20),-0.140903 # DEPENDENCYPART_GRANDPAR
(6,25),(25,21),-0.0103818 # DEPENDENCYPART_GRANDPAR
(6,25),(25,22),0.0160629 # DEPENDENCYPART_GRANDPAR
(6,25),(25,23),-0.100336 # DEPENDENCYPART_GRANDPAR
(6,25),(25,24),-0.0305945 # DEPENDENCYPART_GRANDPAR
(6,25),(25,27),-0.123722 # DEPENDENCYPART_GRANDPAR
(6,27),(27,9),-0.0445555 # DEPENDENCYPART_GRANDPAR
(6,27),(27,13),-0.230559 # DEPENDENCYPART_GRANDPAR
(6,27),(27,14),0.0196379 # DEPENDENCYPART_GRANDPAR
(6,27),(27,15),-0.0749757 # DEPENDENCYPART_GRANDPAR
(6,27),(27,16),-0.0537175 # DEPENDENCYPART_GRANDPAR
(6,27),(27,17),-0.058293 # DEPENDENCYPART_GRANDPAR
(6,27),(27,19),-0.0409063 # DEPENDENCYPART_GRANDPAR
(6,27),(27,20),-0.140903 # DEPENDENCYPART_GRANDPAR
(6,27),(27,21),-0.0103818 # DEPENDENCYPART_GRANDPAR
(6,27),(27,22),0.0160629 # DEPENDENCYPART_GRANDPAR
(6,27),(27,23),-0.100336 # DEPENDENCYPART_GRANDPAR
(6,27),(27,24),-0.0305945 # DEPENDENCYPART_GRANDPAR
(6,27),(27,25),-0.263054 # DEPENDENCYPART_GRANDPAR
(6,27),(27,26),0.102061 # DEPENDENCYPART_GRANDPAR
(6,28),(28,1),-0.33427 # DEPENDENCYPART_GRANDPAR
(6,28),(28,2),0.246093 # DEPENDENCYPART_GRANDPAR
(6,28),(28,4),0.0935325 # DEPENDENCYPART_GRANDPAR
(6,28),(28,5),-0.0952615 # DEPENDENCYPART_GRANDPAR
(6,28),(28,6),-0.957068 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,28),(28,8),-0.325613 # DEPENDENCYPART_GRANDPAR
(6,28),(28,9),-0.221297 # DEPENDENCYPART_GRANDPAR
(6,28),(28,11),-0.129762 # DEPENDENCYPART_GRANDPAR
(6,28),(28,12),-0.199794 # DEPENDENCYPART_GRANDPAR
(6,28),(28,13),-0.360503 # DEPENDENCYPART_GRANDPAR
(6,28),(28,14),-0.147429 # DEPENDENCYPART_GRANDPAR
(6,28),(28,15),-0.25636 # DEPENDENCYPART_GRANDPAR
(6,28),(28,16),-0.225251 # DEPENDENCYPART_GRANDPAR
(6,28),(28,17),-0.22544 # DEPENDENCYPART_GRANDPAR
(6,28),(28,18),-0.270861 # DEPENDENCYPART_GRANDPAR
(6,28),(28,19),-0.216851 # DEPENDENCYPART_GRANDPAR
(6,28),(28,20),-0.273613 # DEPENDENCYPART_GRANDPAR
(6,28),(28,21),-0.194326 # DEPENDENCYPART_GRANDPAR
(6,28),(28,22),-0.151004 # DEPENDENCYPART_GRANDPAR
(6,28),(28,23),-0.233046 # DEPENDENCYPART_GRANDPAR
(6,28),(28,24),-0.202128 # DEPENDENCYPART_GRANDPAR
(6,28),(28,25),-0.430121 # DEPENDENCYPART_GRANDPAR
(6,28),(28,26),-0.0866397 # DEPENDENCYPART_GRANDPAR
(6,28),(28,27),-0.275721 # DEPENDENCYPART_GRANDPAR
(6,28),(28,29),-1.17994 # DEPENDENCYPART_GRANDPAR
(7,1),(1,4),-0.137159 # DEPENDENCYPART_GRANDPAR
(7,1),(1,6),-0.230368 # DEPENDENCYPART_GRANDPAR
(7,1),(1,7),-0.841483 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,1),(1,8),-0.493335 # DEPENDENCYPART_GRANDPAR
(7,1),(1,9),-0.389731 # DEPENDENCYPART_GRANDPAR
(7,1),(1,12),-0.402004 # DEPENDENCYPART_GRANDPAR
(7,1),(1,18),-0.542353 # DEPENDENCYPART_GRANDPAR
(7,1),(1,28),-0.624828 # DEPENDENCYPART_GRANDPAR
(7,1),(1,29),-1.00337 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.201133 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.168499 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.0946313 # DEPENDENCYPART_GRANDPAR
