# _root_ Mindebből azonban hiba volna azt a következtetést levonni , hogy gyermekek tömkelege születne " balkézről " ; sokkal inkább arról van szó , hogy az élettársi kapcsolatok egyre inkább hasonlítanak magára a házasságra .
#goldHeads=8,4,4,0,7,7,8,4,4,4,12,13,1,13,13,13,4,19,21,21,4,21,21,21,27,27,30,29,30,20,30,33,30,4,
#predictedHeads=4,4,4,0,8,7,8,4,4,4,12,13,5,13,13,13,4,19,21,21,5,21,21,21,27,27,30,30,30,20,33,33,30,4,
(4,29),(29,28),-0.582489 # DEPENDENCYPART_GRANDPAR
(4,29),(29,33),0.0795022 # DEPENDENCYPART_GRANDPAR
(4,30),(30,2),-0.546972 # DEPENDENCYPART_GRANDPAR
(4,30),(30,4),-0.901752 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,30),(30,12),-0.43781 # DEPENDENCYPART_GRANDPAR
(4,30),(30,14),-0.232652 # DEPENDENCYPART_GRANDPAR
(4,30),(30,16),-0.262454 # DEPENDENCYPART_GRANDPAR
(4,30),(30,18),-0.411645 # DEPENDENCYPART_GRANDPAR
(4,30),(30,19),0.036207 # DEPENDENCYPART_GRANDPAR
(4,30),(30,20),-0.412809 # DEPENDENCYPART_GRANDPAR
(4,30),(30,21),-0.436056 # DEPENDENCYPART_GRANDPAR
(4,30),(30,22),-0.327489 # DEPENDENCYPART_GRANDPAR
(4,30),(30,23),1.26499e-05 # DEPENDENCYPART_GRANDPAR
(4,30),(30,24),-0.0679376 # DEPENDENCYPART_GRANDPAR
(4,30),(30,25),-1.01296 # DEPENDENCYPART_GRANDPAR
(4,30),(30,26),-0.927007 # DEPENDENCYPART_GRANDPAR
(4,30),(30,27),-0.0944024 # DEPENDENCYPART_GRANDPAR
(4,30),(30,28),-0.620664 # DEPENDENCYPART_GRANDPAR
(4,30),(30,29),0.0438933 # DEPENDENCYPART_GRANDPAR
(4,30),(30,31),-0.234324 # DEPENDENCYPART_GRANDPAR
(4,30),(30,32),-0.946663 # DEPENDENCYPART_GRANDPAR
(4,30),(30,33),0.0882642 # DEPENDENCYPART_GRANDPAR
(4,30),(30,34),-1.6204 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.314408 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.336253 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),0.0266039 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-0.548236 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,7),-0.375791 # DEPENDENCYPART_GRANDPAR
(5,1),(1,8),-0.122421 # DEPENDENCYPART_GRANDPAR
(5,1),(1,9),-0.32514 # DEPENDENCYPART_GRANDPAR
(5,1),(1,10),-0.415522 # DEPENDENCYPART_GRANDPAR
(5,1),(1,11),-0.0820239 # DEPENDENCYPART_GRANDPAR
(5,1),(1,12),-0.001998 # DEPENDENCYPART_GRANDPAR
(5,1),(1,13),-0.036775 # DEPENDENCYPART_GRANDPAR
(5,1),(1,14),-0.275302 # DEPENDENCYPART_GRANDPAR
(5,1),(1,15),-0.163078 # DEPENDENCYPART_GRANDPAR
(5,1),(1,16),-0.350372 # DEPENDENCYPART_GRANDPAR
(5,1),(1,17),-0.368911 # DEPENDENCYPART_GRANDPAR
(5,1),(1,18),-0.381225 # DEPENDENCYPART_GRANDPAR
(5,1),(1,19),-0.193127 # DEPENDENCYPART_GRANDPAR
(5,1),(1,21),-0.32112 # DEPENDENCYPART_GRANDPAR
(5,1),(1,22),-0.802677 # DEPENDENCYPART_GRANDPAR
(5,1),(1,23),-0.402562 # DEPENDENCYPART_GRANDPAR
(5,1),(1,24),-0.44982 # DEPENDENCYPART_GRANDPAR
(5,1),(1,26),-0.414579 # DEPENDENCYPART_GRANDPAR
(5,1),(1,27),-0.57022 # DEPENDENCYPART_GRANDPAR
(5,1),(1,28),-0.340179 # DEPENDENCYPART_GRANDPAR
(5,1),(1,29),-0.231084 # DEPENDENCYPART_GRANDPAR
(5,1),(1,30),-0.336 # DEPENDENCYPART_GRANDPAR
(5,1),(1,33),-0.723807 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.0194899 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.314921 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),0.10525 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.186483 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.171874 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-0.607373 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.272839 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.554437 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.359603 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-0.4768 # DEPENDENCYPART_GRANDPAR
(5,4),(4,10),-0.602093 # DEPENDENCYPART_GRANDPAR
(5,4),(4,11),-0.260671 # DEPENDENCYPART_GRANDPAR
(5,4),(4,12),-0.180645 # DEPENDENCYPART_GRANDPAR
(5,4),(4,13),-0.27299 # DEPENDENCYPART_GRANDPAR
(5,4),(4,14),-0.419362 # DEPENDENCYPART_GRANDPAR
(5,4),(4,15),-0.249466 # DEPENDENCYPART_GRANDPAR
(5,4),(4,16),-0.494432 # DEPENDENCYPART_GRANDPAR
(5,4),(4,17),-0.505444 # DEPENDENCYPART_GRANDPAR
(5,4),(4,18),-0.471842 # DEPENDENCYPART_GRANDPAR
(5,4),(4,20),-0.260046 # DEPENDENCYPART_GRANDPAR
(5,4),(4,21),-0.551619 # DEPENDENCYPART_GRANDPAR
(5,4),(4,23),-0.554222 # DEPENDENCYPART_GRANDPAR
(5,4),(4,24),-0.636391 # DEPENDENCYPART_GRANDPAR
(5,4),(4,29),-0.344569 # DEPENDENCYPART_GRANDPAR
(5,4),(4,30),-0.57292 # DEPENDENCYPART_GRANDPAR
(5,4),(4,34),-1.39259 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.159745 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),0.183205 # DEPENDENCYPART_GRANDPAR
(5,8),(8,1),-0.479877 # DEPENDENCYPART_GRANDPAR
(5,8),(8,2),-0.762288 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-0.821601 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-0.415973 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-0.0890288 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),0.216841 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),0.196565 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.0168408 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.0391095 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),0.420723 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),0.500815 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),0.311662 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),0.121204 # DEPENDENCYPART_GRANDPAR
(5,8),(8,15),0.280002 # DEPENDENCYPART_GRANDPAR
(5,8),(8,16),0.046134 # DEPENDENCYPART_GRANDPAR
(5,8),(8,17),-0.00875748 # DEPENDENCYPART_GRANDPAR
(5,8),(8,20),0.331053 # DEPENDENCYPART_GRANDPAR
(5,8),(8,21),0.026447 # DEPENDENCYPART_GRANDPAR
(5,8),(8,23),-0.0942622 # DEPENDENCYPART_GRANDPAR
(5,8),(8,24),-0.0734081 # DEPENDENCYPART_GRANDPAR
(5,8),(8,30),0.0145871 # DEPENDENCYPART_GRANDPAR
(5,8),(8,34),-0.9074 # DEPENDENCYPART_GRANDPAR
(5,10),(10,1),-0.45398 # DEPENDENCYPART_GRANDPAR
(5,10),(10,2),-0.660968 # DEPENDENCYPART_GRANDPAR
(5,10),(10,3),-0.766471 # DEPENDENCYPART_GRANDPAR
(5,10),(10,4),-0.371781 # DEPENDENCYPART_GRANDPAR
(5,10),(10,5),-0.362491 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,10),(10,7),-0.102679 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),0.000850914 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-0.241911 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),0.152118 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),0.232215 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),0.0473844 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),-0.0794725 # DEPENDENCYPART_GRANDPAR
(5,10),(10,17),-0.168027 # DEPENDENCYPART_GRANDPAR
(5,10),(10,24),-0.262045 # DEPENDENCYPART_GRANDPAR
(5,10),(10,34),-1.01474 # DEPENDENCYPART_GRANDPAR
(5,11),(11,6),0.183005 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),0.0343051 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),-0.0639089 # DEPENDENCYPART_GRANDPAR
(5,12),(12,5),-0.159745 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,12),(12,6),0.183205 # DEPENDENCYPART_GRANDPAR
(5,12),(12,7),0.0653449 # DEPENDENCYPART_GRANDPAR
(5,12),(12,9),0.034557 # DEPENDENCYPART_GRANDPAR
(5,12),(12,10),-0.0637281 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),0.360239 # DEPENDENCYPART_GRANDPAR
(5,13),(13,1),-0.479877 # DEPENDENCYPART_GRANDPAR
(5,13),(13,2),-0.762288 # DEPENDENCYPART_GRANDPAR
(5,13),(13,3),-0.821601 # DEPENDENCYPART_GRANDPAR
(5,13),(13,4),-0.415973 # DEPENDENCYPART_GRANDPAR
(5,13),(13,5),-0.09357 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,13),(13,6),0.214208 # DEPENDENCYPART_GRANDPAR
(5,13),(13,7),0.193678 # DEPENDENCYPART_GRANDPAR
(5,13),(13,8),0.25223 # DEPENDENCYPART_GRANDPAR
(5,13),(13,9),0.0153549 # DEPENDENCYPART_GRANDPAR
(5,13),(13,10),-0.0315603 # DEPENDENCYPART_GRANDPAR
(5,13),(13,11),0.485467 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),0.567471 # DEPENDENCYPART_GRANDPAR
(5,13),(13,14),0.120006 # DEPENDENCYPART_GRANDPAR
(5,13),(13,15),0.277597 # DEPENDENCYPART_GRANDPAR
(5,13),(13,16),0.0449364 # DEPENDENCYPART_GRANDPAR
(5,13),(13,17),-0.0099551 # DEPENDENCYPART_GRANDPAR
(5,13),(13,18),0.0422581 # DEPENDENCYPART_GRANDPAR
(5,13),(13,19),0.247964 # DEPENDENCYPART_GRANDPAR
(5,13),(13,20),0.329855 # DEPENDENCYPART_GRANDPAR
(5,13),(13,21),0.0252494 # DEPENDENCYPART_GRANDPAR
(5,13),(13,23),-0.0954598 # DEPENDENCYPART_GRANDPAR
(5,13),(13,24),-0.0746057 # DEPENDENCYPART_GRANDPAR
(5,13),(13,28),0.0764587 # DEPENDENCYPART_GRANDPAR
(5,13),(13,29),0.210007 # DEPENDENCYPART_GRANDPAR
(5,13),(13,30),0.0133895 # DEPENDENCYPART_GRANDPAR
(5,13),(13,34),-0.913034 # DEPENDENCYPART_GRANDPAR
(5,15),(15,7),-0.0685696 # DEPENDENCYPART_GRANDPAR
(5,15),(15,8),0.0988757 # DEPENDENCYPART_GRANDPAR
(5,15),(15,11),0.224296 # DEPENDENCYPART_GRANDPAR
(5,15),(15,12),0.305223 # DEPENDENCYPART_GRANDPAR
(5,15),(15,13),0.185488 # DEPENDENCYPART_GRANDPAR
(5,15),(15,14),-0.047597 # DEPENDENCYPART_GRANDPAR
(5,15),(15,16),-0.0935151 # DEPENDENCYPART_GRANDPAR
(5,15),(15,17),-0.111892 # DEPENDENCYPART_GRANDPAR
(5,15),(15,18),-0.074528 # DEPENDENCYPART_GRANDPAR
(5,15),(15,19),0.0883048 # DEPENDENCYPART_GRANDPAR
(5,15),(15,21),-0.129033 # DEPENDENCYPART_GRANDPAR
(5,15),(15,22),-0.508346 # DEPENDENCYPART_GRANDPAR
(5,15),(15,24),-0.220937 # DEPENDENCYPART_GRANDPAR
(5,15),(15,30),-0.149138 # DEPENDENCYPART_GRANDPAR
(5,15),(15,33),-0.425617 # DEPENDENCYPART_GRANDPAR
(5,15),(15,34),-1.06764 # DEPENDENCYPART_GRANDPAR
(5,18),(18,15),0.162209 # DEPENDENCYPART_GRANDPAR
(5,18),(18,17),-0.121548 # DEPENDENCYPART_GRANDPAR
(5,18),(18,19),0.0818279 # DEPENDENCYPART_GRANDPAR
(5,18),(18,22),-0.514517 # DEPENDENCYPART_GRANDPAR
(5,18),(18,28),-0.0476849 # DEPENDENCYPART_GRANDPAR
(5,19),(19,15),0.164407 # DEPENDENCYPART_GRANDPAR
(5,19),(19,16),-0.11923 # DEPENDENCYPART_GRANDPAR
(5,19),(19,18),-0.0501078 # DEPENDENCYPART_GRANDPAR
(5,19),(19,22),-0.506359 # DEPENDENCYPART_GRANDPAR
(5,19),(19,27),-0.270022 # DEPENDENCYPART_GRANDPAR
(5,19),(19,28),-0.0234865 # DEPENDENCYPART_GRANDPAR
(5,19),(19,29),0.0712679 # DEPENDENCYPART_GRANDPAR
(5,20),(20,4),-0.194237 # DEPENDENCYPART_GRANDPAR
(5,20),(20,8),0.0791891 # DEPENDENCYPART_GRANDPAR
(5,20),(20,13),0.165802 # DEPENDENCYPART_GRANDPAR
(5,20),(20,15),0.151353 # DEPENDENCYPART_GRANDPAR
(5,20),(20,18),-0.0698111 # DEPENDENCYPART_GRANDPAR
(5,20),(20,19),0.122721 # DEPENDENCYPART_GRANDPAR
(5,20),(20,21),-0.127474 # DEPENDENCYPART_GRANDPAR
(5,20),(20,22),-0.481074 # DEPENDENCYPART_GRANDPAR
(5,20),(20,23),-0.189978 # DEPENDENCYPART_GRANDPAR
(5,20),(20,24),-0.277944 # DEPENDENCYPART_GRANDPAR
(5,20),(20,26),-0.182208 # DEPENDENCYPART_GRANDPAR
(5,20),(20,27),-0.245568 # DEPENDENCYPART_GRANDPAR
(5,20),(20,28),-0.0821365 # DEPENDENCYPART_GRANDPAR
(5,20),(20,29),0.023029 # DEPENDENCYPART_GRANDPAR
(5,20),(20,30),-0.144873 # DEPENDENCYPART_GRANDPAR
(5,20),(20,31),-0.322559 # DEPENDENCYPART_GRANDPAR
(5,20),(20,33),-0.398932 # DEPENDENCYPART_GRANDPAR
(5,20),(20,34),-1.06157 # DEPENDENCYPART_GRANDPAR
(5,21),(21,1),-0.483535 # DEPENDENCYPART_GRANDPAR
(5,21),(21,2),-0.76678 # DEPENDENCYPART_GRANDPAR
(5,21),(21,3),-0.810816 # DEPENDENCYPART_GRANDPAR
(5,21),(21,4),-0.419653 # DEPENDENCYPART_GRANDPAR
(5,21),(21,5),-0.127405 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,21),(21,7),0.186366 # DEPENDENCYPART_GRANDPAR
(5,21),(21,8),0.217118 # DEPENDENCYPART_GRANDPAR
(5,21),(21,9),-0.0168264 # DEPENDENCYPART_GRANDPAR
(5,21),(21,10),-0.0554976 # DEPENDENCYPART_GRANDPAR
(5,21),(21,11),0.478155 # DEPENDENCYPART_GRANDPAR
(5,21),(21,12),0.560158 # DEPENDENCYPART_GRANDPAR
(5,21),(21,13),0.303731 # DEPENDENCYPART_GRANDPAR
(5,21),(21,14),0.107548 # DEPENDENCYPART_GRANDPAR
(5,21),(21,15),0.326445 # DEPENDENCYPART_GRANDPAR
(5,21),(21,16),0.0324786 # DEPENDENCYPART_GRANDPAR
(5,21),(21,17),-0.0256012 # DEPENDENCYPART_GRANDPAR
(5,21),(21,18),0.0687606 # DEPENDENCYPART_GRANDPAR
(5,21),(21,19),0.330311 # DEPENDENCYPART_GRANDPAR
(5,21),(21,20),0.281026 # DEPENDENCYPART_GRANDPAR
(5,21),(21,22),-0.338308 # DEPENDENCYPART_GRANDPAR
(5,21),(21,23),-0.150573 # DEPENDENCYPART_GRANDPAR
(5,21),(21,24),-0.0917468 # DEPENDENCYPART_GRANDPAR
(5,21),(21,25),-0.00377109 # DEPENDENCYPART_GRANDPAR
(5,21),(21,26),-0.0922987 # DEPENDENCYPART_GRANDPAR
(5,21),(21,27),-0.104304 # DEPENDENCYPART_GRANDPAR
(5,21),(21,28),0.0618913 # DEPENDENCYPART_GRANDPAR
(5,21),(21,29),0.195439 # DEPENDENCYPART_GRANDPAR
(5,21),(21,30),-0.0194721 # DEPENDENCYPART_GRANDPAR
(5,21),(21,33),-0.258572 # DEPENDENCYPART_GRANDPAR
(5,21),(21,34),-0.91287 # DEPENDENCYPART_GRANDPAR
(5,22),(22,19),0.193784 # DEPENDENCYPART_GRANDPAR
(5,22),(22,20),0.219875 # DEPENDENCYPART_GRANDPAR
(5,22),(22,23),-0.113168 # DEPENDENCYPART_GRANDPAR
(5,22),(22,27),-0.169894 # DEPENDENCYPART_GRANDPAR
(5,24),(24,1),-0.45398 # DEPENDENCYPART_GRANDPAR
(5,24),(24,2),-0.660968 # DEPENDENCYPART_GRANDPAR
(5,24),(24,3),-0.766471 # DEPENDENCYPART_GRANDPAR
(5,24),(24,5),-0.362491 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,24),(24,7),-0.102679 # DEPENDENCYPART_GRANDPAR
(5,24),(24,9),-0.241911 # DEPENDENCYPART_GRANDPAR
(5,24),(24,10),-0.270855 # DEPENDENCYPART_GRANDPAR
(5,24),(24,11),0.190048 # DEPENDENCYPART_GRANDPAR
(5,24),(24,12),0.271113 # DEPENDENCYPART_GRANDPAR
(5,24),(24,14),-0.175218 # DEPENDENCYPART_GRANDPAR
(5,24),(24,15),0.103224 # DEPENDENCYPART_GRANDPAR
(5,24),(24,16),-0.250288 # DEPENDENCYPART_GRANDPAR
(5,24),(24,17),-0.215938 # DEPENDENCYPART_GRANDPAR
(5,24),(24,18),-0.120519 # DEPENDENCYPART_GRANDPAR
(5,24),(24,19),0.0748979 # DEPENDENCYPART_GRANDPAR
(5,24),(24,20),0.0141198 # DEPENDENCYPART_GRANDPAR
(5,24),(24,21),-0.203068 # DEPENDENCYPART_GRANDPAR
(5,24),(24,22),-0.53004 # DEPENDENCYPART_GRANDPAR
(5,24),(24,23),-0.319332 # DEPENDENCYPART_GRANDPAR
(5,24),(24,26),-0.233115 # DEPENDENCYPART_GRANDPAR
(5,24),(24,27),-0.33629 # DEPENDENCYPART_GRANDPAR
(5,24),(24,28),-0.094038 # DEPENDENCYPART_GRANDPAR
(5,24),(24,29),0.0194579 # DEPENDENCYPART_GRANDPAR
(5,24),(24,30),-0.255271 # DEPENDENCYPART_GRANDPAR
(5,24),(24,31),-0.348902 # DEPENDENCYPART_GRANDPAR
(5,24),(24,33),-0.489594 # DEPENDENCYPART_GRANDPAR
(5,24),(24,34),-1.01474 # DEPENDENCYPART_GRANDPAR
(5,26),(26,25),-0.0495823 # DEPENDENCYPART_GRANDPAR
(5,27),(27,20),0.219483 # DEPENDENCYPART_GRANDPAR
(5,27),(27,22),-0.373529 # DEPENDENCYPART_GRANDPAR
(5,27),(27,25),0.00282529 # DEPENDENCYPART_GRANDPAR
(5,27),(27,26),-0.0337555 # DEPENDENCYPART_GRANDPAR
(5,28),(28,26),-0.163077 # DEPENDENCYPART_GRANDPAR
(5,28),(28,27),-0.26737 # DEPENDENCYPART_GRANDPAR
(5,28),(28,29),0.0485918 # DEPENDENCYPART_GRANDPAR
(5,28),(28,33),-0.429035 # DEPENDENCYPART_GRANDPAR
(5,29),(29,26),-0.161808 # DEPENDENCYPART_GRANDPAR
(5,29),(29,27),-0.270791 # DEPENDENCYPART_GRANDPAR
(5,29),(29,28),-0.0150044 # DEPENDENCYPART_GRANDPAR
(5,29),(29,33),-0.42363 # DEPENDENCYPART_GRANDPAR
(5,30),(30,2),-0.762288 # DEPENDENCYPART_GRANDPAR
(5,30),(30,4),-0.415973 # DEPENDENCYPART_GRANDPAR
(5,30),(30,12),0.569591 # DEPENDENCYPART_GRANDPAR
(5,30),(30,14),0.141012 # DEPENDENCYPART_GRANDPAR
(5,30),(30,16),0.0659426 # DEPENDENCYPART_GRANDPAR
(5,30),(30,18),0.0917355 # DEPENDENCYPART_GRANDPAR
(5,30),(30,19),0.353282 # DEPENDENCYPART_GRANDPAR
(5,30),(30,20),0.317129 # DEPENDENCYPART_GRANDPAR
(5,30),(30,21),0.0789314 # DEPENDENCYPART_GRANDPAR
(5,30),(30,22),-0.209307 # DEPENDENCYPART_GRANDPAR
(5,30),(30,23),-0.0572999 # DEPENDENCYPART_GRANDPAR
(5,30),(30,24),-0.0617712 # DEPENDENCYPART_GRANDPAR
(5,30),(30,25),0.0477382 # DEPENDENCYPART_GRANDPAR
(5,30),(30,26),0.0421952 # DEPENDENCYPART_GRANDPAR
(5,30),(30,27),-0.00165151 # DEPENDENCYPART_GRANDPAR
(5,30),(30,28),0.144482 # DEPENDENCYPART_GRANDPAR
(5,30),(30,29),0.315324 # DEPENDENCYPART_GRANDPAR
(5,30),(30,31),-0.113016 # DEPENDENCYPART_GRANDPAR
(5,30),(30,32),-0.28459 # DEPENDENCYPART_GRANDPAR
(5,30),(30,33),-0.220977 # DEPENDENCYPART_GRANDPAR
(5,30),(30,34),-0.907901 # DEPENDENCYPART_GRANDPAR
(5,33),(33,25),0.00365374 # DEPENDENCYPART_GRANDPAR
(5,33),(33,31),-0.202594 # DEPENDENCYPART_GRANDPAR
(5,33),(33,32),-0.302566 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.486334 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.867657 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.272726 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-0.362351 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),0.220453 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-0.0552804 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),0.101496 # DEPENDENCYPART_GRANDPAR
(7,5),(5,11),0.241876 # DEPENDENCYPART_GRANDPAR
(7,5),(5,12),0.00199415 # DEPENDENCYPART_GRANDPAR
(7,5),(5,13),0.483 # DEPENDENCYPART_GRANDPAR
(7,5),(5,14),-0.142411 # DEPENDENCYPART_GRANDPAR
(7,5),(5,15),-0.035571 # DEPENDENCYPART_GRANDPAR
(7,5),(5,16),-0.147528 # DEPENDENCYPART_GRANDPAR
(7,5),(5,17),0.0407584 # DEPENDENCYPART_GRANDPAR
(7,5),(5,18),-0.0805001 # DEPENDENCYPART_GRANDPAR
(7,5),(5,19),-0.0455697 # DEPENDENCYPART_GRANDPAR
(7,5),(5,20),0.0276867 # DEPENDENCYPART_GRANDPAR
(7,5),(5,21),0.324092 # DEPENDENCYPART_GRANDPAR
(7,5),(5,22),-0.0670645 # DEPENDENCYPART_GRANDPAR
(7,5),(5,23),0.0495545 # DEPENDENCYPART_GRANDPAR
(7,5),(5,24),-0.0123327 # DEPENDENCYPART_GRANDPAR
(7,5),(5,26),-0.439412 # DEPENDENCYPART_GRANDPAR
(7,5),(5,27),0.0450003 # DEPENDENCYPART_GRANDPAR
(7,5),(5,28),-0.135855 # DEPENDENCYPART_GRANDPAR
(7,5),(5,29),-0.0585912 # DEPENDENCYPART_GRANDPAR
(7,5),(5,30),0.361098 # DEPENDENCYPART_GRANDPAR
(7,5),(5,33),-0.130693 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),-0.0763721 # DEPENDENCYPART_GRANDPAR
(8,1),(1,3),-0.0462378 # DEPENDENCYPART_GRANDPAR
(8,1),(1,4),-0.0845898 # DEPENDENCYPART_GRANDPAR
(8,1),(1,5),0.227323 # DEPENDENCYPART_GRANDPAR
(8,1),(1,7),0.197585 # DEPENDENCYPART_GRANDPAR
(8,1),(1,8),-0.380028 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,1),(1,9),-0.182698 # DEPENDENCYPART_GRANDPAR
(8,1),(1,10),-0.158637 # DEPENDENCYPART_GRANDPAR
(8,1),(1,11),-0.0706448 # DEPENDENCYPART_GRANDPAR
(8,1),(1,12),0.0563753 # DEPENDENCYPART_GRANDPAR
(8,1),(1,13),0.0620558 # DEPENDENCYPART_GRANDPAR
(8,1),(1,14),-0.169645 # DEPENDENCYPART_GRANDPAR
(8,1),(1,15),0.076453 # DEPENDENCYPART_GRANDPAR
(8,1),(1,16),-0.14329 # DEPENDENCYPART_GRANDPAR
(8,1),(1,17),-0.245352 # DEPENDENCYPART_GRANDPAR
(8,1),(1,18),-0.18136 # DEPENDENCYPART_GRANDPAR
(8,1),(1,19),0.194143 # DEPENDENCYPART_GRANDPAR
(8,1),(1,21),-0.0618971 # DEPENDENCYPART_GRANDPAR
(8,1),(1,22),-0.2405 # DEPENDENCYPART_GRANDPAR
(8,1),(1,23),0.0644555 # DEPENDENCYPART_GRANDPAR
(8,1),(1,24),-0.00434053 # DEPENDENCYPART_GRANDPAR
(8,1),(1,26),-0.731462 # DEPENDENCYPART_GRANDPAR
(8,1),(1,27),-0.230376 # DEPENDENCYPART_GRANDPAR
(8,1),(1,28),-0.398548 # DEPENDENCYPART_GRANDPAR
(8,1),(1,29),0.158019 # DEPENDENCYPART_GRANDPAR
(8,1),(1,30),-0.121309 # DEPENDENCYPART_GRANDPAR
(8,1),(1,33),-0.169549 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.188056 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),-0.090484 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),-0.2007 # DEPENDENCYPART_GRANDPAR
(8,2),(2,8),-0.993427 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,2),(2,34),-1.7089 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),0.110177 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.093673 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),0.0235411 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.129157 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.0102376 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),0.23093 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),0.0845689 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),0.300863 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-0.756592 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,9),-0.401009 # DEPENDENCYPART_GRANDPAR
(8,4),(4,10),-0.431325 # DEPENDENCYPART_GRANDPAR
(8,4),(4,11),-0.202254 # DEPENDENCYPART_GRANDPAR
(8,4),(4,12),-0.0752339 # DEPENDENCYPART_GRANDPAR
(8,4),(4,13),-0.313541 # DEPENDENCYPART_GRANDPAR
(8,4),(4,14),-0.402739 # DEPENDENCYPART_GRANDPAR
(8,4),(4,15),0.00773564 # DEPENDENCYPART_GRANDPAR
(8,4),(4,16),-0.376385 # DEPENDENCYPART_GRANDPAR
(8,4),(4,17),-0.461815 # DEPENDENCYPART_GRANDPAR
(8,4),(4,18),-0.258504 # DEPENDENCYPART_GRANDPAR
(8,4),(4,20),-0.309243 # DEPENDENCYPART_GRANDPAR
(8,4),(4,21),-0.425438 # DEPENDENCYPART_GRANDPAR
(8,4),(4,23),-0.153855 # DEPENDENCYPART_GRANDPAR
(8,4),(4,24),-0.277029 # DEPENDENCYPART_GRANDPAR
(8,4),(4,29),0.0349798 # DEPENDENCYPART_GRANDPAR
