# _root_ Amikor Freit megválasztottuk , sokkal erőteljesebben felléphetett volna a hadsereggel és Pinochettel szemben , hiszen ma a demokrácia már nincs veszélyben .
#goldHeads=3,3,7,7,6,7,15,7,10,13,13,13,7,15,0,20,18,20,20,15,20,15,
#predictedHeads=3,3,7,7,6,7,15,7,10,13,13,13,7,15,0,20,18,20,20,15,20,15,
(11,7),(7,13),-0.629539 # DEPENDENCYPART_GRANDPAR
(11,7),(7,14),-0.867018 # DEPENDENCYPART_GRANDPAR
(11,7),(7,15),-0.923753 # DEPENDENCYPART_GRANDPAR
(11,7),(7,16),-0.921652 # DEPENDENCYPART_GRANDPAR
(11,7),(7,18),-1.39633 # DEPENDENCYPART_GRANDPAR
(11,7),(7,19),-1.01191 # DEPENDENCYPART_GRANDPAR
(11,7),(7,20),-0.998546 # DEPENDENCYPART_GRANDPAR
(11,7),(7,21),-1.36063 # DEPENDENCYPART_GRANDPAR
(11,7),(7,22),-1.1033 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),-0.111432 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),0.0184847 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.0658534 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),0.336605 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.119437 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),-0.0657119 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-1.38274 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,12),-1.1609 # DEPENDENCYPART_GRANDPAR
(11,8),(8,13),-0.62955 # DEPENDENCYPART_GRANDPAR
(11,8),(8,14),-0.867019 # DEPENDENCYPART_GRANDPAR
(11,8),(8,15),-0.925535 # DEPENDENCYPART_GRANDPAR
(11,8),(8,18),-1.41557 # DEPENDENCYPART_GRANDPAR
(11,8),(8,20),-0.998694 # DEPENDENCYPART_GRANDPAR
(11,8),(8,22),-1.1033 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.0214531 # DEPENDENCYPART_GRANDPAR
(11,12),(12,5),-0.595683 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-0.514869 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.751011 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.569918 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,14),-0.0816992 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),-0.131068 # DEPENDENCYPART_GRANDPAR
(11,12),(12,18),-0.296464 # DEPENDENCYPART_GRANDPAR
(11,13),(13,2),-1.03796 # DEPENDENCYPART_GRANDPAR
(11,13),(13,4),-0.395687 # DEPENDENCYPART_GRANDPAR
(11,13),(13,5),-0.574783 # DEPENDENCYPART_GRANDPAR
(11,13),(13,6),-0.128169 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-0.448298 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.659147 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.588719 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),-0.0620695 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),-0.0800883 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.174352 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.174173 # DEPENDENCYPART_GRANDPAR
(11,13),(13,18),-0.383352 # DEPENDENCYPART_GRANDPAR
(11,13),(13,19),-0.279427 # DEPENDENCYPART_GRANDPAR
(11,13),(13,20),-0.107656 # DEPENDENCYPART_GRANDPAR
(11,13),(13,21),-0.349161 # DEPENDENCYPART_GRANDPAR
(11,15),(15,2),-1.10955 # DEPENDENCYPART_GRANDPAR
(11,15),(15,3),-0.839311 # DEPENDENCYPART_GRANDPAR
(11,15),(15,4),-0.453773 # DEPENDENCYPART_GRANDPAR
(11,15),(15,5),-0.630807 # DEPENDENCYPART_GRANDPAR
(11,15),(15,6),-0.18669 # DEPENDENCYPART_GRANDPAR
(11,15),(15,7),-0.847316 # DEPENDENCYPART_GRANDPAR
(11,15),(15,8),-0.674429 # DEPENDENCYPART_GRANDPAR
(11,15),(15,10),-0.730737 # DEPENDENCYPART_GRANDPAR
(11,15),(15,11),-0.647174 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,15),(15,12),-0.0914905 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),0.083739 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),-0.0397329 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.143913 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),-0.319076 # DEPENDENCYPART_GRANDPAR
(11,15),(15,19),-0.238037 # DEPENDENCYPART_GRANDPAR
(11,15),(15,20),-0.135283 # DEPENDENCYPART_GRANDPAR
(11,15),(15,21),-0.284884 # DEPENDENCYPART_GRANDPAR
(11,15),(15,22),-0.36717 # DEPENDENCYPART_GRANDPAR
(11,16),(16,3),-0.740414 # DEPENDENCYPART_GRANDPAR
(11,16),(16,7),-0.748419 # DEPENDENCYPART_GRANDPAR
(11,16),(16,10),-0.644214 # DEPENDENCYPART_GRANDPAR
(11,16),(16,11),-0.488117 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,16),(16,12),-0.00489191 # DEPENDENCYPART_GRANDPAR
(11,16),(16,13),0.186756 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),-0.0245715 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),0.000257865 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),-0.215559 # DEPENDENCYPART_GRANDPAR
(11,16),(16,19),-0.216202 # DEPENDENCYPART_GRANDPAR
(11,16),(16,21),-0.181367 # DEPENDENCYPART_GRANDPAR
(11,16),(16,22),-0.445264 # DEPENDENCYPART_GRANDPAR
(11,18),(18,9),-0.514869 # DEPENDENCYPART_GRANDPAR
(11,18),(18,16),-0.231739 # DEPENDENCYPART_GRANDPAR
(11,18),(18,17),-0.344893 # DEPENDENCYPART_GRANDPAR
(11,18),(18,19),-0.264003 # DEPENDENCYPART_GRANDPAR
(11,18),(18,21),-0.263761 # DEPENDENCYPART_GRANDPAR
(11,19),(19,3),-0.741899 # DEPENDENCYPART_GRANDPAR
(11,19),(19,11),-0.492495 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,19),(19,12),-0.0126726 # DEPENDENCYPART_GRANDPAR
(11,19),(19,13),0.188345 # DEPENDENCYPART_GRANDPAR
(11,19),(19,15),-0.00507716 # DEPENDENCYPART_GRANDPAR
(11,19),(19,16),-0.113281 # DEPENDENCYPART_GRANDPAR
(11,19),(19,18),-0.269036 # DEPENDENCYPART_GRANDPAR
(11,19),(19,21),-0.189955 # DEPENDENCYPART_GRANDPAR
(11,20),(20,1),-1.30418 # DEPENDENCYPART_GRANDPAR
(11,20),(20,2),-1.49626 # DEPENDENCYPART_GRANDPAR
(11,20),(20,3),-1.11796 # DEPENDENCYPART_GRANDPAR
(11,20),(20,4),-0.776536 # DEPENDENCYPART_GRANDPAR
(11,20),(20,5),-0.91115 # DEPENDENCYPART_GRANDPAR
(11,20),(20,6),-0.449301 # DEPENDENCYPART_GRANDPAR
(11,20),(20,7),-1.12596 # DEPENDENCYPART_GRANDPAR
(11,20),(20,9),-0.769586 # DEPENDENCYPART_GRANDPAR
(11,20),(20,10),-1.11818 # DEPENDENCYPART_GRANDPAR
(11,20),(20,11),-0.573989 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,20),(20,12),-0.0578661 # DEPENDENCYPART_GRANDPAR
(11,20),(20,13),0.108034 # DEPENDENCYPART_GRANDPAR
(11,20),(20,14),-0.0726591 # DEPENDENCYPART_GRANDPAR
(11,20),(20,15),-0.0810225 # DEPENDENCYPART_GRANDPAR
(11,20),(20,16),-0.272002 # DEPENDENCYPART_GRANDPAR
(11,20),(20,17),-0.404464 # DEPENDENCYPART_GRANDPAR
(11,20),(20,18),-0.313678 # DEPENDENCYPART_GRANDPAR
(11,20),(20,19),-0.296944 # DEPENDENCYPART_GRANDPAR
(11,20),(20,21),-0.194191 # DEPENDENCYPART_GRANDPAR
(11,20),(20,22),-0.391276 # DEPENDENCYPART_GRANDPAR
(11,21),(21,13),0.116993 # DEPENDENCYPART_GRANDPAR
(11,21),(21,16),-0.231734 # DEPENDENCYPART_GRANDPAR
(11,21),(21,17),-0.344878 # DEPENDENCYPART_GRANDPAR
(11,21),(21,18),-0.239969 # DEPENDENCYPART_GRANDPAR
(11,21),(21,19),-0.313188 # DEPENDENCYPART_GRANDPAR
(12,5),(5,1),-0.731256 # DEPENDENCYPART_GRANDPAR
(12,5),(5,2),-0.638107 # DEPENDENCYPART_GRANDPAR
(12,5),(5,3),-0.0398257 # DEPENDENCYPART_GRANDPAR
(12,5),(5,4),-0.347096 # DEPENDENCYPART_GRANDPAR
(12,5),(5,6),-0.303947 # DEPENDENCYPART_GRANDPAR
(12,5),(5,7),0.127324 # DEPENDENCYPART_GRANDPAR
(12,5),(5,10),-0.204511 # DEPENDENCYPART_GRANDPAR
(12,5),(5,12),-0.971407 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,5),(5,13),-0.433887 # DEPENDENCYPART_GRANDPAR
(12,5),(5,14),-0.627935 # DEPENDENCYPART_GRANDPAR
(12,5),(5,15),-0.45769 # DEPENDENCYPART_GRANDPAR
(12,5),(5,20),-0.625422 # DEPENDENCYPART_GRANDPAR
(12,5),(5,21),-0.716493 # DEPENDENCYPART_GRANDPAR
(12,5),(5,22),-0.855474 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.491035 # DEPENDENCYPART_GRANDPAR
(12,11),(11,3),-0.0803159 # DEPENDENCYPART_GRANDPAR
(12,11),(11,4),-0.468235 # DEPENDENCYPART_GRANDPAR
(12,11),(11,5),-0.589987 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),-0.490495 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),-0.0557182 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-0.108375 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.730801 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.245542 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-1.03857 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.453561 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-0.644792 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),-0.477497 # DEPENDENCYPART_GRANDPAR
(12,11),(11,16),-0.604896 # DEPENDENCYPART_GRANDPAR
(12,11),(11,18),-0.577492 # DEPENDENCYPART_GRANDPAR
(12,11),(11,19),-0.636965 # DEPENDENCYPART_GRANDPAR
(12,11),(11,20),-0.697567 # DEPENDENCYPART_GRANDPAR
(12,11),(11,21),-0.783652 # DEPENDENCYPART_GRANDPAR
(12,11),(11,22),-0.869673 # DEPENDENCYPART_GRANDPAR
(12,16),(16,3),-0.312548 # DEPENDENCYPART_GRANDPAR
(12,16),(16,7),-0.28795 # DEPENDENCYPART_GRANDPAR
(12,16),(16,10),-0.569265 # DEPENDENCYPART_GRANDPAR
(12,16),(16,11),-0.52973 # DEPENDENCYPART_GRANDPAR
(12,16),(16,12),-0.607943 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,16),(16,13),-0.0678601 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),-0.289483 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),-0.0854986 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),-0.210339 # DEPENDENCYPART_GRANDPAR
(12,16),(16,19),-0.401183 # DEPENDENCYPART_GRANDPAR
(12,16),(16,21),-0.415724 # DEPENDENCYPART_GRANDPAR
(12,16),(16,22),-0.586182 # DEPENDENCYPART_GRANDPAR
(12,18),(18,9),-1.07568 # DEPENDENCYPART_GRANDPAR
(12,18),(18,16),-0.261796 # DEPENDENCYPART_GRANDPAR
(12,18),(18,17),-0.325237 # DEPENDENCYPART_GRANDPAR
(12,18),(18,19),-0.303748 # DEPENDENCYPART_GRANDPAR
(12,18),(18,21),-0.366631 # DEPENDENCYPART_GRANDPAR
(13,2),(2,6),-0.314964 # DEPENDENCYPART_GRANDPAR
(13,2),(2,7),-0.194377 # DEPENDENCYPART_GRANDPAR
(13,5),(5,1),-0.290586 # DEPENDENCYPART_GRANDPAR
(13,5),(5,2),-0.375894 # DEPENDENCYPART_GRANDPAR
(13,5),(5,3),-0.179745 # DEPENDENCYPART_GRANDPAR
(13,5),(5,4),-0.307057 # DEPENDENCYPART_GRANDPAR
(13,5),(5,6),-0.202999 # DEPENDENCYPART_GRANDPAR
(13,5),(5,7),-0.0528833 # DEPENDENCYPART_GRANDPAR
(13,5),(5,10),0.000199177 # DEPENDENCYPART_GRANDPAR
(13,5),(5,12),0.263989 # DEPENDENCYPART_GRANDPAR
(13,5),(5,13),-0.700278 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,5),(5,14),-0.321043 # DEPENDENCYPART_GRANDPAR
(13,5),(5,15),-0.269668 # DEPENDENCYPART_GRANDPAR
(13,5),(5,20),-0.143087 # DEPENDENCYPART_GRANDPAR
(13,5),(5,21),-0.361344 # DEPENDENCYPART_GRANDPAR
(13,5),(5,22),-0.522129 # DEPENDENCYPART_GRANDPAR
(13,6),(6,1),-0.23028 # DEPENDENCYPART_GRANDPAR
(13,6),(6,2),-0.363639 # DEPENDENCYPART_GRANDPAR
(13,6),(6,3),-0.146418 # DEPENDENCYPART_GRANDPAR
(13,6),(6,4),-0.265074 # DEPENDENCYPART_GRANDPAR
(13,6),(6,5),-0.0781238 # DEPENDENCYPART_GRANDPAR
(13,6),(6,10),-0.0341212 # DEPENDENCYPART_GRANDPAR
(13,6),(6,20),-0.135611 # DEPENDENCYPART_GRANDPAR
(13,6),(6,22),-0.523843 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.0701039 # DEPENDENCYPART_GRANDPAR
(13,11),(11,3),-0.257445 # DEPENDENCYPART_GRANDPAR
(13,11),(11,4),-0.452209 # DEPENDENCYPART_GRANDPAR
(13,11),(11,5),-0.239621 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),-0.346604 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),-0.240767 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),-0.218285 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-0.175134 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.132619 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),0.237275 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-0.707016 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.325119 # DEPENDENCYPART_GRANDPAR
(13,11),(11,15),-0.276423 # DEPENDENCYPART_GRANDPAR
(13,11),(11,16),-0.290257 # DEPENDENCYPART_GRANDPAR
(13,11),(11,18),-0.427192 # DEPENDENCYPART_GRANDPAR
(13,11),(11,19),-0.359445 # DEPENDENCYPART_GRANDPAR
(13,11),(11,20),-0.194011 # DEPENDENCYPART_GRANDPAR
(13,11),(11,21),-0.413635 # DEPENDENCYPART_GRANDPAR
(13,11),(11,22),-0.522953 # DEPENDENCYPART_GRANDPAR
(13,12),(12,5),-0.124649 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),-0.0701157 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.040393 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),0.0706795 # DEPENDENCYPART_GRANDPAR
(13,12),(12,14),-0.337601 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),-0.286419 # DEPENDENCYPART_GRANDPAR
(13,12),(12,18),-0.47028 # DEPENDENCYPART_GRANDPAR
(13,15),(15,2),-0.768451 # DEPENDENCYPART_GRANDPAR
(13,15),(15,3),-0.560305 # DEPENDENCYPART_GRANDPAR
(13,15),(15,4),-0.614335 # DEPENDENCYPART_GRANDPAR
(13,15),(15,5),-0.498715 # DEPENDENCYPART_GRANDPAR
(13,15),(15,6),-0.618192 # DEPENDENCYPART_GRANDPAR
(13,15),(15,7),-0.543627 # DEPENDENCYPART_GRANDPAR
(13,15),(15,8),-0.514443 # DEPENDENCYPART_GRANDPAR
(13,15),(15,10),-0.461988 # DEPENDENCYPART_GRANDPAR
(13,15),(15,11),-0.322557 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-0.198189 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-0.391726 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),0.104016 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),-0.0100535 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),-0.0945614 # DEPENDENCYPART_GRANDPAR
(13,15),(15,19),-0.0830659 # DEPENDENCYPART_GRANDPAR
(13,15),(15,20),0.104406 # DEPENDENCYPART_GRANDPAR
(13,15),(15,21),-0.0810048 # DEPENDENCYPART_GRANDPAR
(13,15),(15,22),-0.11141 # DEPENDENCYPART_GRANDPAR
(13,16),(16,3),-0.51789 # DEPENDENCYPART_GRANDPAR
(13,16),(16,7),-0.501212 # DEPENDENCYPART_GRANDPAR
(13,16),(16,10),-0.414501 # DEPENDENCYPART_GRANDPAR
(13,16),(16,11),-0.316028 # DEPENDENCYPART_GRANDPAR
(13,16),(16,12),-0.150701 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-0.282618 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,14),0.124427 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),0.181958 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),-0.0344818 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),-0.0604906 # DEPENDENCYPART_GRANDPAR
(13,16),(16,21),-0.0209251 # DEPENDENCYPART_GRANDPAR
(13,16),(16,22),-0.225434 # DEPENDENCYPART_GRANDPAR
(13,18),(18,9),-0.537833 # DEPENDENCYPART_GRANDPAR
(13,18),(18,16),-0.0347127 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),-0.184853 # DEPENDENCYPART_GRANDPAR
(13,18),(18,19),-0.0388928 # DEPENDENCYPART_GRANDPAR
(13,18),(18,21),0.0121715 # DEPENDENCYPART_GRANDPAR
(13,19),(19,3),-0.518935 # DEPENDENCYPART_GRANDPAR
(13,19),(19,11),-0.316056 # DEPENDENCYPART_GRANDPAR
(13,19),(19,12),-0.151793 # DEPENDENCYPART_GRANDPAR
(13,19),(19,13),-0.275375 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,19),(19,15),0.179985 # DEPENDENCYPART_GRANDPAR
(13,19),(19,16),0.132098 # DEPENDENCYPART_GRANDPAR
(13,19),(19,18),0.0411027 # DEPENDENCYPART_GRANDPAR
(13,19),(19,21),-0.0201884 # DEPENDENCYPART_GRANDPAR
(13,20),(20,1),-0.614384 # DEPENDENCYPART_GRANDPAR
(13,20),(20,2),-0.780395 # DEPENDENCYPART_GRANDPAR
(13,20),(20,3),-0.561999 # DEPENDENCYPART_GRANDPAR
(13,20),(20,4),-0.655184 # DEPENDENCYPART_GRANDPAR
(13,20),(20,5),-0.486283 # DEPENDENCYPART_GRANDPAR
(13,20),(20,6),-0.609863 # DEPENDENCYPART_GRANDPAR
(13,20),(20,7),-0.545322 # DEPENDENCYPART_GRANDPAR
(13,20),(20,9),-0.502755 # DEPENDENCYPART_GRANDPAR
(13,20),(20,10),-0.474655 # DEPENDENCYPART_GRANDPAR
(13,20),(20,11),-0.338362 # DEPENDENCYPART_GRANDPAR
(13,20),(20,12),-0.210174 # DEPENDENCYPART_GRANDPAR
(13,20),(20,13),-0.368411 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,20),(20,14),-0.0360183 # DEPENDENCYPART_GRANDPAR
(13,20),(20,15),0.0855809 # DEPENDENCYPART_GRANDPAR
(13,20),(20,16),0.00144665 # DEPENDENCYPART_GRANDPAR
(13,20),(20,17),-0.155016 # DEPENDENCYPART_GRANDPAR
(13,20),(20,18),-0.0775089 # DEPENDENCYPART_GRANDPAR
(13,20),(20,19),-0.0264683 # DEPENDENCYPART_GRANDPAR
(13,20),(20,21),0.0191718 # DEPENDENCYPART_GRANDPAR
(13,20),(20,22),-0.151449 # DEPENDENCYPART_GRANDPAR
(13,21),(21,13),-0.425161 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,21),(21,16),-0.0347127 # DEPENDENCYPART_GRANDPAR
(13,21),(21,17),-0.184846 # DEPENDENCYPART_GRANDPAR
(13,21),(21,18),-0.0755992 # DEPENDENCYPART_GRANDPAR
(13,21),(21,19),-0.106565 # DEPENDENCYPART_GRANDPAR
(15,2),(2,6),0.499055 # DEPENDENCYPART_GRANDPAR
(15,2),(2,7),0.0721572 # DEPENDENCYPART_GRANDPAR
(15,3),(3,1),-0.140748 # DEPENDENCYPART_GRANDPAR
(15,3),(3,2),-0.218177 # DEPENDENCYPART_GRANDPAR
(15,3),(3,4),0.188153 # DEPENDENCYPART_GRANDPAR
(15,3),(3,5),-0.0739787 # DEPENDENCYPART_GRANDPAR
(15,3),(3,6),0.537452 # DEPENDENCYPART_GRANDPAR
(15,3),(3,7),0.0608336 # DEPENDENCYPART_GRANDPAR
(15,3),(3,8),0.297187 # DEPENDENCYPART_GRANDPAR
(15,3),(3,9),-0.149566 # DEPENDENCYPART_GRANDPAR
(15,3),(3,11),0.30086 # DEPENDENCYPART_GRANDPAR
(15,3),(3,12),0.0794142 # DEPENDENCYPART_GRANDPAR
(15,3),(3,13),0.398407 # DEPENDENCYPART_GRANDPAR
(15,3),(3,14),0.00247538 # DEPENDENCYPART_GRANDPAR
(15,3),(3,15),-1.00871 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,3),(3,16),-0.361783 # DEPENDENCYPART_GRANDPAR
(15,3),(3,19),-0.527892 # DEPENDENCYPART_GRANDPAR
(15,3),(3,20),-0.588887 # DEPENDENCYPART_GRANDPAR
(15,3),(3,22),-0.93463 # DEPENDENCYPART_GRANDPAR
(15,5),(5,1),-0.118163 # DEPENDENCYPART_GRANDPAR
(15,5),(5,2),-0.134544 # DEPENDENCYPART_GRANDPAR
(15,5),(5,3),0.159312 # DEPENDENCYPART_GRANDPAR
(15,5),(5,4),0.284606 # DEPENDENCYPART_GRANDPAR
(15,5),(5,6),0.563677 # DEPENDENCYPART_GRANDPAR
(15,5),(5,7),0.149805 # DEPENDENCYPART_GRANDPAR
(15,5),(5,10),0.199875 # DEPENDENCYPART_GRANDPAR
(15,5),(5,12),0.141391 # DEPENDENCYPART_GRANDPAR
(15,5),(5,13),0.437337 # DEPENDENCYPART_GRANDPAR
(15,5),(5,14),0.0405319 # DEPENDENCYPART_GRANDPAR
(15,5),(5,15),-0.649657 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,5),(5,20),-0.250356 # DEPENDENCYPART_GRANDPAR
(15,5),(5,21),-0.3242 # DEPENDENCYPART_GRANDPAR
(15,5),(5,22),-0.666901 # DEPENDENCYPART_GRANDPAR
(15,6),(6,1),-0.114401 # DEPENDENCYPART_GRANDPAR
(15,6),(6,2),-0.188425 # DEPENDENCYPART_GRANDPAR
(15,6),(6,3),0.137519 # DEPENDENCYPART_GRANDPAR
(15,6),(6,4),0.244011 # DEPENDENCYPART_GRANDPAR
(15,6),(6,5),0.114423 # DEPENDENCYPART_GRANDPAR
(15,6),(6,10),0.247104 # DEPENDENCYPART_GRANDPAR
(15,6),(6,20),-0.245762 # DEPENDENCYPART_GRANDPAR
(15,6),(6,22),-0.668611 # DEPENDENCYPART_GRANDPAR
(15,7),(7,1),-0.140748 # DEPENDENCYPART_GRANDPAR
(15,7),(7,2),-0.218177 # DEPENDENCYPART_GRANDPAR
(15,7),(7,3),0.126496 # DEPENDENCYPART_GRANDPAR
(15,7),(7,4),0.188718 # DEPENDENCYPART_GRANDPAR
(15,7),(7,5),-0.00372092 # DEPENDENCYPART_GRANDPAR
(15,7),(7,6),0.53084 # DEPENDENCYPART_GRANDPAR
(15,7),(7,8),0.297187 # DEPENDENCYPART_GRANDPAR
(15,7),(7,9),-0.149566 # DEPENDENCYPART_GRANDPAR
(15,7),(7,10),0.138233 # DEPENDENCYPART_GRANDPAR
(15,7),(7,11),0.30086 # DEPENDENCYPART_GRANDPAR
(15,7),(7,12),0.0794142 # DEPENDENCYPART_GRANDPAR
(15,7),(7,13),0.398407 # DEPENDENCYPART_GRANDPAR
(15,7),(7,14),0.00247538 # DEPENDENCYPART_GRANDPAR
(15,7),(7,15),-1.00871 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,7),(7,16),-0.361783 # DEPENDENCYPART_GRANDPAR
(15,7),(7,18),-0.776766 # DEPENDENCYPART_GRANDPAR
(15,7),(7,19),-0.527892 # DEPENDENCYPART_GRANDPAR
(15,7),(7,20),-0.588887 # DEPENDENCYPART_GRANDPAR
(15,7),(7,21),-0.743883 # DEPENDENCYPART_GRANDPAR
(15,7),(7,22),-0.93463 # DEPENDENCYPART_GRANDPAR
(15,8),(8,3),0.0959267 # DEPENDENCYPART_GRANDPAR
(15,8),(8,4),0.177839 # DEPENDENCYPART_GRANDPAR
(15,8),(8,5),-0.0265227 # DEPENDENCYPART_GRANDPAR
(15,8),(8,6),0.517593 # DEPENDENCYPART_GRANDPAR
(15,8),(8,7),0.0340722 # DEPENDENCYPART_GRANDPAR
(15,8),(8,10),0.121885 # DEPENDENCYPART_GRANDPAR
(15,8),(8,11),0.28886 # DEPENDENCYPART_GRANDPAR
(15,8),(8,12),0.0630659 # DEPENDENCYPART_GRANDPAR
(15,8),(8,13),0.390032 # DEPENDENCYPART_GRANDPAR
(15,8),(8,14),-0.00345104 # DEPENDENCYPART_GRANDPAR
(15,8),(8,15),-1.01049 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,8),(8,18),-0.796006 # DEPENDENCYPART_GRANDPAR
(15,8),(8,20),-0.589034 # DEPENDENCYPART_GRANDPAR
(15,8),(8,22),-0.934632 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),-0.0248299 # DEPENDENCYPART_GRANDPAR
(15,11),(11,3),0.196602 # DEPENDENCYPART_GRANDPAR
(15,11),(11,4),0.249511 # DEPENDENCYPART_GRANDPAR
(15,11),(11,5),0.0892727 # DEPENDENCYPART_GRANDPAR
(15,11),(11,6),0.569604 # DEPENDENCYPART_GRANDPAR
(15,11),(11,7),0.134747 # DEPENDENCYPART_GRANDPAR
(15,11),(11,8),0.359589 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),-0.000162455 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),0.254155 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),0.187211 # DEPENDENCYPART_GRANDPAR
(15,11),(11,13),0.41578 # DEPENDENCYPART_GRANDPAR
(15,11),(11,14),0.124595 # DEPENDENCYPART_GRANDPAR
(15,11),(11,15),-0.695941 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,11),(11,16),-0.129733 # DEPENDENCYPART_GRANDPAR
(15,11),(11,18),-0.445306 # DEPENDENCYPART_GRANDPAR
(15,11),(11,19),-0.306381 # DEPENDENCYPART_GRANDPAR
(15,11),(11,20),-0.352263 # DEPENDENCYPART_GRANDPAR
(15,11),(11,21),-0.412423 # DEPENDENCYPART_GRANDPAR
(15,11),(11,22),-0.701534 # DEPENDENCYPART_GRANDPAR
