# _root_ A kávéházak és a passzázsokból kialakított bevásárlóudvarok zsúfolásig tömve vannak , mintha csak azt szeretnék bizonyítani , hogy itt Argentínához és Uruguayhoz hasonlóan igen is erős középosztály van .
#goldHeads=2,9,9,5,6,7,9,9,10,0,10,10,16,16,10,15,15,15,28,23,23,23,28,25,28,27,28,14,10,
#predictedHeads=2,10,10,5,6,7,10,10,10,0,10,10,16,16,10,15,15,15,28,28,28,23,28,25,26,27,28,14,10,
(10,23),(23,21),0.116652 # DEPENDENCYPART_GRANDPAR
(10,23),(23,22),-0.581667 # DEPENDENCYPART_GRANDPAR
(10,23),(23,26),-0.417367 # DEPENDENCYPART_GRANDPAR
(10,23),(23,27),-0.479659 # DEPENDENCYPART_GRANDPAR
(10,24),(24,23),-0.513794 # DEPENDENCYPART_GRANDPAR
(10,24),(24,27),-0.400918 # DEPENDENCYPART_GRANDPAR
(10,24),(24,28),-0.229731 # DEPENDENCYPART_GRANDPAR
(10,25),(25,23),-0.51637 # DEPENDENCYPART_GRANDPAR
(10,25),(25,24),-0.0543441 # DEPENDENCYPART_GRANDPAR
(10,25),(25,27),-0.449787 # DEPENDENCYPART_GRANDPAR
(10,26),(26,19),-0.107787 # DEPENDENCYPART_GRANDPAR
(10,26),(26,20),-0.260019 # DEPENDENCYPART_GRANDPAR
(10,26),(26,21),0.116699 # DEPENDENCYPART_GRANDPAR
(10,26),(26,22),-0.582998 # DEPENDENCYPART_GRANDPAR
(10,26),(26,23),-0.564602 # DEPENDENCYPART_GRANDPAR
(10,26),(26,25),0.167489 # DEPENDENCYPART_GRANDPAR
(10,28),(28,2),-0.0921735 # DEPENDENCYPART_GRANDPAR
(10,28),(28,3),-0.188191 # DEPENDENCYPART_GRANDPAR
(10,28),(28,5),0.0673047 # DEPENDENCYPART_GRANDPAR
(10,28),(28,7),0.0332686 # DEPENDENCYPART_GRANDPAR
(10,28),(28,8),0.374273 # DEPENDENCYPART_GRANDPAR
(10,28),(28,9),0.114492 # DEPENDENCYPART_GRANDPAR
(10,28),(28,10),-0.756807 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,28),(28,11),-0.123626 # DEPENDENCYPART_GRANDPAR
(10,28),(28,12),0.115872 # DEPENDENCYPART_GRANDPAR
(10,28),(28,13),0.123423 # DEPENDENCYPART_GRANDPAR
(10,28),(28,14),0.18553 # DEPENDENCYPART_GRANDPAR
(10,28),(28,15),-0.0792868 # DEPENDENCYPART_GRANDPAR
(10,28),(28,16),0.0818612 # DEPENDENCYPART_GRANDPAR
(10,28),(28,17),0.00557963 # DEPENDENCYPART_GRANDPAR
(10,28),(28,18),0.0470794 # DEPENDENCYPART_GRANDPAR
(10,28),(28,19),-0.136753 # DEPENDENCYPART_GRANDPAR
(10,28),(28,20),-0.213153 # DEPENDENCYPART_GRANDPAR
(10,28),(28,21),0.063696 # DEPENDENCYPART_GRANDPAR
(10,28),(28,22),-0.536132 # DEPENDENCYPART_GRANDPAR
(10,28),(28,23),-0.555803 # DEPENDENCYPART_GRANDPAR
(10,28),(28,24),-0.10865 # DEPENDENCYPART_GRANDPAR
(10,28),(28,25),0.248243 # DEPENDENCYPART_GRANDPAR
(10,28),(28,26),-0.425848 # DEPENDENCYPART_GRANDPAR
(10,28),(28,27),-0.421908 # DEPENDENCYPART_GRANDPAR
(10,28),(28,29),-0.818887 # DEPENDENCYPART_GRANDPAR
(12,3),(3,1),-0.470712 # DEPENDENCYPART_GRANDPAR
(12,3),(3,2),-0.172322 # DEPENDENCYPART_GRANDPAR
(12,3),(3,4),-0.433307 # DEPENDENCYPART_GRANDPAR
(12,3),(3,5),-0.244456 # DEPENDENCYPART_GRANDPAR
(12,3),(3,6),-0.142321 # DEPENDENCYPART_GRANDPAR
(12,3),(3,7),-0.0630508 # DEPENDENCYPART_GRANDPAR
(12,3),(3,8),-0.13548 # DEPENDENCYPART_GRANDPAR
(12,3),(3,10),-0.241931 # DEPENDENCYPART_GRANDPAR
(12,3),(3,11),-0.277805 # DEPENDENCYPART_GRANDPAR
(12,3),(3,13),-0.332894 # DEPENDENCYPART_GRANDPAR
(12,3),(3,14),-0.40954 # DEPENDENCYPART_GRANDPAR
(12,3),(3,15),-0.436881 # DEPENDENCYPART_GRANDPAR
(12,3),(3,16),-0.526853 # DEPENDENCYPART_GRANDPAR
(12,3),(3,17),-0.388122 # DEPENDENCYPART_GRANDPAR
(12,3),(3,28),-0.887472 # DEPENDENCYPART_GRANDPAR
(12,3),(3,29),-0.993367 # DEPENDENCYPART_GRANDPAR
(12,5),(5,1),-0.445261 # DEPENDENCYPART_GRANDPAR
(12,5),(5,2),-0.157273 # DEPENDENCYPART_GRANDPAR
(12,5),(5,4),-0.42159 # DEPENDENCYPART_GRANDPAR
(12,6),(6,1),-0.363878 # DEPENDENCYPART_GRANDPAR
(12,6),(6,2),-0.155446 # DEPENDENCYPART_GRANDPAR
(12,6),(6,3),-0.161971 # DEPENDENCYPART_GRANDPAR
(12,6),(6,4),-0.340207 # DEPENDENCYPART_GRANDPAR
(12,6),(6,5),-0.28197 # DEPENDENCYPART_GRANDPAR
(12,7),(7,1),-0.445261 # DEPENDENCYPART_GRANDPAR
(12,7),(7,2),-0.157273 # DEPENDENCYPART_GRANDPAR
(12,7),(7,3),-0.1714 # DEPENDENCYPART_GRANDPAR
(12,7),(7,4),-0.42159 # DEPENDENCYPART_GRANDPAR
(12,7),(7,5),-0.283797 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),-0.170191 # DEPENDENCYPART_GRANDPAR
(12,7),(7,8),-0.146073 # DEPENDENCYPART_GRANDPAR
(12,8),(8,1),-0.445261 # DEPENDENCYPART_GRANDPAR
(12,8),(8,2),-0.157273 # DEPENDENCYPART_GRANDPAR
(12,8),(8,3),-0.1714 # DEPENDENCYPART_GRANDPAR
(12,8),(8,4),-0.42159 # DEPENDENCYPART_GRANDPAR
(12,8),(8,5),-0.283797 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),-0.170191 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),-0.102392 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),-0.136056 # DEPENDENCYPART_GRANDPAR
(12,10),(10,1),-0.390944 # DEPENDENCYPART_GRANDPAR
(12,10),(10,2),-0.114523 # DEPENDENCYPART_GRANDPAR
(12,10),(10,3),-0.176398 # DEPENDENCYPART_GRANDPAR
(12,10),(10,4),-0.367274 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),-0.241047 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-0.104513 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.0596425 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.132071 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.0357553 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),-0.438658 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-1.08864 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),-0.52063 # DEPENDENCYPART_GRANDPAR
(12,10),(10,14),-0.595965 # DEPENDENCYPART_GRANDPAR
(12,10),(10,15),-0.658927 # DEPENDENCYPART_GRANDPAR
(12,10),(10,16),-0.749511 # DEPENDENCYPART_GRANDPAR
(12,10),(10,17),-0.661365 # DEPENDENCYPART_GRANDPAR
(12,10),(10,18),-0.788126 # DEPENDENCYPART_GRANDPAR
(12,10),(10,19),-0.857948 # DEPENDENCYPART_GRANDPAR
(12,10),(10,21),-0.751477 # DEPENDENCYPART_GRANDPAR
(12,10),(10,23),-1.08415 # DEPENDENCYPART_GRANDPAR
(12,10),(10,24),-1.01286 # DEPENDENCYPART_GRANDPAR
(12,10),(10,25),-0.978049 # DEPENDENCYPART_GRANDPAR
(12,10),(10,26),-1.18187 # DEPENDENCYPART_GRANDPAR
(12,10),(10,28),-1.10246 # DEPENDENCYPART_GRANDPAR
(12,10),(10,29),-1.21214 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-0.895013 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.199213 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,2),-1.13779 # DEPENDENCYPART_GRANDPAR
(12,15),(15,3),-0.932171 # DEPENDENCYPART_GRANDPAR
(12,15),(15,5),-1.26431 # DEPENDENCYPART_GRANDPAR
(12,15),(15,6),-0.826777 # DEPENDENCYPART_GRANDPAR
(12,15),(15,7),-1.08291 # DEPENDENCYPART_GRANDPAR
(12,15),(15,8),-1.15534 # DEPENDENCYPART_GRANDPAR
(12,15),(15,9),-0.777953 # DEPENDENCYPART_GRANDPAR
(12,15),(15,10),-1.21299 # DEPENDENCYPART_GRANDPAR
(12,15),(15,11),-1.12866 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-0.295918 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,13),0.0520667 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),-0.00614615 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),0.146714 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),0.0652023 # DEPENDENCYPART_GRANDPAR
(12,15),(15,18),0.0910164 # DEPENDENCYPART_GRANDPAR
(12,15),(15,19),-0.118732 # DEPENDENCYPART_GRANDPAR
(12,15),(15,20),-0.202385 # DEPENDENCYPART_GRANDPAR
(12,15),(15,21),-0.0333306 # DEPENDENCYPART_GRANDPAR
(12,15),(15,22),-0.357029 # DEPENDENCYPART_GRANDPAR
(12,15),(15,23),-0.398043 # DEPENDENCYPART_GRANDPAR
(12,15),(15,24),-0.439085 # DEPENDENCYPART_GRANDPAR
(12,15),(15,25),-0.327592 # DEPENDENCYPART_GRANDPAR
(12,15),(15,26),-0.493321 # DEPENDENCYPART_GRANDPAR
(12,15),(15,27),-0.364388 # DEPENDENCYPART_GRANDPAR
(12,15),(15,28),-0.207172 # DEPENDENCYPART_GRANDPAR
(12,15),(15,29),-0.574161 # DEPENDENCYPART_GRANDPAR
(12,16),(16,2),-1.14063 # DEPENDENCYPART_GRANDPAR
(12,16),(16,3),-0.932174 # DEPENDENCYPART_GRANDPAR
(12,16),(16,5),-1.26716 # DEPENDENCYPART_GRANDPAR
(12,16),(16,6),-0.82678 # DEPENDENCYPART_GRANDPAR
(12,16),(16,7),-1.08575 # DEPENDENCYPART_GRANDPAR
(12,16),(16,8),-1.15818 # DEPENDENCYPART_GRANDPAR
(12,16),(16,9),-0.778431 # DEPENDENCYPART_GRANDPAR
(12,16),(16,10),-1.20633 # DEPENDENCYPART_GRANDPAR
(12,16),(16,11),-1.12893 # DEPENDENCYPART_GRANDPAR
(12,16),(16,12),-0.312968 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,16),(16,13),0.0574556 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),-0.00148983 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),0.158915 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),0.0521862 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),0.0981326 # DEPENDENCYPART_GRANDPAR
(12,16),(16,19),-0.12286 # DEPENDENCYPART_GRANDPAR
(12,16),(16,20),-0.205011 # DEPENDENCYPART_GRANDPAR
(12,16),(16,21),-0.0304967 # DEPENDENCYPART_GRANDPAR
(12,16),(16,22),-0.359655 # DEPENDENCYPART_GRANDPAR
(12,16),(16,23),-0.405303 # DEPENDENCYPART_GRANDPAR
(12,16),(16,24),-0.445524 # DEPENDENCYPART_GRANDPAR
(12,16),(16,25),-0.334706 # DEPENDENCYPART_GRANDPAR
(12,16),(16,26),-0.500581 # DEPENDENCYPART_GRANDPAR
(12,16),(16,27),-0.367014 # DEPENDENCYPART_GRANDPAR
(12,16),(16,28),-0.225568 # DEPENDENCYPART_GRANDPAR
(12,16),(16,29),-0.596251 # DEPENDENCYPART_GRANDPAR
(12,18),(18,6),-0.622076 # DEPENDENCYPART_GRANDPAR
(12,18),(18,7),-0.7808 # DEPENDENCYPART_GRANDPAR
(12,18),(18,8),-0.853229 # DEPENDENCYPART_GRANDPAR
(12,18),(18,10),-0.98699 # DEPENDENCYPART_GRANDPAR
(12,18),(18,11),-0.862087 # DEPENDENCYPART_GRANDPAR
(12,18),(18,12),-0.268298 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,18),(18,13),0.269567 # DEPENDENCYPART_GRANDPAR
(12,18),(18,14),0.162521 # DEPENDENCYPART_GRANDPAR
(12,18),(18,15),0.315683 # DEPENDENCYPART_GRANDPAR
(12,18),(18,16),0.224954 # DEPENDENCYPART_GRANDPAR
(12,18),(18,17),0.170461 # DEPENDENCYPART_GRANDPAR
(12,18),(18,26),-0.482213 # DEPENDENCYPART_GRANDPAR
(12,18),(18,28),-0.209262 # DEPENDENCYPART_GRANDPAR
(12,18),(18,29),-0.494643 # DEPENDENCYPART_GRANDPAR
(12,28),(28,2),-1.12862 # DEPENDENCYPART_GRANDPAR
(12,28),(28,3),-0.941266 # DEPENDENCYPART_GRANDPAR
(12,28),(28,5),-1.25514 # DEPENDENCYPART_GRANDPAR
(12,28),(28,7),-1.07374 # DEPENDENCYPART_GRANDPAR
(12,28),(28,8),-1.14617 # DEPENDENCYPART_GRANDPAR
(12,28),(28,9),-0.785461 # DEPENDENCYPART_GRANDPAR
(12,28),(28,10),-1.21952 # DEPENDENCYPART_GRANDPAR
(12,28),(28,11),-1.13438 # DEPENDENCYPART_GRANDPAR
(12,28),(28,12),-0.28585 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,28),(28,13),0.0571848 # DEPENDENCYPART_GRANDPAR
(12,28),(28,14),0.0233632 # DEPENDENCYPART_GRANDPAR
(12,28),(28,15),0.165355 # DEPENDENCYPART_GRANDPAR
(12,28),(28,16),0.0875446 # DEPENDENCYPART_GRANDPAR
(12,28),(28,17),0.0544578 # DEPENDENCYPART_GRANDPAR
(12,28),(28,18),0.00341536 # DEPENDENCYPART_GRANDPAR
(12,28),(28,19),-0.256782 # DEPENDENCYPART_GRANDPAR
(12,28),(28,20),-0.210238 # DEPENDENCYPART_GRANDPAR
(12,28),(28,21),-0.029567 # DEPENDENCYPART_GRANDPAR
(12,28),(28,22),-0.364882 # DEPENDENCYPART_GRANDPAR
(12,28),(28,23),-0.394759 # DEPENDENCYPART_GRANDPAR
(12,28),(28,24),-0.451657 # DEPENDENCYPART_GRANDPAR
(12,28),(28,25),-0.235546 # DEPENDENCYPART_GRANDPAR
(12,28),(28,26),-0.492645 # DEPENDENCYPART_GRANDPAR
(12,28),(28,27),-0.373134 # DEPENDENCYPART_GRANDPAR
(12,28),(28,29),-0.588686 # DEPENDENCYPART_GRANDPAR
(13,10),(10,1),-0.0753851 # DEPENDENCYPART_GRANDPAR
(13,10),(10,2),-0.122017 # DEPENDENCYPART_GRANDPAR
(13,10),(10,3),-0.248015 # DEPENDENCYPART_GRANDPAR
(13,10),(10,4),-0.124508 # DEPENDENCYPART_GRANDPAR
(13,10),(10,5),-0.184202 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),-0.331901 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),-0.143297 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.132021 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.148535 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),-0.446825 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),-0.146981 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-0.813838 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,14),-0.266447 # DEPENDENCYPART_GRANDPAR
(13,10),(10,15),-0.560624 # DEPENDENCYPART_GRANDPAR
(13,10),(10,16),-0.444709 # DEPENDENCYPART_GRANDPAR
(13,10),(10,17),-0.537215 # DEPENDENCYPART_GRANDPAR
(13,10),(10,18),-0.58917 # DEPENDENCYPART_GRANDPAR
(13,10),(10,19),-0.591805 # DEPENDENCYPART_GRANDPAR
(13,10),(10,21),-0.589171 # DEPENDENCYPART_GRANDPAR
(13,10),(10,23),-0.57551 # DEPENDENCYPART_GRANDPAR
(13,10),(10,24),-0.58015 # DEPENDENCYPART_GRANDPAR
(13,10),(10,25),-0.692736 # DEPENDENCYPART_GRANDPAR
(13,10),(10,26),-0.686905 # DEPENDENCYPART_GRANDPAR
(13,10),(10,28),-0.639047 # DEPENDENCYPART_GRANDPAR
(13,10),(10,29),-0.882085 # DEPENDENCYPART_GRANDPAR
(13,12),(12,3),-0.317213 # DEPENDENCYPART_GRANDPAR
(13,12),(12,5),-0.23521 # DEPENDENCYPART_GRANDPAR
(13,12),(12,6),-0.372546 # DEPENDENCYPART_GRANDPAR
(13,12),(12,7),-0.194305 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),-0.18303 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.257347 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.503598 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-0.849013 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,15),-0.541329 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),-0.425107 # DEPENDENCYPART_GRANDPAR
(13,12),(12,17),-0.479523 # DEPENDENCYPART_GRANDPAR
(13,12),(12,18),-0.502234 # DEPENDENCYPART_GRANDPAR
(13,12),(12,28),-0.623827 # DEPENDENCYPART_GRANDPAR
(13,12),(12,29),-0.865009 # DEPENDENCYPART_GRANDPAR
(14,9),(9,2),-0.412377 # DEPENDENCYPART_GRANDPAR
(14,9),(9,3),-0.216528 # DEPENDENCYPART_GRANDPAR
(14,9),(9,5),-0.616805 # DEPENDENCYPART_GRANDPAR
(14,9),(9,6),-0.225223 # DEPENDENCYPART_GRANDPAR
(14,9),(9,7),-0.340183 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),-0.485576 # DEPENDENCYPART_GRANDPAR
(14,9),(9,11),-0.299576 # DEPENDENCYPART_GRANDPAR
(14,9),(9,12),-0.377353 # DEPENDENCYPART_GRANDPAR
(14,9),(9,13),-0.107105 # DEPENDENCYPART_GRANDPAR
(14,9),(9,14),-0.723308 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,9),(9,15),-0.645762 # DEPENDENCYPART_GRANDPAR
(14,9),(9,16),-0.59768 # DEPENDENCYPART_GRANDPAR
(14,9),(9,29),-0.893594 # DEPENDENCYPART_GRANDPAR
(14,10),(10,1),-0.129837 # DEPENDENCYPART_GRANDPAR
(14,10),(10,2),-0.196684 # DEPENDENCYPART_GRANDPAR
(14,10),(10,3),-0.135099 # DEPENDENCYPART_GRANDPAR
(14,10),(10,4),-0.105849 # DEPENDENCYPART_GRANDPAR
(14,10),(10,5),-0.401112 # DEPENDENCYPART_GRANDPAR
(14,10),(10,6),-0.0882209 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),-0.12449 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),-0.269884 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),0.00439187 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),-0.187363 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),-0.189374 # DEPENDENCYPART_GRANDPAR
(14,10),(10,13),0.0616553 # DEPENDENCYPART_GRANDPAR
(14,10),(10,14),-0.776443 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,10),(10,15),-0.737442 # DEPENDENCYPART_GRANDPAR
(14,10),(10,16),-0.689912 # DEPENDENCYPART_GRANDPAR
(14,10),(10,17),-0.521169 # DEPENDENCYPART_GRANDPAR
(14,10),(10,18),-0.749044 # DEPENDENCYPART_GRANDPAR
(14,10),(10,19),-0.318578 # DEPENDENCYPART_GRANDPAR
(14,10),(10,21),-0.376657 # DEPENDENCYPART_GRANDPAR
(14,10),(10,23),-0.383553 # DEPENDENCYPART_GRANDPAR
(14,10),(10,24),-0.45619 # DEPENDENCYPART_GRANDPAR
(14,10),(10,25),-0.418934 # DEPENDENCYPART_GRANDPAR
(14,10),(10,26),-0.400665 # DEPENDENCYPART_GRANDPAR
(14,10),(10,28),-0.535875 # DEPENDENCYPART_GRANDPAR
(14,10),(10,29),-0.944528 # DEPENDENCYPART_GRANDPAR
(14,12),(12,3),-0.293418 # DEPENDENCYPART_GRANDPAR
(14,12),(12,5),-0.657565 # DEPENDENCYPART_GRANDPAR
(14,12),(12,6),-0.251453 # DEPENDENCYPART_GRANDPAR
(14,12),(12,7),-0.380944 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),-0.526337 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-0.486502 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.387717 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),-0.175065 # DEPENDENCYPART_GRANDPAR
(14,12),(12,15),-0.684856 # DEPENDENCYPART_GRANDPAR
(14,12),(12,16),-0.637019 # DEPENDENCYPART_GRANDPAR
(14,12),(12,17),-0.430168 # DEPENDENCYPART_GRANDPAR
(14,12),(12,18),-0.62713 # DEPENDENCYPART_GRANDPAR
(14,12),(12,28),-0.486796 # DEPENDENCYPART_GRANDPAR
(14,12),(12,29),-0.895438 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-0.390688 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.390679 # DEPENDENCYPART_GRANDPAR
(14,15),(15,2),-0.871233 # DEPENDENCYPART_GRANDPAR
(14,15),(15,3),-0.628419 # DEPENDENCYPART_GRANDPAR
(14,15),(15,5),-1.07566 # DEPENDENCYPART_GRANDPAR
(14,15),(15,6),-0.560417 # DEPENDENCYPART_GRANDPAR
(14,15),(15,7),-0.799039 # DEPENDENCYPART_GRANDPAR
(14,15),(15,8),-0.944432 # DEPENDENCYPART_GRANDPAR
(14,15),(15,9),-0.503259 # DEPENDENCYPART_GRANDPAR
(14,15),(15,10),-0.816331 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),-0.650812 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-0.810831 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.490866 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.263848 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),-0.0993185 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),-0.0537043 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),-0.194072 # DEPENDENCYPART_GRANDPAR
(14,15),(15,19),0.213897 # DEPENDENCYPART_GRANDPAR
(14,15),(15,20),0.114655 # DEPENDENCYPART_GRANDPAR
(14,15),(15,21),0.118782 # DEPENDENCYPART_GRANDPAR
(14,15),(15,22),0.126223 # DEPENDENCYPART_GRANDPAR
(14,15),(15,23),0.0854338 # DEPENDENCYPART_GRANDPAR
(14,15),(15,24),-0.0130546 # DEPENDENCYPART_GRANDPAR
(14,15),(15,25),0.0819639 # DEPENDENCYPART_GRANDPAR
(14,15),(15,26),0.0701363 # DEPENDENCYPART_GRANDPAR
(14,15),(15,27),0.221294 # DEPENDENCYPART_GRANDPAR
(14,15),(15,28),0.0540991 # DEPENDENCYPART_GRANDPAR
(14,15),(15,29),-0.443465 # DEPENDENCYPART_GRANDPAR
(14,16),(16,2),-0.874073 # DEPENDENCYPART_GRANDPAR
(14,16),(16,3),-0.628417 # DEPENDENCYPART_GRANDPAR
(14,16),(16,5),-1.0785 # DEPENDENCYPART_GRANDPAR
(14,16),(16,6),-0.560415 # DEPENDENCYPART_GRANDPAR
(14,16),(16,7),-0.801879 # DEPENDENCYPART_GRANDPAR
(14,16),(16,8),-0.947272 # DEPENDENCYPART_GRANDPAR
(14,16),(16,9),-0.503732 # DEPENDENCYPART_GRANDPAR
(14,16),(16,10),-0.809662 # DEPENDENCYPART_GRANDPAR
(14,16),(16,11),-0.65108 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),-0.810829 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-0.491339 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.26001 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),-0.126452 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),-0.054197 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),-0.182564 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),0.216409 # DEPENDENCYPART_GRANDPAR
(14,16),(16,20),0.119237 # DEPENDENCYPART_GRANDPAR
(14,16),(16,21),0.127845 # DEPENDENCYPART_GRANDPAR
(14,16),(16,22),0.130806 # DEPENDENCYPART_GRANDPAR
(14,16),(16,23),0.0854006 # DEPENDENCYPART_GRANDPAR
(14,16),(16,24),-0.0125663 # DEPENDENCYPART_GRANDPAR
(14,16),(16,25),0.0817771 # DEPENDENCYPART_GRANDPAR
(14,16),(16,26),0.0701031 # DEPENDENCYPART_GRANDPAR
(14,16),(16,27),0.225876 # DEPENDENCYPART_GRANDPAR
(14,16),(16,28),0.0427821 # DEPENDENCYPART_GRANDPAR
(14,16),(16,29),-0.458628 # DEPENDENCYPART_GRANDPAR
(14,18),(18,6),-0.530401 # DEPENDENCYPART_GRANDPAR
(14,18),(18,7),-0.742664 # DEPENDENCYPART_GRANDPAR
(14,18),(18,8),-0.888057 # DEPENDENCYPART_GRANDPAR
(14,18),(18,10),-0.773097 # DEPENDENCYPART_GRANDPAR
(14,18),(18,11),-0.56437 # DEPENDENCYPART_GRANDPAR
(14,18),(18,12),-0.710925 # DEPENDENCYPART_GRANDPAR
(14,18),(18,13),-0.497413 # DEPENDENCYPART_GRANDPAR
(14,18),(18,14),-0.531286 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,18),(18,15),-0.37247 # DEPENDENCYPART_GRANDPAR
(14,18),(18,16),-0.327945 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),-0.285235 # DEPENDENCYPART_GRANDPAR
(14,18),(18,26),-0.0986508 # DEPENDENCYPART_GRANDPAR
(14,18),(18,28),-0.21203 # DEPENDENCYPART_GRANDPAR
(14,18),(18,29),-0.56591 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),-0.295431 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),-0.0894387 # DEPENDENCYPART_GRANDPAR
(14,19),(19,22),-0.0778706 # DEPENDENCYPART_GRANDPAR
(14,19),(19,27),0.0172005 # DEPENDENCYPART_GRANDPAR
(14,20),(20,22),0.0292203 # DEPENDENCYPART_GRANDPAR
(14,21),(21,9),-0.469789 # DEPENDENCYPART_GRANDPAR
(14,21),(21,10),-0.777714 # DEPENDENCYPART_GRANDPAR
(14,21),(21,11),-0.561736 # DEPENDENCYPART_GRANDPAR
(14,21),(21,12),-0.707793 # DEPENDENCYPART_GRANDPAR
(14,21),(21,14),-0.531023 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,21),(21,15),-0.322836 # DEPENDENCYPART_GRANDPAR
(14,21),(21,16),-0.278318 # DEPENDENCYPART_GRANDPAR
(14,21),(21,17),-0.243055 # DEPENDENCYPART_GRANDPAR
(14,21),(21,18),-0.419157 # DEPENDENCYPART_GRANDPAR
(14,21),(21,19),-0.0500238 # DEPENDENCYPART_GRANDPAR
(14,21),(21,20),-0.0594188 # DEPENDENCYPART_GRANDPAR
(14,21),(21,22),-0.0976792 # DEPENDENCYPART_GRANDPAR
(14,21),(21,23),-0.0869291 # DEPENDENCYPART_GRANDPAR
(14,21),(21,24),-0.12441 # DEPENDENCYPART_GRANDPAR
(14,21),(21,25),-0.0781124 # DEPENDENCYPART_GRANDPAR
