# _root_ A marseille-i és a párizsi , a Gare_de_l'Esten működő toborzóirodákban manapság sokszor többen jelentkeznek egy-egy nap , mint ahányat egyáltalán felvehetnek .
#goldHeads=2,10,10,5,10,10,8,9,10,14,14,14,14,0,16,14,14,14,21,21,14,14,
#predictedHeads=2,10,14,10,10,10,8,9,10,14,14,13,14,0,0,14,14,14,21,21,14,14,
(14,3),(3,2),-0.413201 # DEPENDENCYPART_GRANDPAR
(14,3),(3,4),-0.286429 # DEPENDENCYPART_GRANDPAR
(14,3),(3,5),-0.373379 # DEPENDENCYPART_GRANDPAR
(14,3),(3,6),-0.320033 # DEPENDENCYPART_GRANDPAR
(14,3),(3,8),-0.29016 # DEPENDENCYPART_GRANDPAR
(14,3),(3,9),-0.286976 # DEPENDENCYPART_GRANDPAR
(14,3),(3,10),-0.113703 # DEPENDENCYPART_GRANDPAR
(14,3),(3,11),-0.0506505 # DEPENDENCYPART_GRANDPAR
(14,3),(3,12),-0.0215344 # DEPENDENCYPART_GRANDPAR
(14,3),(3,13),-0.105639 # DEPENDENCYPART_GRANDPAR
(14,3),(3,14),-1.243 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,3),(3,16),-0.324226 # DEPENDENCYPART_GRANDPAR
(14,3),(3,17),-0.358322 # DEPENDENCYPART_GRANDPAR
(14,3),(3,18),-0.504198 # DEPENDENCYPART_GRANDPAR
(14,3),(3,20),-0.307542 # DEPENDENCYPART_GRANDPAR
(14,3),(3,21),-0.532514 # DEPENDENCYPART_GRANDPAR
(14,3),(3,22),-0.921153 # DEPENDENCYPART_GRANDPAR
(14,4),(4,3),-0.0342726 # DEPENDENCYPART_GRANDPAR
(14,4),(4,5),-0.00630651 # DEPENDENCYPART_GRANDPAR
(14,5),(5,1),0.113429 # DEPENDENCYPART_GRANDPAR
(14,5),(5,2),-0.185898 # DEPENDENCYPART_GRANDPAR
(14,5),(5,3),-0.143692 # DEPENDENCYPART_GRANDPAR
(14,5),(5,4),-0.020108 # DEPENDENCYPART_GRANDPAR
(14,5),(5,6),-0.266543 # DEPENDENCYPART_GRANDPAR
(14,5),(5,8),-0.290853 # DEPENDENCYPART_GRANDPAR
(14,5),(5,10),-0.114396 # DEPENDENCYPART_GRANDPAR
(14,5),(5,12),0.00106269 # DEPENDENCYPART_GRANDPAR
(14,5),(5,13),-0.0962513 # DEPENDENCYPART_GRANDPAR
(14,5),(5,14),-1.06485 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,5),(5,21),-0.354364 # DEPENDENCYPART_GRANDPAR
(14,5),(5,22),-0.836522 # DEPENDENCYPART_GRANDPAR
(14,7),(7,9),0.080087 # DEPENDENCYPART_GRANDPAR
(14,8),(8,1),-0.0380071 # DEPENDENCYPART_GRANDPAR
(14,8),(8,4),-0.171544 # DEPENDENCYPART_GRANDPAR
(14,8),(8,7),-0.142538 # DEPENDENCYPART_GRANDPAR
(14,8),(8,18),-0.501308 # DEPENDENCYPART_GRANDPAR
(14,9),(9,2),-0.181982 # DEPENDENCYPART_GRANDPAR
(14,9),(9,3),-0.138625 # DEPENDENCYPART_GRANDPAR
(14,9),(9,4),-0.0182528 # DEPENDENCYPART_GRANDPAR
(14,9),(9,5),-0.219548 # DEPENDENCYPART_GRANDPAR
(14,9),(9,6),-0.301956 # DEPENDENCYPART_GRANDPAR
(14,9),(9,7),0.0107535 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),-0.320003 # DEPENDENCYPART_GRANDPAR
(14,9),(9,11),0.0721391 # DEPENDENCYPART_GRANDPAR
(14,9),(9,12),0.00097949 # DEPENDENCYPART_GRANDPAR
(14,9),(9,13),-0.0963345 # DEPENDENCYPART_GRANDPAR
(14,9),(9,18),-0.408572 # DEPENDENCYPART_GRANDPAR
(14,10),(10,1),-0.0380071 # DEPENDENCYPART_GRANDPAR
(14,10),(10,2),-0.0839258 # DEPENDENCYPART_GRANDPAR
(14,10),(10,3),-0.0745563 # DEPENDENCYPART_GRANDPAR
(14,10),(10,4),-0.171544 # DEPENDENCYPART_GRANDPAR
(14,10),(10,5),-0.122368 # DEPENDENCYPART_GRANDPAR
(14,10),(10,6),-0.214285 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),-0.142538 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),-0.158612 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),-0.0253498 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),0.0542808 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),0.0914521 # DEPENDENCYPART_GRANDPAR
(14,10),(10,13),-0.00657997 # DEPENDENCYPART_GRANDPAR
(14,10),(10,16),-0.310503 # DEPENDENCYPART_GRANDPAR
(14,10),(10,17),-0.36508 # DEPENDENCYPART_GRANDPAR
(14,11),(11,2),-0.190409 # DEPENDENCYPART_GRANDPAR
(14,11),(11,3),-0.0765057 # DEPENDENCYPART_GRANDPAR
(14,11),(11,5),-0.227898 # DEPENDENCYPART_GRANDPAR
(14,11),(11,6),-0.276688 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),-0.217596 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),-0.134365 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),-0.0411388 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),0.00976536 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),-0.0875589 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-0.997424 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,16),-0.0846797 # DEPENDENCYPART_GRANDPAR
(14,11),(11,17),-0.184689 # DEPENDENCYPART_GRANDPAR
(14,11),(11,18),-0.326303 # DEPENDENCYPART_GRANDPAR
(14,11),(11,20),-0.0679949 # DEPENDENCYPART_GRANDPAR
(14,11),(11,21),-0.286937 # DEPENDENCYPART_GRANDPAR
(14,11),(11,22),-0.750371 # DEPENDENCYPART_GRANDPAR
(14,12),(12,6),-0.244666 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),-0.219409 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-0.0429517 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),0.0666107 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),0.00147575 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-1.04614 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,17),-0.245984 # DEPENDENCYPART_GRANDPAR
(14,12),(12,21),-0.335657 # DEPENDENCYPART_GRANDPAR
(14,12),(12,22),-0.822535 # DEPENDENCYPART_GRANDPAR
(14,13),(13,6),-0.24352 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),-0.218594 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-0.0421368 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),0.080498 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),0.112827 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-1.04615 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,17),-0.245986 # DEPENDENCYPART_GRANDPAR
(14,13),(13,21),-0.335663 # DEPENDENCYPART_GRANDPAR
(14,13),(13,22),-0.822537 # DEPENDENCYPART_GRANDPAR
(14,16),(16,10),-0.268982 # DEPENDENCYPART_GRANDPAR
(14,16),(16,11),-0.0617083 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),-0.150037 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-0.252195 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.703741 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,17),0.0266227 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),-0.00834698 # DEPENDENCYPART_GRANDPAR
(14,16),(16,20),0.0201076 # DEPENDENCYPART_GRANDPAR
(14,16),(16,21),-0.0101767 # DEPENDENCYPART_GRANDPAR
(14,16),(16,22),-0.531392 # DEPENDENCYPART_GRANDPAR
(14,18),(18,2),-0.618661 # DEPENDENCYPART_GRANDPAR
(14,18),(18,3),-0.581289 # DEPENDENCYPART_GRANDPAR
(14,18),(18,5),-0.653618 # DEPENDENCYPART_GRANDPAR
(14,18),(18,6),-0.658433 # DEPENDENCYPART_GRANDPAR
(14,18),(18,8),-0.713405 # DEPENDENCYPART_GRANDPAR
(14,18),(18,9),-0.564605 # DEPENDENCYPART_GRANDPAR
(14,18),(18,10),-0.536948 # DEPENDENCYPART_GRANDPAR
(14,18),(18,11),-0.299004 # DEPENDENCYPART_GRANDPAR
(14,18),(18,14),-0.792512 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,18),(18,16),-0.0528576 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),-0.162615 # DEPENDENCYPART_GRANDPAR
(14,18),(18,20),-0.120229 # DEPENDENCYPART_GRANDPAR
(14,18),(18,21),-0.373654 # DEPENDENCYPART_GRANDPAR
(14,18),(18,22),-0.650821 # DEPENDENCYPART_GRANDPAR
(14,20),(20,16),0.0149862 # DEPENDENCYPART_GRANDPAR
(14,20),(20,17),0.0240414 # DEPENDENCYPART_GRANDPAR
(14,20),(20,18),-0.0642096 # DEPENDENCYPART_GRANDPAR
(14,20),(20,19),0.106273 # DEPENDENCYPART_GRANDPAR
(14,21),(21,1),-0.326064 # DEPENDENCYPART_GRANDPAR
(14,21),(21,2),-0.305067 # DEPENDENCYPART_GRANDPAR
(14,21),(21,3),-0.299169 # DEPENDENCYPART_GRANDPAR
(14,21),(21,4),-0.459601 # DEPENDENCYPART_GRANDPAR
(14,21),(21,5),-0.340023 # DEPENDENCYPART_GRANDPAR
(14,21),(21,6),-0.42694 # DEPENDENCYPART_GRANDPAR
(14,21),(21,7),-0.430595 # DEPENDENCYPART_GRANDPAR
(14,21),(21,8),-0.325798 # DEPENDENCYPART_GRANDPAR
(14,21),(21,9),-0.251019 # DEPENDENCYPART_GRANDPAR
(14,21),(21,10),-0.149341 # DEPENDENCYPART_GRANDPAR
(14,21),(21,11),0.06232 # DEPENDENCYPART_GRANDPAR
(14,21),(21,12),0.00741597 # DEPENDENCYPART_GRANDPAR
(14,21),(21,13),-0.0923946 # DEPENDENCYPART_GRANDPAR
(14,21),(21,14),-0.716402 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,21),(21,16),-0.00513252 # DEPENDENCYPART_GRANDPAR
(14,21),(21,17),-0.00783857 # DEPENDENCYPART_GRANDPAR
(14,21),(21,18),-0.0456188 # DEPENDENCYPART_GRANDPAR
(14,21),(21,19),0.0905006 # DEPENDENCYPART_GRANDPAR
(14,21),(21,20),0.0233961 # DEPENDENCYPART_GRANDPAR
(14,21),(21,22),-0.518862 # DEPENDENCYPART_GRANDPAR
(16,10),(10,1),-0.220665 # DEPENDENCYPART_GRANDPAR
(16,10),(10,2),-0.305525 # DEPENDENCYPART_GRANDPAR
(16,10),(10,3),-0.296386 # DEPENDENCYPART_GRANDPAR
(16,10),(10,4),-0.190996 # DEPENDENCYPART_GRANDPAR
(16,10),(10,5),-0.328745 # DEPENDENCYPART_GRANDPAR
(16,10),(10,6),-0.343071 # DEPENDENCYPART_GRANDPAR
(16,10),(10,7),-0.157581 # DEPENDENCYPART_GRANDPAR
(16,10),(10,8),-0.434737 # DEPENDENCYPART_GRANDPAR
(16,10),(10,9),-0.193211 # DEPENDENCYPART_GRANDPAR
(16,10),(10,11),-0.158324 # DEPENDENCYPART_GRANDPAR
(16,10),(10,12),-0.125386 # DEPENDENCYPART_GRANDPAR
(16,10),(10,13),-0.0952594 # DEPENDENCYPART_GRANDPAR
(16,10),(10,16),-0.695772 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,10),(10,17),-0.3518 # DEPENDENCYPART_GRANDPAR
(16,11),(11,2),-0.342563 # DEPENDENCYPART_GRANDPAR
(16,11),(11,3),-0.266694 # DEPENDENCYPART_GRANDPAR
(16,11),(11,5),-0.366521 # DEPENDENCYPART_GRANDPAR
(16,11),(11,6),-0.34408 # DEPENDENCYPART_GRANDPAR
(16,11),(11,8),-0.419908 # DEPENDENCYPART_GRANDPAR
(16,11),(11,9),-0.229971 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),-0.341968 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),-0.154654 # DEPENDENCYPART_GRANDPAR
(16,11),(11,13),-0.124046 # DEPENDENCYPART_GRANDPAR
(16,11),(11,14),-0.224257 # DEPENDENCYPART_GRANDPAR
(16,11),(11,16),-0.667173 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,11),(11,17),-0.339344 # DEPENDENCYPART_GRANDPAR
(16,11),(11,18),-0.244727 # DEPENDENCYPART_GRANDPAR
(16,11),(11,20),-0.174693 # DEPENDENCYPART_GRANDPAR
(16,11),(11,21),-0.327731 # DEPENDENCYPART_GRANDPAR
(16,11),(11,22),-0.544005 # DEPENDENCYPART_GRANDPAR
(16,12),(12,6),-0.323116 # DEPENDENCYPART_GRANDPAR
(16,12),(12,8),-0.425171 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),-0.347231 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),-0.217697 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),-0.0465716 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),-0.217983 # DEPENDENCYPART_GRANDPAR
(16,12),(12,17),-0.33017 # DEPENDENCYPART_GRANDPAR
(16,12),(12,21),-0.311577 # DEPENDENCYPART_GRANDPAR
(16,12),(12,22),-0.540414 # DEPENDENCYPART_GRANDPAR
(16,13),(13,6),-0.324321 # DEPENDENCYPART_GRANDPAR
(16,13),(13,8),-0.426695 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-0.348755 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.207387 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.201718 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),-0.218592 # DEPENDENCYPART_GRANDPAR
(16,13),(13,17),-0.33017 # DEPENDENCYPART_GRANDPAR
(16,13),(13,21),-0.311579 # DEPENDENCYPART_GRANDPAR
(16,13),(13,22),-0.540414 # DEPENDENCYPART_GRANDPAR
(16,14),(14,1),-0.172515 # DEPENDENCYPART_GRANDPAR
(16,14),(14,2),-0.302902 # DEPENDENCYPART_GRANDPAR
(16,14),(14,3),-0.261992 # DEPENDENCYPART_GRANDPAR
(16,14),(14,4),-0.142846 # DEPENDENCYPART_GRANDPAR
(16,14),(14,5),-0.326861 # DEPENDENCYPART_GRANDPAR
(16,14),(14,6),-0.316119 # DEPENDENCYPART_GRANDPAR
(16,14),(14,7),-0.109431 # DEPENDENCYPART_GRANDPAR
(16,14),(14,8),-0.374621 # DEPENDENCYPART_GRANDPAR
(16,14),(14,9),-0.190356 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),-0.296681 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-0.195503 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.150544 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.125763 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-0.699619 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),-0.398746 # DEPENDENCYPART_GRANDPAR
(16,14),(14,18),-0.326655 # DEPENDENCYPART_GRANDPAR
(16,14),(14,19),-0.193791 # DEPENDENCYPART_GRANDPAR
(16,14),(14,20),-0.203068 # DEPENDENCYPART_GRANDPAR
(16,14),(14,21),-0.383393 # DEPENDENCYPART_GRANDPAR
(16,14),(14,22),-0.560167 # DEPENDENCYPART_GRANDPAR
(16,18),(18,2),-0.64453 # DEPENDENCYPART_GRANDPAR
(16,18),(18,3),-0.612578 # DEPENDENCYPART_GRANDPAR
(16,18),(18,5),-0.668277 # DEPENDENCYPART_GRANDPAR
(16,18),(18,6),-0.642206 # DEPENDENCYPART_GRANDPAR
(16,18),(18,8),-0.781555 # DEPENDENCYPART_GRANDPAR
(16,18),(18,9),-0.531148 # DEPENDENCYPART_GRANDPAR
(16,18),(18,10),-0.703615 # DEPENDENCYPART_GRANDPAR
(16,18),(18,11),-0.530738 # DEPENDENCYPART_GRANDPAR
(16,18),(18,14),-0.667498 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-0.361368 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),-0.0429947 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),0.0949492 # DEPENDENCYPART_GRANDPAR
(16,18),(18,21),-0.067015 # DEPENDENCYPART_GRANDPAR
(16,18),(18,22),-0.203755 # DEPENDENCYPART_GRANDPAR
(16,20),(20,16),-0.269658 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,20),(20,17),0.00226074 # DEPENDENCYPART_GRANDPAR
(16,20),(20,18),0.129307 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),0.198072 # DEPENDENCYPART_GRANDPAR
(16,21),(21,1),-0.569698 # DEPENDENCYPART_GRANDPAR
(16,21),(21,2),-0.647383 # DEPENDENCYPART_GRANDPAR
(16,21),(21,3),-0.642873 # DEPENDENCYPART_GRANDPAR
(16,21),(21,4),-0.540029 # DEPENDENCYPART_GRANDPAR
(16,21),(21,5),-0.671129 # DEPENDENCYPART_GRANDPAR
(16,21),(21,6),-0.699362 # DEPENDENCYPART_GRANDPAR
(16,21),(21,7),-0.506614 # DEPENDENCYPART_GRANDPAR
(16,21),(21,8),-0.808814 # DEPENDENCYPART_GRANDPAR
(16,21),(21,9),-0.534006 # DEPENDENCYPART_GRANDPAR
(16,21),(21,10),-0.730874 # DEPENDENCYPART_GRANDPAR
(16,21),(21,11),-0.529471 # DEPENDENCYPART_GRANDPAR
(16,21),(21,12),-0.4997 # DEPENDENCYPART_GRANDPAR
(16,21),(21,13),-0.467604 # DEPENDENCYPART_GRANDPAR
(16,21),(21,14),-0.683985 # DEPENDENCYPART_GRANDPAR
(16,21),(21,16),-0.295972 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,21),(21,17),-0.0836512 # DEPENDENCYPART_GRANDPAR
(16,21),(21,18),0.119187 # DEPENDENCYPART_GRANDPAR
(16,21),(21,19),0.17321 # DEPENDENCYPART_GRANDPAR
(16,21),(21,20),0.193867 # DEPENDENCYPART_GRANDPAR
(16,21),(21,22),-0.179045 # DEPENDENCYPART_GRANDPAR
(18,2),(2,1),-0.444885 # DEPENDENCYPART_GRANDPAR
(18,2),(2,14),-0.415222 # DEPENDENCYPART_GRANDPAR
(18,2),(2,21),-0.432235 # DEPENDENCYPART_GRANDPAR
(18,2),(2,22),-0.782427 # DEPENDENCYPART_GRANDPAR
(18,3),(3,1),-0.54577 # DEPENDENCYPART_GRANDPAR
(18,3),(3,2),-0.225085 # DEPENDENCYPART_GRANDPAR
(18,3),(3,4),-0.542503 # DEPENDENCYPART_GRANDPAR
(18,3),(3,5),-0.197801 # DEPENDENCYPART_GRANDPAR
(18,3),(3,6),-0.20903 # DEPENDENCYPART_GRANDPAR
(18,3),(3,8),-0.294275 # DEPENDENCYPART_GRANDPAR
(18,3),(3,9),-0.179638 # DEPENDENCYPART_GRANDPAR
(18,3),(3,10),-0.165764 # DEPENDENCYPART_GRANDPAR
(18,3),(3,11),-0.269928 # DEPENDENCYPART_GRANDPAR
(18,3),(3,12),-0.316552 # DEPENDENCYPART_GRANDPAR
(18,3),(3,13),-0.36665 # DEPENDENCYPART_GRANDPAR
(18,3),(3,14),-0.353994 # DEPENDENCYPART_GRANDPAR
(18,3),(3,16),-0.133922 # DEPENDENCYPART_GRANDPAR
(18,3),(3,17),-0.32994 # DEPENDENCYPART_GRANDPAR
(18,3),(3,18),-0.858191 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,3),(3,20),-0.454156 # DEPENDENCYPART_GRANDPAR
(18,3),(3,21),-0.535426 # DEPENDENCYPART_GRANDPAR
(18,3),(3,22),-0.812241 # DEPENDENCYPART_GRANDPAR
(18,5),(5,1),-0.446857 # DEPENDENCYPART_GRANDPAR
(18,5),(5,2),-0.184154 # DEPENDENCYPART_GRANDPAR
(18,5),(5,3),-0.3338 # DEPENDENCYPART_GRANDPAR
(18,5),(5,4),-0.463992 # DEPENDENCYPART_GRANDPAR
(18,5),(5,6),-0.300977 # DEPENDENCYPART_GRANDPAR
(18,5),(5,8),-0.314808 # DEPENDENCYPART_GRANDPAR
(18,5),(5,10),-0.186297 # DEPENDENCYPART_GRANDPAR
(18,5),(5,12),-0.337981 # DEPENDENCYPART_GRANDPAR
(18,5),(5,13),-0.393328 # DEPENDENCYPART_GRANDPAR
(18,5),(5,14),-0.415222 # DEPENDENCYPART_GRANDPAR
(18,5),(5,21),-0.432235 # DEPENDENCYPART_GRANDPAR
(18,5),(5,22),-0.782427 # DEPENDENCYPART_GRANDPAR
(18,8),(8,1),-0.467058 # DEPENDENCYPART_GRANDPAR
(18,8),(8,4),-0.484193 # DEPENDENCYPART_GRANDPAR
(18,8),(8,7),-0.45844 # DEPENDENCYPART_GRANDPAR
(18,8),(8,18),-0.82314 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,9),(9,2),-0.180158 # DEPENDENCYPART_GRANDPAR
(18,9),(9,3),-0.328666 # DEPENDENCYPART_GRANDPAR
(18,9),(9,4),-0.462068 # DEPENDENCYPART_GRANDPAR
(18,9),(9,5),-0.191409 # DEPENDENCYPART_GRANDPAR
(18,9),(9,6),-0.322835 # DEPENDENCYPART_GRANDPAR
(18,9),(9,7),-0.436314 # DEPENDENCYPART_GRANDPAR
(18,9),(9,8),-0.346634 # DEPENDENCYPART_GRANDPAR
(18,9),(9,11),-0.172029 # DEPENDENCYPART_GRANDPAR
(18,9),(9,12),-0.338085 # DEPENDENCYPART_GRANDPAR
(18,9),(9,13),-0.393433 # DEPENDENCYPART_GRANDPAR
(18,9),(9,18),-0.814039 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,10),(10,1),-0.467058 # DEPENDENCYPART_GRANDPAR
(18,10),(10,2),-0.181004 # DEPENDENCYPART_GRANDPAR
(18,10),(10,3),-0.303119 # DEPENDENCYPART_GRANDPAR
(18,10),(10,4),-0.484193 # DEPENDENCYPART_GRANDPAR
(18,10),(10,5),-0.191785 # DEPENDENCYPART_GRANDPAR
(18,10),(10,6),-0.259118 # DEPENDENCYPART_GRANDPAR
(18,10),(10,7),-0.45844 # DEPENDENCYPART_GRANDPAR
(18,10),(10,8),-0.295988 # DEPENDENCYPART_GRANDPAR
(18,10),(10,9),-0.174462 # DEPENDENCYPART_GRANDPAR
(18,10),(10,11),-0.255901 # DEPENDENCYPART_GRANDPAR
(18,10),(10,12),-0.309286 # DEPENDENCYPART_GRANDPAR
(18,10),(10,13),-0.365098 # DEPENDENCYPART_GRANDPAR
(18,10),(10,16),-0.125736 # DEPENDENCYPART_GRANDPAR
(18,10),(10,17),-0.407076 # DEPENDENCYPART_GRANDPAR
(18,11),(11,2),-0.179584 # DEPENDENCYPART_GRANDPAR
(18,11),(11,3),-0.265371 # DEPENDENCYPART_GRANDPAR
(18,11),(11,5),-0.190759 # DEPENDENCYPART_GRANDPAR
(18,11),(11,6),-0.236715 # DEPENDENCYPART_GRANDPAR
(18,11),(11,8),-0.2567 # DEPENDENCYPART_GRANDPAR
(18,11),(11,9),-0.173389 # DEPENDENCYPART_GRANDPAR
(18,11),(11,10),-0.128189 # DEPENDENCYPART_GRANDPAR
(18,11),(11,12),-0.316362 # DEPENDENCYPART_GRANDPAR
(18,11),(11,13),-0.37263 # DEPENDENCYPART_GRANDPAR
(18,11),(11,14),-0.373024 # DEPENDENCYPART_GRANDPAR
(18,11),(11,16),-0.0557051 # DEPENDENCYPART_GRANDPAR
(18,11),(11,17),-0.415629 # DEPENDENCYPART_GRANDPAR
(18,11),(11,18),-0.815029 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,11),(11,20),-0.385788 # DEPENDENCYPART_GRANDPAR
(18,11),(11,21),-0.437715 # DEPENDENCYPART_GRANDPAR
(18,11),(11,22),-0.781189 # DEPENDENCYPART_GRANDPAR
(18,14),(14,1),-0.531322 # DEPENDENCYPART_GRANDPAR
(18,14),(14,2),-0.223106 # DEPENDENCYPART_GRANDPAR
(18,14),(14,3),-0.417777 # DEPENDENCYPART_GRANDPAR
(18,14),(14,4),-0.548458 # DEPENDENCYPART_GRANDPAR
(18,14),(14,5),-0.234281 # DEPENDENCYPART_GRANDPAR
(18,14),(14,6),-0.388179 # DEPENDENCYPART_GRANDPAR
(18,14),(14,7),-0.522704 # DEPENDENCYPART_GRANDPAR
(18,14),(14,8),-0.391476 # DEPENDENCYPART_GRANDPAR
(18,14),(14,9),-0.216972 # DEPENDENCYPART_GRANDPAR
(18,14),(14,10),-0.262965 # DEPENDENCYPART_GRANDPAR
(18,14),(14,11),-0.257449 # DEPENDENCYPART_GRANDPAR
(18,14),(14,12),-0.420961 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),-0.48029 # DEPENDENCYPART_GRANDPAR
(18,14),(14,16),-0.183849 # DEPENDENCYPART_GRANDPAR
(18,14),(14,17),-0.496091 # DEPENDENCYPART_GRANDPAR
(18,14),(14,18),-1.16234 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,14),(14,19),-0.515692 # DEPENDENCYPART_GRANDPAR
(18,14),(14,20),-0.671357 # DEPENDENCYPART_GRANDPAR
(18,14),(14,21),-0.757631 # DEPENDENCYPART_GRANDPAR
(18,14),(14,22),-1.03127 # DEPENDENCYPART_GRANDPAR
(18,16),(16,10),-0.127824 # DEPENDENCYPART_GRANDPAR
(18,16),(16,11),-0.183817 # DEPENDENCYPART_GRANDPAR
(18,16),(16,12),-0.356771 # DEPENDENCYPART_GRANDPAR
(18,16),(16,13),-0.410044 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),-0.423863 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),-0.411657 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-0.815015 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,20),-0.385788 # DEPENDENCYPART_GRANDPAR
(18,16),(16,21),-0.437715 # DEPENDENCYPART_GRANDPAR
(18,16),(16,22),-0.781189 # DEPENDENCYPART_GRANDPAR
(18,20),(20,16),-0.514272 # DEPENDENCYPART_GRANDPAR
(18,20),(20,17),-0.861718 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-0.304749 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,19),0.195539 # DEPENDENCYPART_GRANDPAR
(18,21),(21,1),-1.18688 # DEPENDENCYPART_GRANDPAR
(18,21),(21,2),-0.875171 # DEPENDENCYPART_GRANDPAR
(18,21),(21,3),-1.09259 # DEPENDENCYPART_GRANDPAR
(18,21),(21,4),-1.20402 # DEPENDENCYPART_GRANDPAR
(18,21),(21,5),-0.885788 # DEPENDENCYPART_GRANDPAR
(18,21),(21,6),-1.05362 # DEPENDENCYPART_GRANDPAR
(18,21),(21,7),-1.17826 # DEPENDENCYPART_GRANDPAR
(18,21),(21,8),-1.32347 # DEPENDENCYPART_GRANDPAR
(18,21),(21,9),-0.868748 # DEPENDENCYPART_GRANDPAR
(18,21),(21,10),-1.19496 # DEPENDENCYPART_GRANDPAR
(18,21),(21,11),-0.920453 # DEPENDENCYPART_GRANDPAR
(18,21),(21,12),-0.98517 # DEPENDENCYPART_GRANDPAR
(18,21),(21,13),-1.04154 # DEPENDENCYPART_GRANDPAR
(18,21),(21,14),-1.33509 # DEPENDENCYPART_GRANDPAR
