# _root_ Elismerte ugyanakkor , hogy kevés léket vágtak az őstó jégfelületén , de — hangsúlyozta — az egyesület álláspontja szerint nem ez volt a halpusztulás oka .
#goldHeads=12,1,1,1,6,7,1,9,10,7,12,0,14,12,14,17,18,19,22,22,22,14,24,25,22,12,
#predictedHeads=12,1,1,1,6,7,12,9,10,7,12,0,14,12,14,17,18,19,22,22,22,12,24,25,22,12,
(4,6),(6,2),-0.581436 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.89961 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.288653 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.320204 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.0163874 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),0.188682 # DEPENDENCYPART_GRANDPAR
(4,6),(6,19),-0.389851 # DEPENDENCYPART_GRANDPAR
(4,7),(7,1),-1.28372 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),-0.843662 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-1.20817 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-0.232437 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),0.357625 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),0.307014 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.406176 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.0259356 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),0.179134 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),0.122861 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),0.0332984 # DEPENDENCYPART_GRANDPAR
(4,7),(7,13),-0.132923 # DEPENDENCYPART_GRANDPAR
(4,7),(7,14),0.202705 # DEPENDENCYPART_GRANDPAR
(4,7),(7,15),-0.00263344 # DEPENDENCYPART_GRANDPAR
(4,7),(7,17),-0.426714 # DEPENDENCYPART_GRANDPAR
(4,7),(7,18),-0.410001 # DEPENDENCYPART_GRANDPAR
(4,7),(7,19),-0.344932 # DEPENDENCYPART_GRANDPAR
(4,7),(7,20),-0.340206 # DEPENDENCYPART_GRANDPAR
(4,7),(7,21),-0.109631 # DEPENDENCYPART_GRANDPAR
(4,7),(7,22),0.113821 # DEPENDENCYPART_GRANDPAR
(4,7),(7,24),-0.508616 # DEPENDENCYPART_GRANDPAR
(4,7),(7,25),-0.21033 # DEPENDENCYPART_GRANDPAR
(4,7),(7,26),-0.797054 # DEPENDENCYPART_GRANDPAR
(4,9),(9,5),0.320204 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),0.333445 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),-0.599049 # DEPENDENCYPART_GRANDPAR
(4,10),(10,1),-0.953687 # DEPENDENCYPART_GRANDPAR
(4,10),(10,2),-0.581436 # DEPENDENCYPART_GRANDPAR
(4,10),(10,3),-0.89961 # DEPENDENCYPART_GRANDPAR
(4,10),(10,4),-0.288653 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,10),(10,5),0.320204 # DEPENDENCYPART_GRANDPAR
(4,10),(10,6),0.282117 # DEPENDENCYPART_GRANDPAR
(4,10),(10,7),0.333445 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),-0.599049 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),-0.119255 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),0.210549 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),0.106411 # DEPENDENCYPART_GRANDPAR
(4,10),(10,13),-0.128284 # DEPENDENCYPART_GRANDPAR
(4,10),(10,14),0.215824 # DEPENDENCYPART_GRANDPAR
(4,10),(10,19),-0.389851 # DEPENDENCYPART_GRANDPAR
(4,10),(10,22),0.126528 # DEPENDENCYPART_GRANDPAR
(4,12),(12,1),-1.04907 # DEPENDENCYPART_GRANDPAR
(4,12),(12,2),-0.621841 # DEPENDENCYPART_GRANDPAR
(4,12),(12,3),-0.929633 # DEPENDENCYPART_GRANDPAR
(4,12),(12,4),-0.24562 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,12),(12,5),0.427652 # DEPENDENCYPART_GRANDPAR
(4,12),(12,6),0.284664 # DEPENDENCYPART_GRANDPAR
(4,12),(12,7),0.464816 # DEPENDENCYPART_GRANDPAR
(4,12),(12,8),-0.428297 # DEPENDENCYPART_GRANDPAR
(4,12),(12,9),-0.116708 # DEPENDENCYPART_GRANDPAR
(4,12),(12,10),0.0883613 # DEPENDENCYPART_GRANDPAR
(4,12),(12,11),0.342927 # DEPENDENCYPART_GRANDPAR
(4,12),(12,13),-0.0733093 # DEPENDENCYPART_GRANDPAR
(4,12),(12,14),0.160212 # DEPENDENCYPART_GRANDPAR
(4,12),(12,15),0.05698 # DEPENDENCYPART_GRANDPAR
(4,12),(12,17),-0.472923 # DEPENDENCYPART_GRANDPAR
(4,12),(12,18),-0.453349 # DEPENDENCYPART_GRANDPAR
(4,12),(12,19),-0.405277 # DEPENDENCYPART_GRANDPAR
(4,12),(12,20),-0.392474 # DEPENDENCYPART_GRANDPAR
(4,12),(12,21),-0.13053 # DEPENDENCYPART_GRANDPAR
(4,12),(12,22),0.0785487 # DEPENDENCYPART_GRANDPAR
(4,12),(12,24),-0.552864 # DEPENDENCYPART_GRANDPAR
(4,12),(12,25),-0.252366 # DEPENDENCYPART_GRANDPAR
(4,12),(12,26),-0.754226 # DEPENDENCYPART_GRANDPAR
(4,14),(14,1),-1.28466 # DEPENDENCYPART_GRANDPAR
(4,14),(14,2),-0.844032 # DEPENDENCYPART_GRANDPAR
(4,14),(14,3),-1.20879 # DEPENDENCYPART_GRANDPAR
(4,14),(14,4),-0.241702 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,14),(14,5),0.34962 # DEPENDENCYPART_GRANDPAR
(4,14),(14,6),0.278537 # DEPENDENCYPART_GRANDPAR
(4,14),(14,7),0.354331 # DEPENDENCYPART_GRANDPAR
(4,14),(14,8),-0.522709 # DEPENDENCYPART_GRANDPAR
(4,14),(14,9),-0.122041 # DEPENDENCYPART_GRANDPAR
(4,14),(14,10),0.0830287 # DEPENDENCYPART_GRANDPAR
(4,14),(14,11),0.243908 # DEPENDENCYPART_GRANDPAR
(4,14),(14,12),0.0692379 # DEPENDENCYPART_GRANDPAR
(4,14),(14,13),-0.0181057 # DEPENDENCYPART_GRANDPAR
(4,14),(14,15),3.14866e-05 # DEPENDENCYPART_GRANDPAR
(4,14),(14,16),-0.632706 # DEPENDENCYPART_GRANDPAR
(4,14),(14,17),-0.439932 # DEPENDENCYPART_GRANDPAR
(4,14),(14,18),-0.423219 # DEPENDENCYPART_GRANDPAR
(4,14),(14,19),-0.350579 # DEPENDENCYPART_GRANDPAR
(4,14),(14,20),-0.347745 # DEPENDENCYPART_GRANDPAR
(4,14),(14,21),-0.115163 # DEPENDENCYPART_GRANDPAR
(4,14),(14,22),0.110105 # DEPENDENCYPART_GRANDPAR
(4,14),(14,24),-0.521835 # DEPENDENCYPART_GRANDPAR
(4,14),(14,25),-0.223548 # DEPENDENCYPART_GRANDPAR
(4,14),(14,26),-0.794977 # DEPENDENCYPART_GRANDPAR
(4,22),(22,1),-1.29494 # DEPENDENCYPART_GRANDPAR
(4,22),(22,2),-0.856742 # DEPENDENCYPART_GRANDPAR
(4,22),(22,3),-1.21946 # DEPENDENCYPART_GRANDPAR
(4,22),(22,4),-0.136331 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,22),(22,5),0.437707 # DEPENDENCYPART_GRANDPAR
(4,22),(22,6),0.404782 # DEPENDENCYPART_GRANDPAR
(4,22),(22,7),0.456663 # DEPENDENCYPART_GRANDPAR
(4,22),(22,9),0.00420365 # DEPENDENCYPART_GRANDPAR
(4,22),(22,10),0.209273 # DEPENDENCYPART_GRANDPAR
(4,22),(22,11),0.384017 # DEPENDENCYPART_GRANDPAR
(4,22),(22,12),0.186008 # DEPENDENCYPART_GRANDPAR
(4,22),(22,13),0.0892761 # DEPENDENCYPART_GRANDPAR
(4,22),(22,14),0.229933 # DEPENDENCYPART_GRANDPAR
(4,22),(22,15),0.219565 # DEPENDENCYPART_GRANDPAR
(4,22),(22,16),-0.665123 # DEPENDENCYPART_GRANDPAR
(4,22),(22,17),-0.399257 # DEPENDENCYPART_GRANDPAR
(4,22),(22,18),-0.37962 # DEPENDENCYPART_GRANDPAR
(4,22),(22,19),-0.282917 # DEPENDENCYPART_GRANDPAR
(4,22),(22,20),-0.511336 # DEPENDENCYPART_GRANDPAR
(4,22),(22,21),-0.176122 # DEPENDENCYPART_GRANDPAR
(4,22),(22,23),-0.549805 # DEPENDENCYPART_GRANDPAR
(4,22),(22,24),-0.547381 # DEPENDENCYPART_GRANDPAR
(4,22),(22,25),-0.252784 # DEPENDENCYPART_GRANDPAR
(4,22),(22,26),-0.818637 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.33228 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.598965 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),-0.280577 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-0.887965 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,6),-0.414236 # DEPENDENCYPART_GRANDPAR
(5,1),(1,7),-0.592345 # DEPENDENCYPART_GRANDPAR
(5,1),(1,8),-0.525255 # DEPENDENCYPART_GRANDPAR
(5,1),(1,9),-0.759296 # DEPENDENCYPART_GRANDPAR
(5,1),(1,10),-0.757904 # DEPENDENCYPART_GRANDPAR
(5,1),(1,11),-0.694008 # DEPENDENCYPART_GRANDPAR
(5,1),(1,12),-0.736356 # DEPENDENCYPART_GRANDPAR
(5,1),(1,13),-0.63958 # DEPENDENCYPART_GRANDPAR
(5,1),(1,14),-0.612859 # DEPENDENCYPART_GRANDPAR
(5,1),(1,15),-0.625413 # DEPENDENCYPART_GRANDPAR
(5,1),(1,17),-0.98037 # DEPENDENCYPART_GRANDPAR
(5,1),(1,18),-1.10479 # DEPENDENCYPART_GRANDPAR
(5,1),(1,19),-0.663146 # DEPENDENCYPART_GRANDPAR
(5,1),(1,20),-0.94748 # DEPENDENCYPART_GRANDPAR
(5,1),(1,21),-0.929968 # DEPENDENCYPART_GRANDPAR
(5,1),(1,22),-0.672804 # DEPENDENCYPART_GRANDPAR
(5,1),(1,25),-1.14507 # DEPENDENCYPART_GRANDPAR
(5,1),(1,26),-1.19885 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.507465 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.350138 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.571806 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-0.908446 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.408046 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.584231 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-0.753107 # DEPENDENCYPART_GRANDPAR
(5,4),(4,10),-0.751715 # DEPENDENCYPART_GRANDPAR
(5,4),(4,11),-0.648331 # DEPENDENCYPART_GRANDPAR
(5,4),(4,12),-0.673374 # DEPENDENCYPART_GRANDPAR
(5,4),(4,13),-0.558628 # DEPENDENCYPART_GRANDPAR
(5,4),(4,14),-0.604745 # DEPENDENCYPART_GRANDPAR
(5,4),(4,15),-0.544461 # DEPENDENCYPART_GRANDPAR
(5,4),(4,22),-0.666096 # DEPENDENCYPART_GRANDPAR
(5,4),(4,26),-1.18756 # DEPENDENCYPART_GRANDPAR
(5,22),(22,1),-0.857126 # DEPENDENCYPART_GRANDPAR
(5,22),(22,2),-0.676553 # DEPENDENCYPART_GRANDPAR
(5,22),(22,3),-0.905268 # DEPENDENCYPART_GRANDPAR
(5,22),(22,4),-0.709331 # DEPENDENCYPART_GRANDPAR
(5,22),(22,5),-0.523517 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,22),(22,6),-0.0134572 # DEPENDENCYPART_GRANDPAR
(5,22),(22,7),-0.153223 # DEPENDENCYPART_GRANDPAR
(5,22),(22,9),-0.358523 # DEPENDENCYPART_GRANDPAR
(5,22),(22,10),-0.357132 # DEPENDENCYPART_GRANDPAR
(5,22),(22,11),-0.368325 # DEPENDENCYPART_GRANDPAR
(5,22),(22,12),-0.253728 # DEPENDENCYPART_GRANDPAR
(5,22),(22,13),-0.193774 # DEPENDENCYPART_GRANDPAR
(5,22),(22,14),-0.174205 # DEPENDENCYPART_GRANDPAR
(5,22),(22,15),-0.179606 # DEPENDENCYPART_GRANDPAR
(5,22),(22,16),-0.40973 # DEPENDENCYPART_GRANDPAR
(5,22),(22,17),-0.580195 # DEPENDENCYPART_GRANDPAR
(5,22),(22,18),-0.703966 # DEPENDENCYPART_GRANDPAR
(5,22),(22,19),-0.258698 # DEPENDENCYPART_GRANDPAR
(5,22),(22,20),-0.552128 # DEPENDENCYPART_GRANDPAR
(5,22),(22,21),-0.563402 # DEPENDENCYPART_GRANDPAR
(5,22),(22,23),-0.509471 # DEPENDENCYPART_GRANDPAR
(5,22),(22,24),-0.553376 # DEPENDENCYPART_GRANDPAR
(5,22),(22,25),-0.689401 # DEPENDENCYPART_GRANDPAR
(5,22),(22,26),-0.802946 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.228695 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),-0.422445 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),-0.211985 # DEPENDENCYPART_GRANDPAR
(6,1),(1,5),0.0492947 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-0.8564 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,1),(1,7),-0.699132 # DEPENDENCYPART_GRANDPAR
(6,1),(1,8),-0.385532 # DEPENDENCYPART_GRANDPAR
(6,1),(1,9),-0.304705 # DEPENDENCYPART_GRANDPAR
(6,1),(1,10),-0.576692 # DEPENDENCYPART_GRANDPAR
(6,1),(1,11),-0.516837 # DEPENDENCYPART_GRANDPAR
(6,1),(1,12),-0.417122 # DEPENDENCYPART_GRANDPAR
(6,1),(1,13),-0.505234 # DEPENDENCYPART_GRANDPAR
(6,1),(1,14),-0.412935 # DEPENDENCYPART_GRANDPAR
(6,1),(1,15),-0.565034 # DEPENDENCYPART_GRANDPAR
(6,1),(1,17),-0.463506 # DEPENDENCYPART_GRANDPAR
(6,1),(1,18),-0.647256 # DEPENDENCYPART_GRANDPAR
(6,1),(1,19),-0.545428 # DEPENDENCYPART_GRANDPAR
(6,1),(1,20),-0.542404 # DEPENDENCYPART_GRANDPAR
(6,1),(1,21),-0.493367 # DEPENDENCYPART_GRANDPAR
(6,1),(1,22),-0.494757 # DEPENDENCYPART_GRANDPAR
(6,1),(1,25),-0.595168 # DEPENDENCYPART_GRANDPAR
(6,1),(1,26),-1.01095 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.309105 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.306743 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-0.789171 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,7),-0.652126 # DEPENDENCYPART_GRANDPAR
(6,2),(2,14),-0.365929 # DEPENDENCYPART_GRANDPAR
(6,2),(2,26),-1.00051 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.381667 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.353846 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.444519 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),0.0842122 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-0.861 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.71435 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-0.309305 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),-0.581293 # DEPENDENCYPART_GRANDPAR
(6,4),(4,11),-0.481691 # DEPENDENCYPART_GRANDPAR
(6,4),(4,12),-0.367506 # DEPENDENCYPART_GRANDPAR
(6,4),(4,13),-0.4354 # DEPENDENCYPART_GRANDPAR
(6,4),(4,14),-0.428154 # DEPENDENCYPART_GRANDPAR
(6,4),(4,15),-0.495199 # DEPENDENCYPART_GRANDPAR
(6,4),(4,22),-0.511405 # DEPENDENCYPART_GRANDPAR
(6,4),(4,26),-1.01212 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.34757 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.344909 # DEPENDENCYPART_GRANDPAR
(6,5),(5,22),-0.434393 # DEPENDENCYPART_GRANDPAR
(6,5),(5,26),-0.999262 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-0.385499 # DEPENDENCYPART_GRANDPAR
(6,9),(9,7),-0.260265 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),0.0214894 # DEPENDENCYPART_GRANDPAR
(6,10),(10,1),-0.612247 # DEPENDENCYPART_GRANDPAR
(6,10),(10,2),-0.63225 # DEPENDENCYPART_GRANDPAR
(6,10),(10,3),-0.690177 # DEPENDENCYPART_GRANDPAR
(6,10),(10,4),-0.569332 # DEPENDENCYPART_GRANDPAR
(6,10),(10,5),-0.385499 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-0.319982 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,7),-0.260265 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),0.0214894 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),0.231713 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.13499 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),0.0105269 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.0904913 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),0.00700994 # DEPENDENCYPART_GRANDPAR
(6,10),(10,19),-0.21987 # DEPENDENCYPART_GRANDPAR
(6,10),(10,22),-0.0822631 # DEPENDENCYPART_GRANDPAR
(6,19),(19,3),-0.630879 # DEPENDENCYPART_GRANDPAR
(6,19),(19,6),-0.375663 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,19),(19,9),0.176032 # DEPENDENCYPART_GRANDPAR
(6,19),(19,10),-0.0959554 # DEPENDENCYPART_GRANDPAR
(6,19),(19,11),-0.139062 # DEPENDENCYPART_GRANDPAR
(6,19),(19,12),-0.00570847 # DEPENDENCYPART_GRANDPAR
(6,19),(19,13),-0.0897355 # DEPENDENCYPART_GRANDPAR
(6,19),(19,15),-0.149535 # DEPENDENCYPART_GRANDPAR
(6,19),(19,16),-0.106 # DEPENDENCYPART_GRANDPAR
(6,19),(19,17),0.0173803 # DEPENDENCYPART_GRANDPAR
(6,19),(19,18),-0.166523 # DEPENDENCYPART_GRANDPAR
(6,19),(19,24),-0.0376852 # DEPENDENCYPART_GRANDPAR
(6,19),(19,25),-0.155335 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-0.0567113 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),-0.200165 # DEPENDENCYPART_GRANDPAR
(7,1),(1,4),-0.093095 # DEPENDENCYPART_GRANDPAR
(7,1),(1,5),0.235627 # DEPENDENCYPART_GRANDPAR
(7,1),(1,6),0.373992 # DEPENDENCYPART_GRANDPAR
(7,1),(1,7),-1.21762 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,1),(1,8),-0.0406535 # DEPENDENCYPART_GRANDPAR
(7,1),(1,9),-0.0907215 # DEPENDENCYPART_GRANDPAR
(7,1),(1,10),-0.155724 # DEPENDENCYPART_GRANDPAR
(7,1),(1,11),-0.31574 # DEPENDENCYPART_GRANDPAR
(7,1),(1,12),-0.512657 # DEPENDENCYPART_GRANDPAR
(7,1),(1,13),-0.438082 # DEPENDENCYPART_GRANDPAR
(7,1),(1,14),-0.572855 # DEPENDENCYPART_GRANDPAR
(7,1),(1,15),-0.370272 # DEPENDENCYPART_GRANDPAR
(7,1),(1,17),-0.392158 # DEPENDENCYPART_GRANDPAR
(7,1),(1,18),-0.247343 # DEPENDENCYPART_GRANDPAR
(7,1),(1,19),-0.0326889 # DEPENDENCYPART_GRANDPAR
(7,1),(1,20),-0.274254 # DEPENDENCYPART_GRANDPAR
(7,1),(1,21),-0.287245 # DEPENDENCYPART_GRANDPAR
(7,1),(1,22),-0.711844 # DEPENDENCYPART_GRANDPAR
(7,1),(1,25),-0.359788 # DEPENDENCYPART_GRANDPAR
(7,1),(1,26),-1.207 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.207037 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),-0.179101 # DEPENDENCYPART_GRANDPAR
(7,2),(2,6),0.326372 # DEPENDENCYPART_GRANDPAR
(7,2),(2,7),-1.27513 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,2),(2,14),-0.630368 # DEPENDENCYPART_GRANDPAR
(7,2),(2,26),-1.3136 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.718776 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.321618 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.441302 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),0.0919843 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),0.112097 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-1.53749 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,9),-0.523508 # DEPENDENCYPART_GRANDPAR
(7,4),(4,10),-0.588511 # DEPENDENCYPART_GRANDPAR
(7,4),(4,11),-0.576948 # DEPENDENCYPART_GRANDPAR
(7,4),(4,12),-0.744288 # DEPENDENCYPART_GRANDPAR
(7,4),(4,13),-0.618622 # DEPENDENCYPART_GRANDPAR
(7,4),(4,14),-0.892728 # DEPENDENCYPART_GRANDPAR
(7,4),(4,15),-0.550812 # DEPENDENCYPART_GRANDPAR
(7,4),(4,22),-1.0349 # DEPENDENCYPART_GRANDPAR
(7,4),(4,26),-1.50958 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.18292 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.063839 # DEPENDENCYPART_GRANDPAR
(7,5),(5,22),-0.81782 # DEPENDENCYPART_GRANDPAR
(7,5),(5,26),-1.38578 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.145613 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.0359655 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.0988754 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.113581 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),0.301853 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.53482 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.599823 # DEPENDENCYPART_GRANDPAR
(7,6),(6,19),-0.403478 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-0.143172 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.938552 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),0.202201 # DEPENDENCYPART_GRANDPAR
(7,10),(10,1),-0.650337 # DEPENDENCYPART_GRANDPAR
(7,10),(10,2),-0.376428 # DEPENDENCYPART_GRANDPAR
(7,10),(10,3),-0.55267 # DEPENDENCYPART_GRANDPAR
(7,10),(10,4),-0.516601 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-0.143172 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-0.145051 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-0.938552 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),0.202201 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),0.0701668 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.102876 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.225466 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.0938577 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),-0.292982 # DEPENDENCYPART_GRANDPAR
(7,10),(10,19),-0.0784195 # DEPENDENCYPART_GRANDPAR
(7,10),(10,22),-0.43943 # DEPENDENCYPART_GRANDPAR
(7,12),(12,1),-0.717659 # DEPENDENCYPART_GRANDPAR
(7,12),(12,2),-0.38654 # DEPENDENCYPART_GRANDPAR
(7,12),(12,3),-0.542095 # DEPENDENCYPART_GRANDPAR
(7,12),(12,4),-0.518581 # DEPENDENCYPART_GRANDPAR
(7,12),(12,5),-0.115313 # DEPENDENCYPART_GRANDPAR
(7,12),(12,6),-0.0843735 # DEPENDENCYPART_GRANDPAR
(7,12),(12,7),-1.12989 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,12),(12,8),0.0558413 # DEPENDENCYPART_GRANDPAR
(7,12),(12,9),-0.207909 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),-0.272912 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),-0.313767 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),-0.201651 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),-0.720705 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),-0.133841 # DEPENDENCYPART_GRANDPAR
(7,12),(12,17),-0.547795 # DEPENDENCYPART_GRANDPAR
(7,12),(12,18),-0.40096 # DEPENDENCYPART_GRANDPAR
(7,12),(12,19),-0.277776 # DEPENDENCYPART_GRANDPAR
(7,12),(12,20),-0.313817 # DEPENDENCYPART_GRANDPAR
(7,12),(12,21),-0.360413 # DEPENDENCYPART_GRANDPAR
(7,12),(12,22),-0.866553 # DEPENDENCYPART_GRANDPAR
(7,12),(12,24),-0.739748 # DEPENDENCYPART_GRANDPAR
(7,12),(12,25),-0.52004 # DEPENDENCYPART_GRANDPAR
(7,12),(12,26),-1.23105 # DEPENDENCYPART_GRANDPAR
(7,14),(14,1),-0.426265 # DEPENDENCYPART_GRANDPAR
(7,14),(14,2),-0.0132534 # DEPENDENCYPART_GRANDPAR
(7,14),(14,3),-0.312992 # DEPENDENCYPART_GRANDPAR
(7,14),(14,4),-0.342963 # DEPENDENCYPART_GRANDPAR
(7,14),(14,5),0.224074 # DEPENDENCYPART_GRANDPAR
(7,14),(14,6),0.297182 # DEPENDENCYPART_GRANDPAR
(7,14),(14,7),-0.993461 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,14),(14,8),0.122159 # DEPENDENCYPART_GRANDPAR
(7,14),(14,9),-0.0308141 # DEPENDENCYPART_GRANDPAR
(7,14),(14,10),-0.0958169 # DEPENDENCYPART_GRANDPAR
(7,14),(14,11),-0.200089 # DEPENDENCYPART_GRANDPAR
(7,14),(14,12),-0.300389 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),-0.163507 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),-0.107686 # DEPENDENCYPART_GRANDPAR
(7,14),(14,16),-0.576234 # DEPENDENCYPART_GRANDPAR
(7,14),(14,17),-0.276915 # DEPENDENCYPART_GRANDPAR
(7,14),(14,18),-0.134111 # DEPENDENCYPART_GRANDPAR
(7,14),(14,19),-0.0315182 # DEPENDENCYPART_GRANDPAR
(7,14),(14,20),-0.0219725 # DEPENDENCYPART_GRANDPAR
(7,14),(14,21),-0.0928079 # DEPENDENCYPART_GRANDPAR
(7,14),(14,22),-0.47699 # DEPENDENCYPART_GRANDPAR
(7,14),(14,24),-0.47208 # DEPENDENCYPART_GRANDPAR
