# _root_ Ám 1996-ban született egy újabb rendelet , amely alapján a díj magasabb lett , mint amennyit a szegedi orvosegyetem előzőleg kifizetett .
#goldHeads=3,3,0,6,6,3,3,9,13,11,13,13,3,13,13,21,19,19,21,21,13,3,
#predictedHeads=3,3,0,6,6,3,3,13,13,11,13,13,3,13,13,21,19,19,21,21,13,3,
(12,3),(3,18),-0.689916 # DEPENDENCYPART_GRANDPAR
(12,3),(3,19),-0.766728 # DEPENDENCYPART_GRANDPAR
(12,3),(3,20),-0.448142 # DEPENDENCYPART_GRANDPAR
(12,3),(3,21),-0.747616 # DEPENDENCYPART_GRANDPAR
(12,3),(3,22),-0.789553 # DEPENDENCYPART_GRANDPAR
(12,6),(6,1),-0.227771 # DEPENDENCYPART_GRANDPAR
(12,6),(6,2),-0.590094 # DEPENDENCYPART_GRANDPAR
(12,6),(6,3),0.0718752 # DEPENDENCYPART_GRANDPAR
(12,6),(6,4),-0.323678 # DEPENDENCYPART_GRANDPAR
(12,6),(6,5),-0.260542 # DEPENDENCYPART_GRANDPAR
(12,6),(6,7),-0.244845 # DEPENDENCYPART_GRANDPAR
(12,6),(6,8),-0.33472 # DEPENDENCYPART_GRANDPAR
(12,6),(6,9),-0.816764 # DEPENDENCYPART_GRANDPAR
(12,6),(6,11),-0.284414 # DEPENDENCYPART_GRANDPAR
(12,6),(6,13),-0.722341 # DEPENDENCYPART_GRANDPAR
(12,6),(6,21),-0.710182 # DEPENDENCYPART_GRANDPAR
(12,6),(6,22),-0.797017 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),-0.89529 # DEPENDENCYPART_GRANDPAR
(12,8),(8,11),-0.362055 # DEPENDENCYPART_GRANDPAR
(12,8),(8,12),-0.905328 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,8),(8,19),-0.639468 # DEPENDENCYPART_GRANDPAR
(12,9),(9,1),-0.223546 # DEPENDENCYPART_GRANDPAR
(12,9),(9,2),-0.589563 # DEPENDENCYPART_GRANDPAR
(12,9),(9,3),0.0717744 # DEPENDENCYPART_GRANDPAR
(12,9),(9,4),-0.324654 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),-0.264073 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-0.56387 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.200897 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.282804 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),-0.0312039 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),-0.296354 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-1.05445 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,14),-0.547358 # DEPENDENCYPART_GRANDPAR
(12,9),(9,19),-0.804339 # DEPENDENCYPART_GRANDPAR
(12,9),(9,21),-0.710186 # DEPENDENCYPART_GRANDPAR
(12,9),(9,22),-0.797018 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-1.02131 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,4),-0.322932 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),-0.576639 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-0.285227 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.767409 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),0.0954641 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-1.05445 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,21),-0.710182 # DEPENDENCYPART_GRANDPAR
(12,15),(15,1),-0.648469 # DEPENDENCYPART_GRANDPAR
(12,15),(15,3),-0.428285 # DEPENDENCYPART_GRANDPAR
(12,15),(15,5),-0.702797 # DEPENDENCYPART_GRANDPAR
(12,15),(15,6),-1.11216 # DEPENDENCYPART_GRANDPAR
(12,15),(15,7),-0.58362 # DEPENDENCYPART_GRANDPAR
(12,15),(15,8),-0.697894 # DEPENDENCYPART_GRANDPAR
(12,15),(15,9),-1.30108 # DEPENDENCYPART_GRANDPAR
(12,15),(15,11),-0.769145 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-0.643969 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,13),-0.293578 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),-0.16065 # DEPENDENCYPART_GRANDPAR
(12,15),(15,18),-0.399658 # DEPENDENCYPART_GRANDPAR
(12,15),(15,19),-0.335015 # DEPENDENCYPART_GRANDPAR
(12,15),(15,20),-0.159064 # DEPENDENCYPART_GRANDPAR
(12,15),(15,21),-0.457712 # DEPENDENCYPART_GRANDPAR
(12,15),(15,22),-0.464534 # DEPENDENCYPART_GRANDPAR
(12,19),(19,2),-1.036 # DEPENDENCYPART_GRANDPAR
(12,19),(19,4),-0.788445 # DEPENDENCYPART_GRANDPAR
(12,19),(19,10),-0.3942 # DEPENDENCYPART_GRANDPAR
(12,19),(19,11),-0.816624 # DEPENDENCYPART_GRANDPAR
(12,19),(19,12),-0.608277 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,19),(19,13),-0.337312 # DEPENDENCYPART_GRANDPAR
(12,19),(19,14),-0.19729 # DEPENDENCYPART_GRANDPAR
(12,19),(19,15),-0.140969 # DEPENDENCYPART_GRANDPAR
(12,19),(19,16),-0.274461 # DEPENDENCYPART_GRANDPAR
(12,19),(19,17),-0.297049 # DEPENDENCYPART_GRANDPAR
(12,19),(19,18),-0.277525 # DEPENDENCYPART_GRANDPAR
(12,19),(19,20),-0.0324093 # DEPENDENCYPART_GRANDPAR
(12,21),(21,1),-0.704391 # DEPENDENCYPART_GRANDPAR
(12,21),(21,2),-0.986662 # DEPENDENCYPART_GRANDPAR
(12,21),(21,3),-0.431766 # DEPENDENCYPART_GRANDPAR
(12,21),(21,5),-0.692688 # DEPENDENCYPART_GRANDPAR
(12,21),(21,6),-1.12103 # DEPENDENCYPART_GRANDPAR
(12,21),(21,7),-0.623415 # DEPENDENCYPART_GRANDPAR
(12,21),(21,8),-0.688653 # DEPENDENCYPART_GRANDPAR
(12,21),(21,9),-1.30535 # DEPENDENCYPART_GRANDPAR
(12,21),(21,10),-0.352844 # DEPENDENCYPART_GRANDPAR
(12,21),(21,11),-0.777932 # DEPENDENCYPART_GRANDPAR
(12,21),(21,12),-0.626774 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,21),(21,13),-0.387585 # DEPENDENCYPART_GRANDPAR
(12,21),(21,14),-0.330912 # DEPENDENCYPART_GRANDPAR
(12,21),(21,15),-0.158889 # DEPENDENCYPART_GRANDPAR
(12,21),(21,16),-0.289745 # DEPENDENCYPART_GRANDPAR
(12,21),(21,17),-0.3405 # DEPENDENCYPART_GRANDPAR
(12,21),(21,18),-0.307358 # DEPENDENCYPART_GRANDPAR
(12,21),(21,19),-0.371229 # DEPENDENCYPART_GRANDPAR
(12,21),(21,20),-0.154879 # DEPENDENCYPART_GRANDPAR
(12,21),(21,22),-0.406116 # DEPENDENCYPART_GRANDPAR
(13,1),(1,2),-0.42331 # DEPENDENCYPART_GRANDPAR
(13,1),(1,3),-0.259211 # DEPENDENCYPART_GRANDPAR
(13,1),(1,5),-0.110843 # DEPENDENCYPART_GRANDPAR
(13,1),(1,6),-0.413129 # DEPENDENCYPART_GRANDPAR
(13,1),(1,7),-0.310525 # DEPENDENCYPART_GRANDPAR
(13,1),(1,9),-0.193895 # DEPENDENCYPART_GRANDPAR
(13,1),(1,11),-0.0981396 # DEPENDENCYPART_GRANDPAR
(13,1),(1,12),0.00488022 # DEPENDENCYPART_GRANDPAR
(13,1),(1,13),-1.28113 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,1),(1,14),-0.406211 # DEPENDENCYPART_GRANDPAR
(13,1),(1,15),-0.36691 # DEPENDENCYPART_GRANDPAR
(13,1),(1,19),-0.411058 # DEPENDENCYPART_GRANDPAR
(13,1),(1,20),-0.179697 # DEPENDENCYPART_GRANDPAR
(13,1),(1,21),-0.59391 # DEPENDENCYPART_GRANDPAR
(13,1),(1,22),-0.934882 # DEPENDENCYPART_GRANDPAR
(13,2),(2,1),-0.106709 # DEPENDENCYPART_GRANDPAR
(13,2),(2,3),-0.095499 # DEPENDENCYPART_GRANDPAR
(13,2),(2,5),0.109188 # DEPENDENCYPART_GRANDPAR
(13,2),(2,6),-0.211124 # DEPENDENCYPART_GRANDPAR
(13,2),(2,7),-0.146397 # DEPENDENCYPART_GRANDPAR
(13,2),(2,13),-1.11091 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,2),(2,14),-0.303433 # DEPENDENCYPART_GRANDPAR
(13,2),(2,21),-0.423795 # DEPENDENCYPART_GRANDPAR
(13,2),(2,22),-0.844958 # DEPENDENCYPART_GRANDPAR
(13,3),(3,1),-0.154195 # DEPENDENCYPART_GRANDPAR
(13,3),(3,2),-0.26636 # DEPENDENCYPART_GRANDPAR
(13,3),(3,5),0.037609 # DEPENDENCYPART_GRANDPAR
(13,3),(3,6),-0.265591 # DEPENDENCYPART_GRANDPAR
(13,3),(3,7),-0.203504 # DEPENDENCYPART_GRANDPAR
(13,3),(3,8),0.03139 # DEPENDENCYPART_GRANDPAR
(13,3),(3,9),-0.0397964 # DEPENDENCYPART_GRANDPAR
(13,3),(3,10),-0.169726 # DEPENDENCYPART_GRANDPAR
(13,3),(3,11),0.0494576 # DEPENDENCYPART_GRANDPAR
(13,3),(3,12),0.161807 # DEPENDENCYPART_GRANDPAR
(13,3),(3,13),-1.01226 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,3),(3,14),-0.188757 # DEPENDENCYPART_GRANDPAR
(13,3),(3,15),-0.190372 # DEPENDENCYPART_GRANDPAR
(13,3),(3,16),-0.0306955 # DEPENDENCYPART_GRANDPAR
(13,3),(3,18),-0.111401 # DEPENDENCYPART_GRANDPAR
(13,3),(3,19),-0.0449218 # DEPENDENCYPART_GRANDPAR
(13,3),(3,20),0.168404 # DEPENDENCYPART_GRANDPAR
(13,3),(3,21),-0.324452 # DEPENDENCYPART_GRANDPAR
(13,3),(3,22),-0.672742 # DEPENDENCYPART_GRANDPAR
(13,4),(4,5),0.21645 # DEPENDENCYPART_GRANDPAR
(13,5),(5,1),-0.185713 # DEPENDENCYPART_GRANDPAR
(13,5),(5,2),-0.309724 # DEPENDENCYPART_GRANDPAR
(13,5),(5,4),-0.15885 # DEPENDENCYPART_GRANDPAR
(13,5),(5,13),-1.12953 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,6),(6,1),-0.142194 # DEPENDENCYPART_GRANDPAR
(13,6),(6,2),-0.269284 # DEPENDENCYPART_GRANDPAR
(13,6),(6,3),-0.0730485 # DEPENDENCYPART_GRANDPAR
(13,6),(6,4),-0.19028 # DEPENDENCYPART_GRANDPAR
(13,6),(6,5),0.184309 # DEPENDENCYPART_GRANDPAR
(13,6),(6,7),-0.0198434 # DEPENDENCYPART_GRANDPAR
(13,6),(6,8),0.0608133 # DEPENDENCYPART_GRANDPAR
(13,6),(6,9),0.0689368 # DEPENDENCYPART_GRANDPAR
(13,6),(6,11),0.165817 # DEPENDENCYPART_GRANDPAR
(13,6),(6,13),-1.23145 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,6),(6,21),-0.544331 # DEPENDENCYPART_GRANDPAR
(13,6),(6,22),-0.953679 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),-0.142567 # DEPENDENCYPART_GRANDPAR
(13,8),(8,11),-0.04397 # DEPENDENCYPART_GRANDPAR
(13,8),(8,12),0.0956069 # DEPENDENCYPART_GRANDPAR
(13,8),(8,19),0.026078 # DEPENDENCYPART_GRANDPAR
(13,9),(9,1),-0.121739 # DEPENDENCYPART_GRANDPAR
(13,9),(9,2),-0.249367 # DEPENDENCYPART_GRANDPAR
(13,9),(9,3),-0.0537659 # DEPENDENCYPART_GRANDPAR
(13,9),(9,4),-0.172578 # DEPENDENCYPART_GRANDPAR
(13,9),(9,5),0.197373 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),-0.0965998 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),-0.0458437 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),0.0354136 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),-0.0769765 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),0.131406 # DEPENDENCYPART_GRANDPAR
(13,9),(9,12),0.293651 # DEPENDENCYPART_GRANDPAR
(13,9),(9,14),-0.424134 # DEPENDENCYPART_GRANDPAR
(13,9),(9,19),-0.48015 # DEPENDENCYPART_GRANDPAR
(13,9),(9,21),-0.544336 # DEPENDENCYPART_GRANDPAR
(13,9),(9,22),-0.953682 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),0.392594 # DEPENDENCYPART_GRANDPAR
(13,11),(11,4),-0.187896 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),-0.152211 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),0.0205079 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),0.0533067 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.00446858 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),0.30476 # DEPENDENCYPART_GRANDPAR
(13,11),(11,21),-0.544395 # DEPENDENCYPART_GRANDPAR
(13,12),(12,1),-0.185712 # DEPENDENCYPART_GRANDPAR
(13,12),(12,2),-0.310536 # DEPENDENCYPART_GRANDPAR
(13,12),(12,3),-0.192892 # DEPENDENCYPART_GRANDPAR
(13,12),(12,6),-0.319585 # DEPENDENCYPART_GRANDPAR
(13,12),(12,7),-0.166251 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),0.0415919 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),-0.116962 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),0.147302 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.00314357 # DEPENDENCYPART_GRANDPAR
(13,12),(12,14),-0.318681 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),-0.280338 # DEPENDENCYPART_GRANDPAR
(13,12),(12,19),-0.310009 # DEPENDENCYPART_GRANDPAR
(13,12),(12,21),-0.44259 # DEPENDENCYPART_GRANDPAR
(13,12),(12,22),-0.858971 # DEPENDENCYPART_GRANDPAR
(13,15),(15,1),-0.593637 # DEPENDENCYPART_GRANDPAR
(13,15),(15,3),-0.640671 # DEPENDENCYPART_GRANDPAR
(13,15),(15,5),-0.381096 # DEPENDENCYPART_GRANDPAR
(13,15),(15,6),-0.705651 # DEPENDENCYPART_GRANDPAR
(13,15),(15,7),-0.538869 # DEPENDENCYPART_GRANDPAR
(13,15),(15,8),-0.464392 # DEPENDENCYPART_GRANDPAR
(13,15),(15,9),-0.4882 # DEPENDENCYPART_GRANDPAR
(13,15),(15,11),-0.390796 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-0.267454 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-0.872463 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),-0.222451 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),-0.175674 # DEPENDENCYPART_GRANDPAR
(13,15),(15,19),-0.10895 # DEPENDENCYPART_GRANDPAR
(13,15),(15,20),0.0117925 # DEPENDENCYPART_GRANDPAR
(13,15),(15,21),-0.470103 # DEPENDENCYPART_GRANDPAR
(13,15),(15,22),-0.675891 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),0.0740342 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),0.127112 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),0.10989 # DEPENDENCYPART_GRANDPAR
(13,18),(18,8),-0.348777 # DEPENDENCYPART_GRANDPAR
(13,18),(18,15),0.0394587 # DEPENDENCYPART_GRANDPAR
(13,18),(18,16),0.0473254 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),0.0135395 # DEPENDENCYPART_GRANDPAR
(13,19),(19,2),-0.723905 # DEPENDENCYPART_GRANDPAR
(13,19),(19,4),-0.801984 # DEPENDENCYPART_GRANDPAR
(13,19),(19,10),-0.612397 # DEPENDENCYPART_GRANDPAR
(13,19),(19,11),-0.447333 # DEPENDENCYPART_GRANDPAR
(13,19),(19,12),-0.310544 # DEPENDENCYPART_GRANDPAR
(13,19),(19,13),-0.715695 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,19),(19,14),0.104368 # DEPENDENCYPART_GRANDPAR
(13,19),(19,15),0.134386 # DEPENDENCYPART_GRANDPAR
(13,19),(19,16),0.178924 # DEPENDENCYPART_GRANDPAR
(13,19),(19,17),0.0400674 # DEPENDENCYPART_GRANDPAR
(13,19),(19,18),0.156648 # DEPENDENCYPART_GRANDPAR
(13,19),(19,20),0.193443 # DEPENDENCYPART_GRANDPAR
(13,20),(20,3),-0.411179 # DEPENDENCYPART_GRANDPAR
(13,20),(20,7),-0.366717 # DEPENDENCYPART_GRANDPAR
(13,20),(20,9),-0.218344 # DEPENDENCYPART_GRANDPAR
(13,20),(20,13),-0.766183 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,20),(20,14),-0.0224018 # DEPENDENCYPART_GRANDPAR
(13,20),(20,15),0.0635514 # DEPENDENCYPART_GRANDPAR
(13,20),(20,18),-0.00590515 # DEPENDENCYPART_GRANDPAR
(13,20),(20,19),0.00631209 # DEPENDENCYPART_GRANDPAR
(13,20),(20,22),-0.550151 # DEPENDENCYPART_GRANDPAR
(13,21),(21,1),-0.394679 # DEPENDENCYPART_GRANDPAR
(13,21),(21,2),-0.359699 # DEPENDENCYPART_GRANDPAR
(13,21),(21,3),-0.358416 # DEPENDENCYPART_GRANDPAR
(13,21),(21,5),-0.0705665 # DEPENDENCYPART_GRANDPAR
(13,21),(21,6),-0.323468 # DEPENDENCYPART_GRANDPAR
(13,21),(21,7),-0.311384 # DEPENDENCYPART_GRANDPAR
(13,21),(21,8),-0.151036 # DEPENDENCYPART_GRANDPAR
(13,21),(21,9),-0.0965917 # DEPENDENCYPART_GRANDPAR
(13,21),(21,10),-0.295433 # DEPENDENCYPART_GRANDPAR
(13,21),(21,11),-0.00845391 # DEPENDENCYPART_GRANDPAR
(13,21),(21,12),0.0442395 # DEPENDENCYPART_GRANDPAR
(13,21),(21,13),-0.794746 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,21),(21,14),-0.0718622 # DEPENDENCYPART_GRANDPAR
(13,21),(21,15),0.0688759 # DEPENDENCYPART_GRANDPAR
(13,21),(21,16),0.0633008 # DEPENDENCYPART_GRANDPAR
(13,21),(21,17),-0.061814 # DEPENDENCYPART_GRANDPAR
(13,21),(21,18),0.00341962 # DEPENDENCYPART_GRANDPAR
(13,21),(21,19),0.0229516 # DEPENDENCYPART_GRANDPAR
(13,21),(21,20),0.1143 # DEPENDENCYPART_GRANDPAR
(13,21),(21,22),-0.555446 # DEPENDENCYPART_GRANDPAR
(15,1),(1,2),-0.424915 # DEPENDENCYPART_GRANDPAR
(15,1),(1,3),-0.509924 # DEPENDENCYPART_GRANDPAR
(15,1),(1,5),-0.144033 # DEPENDENCYPART_GRANDPAR
(15,1),(1,6),-0.237581 # DEPENDENCYPART_GRANDPAR
(15,1),(1,7),-0.0811422 # DEPENDENCYPART_GRANDPAR
(15,1),(1,9),-0.297335 # DEPENDENCYPART_GRANDPAR
(15,1),(1,11),-0.297512 # DEPENDENCYPART_GRANDPAR
(15,1),(1,12),0.0208159 # DEPENDENCYPART_GRANDPAR
(15,1),(1,13),-0.406342 # DEPENDENCYPART_GRANDPAR
(15,1),(1,14),-0.332163 # DEPENDENCYPART_GRANDPAR
(15,1),(1,15),-0.80876 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,1),(1,19),-0.619555 # DEPENDENCYPART_GRANDPAR
(15,1),(1,20),-0.544304 # DEPENDENCYPART_GRANDPAR
(15,1),(1,21),-0.446875 # DEPENDENCYPART_GRANDPAR
(15,1),(1,22),-0.881334 # DEPENDENCYPART_GRANDPAR
(15,3),(3,1),-0.369781 # DEPENDENCYPART_GRANDPAR
(15,3),(3,2),-0.538109 # DEPENDENCYPART_GRANDPAR
(15,3),(3,5),-0.172052 # DEPENDENCYPART_GRANDPAR
(15,3),(3,6),-0.316538 # DEPENDENCYPART_GRANDPAR
(15,3),(3,7),-0.159 # DEPENDENCYPART_GRANDPAR
(15,3),(3,8),-0.299493 # DEPENDENCYPART_GRANDPAR
(15,3),(3,9),-0.381037 # DEPENDENCYPART_GRANDPAR
(15,3),(3,10),-0.487011 # DEPENDENCYPART_GRANDPAR
(15,3),(3,11),-0.376317 # DEPENDENCYPART_GRANDPAR
(15,3),(3,12),-0.00339216 # DEPENDENCYPART_GRANDPAR
(15,3),(3,13),-0.473441 # DEPENDENCYPART_GRANDPAR
(15,3),(3,14),-0.41002 # DEPENDENCYPART_GRANDPAR
(15,3),(3,15),-1.11908 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,3),(3,16),-0.636487 # DEPENDENCYPART_GRANDPAR
(15,3),(3,18),-0.817958 # DEPENDENCYPART_GRANDPAR
(15,3),(3,19),-0.944317 # DEPENDENCYPART_GRANDPAR
(15,3),(3,20),-0.772888 # DEPENDENCYPART_GRANDPAR
(15,3),(3,21),-0.690287 # DEPENDENCYPART_GRANDPAR
(15,3),(3,22),-1.10577 # DEPENDENCYPART_GRANDPAR
(15,5),(5,1),-0.33596 # DEPENDENCYPART_GRANDPAR
(15,5),(5,2),-0.504494 # DEPENDENCYPART_GRANDPAR
(15,5),(5,4),-0.377913 # DEPENDENCYPART_GRANDPAR
(15,5),(5,13),-0.403292 # DEPENDENCYPART_GRANDPAR
(15,6),(6,1),-0.32202 # DEPENDENCYPART_GRANDPAR
(15,6),(6,2),-0.488786 # DEPENDENCYPART_GRANDPAR
(15,6),(6,3),-0.518635 # DEPENDENCYPART_GRANDPAR
(15,6),(6,4),-0.355354 # DEPENDENCYPART_GRANDPAR
(15,6),(6,5),-0.143603 # DEPENDENCYPART_GRANDPAR
(15,6),(6,7),-0.0925249 # DEPENDENCYPART_GRANDPAR
(15,6),(6,8),-0.303168 # DEPENDENCYPART_GRANDPAR
(15,6),(6,9),-0.274788 # DEPENDENCYPART_GRANDPAR
(15,6),(6,11),-0.273757 # DEPENDENCYPART_GRANDPAR
(15,6),(6,13),-0.415604 # DEPENDENCYPART_GRANDPAR
(15,6),(6,21),-0.374536 # DEPENDENCYPART_GRANDPAR
(15,6),(6,22),-0.866306 # DEPENDENCYPART_GRANDPAR
(15,8),(8,9),-0.360779 # DEPENDENCYPART_GRANDPAR
(15,8),(8,11),-0.358783 # DEPENDENCYPART_GRANDPAR
(15,8),(8,12),-0.0433626 # DEPENDENCYPART_GRANDPAR
(15,8),(8,19),-0.568398 # DEPENDENCYPART_GRANDPAR
(15,9),(9,1),-0.321276 # DEPENDENCYPART_GRANDPAR
(15,9),(9,2),-0.489421 # DEPENDENCYPART_GRANDPAR
(15,9),(9,3),-0.519904 # DEPENDENCYPART_GRANDPAR
(15,9),(9,4),-0.357855 # DEPENDENCYPART_GRANDPAR
(15,9),(9,5),-0.147992 # DEPENDENCYPART_GRANDPAR
(15,9),(9,6),-0.180983 # DEPENDENCYPART_GRANDPAR
(15,9),(9,7),-0.0656205 # DEPENDENCYPART_GRANDPAR
(15,9),(9,8),-0.279974 # DEPENDENCYPART_GRANDPAR
(15,9),(9,10),-0.405333 # DEPENDENCYPART_GRANDPAR
(15,9),(9,11),-0.285249 # DEPENDENCYPART_GRANDPAR
(15,9),(9,12),0.02424 # DEPENDENCYPART_GRANDPAR
(15,9),(9,14),-0.346888 # DEPENDENCYPART_GRANDPAR
(15,9),(9,19),-0.641719 # DEPENDENCYPART_GRANDPAR
(15,9),(9,21),-0.374538 # DEPENDENCYPART_GRANDPAR
(15,9),(9,22),-0.866306 # DEPENDENCYPART_GRANDPAR
(15,11),(11,4),-0.354598 # DEPENDENCYPART_GRANDPAR
(15,11),(11,6),-0.197129 # DEPENDENCYPART_GRANDPAR
(15,11),(11,8),-0.278401 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),-0.255779 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),-0.316243 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),0.0247483 # DEPENDENCYPART_GRANDPAR
(15,11),(11,21),-0.374536 # DEPENDENCYPART_GRANDPAR
(15,12),(12,1),-0.332474 # DEPENDENCYPART_GRANDPAR
(15,12),(12,2),-0.501813 # DEPENDENCYPART_GRANDPAR
(15,12),(12,3),-0.591742 # DEPENDENCYPART_GRANDPAR
(15,12),(12,6),-0.243577 # DEPENDENCYPART_GRANDPAR
(15,12),(12,7),-0.129401 # DEPENDENCYPART_GRANDPAR
(15,12),(12,8),-0.271158 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),-0.301422 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),-0.295227 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),-0.304526 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),-0.358463 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-0.77003 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,19),-0.58305 # DEPENDENCYPART_GRANDPAR
(15,12),(12,21),-0.364078 # DEPENDENCYPART_GRANDPAR
(15,12),(12,22),-0.856186 # DEPENDENCYPART_GRANDPAR
(15,13),(13,1),-0.345633 # DEPENDENCYPART_GRANDPAR
(15,13),(13,2),-0.533877 # DEPENDENCYPART_GRANDPAR
(15,13),(13,3),-0.581046 # DEPENDENCYPART_GRANDPAR
(15,13),(13,4),-0.447601 # DEPENDENCYPART_GRANDPAR
(15,13),(13,5),-0.172921 # DEPENDENCYPART_GRANDPAR
(15,13),(13,6),-0.267385 # DEPENDENCYPART_GRANDPAR
(15,13),(13,7),-0.196754 # DEPENDENCYPART_GRANDPAR
(15,13),(13,8),-0.34685 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),-0.332633 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),-0.375206 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.329462 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.0216259 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),-0.423969 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-1.11902 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,16),-0.635808 # DEPENDENCYPART_GRANDPAR
(15,13),(13,17),-0.881493 # DEPENDENCYPART_GRANDPAR
(15,13),(13,18),-0.81729 # DEPENDENCYPART_GRANDPAR
(15,13),(13,19),-0.94561 # DEPENDENCYPART_GRANDPAR
(15,13),(13,20),-0.772652 # DEPENDENCYPART_GRANDPAR
(15,13),(13,21),-0.690374 # DEPENDENCYPART_GRANDPAR
(15,13),(13,22),-1.10506 # DEPENDENCYPART_GRANDPAR
(15,18),(18,8),-0.698088 # DEPENDENCYPART_GRANDPAR
(15,18),(18,15),-0.307523 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,18),(18,16),0.0351507 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),-0.190536 # DEPENDENCYPART_GRANDPAR
(15,19),(19,2),-0.901794 # DEPENDENCYPART_GRANDPAR
(15,19),(19,4),-0.851229 # DEPENDENCYPART_GRANDPAR
(15,19),(19,10),-0.827148 # DEPENDENCYPART_GRANDPAR
(15,19),(19,11),-0.984173 # DEPENDENCYPART_GRANDPAR
(15,19),(19,12),-0.47316 # DEPENDENCYPART_GRANDPAR
