# _root_ A tervgazdaságban , ahol nem működik valódi gazdasági kalkuláció , a központi tervezőnek nincs eszköze a versengő beruházási javaslatok közötti ésszerű választáshoz .
#goldHeads=2,14,14,6,6,14,9,9,6,14,13,13,14,0,14,19,19,19,20,22,22,14,14,
#predictedHeads=2,6,6,6,6,0,9,9,6,6,13,13,14,6,14,19,19,19,20,22,22,14,6,
(13,22),(22,21),-0.0993858 # DEPENDENCYPART_GRANDPAR
(13,22),(22,23),-0.409348 # DEPENDENCYPART_GRANDPAR
(14,2),(2,1),0.10443 # DEPENDENCYPART_GRANDPAR
(14,2),(2,3),-0.0202776 # DEPENDENCYPART_GRANDPAR
(14,2),(2,6),0.13447 # DEPENDENCYPART_GRANDPAR
(14,2),(2,9),0.0795365 # DEPENDENCYPART_GRANDPAR
(14,2),(2,10),0.0589223 # DEPENDENCYPART_GRANDPAR
(14,2),(2,23),-1.02217 # DEPENDENCYPART_GRANDPAR
(14,4),(4,2),-0.188004 # DEPENDENCYPART_GRANDPAR
(14,4),(4,3),-0.162031 # DEPENDENCYPART_GRANDPAR
(14,4),(4,6),0.0885547 # DEPENDENCYPART_GRANDPAR
(14,4),(4,9),-0.053307 # DEPENDENCYPART_GRANDPAR
(14,4),(4,10),-0.0812231 # DEPENDENCYPART_GRANDPAR
(14,4),(4,13),0.373456 # DEPENDENCYPART_GRANDPAR
(14,4),(4,14),-1.17161 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,4),(4,19),-0.157328 # DEPENDENCYPART_GRANDPAR
(14,4),(4,22),-0.107716 # DEPENDENCYPART_GRANDPAR
(14,4),(4,23),-0.836136 # DEPENDENCYPART_GRANDPAR
(14,5),(5,2),-0.334208 # DEPENDENCYPART_GRANDPAR
(14,5),(5,3),-0.215179 # DEPENDENCYPART_GRANDPAR
(14,5),(5,4),-0.088263 # DEPENDENCYPART_GRANDPAR
(14,5),(5,6),0.104387 # DEPENDENCYPART_GRANDPAR
(14,5),(5,7),-0.2999 # DEPENDENCYPART_GRANDPAR
(14,5),(5,9),-0.0349715 # DEPENDENCYPART_GRANDPAR
(14,5),(5,10),-0.0852795 # DEPENDENCYPART_GRANDPAR
(14,5),(5,13),0.391792 # DEPENDENCYPART_GRANDPAR
(14,5),(5,14),-1.17553 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,5),(5,23),-0.838555 # DEPENDENCYPART_GRANDPAR
(14,6),(6,1),0.107927 # DEPENDENCYPART_GRANDPAR
(14,6),(6,2),-0.183005 # DEPENDENCYPART_GRANDPAR
(14,6),(6,3),-0.152831 # DEPENDENCYPART_GRANDPAR
(14,6),(6,4),0.0779432 # DEPENDENCYPART_GRANDPAR
(14,6),(6,5),0.144977 # DEPENDENCYPART_GRANDPAR
(14,6),(6,7),-0.271934 # DEPENDENCYPART_GRANDPAR
(14,6),(6,8),-0.225957 # DEPENDENCYPART_GRANDPAR
(14,6),(6,9),-0.038099 # DEPENDENCYPART_GRANDPAR
(14,6),(6,10),-0.123873 # DEPENDENCYPART_GRANDPAR
(14,6),(6,11),0.0643046 # DEPENDENCYPART_GRANDPAR
(14,6),(6,12),0.0323688 # DEPENDENCYPART_GRANDPAR
(14,6),(6,13),0.388664 # DEPENDENCYPART_GRANDPAR
(14,6),(6,14),-1.11126 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,6),(6,15),0.124519 # DEPENDENCYPART_GRANDPAR
(14,6),(6,17),-0.0866656 # DEPENDENCYPART_GRANDPAR
(14,6),(6,18),-0.0928435 # DEPENDENCYPART_GRANDPAR
(14,6),(6,19),-0.039665 # DEPENDENCYPART_GRANDPAR
(14,6),(6,20),-0.102234 # DEPENDENCYPART_GRANDPAR
(14,6),(6,21),-0.0658741 # DEPENDENCYPART_GRANDPAR
(14,6),(6,22),0.00994792 # DEPENDENCYPART_GRANDPAR
(14,6),(6,23),-0.723631 # DEPENDENCYPART_GRANDPAR
(14,7),(7,1),0.277481 # DEPENDENCYPART_GRANDPAR
(14,7),(7,2),-0.296641 # DEPENDENCYPART_GRANDPAR
(14,7),(7,3),-0.176135 # DEPENDENCYPART_GRANDPAR
(14,7),(7,4),-0.00807372 # DEPENDENCYPART_GRANDPAR
(14,7),(7,5),-0.0276853 # DEPENDENCYPART_GRANDPAR
(14,7),(7,6),0.00393659 # DEPENDENCYPART_GRANDPAR
(14,7),(7,8),-0.233249 # DEPENDENCYPART_GRANDPAR
(14,7),(7,9),-0.0638432 # DEPENDENCYPART_GRANDPAR
(14,7),(7,10),-0.0634539 # DEPENDENCYPART_GRANDPAR
(14,7),(7,14),-1.24546 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,7),(7,22),-0.276688 # DEPENDENCYPART_GRANDPAR
(14,8),(8,1),0.27548 # DEPENDENCYPART_GRANDPAR
(14,8),(8,2),-0.300561 # DEPENDENCYPART_GRANDPAR
(14,8),(8,3),-0.18018 # DEPENDENCYPART_GRANDPAR
(14,8),(8,4),-0.0130353 # DEPENDENCYPART_GRANDPAR
(14,8),(8,5),-0.0326477 # DEPENDENCYPART_GRANDPAR
(14,8),(8,6),0.00389482 # DEPENDENCYPART_GRANDPAR
(14,8),(8,7),-0.2727 # DEPENDENCYPART_GRANDPAR
(14,9),(9,1),0.10443 # DEPENDENCYPART_GRANDPAR
(14,9),(9,2),-0.155514 # DEPENDENCYPART_GRANDPAR
(14,9),(9,3),-0.111557 # DEPENDENCYPART_GRANDPAR
(14,9),(9,4),0.0206973 # DEPENDENCYPART_GRANDPAR
(14,9),(9,5),0.108547 # DEPENDENCYPART_GRANDPAR
(14,9),(9,6),0.100246 # DEPENDENCYPART_GRANDPAR
(14,9),(9,7),-0.173063 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),-0.170418 # DEPENDENCYPART_GRANDPAR
(14,9),(9,10),0.0589223 # DEPENDENCYPART_GRANDPAR
(14,9),(9,12),0.189616 # DEPENDENCYPART_GRANDPAR
(14,9),(9,13),0.5063 # DEPENDENCYPART_GRANDPAR
(14,9),(9,14),-1.34609 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,9),(9,19),-0.495782 # DEPENDENCYPART_GRANDPAR
(14,9),(9,20),-0.472025 # DEPENDENCYPART_GRANDPAR
(14,9),(9,22),-0.446169 # DEPENDENCYPART_GRANDPAR
(14,9),(9,23),-1.02217 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),0.269641 # DEPENDENCYPART_GRANDPAR
(14,11),(11,15),-0.103422 # DEPENDENCYPART_GRANDPAR
(14,11),(11,17),-0.304144 # DEPENDENCYPART_GRANDPAR
(14,12),(12,4),-0.00783809 # DEPENDENCYPART_GRANDPAR
(14,12),(12,7),-0.258112 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),-0.085681 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),0.370281 # DEPENDENCYPART_GRANDPAR
(14,13),(13,1),0.10443 # DEPENDENCYPART_GRANDPAR
(14,13),(13,5),0.108547 # DEPENDENCYPART_GRANDPAR
(14,13),(13,6),0.100246 # DEPENDENCYPART_GRANDPAR
(14,13),(13,7),-0.173063 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),-0.170418 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),0.0532366 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-0.0323567 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),0.198542 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),0.127437 # DEPENDENCYPART_GRANDPAR
(14,13),(13,15),-0.331364 # DEPENDENCYPART_GRANDPAR
(14,13),(13,19),-0.495782 # DEPENDENCYPART_GRANDPAR
(14,13),(13,22),-0.446169 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),-0.387792 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-0.424997 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.0979078 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.837294 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),0.235911 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),0.0916254 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),0.0854646 # DEPENDENCYPART_GRANDPAR
(14,15),(15,19),0.0868687 # DEPENDENCYPART_GRANDPAR
(14,15),(15,20),0.084317 # DEPENDENCYPART_GRANDPAR
(14,15),(15,22),0.129165 # DEPENDENCYPART_GRANDPAR
(14,15),(15,23),-0.611775 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),0.119221 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),0.11304 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),0.0648433 # DEPENDENCYPART_GRANDPAR
(14,16),(16,20),0.106707 # DEPENDENCYPART_GRANDPAR
(14,17),(17,11),-0.232979 # DEPENDENCYPART_GRANDPAR
(14,17),(17,15),0.127237 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),0.169684 # DEPENDENCYPART_GRANDPAR
(14,17),(17,22),-0.00591738 # DEPENDENCYPART_GRANDPAR
(14,18),(18,11),-0.23298 # DEPENDENCYPART_GRANDPAR
(14,18),(18,13),0.071574 # DEPENDENCYPART_GRANDPAR
(14,18),(18,15),0.127231 # DEPENDENCYPART_GRANDPAR
(14,18),(18,16),0.169684 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),-0.00579091 # DEPENDENCYPART_GRANDPAR
(14,18),(18,22),-0.00689012 # DEPENDENCYPART_GRANDPAR
(14,19),(19,7),-0.721914 # DEPENDENCYPART_GRANDPAR
(14,19),(19,8),-0.687673 # DEPENDENCYPART_GRANDPAR
(14,19),(19,11),-0.387791 # DEPENDENCYPART_GRANDPAR
(14,19),(19,12),-0.424996 # DEPENDENCYPART_GRANDPAR
(14,19),(19,13),-0.0979058 # DEPENDENCYPART_GRANDPAR
(14,19),(19,14),-0.833234 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,19),(19,15),0.270526 # DEPENDENCYPART_GRANDPAR
(14,19),(19,16),0.20269 # DEPENDENCYPART_GRANDPAR
(14,19),(19,17),0.155937 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),0.149614 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),0.0860278 # DEPENDENCYPART_GRANDPAR
(14,19),(19,22),0.129294 # DEPENDENCYPART_GRANDPAR
(14,19),(19,23),-0.613824 # DEPENDENCYPART_GRANDPAR
(14,20),(20,2),-0.56394 # DEPENDENCYPART_GRANDPAR
(14,20),(20,3),-0.430355 # DEPENDENCYPART_GRANDPAR
(14,20),(20,6),-0.284339 # DEPENDENCYPART_GRANDPAR
(14,20),(20,9),-0.355189 # DEPENDENCYPART_GRANDPAR
(14,20),(20,10),-0.351155 # DEPENDENCYPART_GRANDPAR
(14,20),(20,12),-0.27953 # DEPENDENCYPART_GRANDPAR
(14,20),(20,13),0.0715737 # DEPENDENCYPART_GRANDPAR
(14,20),(20,14),-0.905785 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,20),(20,15),0.1272 # DEPENDENCYPART_GRANDPAR
(14,20),(20,16),0.169673 # DEPENDENCYPART_GRANDPAR
(14,20),(20,17),-0.0057996 # DEPENDENCYPART_GRANDPAR
(14,20),(20,18),-0.0120551 # DEPENDENCYPART_GRANDPAR
(14,20),(20,19),-0.0349112 # DEPENDENCYPART_GRANDPAR
(14,20),(20,21),0.0233981 # DEPENDENCYPART_GRANDPAR
(14,20),(20,23),-0.665839 # DEPENDENCYPART_GRANDPAR
(14,21),(21,15),0.127233 # DEPENDENCYPART_GRANDPAR
(14,21),(21,16),0.169684 # DEPENDENCYPART_GRANDPAR
(14,21),(21,17),-0.00579032 # DEPENDENCYPART_GRANDPAR
(14,21),(21,18),-0.0120458 # DEPENDENCYPART_GRANDPAR
(14,21),(21,19),-0.0348788 # DEPENDENCYPART_GRANDPAR
(14,21),(21,20),-0.0214967 # DEPENDENCYPART_GRANDPAR
(14,22),(22,2),-0.733419 # DEPENDENCYPART_GRANDPAR
(14,22),(22,7),-0.721914 # DEPENDENCYPART_GRANDPAR
(14,22),(22,8),-0.687673 # DEPENDENCYPART_GRANDPAR
(14,22),(22,10),-0.455804 # DEPENDENCYPART_GRANDPAR
(14,22),(22,11),-0.387791 # DEPENDENCYPART_GRANDPAR
(14,22),(22,12),-0.424996 # DEPENDENCYPART_GRANDPAR
(14,22),(22,13),-0.0979058 # DEPENDENCYPART_GRANDPAR
(14,22),(22,14),-0.833234 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,22),(22,15),0.270526 # DEPENDENCYPART_GRANDPAR
(14,22),(22,16),0.20269 # DEPENDENCYPART_GRANDPAR
(14,22),(22,17),0.155937 # DEPENDENCYPART_GRANDPAR
(14,22),(22,18),0.149614 # DEPENDENCYPART_GRANDPAR
(14,22),(22,19),0.108424 # DEPENDENCYPART_GRANDPAR
(14,22),(22,20),0.139519 # DEPENDENCYPART_GRANDPAR
(14,22),(22,21),0.179136 # DEPENDENCYPART_GRANDPAR
(14,22),(22,23),-0.611381 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),-0.206067 # DEPENDENCYPART_GRANDPAR
(15,11),(11,15),-1.17052 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,11),(11,17),-0.64278 # DEPENDENCYPART_GRANDPAR
(15,12),(12,4),-0.387387 # DEPENDENCYPART_GRANDPAR
(15,12),(12,7),-0.333686 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),-0.394715 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),0.0610324 # DEPENDENCYPART_GRANDPAR
(15,13),(13,1),-0.229444 # DEPENDENCYPART_GRANDPAR
(15,13),(13,5),-0.358919 # DEPENDENCYPART_GRANDPAR
(15,13),(13,6),-0.509645 # DEPENDENCYPART_GRANDPAR
(15,13),(13,7),-0.373602 # DEPENDENCYPART_GRANDPAR
(15,13),(13,8),-0.435103 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),-0.515007 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),-0.279751 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),0.102531 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.220438 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-1.28234 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,19),-0.587198 # DEPENDENCYPART_GRANDPAR
(15,13),(13,22),-0.797092 # DEPENDENCYPART_GRANDPAR
(15,14),(14,2),-0.356299 # DEPENDENCYPART_GRANDPAR
(15,14),(14,3),-0.337775 # DEPENDENCYPART_GRANDPAR
(15,14),(14,4),-0.503282 # DEPENDENCYPART_GRANDPAR
(15,14),(14,5),-0.403798 # DEPENDENCYPART_GRANDPAR
(15,14),(14,6),-0.609618 # DEPENDENCYPART_GRANDPAR
(15,14),(14,7),-0.467543 # DEPENDENCYPART_GRANDPAR
(15,14),(14,8),-0.520631 # DEPENDENCYPART_GRANDPAR
(15,14),(14,9),-0.481382 # DEPENDENCYPART_GRANDPAR
(15,14),(14,10),-0.365981 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),-0.0714323 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),-0.307111 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.886491 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-1.22303 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),-0.622004 # DEPENDENCYPART_GRANDPAR
(15,14),(14,17),-0.607072 # DEPENDENCYPART_GRANDPAR
(15,14),(14,18),-0.564444 # DEPENDENCYPART_GRANDPAR
(15,14),(14,19),-0.527773 # DEPENDENCYPART_GRANDPAR
(15,14),(14,20),-0.590572 # DEPENDENCYPART_GRANDPAR
(15,14),(14,21),-0.725748 # DEPENDENCYPART_GRANDPAR
(15,14),(14,22),-0.737667 # DEPENDENCYPART_GRANDPAR
(15,14),(14,23),-0.827076 # DEPENDENCYPART_GRANDPAR
(15,16),(16,17),-0.229433 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),-0.186805 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),-0.12166 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),-0.214352 # DEPENDENCYPART_GRANDPAR
(15,17),(17,11),-0.430257 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-0.77146 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),-0.228077 # DEPENDENCYPART_GRANDPAR
(15,17),(17,22),-0.190776 # DEPENDENCYPART_GRANDPAR
(15,18),(18,11),-0.430257 # DEPENDENCYPART_GRANDPAR
(15,18),(18,13),-1.33461 # DEPENDENCYPART_GRANDPAR
(15,18),(18,15),-0.771466 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,18),(18,16),-0.228077 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),-0.126923 # DEPENDENCYPART_GRANDPAR
(15,18),(18,22),-0.193765 # DEPENDENCYPART_GRANDPAR
(15,19),(19,7),-0.838347 # DEPENDENCYPART_GRANDPAR
(15,19),(19,8),-0.895607 # DEPENDENCYPART_GRANDPAR
(15,19),(19,11),-0.493736 # DEPENDENCYPART_GRANDPAR
(15,19),(19,12),-0.680021 # DEPENDENCYPART_GRANDPAR
(15,19),(19,13),-1.39715 # DEPENDENCYPART_GRANDPAR
(15,19),(19,14),-0.730008 # DEPENDENCYPART_GRANDPAR
(15,19),(19,15),-0.684636 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,19),(19,16),-0.254088 # DEPENDENCYPART_GRANDPAR
(15,19),(19,17),-0.111684 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),-0.069088 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),-0.196432 # DEPENDENCYPART_GRANDPAR
(15,19),(19,22),-0.317621 # DEPENDENCYPART_GRANDPAR
(15,19),(19,23),-0.456304 # DEPENDENCYPART_GRANDPAR
(15,20),(20,2),-0.804421 # DEPENDENCYPART_GRANDPAR
(15,20),(20,3),-0.604067 # DEPENDENCYPART_GRANDPAR
(15,20),(20,6),-0.901787 # DEPENDENCYPART_GRANDPAR
(15,20),(20,9),-0.929504 # DEPENDENCYPART_GRANDPAR
(15,20),(20,10),-0.632273 # DEPENDENCYPART_GRANDPAR
(15,20),(20,12),-0.627164 # DEPENDENCYPART_GRANDPAR
(15,20),(20,13),-1.33461 # DEPENDENCYPART_GRANDPAR
(15,20),(20,14),-0.715751 # DEPENDENCYPART_GRANDPAR
(15,20),(20,15),-0.771671 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,20),(20,16),-0.228263 # DEPENDENCYPART_GRANDPAR
(15,20),(20,17),-0.127108 # DEPENDENCYPART_GRANDPAR
(15,20),(20,18),-0.0845145 # DEPENDENCYPART_GRANDPAR
(15,20),(20,19),-0.0765263 # DEPENDENCYPART_GRANDPAR
(15,20),(20,21),-0.23268 # DEPENDENCYPART_GRANDPAR
(15,20),(20,23),-0.354747 # DEPENDENCYPART_GRANDPAR
(15,22),(22,2),-0.866955 # DEPENDENCYPART_GRANDPAR
(15,22),(22,7),-0.838347 # DEPENDENCYPART_GRANDPAR
(15,22),(22,8),-0.895607 # DEPENDENCYPART_GRANDPAR
(15,22),(22,10),-0.656106 # DEPENDENCYPART_GRANDPAR
(15,22),(22,11),-0.493736 # DEPENDENCYPART_GRANDPAR
(15,22),(22,12),-0.680021 # DEPENDENCYPART_GRANDPAR
(15,22),(22,13),-1.39715 # DEPENDENCYPART_GRANDPAR
(15,22),(22,14),-0.730008 # DEPENDENCYPART_GRANDPAR
(15,22),(22,15),-0.684636 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,22),(22,16),-0.254088 # DEPENDENCYPART_GRANDPAR
(15,22),(22,17),-0.111684 # DEPENDENCYPART_GRANDPAR
(15,22),(22,18),-0.069088 # DEPENDENCYPART_GRANDPAR
(15,22),(22,19),0.0105145 # DEPENDENCYPART_GRANDPAR
(15,22),(22,20),-0.0965991 # DEPENDENCYPART_GRANDPAR
(15,22),(22,21),-0.23069 # DEPENDENCYPART_GRANDPAR
(15,22),(22,23),-0.458743 # DEPENDENCYPART_GRANDPAR
(16,17),(17,11),-0.599746 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-0.638231 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-0.655334 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,22),-0.322633 # DEPENDENCYPART_GRANDPAR
(16,18),(18,11),-0.599746 # DEPENDENCYPART_GRANDPAR
(16,18),(18,13),-0.712827 # DEPENDENCYPART_GRANDPAR
(16,18),(18,15),-0.638232 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-0.655334 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),-0.0944753 # DEPENDENCYPART_GRANDPAR
(16,18),(18,22),-0.323605 # DEPENDENCYPART_GRANDPAR
(16,19),(19,7),-0.439988 # DEPENDENCYPART_GRANDPAR
(16,19),(19,8),-0.453077 # DEPENDENCYPART_GRANDPAR
(16,19),(19,11),-0.642907 # DEPENDENCYPART_GRANDPAR
(16,19),(19,12),-0.385895 # DEPENDENCYPART_GRANDPAR
(16,19),(19,13),-0.760894 # DEPENDENCYPART_GRANDPAR
(16,19),(19,14),-0.570919 # DEPENDENCYPART_GRANDPAR
(16,19),(19,15),-0.686299 # DEPENDENCYPART_GRANDPAR
(16,19),(19,16),-0.72452 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,19),(19,17),-0.132198 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),-0.223019 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),-0.242497 # DEPENDENCYPART_GRANDPAR
(16,19),(19,22),-0.29007 # DEPENDENCYPART_GRANDPAR
(16,19),(19,23),-0.282702 # DEPENDENCYPART_GRANDPAR
(16,20),(20,2),-0.893684 # DEPENDENCYPART_GRANDPAR
(16,20),(20,3),-0.584799 # DEPENDENCYPART_GRANDPAR
(16,20),(20,6),-0.644025 # DEPENDENCYPART_GRANDPAR
(16,20),(20,9),-0.816096 # DEPENDENCYPART_GRANDPAR
(16,20),(20,10),-0.49912 # DEPENDENCYPART_GRANDPAR
(16,20),(20,12),-0.353099 # DEPENDENCYPART_GRANDPAR
(16,20),(20,13),-0.712827 # DEPENDENCYPART_GRANDPAR
(16,20),(20,14),-0.567365 # DEPENDENCYPART_GRANDPAR
(16,20),(20,15),-0.638232 # DEPENDENCYPART_GRANDPAR
(16,20),(20,16),-0.655346 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,20),(20,17),-0.0944869 # DEPENDENCYPART_GRANDPAR
(16,20),(20,18),-0.185319 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),-0.198285 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),-0.285277 # DEPENDENCYPART_GRANDPAR
(16,20),(20,23),-0.296455 # DEPENDENCYPART_GRANDPAR
(17,11),(11,12),-0.388223 # DEPENDENCYPART_GRANDPAR
(17,11),(11,15),-0.681247 # DEPENDENCYPART_GRANDPAR
(17,11),(11,17),-0.878207 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,11),-0.404692 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),-0.427858 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),-0.393434 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),-0.504246 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),-0.502526 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-0.91135 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,18),-0.404061 # DEPENDENCYPART_GRANDPAR
(17,15),(15,19),-0.575794 # DEPENDENCYPART_GRANDPAR
(17,15),(15,20),-0.557773 # DEPENDENCYPART_GRANDPAR
(17,15),(15,22),-0.8176 # DEPENDENCYPART_GRANDPAR
(17,15),(15,23),-0.771365 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-0.878207 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,18),-0.370918 # DEPENDENCYPART_GRANDPAR
(17,16),(16,19),-0.479153 # DEPENDENCYPART_GRANDPAR
(17,16),(16,20),-0.524629 # DEPENDENCYPART_GRANDPAR
(17,22),(22,2),-1.22049 # DEPENDENCYPART_GRANDPAR
(17,22),(22,7),-1.07786 # DEPENDENCYPART_GRANDPAR
(17,22),(22,8),-0.986718 # DEPENDENCYPART_GRANDPAR
(17,22),(22,10),-0.834468 # DEPENDENCYPART_GRANDPAR
(17,22),(22,11),-0.876502 # DEPENDENCYPART_GRANDPAR
(17,22),(22,12),-0.887617 # DEPENDENCYPART_GRANDPAR
(17,22),(22,13),-0.976847 # DEPENDENCYPART_GRANDPAR
(17,22),(22,14),-0.96495 # DEPENDENCYPART_GRANDPAR
(17,22),(22,15),-1.20693 # DEPENDENCYPART_GRANDPAR
(17,22),(22,16),-0.866639 # DEPENDENCYPART_GRANDPAR
(17,22),(22,17),-0.462528 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,22),(22,18),0.0447725 # DEPENDENCYPART_GRANDPAR
(17,22),(22,19),-0.0435498 # DEPENDENCYPART_GRANDPAR
(17,22),(22,20),-0.109743 # DEPENDENCYPART_GRANDPAR
(17,22),(22,21),-0.131128 # DEPENDENCYPART_GRANDPAR
(17,22),(22,23),-0.37124 # DEPENDENCYPART_GRANDPAR
(18,11),(11,12),-0.205502 # DEPENDENCYPART_GRANDPAR
(18,11),(11,15),-0.530038 # DEPENDENCYPART_GRANDPAR
(18,11),(11,17),-0.0573433 # DEPENDENCYPART_GRANDPAR
(18,13),(13,1),-0.48212 # DEPENDENCYPART_GRANDPAR
(18,13),(13,5),-0.310498 # DEPENDENCYPART_GRANDPAR
(18,13),(13,6),-0.387748 # DEPENDENCYPART_GRANDPAR
(18,13),(13,7),-0.415359 # DEPENDENCYPART_GRANDPAR
(18,13),(13,8),-0.322562 # DEPENDENCYPART_GRANDPAR
(18,13),(13,9),-0.495903 # DEPENDENCYPART_GRANDPAR
(18,13),(13,10),-0.275339 # DEPENDENCYPART_GRANDPAR
(18,13),(13,11),-0.13597 # DEPENDENCYPART_GRANDPAR
(18,13),(13,12),-0.242708 # DEPENDENCYPART_GRANDPAR
(18,13),(13,15),-0.524378 # DEPENDENCYPART_GRANDPAR
(18,13),(13,19),-0.533914 # DEPENDENCYPART_GRANDPAR
(18,13),(13,22),-0.851285 # DEPENDENCYPART_GRANDPAR
(18,15),(15,11),-0.13597 # DEPENDENCYPART_GRANDPAR
(18,15),(15,12),-0.24611 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),-0.230222 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),-0.301921 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),-0.211516 # DEPENDENCYPART_GRANDPAR
(18,15),(15,17),-0.103266 # DEPENDENCYPART_GRANDPAR
(18,15),(15,18),-0.915739 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,15),(15,19),-0.533914 # DEPENDENCYPART_GRANDPAR
(18,15),(15,20),-0.528025 # DEPENDENCYPART_GRANDPAR
(18,15),(15,22),-0.851285 # DEPENDENCYPART_GRANDPAR
(18,15),(15,23),-0.75677 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),-0.0573433 # DEPENDENCYPART_GRANDPAR
