# _root_ Az első hidegzuhany az esztergomi ralin ért , ahol a motor úgy kikészült , hogy a kukába lehetett dobni .
#goldHeads=3,3,7,6,6,7,0,7,13,11,13,13,7,13,13,17,19,13,18,7,
#predictedHeads=3,3,7,6,6,7,0,7,13,11,13,13,7,13,13,17,19,13,18,7,
(19,13),(13,11),-0.090213 # DEPENDENCYPART_GRANDPAR
(19,13),(13,12),-0.105669 # DEPENDENCYPART_GRANDPAR
(19,13),(13,14),-0.19497 # DEPENDENCYPART_GRANDPAR
(19,13),(13,15),-0.111257 # DEPENDENCYPART_GRANDPAR
(19,13),(13,16),-0.077328 # DEPENDENCYPART_GRANDPAR
(19,13),(13,17),0.156146 # DEPENDENCYPART_GRANDPAR
(19,13),(13,18),-0.239798 # DEPENDENCYPART_GRANDPAR
(19,13),(13,19),-0.986668 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,13),(13,20),-0.49303 # DEPENDENCYPART_GRANDPAR
(19,15),(15,5),-0.345936 # DEPENDENCYPART_GRANDPAR
(19,15),(15,6),-0.428734 # DEPENDENCYPART_GRANDPAR
(19,15),(15,7),-0.934726 # DEPENDENCYPART_GRANDPAR
(19,15),(15,8),-0.443134 # DEPENDENCYPART_GRANDPAR
(19,15),(15,11),-0.423518 # DEPENDENCYPART_GRANDPAR
(19,15),(15,12),-0.360846 # DEPENDENCYPART_GRANDPAR
(19,15),(15,13),-0.825532 # DEPENDENCYPART_GRANDPAR
(19,15),(15,14),-0.441272 # DEPENDENCYPART_GRANDPAR
(19,15),(15,17),-0.104721 # DEPENDENCYPART_GRANDPAR
(19,15),(15,18),-0.438991 # DEPENDENCYPART_GRANDPAR
(19,15),(15,19),-1.3071 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,15),(15,20),-0.795759 # DEPENDENCYPART_GRANDPAR
(19,17),(17,3),-0.124365 # DEPENDENCYPART_GRANDPAR
(19,17),(17,10),-0.0924497 # DEPENDENCYPART_GRANDPAR
(19,17),(17,13),-0.246255 # DEPENDENCYPART_GRANDPAR
(19,17),(17,14),-0.0923115 # DEPENDENCYPART_GRANDPAR
(19,17),(17,15),-0.127213 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),0.0894517 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),-0.168027 # DEPENDENCYPART_GRANDPAR
(19,18),(18,1),0.193016 # DEPENDENCYPART_GRANDPAR
(19,18),(18,3),-0.227019 # DEPENDENCYPART_GRANDPAR
(19,18),(18,4),-0.0661166 # DEPENDENCYPART_GRANDPAR
(19,18),(18,6),-0.130981 # DEPENDENCYPART_GRANDPAR
(19,18),(18,7),-0.374309 # DEPENDENCYPART_GRANDPAR
(19,18),(18,8),-0.208808 # DEPENDENCYPART_GRANDPAR
(19,18),(18,9),-0.0750099 # DEPENDENCYPART_GRANDPAR
(19,18),(18,11),-0.125244 # DEPENDENCYPART_GRANDPAR
(19,18),(18,12),-0.146243 # DEPENDENCYPART_GRANDPAR
(19,18),(18,13),-0.271156 # DEPENDENCYPART_GRANDPAR
(19,18),(18,14),-0.206946 # DEPENDENCYPART_GRANDPAR
(19,18),(18,15),-0.0502052 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),0.0502639 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),0.165767 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-0.992335 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,20),-0.49694 # DEPENDENCYPART_GRANDPAR
