# _root_ A junior lányok versenyén Mester_Orsolyáé ( 347 ) az első hely , a fiúk között Dienes_Miklósé ( 505 ) , aki mögött Varga_Zoltán a harmadik lett ( 495 ) .
#goldHeads=3,3,4,5,0,7,5,7,11,11,5,5,14,15,16,5,18,16,18,16,22,26,26,25,26,16,28,26,28,5,
#predictedHeads=3,3,4,5,0,7,5,7,11,11,15,15,14,15,16,26,18,16,18,26,22,26,26,25,26,0,28,26,28,26,
(5,11),(11,7),0.437689 # DEPENDENCYPART_GRANDPAR
(5,11),(11,8),0.0494923 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),-0.0742701 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),0.405497 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),-0.0363507 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),0.0595914 # DEPENDENCYPART_GRANDPAR
(5,11),(11,15),0.141368 # DEPENDENCYPART_GRANDPAR
(5,11),(11,16),-0.117057 # DEPENDENCYPART_GRANDPAR
(5,11),(11,17),-0.259137 # DEPENDENCYPART_GRANDPAR
(5,11),(11,18),0.135174 # DEPENDENCYPART_GRANDPAR
(5,11),(11,19),-0.165229 # DEPENDENCYPART_GRANDPAR
(5,11),(11,20),-0.0747989 # DEPENDENCYPART_GRANDPAR
(5,11),(11,22),0.0702826 # DEPENDENCYPART_GRANDPAR
(5,11),(11,26),-0.233176 # DEPENDENCYPART_GRANDPAR
(5,11),(11,27),-0.419651 # DEPENDENCYPART_GRANDPAR
(5,11),(11,29),-0.377603 # DEPENDENCYPART_GRANDPAR
(5,11),(11,30),-0.520587 # DEPENDENCYPART_GRANDPAR
(5,14),(14,4),0.112581 # DEPENDENCYPART_GRANDPAR
(5,14),(14,7),0.437691 # DEPENDENCYPART_GRANDPAR
(5,14),(14,9),-0.0742123 # DEPENDENCYPART_GRANDPAR
(5,14),(14,10),0.4055 # DEPENDENCYPART_GRANDPAR
(5,14),(14,11),0.162574 # DEPENDENCYPART_GRANDPAR
(5,14),(14,12),-0.00865823 # DEPENDENCYPART_GRANDPAR
(5,14),(14,13),-0.352924 # DEPENDENCYPART_GRANDPAR
(5,14),(14,15),0.142041 # DEPENDENCYPART_GRANDPAR
(5,14),(14,16),-0.116377 # DEPENDENCYPART_GRANDPAR
(5,14),(14,18),0.135847 # DEPENDENCYPART_GRANDPAR
(5,14),(14,22),0.0709557 # DEPENDENCYPART_GRANDPAR
(5,14),(14,23),0.0964333 # DEPENDENCYPART_GRANDPAR
(5,15),(15,2),-0.724277 # DEPENDENCYPART_GRANDPAR
(5,15),(15,3),-0.2978 # DEPENDENCYPART_GRANDPAR
(5,15),(15,4),0.228829 # DEPENDENCYPART_GRANDPAR
(5,15),(15,5),-0.45844 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,15),(15,6),0.0227558 # DEPENDENCYPART_GRANDPAR
(5,15),(15,7),0.393578 # DEPENDENCYPART_GRANDPAR
(5,15),(15,8),0.0555779 # DEPENDENCYPART_GRANDPAR
(5,15),(15,9),-0.0952221 # DEPENDENCYPART_GRANDPAR
(5,15),(15,11),0.0849581 # DEPENDENCYPART_GRANDPAR
(5,15),(15,12),-0.0461785 # DEPENDENCYPART_GRANDPAR
(5,15),(15,13),-0.363905 # DEPENDENCYPART_GRANDPAR
(5,15),(15,14),0.102909 # DEPENDENCYPART_GRANDPAR
(5,15),(15,16),-0.133498 # DEPENDENCYPART_GRANDPAR
(5,15),(15,17),-0.212414 # DEPENDENCYPART_GRANDPAR
(5,15),(15,18),0.139602 # DEPENDENCYPART_GRANDPAR
(5,15),(15,19),-0.175945 # DEPENDENCYPART_GRANDPAR
(5,15),(15,20),-0.072947 # DEPENDENCYPART_GRANDPAR
(5,15),(15,23),0.0793125 # DEPENDENCYPART_GRANDPAR
(5,15),(15,26),-0.275054 # DEPENDENCYPART_GRANDPAR
(5,15),(15,29),-0.388319 # DEPENDENCYPART_GRANDPAR
(5,16),(16,3),-0.414048 # DEPENDENCYPART_GRANDPAR
(5,16),(16,4),0.112581 # DEPENDENCYPART_GRANDPAR
(5,16),(16,5),-0.380137 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,16),(16,6),0.0384152 # DEPENDENCYPART_GRANDPAR
(5,16),(16,8),0.049499 # DEPENDENCYPART_GRANDPAR
(5,16),(16,9),-0.0742123 # DEPENDENCYPART_GRANDPAR
(5,16),(16,10),0.4055 # DEPENDENCYPART_GRANDPAR
(5,16),(16,11),0.162574 # DEPENDENCYPART_GRANDPAR
(5,16),(16,12),-0.00865823 # DEPENDENCYPART_GRANDPAR
(5,16),(16,13),-0.352924 # DEPENDENCYPART_GRANDPAR
(5,16),(16,14),0.181212 # DEPENDENCYPART_GRANDPAR
(5,16),(16,15),0.150785 # DEPENDENCYPART_GRANDPAR
(5,16),(16,17),-0.258457 # DEPENDENCYPART_GRANDPAR
(5,16),(16,18),0.135847 # DEPENDENCYPART_GRANDPAR
(5,16),(16,19),-0.16455 # DEPENDENCYPART_GRANDPAR
(5,16),(16,20),-0.0741127 # DEPENDENCYPART_GRANDPAR
(5,16),(16,22),0.0709557 # DEPENDENCYPART_GRANDPAR
(5,16),(16,23),0.0964333 # DEPENDENCYPART_GRANDPAR
(5,16),(16,26),-0.232486 # DEPENDENCYPART_GRANDPAR
(5,16),(16,27),-0.418971 # DEPENDENCYPART_GRANDPAR
(5,16),(16,28),-0.0376255 # DEPENDENCYPART_GRANDPAR
(5,16),(16,29),-0.376924 # DEPENDENCYPART_GRANDPAR
(5,16),(16,30),-0.519914 # DEPENDENCYPART_GRANDPAR
(5,26),(26,2),-0.745688 # DEPENDENCYPART_GRANDPAR
(5,26),(26,3),-0.355932 # DEPENDENCYPART_GRANDPAR
(5,26),(26,4),0.170977 # DEPENDENCYPART_GRANDPAR
(5,26),(26,5),-0.537973 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,26),(26,6),-0.0237237 # DEPENDENCYPART_GRANDPAR
(5,26),(26,7),0.429859 # DEPENDENCYPART_GRANDPAR
(5,26),(26,8),0.029354 # DEPENDENCYPART_GRANDPAR
(5,26),(26,9),-0.0915574 # DEPENDENCYPART_GRANDPAR
(5,26),(26,11),0.00539979 # DEPENDENCYPART_GRANDPAR
(5,26),(26,12),-0.13638 # DEPENDENCYPART_GRANDPAR
(5,26),(26,13),-0.381861 # DEPENDENCYPART_GRANDPAR
(5,26),(26,14),0.0233766 # DEPENDENCYPART_GRANDPAR
(5,26),(26,15),0.163282 # DEPENDENCYPART_GRANDPAR
(5,26),(26,16),-0.153272 # DEPENDENCYPART_GRANDPAR
(5,26),(26,17),-0.246076 # DEPENDENCYPART_GRANDPAR
(5,26),(26,18),0.112762 # DEPENDENCYPART_GRANDPAR
(5,26),(26,19),-0.175236 # DEPENDENCYPART_GRANDPAR
(5,26),(26,20),-0.174828 # DEPENDENCYPART_GRANDPAR
(5,26),(26,21),0.142694 # DEPENDENCYPART_GRANDPAR
(5,26),(26,22),0.0947469 # DEPENDENCYPART_GRANDPAR
(5,26),(26,23),0.0595389 # DEPENDENCYPART_GRANDPAR
(5,26),(26,24),-0.521048 # DEPENDENCYPART_GRANDPAR
(5,26),(26,25),0.00334264 # DEPENDENCYPART_GRANDPAR
(5,26),(26,27),-0.421446 # DEPENDENCYPART_GRANDPAR
(5,26),(26,28),-0.124513 # DEPENDENCYPART_GRANDPAR
(5,26),(26,29),-0.456593 # DEPENDENCYPART_GRANDPAR
(5,26),(26,30),-0.537742 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.325822 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.666561 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),-0.515132 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),-0.534585 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-0.94058 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,15),-0.594087 # DEPENDENCYPART_GRANDPAR
(7,3),(3,22),-0.630537 # DEPENDENCYPART_GRANDPAR
(7,3),(3,26),-0.311409 # DEPENDENCYPART_GRANDPAR
(7,3),(3,30),-1.11276 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.332596 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.673334 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.447929 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),-0.513359 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),-0.529843 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-0.94058 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,8),-0.621429 # DEPENDENCYPART_GRANDPAR
(7,4),(4,11),-0.535241 # DEPENDENCYPART_GRANDPAR
(7,4),(4,15),-0.594087 # DEPENDENCYPART_GRANDPAR
(7,4),(4,22),-0.630537 # DEPENDENCYPART_GRANDPAR
(7,4),(4,26),-0.311409 # DEPENDENCYPART_GRANDPAR
(7,4),(4,30),-1.11276 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.332596 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.673334 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.447929 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.557569 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.529843 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-0.94058 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.621429 # DEPENDENCYPART_GRANDPAR
(7,5),(5,11),-0.535241 # DEPENDENCYPART_GRANDPAR
(7,5),(5,12),-0.587251 # DEPENDENCYPART_GRANDPAR
(7,5),(5,14),-0.544597 # DEPENDENCYPART_GRANDPAR
(7,5),(5,15),-0.594087 # DEPENDENCYPART_GRANDPAR
(7,5),(5,16),-0.581123 # DEPENDENCYPART_GRANDPAR
(7,5),(5,17),-0.667405 # DEPENDENCYPART_GRANDPAR
(7,5),(5,19),-0.815194 # DEPENDENCYPART_GRANDPAR
(7,5),(5,20),-0.501328 # DEPENDENCYPART_GRANDPAR
(7,5),(5,26),-0.311409 # DEPENDENCYPART_GRANDPAR
(7,5),(5,27),-0.75232 # DEPENDENCYPART_GRANDPAR
(7,5),(5,29),-0.928041 # DEPENDENCYPART_GRANDPAR
(7,5),(5,30),-1.11276 # DEPENDENCYPART_GRANDPAR
(7,11),(11,1),-0.731346 # DEPENDENCYPART_GRANDPAR
(7,11),(11,2),-1.07193 # DEPENDENCYPART_GRANDPAR
(7,11),(11,3),-0.904293 # DEPENDENCYPART_GRANDPAR
(7,11),(11,4),-1.00952 # DEPENDENCYPART_GRANDPAR
(7,11),(11,5),-1.0007 # DEPENDENCYPART_GRANDPAR
(7,11),(11,6),-0.860753 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-0.547737 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,8),-0.301592 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),-0.0275468 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),-0.0521319 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.238551 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),-0.0926526 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),-0.275864 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),-0.129178 # DEPENDENCYPART_GRANDPAR
(7,11),(11,17),-0.362876 # DEPENDENCYPART_GRANDPAR
(7,11),(11,18),-0.354045 # DEPENDENCYPART_GRANDPAR
(7,11),(11,19),-0.484467 # DEPENDENCYPART_GRANDPAR
(7,11),(11,20),-0.152628 # DEPENDENCYPART_GRANDPAR
(7,11),(11,22),-0.308718 # DEPENDENCYPART_GRANDPAR
(7,11),(11,26),0.0822273 # DEPENDENCYPART_GRANDPAR
(7,11),(11,27),-0.447791 # DEPENDENCYPART_GRANDPAR
(7,11),(11,29),-0.597314 # DEPENDENCYPART_GRANDPAR
(7,11),(11,30),-0.786885 # DEPENDENCYPART_GRANDPAR
(7,14),(14,4),-1.00952 # DEPENDENCYPART_GRANDPAR
(7,14),(14,7),-0.547737 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,14),(14,9),-0.0274915 # DEPENDENCYPART_GRANDPAR
(7,14),(14,10),-0.0521319 # DEPENDENCYPART_GRANDPAR
(7,14),(14,11),-0.0485844 # DEPENDENCYPART_GRANDPAR
(7,14),(14,12),-0.230754 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),-0.309954 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),-0.275864 # DEPENDENCYPART_GRANDPAR
(7,14),(14,16),-0.129172 # DEPENDENCYPART_GRANDPAR
(7,14),(14,18),-0.354045 # DEPENDENCYPART_GRANDPAR
(7,14),(14,22),-0.308718 # DEPENDENCYPART_GRANDPAR
(7,14),(14,23),-0.204876 # DEPENDENCYPART_GRANDPAR
(7,16),(16,3),-0.904293 # DEPENDENCYPART_GRANDPAR
(7,16),(16,4),-1.00952 # DEPENDENCYPART_GRANDPAR
(7,16),(16,5),-1.0007 # DEPENDENCYPART_GRANDPAR
(7,16),(16,6),-0.860753 # DEPENDENCYPART_GRANDPAR
(7,16),(16,8),-0.301588 # DEPENDENCYPART_GRANDPAR
(7,16),(16,9),-0.0274915 # DEPENDENCYPART_GRANDPAR
(7,16),(16,10),-0.0521319 # DEPENDENCYPART_GRANDPAR
(7,16),(16,11),-0.0485844 # DEPENDENCYPART_GRANDPAR
(7,16),(16,12),-0.230754 # DEPENDENCYPART_GRANDPAR
(7,16),(16,13),-0.309954 # DEPENDENCYPART_GRANDPAR
(7,16),(16,14),-0.0572565 # DEPENDENCYPART_GRANDPAR
(7,16),(16,15),-0.236686 # DEPENDENCYPART_GRANDPAR
(7,16),(16,17),-0.36287 # DEPENDENCYPART_GRANDPAR
(7,16),(16,18),-0.354045 # DEPENDENCYPART_GRANDPAR
(7,16),(16,19),-0.48446 # DEPENDENCYPART_GRANDPAR
(7,16),(16,20),-0.152615 # DEPENDENCYPART_GRANDPAR
(7,16),(16,22),-0.308718 # DEPENDENCYPART_GRANDPAR
(7,16),(16,23),-0.204876 # DEPENDENCYPART_GRANDPAR
(7,16),(16,26),0.0822439 # DEPENDENCYPART_GRANDPAR
(7,16),(16,27),-0.447785 # DEPENDENCYPART_GRANDPAR
(7,16),(16,28),-0.399731 # DEPENDENCYPART_GRANDPAR
(7,16),(16,29),-0.597307 # DEPENDENCYPART_GRANDPAR
(7,16),(16,30),-0.786885 # DEPENDENCYPART_GRANDPAR
(7,18),(18,8),-0.276427 # DEPENDENCYPART_GRANDPAR
(7,18),(18,12),-0.274698 # DEPENDENCYPART_GRANDPAR
(7,18),(18,14),-0.100358 # DEPENDENCYPART_GRANDPAR
(7,18),(18,15),-0.234194 # DEPENDENCYPART_GRANDPAR
(7,18),(18,16),-0.136883 # DEPENDENCYPART_GRANDPAR
(7,18),(18,17),-0.331161 # DEPENDENCYPART_GRANDPAR
(7,18),(18,19),-0.444402 # DEPENDENCYPART_GRANDPAR
(7,18),(18,20),-0.159606 # DEPENDENCYPART_GRANDPAR
(7,18),(18,23),-0.252741 # DEPENDENCYPART_GRANDPAR
(7,18),(18,26),0.0440922 # DEPENDENCYPART_GRANDPAR
(7,18),(18,27),-0.372747 # DEPENDENCYPART_GRANDPAR
(7,18),(18,28),-0.452124 # DEPENDENCYPART_GRANDPAR
(7,18),(18,29),-0.557249 # DEPENDENCYPART_GRANDPAR
(7,18),(18,30),-0.796434 # DEPENDENCYPART_GRANDPAR
(7,23),(23,3),-0.904293 # DEPENDENCYPART_GRANDPAR
(7,23),(23,4),-1.00952 # DEPENDENCYPART_GRANDPAR
(7,23),(23,5),-1.0007 # DEPENDENCYPART_GRANDPAR
(7,23),(23,9),-0.0274915 # DEPENDENCYPART_GRANDPAR
(7,23),(23,10),-0.0521319 # DEPENDENCYPART_GRANDPAR
(7,23),(23,11),-0.0485844 # DEPENDENCYPART_GRANDPAR
(7,23),(23,13),-0.309954 # DEPENDENCYPART_GRANDPAR
(7,23),(23,14),-0.0572565 # DEPENDENCYPART_GRANDPAR
(7,23),(23,15),-0.236686 # DEPENDENCYPART_GRANDPAR
(7,23),(23,16),-0.0937823 # DEPENDENCYPART_GRANDPAR
(7,23),(23,17),-0.336495 # DEPENDENCYPART_GRANDPAR
(7,23),(23,19),-0.495353 # DEPENDENCYPART_GRANDPAR
(7,23),(23,20),-0.144831 # DEPENDENCYPART_GRANDPAR
(7,23),(23,21),-0.540982 # DEPENDENCYPART_GRANDPAR
(7,23),(23,22),-0.277519 # DEPENDENCYPART_GRANDPAR
(7,23),(23,25),-0.174961 # DEPENDENCYPART_GRANDPAR
(7,23),(23,27),-0.447785 # DEPENDENCYPART_GRANDPAR
(7,23),(23,28),-0.399731 # DEPENDENCYPART_GRANDPAR
(7,23),(23,29),-0.597307 # DEPENDENCYPART_GRANDPAR
(7,23),(23,30),-0.786885 # DEPENDENCYPART_GRANDPAR
(7,26),(26,2),-1.04183 # DEPENDENCYPART_GRANDPAR
(7,26),(26,3),-0.88526 # DEPENDENCYPART_GRANDPAR
(7,26),(26,4),-0.990208 # DEPENDENCYPART_GRANDPAR
(7,26),(26,5),-0.981387 # DEPENDENCYPART_GRANDPAR
(7,26),(26,6),-0.908988 # DEPENDENCYPART_GRANDPAR
(7,26),(26,7),-0.556013 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,26),(26,8),-0.322521 # DEPENDENCYPART_GRANDPAR
(7,26),(26,9),-0.0614577 # DEPENDENCYPART_GRANDPAR
(7,26),(26,11),-0.126258 # DEPENDENCYPART_GRANDPAR
(7,26),(26,12),-0.320734 # DEPENDENCYPART_GRANDPAR
(7,26),(26,13),-0.344872 # DEPENDENCYPART_GRANDPAR
(7,26),(26,14),-0.135592 # DEPENDENCYPART_GRANDPAR
(7,26),(26,15),-0.224799 # DEPENDENCYPART_GRANDPAR
(7,26),(26,16),-0.172117 # DEPENDENCYPART_GRANDPAR
(7,26),(26,17),-0.381295 # DEPENDENCYPART_GRANDPAR
(7,26),(26,18),-0.336395 # DEPENDENCYPART_GRANDPAR
(7,26),(26,19),-0.516286 # DEPENDENCYPART_GRANDPAR
(7,26),(26,20),-0.234811 # DEPENDENCYPART_GRANDPAR
(7,26),(26,21),-0.515073 # DEPENDENCYPART_GRANDPAR
(7,26),(26,22),-0.255401 # DEPENDENCYPART_GRANDPAR
(7,26),(26,23),-0.247821 # DEPENDENCYPART_GRANDPAR
(7,26),(26,24),-0.591808 # DEPENDENCYPART_GRANDPAR
(7,26),(26,25),-0.122283 # DEPENDENCYPART_GRANDPAR
(7,26),(26,27),-0.39894 # DEPENDENCYPART_GRANDPAR
(7,26),(26,28),-0.382257 # DEPENDENCYPART_GRANDPAR
(7,26),(26,29),-0.593106 # DEPENDENCYPART_GRANDPAR
(7,26),(26,30),-0.720848 # DEPENDENCYPART_GRANDPAR
(7,28),(28,16),-0.136883 # DEPENDENCYPART_GRANDPAR
(7,28),(28,17),-0.331161 # DEPENDENCYPART_GRANDPAR
(7,28),(28,19),-0.470192 # DEPENDENCYPART_GRANDPAR
(7,28),(28,20),-0.188775 # DEPENDENCYPART_GRANDPAR
(7,28),(28,23),-0.212587 # DEPENDENCYPART_GRANDPAR
(7,28),(28,24),-0.505607 # DEPENDENCYPART_GRANDPAR
(7,28),(28,26),0.0713087 # DEPENDENCYPART_GRANDPAR
(7,28),(28,27),-0.416076 # DEPENDENCYPART_GRANDPAR
(7,28),(28,29),-0.557249 # DEPENDENCYPART_GRANDPAR
(7,28),(28,30),-0.796434 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-0.0970116 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.572783 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,14),(14,4),-0.46057 # DEPENDENCYPART_GRANDPAR
(9,14),(14,7),-0.136456 # DEPENDENCYPART_GRANDPAR
(9,14),(14,9),-0.664859 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,14),(14,10),0.155694 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),-0.00173102 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),-0.0759614 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),-0.43185 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),0.00813862 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.130897 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),-0.0591904 # DEPENDENCYPART_GRANDPAR
(9,14),(14,22),-0.0167217 # DEPENDENCYPART_GRANDPAR
(9,14),(14,23),-0.196472 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.500832 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-1.0528 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,12),-0.81519 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-0.70255 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),-0.648396 # DEPENDENCYPART_GRANDPAR
(11,2),(2,1),-0.849981 # DEPENDENCYPART_GRANDPAR
(11,2),(2,7),-0.439965 # DEPENDENCYPART_GRANDPAR
(11,3),(3,1),-0.819675 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),-0.65007 # DEPENDENCYPART_GRANDPAR
(11,3),(3,5),-0.448184 # DEPENDENCYPART_GRANDPAR
(11,3),(3,6),-0.230645 # DEPENDENCYPART_GRANDPAR
(11,3),(3,7),-0.420319 # DEPENDENCYPART_GRANDPAR
(11,3),(3,15),-0.393188 # DEPENDENCYPART_GRANDPAR
(11,3),(3,22),-0.413825 # DEPENDENCYPART_GRANDPAR
(11,3),(3,26),-0.477045 # DEPENDENCYPART_GRANDPAR
(11,3),(3,30),-0.913598 # DEPENDENCYPART_GRANDPAR
(11,4),(4,1),-0.826755 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),-0.659207 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),-0.434843 # DEPENDENCYPART_GRANDPAR
(11,4),(4,5),-0.446373 # DEPENDENCYPART_GRANDPAR
(11,4),(4,6),-0.225866 # DEPENDENCYPART_GRANDPAR
(11,4),(4,7),-0.420281 # DEPENDENCYPART_GRANDPAR
(11,4),(4,8),-0.174287 # DEPENDENCYPART_GRANDPAR
(11,4),(4,11),-0.971173 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,4),(4,15),-0.393188 # DEPENDENCYPART_GRANDPAR
(11,4),(4,22),-0.413825 # DEPENDENCYPART_GRANDPAR
(11,4),(4,26),-0.477045 # DEPENDENCYPART_GRANDPAR
(11,4),(4,30),-0.913598 # DEPENDENCYPART_GRANDPAR
(11,5),(5,1),-0.826755 # DEPENDENCYPART_GRANDPAR
(11,5),(5,2),-0.659207 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),-0.434843 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),-0.409088 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),-0.225866 # DEPENDENCYPART_GRANDPAR
(11,5),(5,7),-0.420281 # DEPENDENCYPART_GRANDPAR
(11,5),(5,8),-0.174287 # DEPENDENCYPART_GRANDPAR
(11,5),(5,11),-0.971173 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,5),(5,12),-0.585198 # DEPENDENCYPART_GRANDPAR
(11,5),(5,14),-0.383391 # DEPENDENCYPART_GRANDPAR
(11,5),(5,15),-0.393188 # DEPENDENCYPART_GRANDPAR
(11,5),(5,16),-0.663424 # DEPENDENCYPART_GRANDPAR
(11,5),(5,17),-0.543171 # DEPENDENCYPART_GRANDPAR
(11,5),(5,19),-0.517923 # DEPENDENCYPART_GRANDPAR
(11,5),(5,20),-0.556995 # DEPENDENCYPART_GRANDPAR
(11,5),(5,26),-0.477045 # DEPENDENCYPART_GRANDPAR
(11,5),(5,27),-0.685821 # DEPENDENCYPART_GRANDPAR
(11,5),(5,29),-0.708447 # DEPENDENCYPART_GRANDPAR
(11,5),(5,30),-0.913598 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),-0.545782 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),-0.516138 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.674592 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.244556 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),-0.0829982 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-0.850128 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,12),-0.53552 # DEPENDENCYPART_GRANDPAR
(11,7),(7,14),-0.262345 # DEPENDENCYPART_GRANDPAR
(11,7),(7,16),-0.542379 # DEPENDENCYPART_GRANDPAR
(11,7),(7,17),-0.498447 # DEPENDENCYPART_GRANDPAR
(11,7),(7,18),-0.536814 # DEPENDENCYPART_GRANDPAR
(11,7),(7,19),-0.472192 # DEPENDENCYPART_GRANDPAR
(11,7),(7,20),-0.507317 # DEPENDENCYPART_GRANDPAR
(11,7),(7,23),-0.446801 # DEPENDENCYPART_GRANDPAR
(11,7),(7,26),-0.432982 # DEPENDENCYPART_GRANDPAR
(11,7),(7,27),-0.641097 # DEPENDENCYPART_GRANDPAR
(11,7),(7,28),-0.745253 # DEPENDENCYPART_GRANDPAR
(11,7),(7,29),-0.662716 # DEPENDENCYPART_GRANDPAR
(11,7),(7,30),-0.872117 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.228388 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),-0.236517 # DEPENDENCYPART_GRANDPAR
(11,9),(9,12),-0.534841 # DEPENDENCYPART_GRANDPAR
(11,9),(9,14),-0.244292 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),-0.252529 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.577958 # DEPENDENCYPART_GRANDPAR
(11,14),(14,4),-0.885775 # DEPENDENCYPART_GRANDPAR
(11,14),(14,7),-0.865424 # DEPENDENCYPART_GRANDPAR
(11,14),(14,9),-0.872773 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),-0.61984 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-0.374014 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),-0.184248 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),-0.0321226 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.012716 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.186737 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),-0.126974 # DEPENDENCYPART_GRANDPAR
(11,14),(14,22),-0.0299783 # DEPENDENCYPART_GRANDPAR
(11,14),(14,23),-0.0911591 # DEPENDENCYPART_GRANDPAR
(11,15),(15,2),-1.02668 # DEPENDENCYPART_GRANDPAR
(11,15),(15,3),-0.793325 # DEPENDENCYPART_GRANDPAR
(11,15),(15,4),-0.769527 # DEPENDENCYPART_GRANDPAR
(11,15),(15,5),-0.927982 # DEPENDENCYPART_GRANDPAR
(11,15),(15,6),-0.5695 # DEPENDENCYPART_GRANDPAR
(11,15),(15,7),-0.807028 # DEPENDENCYPART_GRANDPAR
(11,15),(15,8),-0.50626 # DEPENDENCYPART_GRANDPAR
(11,15),(15,9),-0.778823 # DEPENDENCYPART_GRANDPAR
(11,15),(15,11),-0.451593 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,15),(15,12),-0.221727 # DEPENDENCYPART_GRANDPAR
