# _root_ Sokan őt okolták ugyanis a vereségért , hiszen a nevéhez fűződött például az 1993-as , nagy port kavart MDF-Fidesz-székházügy .
#goldHeads=3,3,8,3,6,3,8,0,10,11,8,11,19,19,19,17,18,19,11,8,
#predictedHeads=3,3,8,3,6,3,8,0,10,11,8,11,19,19,19,17,18,19,11,8,
(13,17),(17,9),-0.49777 # DEPENDENCYPART_GRANDPAR
(13,17),(17,10),-0.72617 # DEPENDENCYPART_GRANDPAR
(13,17),(17,11),-0.501896 # DEPENDENCYPART_GRANDPAR
(13,17),(17,12),-0.454538 # DEPENDENCYPART_GRANDPAR
(13,17),(17,13),-0.636946 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,17),(17,14),-0.00835082 # DEPENDENCYPART_GRANDPAR
(13,17),(17,15),-0.0389118 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),-0.107254 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),-0.146257 # DEPENDENCYPART_GRANDPAR
(13,17),(17,20),-0.152741 # DEPENDENCYPART_GRANDPAR
(14,1),(1,3),-0.574163 # DEPENDENCYPART_GRANDPAR
(14,1),(1,4),-0.40983 # DEPENDENCYPART_GRANDPAR
(14,1),(1,6),-0.569418 # DEPENDENCYPART_GRANDPAR
(14,1),(1,7),-0.282295 # DEPENDENCYPART_GRANDPAR
(14,1),(1,8),-0.376546 # DEPENDENCYPART_GRANDPAR
(14,1),(1,11),-0.325344 # DEPENDENCYPART_GRANDPAR
(14,1),(1,19),-0.531203 # DEPENDENCYPART_GRANDPAR
(14,1),(1,20),-0.691031 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),-0.361849 # DEPENDENCYPART_GRANDPAR
(14,10),(10,2),-0.407684 # DEPENDENCYPART_GRANDPAR
(14,10),(10,5),-0.427076 # DEPENDENCYPART_GRANDPAR
(14,10),(10,6),-0.434666 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),-0.208869 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),-0.306653 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),-0.372404 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),-0.273875 # DEPENDENCYPART_GRANDPAR
(14,10),(10,19),-0.618889 # DEPENDENCYPART_GRANDPAR
(14,12),(12,3),-0.655062 # DEPENDENCYPART_GRANDPAR
(14,12),(12,4),-0.452544 # DEPENDENCYPART_GRANDPAR
(14,12),(12,6),-0.565479 # DEPENDENCYPART_GRANDPAR
(14,12),(12,7),-0.287038 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),-0.404953 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-0.517275 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.406243 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-0.868724 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,15),-0.532834 # DEPENDENCYPART_GRANDPAR
(14,12),(12,16),-0.451063 # DEPENDENCYPART_GRANDPAR
(14,12),(12,17),-0.308939 # DEPENDENCYPART_GRANDPAR
(14,12),(12,19),-0.533203 # DEPENDENCYPART_GRANDPAR
(14,12),(12,20),-0.691437 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-0.871141 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,16),-0.453496 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),-0.300513 # DEPENDENCYPART_GRANDPAR
(14,16),(16,1),-0.744052 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),-0.571041 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-0.579198 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.450873 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),-0.186718 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),-0.00643964 # DEPENDENCYPART_GRANDPAR
(14,17),(17,1),-0.750809 # DEPENDENCYPART_GRANDPAR
(14,17),(17,3),-0.970409 # DEPENDENCYPART_GRANDPAR
(14,17),(17,5),-0.895871 # DEPENDENCYPART_GRANDPAR
(14,17),(17,9),-0.8412 # DEPENDENCYPART_GRANDPAR
(14,17),(17,10),-0.969901 # DEPENDENCYPART_GRANDPAR
(14,17),(17,11),-0.72159 # DEPENDENCYPART_GRANDPAR
(14,17),(17,12),-0.577795 # DEPENDENCYPART_GRANDPAR
(14,17),(17,13),-0.632905 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-0.462456 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,15),-0.18863 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),-0.0602721 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),-0.0344277 # DEPENDENCYPART_GRANDPAR
(14,17),(17,20),-0.296729 # DEPENDENCYPART_GRANDPAR
(14,19),(19,4),-0.76144 # DEPENDENCYPART_GRANDPAR
(14,19),(19,5),-0.895871 # DEPENDENCYPART_GRANDPAR
(14,19),(19,6),-1.01811 # DEPENDENCYPART_GRANDPAR
(14,19),(19,8),-0.71932 # DEPENDENCYPART_GRANDPAR
(14,19),(19,9),-0.8412 # DEPENDENCYPART_GRANDPAR
(14,19),(19,10),-0.969901 # DEPENDENCYPART_GRANDPAR
(14,19),(19,11),-0.72159 # DEPENDENCYPART_GRANDPAR
(14,19),(19,12),-0.577795 # DEPENDENCYPART_GRANDPAR
(14,19),(19,13),-0.632905 # DEPENDENCYPART_GRANDPAR
(14,19),(19,14),-0.462456 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,19),(19,15),-0.18863 # DEPENDENCYPART_GRANDPAR
(14,19),(19,16),-0.0602721 # DEPENDENCYPART_GRANDPAR
(14,19),(19,17),0.137595 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),-0.123239 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),-0.296729 # DEPENDENCYPART_GRANDPAR
(16,1),(1,3),-0.546997 # DEPENDENCYPART_GRANDPAR
(16,1),(1,4),-0.397827 # DEPENDENCYPART_GRANDPAR
(16,1),(1,6),-0.507597 # DEPENDENCYPART_GRANDPAR
(16,1),(1,7),-0.294673 # DEPENDENCYPART_GRANDPAR
(16,1),(1,8),-0.4001 # DEPENDENCYPART_GRANDPAR
(16,1),(1,11),-0.357051 # DEPENDENCYPART_GRANDPAR
(16,1),(1,19),-0.530904 # DEPENDENCYPART_GRANDPAR
(16,1),(1,20),-0.593922 # DEPENDENCYPART_GRANDPAR
(16,12),(12,3),-0.628615 # DEPENDENCYPART_GRANDPAR
(16,12),(12,4),-0.441563 # DEPENDENCYPART_GRANDPAR
(16,12),(12,6),-0.504421 # DEPENDENCYPART_GRANDPAR
(16,12),(12,7),-0.300263 # DEPENDENCYPART_GRANDPAR
(16,12),(12,8),-0.429528 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),-0.559347 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),-0.43867 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),-0.261614 # DEPENDENCYPART_GRANDPAR
(16,12),(12,15),-0.230606 # DEPENDENCYPART_GRANDPAR
(16,12),(12,16),-0.747865 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,12),(12,17),-0.283826 # DEPENDENCYPART_GRANDPAR
(16,12),(12,19),-0.532904 # DEPENDENCYPART_GRANDPAR
(16,12),(12,20),-0.594328 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),-0.18061 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-0.750266 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,17),-0.275329 # DEPENDENCYPART_GRANDPAR
(16,14),(14,1),-0.285237 # DEPENDENCYPART_GRANDPAR
(16,14),(14,9),-0.459143 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),-0.590304 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.171967 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.350991 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),-0.20527 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-0.748508 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),-0.307209 # DEPENDENCYPART_GRANDPAR
(16,14),(14,19),-0.556286 # DEPENDENCYPART_GRANDPAR
(16,14),(14,20),-0.587459 # DEPENDENCYPART_GRANDPAR
(16,17),(17,1),-0.63944 # DEPENDENCYPART_GRANDPAR
(16,17),(17,3),-0.938155 # DEPENDENCYPART_GRANDPAR
(16,17),(17,5),-1.08775 # DEPENDENCYPART_GRANDPAR
(16,17),(17,9),-0.893455 # DEPENDENCYPART_GRANDPAR
(16,17),(17,10),-1.01603 # DEPENDENCYPART_GRANDPAR
(16,17),(17,11),-0.748209 # DEPENDENCYPART_GRANDPAR
(16,17),(17,12),-0.506501 # DEPENDENCYPART_GRANDPAR
(16,17),(17,13),-0.734504 # DEPENDENCYPART_GRANDPAR
(16,17),(17,14),-0.682777 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-0.549201 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-0.354192 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,19),-0.0575373 # DEPENDENCYPART_GRANDPAR
(16,17),(17,20),-0.226109 # DEPENDENCYPART_GRANDPAR
(17,1),(1,3),-0.309392 # DEPENDENCYPART_GRANDPAR
(17,1),(1,4),-0.534494 # DEPENDENCYPART_GRANDPAR
(17,1),(1,6),-0.603414 # DEPENDENCYPART_GRANDPAR
(17,1),(1,7),-0.36117 # DEPENDENCYPART_GRANDPAR
(17,1),(1,8),-0.361809 # DEPENDENCYPART_GRANDPAR
(17,1),(1,11),-0.159427 # DEPENDENCYPART_GRANDPAR
(17,1),(1,19),-0.317559 # DEPENDENCYPART_GRANDPAR
(17,1),(1,20),-0.579694 # DEPENDENCYPART_GRANDPAR
(17,3),(3,1),-0.829276 # DEPENDENCYPART_GRANDPAR
(17,3),(3,2),-0.267321 # DEPENDENCYPART_GRANDPAR
(17,3),(3,4),-0.500522 # DEPENDENCYPART_GRANDPAR
(17,3),(3,5),-0.978156 # DEPENDENCYPART_GRANDPAR
(17,3),(3,6),-0.658386 # DEPENDENCYPART_GRANDPAR
(17,3),(3,7),-0.47813 # DEPENDENCYPART_GRANDPAR
(17,3),(3,8),-0.388429 # DEPENDENCYPART_GRANDPAR
(17,3),(3,9),-0.944124 # DEPENDENCYPART_GRANDPAR
(17,3),(3,10),-0.397297 # DEPENDENCYPART_GRANDPAR
(17,3),(3,11),-0.204074 # DEPENDENCYPART_GRANDPAR
(17,3),(3,12),-0.350235 # DEPENDENCYPART_GRANDPAR
(17,3),(3,14),-0.0373107 # DEPENDENCYPART_GRANDPAR
(17,3),(3,15),-0.407078 # DEPENDENCYPART_GRANDPAR
(17,3),(3,16),0.129647 # DEPENDENCYPART_GRANDPAR
(17,3),(3,17),-0.896834 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,3),(3,19),-0.384757 # DEPENDENCYPART_GRANDPAR
(17,3),(3,20),-0.590134 # DEPENDENCYPART_GRANDPAR
(17,5),(5,4),-0.595623 # DEPENDENCYPART_GRANDPAR
(17,5),(5,7),-0.399948 # DEPENDENCYPART_GRANDPAR
(17,9),(9,8),-0.421924 # DEPENDENCYPART_GRANDPAR
(17,10),(10,2),-0.188378 # DEPENDENCYPART_GRANDPAR
(17,10),(10,5),-0.799439 # DEPENDENCYPART_GRANDPAR
(17,10),(10,6),-0.622669 # DEPENDENCYPART_GRANDPAR
(17,10),(10,7),-0.369748 # DEPENDENCYPART_GRANDPAR
(17,10),(10,8),-0.417164 # DEPENDENCYPART_GRANDPAR
(17,10),(10,9),-0.765407 # DEPENDENCYPART_GRANDPAR
(17,10),(10,12),-0.425803 # DEPENDENCYPART_GRANDPAR
(17,10),(10,19),-0.446312 # DEPENDENCYPART_GRANDPAR
(17,11),(11,1),-0.829276 # DEPENDENCYPART_GRANDPAR
(17,11),(11,2),-0.267321 # DEPENDENCYPART_GRANDPAR
(17,11),(11,3),-0.445016 # DEPENDENCYPART_GRANDPAR
(17,11),(11,4),-0.629162 # DEPENDENCYPART_GRANDPAR
(17,11),(11,5),-0.965415 # DEPENDENCYPART_GRANDPAR
(17,11),(11,6),-0.600107 # DEPENDENCYPART_GRANDPAR
(17,11),(11,7),-0.460794 # DEPENDENCYPART_GRANDPAR
(17,11),(11,8),-0.475419 # DEPENDENCYPART_GRANDPAR
(17,11),(11,9),-0.931383 # DEPENDENCYPART_GRANDPAR
(17,11),(11,10),-0.341583 # DEPENDENCYPART_GRANDPAR
(17,11),(11,12),-0.350235 # DEPENDENCYPART_GRANDPAR
(17,11),(11,13),-0.517727 # DEPENDENCYPART_GRANDPAR
(17,11),(11,14),-0.0373107 # DEPENDENCYPART_GRANDPAR
(17,11),(11,15),-0.407078 # DEPENDENCYPART_GRANDPAR
(17,11),(11,16),0.129647 # DEPENDENCYPART_GRANDPAR
(17,11),(11,17),-0.896834 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,11),(11,18),-0.210646 # DEPENDENCYPART_GRANDPAR
(17,11),(11,19),-0.384757 # DEPENDENCYPART_GRANDPAR
(17,11),(11,20),-0.590134 # DEPENDENCYPART_GRANDPAR
(17,12),(12,3),-0.46554 # DEPENDENCYPART_GRANDPAR
(17,12),(12,4),-0.634481 # DEPENDENCYPART_GRANDPAR
(17,12),(12,6),-0.65925 # DEPENDENCYPART_GRANDPAR
(17,12),(12,7),-0.414999 # DEPENDENCYPART_GRANDPAR
(17,12),(12,8),-0.452153 # DEPENDENCYPART_GRANDPAR
(17,12),(12,10),-0.399937 # DEPENDENCYPART_GRANDPAR
(17,12),(12,11),-0.315575 # DEPENDENCYPART_GRANDPAR
(17,12),(12,14),-0.0953913 # DEPENDENCYPART_GRANDPAR
(17,12),(12,15),-0.305411 # DEPENDENCYPART_GRANDPAR
(17,12),(12,16),0.0727534 # DEPENDENCYPART_GRANDPAR
(17,12),(12,17),-0.832081 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,12),(12,19),-0.320007 # DEPENDENCYPART_GRANDPAR
(17,12),(12,20),-0.580531 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),-0.155981 # DEPENDENCYPART_GRANDPAR
(17,13),(13,16),0.0103323 # DEPENDENCYPART_GRANDPAR
(17,13),(13,17),-0.819288 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,1),-0.679605 # DEPENDENCYPART_GRANDPAR
(17,14),(14,9),-0.791299 # DEPENDENCYPART_GRANDPAR
(17,14),(14,10),-0.231388 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),-0.33858 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),-0.453392 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),-0.3206 # DEPENDENCYPART_GRANDPAR
(17,14),(14,16),0.0854316 # DEPENDENCYPART_GRANDPAR
(17,14),(14,17),-0.895852 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,19),-0.383777 # DEPENDENCYPART_GRANDPAR
(17,14),(14,20),-0.60679 # DEPENDENCYPART_GRANDPAR
(17,16),(16,1),-0.719907 # DEPENDENCYPART_GRANDPAR
(17,16),(16,12),-0.378881 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),-0.503154 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),-0.194313 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.28818 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-0.895867 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,4),-0.942493 # DEPENDENCYPART_GRANDPAR
(17,19),(19,5),-1.38426 # DEPENDENCYPART_GRANDPAR
(17,19),(19,6),-1.09864 # DEPENDENCYPART_GRANDPAR
(17,19),(19,8),-0.77141 # DEPENDENCYPART_GRANDPAR
(17,19),(19,9),-1.35022 # DEPENDENCYPART_GRANDPAR
(17,19),(19,10),-0.839287 # DEPENDENCYPART_GRANDPAR
(17,19),(19,11),-0.606328 # DEPENDENCYPART_GRANDPAR
(17,19),(19,12),-0.770025 # DEPENDENCYPART_GRANDPAR
(17,19),(19,13),-0.967449 # DEPENDENCYPART_GRANDPAR
(17,19),(19,14),-0.636016 # DEPENDENCYPART_GRANDPAR
(17,19),(19,15),-0.679584 # DEPENDENCYPART_GRANDPAR
(17,19),(19,16),-0.468927 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-0.360456 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,18),0.287689 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),-0.224161 # DEPENDENCYPART_GRANDPAR
(18,1),(1,3),-0.443072 # DEPENDENCYPART_GRANDPAR
(18,1),(1,4),-0.31555 # DEPENDENCYPART_GRANDPAR
(18,1),(1,6),-0.343402 # DEPENDENCYPART_GRANDPAR
(18,1),(1,7),-0.251261 # DEPENDENCYPART_GRANDPAR
(18,1),(1,8),-0.296612 # DEPENDENCYPART_GRANDPAR
(18,1),(1,11),-0.248998 # DEPENDENCYPART_GRANDPAR
(18,1),(1,19),-0.474098 # DEPENDENCYPART_GRANDPAR
(18,1),(1,20),-0.551057 # DEPENDENCYPART_GRANDPAR
(18,3),(3,1),-0.190887 # DEPENDENCYPART_GRANDPAR
(18,3),(3,2),-0.379851 # DEPENDENCYPART_GRANDPAR
(18,3),(3,4),-0.278455 # DEPENDENCYPART_GRANDPAR
(18,3),(3,5),-0.359712 # DEPENDENCYPART_GRANDPAR
(18,3),(3,6),-0.358511 # DEPENDENCYPART_GRANDPAR
(18,3),(3,7),-0.356522 # DEPENDENCYPART_GRANDPAR
(18,3),(3,8),-0.327536 # DEPENDENCYPART_GRANDPAR
(18,3),(3,9),-0.266701 # DEPENDENCYPART_GRANDPAR
(18,3),(3,10),-0.426329 # DEPENDENCYPART_GRANDPAR
(18,3),(3,11),-0.30507 # DEPENDENCYPART_GRANDPAR
(18,3),(3,12),-0.123472 # DEPENDENCYPART_GRANDPAR
(18,3),(3,14),-0.143197 # DEPENDENCYPART_GRANDPAR
(18,3),(3,15),-0.219621 # DEPENDENCYPART_GRANDPAR
(18,3),(3,16),-0.0378935 # DEPENDENCYPART_GRANDPAR
(18,3),(3,17),-0.168246 # DEPENDENCYPART_GRANDPAR
(18,3),(3,19),-0.52309 # DEPENDENCYPART_GRANDPAR
(18,3),(3,20),-0.548351 # DEPENDENCYPART_GRANDPAR
(18,4),(4,1),-0.278596 # DEPENDENCYPART_GRANDPAR
(18,4),(4,2),-0.456116 # DEPENDENCYPART_GRANDPAR
(18,4),(4,3),-0.582015 # DEPENDENCYPART_GRANDPAR
(18,4),(4,5),-0.260126 # DEPENDENCYPART_GRANDPAR
(18,4),(4,6),-0.261989 # DEPENDENCYPART_GRANDPAR
(18,4),(4,7),-0.154675 # DEPENDENCYPART_GRANDPAR
(18,4),(4,8),-0.262396 # DEPENDENCYPART_GRANDPAR
(18,4),(4,10),-0.331873 # DEPENDENCYPART_GRANDPAR
(18,4),(4,11),-0.222287 # DEPENDENCYPART_GRANDPAR
(18,4),(4,12),-0.0883684 # DEPENDENCYPART_GRANDPAR
(18,4),(4,14),-0.12934 # DEPENDENCYPART_GRANDPAR
(18,4),(4,15),-0.0177748 # DEPENDENCYPART_GRANDPAR
(18,4),(4,16),-0.0259577 # DEPENDENCYPART_GRANDPAR
(18,4),(4,19),-0.512051 # DEPENDENCYPART_GRANDPAR
(18,4),(4,20),-0.544195 # DEPENDENCYPART_GRANDPAR
(18,6),(6,1),-0.118323 # DEPENDENCYPART_GRANDPAR
(18,6),(6,2),-0.286243 # DEPENDENCYPART_GRANDPAR
(18,6),(6,3),-0.37282 # DEPENDENCYPART_GRANDPAR
(18,6),(6,4),-0.247155 # DEPENDENCYPART_GRANDPAR
(18,6),(6,5),-0.201349 # DEPENDENCYPART_GRANDPAR
(18,6),(6,7),-0.22315 # DEPENDENCYPART_GRANDPAR
(18,6),(6,11),-0.259674 # DEPENDENCYPART_GRANDPAR
(18,8),(8,1),-0.279698 # DEPENDENCYPART_GRANDPAR
(18,8),(8,2),-0.458954 # DEPENDENCYPART_GRANDPAR
(18,8),(8,3),-0.564054 # DEPENDENCYPART_GRANDPAR
(18,8),(8,4),-0.361789 # DEPENDENCYPART_GRANDPAR
(18,8),(8,5),-0.342146 # DEPENDENCYPART_GRANDPAR
(18,8),(8,6),-0.357525 # DEPENDENCYPART_GRANDPAR
(18,8),(8,7),-0.362444 # DEPENDENCYPART_GRANDPAR
(18,8),(8,9),-0.170414 # DEPENDENCYPART_GRANDPAR
(18,8),(8,10),-0.343128 # DEPENDENCYPART_GRANDPAR
(18,8),(8,11),-0.229384 # DEPENDENCYPART_GRANDPAR
(18,8),(8,12),-0.0979445 # DEPENDENCYPART_GRANDPAR
(18,8),(8,14),-0.136908 # DEPENDENCYPART_GRANDPAR
(18,8),(8,15),0.0386618 # DEPENDENCYPART_GRANDPAR
(18,8),(8,16),-0.0335263 # DEPENDENCYPART_GRANDPAR
(18,8),(8,17),-0.0822962 # DEPENDENCYPART_GRANDPAR
(18,8),(8,18),-0.837256 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,8),(8,19),-0.512095 # DEPENDENCYPART_GRANDPAR
(18,8),(8,20),-0.544346 # DEPENDENCYPART_GRANDPAR
(18,10),(10,2),-0.285889 # DEPENDENCYPART_GRANDPAR
(18,10),(10,5),-0.201165 # DEPENDENCYPART_GRANDPAR
(18,10),(10,6),-0.200219 # DEPENDENCYPART_GRANDPAR
(18,10),(10,7),-0.169293 # DEPENDENCYPART_GRANDPAR
(18,10),(10,8),-0.218166 # DEPENDENCYPART_GRANDPAR
(18,10),(10,9),-0.108155 # DEPENDENCYPART_GRANDPAR
(18,10),(10,12),-0.146361 # DEPENDENCYPART_GRANDPAR
(18,10),(10,19),-0.561784 # DEPENDENCYPART_GRANDPAR
(18,12),(12,3),-0.523971 # DEPENDENCYPART_GRANDPAR
(18,12),(12,4),-0.358266 # DEPENDENCYPART_GRANDPAR
(18,12),(12,6),-0.339521 # DEPENDENCYPART_GRANDPAR
(18,12),(12,7),-0.256017 # DEPENDENCYPART_GRANDPAR
(18,12),(12,8),-0.325021 # DEPENDENCYPART_GRANDPAR
(18,12),(12,10),-0.409238 # DEPENDENCYPART_GRANDPAR
(18,12),(12,11),-0.329898 # DEPENDENCYPART_GRANDPAR
(18,12),(12,14),-0.145408 # DEPENDENCYPART_GRANDPAR
(18,12),(12,15),-0.116943 # DEPENDENCYPART_GRANDPAR
(18,12),(12,16),-0.03902 # DEPENDENCYPART_GRANDPAR
(18,12),(12,17),-0.15462 # DEPENDENCYPART_GRANDPAR
(18,12),(12,19),-0.476098 # DEPENDENCYPART_GRANDPAR
(18,12),(12,20),-0.551463 # DEPENDENCYPART_GRANDPAR
(18,13),(13,14),-0.0646282 # DEPENDENCYPART_GRANDPAR
(18,13),(13,16),0.0408572 # DEPENDENCYPART_GRANDPAR
(18,13),(13,17),-0.044471 # DEPENDENCYPART_GRANDPAR
(18,14),(14,1),-0.226822 # DEPENDENCYPART_GRANDPAR
(18,14),(14,9),-0.139286 # DEPENDENCYPART_GRANDPAR
(18,14),(14,10),-0.451351 # DEPENDENCYPART_GRANDPAR
(18,14),(14,12),-0.127401 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),-0.137384 # DEPENDENCYPART_GRANDPAR
(18,14),(14,15),-0.0921171 # DEPENDENCYPART_GRANDPAR
(18,14),(14,16),-0.00390514 # DEPENDENCYPART_GRANDPAR
(18,14),(14,17),-0.0716495 # DEPENDENCYPART_GRANDPAR
(18,14),(14,19),-0.49956 # DEPENDENCYPART_GRANDPAR
(18,14),(14,20),-0.544634 # DEPENDENCYPART_GRANDPAR
(18,16),(16,1),-0.219771 # DEPENDENCYPART_GRANDPAR
(18,16),(16,12),-0.12035 # DEPENDENCYPART_GRANDPAR
(18,16),(16,13),-0.136828 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),-0.233012 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),-0.127498 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),-0.0778316 # DEPENDENCYPART_GRANDPAR
(18,17),(17,1),-0.118323 # DEPENDENCYPART_GRANDPAR
(18,17),(17,3),-0.37282 # DEPENDENCYPART_GRANDPAR
(18,17),(17,5),-0.201349 # DEPENDENCYPART_GRANDPAR
(18,17),(17,9),-0.108339 # DEPENDENCYPART_GRANDPAR
(18,17),(17,10),-0.268992 # DEPENDENCYPART_GRANDPAR
(18,17),(17,11),-0.178747 # DEPENDENCYPART_GRANDPAR
(18,17),(17,12),-0.00558255 # DEPENDENCYPART_GRANDPAR
(18,17),(17,13),-0.033327 # DEPENDENCYPART_GRANDPAR
(18,17),(17,14),-0.0881759 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),-0.039253 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),0.0234287 # DEPENDENCYPART_GRANDPAR
(18,17),(17,19),-0.561784 # DEPENDENCYPART_GRANDPAR
(18,17),(17,20),-0.555818 # DEPENDENCYPART_GRANDPAR
(19,4),(4,1),-0.755423 # DEPENDENCYPART_GRANDPAR
(19,4),(4,2),-0.0962655 # DEPENDENCYPART_GRANDPAR
(19,4),(4,3),-0.349734 # DEPENDENCYPART_GRANDPAR
(19,4),(4,5),-0.739993 # DEPENDENCYPART_GRANDPAR
(19,4),(4,6),-0.178949 # DEPENDENCYPART_GRANDPAR
(19,4),(4,7),-0.152746 # DEPENDENCYPART_GRANDPAR
(19,4),(4,8),-0.345336 # DEPENDENCYPART_GRANDPAR
(19,4),(4,10),-0.20707 # DEPENDENCYPART_GRANDPAR
(19,4),(4,11),-0.0980666 # DEPENDENCYPART_GRANDPAR
(19,4),(4,12),-0.358116 # DEPENDENCYPART_GRANDPAR
(19,4),(4,14),-0.132262 # DEPENDENCYPART_GRANDPAR
(19,4),(4,15),0.0254032 # DEPENDENCYPART_GRANDPAR
(19,4),(4,16),-0.112258 # DEPENDENCYPART_GRANDPAR
(19,4),(4,19),-0.997213 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,4),(4,20),-0.584177 # DEPENDENCYPART_GRANDPAR
(19,5),(5,4),-0.506997 # DEPENDENCYPART_GRANDPAR
(19,5),(5,7),-0.208519 # DEPENDENCYPART_GRANDPAR
(19,6),(6,1),-0.652156 # DEPENDENCYPART_GRANDPAR
(19,6),(6,2),0.0140242 # DEPENDENCYPART_GRANDPAR
(19,6),(6,3),-0.18008 # DEPENDENCYPART_GRANDPAR
(19,6),(6,4),-0.507008 # DEPENDENCYPART_GRANDPAR
(19,6),(6,5),-0.588799 # DEPENDENCYPART_GRANDPAR
(19,6),(6,7),-0.158173 # DEPENDENCYPART_GRANDPAR
(19,6),(6,11),-0.0864535 # DEPENDENCYPART_GRANDPAR
(19,8),(8,1),-0.756311 # DEPENDENCYPART_GRANDPAR
(19,8),(8,2),-0.0986658 # DEPENDENCYPART_GRANDPAR
(19,8),(8,3),-0.331243 # DEPENDENCYPART_GRANDPAR
(19,8),(8,4),-0.556175 # DEPENDENCYPART_GRANDPAR
(19,8),(8,5),-0.812101 # DEPENDENCYPART_GRANDPAR
(19,8),(8,6),-0.249382 # DEPENDENCYPART_GRANDPAR
(19,8),(8,7),-0.320128 # DEPENDENCYPART_GRANDPAR
(19,8),(8,9),-0.680144 # DEPENDENCYPART_GRANDPAR
(19,8),(8,10),-0.215537 # DEPENDENCYPART_GRANDPAR
