# _root_ Amiből még olyan következtetést is le lehet vonni , hogy nem is maga a szabadság olyan fontos és nélkülözhetetlen az emberfajtának , hanem a szabadság utáni vágy : a szabadság szivárványos képe .
#goldHeads=8,8,4,8,8,7,0,7,7,7,12,3,12,15,13,17,19,19,12,21,12,3,3,25,26,27,3,27,30,32,32,27,7,
#predictedHeads=7,7,4,8,7,7,0,7,7,7,12,23,15,15,12,17,19,19,23,21,26,23,7,25,26,27,23,27,30,32,32,27,7,
(7,13),(13,8),-0.181928 # DEPENDENCYPART_GRANDPAR
(7,13),(13,10),-0.181554 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),0.16381 # DEPENDENCYPART_GRANDPAR
(7,13),(13,17),-0.377145 # DEPENDENCYPART_GRANDPAR
(7,13),(13,21),0.0746475 # DEPENDENCYPART_GRANDPAR
(7,13),(13,25),-0.264024 # DEPENDENCYPART_GRANDPAR
(7,13),(13,27),-0.132309 # DEPENDENCYPART_GRANDPAR
(7,13),(13,30),-0.339586 # DEPENDENCYPART_GRANDPAR
(7,13),(13,32),-0.141985 # DEPENDENCYPART_GRANDPAR
(7,13),(13,33),-1.19741 # DEPENDENCYPART_GRANDPAR
(7,16),(16,7),-0.789328 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,16),(16,8),-0.141932 # DEPENDENCYPART_GRANDPAR
(7,16),(16,10),-0.145944 # DEPENDENCYPART_GRANDPAR
(7,16),(16,11),-0.163675 # DEPENDENCYPART_GRANDPAR
(7,16),(16,12),-0.0223912 # DEPENDENCYPART_GRANDPAR
(7,16),(16,15),0.0295984 # DEPENDENCYPART_GRANDPAR
(7,16),(16,17),-0.471042 # DEPENDENCYPART_GRANDPAR
(7,16),(16,19),-0.584304 # DEPENDENCYPART_GRANDPAR
(7,16),(16,21),-0.0383459 # DEPENDENCYPART_GRANDPAR
(7,16),(16,27),-0.245302 # DEPENDENCYPART_GRANDPAR
(7,16),(16,30),-0.453184 # DEPENDENCYPART_GRANDPAR
(7,16),(16,32),-0.259286 # DEPENDENCYPART_GRANDPAR
(7,16),(16,33),-1.30993 # DEPENDENCYPART_GRANDPAR
(7,17),(17,3),-0.41045 # DEPENDENCYPART_GRANDPAR
(7,17),(17,11),-0.146471 # DEPENDENCYPART_GRANDPAR
(7,17),(17,12),-0.0385841 # DEPENDENCYPART_GRANDPAR
(7,17),(17,13),-0.110493 # DEPENDENCYPART_GRANDPAR
(7,17),(17,14),-0.460674 # DEPENDENCYPART_GRANDPAR
(7,17),(17,15),0.0216395 # DEPENDENCYPART_GRANDPAR
(7,17),(17,16),-0.260863 # DEPENDENCYPART_GRANDPAR
(7,18),(18,2),-0.339579 # DEPENDENCYPART_GRANDPAR
(7,18),(18,3),-0.52449 # DEPENDENCYPART_GRANDPAR
(7,18),(18,5),-0.935632 # DEPENDENCYPART_GRANDPAR
(7,18),(18,7),-0.888281 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,18),(18,8),-0.236689 # DEPENDENCYPART_GRANDPAR
(7,18),(18,9),-0.435036 # DEPENDENCYPART_GRANDPAR
(7,18),(18,10),-0.319586 # DEPENDENCYPART_GRANDPAR
(7,18),(18,11),-0.269512 # DEPENDENCYPART_GRANDPAR
(7,18),(18,12),-0.172238 # DEPENDENCYPART_GRANDPAR
(7,18),(18,13),-0.251244 # DEPENDENCYPART_GRANDPAR
(7,18),(18,14),-0.512155 # DEPENDENCYPART_GRANDPAR
(7,18),(18,15),0.0055779 # DEPENDENCYPART_GRANDPAR
(7,18),(18,16),-0.40176 # DEPENDENCYPART_GRANDPAR
(7,18),(18,17),-0.604699 # DEPENDENCYPART_GRANDPAR
(7,18),(18,19),-0.796831 # DEPENDENCYPART_GRANDPAR
(7,18),(18,21),-0.163268 # DEPENDENCYPART_GRANDPAR
(7,18),(18,22),-0.427249 # DEPENDENCYPART_GRANDPAR
(7,18),(18,23),-0.482299 # DEPENDENCYPART_GRANDPAR
(7,18),(18,25),-0.501916 # DEPENDENCYPART_GRANDPAR
(7,18),(18,27),-0.370224 # DEPENDENCYPART_GRANDPAR
(7,18),(18,28),-0.299636 # DEPENDENCYPART_GRANDPAR
(7,18),(18,32),-0.384179 # DEPENDENCYPART_GRANDPAR
(7,19),(19,9),-0.372017 # DEPENDENCYPART_GRANDPAR
(7,19),(19,11),-0.147733 # DEPENDENCYPART_GRANDPAR
(7,19),(19,12),-0.0398179 # DEPENDENCYPART_GRANDPAR
(7,19),(19,13),-0.115079 # DEPENDENCYPART_GRANDPAR
(7,19),(19,14),-0.474639 # DEPENDENCYPART_GRANDPAR
(7,19),(19,15),0.0202978 # DEPENDENCYPART_GRANDPAR
(7,19),(19,16),-0.262126 # DEPENDENCYPART_GRANDPAR
(7,19),(19,17),-0.459803 # DEPENDENCYPART_GRANDPAR
(7,19),(19,18),-0.28639 # DEPENDENCYPART_GRANDPAR
(7,19),(19,21),-0.116216 # DEPENDENCYPART_GRANDPAR
(7,19),(19,22),-0.242366 # DEPENDENCYPART_GRANDPAR
(7,19),(19,23),-0.355125 # DEPENDENCYPART_GRANDPAR
(7,19),(19,25),-0.455511 # DEPENDENCYPART_GRANDPAR
(7,19),(19,27),-0.323172 # DEPENDENCYPART_GRANDPAR
(7,19),(19,28),-0.157553 # DEPENDENCYPART_GRANDPAR
(7,19),(19,30),-0.531074 # DEPENDENCYPART_GRANDPAR
(7,19),(19,32),-0.336399 # DEPENDENCYPART_GRANDPAR
(7,19),(19,33),-1.32003 # DEPENDENCYPART_GRANDPAR
(7,23),(23,2),-0.331081 # DEPENDENCYPART_GRANDPAR
(7,23),(23,3),-0.516009 # DEPENDENCYPART_GRANDPAR
(7,23),(23,4),-0.341067 # DEPENDENCYPART_GRANDPAR
(7,23),(23,5),-0.927424 # DEPENDENCYPART_GRANDPAR
(7,23),(23,7),-0.971022 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,23),(23,8),-0.327453 # DEPENDENCYPART_GRANDPAR
(7,23),(23,9),-0.578528 # DEPENDENCYPART_GRANDPAR
(7,23),(23,10),-0.376847 # DEPENDENCYPART_GRANDPAR
(7,23),(23,11),-0.300933 # DEPENDENCYPART_GRANDPAR
(7,23),(23,12),-0.219289 # DEPENDENCYPART_GRANDPAR
(7,23),(23,15),-0.1595 # DEPENDENCYPART_GRANDPAR
(7,23),(23,16),-0.442982 # DEPENDENCYPART_GRANDPAR
(7,23),(23,17),-0.650768 # DEPENDENCYPART_GRANDPAR
(7,23),(23,18),-0.495646 # DEPENDENCYPART_GRANDPAR
(7,23),(23,19),-0.760175 # DEPENDENCYPART_GRANDPAR
(7,23),(23,20),-0.282286 # DEPENDENCYPART_GRANDPAR
(7,23),(23,21),-0.248733 # DEPENDENCYPART_GRANDPAR
(7,23),(23,22),-0.426938 # DEPENDENCYPART_GRANDPAR
(7,23),(23,24),-0.763292 # DEPENDENCYPART_GRANDPAR
(7,23),(23,25),-0.589949 # DEPENDENCYPART_GRANDPAR
(7,23),(23,26),-0.775415 # DEPENDENCYPART_GRANDPAR
(7,23),(23,27),-0.45826 # DEPENDENCYPART_GRANDPAR
(7,23),(23,28),-0.351238 # DEPENDENCYPART_GRANDPAR
(7,23),(23,30),-0.665511 # DEPENDENCYPART_GRANDPAR
(7,23),(23,31),-0.827649 # DEPENDENCYPART_GRANDPAR
(7,23),(23,32),-0.472215 # DEPENDENCYPART_GRANDPAR
(7,23),(23,33),-1.39476 # DEPENDENCYPART_GRANDPAR
(7,27),(27,14),-0.493103 # DEPENDENCYPART_GRANDPAR
(7,27),(27,15),0.113936 # DEPENDENCYPART_GRANDPAR
(7,27),(27,16),-0.283611 # DEPENDENCYPART_GRANDPAR
(7,27),(27,17),-0.344397 # DEPENDENCYPART_GRANDPAR
(7,27),(27,18),-0.220254 # DEPENDENCYPART_GRANDPAR
(7,27),(27,19),-0.463605 # DEPENDENCYPART_GRANDPAR
(7,27),(27,20),-0.1501 # DEPENDENCYPART_GRANDPAR
(7,27),(27,21),0.0182073 # DEPENDENCYPART_GRANDPAR
(7,27),(27,22),-0.15699 # DEPENDENCYPART_GRANDPAR
(7,27),(27,23),-0.29242 # DEPENDENCYPART_GRANDPAR
(7,27),(27,24),-0.622545 # DEPENDENCYPART_GRANDPAR
(7,27),(27,25),-0.313899 # DEPENDENCYPART_GRANDPAR
(7,27),(27,26),-0.424857 # DEPENDENCYPART_GRANDPAR
(7,27),(27,28),-0.176286 # DEPENDENCYPART_GRANDPAR
(7,27),(27,30),-0.380842 # DEPENDENCYPART_GRANDPAR
(7,27),(27,31),-0.522929 # DEPENDENCYPART_GRANDPAR
(7,27),(27,32),-0.190495 # DEPENDENCYPART_GRANDPAR
(7,32),(32,15),0.139399 # DEPENDENCYPART_GRANDPAR
(7,32),(32,18),-0.199231 # DEPENDENCYPART_GRANDPAR
(7,32),(32,20),-0.135502 # DEPENDENCYPART_GRANDPAR
(7,32),(32,21),0.0436708 # DEPENDENCYPART_GRANDPAR
(7,32),(32,22),-0.129697 # DEPENDENCYPART_GRANDPAR
(7,32),(32,23),-0.271397 # DEPENDENCYPART_GRANDPAR
(7,32),(32,24),-0.607972 # DEPENDENCYPART_GRANDPAR
(7,32),(32,25),-0.288435 # DEPENDENCYPART_GRANDPAR
(7,32),(32,26),-0.407957 # DEPENDENCYPART_GRANDPAR
(7,32),(32,27),-0.163285 # DEPENDENCYPART_GRANDPAR
(7,32),(32,28),-0.114768 # DEPENDENCYPART_GRANDPAR
(7,32),(32,29),-0.612941 # DEPENDENCYPART_GRANDPAR
(7,32),(32,30),-0.363998 # DEPENDENCYPART_GRANDPAR
(7,32),(32,31),-0.469019 # DEPENDENCYPART_GRANDPAR
(8,1),(1,4),-0.246922 # DEPENDENCYPART_GRANDPAR
(8,1),(1,5),-0.263272 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.173739 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),-0.192664 # DEPENDENCYPART_GRANDPAR
(8,2),(2,5),-0.215893 # DEPENDENCYPART_GRANDPAR
(8,2),(2,7),-0.249334 # DEPENDENCYPART_GRANDPAR
(8,2),(2,33),-1.32115 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.119949 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.0868013 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.256655 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),-0.270376 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),-0.003392 # DEPENDENCYPART_GRANDPAR
(8,3),(3,7),-0.280579 # DEPENDENCYPART_GRANDPAR
(8,3),(3,8),-0.300893 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,3),(3,9),-0.14968 # DEPENDENCYPART_GRANDPAR
(8,3),(3,10),-0.121517 # DEPENDENCYPART_GRANDPAR
(8,3),(3,11),0.0663466 # DEPENDENCYPART_GRANDPAR
(8,3),(3,12),0.17115 # DEPENDENCYPART_GRANDPAR
(8,3),(3,13),0.263896 # DEPENDENCYPART_GRANDPAR
(8,3),(3,15),0.176091 # DEPENDENCYPART_GRANDPAR
(8,3),(3,16),-0.0264233 # DEPENDENCYPART_GRANDPAR
(8,3),(3,17),-0.149009 # DEPENDENCYPART_GRANDPAR
(8,3),(3,18),-0.0267354 # DEPENDENCYPART_GRANDPAR
(8,3),(3,19),-0.249802 # DEPENDENCYPART_GRANDPAR
(8,3),(3,21),0.0282812 # DEPENDENCYPART_GRANDPAR
(8,3),(3,22),0.0193407 # DEPENDENCYPART_GRANDPAR
(8,3),(3,23),0.119702 # DEPENDENCYPART_GRANDPAR
(8,3),(3,25),-0.206429 # DEPENDENCYPART_GRANDPAR
(8,3),(3,26),-0.288708 # DEPENDENCYPART_GRANDPAR
(8,3),(3,27),0.088738 # DEPENDENCYPART_GRANDPAR
(8,3),(3,28),-0.100512 # DEPENDENCYPART_GRANDPAR
(8,3),(3,30),-0.216458 # DEPENDENCYPART_GRANDPAR
(8,3),(3,31),-0.277123 # DEPENDENCYPART_GRANDPAR
(8,3),(3,32),0.112638 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),-0.072943 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.0928279 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),0.133551 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-0.422277 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.379113 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.236574 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.375444 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),-0.45501 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-0.928358 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,9),-0.557001 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.105753 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.105439 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.347535 # DEPENDENCYPART_GRANDPAR
(8,6),(6,9),-0.390476 # DEPENDENCYPART_GRANDPAR
(8,6),(6,33),-1.32105 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),-0.116426 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.0930201 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),0.0297479 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.132538 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.212408 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),0.078133 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-0.663253 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.344238 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.370575 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.11242 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),0.184945 # DEPENDENCYPART_GRANDPAR
(8,7),(7,13),0.189777 # DEPENDENCYPART_GRANDPAR
(8,7),(7,14),-0.330059 # DEPENDENCYPART_GRANDPAR
(8,7),(7,16),-0.0494888 # DEPENDENCYPART_GRANDPAR
(8,7),(7,17),-0.292279 # DEPENDENCYPART_GRANDPAR
(8,7),(7,18),-0.158504 # DEPENDENCYPART_GRANDPAR
(8,7),(7,19),-0.393187 # DEPENDENCYPART_GRANDPAR
(8,7),(7,22),-0.175217 # DEPENDENCYPART_GRANDPAR
(8,7),(7,23),-0.117552 # DEPENDENCYPART_GRANDPAR
(8,7),(7,27),0.00889797 # DEPENDENCYPART_GRANDPAR
(8,7),(7,28),-0.300208 # DEPENDENCYPART_GRANDPAR
(8,7),(7,32),0.032798 # DEPENDENCYPART_GRANDPAR
(8,7),(7,33),-1.22498 # DEPENDENCYPART_GRANDPAR
(8,10),(10,1),-0.677499 # DEPENDENCYPART_GRANDPAR
(8,10),(10,2),-0.458826 # DEPENDENCYPART_GRANDPAR
(8,10),(10,3),-0.507709 # DEPENDENCYPART_GRANDPAR
(8,10),(10,4),-0.64262 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-0.724759 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.788548 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.632059 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),-0.480459 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.159616 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.164866 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),0.0506298 # DEPENDENCYPART_GRANDPAR
(8,10),(10,18),-0.257152 # DEPENDENCYPART_GRANDPAR
(8,10),(10,23),-0.13007 # DEPENDENCYPART_GRANDPAR
(8,10),(10,28),-0.318083 # DEPENDENCYPART_GRANDPAR
(8,10),(10,33),-1.28074 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),-0.084878 # DEPENDENCYPART_GRANDPAR
(8,11),(11,33),-1.18671 # DEPENDENCYPART_GRANDPAR
(8,12),(12,8),-0.500653 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,12),(12,9),-0.236073 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),-0.121318 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),0.0566135 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),0.158076 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),-0.122048 # DEPENDENCYPART_GRANDPAR
(8,12),(12,32),0.0939095 # DEPENDENCYPART_GRANDPAR
(8,13),(13,7),-0.128481 # DEPENDENCYPART_GRANDPAR
(8,13),(13,8),-0.444222 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,13),(13,10),-0.103201 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),0.308628 # DEPENDENCYPART_GRANDPAR
(8,13),(13,17),-0.0912171 # DEPENDENCYPART_GRANDPAR
(8,13),(13,21),0.160629 # DEPENDENCYPART_GRANDPAR
(8,13),(13,25),-0.0738918 # DEPENDENCYPART_GRANDPAR
(8,13),(13,27),0.221086 # DEPENDENCYPART_GRANDPAR
(8,13),(13,30),-0.083921 # DEPENDENCYPART_GRANDPAR
(8,13),(13,32),0.247538 # DEPENDENCYPART_GRANDPAR
(8,13),(13,33),-1.01802 # DEPENDENCYPART_GRANDPAR
(8,16),(16,7),-0.517085 # DEPENDENCYPART_GRANDPAR
(8,16),(16,8),-0.41667 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,16),(16,10),-0.0802153 # DEPENDENCYPART_GRANDPAR
(8,16),(16,11),0.0658875 # DEPENDENCYPART_GRANDPAR
(8,16),(16,12),0.200295 # DEPENDENCYPART_GRANDPAR
(8,16),(16,15),0.146731 # DEPENDENCYPART_GRANDPAR
(8,16),(16,17),-0.194788 # DEPENDENCYPART_GRANDPAR
(8,16),(16,19),-0.295572 # DEPENDENCYPART_GRANDPAR
(8,16),(16,21),0.0306186 # DEPENDENCYPART_GRANDPAR
(8,16),(16,27),0.0910754 # DEPENDENCYPART_GRANDPAR
(8,16),(16,30),-0.214536 # DEPENDENCYPART_GRANDPAR
(8,16),(16,32),0.11322 # DEPENDENCYPART_GRANDPAR
(8,16),(16,33),-1.14027 # DEPENDENCYPART_GRANDPAR
(8,17),(17,3),-0.348113 # DEPENDENCYPART_GRANDPAR
(8,17),(17,11),0.090636 # DEPENDENCYPART_GRANDPAR
(8,17),(17,12),0.192692 # DEPENDENCYPART_GRANDPAR
(8,17),(17,13),0.25826 # DEPENDENCYPART_GRANDPAR
(8,17),(17,14),-0.104785 # DEPENDENCYPART_GRANDPAR
(8,17),(17,15),0.149764 # DEPENDENCYPART_GRANDPAR
(8,17),(17,16),0.0125241 # DEPENDENCYPART_GRANDPAR
(8,18),(18,2),-0.423569 # DEPENDENCYPART_GRANDPAR
(8,18),(18,3),-0.461491 # DEPENDENCYPART_GRANDPAR
(8,18),(18,5),-0.69546 # DEPENDENCYPART_GRANDPAR
(8,18),(18,7),-0.771872 # DEPENDENCYPART_GRANDPAR
(8,18),(18,8),-0.489 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,18),(18,9),-0.222668 # DEPENDENCYPART_GRANDPAR
(8,18),(18,10),-0.231906 # DEPENDENCYPART_GRANDPAR
(8,18),(18,11),-0.0167716 # DEPENDENCYPART_GRANDPAR
(8,18),(18,12),0.0746607 # DEPENDENCYPART_GRANDPAR
(8,18),(18,13),0.130823 # DEPENDENCYPART_GRANDPAR
(8,18),(18,14),-0.144565 # DEPENDENCYPART_GRANDPAR
(8,18),(18,15),0.149051 # DEPENDENCYPART_GRANDPAR
(8,18),(18,16),-0.112752 # DEPENDENCYPART_GRANDPAR
(8,18),(18,17),-0.317996 # DEPENDENCYPART_GRANDPAR
(8,18),(18,19),-0.490348 # DEPENDENCYPART_GRANDPAR
(8,18),(18,21),-0.0740272 # DEPENDENCYPART_GRANDPAR
(8,18),(18,22),-0.200911 # DEPENDENCYPART_GRANDPAR
(8,18),(18,23),-0.033349 # DEPENDENCYPART_GRANDPAR
(8,18),(18,25),-0.308525 # DEPENDENCYPART_GRANDPAR
(8,18),(18,27),-0.0135704 # DEPENDENCYPART_GRANDPAR
(8,18),(18,28),-0.236059 # DEPENDENCYPART_GRANDPAR
(8,18),(18,32),0.00860327 # DEPENDENCYPART_GRANDPAR
(8,19),(19,9),-0.16918 # DEPENDENCYPART_GRANDPAR
(8,19),(19,11),0.0893734 # DEPENDENCYPART_GRANDPAR
(8,19),(19,12),0.191459 # DEPENDENCYPART_GRANDPAR
(8,19),(19,13),0.253674 # DEPENDENCYPART_GRANDPAR
(8,19),(19,14),-0.118749 # DEPENDENCYPART_GRANDPAR
(8,19),(19,15),0.148422 # DEPENDENCYPART_GRANDPAR
(8,19),(19,16),0.011261 # DEPENDENCYPART_GRANDPAR
(8,19),(19,17),-0.186501 # DEPENDENCYPART_GRANDPAR
(8,19),(19,18),-0.0337336 # DEPENDENCYPART_GRANDPAR
(8,19),(19,21),-0.0291399 # DEPENDENCYPART_GRANDPAR
(8,19),(19,22),-0.0349515 # DEPENDENCYPART_GRANDPAR
(8,19),(19,23),0.0851329 # DEPENDENCYPART_GRANDPAR
(8,19),(19,25),-0.264285 # DEPENDENCYPART_GRANDPAR
(8,19),(19,27),0.0313169 # DEPENDENCYPART_GRANDPAR
(8,19),(19,28),-0.109031 # DEPENDENCYPART_GRANDPAR
(8,19),(19,30),-0.274314 # DEPENDENCYPART_GRANDPAR
(8,19),(19,32),0.0542183 # DEPENDENCYPART_GRANDPAR
(8,19),(19,33),-1.14125 # DEPENDENCYPART_GRANDPAR
(8,23),(23,2),-0.415075 # DEPENDENCYPART_GRANDPAR
(8,23),(23,3),-0.453016 # DEPENDENCYPART_GRANDPAR
(8,23),(23,4),-0.588796 # DEPENDENCYPART_GRANDPAR
(8,23),(23,5),-0.687256 # DEPENDENCYPART_GRANDPAR
(8,23),(23,7),-0.748333 # DEPENDENCYPART_GRANDPAR
(8,23),(23,8),-0.581772 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,23),(23,9),-0.369312 # DEPENDENCYPART_GRANDPAR
(8,23),(23,10),-0.291089 # DEPENDENCYPART_GRANDPAR
(8,23),(23,11),-0.0501144 # DEPENDENCYPART_GRANDPAR
(8,23),(23,12),0.0256881 # DEPENDENCYPART_GRANDPAR
(8,23),(23,15),-0.018389 # DEPENDENCYPART_GRANDPAR
(8,23),(23,16),-0.155895 # DEPENDENCYPART_GRANDPAR
(8,23),(23,17),-0.36614 # DEPENDENCYPART_GRANDPAR
(8,23),(23,18),-0.23353 # DEPENDENCYPART_GRANDPAR
(8,23),(23,19),-0.464131 # DEPENDENCYPART_GRANDPAR
(8,23),(23,20),-0.00320632 # DEPENDENCYPART_GRANDPAR
(8,23),(23,21),-0.166458 # DEPENDENCYPART_GRANDPAR
(8,23),(23,22),-0.200291 # DEPENDENCYPART_GRANDPAR
(8,23),(23,24),-0.350949 # DEPENDENCYPART_GRANDPAR
(8,23),(23,25),-0.399093 # DEPENDENCYPART_GRANDPAR
(8,23),(23,26),-0.538013 # DEPENDENCYPART_GRANDPAR
(8,23),(23,27),-0.104142 # DEPENDENCYPART_GRANDPAR
(8,23),(23,28),-0.290887 # DEPENDENCYPART_GRANDPAR
(8,23),(23,30),-0.409122 # DEPENDENCYPART_GRANDPAR
(8,23),(23,31),-0.528072 # DEPENDENCYPART_GRANDPAR
(8,23),(23,32),-0.0819685 # DEPENDENCYPART_GRANDPAR
(8,23),(23,33),-1.20974 # DEPENDENCYPART_GRANDPAR
(8,27),(27,14),-0.101038 # DEPENDENCYPART_GRANDPAR
(8,27),(27,15),0.282736 # DEPENDENCYPART_GRANDPAR
(8,27),(27,16),0.0174625 # DEPENDENCYPART_GRANDPAR
(8,27),(27,17),-0.0403583 # DEPENDENCYPART_GRANDPAR
(8,27),(27,18),0.0652301 # DEPENDENCYPART_GRANDPAR
(8,27),(27,19),-0.148151 # DEPENDENCYPART_GRANDPAR
(8,27),(27,20),0.153261 # DEPENDENCYPART_GRANDPAR
(8,27),(27,21),0.128172 # DEPENDENCYPART_GRANDPAR
(8,27),(27,22),0.102474 # DEPENDENCYPART_GRANDPAR
(8,27),(27,23),0.174576 # DEPENDENCYPART_GRANDPAR
(8,27),(27,24),-0.192964 # DEPENDENCYPART_GRANDPAR
(8,27),(27,25),-0.0997837 # DEPENDENCYPART_GRANDPAR
(8,27),(27,26),-0.176447 # DEPENDENCYPART_GRANDPAR
(8,27),(27,28),-0.104985 # DEPENDENCYPART_GRANDPAR
(8,27),(27,30),-0.110338 # DEPENDENCYPART_GRANDPAR
(8,27),(27,31),-0.191803 # DEPENDENCYPART_GRANDPAR
(8,27),(27,32),0.213866 # DEPENDENCYPART_GRANDPAR
(8,32),(32,15),0.3082 # DEPENDENCYPART_GRANDPAR
(8,32),(32,18),0.086253 # DEPENDENCYPART_GRANDPAR
(8,32),(32,20),0.167859 # DEPENDENCYPART_GRANDPAR
(8,32),(32,21),0.153635 # DEPENDENCYPART_GRANDPAR
(8,32),(32,22),0.129766 # DEPENDENCYPART_GRANDPAR
(8,32),(32,23),0.195599 # DEPENDENCYPART_GRANDPAR
(8,32),(32,24),-0.178391 # DEPENDENCYPART_GRANDPAR
(8,32),(32,25),-0.0743202 # DEPENDENCYPART_GRANDPAR
(8,32),(32,26),-0.159547 # DEPENDENCYPART_GRANDPAR
(8,32),(32,27),0.214092 # DEPENDENCYPART_GRANDPAR
(8,32),(32,28),-0.0214359 # DEPENDENCYPART_GRANDPAR
(8,32),(32,29),-0.228442 # DEPENDENCYPART_GRANDPAR
(8,32),(32,30),-0.0843493 # DEPENDENCYPART_GRANDPAR
(8,32),(32,31),-0.158433 # DEPENDENCYPART_GRANDPAR
(10,1),(1,4),-0.250671 # DEPENDENCYPART_GRANDPAR
(10,1),(1,5),-0.0193494 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),-0.171822 # DEPENDENCYPART_GRANDPAR
(10,2),(2,4),-0.207661 # DEPENDENCYPART_GRANDPAR
(10,2),(2,5),0.0733262 # DEPENDENCYPART_GRANDPAR
(10,2),(2,7),-0.226385 # DEPENDENCYPART_GRANDPAR
(10,2),(2,33),-1.25571 # DEPENDENCYPART_GRANDPAR
(10,3),(3,1),-0.300645 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),-0.250404 # DEPENDENCYPART_GRANDPAR
(10,3),(3,4),-0.264812 # DEPENDENCYPART_GRANDPAR
(10,3),(3,5),-0.0300892 # DEPENDENCYPART_GRANDPAR
(10,3),(3,6),-0.191363 # DEPENDENCYPART_GRANDPAR
(10,3),(3,7),-0.337966 # DEPENDENCYPART_GRANDPAR
(10,3),(3,8),-0.0607199 # DEPENDENCYPART_GRANDPAR
(10,3),(3,9),-0.30306 # DEPENDENCYPART_GRANDPAR
(10,3),(3,10),-0.818393 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,3),(3,11),-0.272368 # DEPENDENCYPART_GRANDPAR
(10,3),(3,12),-0.466579 # DEPENDENCYPART_GRANDPAR
(10,3),(3,13),-0.789032 # DEPENDENCYPART_GRANDPAR
(10,3),(3,15),-0.563049 # DEPENDENCYPART_GRANDPAR
(10,3),(3,16),-0.685183 # DEPENDENCYPART_GRANDPAR
(10,3),(3,17),-0.462932 # DEPENDENCYPART_GRANDPAR
(10,3),(3,18),-0.599999 # DEPENDENCYPART_GRANDPAR
(10,3),(3,19),-0.510014 # DEPENDENCYPART_GRANDPAR
(10,3),(3,21),-0.61036 # DEPENDENCYPART_GRANDPAR
