# _root_ Nem véletlen , hogy a menedzserképzőn " szürke eminenciásnak " minősítettek , ami — megvallom — nem is áll messze tőlem .
#goldHeads=4,4,4,0,6,11,11,9,11,11,4,11,19,15,19,15,19,19,11,19,19,4,
#predictedHeads=4,4,4,0,6,11,9,9,11,9,4,11,15,15,11,15,19,19,15,19,19,4,
(9,6),(6,16),-0.50761 # DEPENDENCYPART_GRANDPAR
(9,6),(6,19),-0.478601 # DEPENDENCYPART_GRANDPAR
(9,6),(6,20),-0.577296 # DEPENDENCYPART_GRANDPAR
(9,6),(6,22),-0.867363 # DEPENDENCYPART_GRANDPAR
(9,8),(8,1),-0.602288 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),-0.603109 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.279018 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.420271 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.569144 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.312544 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.387537 # DEPENDENCYPART_GRANDPAR
(9,8),(8,10),-0.473914 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.483967 # DEPENDENCYPART_GRANDPAR
(9,8),(8,17),-0.467279 # DEPENDENCYPART_GRANDPAR
(9,11),(11,1),-1.00186 # DEPENDENCYPART_GRANDPAR
(9,11),(11,2),-1.04262 # DEPENDENCYPART_GRANDPAR
(9,11),(11,3),-0.721566 # DEPENDENCYPART_GRANDPAR
(9,11),(11,4),-0.885136 # DEPENDENCYPART_GRANDPAR
(9,11),(11,5),-1.06299 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-0.847888 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-0.826524 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.625594 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.498369 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),-0.0870226 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.217959 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.112931 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.173637 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.0651683 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.201367 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),-0.166728 # DEPENDENCYPART_GRANDPAR
(9,11),(11,18),-0.232219 # DEPENDENCYPART_GRANDPAR
(9,11),(11,19),-0.159109 # DEPENDENCYPART_GRANDPAR
(9,11),(11,20),-0.255845 # DEPENDENCYPART_GRANDPAR
(9,11),(11,21),-0.287041 # DEPENDENCYPART_GRANDPAR
(9,11),(11,22),-0.488445 # DEPENDENCYPART_GRANDPAR
(9,15),(15,1),-1.00186 # DEPENDENCYPART_GRANDPAR
(9,15),(15,2),-1.04262 # DEPENDENCYPART_GRANDPAR
(9,15),(15,3),-0.721566 # DEPENDENCYPART_GRANDPAR
(9,15),(15,4),-0.885136 # DEPENDENCYPART_GRANDPAR
(9,15),(15,5),-1.06299 # DEPENDENCYPART_GRANDPAR
(9,15),(15,6),-0.847888 # DEPENDENCYPART_GRANDPAR
(9,15),(15,7),-0.826524 # DEPENDENCYPART_GRANDPAR
(9,15),(15,8),-0.625594 # DEPENDENCYPART_GRANDPAR
(9,15),(15,9),-0.498369 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,15),(15,10),-0.0870226 # DEPENDENCYPART_GRANDPAR
(9,15),(15,11),-0.459035 # DEPENDENCYPART_GRANDPAR
(9,15),(15,12),-0.235295 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),-0.032857 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),-0.108948 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),-0.201367 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),-0.166728 # DEPENDENCYPART_GRANDPAR
(9,15),(15,18),-0.232219 # DEPENDENCYPART_GRANDPAR
(9,15),(15,19),-0.159109 # DEPENDENCYPART_GRANDPAR
(9,15),(15,20),-0.255845 # DEPENDENCYPART_GRANDPAR
(9,15),(15,21),-0.287041 # DEPENDENCYPART_GRANDPAR
(9,15),(15,22),-0.488445 # DEPENDENCYPART_GRANDPAR
(9,18),(18,2),-1.02798 # DEPENDENCYPART_GRANDPAR
(9,18),(18,4),-0.802044 # DEPENDENCYPART_GRANDPAR
(9,18),(18,11),-0.46313 # DEPENDENCYPART_GRANDPAR
(9,18),(18,14),-0.0561398 # DEPENDENCYPART_GRANDPAR
(9,18),(18,15),0.0217146 # DEPENDENCYPART_GRANDPAR
(9,18),(18,16),-0.0838699 # DEPENDENCYPART_GRANDPAR
(9,18),(18,17),-0.0282677 # DEPENDENCYPART_GRANDPAR
(9,18),(18,20),-0.339863 # DEPENDENCYPART_GRANDPAR
(9,18),(18,21),-0.369717 # DEPENDENCYPART_GRANDPAR
(9,19),(19,1),-1.00233 # DEPENDENCYPART_GRANDPAR
(9,19),(19,2),-1.0429 # DEPENDENCYPART_GRANDPAR
(9,19),(19,3),-0.72172 # DEPENDENCYPART_GRANDPAR
(9,19),(19,4),-0.885505 # DEPENDENCYPART_GRANDPAR
(9,19),(19,6),-0.85035 # DEPENDENCYPART_GRANDPAR
(9,19),(19,7),-0.826608 # DEPENDENCYPART_GRANDPAR
(9,19),(19,8),-0.625872 # DEPENDENCYPART_GRANDPAR
(9,19),(19,9),-0.493519 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,19),(19,10),-0.0877828 # DEPENDENCYPART_GRANDPAR
(9,19),(19,11),-0.46155 # DEPENDENCYPART_GRANDPAR
(9,19),(19,12),-0.246666 # DEPENDENCYPART_GRANDPAR
(9,19),(19,13),-0.0322336 # DEPENDENCYPART_GRANDPAR
(9,19),(19,14),-0.1259 # DEPENDENCYPART_GRANDPAR
(9,19),(19,15),0.0232944 # DEPENDENCYPART_GRANDPAR
(9,19),(19,16),-0.15363 # DEPENDENCYPART_GRANDPAR
(9,19),(19,17),-0.0651707 # DEPENDENCYPART_GRANDPAR
(9,19),(19,18),-0.113587 # DEPENDENCYPART_GRANDPAR
(9,19),(19,20),-0.24767 # DEPENDENCYPART_GRANDPAR
(9,19),(19,21),-0.278866 # DEPENDENCYPART_GRANDPAR
(9,19),(19,22),-0.493195 # DEPENDENCYPART_GRANDPAR
(9,20),(20,14),-0.0368268 # DEPENDENCYPART_GRANDPAR
(9,20),(20,17),-0.0454539 # DEPENDENCYPART_GRANDPAR
(9,20),(20,18),-0.131438 # DEPENDENCYPART_GRANDPAR
(9,20),(20,21),-0.318692 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),-0.126502 # DEPENDENCYPART_GRANDPAR
(11,1),(1,3),0.169346 # DEPENDENCYPART_GRANDPAR
(11,1),(1,4),0.168649 # DEPENDENCYPART_GRANDPAR
(11,1),(1,6),0.233418 # DEPENDENCYPART_GRANDPAR
(11,1),(1,7),0.170652 # DEPENDENCYPART_GRANDPAR
(11,1),(1,9),0.502566 # DEPENDENCYPART_GRANDPAR
(11,1),(1,10),0.172703 # DEPENDENCYPART_GRANDPAR
(11,1),(1,11),-1.34892 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,1),(1,12),-0.53142 # DEPENDENCYPART_GRANDPAR
(11,1),(1,15),-0.443546 # DEPENDENCYPART_GRANDPAR
(11,1),(1,19),-0.491706 # DEPENDENCYPART_GRANDPAR
(11,1),(1,22),-1.0814 # DEPENDENCYPART_GRANDPAR
(11,2),(2,1),-0.0306987 # DEPENDENCYPART_GRANDPAR
(11,2),(2,3),0.1952 # DEPENDENCYPART_GRANDPAR
(11,2),(2,4),0.145218 # DEPENDENCYPART_GRANDPAR
(11,2),(2,6),0.213792 # DEPENDENCYPART_GRANDPAR
(11,2),(2,7),0.1995 # DEPENDENCYPART_GRANDPAR
(11,2),(2,8),0.134035 # DEPENDENCYPART_GRANDPAR
(11,2),(2,9),0.48294 # DEPENDENCYPART_GRANDPAR
(11,2),(2,10),0.20155 # DEPENDENCYPART_GRANDPAR
(11,2),(2,11),-1.41238 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,2),(2,12),-0.605405 # DEPENDENCYPART_GRANDPAR
(11,2),(2,14),-0.48739 # DEPENDENCYPART_GRANDPAR
(11,2),(2,15),-0.507001 # DEPENDENCYPART_GRANDPAR
(11,2),(2,16),-0.610351 # DEPENDENCYPART_GRANDPAR
(11,2),(2,19),-0.555399 # DEPENDENCYPART_GRANDPAR
(11,2),(2,22),-1.16509 # DEPENDENCYPART_GRANDPAR
(11,4),(4,1),-0.164661 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),-0.370634 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),-0.0936632 # DEPENDENCYPART_GRANDPAR
(11,4),(4,6),-0.00953487 # DEPENDENCYPART_GRANDPAR
(11,4),(4,7),-0.0891571 # DEPENDENCYPART_GRANDPAR
(11,4),(4,8),-0.0990659 # DEPENDENCYPART_GRANDPAR
(11,4),(4,9),0.259613 # DEPENDENCYPART_GRANDPAR
(11,4),(4,10),-0.0871068 # DEPENDENCYPART_GRANDPAR
(11,4),(4,11),-1.60762 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,4),(4,12),-0.729544 # DEPENDENCYPART_GRANDPAR
(11,4),(4,14),-0.607762 # DEPENDENCYPART_GRANDPAR
(11,4),(4,15),-0.702239 # DEPENDENCYPART_GRANDPAR
(11,4),(4,16),-0.730723 # DEPENDENCYPART_GRANDPAR
(11,4),(4,18),-0.418714 # DEPENDENCYPART_GRANDPAR
(11,4),(4,19),-0.750626 # DEPENDENCYPART_GRANDPAR
(11,4),(4,20),-0.696019 # DEPENDENCYPART_GRANDPAR
(11,4),(4,22),-1.27491 # DEPENDENCYPART_GRANDPAR
(11,5),(5,9),0.625579 # DEPENDENCYPART_GRANDPAR
(11,6),(6,1),0.130736 # DEPENDENCYPART_GRANDPAR
(11,6),(6,2),0.0275915 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),0.248763 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),0.128363 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.03731 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),0.347699 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),0.273322 # DEPENDENCYPART_GRANDPAR
(11,6),(6,9),0.608982 # DEPENDENCYPART_GRANDPAR
(11,6),(6,10),0.349749 # DEPENDENCYPART_GRANDPAR
(11,6),(6,11),-1.51265 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,6),(6,12),-0.709267 # DEPENDENCYPART_GRANDPAR
(11,6),(6,14),-0.589252 # DEPENDENCYPART_GRANDPAR
(11,6),(6,16),-0.712213 # DEPENDENCYPART_GRANDPAR
(11,6),(6,19),-0.655414 # DEPENDENCYPART_GRANDPAR
(11,6),(6,20),-0.647623 # DEPENDENCYPART_GRANDPAR
(11,6),(6,22),-1.25822 # DEPENDENCYPART_GRANDPAR
(11,8),(8,1),-0.0240879 # DEPENDENCYPART_GRANDPAR
(11,8),(8,2),-0.0712669 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),0.161711 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),0.103294 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),0.116097 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),0.179401 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),0.130491 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),0.2027 # DEPENDENCYPART_GRANDPAR
(11,8),(8,12),-0.605394 # DEPENDENCYPART_GRANDPAR
(11,8),(8,17),-0.459 # DEPENDENCYPART_GRANDPAR
(11,9),(9,1),0.130736 # DEPENDENCYPART_GRANDPAR
(11,9),(9,2),0.0275915 # DEPENDENCYPART_GRANDPAR
(11,9),(9,3),0.248763 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),0.128363 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),-0.03731 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),0.346392 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),0.225832 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),0.262332 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),0.349749 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-1.51265 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),-0.709267 # DEPENDENCYPART_GRANDPAR
(11,9),(9,14),-0.589252 # DEPENDENCYPART_GRANDPAR
(11,9),(9,15),-0.607276 # DEPENDENCYPART_GRANDPAR
(11,9),(9,16),-0.712213 # DEPENDENCYPART_GRANDPAR
(11,9),(9,18),-0.36857 # DEPENDENCYPART_GRANDPAR
(11,9),(9,19),-0.655414 # DEPENDENCYPART_GRANDPAR
(11,9),(9,20),-0.647623 # DEPENDENCYPART_GRANDPAR
(11,9),(9,22),-1.25822 # DEPENDENCYPART_GRANDPAR
(11,15),(15,1),-0.099904 # DEPENDENCYPART_GRANDPAR
(11,15),(15,2),-0.18832 # DEPENDENCYPART_GRANDPAR
(11,15),(15,3),0.0361085 # DEPENDENCYPART_GRANDPAR
(11,15),(15,4),-0.10016 # DEPENDENCYPART_GRANDPAR
(11,15),(15,5),-0.325367 # DEPENDENCYPART_GRANDPAR
(11,15),(15,6),0.179207 # DEPENDENCYPART_GRANDPAR
(11,15),(15,7),-0.0746776 # DEPENDENCYPART_GRANDPAR
(11,15),(15,8),0.0419883 # DEPENDENCYPART_GRANDPAR
(11,15),(15,9),0.448355 # DEPENDENCYPART_GRANDPAR
(11,15),(15,10),-0.0726273 # DEPENDENCYPART_GRANDPAR
(11,15),(15,11),-1.06392 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,15),(15,12),-0.352025 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),0.104913 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),-0.154153 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.293206 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),-0.077352 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),-0.0408474 # DEPENDENCYPART_GRANDPAR
(11,15),(15,19),-0.17998 # DEPENDENCYPART_GRANDPAR
(11,15),(15,20),-0.294483 # DEPENDENCYPART_GRANDPAR
(11,15),(15,21),-0.236008 # DEPENDENCYPART_GRANDPAR
(11,15),(15,22),-0.847423 # DEPENDENCYPART_GRANDPAR
(11,17),(17,3),-0.0271847 # DEPENDENCYPART_GRANDPAR
(11,17),(17,6),0.053088 # DEPENDENCYPART_GRANDPAR
(11,17),(17,7),-0.109207 # DEPENDENCYPART_GRANDPAR
(11,17),(17,9),0.322236 # DEPENDENCYPART_GRANDPAR
(11,17),(17,10),-0.107157 # DEPENDENCYPART_GRANDPAR
(11,17),(17,12),-0.334889 # DEPENDENCYPART_GRANDPAR
(11,17),(17,14),-0.0258985 # DEPENDENCYPART_GRANDPAR
(11,17),(17,15),-0.13893 # DEPENDENCYPART_GRANDPAR
(11,17),(17,16),-0.14886 # DEPENDENCYPART_GRANDPAR
(11,17),(17,19),-0.303807 # DEPENDENCYPART_GRANDPAR
(11,17),(17,22),-0.944715 # DEPENDENCYPART_GRANDPAR
(11,18),(18,2),-0.302268 # DEPENDENCYPART_GRANDPAR
(11,18),(18,4),-0.104921 # DEPENDENCYPART_GRANDPAR
(11,18),(18,11),-1.13921 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,18),(18,14),-0.0477047 # DEPENDENCYPART_GRANDPAR
(11,18),(18,15),-0.23383 # DEPENDENCYPART_GRANDPAR
(11,18),(18,16),-0.170666 # DEPENDENCYPART_GRANDPAR
(11,18),(18,17),-0.178014 # DEPENDENCYPART_GRANDPAR
(11,18),(18,20),-0.403976 # DEPENDENCYPART_GRANDPAR
(11,18),(18,21),-0.344342 # DEPENDENCYPART_GRANDPAR
(11,19),(19,1),-0.105548 # DEPENDENCYPART_GRANDPAR
(11,19),(19,2),-0.193311 # DEPENDENCYPART_GRANDPAR
(11,19),(19,3),0.0311189 # DEPENDENCYPART_GRANDPAR
(11,19),(19,4),-0.105591 # DEPENDENCYPART_GRANDPAR
(11,19),(19,6),0.170246 # DEPENDENCYPART_GRANDPAR
(11,19),(19,7),-0.0795337 # DEPENDENCYPART_GRANDPAR
(11,19),(19,8),0.0369976 # DEPENDENCYPART_GRANDPAR
(11,19),(19,9),0.439394 # DEPENDENCYPART_GRANDPAR
(11,19),(19,10),-0.0774834 # DEPENDENCYPART_GRANDPAR
(11,19),(19,11),-1.04847 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,19),(19,12),-0.347483 # DEPENDENCYPART_GRANDPAR
(11,19),(19,13),0.127676 # DEPENDENCYPART_GRANDPAR
(11,19),(19,14),-0.159919 # DEPENDENCYPART_GRANDPAR
(11,19),(19,15),-0.143093 # DEPENDENCYPART_GRANDPAR
(11,19),(19,16),-0.28288 # DEPENDENCYPART_GRANDPAR
(11,19),(19,17),-0.150473 # DEPENDENCYPART_GRANDPAR
(11,19),(19,18),0.0660587 # DEPENDENCYPART_GRANDPAR
(11,19),(19,20),-0.258731 # DEPENDENCYPART_GRANDPAR
(11,19),(19,21),-0.200255 # DEPENDENCYPART_GRANDPAR
(11,19),(19,22),-0.832628 # DEPENDENCYPART_GRANDPAR
(11,20),(20,14),0.00329635 # DEPENDENCYPART_GRANDPAR
(11,20),(20,17),-0.159778 # DEPENDENCYPART_GRANDPAR
(11,20),(20,18),0.0121362 # DEPENDENCYPART_GRANDPAR
(11,20),(20,21),-0.255793 # DEPENDENCYPART_GRANDPAR
(11,21),(21,11),-1.04874 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,21),(21,15),-0.143367 # DEPENDENCYPART_GRANDPAR
(11,21),(21,16),-0.11946 # DEPENDENCYPART_GRANDPAR
(11,21),(21,17),-0.1596 # DEPENDENCYPART_GRANDPAR
(11,21),(21,18),0.0123275 # DEPENDENCYPART_GRANDPAR
(11,21),(21,19),-0.192933 # DEPENDENCYPART_GRANDPAR
(11,21),(21,20),-0.312499 # DEPENDENCYPART_GRANDPAR
(11,21),(21,22),-0.860531 # DEPENDENCYPART_GRANDPAR
(15,1),(1,2),-0.243764 # DEPENDENCYPART_GRANDPAR
(15,1),(1,3),0.117692 # DEPENDENCYPART_GRANDPAR
(15,1),(1,4),0.327375 # DEPENDENCYPART_GRANDPAR
(15,1),(1,6),-0.276812 # DEPENDENCYPART_GRANDPAR
(15,1),(1,7),0.0189889 # DEPENDENCYPART_GRANDPAR
(15,1),(1,9),-0.375505 # DEPENDENCYPART_GRANDPAR
(15,1),(1,10),0.00170792 # DEPENDENCYPART_GRANDPAR
(15,1),(1,11),0.00657485 # DEPENDENCYPART_GRANDPAR
(15,1),(1,12),-0.102382 # DEPENDENCYPART_GRANDPAR
(15,1),(1,15),-1.08854 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,1),(1,19),-0.159879 # DEPENDENCYPART_GRANDPAR
(15,1),(1,22),-0.862357 # DEPENDENCYPART_GRANDPAR
(15,2),(2,1),-0.0676181 # DEPENDENCYPART_GRANDPAR
(15,2),(2,3),0.143546 # DEPENDENCYPART_GRANDPAR
(15,2),(2,4),0.303944 # DEPENDENCYPART_GRANDPAR
(15,2),(2,6),-0.296439 # DEPENDENCYPART_GRANDPAR
(15,2),(2,7),0.0478368 # DEPENDENCYPART_GRANDPAR
(15,2),(2,8),-0.0737104 # DEPENDENCYPART_GRANDPAR
(15,2),(2,9),-0.395132 # DEPENDENCYPART_GRANDPAR
(15,2),(2,10),0.0305557 # DEPENDENCYPART_GRANDPAR
(15,2),(2,11),-0.0165742 # DEPENDENCYPART_GRANDPAR
(15,2),(2,12),-0.0765281 # DEPENDENCYPART_GRANDPAR
(15,2),(2,14),0.109346 # DEPENDENCYPART_GRANDPAR
(15,2),(2,15),-1.15199 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,2),(2,16),-0.574718 # DEPENDENCYPART_GRANDPAR
(15,2),(2,19),-0.223572 # DEPENDENCYPART_GRANDPAR
(15,2),(2,22),-0.946052 # DEPENDENCYPART_GRANDPAR
(15,4),(4,1),-0.20158 # DEPENDENCYPART_GRANDPAR
(15,4),(4,2),-0.487896 # DEPENDENCYPART_GRANDPAR
(15,4),(4,3),-0.145318 # DEPENDENCYPART_GRANDPAR
(15,4),(4,6),-0.519765 # DEPENDENCYPART_GRANDPAR
(15,4),(4,7),-0.24082 # DEPENDENCYPART_GRANDPAR
(15,4),(4,8),-0.306812 # DEPENDENCYPART_GRANDPAR
(15,4),(4,9),-0.618458 # DEPENDENCYPART_GRANDPAR
(15,4),(4,10),-0.258101 # DEPENDENCYPART_GRANDPAR
(15,4),(4,11),-0.218519 # DEPENDENCYPART_GRANDPAR
(15,4),(4,12),-0.386503 # DEPENDENCYPART_GRANDPAR
(15,4),(4,14),-0.102569 # DEPENDENCYPART_GRANDPAR
(15,4),(4,15),-1.34723 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,4),(4,16),-0.69509 # DEPENDENCYPART_GRANDPAR
(15,4),(4,18),-0.350791 # DEPENDENCYPART_GRANDPAR
(15,4),(4,19),-0.418799 # DEPENDENCYPART_GRANDPAR
(15,4),(4,20),-0.605022 # DEPENDENCYPART_GRANDPAR
(15,4),(4,22),-1.05587 # DEPENDENCYPART_GRANDPAR
(15,5),(5,9),-0.252492 # DEPENDENCYPART_GRANDPAR
(15,6),(6,1),0.0938166 # DEPENDENCYPART_GRANDPAR
(15,6),(6,2),-0.0896701 # DEPENDENCYPART_GRANDPAR
(15,6),(6,3),0.197109 # DEPENDENCYPART_GRANDPAR
(15,6),(6,4),0.287089 # DEPENDENCYPART_GRANDPAR
(15,6),(6,5),-0.333601 # DEPENDENCYPART_GRANDPAR
(15,6),(6,7),0.196035 # DEPENDENCYPART_GRANDPAR
(15,6),(6,8),0.0655766 # DEPENDENCYPART_GRANDPAR
(15,6),(6,9),-0.26909 # DEPENDENCYPART_GRANDPAR
(15,6),(6,10),0.178754 # DEPENDENCYPART_GRANDPAR
(15,6),(6,11),0.0422045 # DEPENDENCYPART_GRANDPAR
(15,6),(6,12),0.0259786 # DEPENDENCYPART_GRANDPAR
(15,6),(6,14),0.127186 # DEPENDENCYPART_GRANDPAR
(15,6),(6,16),-0.67658 # DEPENDENCYPART_GRANDPAR
(15,6),(6,19),-0.323587 # DEPENDENCYPART_GRANDPAR
(15,6),(6,20),-0.556626 # DEPENDENCYPART_GRANDPAR
(15,6),(6,22),-1.03918 # DEPENDENCYPART_GRANDPAR
(15,8),(8,1),-0.0610073 # DEPENDENCYPART_GRANDPAR
(15,8),(8,2),-0.188528 # DEPENDENCYPART_GRANDPAR
(15,8),(8,3),0.110056 # DEPENDENCYPART_GRANDPAR
(15,8),(8,4),0.26202 # DEPENDENCYPART_GRANDPAR
(15,8),(8,5),-0.180194 # DEPENDENCYPART_GRANDPAR
(15,8),(8,6),-0.330829 # DEPENDENCYPART_GRANDPAR
(15,8),(8,7),-0.0211728 # DEPENDENCYPART_GRANDPAR
(15,8),(8,10),0.0317053 # DEPENDENCYPART_GRANDPAR
(15,8),(8,12),-0.0752243 # DEPENDENCYPART_GRANDPAR
(15,8),(8,17),-0.382259 # DEPENDENCYPART_GRANDPAR
(15,9),(9,1),0.0938166 # DEPENDENCYPART_GRANDPAR
(15,9),(9,2),-0.0896701 # DEPENDENCYPART_GRANDPAR
(15,9),(9,3),0.197109 # DEPENDENCYPART_GRANDPAR
(15,9),(9,4),0.287089 # DEPENDENCYPART_GRANDPAR
(15,9),(9,5),-0.333601 # DEPENDENCYPART_GRANDPAR
(15,9),(9,6),-0.163838 # DEPENDENCYPART_GRANDPAR
(15,9),(9,7),0.0741688 # DEPENDENCYPART_GRANDPAR
(15,9),(9,8),0.0545863 # DEPENDENCYPART_GRANDPAR
(15,9),(9,10),0.178754 # DEPENDENCYPART_GRANDPAR
(15,9),(9,11),0.0422045 # DEPENDENCYPART_GRANDPAR
(15,9),(9,12),0.0259786 # DEPENDENCYPART_GRANDPAR
(15,9),(9,14),0.127186 # DEPENDENCYPART_GRANDPAR
(15,9),(9,15),-1.25227 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,9),(9,16),-0.67658 # DEPENDENCYPART_GRANDPAR
(15,9),(9,18),-0.300648 # DEPENDENCYPART_GRANDPAR
(15,9),(9,19),-0.323587 # DEPENDENCYPART_GRANDPAR
(15,9),(9,20),-0.556626 # DEPENDENCYPART_GRANDPAR
(15,9),(9,22),-1.03918 # DEPENDENCYPART_GRANDPAR
(15,11),(11,1),0.115288 # DEPENDENCYPART_GRANDPAR
(15,11),(11,2),-0.19232 # DEPENDENCYPART_GRANDPAR
(15,11),(11,3),0.114781 # DEPENDENCYPART_GRANDPAR
(15,11),(11,4),0.375522 # DEPENDENCYPART_GRANDPAR
(15,11),(11,5),-0.346714 # DEPENDENCYPART_GRANDPAR
(15,11),(11,6),-0.213717 # DEPENDENCYPART_GRANDPAR
(15,11),(11,7),0.0309266 # DEPENDENCYPART_GRANDPAR
(15,11),(11,8),-0.0508354 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),-0.31241 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),0.0136456 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),-0.119518 # DEPENDENCYPART_GRANDPAR
(15,11),(11,13),0.203807 # DEPENDENCYPART_GRANDPAR
(15,11),(11,14),-0.00589165 # DEPENDENCYPART_GRANDPAR
(15,11),(11,15),-1.02664 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,11),(11,16),-0.514349 # DEPENDENCYPART_GRANDPAR
(15,11),(11,17),-0.252722 # DEPENDENCYPART_GRANDPAR
(15,11),(11,18),0.0726758 # DEPENDENCYPART_GRANDPAR
(15,11),(11,19),-0.0982674 # DEPENDENCYPART_GRANDPAR
(15,11),(11,20),-0.211879 # DEPENDENCYPART_GRANDPAR
(15,11),(11,21),-0.117688 # DEPENDENCYPART_GRANDPAR
(15,11),(11,22),-0.753101 # DEPENDENCYPART_GRANDPAR
(15,17),(17,3),-0.078839 # DEPENDENCYPART_GRANDPAR
(15,17),(17,6),-0.457142 # DEPENDENCYPART_GRANDPAR
(15,17),(17,7),-0.26087 # DEPENDENCYPART_GRANDPAR
(15,17),(17,9),-0.555835 # DEPENDENCYPART_GRANDPAR
(15,17),(17,10),-0.278151 # DEPENDENCYPART_GRANDPAR
(15,17),(17,12),-0.298913 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),-0.268622 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-0.783921 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),-0.113226 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),0.0280196 # DEPENDENCYPART_GRANDPAR
(15,17),(17,22),-0.725673 # DEPENDENCYPART_GRANDPAR
(15,18),(18,2),-0.419529 # DEPENDENCYPART_GRANDPAR
(15,18),(18,4),0.0538052 # DEPENDENCYPART_GRANDPAR
(15,18),(18,11),-0.299347 # DEPENDENCYPART_GRANDPAR
(15,18),(18,14),-0.269711 # DEPENDENCYPART_GRANDPAR
(15,18),(18,15),-0.878821 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,18),(18,16),-0.135033 # DEPENDENCYPART_GRANDPAR
