# _root_ Az ÁPTF április 30-ig meghosszabbította a CB_Bróker_Értékpapír-forgalmazó_Rt.-nek , a LaSalle_Értékpapír-forgalmazó_Rt.-nek , a Pannonbróker_Értékpapír-forgalmazó_Rt.-nek és a Pest-Buda_Értékház_Értékpapír-kereskedő_és_Befektetési_Tanácsadó_Rt.-nek a Központi_Elszámolóház_és_Értéktár_(KELER)_Rt.-nél vezetett valamennyi számlája feletti rendelkezési joga felfüggesztését .
#goldHeads=2,5,4,5,0,7,14,14,10,14,14,13,14,5,16,14,18,19,21,21,22,23,24,25,5,5,
#predictedHeads=2,5,4,5,0,7,5,5,10,5,5,13,14,5,16,14,18,19,21,21,22,24,24,25,5,5,
(15,22),(22,23),-0.224902 # DEPENDENCYPART_GRANDPAR
(15,22),(22,25),-0.18462 # DEPENDENCYPART_GRANDPAR
(16,9),(9,8),-0.584684 # DEPENDENCYPART_GRANDPAR
(16,9),(9,11),-0.589193 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),-0.558984 # DEPENDENCYPART_GRANDPAR
(16,12),(12,19),-0.3782 # DEPENDENCYPART_GRANDPAR
(16,13),(13,6),-0.562487 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),-0.440582 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-0.927259 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.322166 # DEPENDENCYPART_GRANDPAR
(16,13),(13,25),-0.825573 # DEPENDENCYPART_GRANDPAR
(16,14),(14,2),-1.1125 # DEPENDENCYPART_GRANDPAR
(16,14),(14,3),-1.16317 # DEPENDENCYPART_GRANDPAR
(16,14),(14,4),-0.702851 # DEPENDENCYPART_GRANDPAR
(16,14),(14,5),-0.697104 # DEPENDENCYPART_GRANDPAR
(16,14),(14,7),-1.08306 # DEPENDENCYPART_GRANDPAR
(16,14),(14,8),-0.759306 # DEPENDENCYPART_GRANDPAR
(16,14),(14,9),-0.680336 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),-0.955299 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-0.733606 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.56192 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.688258 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),-0.383606 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-1.01689 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,18),-0.614406 # DEPENDENCYPART_GRANDPAR
(16,14),(14,19),-0.357565 # DEPENDENCYPART_GRANDPAR
(16,14),(14,21),-0.697609 # DEPENDENCYPART_GRANDPAR
(16,14),(14,22),-0.480372 # DEPENDENCYPART_GRANDPAR
(16,14),(14,24),-0.727084 # DEPENDENCYPART_GRANDPAR
(16,14),(14,25),-0.763997 # DEPENDENCYPART_GRANDPAR
(16,14),(14,26),-0.733956 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.503831 # DEPENDENCYPART_GRANDPAR
(16,15),(15,22),-0.501017 # DEPENDENCYPART_GRANDPAR
(16,18),(18,12),-0.906798 # DEPENDENCYPART_GRANDPAR
(16,18),(18,15),-0.838842 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-0.480538 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),0.043539 # DEPENDENCYPART_GRANDPAR
(16,18),(18,21),-0.282194 # DEPENDENCYPART_GRANDPAR
(16,19),(19,2),-1.49701 # DEPENDENCYPART_GRANDPAR
(16,19),(19,3),-1.55189 # DEPENDENCYPART_GRANDPAR
(16,19),(19,5),-0.946217 # DEPENDENCYPART_GRANDPAR
(16,19),(19,7),-1.46947 # DEPENDENCYPART_GRANDPAR
(16,19),(19,8),-0.94175 # DEPENDENCYPART_GRANDPAR
(16,19),(19,10),-1.34172 # DEPENDENCYPART_GRANDPAR
(16,19),(19,11),-0.91605 # DEPENDENCYPART_GRANDPAR
(16,19),(19,12),-0.843322 # DEPENDENCYPART_GRANDPAR
(16,19),(19,13),-1.07467 # DEPENDENCYPART_GRANDPAR
(16,19),(19,14),-0.833244 # DEPENDENCYPART_GRANDPAR
(16,19),(19,15),-0.775365 # DEPENDENCYPART_GRANDPAR
(16,19),(19,16),-0.566264 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,19),(19,17),0.0676468 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),-0.163777 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),0.251216 # DEPENDENCYPART_GRANDPAR
(16,19),(19,21),-0.14533 # DEPENDENCYPART_GRANDPAR
(16,19),(19,22),-0.027243 # DEPENDENCYPART_GRANDPAR
(16,19),(19,24),-0.174805 # DEPENDENCYPART_GRANDPAR
(16,19),(19,25),-0.211793 # DEPENDENCYPART_GRANDPAR
(16,19),(19,26),-0.306929 # DEPENDENCYPART_GRANDPAR
(16,21),(21,12),-0.906798 # DEPENDENCYPART_GRANDPAR
(16,21),(21,13),-1.13721 # DEPENDENCYPART_GRANDPAR
(16,21),(21,14),-0.844714 # DEPENDENCYPART_GRANDPAR
(16,21),(21,15),-0.838842 # DEPENDENCYPART_GRANDPAR
(16,21),(21,16),-0.480538 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,21),(21,17),0.0435389 # DEPENDENCYPART_GRANDPAR
(16,21),(21,18),-0.078051 # DEPENDENCYPART_GRANDPAR
(16,21),(21,19),0.153404 # DEPENDENCYPART_GRANDPAR
(16,21),(21,20),0.170219 # DEPENDENCYPART_GRANDPAR
(16,21),(21,22),-0.0830836 # DEPENDENCYPART_GRANDPAR
(16,21),(21,23),-0.131191 # DEPENDENCYPART_GRANDPAR
(16,21),(21,24),-0.311687 # DEPENDENCYPART_GRANDPAR
(16,21),(21,25),-0.348676 # DEPENDENCYPART_GRANDPAR
(16,22),(22,3),-1.55189 # DEPENDENCYPART_GRANDPAR
(16,22),(22,5),-0.945725 # DEPENDENCYPART_GRANDPAR
(16,22),(22,7),-1.46947 # DEPENDENCYPART_GRANDPAR
(16,22),(22,8),-0.941747 # DEPENDENCYPART_GRANDPAR
(16,22),(22,10),-1.34171 # DEPENDENCYPART_GRANDPAR
(16,22),(22,11),-0.916048 # DEPENDENCYPART_GRANDPAR
(16,22),(22,13),-1.07467 # DEPENDENCYPART_GRANDPAR
(16,22),(22,14),-0.833242 # DEPENDENCYPART_GRANDPAR
(16,22),(22,15),-0.775363 # DEPENDENCYPART_GRANDPAR
(16,22),(22,16),-0.565317 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,22),(22,17),0.0688768 # DEPENDENCYPART_GRANDPAR
(16,22),(22,18),-0.16283 # DEPENDENCYPART_GRANDPAR
(16,22),(22,19),0.137941 # DEPENDENCYPART_GRANDPAR
(16,22),(22,20),0.177914 # DEPENDENCYPART_GRANDPAR
(16,22),(22,21),-0.246032 # DEPENDENCYPART_GRANDPAR
(16,22),(22,23),-0.0539657 # DEPENDENCYPART_GRANDPAR
(16,22),(22,25),-0.172774 # DEPENDENCYPART_GRANDPAR
(16,24),(24,7),-1.53201 # DEPENDENCYPART_GRANDPAR
(16,24),(24,8),-0.965581 # DEPENDENCYPART_GRANDPAR
(16,24),(24,9),-1.02521 # DEPENDENCYPART_GRANDPAR
(16,24),(24,10),-1.40425 # DEPENDENCYPART_GRANDPAR
(16,24),(24,11),-0.939881 # DEPENDENCYPART_GRANDPAR
(16,24),(24,12),-0.906798 # DEPENDENCYPART_GRANDPAR
(16,24),(24,13),-1.13721 # DEPENDENCYPART_GRANDPAR
(16,24),(24,14),-0.844714 # DEPENDENCYPART_GRANDPAR
(16,24),(24,15),-0.838842 # DEPENDENCYPART_GRANDPAR
(16,24),(24,16),-0.480538 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,24),(24,17),0.043539 # DEPENDENCYPART_GRANDPAR
(16,24),(24,18),-0.0780509 # DEPENDENCYPART_GRANDPAR
(16,24),(24,19),0.153404 # DEPENDENCYPART_GRANDPAR
(16,24),(24,20),0.170219 # DEPENDENCYPART_GRANDPAR
(16,24),(24,21),-0.161253 # DEPENDENCYPART_GRANDPAR
(16,24),(24,22),0.0273778 # DEPENDENCYPART_GRANDPAR
(16,24),(24,23),-0.0155414 # DEPENDENCYPART_GRANDPAR
(16,25),(25,7),-1.53201 # DEPENDENCYPART_GRANDPAR
(16,25),(25,8),-0.965581 # DEPENDENCYPART_GRANDPAR
(16,25),(25,10),-1.40425 # DEPENDENCYPART_GRANDPAR
(16,25),(25,11),-0.939881 # DEPENDENCYPART_GRANDPAR
(16,25),(25,12),-0.906798 # DEPENDENCYPART_GRANDPAR
(16,25),(25,13),-1.13721 # DEPENDENCYPART_GRANDPAR
(16,25),(25,14),-0.844714 # DEPENDENCYPART_GRANDPAR
(16,25),(25,15),-0.838842 # DEPENDENCYPART_GRANDPAR
(16,25),(25,16),-0.481288 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,25),(25,17),0.0435368 # DEPENDENCYPART_GRANDPAR
(16,25),(25,18),-0.0788011 # DEPENDENCYPART_GRANDPAR
(16,25),(25,19),0.153402 # DEPENDENCYPART_GRANDPAR
(16,25),(25,20),0.170217 # DEPENDENCYPART_GRANDPAR
(16,25),(25,21),-0.162004 # DEPENDENCYPART_GRANDPAR
(16,25),(25,22),0.0273756 # DEPENDENCYPART_GRANDPAR
(16,25),(25,23),-0.0155435 # DEPENDENCYPART_GRANDPAR
(16,25),(25,24),-0.191479 # DEPENDENCYPART_GRANDPAR
(16,25),(25,26),-0.364237 # DEPENDENCYPART_GRANDPAR
(17,19),(19,2),-0.936681 # DEPENDENCYPART_GRANDPAR
(17,19),(19,3),-0.932019 # DEPENDENCYPART_GRANDPAR
(17,19),(19,5),-0.650508 # DEPENDENCYPART_GRANDPAR
(17,19),(19,7),-0.87328 # DEPENDENCYPART_GRANDPAR
(17,19),(19,8),-0.558418 # DEPENDENCYPART_GRANDPAR
(17,19),(19,10),-0.82198 # DEPENDENCYPART_GRANDPAR
(17,19),(19,11),-0.52167 # DEPENDENCYPART_GRANDPAR
(17,19),(19,12),-0.620669 # DEPENDENCYPART_GRANDPAR
(17,19),(19,13),-0.760345 # DEPENDENCYPART_GRANDPAR
(17,19),(19,14),-0.498327 # DEPENDENCYPART_GRANDPAR
(17,19),(19,15),-0.552413 # DEPENDENCYPART_GRANDPAR
(17,19),(19,16),-0.628686 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-0.628617 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,18),0.0310243 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),-0.188002 # DEPENDENCYPART_GRANDPAR
(17,19),(19,21),-0.305164 # DEPENDENCYPART_GRANDPAR
(17,19),(19,22),-0.234537 # DEPENDENCYPART_GRANDPAR
(17,19),(19,24),-0.337618 # DEPENDENCYPART_GRANDPAR
(17,19),(19,25),-0.274434 # DEPENDENCYPART_GRANDPAR
(17,19),(19,26),-0.29403 # DEPENDENCYPART_GRANDPAR
(17,21),(21,12),-0.66383 # DEPENDENCYPART_GRANDPAR
(17,21),(21,13),-0.808413 # DEPENDENCYPART_GRANDPAR
(17,21),(21,14),-0.498758 # DEPENDENCYPART_GRANDPAR
(17,21),(21,15),-0.595574 # DEPENDENCYPART_GRANDPAR
(17,21),(21,16),-0.676754 # DEPENDENCYPART_GRANDPAR
(17,21),(21,17),-0.697796 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,21),(21,18),0.020632 # DEPENDENCYPART_GRANDPAR
(17,21),(21,19),-0.181702 # DEPENDENCYPART_GRANDPAR
(17,21),(21,20),-0.197833 # DEPENDENCYPART_GRANDPAR
(17,21),(21,22),-0.228369 # DEPENDENCYPART_GRANDPAR
(17,21),(21,23),-0.293358 # DEPENDENCYPART_GRANDPAR
(17,21),(21,24),-0.303438 # DEPENDENCYPART_GRANDPAR
(17,21),(21,25),-0.240253 # DEPENDENCYPART_GRANDPAR
(17,22),(22,3),-0.932019 # DEPENDENCYPART_GRANDPAR
(17,22),(22,5),-0.650019 # DEPENDENCYPART_GRANDPAR
(17,22),(22,7),-0.873281 # DEPENDENCYPART_GRANDPAR
(17,22),(22,8),-0.558418 # DEPENDENCYPART_GRANDPAR
(17,22),(22,10),-0.821981 # DEPENDENCYPART_GRANDPAR
(17,22),(22,11),-0.52167 # DEPENDENCYPART_GRANDPAR
(17,22),(22,13),-0.760346 # DEPENDENCYPART_GRANDPAR
(17,22),(22,14),-0.498327 # DEPENDENCYPART_GRANDPAR
(17,22),(22,15),-0.552413 # DEPENDENCYPART_GRANDPAR
(17,22),(22,16),-0.628687 # DEPENDENCYPART_GRANDPAR
(17,22),(22,17),-0.628611 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,22),(22,18),0.0295751 # DEPENDENCYPART_GRANDPAR
(17,22),(22,19),-0.143979 # DEPENDENCYPART_GRANDPAR
(17,22),(22,20),-0.156768 # DEPENDENCYPART_GRANDPAR
(17,22),(22,21),-0.207937 # DEPENDENCYPART_GRANDPAR
(17,22),(22,23),-0.296173 # DEPENDENCYPART_GRANDPAR
(17,22),(22,25),-0.261172 # DEPENDENCYPART_GRANDPAR
(18,12),(12,11),-0.520134 # DEPENDENCYPART_GRANDPAR
(18,12),(12,19),-0.512518 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),-0.466066 # DEPENDENCYPART_GRANDPAR
(18,15),(15,22),-0.665326 # DEPENDENCYPART_GRANDPAR
(18,16),(16,9),-0.549399 # DEPENDENCYPART_GRANDPAR
(18,16),(16,12),-0.446233 # DEPENDENCYPART_GRANDPAR
(18,16),(16,13),-0.760773 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),-0.439003 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),-0.436373 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-1.29357 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,19),-0.551106 # DEPENDENCYPART_GRANDPAR
(18,16),(16,21),-0.94966 # DEPENDENCYPART_GRANDPAR
(18,16),(16,22),-0.70354 # DEPENDENCYPART_GRANDPAR
(18,16),(16,24),-1.07475 # DEPENDENCYPART_GRANDPAR
(18,16),(16,25),-0.971617 # DEPENDENCYPART_GRANDPAR
(18,16),(16,26),-0.805963 # DEPENDENCYPART_GRANDPAR
(18,17),(17,19),-0.512518 # DEPENDENCYPART_GRANDPAR
(18,17),(17,21),-0.837833 # DEPENDENCYPART_GRANDPAR
(18,17),(17,22),-0.665326 # DEPENDENCYPART_GRANDPAR
(18,21),(21,12),-1.03087 # DEPENDENCYPART_GRANDPAR
(18,21),(21,13),-1.23776 # DEPENDENCYPART_GRANDPAR
(18,21),(21,14),-0.806949 # DEPENDENCYPART_GRANDPAR
(18,21),(21,15),-1.02101 # DEPENDENCYPART_GRANDPAR
(18,21),(21,16),-1.0712 # DEPENDENCYPART_GRANDPAR
(18,21),(21,17),-0.782809 # DEPENDENCYPART_GRANDPAR
(18,21),(21,18),-0.695634 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,21),(21,19),0.019086 # DEPENDENCYPART_GRANDPAR
(18,21),(21,20),-0.0271966 # DEPENDENCYPART_GRANDPAR
(18,21),(21,22),-0.247392 # DEPENDENCYPART_GRANDPAR
(18,21),(21,23),-0.30257 # DEPENDENCYPART_GRANDPAR
(18,21),(21,24),-0.597772 # DEPENDENCYPART_GRANDPAR
(18,21),(21,25),-0.49472 # DEPENDENCYPART_GRANDPAR
(19,2),(2,1),-0.37476 # DEPENDENCYPART_GRANDPAR
(19,2),(2,3),-0.549424 # DEPENDENCYPART_GRANDPAR
(19,2),(2,4),-0.80888 # DEPENDENCYPART_GRANDPAR
(19,2),(2,5),-0.413079 # DEPENDENCYPART_GRANDPAR
(19,2),(2,25),-0.489145 # DEPENDENCYPART_GRANDPAR
(19,2),(2,26),-0.610532 # DEPENDENCYPART_GRANDPAR
(19,3),(3,1),-0.420947 # DEPENDENCYPART_GRANDPAR
(19,3),(3,2),-0.621557 # DEPENDENCYPART_GRANDPAR
(19,3),(3,4),-0.80959 # DEPENDENCYPART_GRANDPAR
(19,3),(3,5),-0.413082 # DEPENDENCYPART_GRANDPAR
(19,3),(3,7),-0.269656 # DEPENDENCYPART_GRANDPAR
(19,3),(3,26),-0.610532 # DEPENDENCYPART_GRANDPAR
(19,5),(5,1),-0.47081 # DEPENDENCYPART_GRANDPAR
(19,5),(5,2),-0.63479 # DEPENDENCYPART_GRANDPAR
(19,5),(5,3),-0.575887 # DEPENDENCYPART_GRANDPAR
(19,5),(5,4),-0.837419 # DEPENDENCYPART_GRANDPAR
(19,5),(5,6),-0.283867 # DEPENDENCYPART_GRANDPAR
(19,5),(5,7),-0.381542 # DEPENDENCYPART_GRANDPAR
(19,5),(5,8),-0.509476 # DEPENDENCYPART_GRANDPAR
(19,5),(5,9),-0.325413 # DEPENDENCYPART_GRANDPAR
(19,5),(5,10),-0.322607 # DEPENDENCYPART_GRANDPAR
(19,5),(5,11),-0.417726 # DEPENDENCYPART_GRANDPAR
(19,5),(5,12),-0.224202 # DEPENDENCYPART_GRANDPAR
(19,5),(5,13),-0.218214 # DEPENDENCYPART_GRANDPAR
(19,5),(5,14),-0.309289 # DEPENDENCYPART_GRANDPAR
(19,5),(5,16),-0.140848 # DEPENDENCYPART_GRANDPAR
(19,5),(5,18),0.10027 # DEPENDENCYPART_GRANDPAR
(19,5),(5,19),-0.736579 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,5),(5,21),-0.435513 # DEPENDENCYPART_GRANDPAR
(19,5),(5,22),-0.32396 # DEPENDENCYPART_GRANDPAR
(19,5),(5,24),-0.534611 # DEPENDENCYPART_GRANDPAR
(19,5),(5,25),-0.450864 # DEPENDENCYPART_GRANDPAR
(19,5),(5,26),-0.602945 # DEPENDENCYPART_GRANDPAR
(19,7),(7,1),-0.374753 # DEPENDENCYPART_GRANDPAR
(19,7),(7,3),-0.530028 # DEPENDENCYPART_GRANDPAR
(19,7),(7,6),-0.124821 # DEPENDENCYPART_GRANDPAR
(19,7),(7,8),-0.36601 # DEPENDENCYPART_GRANDPAR
(19,7),(7,10),-0.209247 # DEPENDENCYPART_GRANDPAR
(19,7),(7,11),-0.27426 # DEPENDENCYPART_GRANDPAR
(19,7),(7,24),-0.573048 # DEPENDENCYPART_GRANDPAR
(19,7),(7,25),-0.489144 # DEPENDENCYPART_GRANDPAR
(19,7),(7,26),-0.610532 # DEPENDENCYPART_GRANDPAR
(19,10),(10,6),-0.124821 # DEPENDENCYPART_GRANDPAR
(19,10),(10,7),-0.268626 # DEPENDENCYPART_GRANDPAR
(19,10),(10,9),-0.166367 # DEPENDENCYPART_GRANDPAR
(19,10),(10,11),-0.27426 # DEPENDENCYPART_GRANDPAR
(19,10),(10,13),-0.104854 # DEPENDENCYPART_GRANDPAR
(19,10),(10,16),-0.0274877 # DEPENDENCYPART_GRANDPAR
(19,10),(10,18),0.21363 # DEPENDENCYPART_GRANDPAR
(19,10),(10,24),-0.573048 # DEPENDENCYPART_GRANDPAR
(19,10),(10,25),-0.489144 # DEPENDENCYPART_GRANDPAR
(19,10),(10,26),-0.610532 # DEPENDENCYPART_GRANDPAR
(19,12),(12,11),-0.29002 # DEPENDENCYPART_GRANDPAR
(19,12),(12,19),-0.746688 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,13),(13,6),-0.124821 # DEPENDENCYPART_GRANDPAR
(19,13),(13,9),-0.166367 # DEPENDENCYPART_GRANDPAR
(19,13),(13,10),-0.209692 # DEPENDENCYPART_GRANDPAR
(19,13),(13,12),-0.0651559 # DEPENDENCYPART_GRANDPAR
(19,13),(13,25),-0.489144 # DEPENDENCYPART_GRANDPAR
(19,14),(14,2),-0.728882 # DEPENDENCYPART_GRANDPAR
(19,14),(14,3),-0.665924 # DEPENDENCYPART_GRANDPAR
(19,14),(14,4),-0.931521 # DEPENDENCYPART_GRANDPAR
(19,14),(14,5),-0.516392 # DEPENDENCYPART_GRANDPAR
(19,14),(14,7),-0.391587 # DEPENDENCYPART_GRANDPAR
(19,14),(14,8),-0.538999 # DEPENDENCYPART_GRANDPAR
(19,14),(14,9),-0.307552 # DEPENDENCYPART_GRANDPAR
(19,14),(14,10),-0.332653 # DEPENDENCYPART_GRANDPAR
(19,14),(14,11),-0.447248 # DEPENDENCYPART_GRANDPAR
(19,14),(14,12),-0.206341 # DEPENDENCYPART_GRANDPAR
(19,14),(14,13),-0.228259 # DEPENDENCYPART_GRANDPAR
(19,14),(14,15),-0.125644 # DEPENDENCYPART_GRANDPAR
(19,14),(14,16),0.0311239 # DEPENDENCYPART_GRANDPAR
(19,14),(14,18),0.272242 # DEPENDENCYPART_GRANDPAR
(19,14),(14,19),-0.748735 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,14),(14,21),-0.430655 # DEPENDENCYPART_GRANDPAR
(19,14),(14,22),-0.336242 # DEPENDENCYPART_GRANDPAR
(19,14),(14,24),-0.529753 # DEPENDENCYPART_GRANDPAR
(19,14),(14,25),-0.445849 # DEPENDENCYPART_GRANDPAR
(19,14),(14,26),-0.600412 # DEPENDENCYPART_GRANDPAR
(19,15),(15,14),-0.214711 # DEPENDENCYPART_GRANDPAR
(19,15),(15,22),-0.334201 # DEPENDENCYPART_GRANDPAR
(19,16),(16,9),-0.166367 # DEPENDENCYPART_GRANDPAR
(19,16),(16,12),-0.0651559 # DEPENDENCYPART_GRANDPAR
(19,16),(16,13),-0.105298 # DEPENDENCYPART_GRANDPAR
(19,16),(16,14),-0.12502 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),-0.0901506 # DEPENDENCYPART_GRANDPAR
(19,16),(16,18),0.21363 # DEPENDENCYPART_GRANDPAR
(19,16),(16,19),-0.781071 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,16),(16,21),-0.473951 # DEPENDENCYPART_GRANDPAR
(19,16),(16,22),-0.367835 # DEPENDENCYPART_GRANDPAR
(19,16),(16,24),-0.573048 # DEPENDENCYPART_GRANDPAR
(19,16),(16,25),-0.489144 # DEPENDENCYPART_GRANDPAR
(19,16),(16,26),-0.610532 # DEPENDENCYPART_GRANDPAR
(19,17),(17,19),-0.746688 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,17),(17,21),-0.376819 # DEPENDENCYPART_GRANDPAR
(19,17),(17,22),-0.334201 # DEPENDENCYPART_GRANDPAR
(19,18),(18,12),-0.0651559 # DEPENDENCYPART_GRANDPAR
(19,18),(18,15),-0.0901506 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),-0.027932 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),-0.115171 # DEPENDENCYPART_GRANDPAR
(19,18),(18,21),-0.473951 # DEPENDENCYPART_GRANDPAR
(19,21),(21,12),-0.547712 # DEPENDENCYPART_GRANDPAR
(19,21),(21,13),-0.669431 # DEPENDENCYPART_GRANDPAR
(19,21),(21,14),-0.608145 # DEPENDENCYPART_GRANDPAR
(19,21),(21,15),-0.572707 # DEPENDENCYPART_GRANDPAR
(19,21),(21,16),-0.592065 # DEPENDENCYPART_GRANDPAR
(19,21),(21,17),-0.597727 # DEPENDENCYPART_GRANDPAR
(19,21),(21,18),-0.350947 # DEPENDENCYPART_GRANDPAR
(19,21),(21,19),-0.321354 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,21),(21,20),0.334382 # DEPENDENCYPART_GRANDPAR
(19,21),(21,22),0.0819425 # DEPENDENCYPART_GRANDPAR
(19,21),(21,23),0.044223 # DEPENDENCYPART_GRANDPAR
(19,21),(21,24),-0.00893216 # DEPENDENCYPART_GRANDPAR
(19,21),(21,25),0.074971 # DEPENDENCYPART_GRANDPAR
(19,22),(22,3),-1.04756 # DEPENDENCYPART_GRANDPAR
(19,22),(22,5),-0.793797 # DEPENDENCYPART_GRANDPAR
(19,22),(22,7),-0.770053 # DEPENDENCYPART_GRANDPAR
(19,22),(22,8),-0.703701 # DEPENDENCYPART_GRANDPAR
(19,22),(22,10),-0.711118 # DEPENDENCYPART_GRANDPAR
(19,22),(22,11),-0.61195 # DEPENDENCYPART_GRANDPAR
(19,22),(22,13),-0.606725 # DEPENDENCYPART_GRANDPAR
(19,22),(22,14),-0.597492 # DEPENDENCYPART_GRANDPAR
(19,22),(22,15),-0.512347 # DEPENDENCYPART_GRANDPAR
(19,22),(22,16),-0.529359 # DEPENDENCYPART_GRANDPAR
(19,22),(22,17),-0.537367 # DEPENDENCYPART_GRANDPAR
(19,22),(22,18),-0.288241 # DEPENDENCYPART_GRANDPAR
(19,22),(22,19),-0.323617 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,22),(22,20),0.365961 # DEPENDENCYPART_GRANDPAR
(19,22),(22,21),0.0703142 # DEPENDENCYPART_GRANDPAR
(19,22),(22,23),-0.0662451 # DEPENDENCYPART_GRANDPAR
(19,22),(22,25),-0.0725389 # DEPENDENCYPART_GRANDPAR
(19,24),(24,7),-0.832759 # DEPENDENCYPART_GRANDPAR
(19,24),(24,8),-0.72429 # DEPENDENCYPART_GRANDPAR
(19,24),(24,9),-0.648923 # DEPENDENCYPART_GRANDPAR
(19,24),(24,10),-0.773825 # DEPENDENCYPART_GRANDPAR
(19,24),(24,11),-0.632539 # DEPENDENCYPART_GRANDPAR
(19,24),(24,12),-0.547712 # DEPENDENCYPART_GRANDPAR
(19,24),(24,13),-0.669431 # DEPENDENCYPART_GRANDPAR
(19,24),(24,14),-0.608145 # DEPENDENCYPART_GRANDPAR
(19,24),(24,15),-0.572707 # DEPENDENCYPART_GRANDPAR
(19,24),(24,16),-0.592065 # DEPENDENCYPART_GRANDPAR
(19,24),(24,17),-0.597727 # DEPENDENCYPART_GRANDPAR
(19,24),(24,18),-0.350947 # DEPENDENCYPART_GRANDPAR
(19,24),(24,19),-0.321354 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,24),(24,20),0.334382 # DEPENDENCYPART_GRANDPAR
(19,24),(24,21),0.0906257 # DEPENDENCYPART_GRANDPAR
(19,24),(24,22),0.088728 # DEPENDENCYPART_GRANDPAR
(19,24),(24,23),0.0551779 # DEPENDENCYPART_GRANDPAR
(19,25),(25,7),-0.832759 # DEPENDENCYPART_GRANDPAR
(19,25),(25,8),-0.72429 # DEPENDENCYPART_GRANDPAR
(19,25),(25,10),-0.773825 # DEPENDENCYPART_GRANDPAR
(19,25),(25,11),-0.632539 # DEPENDENCYPART_GRANDPAR
(19,25),(25,12),-0.547712 # DEPENDENCYPART_GRANDPAR
(19,25),(25,13),-0.669431 # DEPENDENCYPART_GRANDPAR
(19,25),(25,14),-0.608145 # DEPENDENCYPART_GRANDPAR
(19,25),(25,15),-0.572707 # DEPENDENCYPART_GRANDPAR
(19,25),(25,16),-0.592065 # DEPENDENCYPART_GRANDPAR
(19,25),(25,17),-0.597727 # DEPENDENCYPART_GRANDPAR
(19,25),(25,18),-0.350947 # DEPENDENCYPART_GRANDPAR
(19,25),(25,19),-0.321354 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,25),(25,20),0.334382 # DEPENDENCYPART_GRANDPAR
(19,25),(25,21),0.0898797 # DEPENDENCYPART_GRANDPAR
(19,25),(25,22),0.088728 # DEPENDENCYPART_GRANDPAR
(19,25),(25,23),0.0551779 # DEPENDENCYPART_GRANDPAR
(19,25),(25,24),-0.00921668 # DEPENDENCYPART_GRANDPAR
(19,25),(25,26),-0.219676 # DEPENDENCYPART_GRANDPAR
(21,12),(12,11),-0.372999 # DEPENDENCYPART_GRANDPAR
