# _root_ Szerinte az egyéves lejáratú hitelek jó részét több év múlva megtérülő vásárlásokra , például alkatrészek és műtrágya beszerzésére fordították a gazdák , ezért e tartozások három-öt éves hitelekké történő átütemezése is szükséges lenne .
#goldHeads=19,5,4,5,7,7,19,9,10,11,12,19,19,19,18,18,18,19,23,21,19,23,0,25,30,29,28,29,30,33,33,33,23,23,
#predictedHeads=19,5,5,5,7,7,19,9,10,11,12,19,19,19,19,19,18,19,23,21,19,23,0,25,30,27,28,29,30,33,33,33,23,23,
(12,6),(6,33),-0.0337157 # DEPENDENCYPART_GRANDPAR
(12,6),(6,34),-0.915487 # DEPENDENCYPART_GRANDPAR
(12,7),(7,2),-0.409314 # DEPENDENCYPART_GRANDPAR
(12,7),(7,3),-0.208357 # DEPENDENCYPART_GRANDPAR
(12,7),(7,4),-0.188893 # DEPENDENCYPART_GRANDPAR
(12,7),(7,5),-0.337728 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),-0.109804 # DEPENDENCYPART_GRANDPAR
(12,7),(7,8),-0.0969825 # DEPENDENCYPART_GRANDPAR
(12,7),(7,9),-0.0840277 # DEPENDENCYPART_GRANDPAR
(12,7),(7,10),0.145955 # DEPENDENCYPART_GRANDPAR
(12,7),(7,12),-1.11031 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,7),(7,13),-0.509307 # DEPENDENCYPART_GRANDPAR
(12,7),(7,34),-0.955719 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),-0.281553 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),-0.602169 # DEPENDENCYPART_GRANDPAR
(12,8),(8,33),-0.0224406 # DEPENDENCYPART_GRANDPAR
(12,8),(8,34),-0.914496 # DEPENDENCYPART_GRANDPAR
(12,9),(9,2),-0.405385 # DEPENDENCYPART_GRANDPAR
(12,9),(9,3),-0.2152 # DEPENDENCYPART_GRANDPAR
(12,9),(9,4),-0.195736 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),-0.352986 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-0.114226 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.481292 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),0.00349765 # DEPENDENCYPART_GRANDPAR
(12,10),(10,4),-0.226389 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),-0.33756 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-0.164961 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.469074 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.123994 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.183692 # DEPENDENCYPART_GRANDPAR
(12,10),(10,14),-0.295122 # DEPENDENCYPART_GRANDPAR
(12,11),(11,1),-0.35632 # DEPENDENCYPART_GRANDPAR
(12,11),(11,5),-0.208938 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),0.019499 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),-0.345273 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-0.063266 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.072206 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),0.260464 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-0.194577 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-0.216868 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-0.627425 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),-0.135134 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),-0.104357 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),0.0707994 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),-0.115075 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),-0.305479 # DEPENDENCYPART_GRANDPAR
(12,14),(14,22),-0.029892 # DEPENDENCYPART_GRANDPAR
(12,14),(14,30),-0.458751 # DEPENDENCYPART_GRANDPAR
(12,14),(14,31),0.165059 # DEPENDENCYPART_GRANDPAR
(12,14),(14,33),0.224971 # DEPENDENCYPART_GRANDPAR
(12,14),(14,34),-0.633652 # DEPENDENCYPART_GRANDPAR
(12,15),(15,2),-0.969941 # DEPENDENCYPART_GRANDPAR
(12,15),(15,8),-0.540709 # DEPENDENCYPART_GRANDPAR
(12,15),(15,11),-0.306575 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-0.512382 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,14),0.00455851 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),-0.0774727 # DEPENDENCYPART_GRANDPAR
(12,15),(15,18),-0.267876 # DEPENDENCYPART_GRANDPAR
(14,10),(10,4),-0.457097 # DEPENDENCYPART_GRANDPAR
(14,10),(10,5),-0.279088 # DEPENDENCYPART_GRANDPAR
(14,10),(10,6),-0.173515 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),-0.276091 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),-0.252242 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),-0.189908 # DEPENDENCYPART_GRANDPAR
(14,10),(10,14),-0.76075 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,1),0.0111089 # DEPENDENCYPART_GRANDPAR
(14,11),(11,5),-0.379014 # DEPENDENCYPART_GRANDPAR
(14,11),(11,6),-0.132576 # DEPENDENCYPART_GRANDPAR
(14,11),(11,7),-0.378632 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),-0.292265 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),-0.305021 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),-0.264423 # DEPENDENCYPART_GRANDPAR
(14,12),(12,2),-0.0832279 # DEPENDENCYPART_GRANDPAR
(14,12),(12,3),-0.42057 # DEPENDENCYPART_GRANDPAR
(14,12),(12,4),-0.484581 # DEPENDENCYPART_GRANDPAR
(14,12),(12,5),-0.363328 # DEPENDENCYPART_GRANDPAR
(14,12),(12,6),-0.208932 # DEPENDENCYPART_GRANDPAR
(14,12),(12,7),-0.357113 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),-0.255741 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),-0.278443 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-0.300087 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.266936 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),-0.24804 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-0.768859 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,15),-0.147755 # DEPENDENCYPART_GRANDPAR
(14,15),(15,2),-0.474273 # DEPENDENCYPART_GRANDPAR
(14,15),(15,8),-0.639198 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),-0.615797 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-0.614849 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.395061 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,17),0.069871 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),0.0939221 # DEPENDENCYPART_GRANDPAR
(14,16),(16,10),-0.571161 # DEPENDENCYPART_GRANDPAR
(14,16),(16,11),-0.585183 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),-0.576301 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-0.696078 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.411598 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),0.426204 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),0.169349 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),0.1934 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),0.0537556 # DEPENDENCYPART_GRANDPAR
(14,16),(16,33),-0.0601115 # DEPENDENCYPART_GRANDPAR
(14,16),(16,34),-0.513832 # DEPENDENCYPART_GRANDPAR
(14,17),(17,2),-0.474273 # DEPENDENCYPART_GRANDPAR
(14,17),(17,8),-0.639198 # DEPENDENCYPART_GRANDPAR
(14,17),(17,11),-0.615797 # DEPENDENCYPART_GRANDPAR
(14,17),(17,12),-0.614849 # DEPENDENCYPART_GRANDPAR
(14,17),(17,13),-0.705596 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-0.395061 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,15),0.413251 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),0.307884 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),0.0939221 # DEPENDENCYPART_GRANDPAR
(14,18),(18,2),-0.474273 # DEPENDENCYPART_GRANDPAR
(14,18),(18,5),-0.7472 # DEPENDENCYPART_GRANDPAR
(14,18),(18,7),-0.74415 # DEPENDENCYPART_GRANDPAR
(14,18),(18,8),-0.639198 # DEPENDENCYPART_GRANDPAR
(14,18),(18,9),-0.677254 # DEPENDENCYPART_GRANDPAR
(14,18),(18,10),-0.577935 # DEPENDENCYPART_GRANDPAR
(14,18),(18,11),-0.615797 # DEPENDENCYPART_GRANDPAR
(14,18),(18,12),-0.614849 # DEPENDENCYPART_GRANDPAR
(14,18),(18,13),-0.705596 # DEPENDENCYPART_GRANDPAR
(14,18),(18,14),-0.395061 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,18),(18,15),0.413249 # DEPENDENCYPART_GRANDPAR
(14,18),(18,16),0.307884 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),0.243628 # DEPENDENCYPART_GRANDPAR
(14,30),(30,16),0.307884 # DEPENDENCYPART_GRANDPAR
(14,30),(30,17),0.24363 # DEPENDENCYPART_GRANDPAR
(14,30),(30,20),-0.0781633 # DEPENDENCYPART_GRANDPAR
(14,30),(30,21),0.141882 # DEPENDENCYPART_GRANDPAR
(14,30),(30,22),0.0127826 # DEPENDENCYPART_GRANDPAR
(14,30),(30,23),0.0703402 # DEPENDENCYPART_GRANDPAR
(14,30),(30,24),-0.103253 # DEPENDENCYPART_GRANDPAR
(14,30),(30,25),0.0778345 # DEPENDENCYPART_GRANDPAR
(14,30),(30,26),-0.134954 # DEPENDENCYPART_GRANDPAR
(14,30),(30,27),-0.270867 # DEPENDENCYPART_GRANDPAR
(14,30),(30,28),0.10634 # DEPENDENCYPART_GRANDPAR
(14,30),(30,29),-0.264757 # DEPENDENCYPART_GRANDPAR
(14,30),(30,31),-0.371647 # DEPENDENCYPART_GRANDPAR
(14,30),(30,32),-0.35378 # DEPENDENCYPART_GRANDPAR
(14,31),(31,19),0.0551794 # DEPENDENCYPART_GRANDPAR
(14,31),(31,28),-0.0163069 # DEPENDENCYPART_GRANDPAR
(14,31),(31,29),-0.351394 # DEPENDENCYPART_GRANDPAR
(14,31),(31,30),0.0861083 # DEPENDENCYPART_GRANDPAR
(14,31),(31,32),-0.375499 # DEPENDENCYPART_GRANDPAR
(14,31),(31,33),-0.133139 # DEPENDENCYPART_GRANDPAR
(14,31),(31,34),-0.524265 # DEPENDENCYPART_GRANDPAR
(14,33),(33,5),-0.735221 # DEPENDENCYPART_GRANDPAR
(14,33),(33,6),-0.507552 # DEPENDENCYPART_GRANDPAR
(14,33),(33,7),-0.733274 # DEPENDENCYPART_GRANDPAR
(14,33),(33,9),-0.665732 # DEPENDENCYPART_GRANDPAR
(14,33),(33,10),-0.556426 # DEPENDENCYPART_GRANDPAR
(14,33),(33,11),-0.588212 # DEPENDENCYPART_GRANDPAR
(14,33),(33,12),-0.602861 # DEPENDENCYPART_GRANDPAR
(14,33),(33,13),-0.752744 # DEPENDENCYPART_GRANDPAR
(14,33),(33,14),-0.414293 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,33),(33,15),0.26072 # DEPENDENCYPART_GRANDPAR
(14,33),(33,16),0.180388 # DEPENDENCYPART_GRANDPAR
(14,33),(33,17),0.0910991 # DEPENDENCYPART_GRANDPAR
(14,33),(33,18),0.115678 # DEPENDENCYPART_GRANDPAR
(14,33),(33,19),0.0618046 # DEPENDENCYPART_GRANDPAR
(14,33),(33,20),-0.166594 # DEPENDENCYPART_GRANDPAR
(14,33),(33,21),-0.00974698 # DEPENDENCYPART_GRANDPAR
(14,33),(33,22),-0.211903 # DEPENDENCYPART_GRANDPAR
(14,33),(33,23),0.00881999 # DEPENDENCYPART_GRANDPAR
(14,33),(33,24),-0.151551 # DEPENDENCYPART_GRANDPAR
(14,33),(33,25),-0.0746965 # DEPENDENCYPART_GRANDPAR
(14,33),(33,26),-0.219535 # DEPENDENCYPART_GRANDPAR
(14,33),(33,27),-0.358354 # DEPENDENCYPART_GRANDPAR
(14,33),(33,28),-0.0461909 # DEPENDENCYPART_GRANDPAR
(14,33),(33,29),-0.340338 # DEPENDENCYPART_GRANDPAR
(14,33),(33,30),0.0562243 # DEPENDENCYPART_GRANDPAR
(14,33),(33,31),-0.159444 # DEPENDENCYPART_GRANDPAR
(14,33),(33,32),-0.317162 # DEPENDENCYPART_GRANDPAR
(14,33),(33,34),-0.532123 # DEPENDENCYPART_GRANDPAR
(15,2),(2,3),-0.403483 # DEPENDENCYPART_GRANDPAR
(15,2),(2,4),-0.400737 # DEPENDENCYPART_GRANDPAR
(15,8),(8,6),-0.403035 # DEPENDENCYPART_GRANDPAR
(15,8),(8,7),-0.572199 # DEPENDENCYPART_GRANDPAR
(15,8),(8,33),-0.458409 # DEPENDENCYPART_GRANDPAR
(15,8),(8,34),-0.965064 # DEPENDENCYPART_GRANDPAR
(15,11),(11,1),-0.35463 # DEPENDENCYPART_GRANDPAR
(15,11),(11,5),-0.130948 # DEPENDENCYPART_GRANDPAR
(15,11),(11,6),-0.101983 # DEPENDENCYPART_GRANDPAR
(15,11),(11,7),-0.315303 # DEPENDENCYPART_GRANDPAR
(15,11),(11,8),-0.403576 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),-0.188518 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),-0.103523 # DEPENDENCYPART_GRANDPAR
(15,12),(12,2),-0.640919 # DEPENDENCYPART_GRANDPAR
(15,12),(12,3),-0.422964 # DEPENDENCYPART_GRANDPAR
(15,12),(12,4),-0.421549 # DEPENDENCYPART_GRANDPAR
(15,12),(12,5),-0.270493 # DEPENDENCYPART_GRANDPAR
(15,12),(12,6),-0.238876 # DEPENDENCYPART_GRANDPAR
(15,12),(12,7),-0.446818 # DEPENDENCYPART_GRANDPAR
(15,12),(12,8),-0.357804 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),-0.310455 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),-0.216875 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),-0.163855 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),-0.236394 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),-0.196808 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-1.07219 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,10),-0.256569 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),-0.281683 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),0.0471718 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.301792 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-0.945882 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),-0.400398 # DEPENDENCYPART_GRANDPAR
(15,14),(14,17),-0.543605 # DEPENDENCYPART_GRANDPAR
(15,14),(14,18),-0.645093 # DEPENDENCYPART_GRANDPAR
(15,14),(14,22),-0.447972 # DEPENDENCYPART_GRANDPAR
(15,14),(14,30),-0.893067 # DEPENDENCYPART_GRANDPAR
(15,14),(14,31),-0.355815 # DEPENDENCYPART_GRANDPAR
(15,14),(14,33),-0.473051 # DEPENDENCYPART_GRANDPAR
(15,14),(14,34),-0.966885 # DEPENDENCYPART_GRANDPAR
(15,17),(17,2),-1.20057 # DEPENDENCYPART_GRANDPAR
(15,17),(17,8),-0.881019 # DEPENDENCYPART_GRANDPAR
(15,17),(17,11),-0.626601 # DEPENDENCYPART_GRANDPAR
(15,17),(17,12),-0.392216 # DEPENDENCYPART_GRANDPAR
(15,17),(17,13),-0.637429 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),-0.541293 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-0.474256 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),-0.0482174 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),-0.294408 # DEPENDENCYPART_GRANDPAR
(15,18),(18,2),-1.20057 # DEPENDENCYPART_GRANDPAR
(15,18),(18,5),-0.744131 # DEPENDENCYPART_GRANDPAR
(15,18),(18,7),-0.921395 # DEPENDENCYPART_GRANDPAR
(15,18),(18,8),-0.881019 # DEPENDENCYPART_GRANDPAR
(15,18),(18,9),-0.805436 # DEPENDENCYPART_GRANDPAR
(15,18),(18,10),-0.601653 # DEPENDENCYPART_GRANDPAR
(15,18),(18,11),-0.626601 # DEPENDENCYPART_GRANDPAR
(15,18),(18,12),-0.392216 # DEPENDENCYPART_GRANDPAR
(15,18),(18,13),-0.637429 # DEPENDENCYPART_GRANDPAR
(15,18),(18,14),-0.541293 # DEPENDENCYPART_GRANDPAR
(15,18),(18,15),-0.474258 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,18),(18,16),-0.0482174 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),-0.0719807 # DEPENDENCYPART_GRANDPAR
(16,10),(10,4),-0.135572 # DEPENDENCYPART_GRANDPAR
(16,10),(10,5),-0.320982 # DEPENDENCYPART_GRANDPAR
(16,10),(10,6),0.00453091 # DEPENDENCYPART_GRANDPAR
(16,10),(10,7),-0.271447 # DEPENDENCYPART_GRANDPAR
(16,10),(10,8),-0.22271 # DEPENDENCYPART_GRANDPAR
(16,10),(10,9),-0.373573 # DEPENDENCYPART_GRANDPAR
(16,10),(10,14),-0.0694092 # DEPENDENCYPART_GRANDPAR
(16,11),(11,1),-0.141417 # DEPENDENCYPART_GRANDPAR
(16,11),(11,5),-0.228352 # DEPENDENCYPART_GRANDPAR
(16,11),(11,6),0.139363 # DEPENDENCYPART_GRANDPAR
(16,11),(11,7),-0.181435 # DEPENDENCYPART_GRANDPAR
(16,11),(11,8),-0.167968 # DEPENDENCYPART_GRANDPAR
(16,11),(11,9),-0.296816 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),-0.0878186 # DEPENDENCYPART_GRANDPAR
(16,12),(12,2),-0.197009 # DEPENDENCYPART_GRANDPAR
(16,12),(12,3),-0.108691 # DEPENDENCYPART_GRANDPAR
(16,12),(12,4),-0.0930462 # DEPENDENCYPART_GRANDPAR
(16,12),(12,5),-0.28574 # DEPENDENCYPART_GRANDPAR
(16,12),(12,6),0.071255 # DEPENDENCYPART_GRANDPAR
(16,12),(12,7),-0.232486 # DEPENDENCYPART_GRANDPAR
(16,12),(12,8),-0.145718 # DEPENDENCYPART_GRANDPAR
(16,12),(12,9),-0.337842 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),-0.165165 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),-0.0962378 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),-0.054348 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),-0.0602762 # DEPENDENCYPART_GRANDPAR
(16,12),(12,15),0.0477856 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),-0.0776148 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-0.0684316 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.0326131 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),0.0171903 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),0.0198641 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-0.978169 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),-0.51829 # DEPENDENCYPART_GRANDPAR
(16,14),(14,18),-0.489863 # DEPENDENCYPART_GRANDPAR
(16,14),(14,22),-0.635563 # DEPENDENCYPART_GRANDPAR
(16,14),(14,30),-0.91282 # DEPENDENCYPART_GRANDPAR
(16,14),(14,31),-0.521407 # DEPENDENCYPART_GRANDPAR
(16,14),(14,33),-1.05374 # DEPENDENCYPART_GRANDPAR
(16,14),(14,34),-0.818004 # DEPENDENCYPART_GRANDPAR
(16,15),(15,2),-0.197009 # DEPENDENCYPART_GRANDPAR
(16,15),(15,8),-0.145718 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),-0.0962378 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.139637 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),0.0164339 # DEPENDENCYPART_GRANDPAR
(16,15),(15,17),-0.623965 # DEPENDENCYPART_GRANDPAR
(16,15),(15,18),-0.595538 # DEPENDENCYPART_GRANDPAR
(16,17),(17,2),-0.631692 # DEPENDENCYPART_GRANDPAR
(16,17),(17,8),-0.585177 # DEPENDENCYPART_GRANDPAR
(16,17),(17,11),-0.554076 # DEPENDENCYPART_GRANDPAR
(16,17),(17,12),-0.874889 # DEPENDENCYPART_GRANDPAR
(16,17),(17,13),-0.529913 # DEPENDENCYPART_GRANDPAR
(16,17),(17,14),-0.473178 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-0.749903 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-0.518817 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),0.139715 # DEPENDENCYPART_GRANDPAR
(16,18),(18,2),-0.631692 # DEPENDENCYPART_GRANDPAR
(16,18),(18,5),-1.01661 # DEPENDENCYPART_GRANDPAR
(16,18),(18,7),-0.966019 # DEPENDENCYPART_GRANDPAR
(16,18),(18,8),-0.585177 # DEPENDENCYPART_GRANDPAR
(16,18),(18,9),-1.08595 # DEPENDENCYPART_GRANDPAR
(16,18),(18,10),-0.536412 # DEPENDENCYPART_GRANDPAR
(16,18),(18,11),-0.554076 # DEPENDENCYPART_GRANDPAR
(16,18),(18,12),-0.874889 # DEPENDENCYPART_GRANDPAR
(16,18),(18,13),-0.529913 # DEPENDENCYPART_GRANDPAR
(16,18),(18,14),-0.473178 # DEPENDENCYPART_GRANDPAR
(16,18),(18,15),-0.749903 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-0.518817 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),0.173721 # DEPENDENCYPART_GRANDPAR
(16,19),(19,1),-0.985222 # DEPENDENCYPART_GRANDPAR
(16,19),(19,2),-0.886663 # DEPENDENCYPART_GRANDPAR
(16,19),(19,3),-0.82523 # DEPENDENCYPART_GRANDPAR
(16,19),(19,4),-0.807755 # DEPENDENCYPART_GRANDPAR
(16,19),(19,5),-1.37837 # DEPENDENCYPART_GRANDPAR
(16,19),(19,6),-0.738612 # DEPENDENCYPART_GRANDPAR
(16,19),(19,7),-1.32909 # DEPENDENCYPART_GRANDPAR
(16,19),(19,8),-0.825126 # DEPENDENCYPART_GRANDPAR
(16,19),(19,9),-1.44817 # DEPENDENCYPART_GRANDPAR
(16,19),(19,10),-0.80903 # DEPENDENCYPART_GRANDPAR
(16,19),(19,11),-0.812136 # DEPENDENCYPART_GRANDPAR
(16,19),(19,12),-1.23664 # DEPENDENCYPART_GRANDPAR
(16,19),(19,13),-0.872378 # DEPENDENCYPART_GRANDPAR
(16,19),(19,14),-0.794422 # DEPENDENCYPART_GRANDPAR
(16,19),(19,15),-1.11166 # DEPENDENCYPART_GRANDPAR
(16,19),(19,16),-0.544638 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,19),(19,17),0.0809392 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),0.109895 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),-0.0152691 # DEPENDENCYPART_GRANDPAR
(16,19),(19,21),-0.136511 # DEPENDENCYPART_GRANDPAR
(16,19),(19,22),-0.192284 # DEPENDENCYPART_GRANDPAR
(16,19),(19,23),-0.020122 # DEPENDENCYPART_GRANDPAR
(16,19),(19,24),-0.000945914 # DEPENDENCYPART_GRANDPAR
(16,19),(19,25),-0.329649 # DEPENDENCYPART_GRANDPAR
(16,19),(19,26),-0.204109 # DEPENDENCYPART_GRANDPAR
(16,19),(19,27),-0.385375 # DEPENDENCYPART_GRANDPAR
(16,19),(19,28),-0.352912 # DEPENDENCYPART_GRANDPAR
(16,19),(19,29),-0.440615 # DEPENDENCYPART_GRANDPAR
(16,19),(19,30),-0.23888 # DEPENDENCYPART_GRANDPAR
(16,19),(19,31),-0.0151224 # DEPENDENCYPART_GRANDPAR
(16,19),(19,32),-0.556628 # DEPENDENCYPART_GRANDPAR
(16,19),(19,33),-0.378428 # DEPENDENCYPART_GRANDPAR
(16,19),(19,34),-0.411165 # DEPENDENCYPART_GRANDPAR
(16,33),(33,5),-1.38076 # DEPENDENCYPART_GRANDPAR
(16,33),(33,6),-0.740386 # DEPENDENCYPART_GRANDPAR
(16,33),(33,7),-1.33148 # DEPENDENCYPART_GRANDPAR
(16,33),(33,9),-1.45056 # DEPENDENCYPART_GRANDPAR
(16,33),(33,10),-0.81276 # DEPENDENCYPART_GRANDPAR
(16,33),(33,11),-0.813383 # DEPENDENCYPART_GRANDPAR
(16,33),(33,12),-1.23903 # DEPENDENCYPART_GRANDPAR
(16,33),(33,13),-0.873624 # DEPENDENCYPART_GRANDPAR
(16,33),(33,14),-0.796195 # DEPENDENCYPART_GRANDPAR
(16,33),(33,15),-1.11404 # DEPENDENCYPART_GRANDPAR
(16,33),(33,16),-0.55334 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,33),(33,17),0.0808364 # DEPENDENCYPART_GRANDPAR
(16,33),(33,18),0.109792 # DEPENDENCYPART_GRANDPAR
(16,33),(33,19),0.0782344 # DEPENDENCYPART_GRANDPAR
(16,33),(33,20),-0.17225 # DEPENDENCYPART_GRANDPAR
(16,33),(33,21),-0.212226 # DEPENDENCYPART_GRANDPAR
(16,33),(33,22),-0.250069 # DEPENDENCYPART_GRANDPAR
(16,33),(33,23),-0.000713485 # DEPENDENCYPART_GRANDPAR
(16,33),(33,24),-0.067408 # DEPENDENCYPART_GRANDPAR
(16,33),(33,25),-0.404462 # DEPENDENCYPART_GRANDPAR
(16,33),(33,26),-0.223824 # DEPENDENCYPART_GRANDPAR
(16,33),(33,27),-0.448983 # DEPENDENCYPART_GRANDPAR
(16,33),(33,28),-0.427725 # DEPENDENCYPART_GRANDPAR
(16,33),(33,29),-0.524586 # DEPENDENCYPART_GRANDPAR
(16,33),(33,30),-0.313693 # DEPENDENCYPART_GRANDPAR
(16,33),(33,31),0.0716078 # DEPENDENCYPART_GRANDPAR
(16,33),(33,32),-0.643461 # DEPENDENCYPART_GRANDPAR
(16,33),(33,34),-0.396231 # DEPENDENCYPART_GRANDPAR
(17,2),(2,3),-0.625483 # DEPENDENCYPART_GRANDPAR
(17,2),(2,4),-0.70996 # DEPENDENCYPART_GRANDPAR
(17,8),(8,6),-0.443143 # DEPENDENCYPART_GRANDPAR
(17,8),(8,7),-0.491837 # DEPENDENCYPART_GRANDPAR
(17,8),(8,33),-0.390106 # DEPENDENCYPART_GRANDPAR
(17,8),(8,34),-0.889272 # DEPENDENCYPART_GRANDPAR
(17,11),(11,1),-0.35243 # DEPENDENCYPART_GRANDPAR
(17,11),(11,5),-0.310157 # DEPENDENCYPART_GRANDPAR
(17,11),(11,6),-0.142091 # DEPENDENCYPART_GRANDPAR
(17,11),(11,7),-0.234941 # DEPENDENCYPART_GRANDPAR
