# _root_ Mi vagyunk a hátország , az elkövetkezendő években is az lesz a feladatunk , hogy segítsük a tehetséges fiatalok előbbre jutását .
#goldHeads=2,0,4,2,2,8,8,11,11,11,2,13,11,11,11,10,19,19,21,21,16,2,
#predictedHeads=2,0,4,2,2,8,8,11,11,11,1,13,11,11,11,10,19,19,21,21,16,2,
(11,21),(21,17),-0.227475 # DEPENDENCYPART_GRANDPAR
(11,21),(21,18),-0.228529 # DEPENDENCYPART_GRANDPAR
(11,21),(21,19),0.0343799 # DEPENDENCYPART_GRANDPAR
(11,21),(21,20),-0.285939 # DEPENDENCYPART_GRANDPAR
(11,21),(21,22),-0.762869 # DEPENDENCYPART_GRANDPAR
(13,6),(6,5),-0.692277 # DEPENDENCYPART_GRANDPAR
(13,6),(6,7),-1.05052 # DEPENDENCYPART_GRANDPAR
(13,8),(8,1),-0.902198 # DEPENDENCYPART_GRANDPAR
(13,8),(8,2),-0.63363 # DEPENDENCYPART_GRANDPAR
(13,8),(8,3),-0.968248 # DEPENDENCYPART_GRANDPAR
(13,8),(8,4),-0.999334 # DEPENDENCYPART_GRANDPAR
(13,8),(8,5),-0.642877 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),-0.988083 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),-1.06119 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),-0.434834 # DEPENDENCYPART_GRANDPAR
(13,8),(8,11),-0.412956 # DEPENDENCYPART_GRANDPAR
(13,9),(9,2),-0.812836 # DEPENDENCYPART_GRANDPAR
(13,9),(9,4),-1.05033 # DEPENDENCYPART_GRANDPAR
(13,9),(9,5),-0.776709 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),-1.23314 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),-1.16245 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),-0.560323 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),-0.98321 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),-0.466142 # DEPENDENCYPART_GRANDPAR
(13,9),(9,13),-1.92549 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,9),(9,14),-0.602886 # DEPENDENCYPART_GRANDPAR
(13,9),(9,15),-0.582625 # DEPENDENCYPART_GRANDPAR
(13,9),(9,16),-0.826457 # DEPENDENCYPART_GRANDPAR
(13,9),(9,19),-0.707097 # DEPENDENCYPART_GRANDPAR
(13,9),(9,20),-0.58008 # DEPENDENCYPART_GRANDPAR
(13,9),(9,22),-0.870645 # DEPENDENCYPART_GRANDPAR
(13,10),(10,2),-0.716862 # DEPENDENCYPART_GRANDPAR
(13,10),(10,4),-1.03751 # DEPENDENCYPART_GRANDPAR
(13,10),(10,5),-0.725689 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),-1.16195 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.546835 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.597998 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),-0.485779 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-1.53755 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,14),-0.291137 # DEPENDENCYPART_GRANDPAR
(13,10),(10,15),-0.252412 # DEPENDENCYPART_GRANDPAR
(13,10),(10,16),-0.251331 # DEPENDENCYPART_GRANDPAR
(13,10),(10,18),-0.256996 # DEPENDENCYPART_GRANDPAR
(13,10),(10,19),-0.319156 # DEPENDENCYPART_GRANDPAR
(13,10),(10,20),-0.288636 # DEPENDENCYPART_GRANDPAR
(13,10),(10,21),-0.732347 # DEPENDENCYPART_GRANDPAR
(13,10),(10,22),-0.632529 # DEPENDENCYPART_GRANDPAR
(13,16),(16,1),-1.30478 # DEPENDENCYPART_GRANDPAR
(13,16),(16,2),-1.05307 # DEPENDENCYPART_GRANDPAR
(13,16),(16,4),-1.41411 # DEPENDENCYPART_GRANDPAR
(13,16),(16,5),-1.02198 # DEPENDENCYPART_GRANDPAR
(13,16),(16,7),-1.45669 # DEPENDENCYPART_GRANDPAR
(13,16),(16,8),-0.915582 # DEPENDENCYPART_GRANDPAR
(13,16),(16,9),-0.842128 # DEPENDENCYPART_GRANDPAR
(13,16),(16,10),-1.3507 # DEPENDENCYPART_GRANDPAR
(13,16),(16,11),-0.849411 # DEPENDENCYPART_GRANDPAR
(13,16),(16,12),-1.00969 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-1.55082 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,14),-0.360076 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),-0.239312 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.488036 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),-0.291124 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),-0.2768 # DEPENDENCYPART_GRANDPAR
(13,16),(16,20),-0.282188 # DEPENDENCYPART_GRANDPAR
(13,16),(16,21),-0.687346 # DEPENDENCYPART_GRANDPAR
(13,16),(16,22),-0.521163 # DEPENDENCYPART_GRANDPAR
(13,19),(19,6),-1.56669 # DEPENDENCYPART_GRANDPAR
(13,19),(19,9),-0.819928 # DEPENDENCYPART_GRANDPAR
(13,19),(19,10),-1.40565 # DEPENDENCYPART_GRANDPAR
(13,19),(19,12),-1.07241 # DEPENDENCYPART_GRANDPAR
(13,19),(19,13),-1.39315 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,19),(19,15),-0.205876 # DEPENDENCYPART_GRANDPAR
(13,19),(19,16),-0.380482 # DEPENDENCYPART_GRANDPAR
(13,19),(19,17),-0.475435 # DEPENDENCYPART_GRANDPAR
(13,19),(19,18),-0.100895 # DEPENDENCYPART_GRANDPAR
(13,19),(19,20),-0.220835 # DEPENDENCYPART_GRANDPAR
(13,19),(19,21),-0.709393 # DEPENDENCYPART_GRANDPAR
(13,20),(20,2),-1.00615 # DEPENDENCYPART_GRANDPAR
(13,20),(20,11),-0.806126 # DEPENDENCYPART_GRANDPAR
(13,20),(20,13),-1.49559 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,20),(20,14),-0.24298 # DEPENDENCYPART_GRANDPAR
(13,20),(20,15),-0.185329 # DEPENDENCYPART_GRANDPAR
(13,20),(20,16),-0.356759 # DEPENDENCYPART_GRANDPAR
(13,20),(20,18),-0.124932 # DEPENDENCYPART_GRANDPAR
(13,20),(20,19),-0.277199 # DEPENDENCYPART_GRANDPAR
(13,20),(20,21),-0.744223 # DEPENDENCYPART_GRANDPAR
(13,20),(20,22),-0.572248 # DEPENDENCYPART_GRANDPAR
(15,2),(2,1),-0.265749 # DEPENDENCYPART_GRANDPAR
(15,2),(2,3),-0.470268 # DEPENDENCYPART_GRANDPAR
(15,2),(2,4),-0.207681 # DEPENDENCYPART_GRANDPAR
(15,2),(2,5),-0.0689228 # DEPENDENCYPART_GRANDPAR
(15,2),(2,6),-0.208454 # DEPENDENCYPART_GRANDPAR
(15,2),(2,7),-0.105762 # DEPENDENCYPART_GRANDPAR
(15,2),(2,8),-0.191004 # DEPENDENCYPART_GRANDPAR
(15,2),(2,9),-0.0699245 # DEPENDENCYPART_GRANDPAR
(15,2),(2,10),-0.2378 # DEPENDENCYPART_GRANDPAR
(15,2),(2,11),-0.406778 # DEPENDENCYPART_GRANDPAR
(15,2),(2,13),-0.0550733 # DEPENDENCYPART_GRANDPAR
(15,2),(2,14),-0.321365 # DEPENDENCYPART_GRANDPAR
(15,2),(2,15),-1.17374 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,2),(2,16),-0.946975 # DEPENDENCYPART_GRANDPAR
(15,2),(2,19),-0.93678 # DEPENDENCYPART_GRANDPAR
(15,2),(2,20),-0.711006 # DEPENDENCYPART_GRANDPAR
(15,2),(2,21),-0.938001 # DEPENDENCYPART_GRANDPAR
(15,2),(2,22),-1.17983 # DEPENDENCYPART_GRANDPAR
(15,4),(4,1),-0.183058 # DEPENDENCYPART_GRANDPAR
(15,4),(4,3),-0.239795 # DEPENDENCYPART_GRANDPAR
(15,4),(4,5),-0.130382 # DEPENDENCYPART_GRANDPAR
(15,4),(4,8),-0.218569 # DEPENDENCYPART_GRANDPAR
(15,4),(4,9),-0.261271 # DEPENDENCYPART_GRANDPAR
(15,4),(4,11),-0.433193 # DEPENDENCYPART_GRANDPAR
(15,4),(4,14),-0.382824 # DEPENDENCYPART_GRANDPAR
(15,4),(4,22),-0.929675 # DEPENDENCYPART_GRANDPAR
(15,7),(7,2),-0.521615 # DEPENDENCYPART_GRANDPAR
(15,7),(7,3),-0.222571 # DEPENDENCYPART_GRANDPAR
(15,7),(7,4),-0.206906 # DEPENDENCYPART_GRANDPAR
(15,7),(7,6),-0.0807216 # DEPENDENCYPART_GRANDPAR
(15,8),(8,1),-0.176816 # DEPENDENCYPART_GRANDPAR
(15,8),(8,2),-0.41349 # DEPENDENCYPART_GRANDPAR
(15,8),(8,3),-0.213346 # DEPENDENCYPART_GRANDPAR
(15,8),(8,4),-0.119681 # DEPENDENCYPART_GRANDPAR
(15,8),(8,5),-0.103027 # DEPENDENCYPART_GRANDPAR
(15,8),(8,6),-0.0435973 # DEPENDENCYPART_GRANDPAR
(15,8),(8,7),-0.04639 # DEPENDENCYPART_GRANDPAR
(15,8),(8,9),-0.264396 # DEPENDENCYPART_GRANDPAR
(15,8),(8,11),-0.436277 # DEPENDENCYPART_GRANDPAR
(15,9),(9,2),-0.509532 # DEPENDENCYPART_GRANDPAR
(15,9),(9,4),-0.159853 # DEPENDENCYPART_GRANDPAR
(15,9),(9,5),-0.195552 # DEPENDENCYPART_GRANDPAR
(15,9),(9,6),-0.122387 # DEPENDENCYPART_GRANDPAR
(15,9),(9,7),-0.1098 # DEPENDENCYPART_GRANDPAR
(15,9),(9,8),-0.151592 # DEPENDENCYPART_GRANDPAR
(15,9),(9,10),-0.0681191 # DEPENDENCYPART_GRANDPAR
(15,9),(9,11),-0.248181 # DEPENDENCYPART_GRANDPAR
(15,9),(9,13),0.0217165 # DEPENDENCYPART_GRANDPAR
(15,9),(9,14),-0.150454 # DEPENDENCYPART_GRANDPAR
(15,9),(9,15),-0.845142 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,9),(9,16),-0.698439 # DEPENDENCYPART_GRANDPAR
(15,9),(9,19),-0.606937 # DEPENDENCYPART_GRANDPAR
(15,9),(9,20),-0.477397 # DEPENDENCYPART_GRANDPAR
(15,9),(9,22),-0.94977 # DEPENDENCYPART_GRANDPAR
(15,10),(10,2),-0.564748 # DEPENDENCYPART_GRANDPAR
(15,10),(10,4),-0.195038 # DEPENDENCYPART_GRANDPAR
(15,10),(10,5),-0.220025 # DEPENDENCYPART_GRANDPAR
(15,10),(10,7),-0.202469 # DEPENDENCYPART_GRANDPAR
(15,10),(10,8),-0.186089 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),-0.338924 # DEPENDENCYPART_GRANDPAR
(15,10),(10,11),-0.416125 # DEPENDENCYPART_GRANDPAR
(15,10),(10,13),-0.10643 # DEPENDENCYPART_GRANDPAR
(15,10),(10,14),-0.299993 # DEPENDENCYPART_GRANDPAR
(15,10),(10,15),-0.862837 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,10),(10,16),-0.637717 # DEPENDENCYPART_GRANDPAR
(15,10),(10,18),-0.729209 # DEPENDENCYPART_GRANDPAR
(15,10),(10,19),-0.603614 # DEPENDENCYPART_GRANDPAR
(15,10),(10,20),-0.54008 # DEPENDENCYPART_GRANDPAR
(15,10),(10,21),-0.605053 # DEPENDENCYPART_GRANDPAR
(15,10),(10,22),-1.04204 # DEPENDENCYPART_GRANDPAR
(15,11),(11,1),-0.262407 # DEPENDENCYPART_GRANDPAR
(15,11),(11,2),-0.441406 # DEPENDENCYPART_GRANDPAR
(15,11),(11,3),-0.239625 # DEPENDENCYPART_GRANDPAR
(15,11),(11,4),-0.12377 # DEPENDENCYPART_GRANDPAR
(15,11),(11,5),-0.191983 # DEPENDENCYPART_GRANDPAR
(15,11),(11,6),-0.0998617 # DEPENDENCYPART_GRANDPAR
(15,11),(11,7),-0.0476825 # DEPENDENCYPART_GRANDPAR
(15,11),(11,8),-0.109916 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),-0.177613 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),-0.130473 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),-0.379832 # DEPENDENCYPART_GRANDPAR
(15,11),(11,13),-0.0232736 # DEPENDENCYPART_GRANDPAR
(15,11),(11,14),-0.342819 # DEPENDENCYPART_GRANDPAR
(15,11),(11,15),-1.17828 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,11),(11,16),-0.952103 # DEPENDENCYPART_GRANDPAR
(15,11),(11,17),-0.957658 # DEPENDENCYPART_GRANDPAR
(15,11),(11,18),-0.961689 # DEPENDENCYPART_GRANDPAR
(15,11),(11,19),-0.945026 # DEPENDENCYPART_GRANDPAR
(15,11),(11,20),-0.721764 # DEPENDENCYPART_GRANDPAR
(15,11),(11,21),-0.946246 # DEPENDENCYPART_GRANDPAR
(15,11),(11,22),-1.18333 # DEPENDENCYPART_GRANDPAR
(15,13),(13,6),-0.0784313 # DEPENDENCYPART_GRANDPAR
(15,13),(13,8),-0.118698 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),-0.242878 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),-0.0578308 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.153785 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),-0.382824 # DEPENDENCYPART_GRANDPAR
(15,13),(13,16),-0.617742 # DEPENDENCYPART_GRANDPAR
(15,13),(13,19),-0.620017 # DEPENDENCYPART_GRANDPAR
(15,13),(13,20),-0.442427 # DEPENDENCYPART_GRANDPAR
(15,16),(16,1),-0.959367 # DEPENDENCYPART_GRANDPAR
(15,16),(16,2),-1.42522 # DEPENDENCYPART_GRANDPAR
(15,16),(16,4),-1.21292 # DEPENDENCYPART_GRANDPAR
(15,16),(16,5),-0.87967 # DEPENDENCYPART_GRANDPAR
(15,16),(16,7),-0.815385 # DEPENDENCYPART_GRANDPAR
(15,16),(16,8),-1.20204 # DEPENDENCYPART_GRANDPAR
(15,16),(16,9),-0.992082 # DEPENDENCYPART_GRANDPAR
(15,16),(16,10),-0.814281 # DEPENDENCYPART_GRANDPAR
(15,16),(16,11),-1.3305 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-0.90018 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-1.06031 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-1.13211 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.36892 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),-0.209922 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),-0.227266 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),0.138544 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),0.0624701 # DEPENDENCYPART_GRANDPAR
(15,16),(16,21),0.138495 # DEPENDENCYPART_GRANDPAR
(15,16),(16,22),-0.540291 # DEPENDENCYPART_GRANDPAR
(15,18),(18,15),-0.332922 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,18),(18,17),-0.326406 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),0.0186057 # DEPENDENCYPART_GRANDPAR
(15,18),(18,21),0.0680529 # DEPENDENCYPART_GRANDPAR
(15,19),(19,6),-0.547351 # DEPENDENCYPART_GRANDPAR
(15,19),(19,9),-0.660379 # DEPENDENCYPART_GRANDPAR
(15,19),(19,10),-0.577325 # DEPENDENCYPART_GRANDPAR
(15,19),(19,12),-0.678979 # DEPENDENCYPART_GRANDPAR
(15,19),(19,13),-0.743806 # DEPENDENCYPART_GRANDPAR
(15,19),(19,15),-0.425138 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,19),(19,16),-0.0507491 # DEPENDENCYPART_GRANDPAR
(15,19),(19,17),-0.506887 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),-0.346013 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),0.027362 # DEPENDENCYPART_GRANDPAR
(15,19),(19,21),0.148043 # DEPENDENCYPART_GRANDPAR
(15,20),(20,2),-1.09255 # DEPENDENCYPART_GRANDPAR
(15,20),(20,11),-1.00069 # DEPENDENCYPART_GRANDPAR
(15,20),(20,13),-0.64997 # DEPENDENCYPART_GRANDPAR
(15,20),(20,14),-0.808134 # DEPENDENCYPART_GRANDPAR
(15,20),(20,15),-0.289938 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,20),(20,16),0.0760416 # DEPENDENCYPART_GRANDPAR
(15,20),(20,18),-0.222489 # DEPENDENCYPART_GRANDPAR
(15,20),(20,19),0.0876284 # DEPENDENCYPART_GRANDPAR
(15,20),(20,21),0.199998 # DEPENDENCYPART_GRANDPAR
(15,20),(20,22),-0.534692 # DEPENDENCYPART_GRANDPAR
(15,21),(21,13),-0.743806 # DEPENDENCYPART_GRANDPAR
(15,21),(21,14),-0.823552 # DEPENDENCYPART_GRANDPAR
(15,21),(21,15),-0.425136 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,21),(21,17),-0.506605 # DEPENDENCYPART_GRANDPAR
(15,21),(21,18),-0.345869 # DEPENDENCYPART_GRANDPAR
(15,21),(21,19),0.046592 # DEPENDENCYPART_GRANDPAR
(15,21),(21,20),-0.13786 # DEPENDENCYPART_GRANDPAR
(15,21),(21,22),-0.553892 # DEPENDENCYPART_GRANDPAR
(16,1),(1,2),-0.603247 # DEPENDENCYPART_GRANDPAR
(16,1),(1,4),-0.720176 # DEPENDENCYPART_GRANDPAR
(16,1),(1,5),-0.503188 # DEPENDENCYPART_GRANDPAR
(16,1),(1,8),-0.606662 # DEPENDENCYPART_GRANDPAR
(16,1),(1,11),-0.80691 # DEPENDENCYPART_GRANDPAR
(16,1),(1,13),-0.441419 # DEPENDENCYPART_GRANDPAR
(16,1),(1,16),-0.738684 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,1),(1,19),0.148336 # DEPENDENCYPART_GRANDPAR
(16,1),(1,21),0.19262 # DEPENDENCYPART_GRANDPAR
(16,1),(1,22),-0.584963 # DEPENDENCYPART_GRANDPAR
(16,2),(2,1),-0.374031 # DEPENDENCYPART_GRANDPAR
(16,2),(2,3),-0.938407 # DEPENDENCYPART_GRANDPAR
(16,2),(2,4),-0.61499 # DEPENDENCYPART_GRANDPAR
(16,2),(2,5),-0.541337 # DEPENDENCYPART_GRANDPAR
(16,2),(2,6),-0.577772 # DEPENDENCYPART_GRANDPAR
(16,2),(2,7),-0.409283 # DEPENDENCYPART_GRANDPAR
(16,2),(2,8),-0.497239 # DEPENDENCYPART_GRANDPAR
(16,2),(2,9),-0.442166 # DEPENDENCYPART_GRANDPAR
(16,2),(2,10),-0.225364 # DEPENDENCYPART_GRANDPAR
(16,2),(2,11),-0.785842 # DEPENDENCYPART_GRANDPAR
(16,2),(2,13),-0.336232 # DEPENDENCYPART_GRANDPAR
(16,2),(2,14),-0.559993 # DEPENDENCYPART_GRANDPAR
(16,2),(2,15),-0.592853 # DEPENDENCYPART_GRANDPAR
(16,2),(2,16),-1.07476 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,2),(2,19),0.0981218 # DEPENDENCYPART_GRANDPAR
(16,2),(2,20),-0.032709 # DEPENDENCYPART_GRANDPAR
(16,2),(2,21),0.142843 # DEPENDENCYPART_GRANDPAR
(16,2),(2,22),-0.620033 # DEPENDENCYPART_GRANDPAR
(16,4),(4,1),-0.316273 # DEPENDENCYPART_GRANDPAR
(16,4),(4,3),-0.782688 # DEPENDENCYPART_GRANDPAR
(16,4),(4,5),-0.395433 # DEPENDENCYPART_GRANDPAR
(16,4),(4,8),-0.408858 # DEPENDENCYPART_GRANDPAR
(16,4),(4,9),-0.498495 # DEPENDENCYPART_GRANDPAR
(16,4),(4,11),-0.726147 # DEPENDENCYPART_GRANDPAR
(16,4),(4,14),-0.414089 # DEPENDENCYPART_GRANDPAR
(16,4),(4,22),-0.905847 # DEPENDENCYPART_GRANDPAR
(16,7),(7,2),-0.635591 # DEPENDENCYPART_GRANDPAR
(16,7),(7,3),-0.62928 # DEPENDENCYPART_GRANDPAR
(16,7),(7,4),-0.677291 # DEPENDENCYPART_GRANDPAR
(16,7),(7,6),-0.399982 # DEPENDENCYPART_GRANDPAR
(16,8),(8,1),-0.29437 # DEPENDENCYPART_GRANDPAR
(16,8),(8,2),-0.496966 # DEPENDENCYPART_GRANDPAR
(16,8),(8,3),-0.731768 # DEPENDENCYPART_GRANDPAR
(16,8),(8,4),-0.492766 # DEPENDENCYPART_GRANDPAR
(16,8),(8,5),-0.42465 # DEPENDENCYPART_GRANDPAR
(16,8),(8,6),-0.38941 # DEPENDENCYPART_GRANDPAR
(16,8),(8,7),-0.248456 # DEPENDENCYPART_GRANDPAR
(16,8),(8,9),-0.502149 # DEPENDENCYPART_GRANDPAR
(16,8),(8,11),-0.729712 # DEPENDENCYPART_GRANDPAR
(16,9),(9,2),-1.00608 # DEPENDENCYPART_GRANDPAR
(16,9),(9,4),-0.850044 # DEPENDENCYPART_GRANDPAR
(16,9),(9,5),-0.745331 # DEPENDENCYPART_GRANDPAR
(16,9),(9,6),-0.744645 # DEPENDENCYPART_GRANDPAR
(16,9),(9,7),-0.649043 # DEPENDENCYPART_GRANDPAR
(16,9),(9,8),-0.74218 # DEPENDENCYPART_GRANDPAR
(16,9),(9,10),-0.439539 # DEPENDENCYPART_GRANDPAR
(16,9),(9,11),-0.982125 # DEPENDENCYPART_GRANDPAR
(16,9),(9,13),-0.589804 # DEPENDENCYPART_GRANDPAR
(16,9),(9,14),-0.733053 # DEPENDENCYPART_GRANDPAR
(16,9),(9,15),-0.776737 # DEPENDENCYPART_GRANDPAR
(16,9),(9,16),-1.35444 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,9),(9,19),-0.285868 # DEPENDENCYPART_GRANDPAR
(16,9),(9,20),-0.3892 # DEPENDENCYPART_GRANDPAR
(16,9),(9,22),-0.890398 # DEPENDENCYPART_GRANDPAR
(16,10),(10,2),-0.36333 # DEPENDENCYPART_GRANDPAR
(16,10),(10,4),-0.421236 # DEPENDENCYPART_GRANDPAR
(16,10),(10,5),-0.377406 # DEPENDENCYPART_GRANDPAR
(16,10),(10,7),-0.263416 # DEPENDENCYPART_GRANDPAR
(16,10),(10,8),-0.312139 # DEPENDENCYPART_GRANDPAR
(16,10),(10,9),-0.510339 # DEPENDENCYPART_GRANDPAR
(16,10),(10,11),-0.798153 # DEPENDENCYPART_GRANDPAR
(16,10),(10,13),-0.441846 # DEPENDENCYPART_GRANDPAR
(16,10),(10,14),-0.510974 # DEPENDENCYPART_GRANDPAR
(16,10),(10,15),-0.593276 # DEPENDENCYPART_GRANDPAR
(16,10),(10,16),-0.617215 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,10),(10,18),0.118592 # DEPENDENCYPART_GRANDPAR
(16,10),(10,19),0.204512 # DEPENDENCYPART_GRANDPAR
(16,10),(10,20),0.00318382 # DEPENDENCYPART_GRANDPAR
(16,10),(10,21),0.248797 # DEPENDENCYPART_GRANDPAR
(16,10),(10,22),-0.539655 # DEPENDENCYPART_GRANDPAR
(16,11),(11,1),-0.375768 # DEPENDENCYPART_GRANDPAR
(16,11),(11,2),-0.542655 # DEPENDENCYPART_GRANDPAR
(16,11),(11,3),-0.786482 # DEPENDENCYPART_GRANDPAR
(16,11),(11,4),-0.526693 # DEPENDENCYPART_GRANDPAR
(16,11),(11,5),-0.525345 # DEPENDENCYPART_GRANDPAR
(16,11),(11,6),-0.514045 # DEPENDENCYPART_GRANDPAR
(16,11),(11,7),-0.35319 # DEPENDENCYPART_GRANDPAR
(16,11),(11,8),-0.418026 # DEPENDENCYPART_GRANDPAR
(16,11),(11,9),-0.581648 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),-0.130645 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),-0.732075 # DEPENDENCYPART_GRANDPAR
(16,11),(11,13),-0.310509 # DEPENDENCYPART_GRANDPAR
(16,11),(11,14),-0.572083 # DEPENDENCYPART_GRANDPAR
(16,11),(11,15),-0.593977 # DEPENDENCYPART_GRANDPAR
(16,11),(11,16),-1.08625 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,11),(11,17),-0.0106657 # DEPENDENCYPART_GRANDPAR
(16,11),(11,18),-0.0741612 # DEPENDENCYPART_GRANDPAR
(16,11),(11,19),0.083928 # DEPENDENCYPART_GRANDPAR
(16,11),(11,20),-0.0506352 # DEPENDENCYPART_GRANDPAR
(16,11),(11,21),0.128649 # DEPENDENCYPART_GRANDPAR
(16,11),(11,22),-0.629006 # DEPENDENCYPART_GRANDPAR
(16,13),(13,6),-0.456657 # DEPENDENCYPART_GRANDPAR
(16,13),(13,8),-0.407711 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),-0.688622 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-0.0750091 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.591217 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),-0.414089 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-1.30013 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,19),-0.345452 # DEPENDENCYPART_GRANDPAR
(16,13),(13,20),-0.382596 # DEPENDENCYPART_GRANDPAR
(16,15),(15,2),-1.09539 # DEPENDENCYPART_GRANDPAR
(16,15),(15,4),-0.898614 # DEPENDENCYPART_GRANDPAR
(16,15),(15,5),-0.786803 # DEPENDENCYPART_GRANDPAR
(16,15),(15,7),-0.688708 # DEPENDENCYPART_GRANDPAR
(16,15),(15,8),-0.790751 # DEPENDENCYPART_GRANDPAR
(16,15),(15,9),-0.889748 # DEPENDENCYPART_GRANDPAR
(16,15),(15,10),-0.486846 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),-1.30686 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.871539 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.619857 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.805459 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-1.39509 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,18),-0.412197 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),-0.33414 # DEPENDENCYPART_GRANDPAR
(16,15),(15,20),-0.430992 # DEPENDENCYPART_GRANDPAR
(16,15),(15,21),-0.289855 # DEPENDENCYPART_GRANDPAR
(16,15),(15,22),-0.92254 # DEPENDENCYPART_GRANDPAR
(16,17),(17,18),0.15966 # DEPENDENCYPART_GRANDPAR
(16,17),(17,21),0.266 # DEPENDENCYPART_GRANDPAR
(16,18),(18,15),-0.921361 # DEPENDENCYPART_GRANDPAR
(16,18),(18,17),0.197565 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),-0.0877059 # DEPENDENCYPART_GRANDPAR
(16,18),(18,21),0.14882 # DEPENDENCYPART_GRANDPAR
(16,19),(19,6),-1.05801 # DEPENDENCYPART_GRANDPAR
(16,19),(19,9),-1.00488 # DEPENDENCYPART_GRANDPAR
(16,19),(19,10),-0.656725 # DEPENDENCYPART_GRANDPAR
(16,19),(19,12),-1.19986 # DEPENDENCYPART_GRANDPAR
(16,19),(19,13),-0.848521 # DEPENDENCYPART_GRANDPAR
