# _root_ Azért nem lettem katona sem , mert nem tudtam volna elfogadni , hogy csak egy irány van .
#goldHeads=3,3,0,3,3,3,3,9,1,9,9,9,9,17,16,17,11,3,
#predictedHeads=3,3,0,3,3,3,3,9,1,9,9,9,9,17,16,17,9,3,
(11,9),(9,16),0.127594 # DEPENDENCYPART_GRANDPAR
(11,9),(9,17),-0.0498618 # DEPENDENCYPART_GRANDPAR
(11,9),(9,18),-0.663275 # DEPENDENCYPART_GRANDPAR
(11,10),(10,3),-0.208287 # DEPENDENCYPART_GRANDPAR
(11,10),(10,4),-0.236839 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),-0.154595 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.0550652 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.152785 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-0.678311 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.363008 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-0.390685 # DEPENDENCYPART_GRANDPAR
(11,10),(10,16),0.05114 # DEPENDENCYPART_GRANDPAR
(11,10),(10,17),-0.0881019 # DEPENDENCYPART_GRANDPAR
(11,10),(10,18),-0.701254 # DEPENDENCYPART_GRANDPAR
(11,13),(13,1),-0.684567 # DEPENDENCYPART_GRANDPAR
(11,13),(13,2),-0.537749 # DEPENDENCYPART_GRANDPAR
(11,13),(13,3),-0.692403 # DEPENDENCYPART_GRANDPAR
(11,13),(13,4),-0.66456 # DEPENDENCYPART_GRANDPAR
(11,13),(13,5),-0.509495 # DEPENDENCYPART_GRANDPAR
(11,13),(13,6),-0.49163 # DEPENDENCYPART_GRANDPAR
(11,13),(13,7),-0.487096 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-0.396968 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-0.636254 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.61619 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.622443 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),-0.475912 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),-0.206487 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.371633 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.0906471 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.325908 # DEPENDENCYPART_GRANDPAR
(11,13),(13,18),-0.729907 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.123474 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),0.18684 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),-0.572171 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),0.159214 # DEPENDENCYPART_GRANDPAR
(11,16),(16,1),-0.633946 # DEPENDENCYPART_GRANDPAR
(11,16),(16,5),-0.459828 # DEPENDENCYPART_GRANDPAR
(11,16),(16,8),-0.345453 # DEPENDENCYPART_GRANDPAR
(11,16),(16,11),-0.36172 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,16),(16,12),-0.0634303 # DEPENDENCYPART_GRANDPAR
(11,16),(16,13),-0.0232202 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),0.0956387 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),-0.0936719 # DEPENDENCYPART_GRANDPAR
(11,17),(17,1),-0.278529 # DEPENDENCYPART_GRANDPAR
(11,17),(17,2),-0.267822 # DEPENDENCYPART_GRANDPAR
(11,17),(17,3),-0.369551 # DEPENDENCYPART_GRANDPAR
(11,17),(17,4),-0.201795 # DEPENDENCYPART_GRANDPAR
(11,17),(17,5),-0.138303 # DEPENDENCYPART_GRANDPAR
(11,17),(17,6),-0.226846 # DEPENDENCYPART_GRANDPAR
(11,17),(17,7),-0.257866 # DEPENDENCYPART_GRANDPAR
(11,17),(17,8),-0.127042 # DEPENDENCYPART_GRANDPAR
(11,17),(17,9),-0.313402 # DEPENDENCYPART_GRANDPAR
(11,17),(17,10),-0.295187 # DEPENDENCYPART_GRANDPAR
(11,17),(17,11),-0.424603 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,17),(17,12),-0.214805 # DEPENDENCYPART_GRANDPAR
(11,17),(17,13),-0.0994434 # DEPENDENCYPART_GRANDPAR
(11,17),(17,14),0.0833259 # DEPENDENCYPART_GRANDPAR
(11,17),(17,15),-0.157438 # DEPENDENCYPART_GRANDPAR
(11,17),(17,16),0.232241 # DEPENDENCYPART_GRANDPAR
(11,17),(17,18),-0.475824 # DEPENDENCYPART_GRANDPAR
(13,1),(1,2),-0.33211 # DEPENDENCYPART_GRANDPAR
(13,1),(1,3),-0.436135 # DEPENDENCYPART_GRANDPAR
(13,1),(1,4),-0.434649 # DEPENDENCYPART_GRANDPAR
(13,1),(1,5),-0.166214 # DEPENDENCYPART_GRANDPAR
(13,1),(1,6),-0.155889 # DEPENDENCYPART_GRANDPAR
(13,1),(1,7),-0.337728 # DEPENDENCYPART_GRANDPAR
(13,1),(1,8),-0.244254 # DEPENDENCYPART_GRANDPAR
(13,1),(1,9),-0.302012 # DEPENDENCYPART_GRANDPAR
(13,1),(1,10),-0.410035 # DEPENDENCYPART_GRANDPAR
(13,1),(1,11),-0.139179 # DEPENDENCYPART_GRANDPAR
(13,1),(1,12),-0.368346 # DEPENDENCYPART_GRANDPAR
(13,1),(1,13),-0.782571 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,1),(1,14),-0.452543 # DEPENDENCYPART_GRANDPAR
(13,1),(1,15),-0.490019 # DEPENDENCYPART_GRANDPAR
(13,1),(1,16),-0.449886 # DEPENDENCYPART_GRANDPAR
(13,1),(1,17),-0.355848 # DEPENDENCYPART_GRANDPAR
(13,1),(1,18),-0.866425 # DEPENDENCYPART_GRANDPAR
(13,2),(2,1),-0.22144 # DEPENDENCYPART_GRANDPAR
(13,2),(2,4),-0.32777 # DEPENDENCYPART_GRANDPAR
(13,2),(2,6),-0.167582 # DEPENDENCYPART_GRANDPAR
(13,2),(2,9),-0.17343 # DEPENDENCYPART_GRANDPAR
(13,3),(3,1),-0.295735 # DEPENDENCYPART_GRANDPAR
(13,3),(3,2),-0.143508 # DEPENDENCYPART_GRANDPAR
(13,3),(3,4),-0.380387 # DEPENDENCYPART_GRANDPAR
(13,3),(3,5),-0.167805 # DEPENDENCYPART_GRANDPAR
(13,3),(3,6),-0.175273 # DEPENDENCYPART_GRANDPAR
(13,3),(3,7),-0.358969 # DEPENDENCYPART_GRANDPAR
(13,3),(3,8),-0.251069 # DEPENDENCYPART_GRANDPAR
(13,3),(3,9),-0.291665 # DEPENDENCYPART_GRANDPAR
(13,3),(3,10),-0.385403 # DEPENDENCYPART_GRANDPAR
(13,3),(3,11),-0.128993 # DEPENDENCYPART_GRANDPAR
(13,3),(3,12),-0.387731 # DEPENDENCYPART_GRANDPAR
(13,3),(3,13),-1.10975 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,3),(3,14),-0.619312 # DEPENDENCYPART_GRANDPAR
(13,3),(3,15),-0.621189 # DEPENDENCYPART_GRANDPAR
(13,3),(3,17),-0.651637 # DEPENDENCYPART_GRANDPAR
(13,3),(3,18),-1.02322 # DEPENDENCYPART_GRANDPAR
(13,4),(4,1),-0.223874 # DEPENDENCYPART_GRANDPAR
(13,4),(4,2),-0.213043 # DEPENDENCYPART_GRANDPAR
(13,4),(4,3),-0.345822 # DEPENDENCYPART_GRANDPAR
(13,5),(5,2),-0.196891 # DEPENDENCYPART_GRANDPAR
(13,5),(5,3),-0.357727 # DEPENDENCYPART_GRANDPAR
(13,5),(5,4),-0.291057 # DEPENDENCYPART_GRANDPAR
(13,5),(5,6),-0.197743 # DEPENDENCYPART_GRANDPAR
(13,5),(5,7),-0.297894 # DEPENDENCYPART_GRANDPAR
(13,5),(5,9),-0.20186 # DEPENDENCYPART_GRANDPAR
(13,5),(5,11),-0.0392086 # DEPENDENCYPART_GRANDPAR
(13,5),(5,12),-0.4102 # DEPENDENCYPART_GRANDPAR
(13,5),(5,13),-0.737569 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,5),(5,17),-0.320354 # DEPENDENCYPART_GRANDPAR
(13,5),(5,18),-0.763029 # DEPENDENCYPART_GRANDPAR
(13,7),(7,1),-0.257953 # DEPENDENCYPART_GRANDPAR
(13,7),(7,2),-0.163516 # DEPENDENCYPART_GRANDPAR
(13,7),(7,3),-0.402198 # DEPENDENCYPART_GRANDPAR
(13,7),(7,4),-0.313324 # DEPENDENCYPART_GRANDPAR
(13,7),(7,5),0.00981117 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),-0.28044 # DEPENDENCYPART_GRANDPAR
(13,7),(7,8),-0.131246 # DEPENDENCYPART_GRANDPAR
(13,7),(7,9),-0.158805 # DEPENDENCYPART_GRANDPAR
(13,7),(7,10),-0.28098 # DEPENDENCYPART_GRANDPAR
(13,7),(7,11),0.00475869 # DEPENDENCYPART_GRANDPAR
(13,7),(7,12),-0.347202 # DEPENDENCYPART_GRANDPAR
(13,7),(7,13),-0.78098 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,7),(7,14),-0.420597 # DEPENDENCYPART_GRANDPAR
(13,7),(7,17),-0.40668 # DEPENDENCYPART_GRANDPAR
(13,7),(7,18),-0.793071 # DEPENDENCYPART_GRANDPAR
(13,8),(8,5),0.00721313 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),-0.210795 # DEPENDENCYPART_GRANDPAR
(13,8),(8,17),-0.320917 # DEPENDENCYPART_GRANDPAR
(13,9),(9,1),-0.297862 # DEPENDENCYPART_GRANDPAR
(13,9),(9,2),-0.147058 # DEPENDENCYPART_GRANDPAR
(13,9),(9,3),-0.361188 # DEPENDENCYPART_GRANDPAR
(13,9),(9,4),-0.325115 # DEPENDENCYPART_GRANDPAR
(13,9),(9,5),-0.00935223 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),-0.302975 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),-0.329132 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),-0.0592018 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),-0.392219 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),-0.135809 # DEPENDENCYPART_GRANDPAR
(13,9),(9,12),-0.396072 # DEPENDENCYPART_GRANDPAR
(13,9),(9,13),-1.10976 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,9),(9,14),-0.619319 # DEPENDENCYPART_GRANDPAR
(13,9),(9,15),-0.621196 # DEPENDENCYPART_GRANDPAR
(13,9),(9,16),-0.796669 # DEPENDENCYPART_GRANDPAR
(13,9),(9,17),-0.65166 # DEPENDENCYPART_GRANDPAR
(13,9),(9,18),-1.02323 # DEPENDENCYPART_GRANDPAR
(13,10),(10,3),-0.389396 # DEPENDENCYPART_GRANDPAR
(13,10),(10,4),-0.367327 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),-0.313223 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),-0.345201 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.256494 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),-0.146265 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),-0.394635 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-1.11153 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,16),-0.815903 # DEPENDENCYPART_GRANDPAR
(13,10),(10,17),-0.651786 # DEPENDENCYPART_GRANDPAR
(13,10),(10,18),-1.02323 # DEPENDENCYPART_GRANDPAR
(13,11),(11,1),-0.295735 # DEPENDENCYPART_GRANDPAR
(13,11),(11,2),-0.143508 # DEPENDENCYPART_GRANDPAR
(13,11),(11,3),-0.361698 # DEPENDENCYPART_GRANDPAR
(13,11),(11,4),-0.321884 # DEPENDENCYPART_GRANDPAR
(13,11),(11,5),-0.0058019 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),-0.303586 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),-0.330619 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),-0.0556515 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-0.228796 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.284803 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),-0.387731 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-1.10975 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.619312 # DEPENDENCYPART_GRANDPAR
(13,11),(11,15),-0.621189 # DEPENDENCYPART_GRANDPAR
(13,11),(11,16),-0.796662 # DEPENDENCYPART_GRANDPAR
(13,11),(11,17),-0.651637 # DEPENDENCYPART_GRANDPAR
(13,11),(11,18),-1.02322 # DEPENDENCYPART_GRANDPAR
(13,14),(14,15),0.0809296 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),0.376863 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),-0.333736 # DEPENDENCYPART_GRANDPAR
(13,15),(15,14),0.0542083 # DEPENDENCYPART_GRANDPAR
(13,16),(16,1),-0.740648 # DEPENDENCYPART_GRANDPAR
(13,16),(16,5),-0.530187 # DEPENDENCYPART_GRANDPAR
(13,16),(16,8),-0.612366 # DEPENDENCYPART_GRANDPAR
(13,16),(16,11),-0.724203 # DEPENDENCYPART_GRANDPAR
(13,16),(16,12),-0.891304 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-0.368711 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,14),-0.0992634 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),-0.0228556 # DEPENDENCYPART_GRANDPAR
(13,17),(17,1),-0.98213 # DEPENDENCYPART_GRANDPAR
(13,17),(17,2),-1.04689 # DEPENDENCYPART_GRANDPAR
(13,17),(17,3),-1.35693 # DEPENDENCYPART_GRANDPAR
(13,17),(17,4),-1.39472 # DEPENDENCYPART_GRANDPAR
(13,17),(17,5),-0.824386 # DEPENDENCYPART_GRANDPAR
(13,17),(17,6),-0.993136 # DEPENDENCYPART_GRANDPAR
(13,17),(17,7),-1.14826 # DEPENDENCYPART_GRANDPAR
(13,17),(17,8),-0.959039 # DEPENDENCYPART_GRANDPAR
(13,17),(17,9),-1.22263 # DEPENDENCYPART_GRANDPAR
(13,17),(17,10),-1.32636 # DEPENDENCYPART_GRANDPAR
(13,17),(17,11),-1.05998 # DEPENDENCYPART_GRANDPAR
(13,17),(17,12),-1.20559 # DEPENDENCYPART_GRANDPAR
(13,17),(17,13),-0.259274 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,17),(17,14),-0.0449033 # DEPENDENCYPART_GRANDPAR
(13,17),(17,15),0.0473239 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),0.306331 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),-0.36748 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.421539 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,1),-0.662594 # DEPENDENCYPART_GRANDPAR
(14,16),(16,5),-0.69423 # DEPENDENCYPART_GRANDPAR
(14,16),(16,8),-0.619393 # DEPENDENCYPART_GRANDPAR
(14,16),(16,11),-0.610071 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),-0.852068 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-0.679287 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.519827 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),0.239996 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-0.904606 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),-0.479025 # DEPENDENCYPART_GRANDPAR
(15,14),(14,18),-0.74633 # DEPENDENCYPART_GRANDPAR
(16,1),(1,2),-0.40228 # DEPENDENCYPART_GRANDPAR
(16,1),(1,3),-0.392157 # DEPENDENCYPART_GRANDPAR
(16,1),(1,4),-0.985509 # DEPENDENCYPART_GRANDPAR
(16,1),(1,5),-0.51857 # DEPENDENCYPART_GRANDPAR
(16,1),(1,6),-0.342533 # DEPENDENCYPART_GRANDPAR
(16,1),(1,7),-0.339106 # DEPENDENCYPART_GRANDPAR
(16,1),(1,8),-0.398604 # DEPENDENCYPART_GRANDPAR
(16,1),(1,9),-0.18007 # DEPENDENCYPART_GRANDPAR
(16,1),(1,10),-0.333667 # DEPENDENCYPART_GRANDPAR
(16,1),(1,11),-0.218123 # DEPENDENCYPART_GRANDPAR
(16,1),(1,12),-0.315907 # DEPENDENCYPART_GRANDPAR
(16,1),(1,13),-0.175972 # DEPENDENCYPART_GRANDPAR
(16,1),(1,14),-0.18151 # DEPENDENCYPART_GRANDPAR
(16,1),(1,15),-0.156247 # DEPENDENCYPART_GRANDPAR
(16,1),(1,16),-0.511251 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,1),(1,17),-0.286147 # DEPENDENCYPART_GRANDPAR
(16,1),(1,18),-0.389749 # DEPENDENCYPART_GRANDPAR
(16,5),(5,2),-0.510251 # DEPENDENCYPART_GRANDPAR
(16,5),(5,3),-0.446494 # DEPENDENCYPART_GRANDPAR
(16,5),(5,4),-1.01305 # DEPENDENCYPART_GRANDPAR
(16,5),(5,6),-0.357925 # DEPENDENCYPART_GRANDPAR
(16,5),(5,7),-0.313954 # DEPENDENCYPART_GRANDPAR
(16,5),(5,9),-0.109495 # DEPENDENCYPART_GRANDPAR
(16,5),(5,11),-0.147729 # DEPENDENCYPART_GRANDPAR
(16,5),(5,12),-0.331299 # DEPENDENCYPART_GRANDPAR
(16,5),(5,13),-0.135831 # DEPENDENCYPART_GRANDPAR
(16,5),(5,17),-0.74129 # DEPENDENCYPART_GRANDPAR
(16,5),(5,18),-0.61459 # DEPENDENCYPART_GRANDPAR
(16,8),(8,5),-0.637072 # DEPENDENCYPART_GRANDPAR
(16,8),(8,7),-0.377647 # DEPENDENCYPART_GRANDPAR
(16,8),(8,17),-0.741916 # DEPENDENCYPART_GRANDPAR
(16,11),(11,1),-0.508495 # DEPENDENCYPART_GRANDPAR
(16,11),(11,2),-0.441633 # DEPENDENCYPART_GRANDPAR
(16,11),(11,3),-0.44668 # DEPENDENCYPART_GRANDPAR
(16,11),(11,4),-0.932725 # DEPENDENCYPART_GRANDPAR
(16,11),(11,5),-0.569022 # DEPENDENCYPART_GRANDPAR
(16,11),(11,6),-0.428159 # DEPENDENCYPART_GRANDPAR
(16,11),(11,7),-0.378769 # DEPENDENCYPART_GRANDPAR
(16,11),(11,8),-0.437957 # DEPENDENCYPART_GRANDPAR
(16,11),(11,9),-0.235812 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),-0.368377 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),-0.418869 # DEPENDENCYPART_GRANDPAR
(16,11),(11,13),-0.184882 # DEPENDENCYPART_GRANDPAR
(16,11),(11,14),-0.142278 # DEPENDENCYPART_GRANDPAR
(16,11),(11,15),-0.144391 # DEPENDENCYPART_GRANDPAR
(16,11),(11,16),-0.891696 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,11),(11,17),-0.786851 # DEPENDENCYPART_GRANDPAR
(16,11),(11,18),-0.624918 # DEPENDENCYPART_GRANDPAR
(16,13),(13,1),-0.546764 # DEPENDENCYPART_GRANDPAR
(16,13),(13,2),-0.475461 # DEPENDENCYPART_GRANDPAR
(16,13),(13,3),-0.528484 # DEPENDENCYPART_GRANDPAR
(16,13),(13,4),-1.00826 # DEPENDENCYPART_GRANDPAR
(16,13),(13,5),-0.59166 # DEPENDENCYPART_GRANDPAR
(16,13),(13,6),-0.472343 # DEPENDENCYPART_GRANDPAR
(16,13),(13,7),-0.394401 # DEPENDENCYPART_GRANDPAR
(16,13),(13,8),-0.471785 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),-0.316237 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-0.476277 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.35445 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.445716 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),-0.121793 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),-0.104962 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-0.896338 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,17),-0.806724 # DEPENDENCYPART_GRANDPAR
(16,13),(13,18),-0.62609 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),-0.133273 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-0.827617 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,18),-0.615128 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.343873 # DEPENDENCYPART_GRANDPAR
(17,1),(1,2),-0.126606 # DEPENDENCYPART_GRANDPAR
(17,1),(1,3),-0.0672404 # DEPENDENCYPART_GRANDPAR
(17,1),(1,4),-0.827579 # DEPENDENCYPART_GRANDPAR
(17,1),(1,5),-0.182331 # DEPENDENCYPART_GRANDPAR
(17,1),(1,6),-0.126794 # DEPENDENCYPART_GRANDPAR
(17,1),(1,7),-0.100142 # DEPENDENCYPART_GRANDPAR
(17,1),(1,8),-0.0887969 # DEPENDENCYPART_GRANDPAR
(17,1),(1,9),0.082239 # DEPENDENCYPART_GRANDPAR
(17,1),(1,10),-0.137661 # DEPENDENCYPART_GRANDPAR
(17,1),(1,11),0.00913595 # DEPENDENCYPART_GRANDPAR
(17,1),(1,12),-0.261172 # DEPENDENCYPART_GRANDPAR
(17,1),(1,13),-0.190533 # DEPENDENCYPART_GRANDPAR
(17,1),(1,14),0.233837 # DEPENDENCYPART_GRANDPAR
(17,1),(1,15),0.125993 # DEPENDENCYPART_GRANDPAR
(17,1),(1,16),-0.0227779 # DEPENDENCYPART_GRANDPAR
(17,1),(1,17),-0.788391 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,1),(1,18),-0.363434 # DEPENDENCYPART_GRANDPAR
(17,2),(2,1),-0.290225 # DEPENDENCYPART_GRANDPAR
(17,2),(2,4),-0.734735 # DEPENDENCYPART_GRANDPAR
(17,2),(2,6),-0.171245 # DEPENDENCYPART_GRANDPAR
(17,2),(2,9),0.116027 # DEPENDENCYPART_GRANDPAR
(17,3),(3,1),-0.198278 # DEPENDENCYPART_GRANDPAR
(17,3),(3,2),-0.00554654 # DEPENDENCYPART_GRANDPAR
(17,3),(3,4),-0.69793 # DEPENDENCYPART_GRANDPAR
(17,3),(3,5),-0.1059 # DEPENDENCYPART_GRANDPAR
(17,3),(3,6),-0.148052 # DEPENDENCYPART_GRANDPAR
(17,3),(3,7),-0.0855341 # DEPENDENCYPART_GRANDPAR
(17,3),(3,8),-0.0280071 # DEPENDENCYPART_GRANDPAR
(17,3),(3,9),0.117219 # DEPENDENCYPART_GRANDPAR
(17,3),(3,10),-0.0769444 # DEPENDENCYPART_GRANDPAR
(17,3),(3,11),0.0437735 # DEPENDENCYPART_GRANDPAR
(17,3),(3,12),-0.28243 # DEPENDENCYPART_GRANDPAR
(17,3),(3,13),-0.178465 # DEPENDENCYPART_GRANDPAR
(17,3),(3,14),0.266361 # DEPENDENCYPART_GRANDPAR
(17,3),(3,15),0.125953 # DEPENDENCYPART_GRANDPAR
(17,3),(3,17),-1.19265 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,3),(3,18),-0.441084 # DEPENDENCYPART_GRANDPAR
(17,4),(4,1),-0.124752 # DEPENDENCYPART_GRANDPAR
(17,4),(4,2),-0.00119742 # DEPENDENCYPART_GRANDPAR
(17,4),(4,3),0.0247363 # DEPENDENCYPART_GRANDPAR
(17,5),(5,2),-0.092445 # DEPENDENCYPART_GRANDPAR
(17,5),(5,3),-0.0709576 # DEPENDENCYPART_GRANDPAR
(17,5),(5,4),-0.738543 # DEPENDENCYPART_GRANDPAR
(17,5),(5,6),-0.190987 # DEPENDENCYPART_GRANDPAR
(17,5),(5,7),-0.104975 # DEPENDENCYPART_GRANDPAR
(17,5),(5,9),0.0925528 # DEPENDENCYPART_GRANDPAR
(17,5),(5,11),0.0190858 # DEPENDENCYPART_GRANDPAR
(17,5),(5,12),-0.325365 # DEPENDENCYPART_GRANDPAR
(17,5),(5,13),-0.175064 # DEPENDENCYPART_GRANDPAR
(17,5),(5,17),-1.15113 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,5),(5,18),-0.449333 # DEPENDENCYPART_GRANDPAR
(17,7),(7,1),-0.411289 # DEPENDENCYPART_GRANDPAR
(17,7),(7,2),-0.240188 # DEPENDENCYPART_GRANDPAR
(17,7),(7,3),-0.435698 # DEPENDENCYPART_GRANDPAR
(17,7),(7,4),-0.903355 # DEPENDENCYPART_GRANDPAR
(17,7),(7,5),-0.340618 # DEPENDENCYPART_GRANDPAR
(17,7),(7,6),-0.380953 # DEPENDENCYPART_GRANDPAR
(17,7),(7,8),-0.121909 # DEPENDENCYPART_GRANDPAR
(17,7),(7,9),-0.0666714 # DEPENDENCYPART_GRANDPAR
(17,7),(7,10),-0.298021 # DEPENDENCYPART_GRANDPAR
(17,7),(7,11),-0.139226 # DEPENDENCYPART_GRANDPAR
(17,7),(7,12),-0.587032 # DEPENDENCYPART_GRANDPAR
(17,7),(7,13),-0.37654 # DEPENDENCYPART_GRANDPAR
(17,7),(7,14),0.235297 # DEPENDENCYPART_GRANDPAR
(17,7),(7,17),-1.45101 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,7),(7,18),-0.690277 # DEPENDENCYPART_GRANDPAR
(17,8),(8,5),-0.279077 # DEPENDENCYPART_GRANDPAR
(17,8),(8,7),-0.125532 # DEPENDENCYPART_GRANDPAR
(17,8),(8,17),-1.15397 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,9),(9,1),-0.200395 # DEPENDENCYPART_GRANDPAR
(17,9),(9,2),-0.0097785 # DEPENDENCYPART_GRANDPAR
(17,9),(9,3),-0.049191 # DEPENDENCYPART_GRANDPAR
(17,9),(9,4),-0.710176 # DEPENDENCYPART_GRANDPAR
(17,9),(9,5),-0.178381 # DEPENDENCYPART_GRANDPAR
(17,9),(9,6),-0.236801 # DEPENDENCYPART_GRANDPAR
(17,9),(9,7),-0.103578 # DEPENDENCYPART_GRANDPAR
(17,9),(9,8),0.0280308 # DEPENDENCYPART_GRANDPAR
(17,9),(9,10),-0.0826708 # DEPENDENCYPART_GRANDPAR
(17,9),(9,11),0.0380471 # DEPENDENCYPART_GRANDPAR
(17,9),(9,12),-0.287223 # DEPENDENCYPART_GRANDPAR
(17,9),(9,13),-0.185658 # DEPENDENCYPART_GRANDPAR
(17,9),(9,14),0.260977 # DEPENDENCYPART_GRANDPAR
(17,9),(9,15),0.120992 # DEPENDENCYPART_GRANDPAR
(17,9),(9,16),0.0906902 # DEPENDENCYPART_GRANDPAR
(17,9),(9,17),-1.19266 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,9),(9,18),-0.441084 # DEPENDENCYPART_GRANDPAR
(17,10),(10,3),-0.135728 # DEPENDENCYPART_GRANDPAR
(17,10),(10,4),-0.825024 # DEPENDENCYPART_GRANDPAR
(17,10),(10,6),-0.292625 # DEPENDENCYPART_GRANDPAR
(17,10),(10,7),-0.172712 # DEPENDENCYPART_GRANDPAR
(17,10),(10,9),0.0129027 # DEPENDENCYPART_GRANDPAR
(17,10),(10,11),0.0341718 # DEPENDENCYPART_GRANDPAR
