# _root_ Be kell vallanom , csak pár nap alatt sikerült kiderítenem , hogy retrofit magyarul azt jelenti : korszerűsítés .
#goldHeads=2,0,2,2,9,7,8,9,3,9,9,9,16,16,16,10,16,15,2,
#predictedHeads=2,0,2,2,10,7,8,10,2,9,9,9,16,16,16,9,16,16,2,
(12,2),(2,13),-0.698274 # DEPENDENCYPART_GRANDPAR
(12,2),(2,14),-0.634678 # DEPENDENCYPART_GRANDPAR
(12,2),(2,15),-0.649736 # DEPENDENCYPART_GRANDPAR
(12,2),(2,16),-0.88497 # DEPENDENCYPART_GRANDPAR
(12,2),(2,17),-0.67525 # DEPENDENCYPART_GRANDPAR
(12,2),(2,18),-0.923086 # DEPENDENCYPART_GRANDPAR
(12,2),(2,19),-1.15111 # DEPENDENCYPART_GRANDPAR
(12,3),(3,1),-0.122092 # DEPENDENCYPART_GRANDPAR
(12,3),(3,2),-0.440213 # DEPENDENCYPART_GRANDPAR
(12,3),(3,4),-0.0270885 # DEPENDENCYPART_GRANDPAR
(12,3),(3,5),-0.307911 # DEPENDENCYPART_GRANDPAR
(12,3),(3,6),-0.292139 # DEPENDENCYPART_GRANDPAR
(12,3),(3,7),-0.258205 # DEPENDENCYPART_GRANDPAR
(12,3),(3,8),-0.160424 # DEPENDENCYPART_GRANDPAR
(12,3),(3,9),-0.335337 # DEPENDENCYPART_GRANDPAR
(12,3),(3,10),-0.10055 # DEPENDENCYPART_GRANDPAR
(12,3),(3,11),-0.274758 # DEPENDENCYPART_GRANDPAR
(12,3),(3,12),-1.18298 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,3),(3,14),-0.630477 # DEPENDENCYPART_GRANDPAR
(12,3),(3,15),-0.64355 # DEPENDENCYPART_GRANDPAR
(12,3),(3,16),-0.875323 # DEPENDENCYPART_GRANDPAR
(12,3),(3,17),-0.668146 # DEPENDENCYPART_GRANDPAR
(12,3),(3,19),-1.14778 # DEPENDENCYPART_GRANDPAR
(12,5),(5,2),-0.389797 # DEPENDENCYPART_GRANDPAR
(12,5),(5,3),-0.105855 # DEPENDENCYPART_GRANDPAR
(12,5),(5,4),-0.0427556 # DEPENDENCYPART_GRANDPAR
(12,5),(5,6),-0.22196 # DEPENDENCYPART_GRANDPAR
(12,5),(5,7),-0.200731 # DEPENDENCYPART_GRANDPAR
(12,5),(5,8),-0.075249 # DEPENDENCYPART_GRANDPAR
(12,5),(5,9),-0.188833 # DEPENDENCYPART_GRANDPAR
(12,5),(5,10),0.038912 # DEPENDENCYPART_GRANDPAR
(12,5),(5,11),-0.229038 # DEPENDENCYPART_GRANDPAR
(12,5),(5,12),-0.815044 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,5),(5,13),-0.275631 # DEPENDENCYPART_GRANDPAR
(12,5),(5,16),-0.544452 # DEPENDENCYPART_GRANDPAR
(12,5),(5,17),-0.349907 # DEPENDENCYPART_GRANDPAR
(12,5),(5,18),-0.500442 # DEPENDENCYPART_GRANDPAR
(12,5),(5,19),-0.888782 # DEPENDENCYPART_GRANDPAR
(12,7),(7,2),-0.388936 # DEPENDENCYPART_GRANDPAR
(12,7),(7,3),-0.11524 # DEPENDENCYPART_GRANDPAR
(12,7),(7,4),-0.0689722 # DEPENDENCYPART_GRANDPAR
(12,7),(7,5),-0.185265 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),-0.265951 # DEPENDENCYPART_GRANDPAR
(12,8),(8,4),-0.060275 # DEPENDENCYPART_GRANDPAR
(12,8),(8,5),-0.197235 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),-0.321106 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),-0.232509 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),-0.331418 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),-0.103811 # DEPENDENCYPART_GRANDPAR
(12,8),(8,13),-0.284547 # DEPENDENCYPART_GRANDPAR
(12,8),(8,14),-0.351339 # DEPENDENCYPART_GRANDPAR
(12,8),(8,16),-0.51258 # DEPENDENCYPART_GRANDPAR
(12,8),(8,18),-0.509359 # DEPENDENCYPART_GRANDPAR
(12,9),(9,1),-0.0867054 # DEPENDENCYPART_GRANDPAR
(12,9),(9,2),-0.405655 # DEPENDENCYPART_GRANDPAR
(12,9),(9,3),-0.0955608 # DEPENDENCYPART_GRANDPAR
(12,9),(9,4),-0.0842293 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),-0.0533216 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-0.267353 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.192278 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.0407097 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),-0.0826228 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),-0.234084 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-1.1853 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,13),-0.684779 # DEPENDENCYPART_GRANDPAR
(12,9),(9,14),-0.632602 # DEPENDENCYPART_GRANDPAR
(12,9),(9,15),-0.645011 # DEPENDENCYPART_GRANDPAR
(12,9),(9,16),-0.877836 # DEPENDENCYPART_GRANDPAR
(12,9),(9,17),-0.670832 # DEPENDENCYPART_GRANDPAR
(12,9),(9,18),-0.90959 # DEPENDENCYPART_GRANDPAR
(12,9),(9,19),-1.14894 # DEPENDENCYPART_GRANDPAR
(12,10),(10,2),-0.440213 # DEPENDENCYPART_GRANDPAR
(12,10),(10,3),-0.130118 # DEPENDENCYPART_GRANDPAR
(12,10),(10,4),-0.155401 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),-0.0886744 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-0.295916 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.211449 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.0732176 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.253427 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),-0.274758 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-1.18298 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),-0.682381 # DEPENDENCYPART_GRANDPAR
(12,10),(10,14),-0.630477 # DEPENDENCYPART_GRANDPAR
(12,10),(10,15),-0.64355 # DEPENDENCYPART_GRANDPAR
(12,10),(10,16),-0.875323 # DEPENDENCYPART_GRANDPAR
(12,10),(10,17),-0.668146 # DEPENDENCYPART_GRANDPAR
(12,10),(10,18),-0.907192 # DEPENDENCYPART_GRANDPAR
(12,10),(10,19),-1.14778 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.77833 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.434374 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),0.117539 # DEPENDENCYPART_GRANDPAR
(12,13),(13,18),0.175116 # DEPENDENCYPART_GRANDPAR
(12,14),(14,2),-1.05946 # DEPENDENCYPART_GRANDPAR
(12,14),(14,5),-0.623374 # DEPENDENCYPART_GRANDPAR
(12,14),(14,6),-0.703079 # DEPENDENCYPART_GRANDPAR
(12,14),(14,7),-0.909239 # DEPENDENCYPART_GRANDPAR
(12,14),(14,8),-0.564779 # DEPENDENCYPART_GRANDPAR
(12,14),(14,9),-0.913469 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-0.685769 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-0.758127 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-0.342161 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),0.378386 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),0.0747859 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),0.0988196 # DEPENDENCYPART_GRANDPAR
(12,16),(16,2),-1.40313 # DEPENDENCYPART_GRANDPAR
(12,16),(16,3),-1.12024 # DEPENDENCYPART_GRANDPAR
(12,16),(16,4),-0.840544 # DEPENDENCYPART_GRANDPAR
(12,16),(16,5),-0.865809 # DEPENDENCYPART_GRANDPAR
(12,16),(16,6),-0.935201 # DEPENDENCYPART_GRANDPAR
(12,16),(16,7),-1.28921 # DEPENDENCYPART_GRANDPAR
(12,16),(16,8),-0.809012 # DEPENDENCYPART_GRANDPAR
(12,16),(16,9),-1.25428 # DEPENDENCYPART_GRANDPAR
(12,16),(16,10),-1.02642 # DEPENDENCYPART_GRANDPAR
(12,16),(16,11),-1.08821 # DEPENDENCYPART_GRANDPAR
(12,16),(16,12),-0.387318 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,16),(16,13),0.327729 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),0.0997588 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),-0.0257138 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),0.186509 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),0.171725 # DEPENDENCYPART_GRANDPAR
(12,16),(16,19),-0.478748 # DEPENDENCYPART_GRANDPAR
(12,18),(18,6),-0.726692 # DEPENDENCYPART_GRANDPAR
(12,18),(18,13),0.304994 # DEPENDENCYPART_GRANDPAR
(12,18),(18,14),-0.0182838 # DEPENDENCYPART_GRANDPAR
(12,18),(18,15),-0.0669646 # DEPENDENCYPART_GRANDPAR
(12,18),(18,17),-0.0558145 # DEPENDENCYPART_GRANDPAR
(12,18),(18,19),-0.52184 # DEPENDENCYPART_GRANDPAR
(13,12),(12,2),-0.711836 # DEPENDENCYPART_GRANDPAR
(13,12),(12,3),-0.546587 # DEPENDENCYPART_GRANDPAR
(13,12),(12,4),-0.590549 # DEPENDENCYPART_GRANDPAR
(13,12),(12,5),-0.633043 # DEPENDENCYPART_GRANDPAR
(13,12),(12,7),-0.818913 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),-0.488372 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),-0.544367 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.412389 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.635366 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-0.985215 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.302689 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),-0.559907 # DEPENDENCYPART_GRANDPAR
(13,12),(12,17),-0.473382 # DEPENDENCYPART_GRANDPAR
(13,12),(12,18),-0.542424 # DEPENDENCYPART_GRANDPAR
(13,12),(12,19),-0.76471 # DEPENDENCYPART_GRANDPAR
(13,14),(14,2),-0.940179 # DEPENDENCYPART_GRANDPAR
(13,14),(14,5),-0.878645 # DEPENDENCYPART_GRANDPAR
(13,14),(14,6),-1.024 # DEPENDENCYPART_GRANDPAR
(13,14),(14,7),-1.18338 # DEPENDENCYPART_GRANDPAR
(13,14),(14,8),-0.81262 # DEPENDENCYPART_GRANDPAR
(13,14),(14,9),-0.753627 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-0.627257 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-0.857191 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.722315 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.53125 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,17),-0.0671967 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),0.0138472 # DEPENDENCYPART_GRANDPAR
(13,18),(18,6),-1.0457 # DEPENDENCYPART_GRANDPAR
(13,18),(18,13),-0.439957 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,18),(18,14),0.209302 # DEPENDENCYPART_GRANDPAR
(13,18),(18,15),-0.0560152 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),-0.12213 # DEPENDENCYPART_GRANDPAR
(13,18),(18,19),-0.397566 # DEPENDENCYPART_GRANDPAR
(14,2),(2,1),-0.24604 # DEPENDENCYPART_GRANDPAR
(14,2),(2,3),-0.253322 # DEPENDENCYPART_GRANDPAR
(14,2),(2,4),-0.306174 # DEPENDENCYPART_GRANDPAR
(14,2),(2,5),-0.279708 # DEPENDENCYPART_GRANDPAR
(14,2),(2,6),-0.270575 # DEPENDENCYPART_GRANDPAR
(14,2),(2,7),-0.454137 # DEPENDENCYPART_GRANDPAR
(14,2),(2,8),-0.304627 # DEPENDENCYPART_GRANDPAR
(14,2),(2,9),-0.207919 # DEPENDENCYPART_GRANDPAR
(14,2),(2,10),-0.0974933 # DEPENDENCYPART_GRANDPAR
(14,2),(2,11),-0.170586 # DEPENDENCYPART_GRANDPAR
(14,2),(2,12),-0.225219 # DEPENDENCYPART_GRANDPAR
(14,2),(2,13),-0.359635 # DEPENDENCYPART_GRANDPAR
(14,2),(2,14),-0.736739 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,2),(2,15),-0.316746 # DEPENDENCYPART_GRANDPAR
(14,2),(2,16),-0.280933 # DEPENDENCYPART_GRANDPAR
(14,2),(2,17),-0.467457 # DEPENDENCYPART_GRANDPAR
(14,2),(2,18),-0.431897 # DEPENDENCYPART_GRANDPAR
(14,2),(2,19),-0.588377 # DEPENDENCYPART_GRANDPAR
(14,5),(5,2),-0.311324 # DEPENDENCYPART_GRANDPAR
(14,5),(5,3),-0.290416 # DEPENDENCYPART_GRANDPAR
(14,5),(5,4),-0.273913 # DEPENDENCYPART_GRANDPAR
(14,5),(5,6),-0.263161 # DEPENDENCYPART_GRANDPAR
(14,5),(5,7),-0.413496 # DEPENDENCYPART_GRANDPAR
(14,5),(5,8),-0.287163 # DEPENDENCYPART_GRANDPAR
(14,5),(5,9),-0.159327 # DEPENDENCYPART_GRANDPAR
(14,5),(5,10),-0.0553694 # DEPENDENCYPART_GRANDPAR
(14,5),(5,11),-0.111332 # DEPENDENCYPART_GRANDPAR
(14,5),(5,12),-0.175371 # DEPENDENCYPART_GRANDPAR
(14,5),(5,13),-0.316408 # DEPENDENCYPART_GRANDPAR
(14,5),(5,16),-0.2402 # DEPENDENCYPART_GRANDPAR
(14,5),(5,17),-0.42203 # DEPENDENCYPART_GRANDPAR
(14,5),(5,18),-0.373526 # DEPENDENCYPART_GRANDPAR
(14,5),(5,19),-0.590875 # DEPENDENCYPART_GRANDPAR
(14,6),(6,3),-0.23519 # DEPENDENCYPART_GRANDPAR
(14,6),(6,5),-0.268506 # DEPENDENCYPART_GRANDPAR
(14,6),(6,16),-0.21322 # DEPENDENCYPART_GRANDPAR
(14,6),(6,19),-0.57857 # DEPENDENCYPART_GRANDPAR
(14,7),(7,2),-0.155678 # DEPENDENCYPART_GRANDPAR
(14,7),(7,3),-0.145003 # DEPENDENCYPART_GRANDPAR
(14,7),(7,4),-0.168782 # DEPENDENCYPART_GRANDPAR
(14,7),(7,5),-0.191382 # DEPENDENCYPART_GRANDPAR
(14,7),(7,6),-0.160008 # DEPENDENCYPART_GRANDPAR
(14,8),(8,4),-0.106336 # DEPENDENCYPART_GRANDPAR
(14,8),(8,5),-0.194731 # DEPENDENCYPART_GRANDPAR
(14,8),(8,6),-0.15501 # DEPENDENCYPART_GRANDPAR
(14,8),(8,7),-0.240808 # DEPENDENCYPART_GRANDPAR
(14,8),(8,9),-0.180818 # DEPENDENCYPART_GRANDPAR
(14,8),(8,10),-0.0769997 # DEPENDENCYPART_GRANDPAR
(14,8),(8,13),-0.285623 # DEPENDENCYPART_GRANDPAR
(14,8),(8,14),-0.730108 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,8),(8,16),-0.206794 # DEPENDENCYPART_GRANDPAR
(14,8),(8,18),-0.381217 # DEPENDENCYPART_GRANDPAR
(14,9),(9,1),-0.190975 # DEPENDENCYPART_GRANDPAR
(14,9),(9,2),-0.255667 # DEPENDENCYPART_GRANDPAR
(14,9),(9,3),-0.21183 # DEPENDENCYPART_GRANDPAR
(14,9),(9,4),-0.232448 # DEPENDENCYPART_GRANDPAR
(14,9),(9,5),-0.213993 # DEPENDENCYPART_GRANDPAR
(14,9),(9,6),-0.230193 # DEPENDENCYPART_GRANDPAR
(14,9),(9,7),-0.337213 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),-0.271323 # DEPENDENCYPART_GRANDPAR
(14,9),(9,10),-0.112508 # DEPENDENCYPART_GRANDPAR
(14,9),(9,11),-0.197567 # DEPENDENCYPART_GRANDPAR
(14,9),(9,12),-0.22258 # DEPENDENCYPART_GRANDPAR
(14,9),(9,13),-0.342245 # DEPENDENCYPART_GRANDPAR
(14,9),(9,14),-0.736364 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,9),(9,15),-0.314487 # DEPENDENCYPART_GRANDPAR
(14,9),(9,16),-0.276462 # DEPENDENCYPART_GRANDPAR
(14,9),(9,17),-0.465896 # DEPENDENCYPART_GRANDPAR
(14,9),(9,18),-0.421801 # DEPENDENCYPART_GRANDPAR
(14,9),(9,19),-0.588319 # DEPENDENCYPART_GRANDPAR
(14,10),(10,2),-0.257484 # DEPENDENCYPART_GRANDPAR
(14,10),(10,3),-0.213647 # DEPENDENCYPART_GRANDPAR
(14,10),(10,4),-0.240377 # DEPENDENCYPART_GRANDPAR
(14,10),(10,5),-0.212028 # DEPENDENCYPART_GRANDPAR
(14,10),(10,6),-0.225201 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),-0.327011 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),-0.26904 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),-0.155468 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),-0.211042 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),-0.239736 # DEPENDENCYPART_GRANDPAR
(14,10),(10,13),-0.331227 # DEPENDENCYPART_GRANDPAR
(14,10),(10,14),-0.735671 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,10),(10,15),-0.313977 # DEPENDENCYPART_GRANDPAR
(14,10),(10,16),-0.274944 # DEPENDENCYPART_GRANDPAR
(14,10),(10,17),-0.464161 # DEPENDENCYPART_GRANDPAR
(14,10),(10,18),-0.42037 # DEPENDENCYPART_GRANDPAR
(14,10),(10,19),-0.588111 # DEPENDENCYPART_GRANDPAR
(14,12),(12,2),-0.37189 # DEPENDENCYPART_GRANDPAR
(14,12),(12,3),-0.364916 # DEPENDENCYPART_GRANDPAR
(14,12),(12,4),-0.357333 # DEPENDENCYPART_GRANDPAR
(14,12),(12,5),-0.318442 # DEPENDENCYPART_GRANDPAR
(14,12),(12,7),-0.443641 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),-0.382064 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),-0.321761 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-0.209087 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.221745 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),-0.230789 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-0.751114 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,16),-0.277878 # DEPENDENCYPART_GRANDPAR
(14,12),(12,17),-0.418802 # DEPENDENCYPART_GRANDPAR
(14,12),(12,18),-0.42269 # DEPENDENCYPART_GRANDPAR
(14,12),(12,19),-0.585161 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.038191 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.140313 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-0.77943 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,18),-0.459067 # DEPENDENCYPART_GRANDPAR
(14,18),(18,6),-0.615148 # DEPENDENCYPART_GRANDPAR
(14,18),(18,13),-0.764861 # DEPENDENCYPART_GRANDPAR
(14,18),(18,14),-0.330608 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,18),(18,15),0.0290864 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),-0.122725 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),-0.195456 # DEPENDENCYPART_GRANDPAR
(15,2),(2,1),-0.0680187 # DEPENDENCYPART_GRANDPAR
(15,2),(2,3),-0.0363968 # DEPENDENCYPART_GRANDPAR
(15,2),(2,4),-0.261494 # DEPENDENCYPART_GRANDPAR
(15,2),(2,5),-0.0580183 # DEPENDENCYPART_GRANDPAR
(15,2),(2,6),-0.00701159 # DEPENDENCYPART_GRANDPAR
(15,2),(2,7),-0.119414 # DEPENDENCYPART_GRANDPAR
(15,2),(2,8),-0.0282696 # DEPENDENCYPART_GRANDPAR
(15,2),(2,9),-0.267669 # DEPENDENCYPART_GRANDPAR
(15,2),(2,10),0.0415273 # DEPENDENCYPART_GRANDPAR
(15,2),(2,11),-0.218025 # DEPENDENCYPART_GRANDPAR
(15,2),(2,12),-0.190727 # DEPENDENCYPART_GRANDPAR
(15,2),(2,13),0.00407504 # DEPENDENCYPART_GRANDPAR
(15,2),(2,14),-0.161475 # DEPENDENCYPART_GRANDPAR
(15,2),(2,15),-0.913489 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,2),(2,16),-1.10812 # DEPENDENCYPART_GRANDPAR
(15,2),(2,17),-0.910826 # DEPENDENCYPART_GRANDPAR
(15,2),(2,18),-0.728653 # DEPENDENCYPART_GRANDPAR
(15,2),(2,19),-0.900905 # DEPENDENCYPART_GRANDPAR
(15,3),(3,1),-0.0367188 # DEPENDENCYPART_GRANDPAR
(15,3),(3,2),-0.292993 # DEPENDENCYPART_GRANDPAR
(15,3),(3,4),-0.34866 # DEPENDENCYPART_GRANDPAR
(15,3),(3,5),-0.0850784 # DEPENDENCYPART_GRANDPAR
(15,3),(3,6),-0.009428 # DEPENDENCYPART_GRANDPAR
(15,3),(3,7),-0.0916218 # DEPENDENCYPART_GRANDPAR
(15,3),(3,8),-0.0249339 # DEPENDENCYPART_GRANDPAR
(15,3),(3,9),-0.28728 # DEPENDENCYPART_GRANDPAR
(15,3),(3,10),0.0219161 # DEPENDENCYPART_GRANDPAR
(15,3),(3,11),-0.305191 # DEPENDENCYPART_GRANDPAR
(15,3),(3,12),-0.238968 # DEPENDENCYPART_GRANDPAR
(15,3),(3,14),-0.168467 # DEPENDENCYPART_GRANDPAR
(15,3),(3,15),-0.910704 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,3),(3,16),-1.10212 # DEPENDENCYPART_GRANDPAR
(15,3),(3,17),-0.907522 # DEPENDENCYPART_GRANDPAR
(15,3),(3,19),-0.90063 # DEPENDENCYPART_GRANDPAR
(15,9),(9,1),-0.0383694 # DEPENDENCYPART_GRANDPAR
(15,9),(9,2),-0.292542 # DEPENDENCYPART_GRANDPAR
(15,9),(9,3),-0.0853715 # DEPENDENCYPART_GRANDPAR
(15,9),(9,4),-0.376229 # DEPENDENCYPART_GRANDPAR
(15,9),(9,5),-0.155808 # DEPENDENCYPART_GRANDPAR
(15,9),(9,6),-0.0675561 # DEPENDENCYPART_GRANDPAR
(15,9),(9,7),-0.176054 # DEPENDENCYPART_GRANDPAR
(15,9),(9,8),-0.0395272 # DEPENDENCYPART_GRANDPAR
(15,9),(9,10),0.0160195 # DEPENDENCYPART_GRANDPAR
(15,9),(9,11),-0.29828 # DEPENDENCYPART_GRANDPAR
(15,9),(9,12),-0.228198 # DEPENDENCYPART_GRANDPAR
(15,9),(9,13),0.0107566 # DEPENDENCYPART_GRANDPAR
(15,9),(9,14),-0.178561 # DEPENDENCYPART_GRANDPAR
(15,9),(9,15),-0.911014 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,9),(9,16),-1.10344 # DEPENDENCYPART_GRANDPAR
(15,9),(9,17),-0.909057 # DEPENDENCYPART_GRANDPAR
(15,9),(9,18),-0.718357 # DEPENDENCYPART_GRANDPAR
(15,9),(9,19),-0.900638 # DEPENDENCYPART_GRANDPAR
(15,10),(10,2),-0.292993 # DEPENDENCYPART_GRANDPAR
(15,10),(10,3),-0.0858226 # DEPENDENCYPART_GRANDPAR
(15,10),(10,4),-0.38639 # DEPENDENCYPART_GRANDPAR
(15,10),(10,5),-0.154124 # DEPENDENCYPART_GRANDPAR
(15,10),(10,6),-0.0628285 # DEPENDENCYPART_GRANDPAR
(15,10),(10,7),-0.165653 # DEPENDENCYPART_GRANDPAR
(15,10),(10,8),-0.0373947 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),-0.305394 # DEPENDENCYPART_GRANDPAR
(15,10),(10,11),-0.305191 # DEPENDENCYPART_GRANDPAR
(15,10),(10,12),-0.238968 # DEPENDENCYPART_GRANDPAR
(15,10),(10,13),0.0318675 # DEPENDENCYPART_GRANDPAR
(15,10),(10,14),-0.168467 # DEPENDENCYPART_GRANDPAR
(15,10),(10,15),-0.910704 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,10),(10,16),-1.10212 # DEPENDENCYPART_GRANDPAR
(15,10),(10,17),-0.907522 # DEPENDENCYPART_GRANDPAR
(15,10),(10,18),-0.717118 # DEPENDENCYPART_GRANDPAR
(15,10),(10,19),-0.90063 # DEPENDENCYPART_GRANDPAR
(15,12),(12,2),-0.524171 # DEPENDENCYPART_GRANDPAR
(15,12),(12,3),-0.350095 # DEPENDENCYPART_GRANDPAR
(15,12),(12,4),-0.58175 # DEPENDENCYPART_GRANDPAR
(15,12),(12,5),-0.371427 # DEPENDENCYPART_GRANDPAR
(15,12),(12,7),-0.429251 # DEPENDENCYPART_GRANDPAR
(15,12),(12,8),-0.255347 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),-0.584545 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),-0.272171 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),-0.538282 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),-0.26792 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),-0.464582 # DEPENDENCYPART_GRANDPAR
(15,12),(12,16),-1.05883 # DEPENDENCYPART_GRANDPAR
(15,12),(12,17),-0.814516 # DEPENDENCYPART_GRANDPAR
(15,12),(12,18),-0.662012 # DEPENDENCYPART_GRANDPAR
(15,12),(12,19),-0.85345 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.355699 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.390934 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),-0.238885 # DEPENDENCYPART_GRANDPAR
(15,13),(13,18),-0.685983 # DEPENDENCYPART_GRANDPAR
(15,14),(14,2),-0.406642 # DEPENDENCYPART_GRANDPAR
(15,14),(14,5),-0.293553 # DEPENDENCYPART_GRANDPAR
(15,14),(14,6),-0.138553 # DEPENDENCYPART_GRANDPAR
(15,14),(14,7),-0.317518 # DEPENDENCYPART_GRANDPAR
(15,14),(14,8),-0.164435 # DEPENDENCYPART_GRANDPAR
(15,14),(14,9),-0.444098 # DEPENDENCYPART_GRANDPAR
(15,14),(14,10),-0.13957 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),-0.388508 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),-0.376307 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.190304 # DEPENDENCYPART_GRANDPAR
(15,14),(14,17),-0.805267 # DEPENDENCYPART_GRANDPAR
(15,14),(14,18),-0.632647 # DEPENDENCYPART_GRANDPAR
(15,16),(16,2),-0.862691 # DEPENDENCYPART_GRANDPAR
(15,16),(16,3),-0.670423 # DEPENDENCYPART_GRANDPAR
(15,16),(16,4),-0.846342 # DEPENDENCYPART_GRANDPAR
(15,16),(16,5),-0.653769 # DEPENDENCYPART_GRANDPAR
