# _root_ Az események hátterét kutatva folyamatokat , trendeket szándékozik bemutatni , segítve a polgárosulási folyamatot és a város jövőképének közös formálását .
#goldHeads=2,3,4,8,9,9,9,0,8,8,8,14,14,11,11,17,18,20,20,11,8,
#predictedHeads=2,3,9,9,9,9,9,0,8,8,9,14,14,11,11,17,18,19,20,11,8,
(11,15),(15,18),0.165898 # DEPENDENCYPART_GRANDPAR
(11,15),(15,19),0.162306 # DEPENDENCYPART_GRANDPAR
(11,15),(15,20),0.246649 # DEPENDENCYPART_GRANDPAR
(11,15),(15,21),-0.133739 # DEPENDENCYPART_GRANDPAR
(11,17),(17,12),0.30082 # DEPENDENCYPART_GRANDPAR
(11,17),(17,13),0.269645 # DEPENDENCYPART_GRANDPAR
(11,17),(17,14),0.417701 # DEPENDENCYPART_GRANDPAR
(11,17),(17,15),0.27784 # DEPENDENCYPART_GRANDPAR
(11,17),(17,16),0.0268987 # DEPENDENCYPART_GRANDPAR
(11,17),(17,18),0.0755295 # DEPENDENCYPART_GRANDPAR
(11,18),(18,9),-0.312978 # DEPENDENCYPART_GRANDPAR
(11,18),(18,11),-0.222423 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,18),(18,12),0.293446 # DEPENDENCYPART_GRANDPAR
(11,18),(18,13),0.247243 # DEPENDENCYPART_GRANDPAR
(11,18),(18,14),0.406199 # DEPENDENCYPART_GRANDPAR
(11,18),(18,15),0.26536 # DEPENDENCYPART_GRANDPAR
(11,18),(18,16),0.0195248 # DEPENDENCYPART_GRANDPAR
(11,18),(18,17),0.281407 # DEPENDENCYPART_GRANDPAR
(11,18),(18,20),0.159829 # DEPENDENCYPART_GRANDPAR
(11,18),(18,21),-0.210924 # DEPENDENCYPART_GRANDPAR
(11,20),(20,2),-0.368771 # DEPENDENCYPART_GRANDPAR
(11,20),(20,6),-0.255042 # DEPENDENCYPART_GRANDPAR
(11,20),(20,7),-0.356671 # DEPENDENCYPART_GRANDPAR
(11,20),(20,8),-0.209435 # DEPENDENCYPART_GRANDPAR
(11,20),(20,9),-0.312978 # DEPENDENCYPART_GRANDPAR
(11,20),(20,10),-0.412635 # DEPENDENCYPART_GRANDPAR
(11,20),(20,11),-0.222423 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,20),(20,12),0.293446 # DEPENDENCYPART_GRANDPAR
(11,20),(20,13),0.247243 # DEPENDENCYPART_GRANDPAR
(11,20),(20,14),0.406199 # DEPENDENCYPART_GRANDPAR
(11,20),(20,15),0.26536 # DEPENDENCYPART_GRANDPAR
(11,20),(20,16),0.0195248 # DEPENDENCYPART_GRANDPAR
(11,20),(20,17),0.281407 # DEPENDENCYPART_GRANDPAR
(11,20),(20,18),0.218407 # DEPENDENCYPART_GRANDPAR
(11,20),(20,19),0.233532 # DEPENDENCYPART_GRANDPAR
(11,20),(20,21),-0.210924 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.494102 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.67513 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,17),(17,12),-0.752814 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,17),(17,13),-0.175434 # DEPENDENCYPART_GRANDPAR
(12,17),(17,14),-0.120489 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),-0.16969 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),-0.488908 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),-0.329692 # DEPENDENCYPART_GRANDPAR
(13,11),(11,2),-0.768812 # DEPENDENCYPART_GRANDPAR
(13,11),(11,3),-1.05693 # DEPENDENCYPART_GRANDPAR
(13,11),(11,5),-0.878408 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),-0.527628 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),-0.844399 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.548783 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-0.877521 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.416075 # DEPENDENCYPART_GRANDPAR
(13,11),(11,15),-0.492522 # DEPENDENCYPART_GRANDPAR
(13,11),(11,17),-0.726117 # DEPENDENCYPART_GRANDPAR
(13,11),(11,18),-0.742483 # DEPENDENCYPART_GRANDPAR
(13,11),(11,20),-0.695933 # DEPENDENCYPART_GRANDPAR
(13,11),(11,21),-0.811637 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-0.887446 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,17),-0.71716 # DEPENDENCYPART_GRANDPAR
(14,4),(4,2),-0.832768 # DEPENDENCYPART_GRANDPAR
(14,4),(4,3),-0.624972 # DEPENDENCYPART_GRANDPAR
(14,4),(4,5),-0.729772 # DEPENDENCYPART_GRANDPAR
(14,4),(4,6),-0.353582 # DEPENDENCYPART_GRANDPAR
(14,4),(4,7),-0.689998 # DEPENDENCYPART_GRANDPAR
(14,4),(4,8),-0.230949 # DEPENDENCYPART_GRANDPAR
(14,4),(4,9),-0.14128 # DEPENDENCYPART_GRANDPAR
(14,4),(4,10),-0.366115 # DEPENDENCYPART_GRANDPAR
(14,4),(4,14),-0.974411 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,4),(4,15),-0.494871 # DEPENDENCYPART_GRANDPAR
(14,4),(4,17),-0.42488 # DEPENDENCYPART_GRANDPAR
(14,4),(4,18),-0.672571 # DEPENDENCYPART_GRANDPAR
(14,4),(4,20),-0.781206 # DEPENDENCYPART_GRANDPAR
(14,4),(4,21),-0.824946 # DEPENDENCYPART_GRANDPAR
(14,8),(8,1),-1.37527 # DEPENDENCYPART_GRANDPAR
(14,8),(8,2),-0.780583 # DEPENDENCYPART_GRANDPAR
(14,8),(8,3),-0.570785 # DEPENDENCYPART_GRANDPAR
(14,8),(8,4),-0.457972 # DEPENDENCYPART_GRANDPAR
(14,8),(8,5),-0.729418 # DEPENDENCYPART_GRANDPAR
(14,8),(8,6),-0.465491 # DEPENDENCYPART_GRANDPAR
(14,8),(8,7),-0.690429 # DEPENDENCYPART_GRANDPAR
(14,8),(8,9),-0.179439 # DEPENDENCYPART_GRANDPAR
(14,8),(8,10),-0.49157 # DEPENDENCYPART_GRANDPAR
(14,8),(8,11),-0.389415 # DEPENDENCYPART_GRANDPAR
(14,8),(8,12),-0.629889 # DEPENDENCYPART_GRANDPAR
(14,8),(8,13),0.126322 # DEPENDENCYPART_GRANDPAR
(14,8),(8,14),-1.04161 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,8),(8,15),-0.523961 # DEPENDENCYPART_GRANDPAR
(14,8),(8,17),-0.492076 # DEPENDENCYPART_GRANDPAR
(14,8),(8,18),-0.739769 # DEPENDENCYPART_GRANDPAR
(14,8),(8,19),-0.527559 # DEPENDENCYPART_GRANDPAR
(14,8),(8,20),-0.848404 # DEPENDENCYPART_GRANDPAR
(14,8),(8,21),-0.835386 # DEPENDENCYPART_GRANDPAR
(14,9),(9,1),-1.37259 # DEPENDENCYPART_GRANDPAR
(14,9),(9,2),-0.779394 # DEPENDENCYPART_GRANDPAR
(14,9),(9,3),-0.569596 # DEPENDENCYPART_GRANDPAR
(14,9),(9,4),-0.465256 # DEPENDENCYPART_GRANDPAR
(14,9),(9,5),-0.72823 # DEPENDENCYPART_GRANDPAR
(14,9),(9,6),-0.453342 # DEPENDENCYPART_GRANDPAR
(14,9),(9,7),-0.68924 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),-0.367696 # DEPENDENCYPART_GRANDPAR
(14,9),(9,10),-0.483211 # DEPENDENCYPART_GRANDPAR
(14,9),(9,11),-0.382692 # DEPENDENCYPART_GRANDPAR
(14,9),(9,12),-0.62834 # DEPENDENCYPART_GRANDPAR
(14,9),(9,13),0.127832 # DEPENDENCYPART_GRANDPAR
(14,9),(9,14),-1.03923 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,9),(9,15),-0.52396 # DEPENDENCYPART_GRANDPAR
(14,9),(9,17),-0.489695 # DEPENDENCYPART_GRANDPAR
(14,9),(9,18),-0.737388 # DEPENDENCYPART_GRANDPAR
(14,9),(9,19),-0.527559 # DEPENDENCYPART_GRANDPAR
(14,9),(9,20),-0.846023 # DEPENDENCYPART_GRANDPAR
(14,9),(9,21),-0.835386 # DEPENDENCYPART_GRANDPAR
(14,11),(11,2),-0.832768 # DEPENDENCYPART_GRANDPAR
(14,11),(11,3),-0.624972 # DEPENDENCYPART_GRANDPAR
(14,11),(11,5),-0.78362 # DEPENDENCYPART_GRANDPAR
(14,11),(11,6),-0.409233 # DEPENDENCYPART_GRANDPAR
(14,11),(11,7),-0.743831 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),-0.421765 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),0.0744176 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-0.974411 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,15),-0.494871 # DEPENDENCYPART_GRANDPAR
(14,11),(11,17),-0.42488 # DEPENDENCYPART_GRANDPAR
(14,11),(11,18),-0.672571 # DEPENDENCYPART_GRANDPAR
(14,11),(11,20),-0.781206 # DEPENDENCYPART_GRANDPAR
(14,11),(11,21),-0.824946 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),0.00305187 # DEPENDENCYPART_GRANDPAR
(14,12),(12,17),-0.441804 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.300941 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.472448 # DEPENDENCYPART_GRANDPAR
(14,17),(17,12),-1.03444 # DEPENDENCYPART_GRANDPAR
(14,17),(17,13),-0.47094 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-0.507556 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,15),-0.144932 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),-0.204748 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),-0.323139 # DEPENDENCYPART_GRANDPAR
(14,18),(18,9),-0.588952 # DEPENDENCYPART_GRANDPAR
(14,18),(18,11),-0.782878 # DEPENDENCYPART_GRANDPAR
(14,18),(18,12),-1.03444 # DEPENDENCYPART_GRANDPAR
(14,18),(18,13),-0.470936 # DEPENDENCYPART_GRANDPAR
(14,18),(18,14),-0.505233 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,18),(18,15),-0.143326 # DEPENDENCYPART_GRANDPAR
(14,18),(18,16),-0.194651 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),0.0481207 # DEPENDENCYPART_GRANDPAR
(14,18),(18,20),-0.432969 # DEPENDENCYPART_GRANDPAR
(14,18),(18,21),-0.469413 # DEPENDENCYPART_GRANDPAR
(14,20),(20,2),-1.27572 # DEPENDENCYPART_GRANDPAR
(14,20),(20,6),-0.743184 # DEPENDENCYPART_GRANDPAR
(14,20),(20,7),-1.18548 # DEPENDENCYPART_GRANDPAR
(14,20),(20,8),-0.678619 # DEPENDENCYPART_GRANDPAR
(14,20),(20,9),-0.588952 # DEPENDENCYPART_GRANDPAR
(14,20),(20,10),-0.755716 # DEPENDENCYPART_GRANDPAR
(14,20),(20,11),-0.782878 # DEPENDENCYPART_GRANDPAR
(14,20),(20,12),-1.03444 # DEPENDENCYPART_GRANDPAR
(14,20),(20,13),-0.470936 # DEPENDENCYPART_GRANDPAR
(14,20),(20,14),-0.505233 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,20),(20,15),-0.143326 # DEPENDENCYPART_GRANDPAR
(14,20),(20,16),-0.194651 # DEPENDENCYPART_GRANDPAR
(14,20),(20,17),0.0481207 # DEPENDENCYPART_GRANDPAR
(14,20),(20,18),-0.203393 # DEPENDENCYPART_GRANDPAR
(14,20),(20,19),-0.0265661 # DEPENDENCYPART_GRANDPAR
(14,20),(20,21),-0.469413 # DEPENDENCYPART_GRANDPAR
(15,3),(3,1),-0.107303 # DEPENDENCYPART_GRANDPAR
(15,3),(3,2),-0.33418 # DEPENDENCYPART_GRANDPAR
(15,3),(3,4),-0.131687 # DEPENDENCYPART_GRANDPAR
(15,3),(3,5),-0.239578 # DEPENDENCYPART_GRANDPAR
(15,3),(3,6),0.0309243 # DEPENDENCYPART_GRANDPAR
(15,3),(3,7),-0.240828 # DEPENDENCYPART_GRANDPAR
(15,3),(3,8),-0.107002 # DEPENDENCYPART_GRANDPAR
(15,3),(3,20),-0.481279 # DEPENDENCYPART_GRANDPAR
(15,3),(3,21),-0.614259 # DEPENDENCYPART_GRANDPAR
(15,4),(4,2),-0.234686 # DEPENDENCYPART_GRANDPAR
(15,4),(4,3),-0.125785 # DEPENDENCYPART_GRANDPAR
(15,4),(4,5),-0.256135 # DEPENDENCYPART_GRANDPAR
(15,4),(4,6),0.0656351 # DEPENDENCYPART_GRANDPAR
(15,4),(4,7),-0.257386 # DEPENDENCYPART_GRANDPAR
(15,4),(4,8),-0.00417817 # DEPENDENCYPART_GRANDPAR
(15,4),(4,9),0.143583 # DEPENDENCYPART_GRANDPAR
(15,4),(4,10),-0.140255 # DEPENDENCYPART_GRANDPAR
(15,4),(4,14),0.0761155 # DEPENDENCYPART_GRANDPAR
(15,4),(4,15),-0.91405 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,4),(4,17),-0.606079 # DEPENDENCYPART_GRANDPAR
(15,4),(4,18),-0.576851 # DEPENDENCYPART_GRANDPAR
(15,4),(4,20),-0.373966 # DEPENDENCYPART_GRANDPAR
(15,4),(4,21),-0.596402 # DEPENDENCYPART_GRANDPAR
(15,5),(5,1),-0.110847 # DEPENDENCYPART_GRANDPAR
(15,5),(5,2),-0.33418 # DEPENDENCYPART_GRANDPAR
(15,5),(5,3),-0.225276 # DEPENDENCYPART_GRANDPAR
(15,5),(5,4),-0.0710813 # DEPENDENCYPART_GRANDPAR
(15,5),(5,6),0.0309232 # DEPENDENCYPART_GRANDPAR
(15,5),(5,7),-0.240828 # DEPENDENCYPART_GRANDPAR
(15,5),(5,8),-0.107002 # DEPENDENCYPART_GRANDPAR
(15,5),(5,9),0.0407606 # DEPENDENCYPART_GRANDPAR
(15,5),(5,10),-0.174967 # DEPENDENCYPART_GRANDPAR
(15,5),(5,11),-0.166304 # DEPENDENCYPART_GRANDPAR
(15,5),(5,20),-0.481279 # DEPENDENCYPART_GRANDPAR
(15,5),(5,21),-0.614259 # DEPENDENCYPART_GRANDPAR
(15,7),(7,1),-0.106701 # DEPENDENCYPART_GRANDPAR
(15,7),(7,2),-0.33418 # DEPENDENCYPART_GRANDPAR
(15,7),(7,3),-0.225276 # DEPENDENCYPART_GRANDPAR
(15,7),(7,4),-0.0710814 # DEPENDENCYPART_GRANDPAR
(15,7),(7,5),-0.303131 # DEPENDENCYPART_GRANDPAR
(15,7),(7,6),-0.00137318 # DEPENDENCYPART_GRANDPAR
(15,7),(7,8),-0.107002 # DEPENDENCYPART_GRANDPAR
(15,7),(7,9),0.0407606 # DEPENDENCYPART_GRANDPAR
(15,7),(7,10),-0.174966 # DEPENDENCYPART_GRANDPAR
(15,7),(7,11),-0.166304 # DEPENDENCYPART_GRANDPAR
(15,7),(7,14),0.0926725 # DEPENDENCYPART_GRANDPAR
(15,7),(7,18),-0.684163 # DEPENDENCYPART_GRANDPAR
(15,7),(7,20),-0.481279 # DEPENDENCYPART_GRANDPAR
(15,7),(7,21),-0.614259 # DEPENDENCYPART_GRANDPAR
(15,8),(8,1),-0.0893498 # DEPENDENCYPART_GRANDPAR
(15,8),(8,2),-0.294848 # DEPENDENCYPART_GRANDPAR
(15,8),(8,3),-0.181936 # DEPENDENCYPART_GRANDPAR
(15,8),(8,4),0.0446705 # DEPENDENCYPART_GRANDPAR
(15,8),(8,5),-0.259791 # DEPENDENCYPART_GRANDPAR
(15,8),(8,6),0.00704197 # DEPENDENCYPART_GRANDPAR
(15,8),(8,7),-0.260083 # DEPENDENCYPART_GRANDPAR
(15,8),(8,9),0.00887875 # DEPENDENCYPART_GRANDPAR
(15,8),(8,10),-0.238484 # DEPENDENCYPART_GRANDPAR
(15,8),(8,11),-0.183059 # DEPENDENCYPART_GRANDPAR
(15,8),(8,12),-0.0291083 # DEPENDENCYPART_GRANDPAR
(15,8),(8,13),0.0585321 # DEPENDENCYPART_GRANDPAR
(15,8),(8,14),-0.00351962 # DEPENDENCYPART_GRANDPAR
(15,8),(8,15),-1.26638 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,8),(8,17),-1.07514 # DEPENDENCYPART_GRANDPAR
(15,8),(8,18),-1.04592 # DEPENDENCYPART_GRANDPAR
(15,8),(8,19),-0.623885 # DEPENDENCYPART_GRANDPAR
(15,8),(8,20),-0.843034 # DEPENDENCYPART_GRANDPAR
(15,8),(8,21),-0.897647 # DEPENDENCYPART_GRANDPAR
(15,9),(9,1),-0.0882583 # DEPENDENCYPART_GRANDPAR
(15,9),(9,2),-0.295255 # DEPENDENCYPART_GRANDPAR
(15,9),(9,3),-0.182343 # DEPENDENCYPART_GRANDPAR
(15,9),(9,4),0.0358636 # DEPENDENCYPART_GRANDPAR
(15,9),(9,5),-0.260199 # DEPENDENCYPART_GRANDPAR
(15,9),(9,6),0.016566 # DEPENDENCYPART_GRANDPAR
(15,9),(9,7),-0.260491 # DEPENDENCYPART_GRANDPAR
(15,9),(9,8),-0.0457578 # DEPENDENCYPART_GRANDPAR
(15,9),(9,10),-0.231954 # DEPENDENCYPART_GRANDPAR
(15,9),(9,11),-0.177897 # DEPENDENCYPART_GRANDPAR
(15,9),(9,12),-0.0287127 # DEPENDENCYPART_GRANDPAR
(15,9),(9,13),0.0588883 # DEPENDENCYPART_GRANDPAR
(15,9),(9,14),-0.00122634 # DEPENDENCYPART_GRANDPAR
(15,9),(9,15),-1.26638 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,9),(9,17),-1.07276 # DEPENDENCYPART_GRANDPAR
(15,9),(9,18),-1.04354 # DEPENDENCYPART_GRANDPAR
(15,9),(9,19),-0.623885 # DEPENDENCYPART_GRANDPAR
(15,9),(9,20),-0.840653 # DEPENDENCYPART_GRANDPAR
(15,9),(9,21),-0.897647 # DEPENDENCYPART_GRANDPAR
(15,11),(11,2),-0.234686 # DEPENDENCYPART_GRANDPAR
(15,11),(11,3),-0.125785 # DEPENDENCYPART_GRANDPAR
(15,11),(11,5),-0.203654 # DEPENDENCYPART_GRANDPAR
(15,11),(11,6),0.105863 # DEPENDENCYPART_GRANDPAR
(15,11),(11,7),-0.203147 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),-0.100027 # DEPENDENCYPART_GRANDPAR
(15,11),(11,13),0.175291 # DEPENDENCYPART_GRANDPAR
(15,11),(11,14),0.0761155 # DEPENDENCYPART_GRANDPAR
(15,11),(11,15),-0.91405 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,11),(11,17),-0.606079 # DEPENDENCYPART_GRANDPAR
(15,11),(11,18),-0.576851 # DEPENDENCYPART_GRANDPAR
(15,11),(11,20),-0.373966 # DEPENDENCYPART_GRANDPAR
(15,11),(11,21),-0.596402 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),0.209728 # DEPENDENCYPART_GRANDPAR
(15,12),(12,17),-0.599905 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.0325379 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),0.148596 # DEPENDENCYPART_GRANDPAR
(15,14),(14,4),-0.0710813 # DEPENDENCYPART_GRANDPAR
(15,14),(14,8),-0.119853 # DEPENDENCYPART_GRANDPAR
(15,14),(14,9),0.018918 # DEPENDENCYPART_GRANDPAR
(15,14),(14,10),-0.20722 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),-0.105698 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),0.0760905 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),0.0626643 # DEPENDENCYPART_GRANDPAR
(15,14),(14,17),-0.71339 # DEPENDENCYPART_GRANDPAR
(15,14),(14,18),-0.684163 # DEPENDENCYPART_GRANDPAR
(15,14),(14,20),-0.481279 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.445705 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,12),-0.40556 # DEPENDENCYPART_GRANDPAR
(15,17),(17,13),-0.395178 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),-0.705014 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-0.457624 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),0.554248 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),0.0557948 # DEPENDENCYPART_GRANDPAR
(15,18),(18,9),-0.575187 # DEPENDENCYPART_GRANDPAR
(15,18),(18,11),-0.572198 # DEPENDENCYPART_GRANDPAR
(15,18),(18,12),-0.40556 # DEPENDENCYPART_GRANDPAR
(15,18),(18,13),-0.395174 # DEPENDENCYPART_GRANDPAR
(15,18),(18,14),-0.705014 # DEPENDENCYPART_GRANDPAR
(15,18),(18,15),-0.455335 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,18),(18,16),0.569573 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),0.0858058 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),0.253974 # DEPENDENCYPART_GRANDPAR
(15,18),(18,21),-0.27837 # DEPENDENCYPART_GRANDPAR
(15,19),(19,2),-0.998759 # DEPENDENCYPART_GRANDPAR
(15,19),(19,3),-0.891874 # DEPENDENCYPART_GRANDPAR
(15,19),(19,6),-0.418587 # DEPENDENCYPART_GRANDPAR
(15,19),(19,7),-0.969236 # DEPENDENCYPART_GRANDPAR
(15,19),(19,8),-0.698379 # DEPENDENCYPART_GRANDPAR
(15,19),(19,9),-0.559671 # DEPENDENCYPART_GRANDPAR
(15,19),(19,10),-0.624477 # DEPENDENCYPART_GRANDPAR
(15,19),(19,12),-0.346005 # DEPENDENCYPART_GRANDPAR
(15,19),(19,13),-0.34555 # DEPENDENCYPART_GRANDPAR
(15,19),(19,14),-0.63636 # DEPENDENCYPART_GRANDPAR
(15,19),(19,15),-0.464514 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,19),(19,16),0.591987 # DEPENDENCYPART_GRANDPAR
(15,19),(19,17),0.0306497 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),0.0612824 # DEPENDENCYPART_GRANDPAR
(15,20),(20,2),-1.06741 # DEPENDENCYPART_GRANDPAR
(15,20),(20,6),-0.44464 # DEPENDENCYPART_GRANDPAR
(15,20),(20,7),-1.03789 # DEPENDENCYPART_GRANDPAR
(15,20),(20,8),-0.713895 # DEPENDENCYPART_GRANDPAR
(15,20),(20,9),-0.575187 # DEPENDENCYPART_GRANDPAR
(15,20),(20,10),-0.65053 # DEPENDENCYPART_GRANDPAR
(15,20),(20,11),-0.572198 # DEPENDENCYPART_GRANDPAR
(15,20),(20,12),-0.40556 # DEPENDENCYPART_GRANDPAR
(15,20),(20,13),-0.395174 # DEPENDENCYPART_GRANDPAR
(15,20),(20,14),-0.705014 # DEPENDENCYPART_GRANDPAR
(15,20),(20,15),-0.455335 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,20),(20,16),0.569573 # DEPENDENCYPART_GRANDPAR
(15,20),(20,17),0.0858058 # DEPENDENCYPART_GRANDPAR
(15,20),(20,18),0.113525 # DEPENDENCYPART_GRANDPAR
(15,20),(20,19),0.147497 # DEPENDENCYPART_GRANDPAR
(15,20),(20,21),-0.27837 # DEPENDENCYPART_GRANDPAR
(16,15),(15,3),-0.587258 # DEPENDENCYPART_GRANDPAR
(16,15),(15,4),-0.361941 # DEPENDENCYPART_GRANDPAR
(16,15),(15,5),-0.538422 # DEPENDENCYPART_GRANDPAR
(16,15),(15,6),-0.350029 # DEPENDENCYPART_GRANDPAR
(16,15),(15,7),-0.510451 # DEPENDENCYPART_GRANDPAR
(16,15),(15,8),-0.341351 # DEPENDENCYPART_GRANDPAR
(16,15),(15,9),-0.262188 # DEPENDENCYPART_GRANDPAR
(16,15),(15,10),-0.28397 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),-0.320104 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.279821 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),0.0251531 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.324829 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-0.920336 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),-0.438206 # DEPENDENCYPART_GRANDPAR
(16,15),(15,18),-0.527889 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),-0.527774 # DEPENDENCYPART_GRANDPAR
(16,15),(15,20),-0.534465 # DEPENDENCYPART_GRANDPAR
(16,15),(15,21),-0.5302 # DEPENDENCYPART_GRANDPAR
(17,12),(12,13),-0.755453 # DEPENDENCYPART_GRANDPAR
(17,12),(12,17),-1.00696 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,13),(13,11),-0.681557 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),-0.737995 # DEPENDENCYPART_GRANDPAR
(17,14),(14,4),-0.775357 # DEPENDENCYPART_GRANDPAR
(17,14),(14,8),-0.50575 # DEPENDENCYPART_GRANDPAR
(17,14),(14,9),-0.451676 # DEPENDENCYPART_GRANDPAR
(17,14),(14,10),-0.589367 # DEPENDENCYPART_GRANDPAR
(17,14),(14,11),-0.787617 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),-0.717219 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),-0.765186 # DEPENDENCYPART_GRANDPAR
(17,14),(14,17),-1.11879 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,18),-0.676727 # DEPENDENCYPART_GRANDPAR
(17,14),(14,20),-0.661495 # DEPENDENCYPART_GRANDPAR
(17,15),(15,3),-1.06128 # DEPENDENCYPART_GRANDPAR
(17,15),(15,4),-0.894889 # DEPENDENCYPART_GRANDPAR
(17,15),(15,5),-0.946499 # DEPENDENCYPART_GRANDPAR
(17,15),(15,6),-0.901402 # DEPENDENCYPART_GRANDPAR
(17,15),(15,7),-0.867888 # DEPENDENCYPART_GRANDPAR
(17,15),(15,8),-0.647276 # DEPENDENCYPART_GRANDPAR
(17,15),(15,9),-0.592716 # DEPENDENCYPART_GRANDPAR
(17,15),(15,10),-0.75712 # DEPENDENCYPART_GRANDPAR
(17,15),(15,11),-0.907149 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),-0.954829 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),-0.872158 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),-0.537426 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),-0.681971 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-1.05721 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,18),-0.615151 # DEPENDENCYPART_GRANDPAR
(17,15),(15,19),-0.442055 # DEPENDENCYPART_GRANDPAR
(17,15),(15,20),-0.599919 # DEPENDENCYPART_GRANDPAR
(17,15),(15,21),-0.746779 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.556232 # DEPENDENCYPART_GRANDPAR
(17,18),(18,9),-0.855147 # DEPENDENCYPART_GRANDPAR
(17,18),(18,11),-1.16101 # DEPENDENCYPART_GRANDPAR
(17,18),(18,12),-1.29956 # DEPENDENCYPART_GRANDPAR
(17,18),(18,13),-1.22666 # DEPENDENCYPART_GRANDPAR
