# _root_ Nagyon kedves neki az a rózsafüzér is , amelyikkel Angelo_Acerbi pápai nuncius ajándékozta meg , amikor meglátta a gyöngyösi Mária-szobor melletti olvasókat .
#goldHeads=2,7,7,6,6,7,0,7,13,12,12,13,7,13,13,17,13,20,20,21,22,17,7,
#predictedHeads=2,3,13,6,6,13,13,13,13,12,12,13,0,13,13,17,13,20,20,21,22,17,13,
(11,10),(10,11),-0.902771 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.603935 # DEPENDENCYPART_GRANDPAR
(11,10),(10,17),-0.367273 # DEPENDENCYPART_GRANDPAR
(12,1),(1,2),-0.451866 # DEPENDENCYPART_GRANDPAR
(12,1),(1,3),-0.21132 # DEPENDENCYPART_GRANDPAR
(12,1),(1,6),-0.284172 # DEPENDENCYPART_GRANDPAR
(12,1),(1,7),0.0687956 # DEPENDENCYPART_GRANDPAR
(12,1),(1,8),-0.191844 # DEPENDENCYPART_GRANDPAR
(12,1),(1,10),-0.0531188 # DEPENDENCYPART_GRANDPAR
(12,1),(1,12),-0.840204 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,1),(1,13),-0.586669 # DEPENDENCYPART_GRANDPAR
(12,1),(1,16),-0.355396 # DEPENDENCYPART_GRANDPAR
(12,1),(1,17),-0.466082 # DEPENDENCYPART_GRANDPAR
(12,1),(1,22),-0.414502 # DEPENDENCYPART_GRANDPAR
(12,1),(1,23),-0.754432 # DEPENDENCYPART_GRANDPAR
(12,2),(2,1),-0.210411 # DEPENDENCYPART_GRANDPAR
(12,2),(2,6),-0.265494 # DEPENDENCYPART_GRANDPAR
(12,2),(2,7),0.0110493 # DEPENDENCYPART_GRANDPAR
(12,2),(2,8),-0.221696 # DEPENDENCYPART_GRANDPAR
(12,2),(2,13),-0.604185 # DEPENDENCYPART_GRANDPAR
(12,2),(2,17),-0.483598 # DEPENDENCYPART_GRANDPAR
(12,2),(2,23),-0.783366 # DEPENDENCYPART_GRANDPAR
(12,4),(4,1),-0.479655 # DEPENDENCYPART_GRANDPAR
(12,4),(4,2),-0.622278 # DEPENDENCYPART_GRANDPAR
(12,4),(4,3),-0.365431 # DEPENDENCYPART_GRANDPAR
(12,4),(4,6),-0.339656 # DEPENDENCYPART_GRANDPAR
(12,4),(4,7),-0.0158967 # DEPENDENCYPART_GRANDPAR
(12,4),(4,8),-0.233078 # DEPENDENCYPART_GRANDPAR
(12,4),(4,9),-0.0256735 # DEPENDENCYPART_GRANDPAR
(12,4),(4,10),-0.108603 # DEPENDENCYPART_GRANDPAR
(12,4),(4,11),-0.113168 # DEPENDENCYPART_GRANDPAR
(12,4),(4,12),-0.515302 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,4),(4,13),-0.0658241 # DEPENDENCYPART_GRANDPAR
(12,4),(4,14),-0.203572 # DEPENDENCYPART_GRANDPAR
(12,4),(4,15),-0.0899378 # DEPENDENCYPART_GRANDPAR
(12,4),(4,16),-0.102043 # DEPENDENCYPART_GRANDPAR
(12,4),(4,17),0.0547631 # DEPENDENCYPART_GRANDPAR
(12,4),(4,19),-0.410048 # DEPENDENCYPART_GRANDPAR
(12,4),(4,20),-0.19634 # DEPENDENCYPART_GRANDPAR
(12,4),(4,21),-0.313976 # DEPENDENCYPART_GRANDPAR
(12,4),(4,22),-0.0896004 # DEPENDENCYPART_GRANDPAR
(12,4),(4,23),-0.527119 # DEPENDENCYPART_GRANDPAR
(12,6),(6,1),-0.360264 # DEPENDENCYPART_GRANDPAR
(12,6),(6,2),-0.51854 # DEPENDENCYPART_GRANDPAR
(12,6),(6,3),-0.253671 # DEPENDENCYPART_GRANDPAR
(12,6),(6,4),-0.473821 # DEPENDENCYPART_GRANDPAR
(12,6),(6,5),-0.539286 # DEPENDENCYPART_GRANDPAR
(12,6),(6,10),0.0528494 # DEPENDENCYPART_GRANDPAR
(12,7),(7,1),-0.519055 # DEPENDENCYPART_GRANDPAR
(12,7),(7,2),-0.622783 # DEPENDENCYPART_GRANDPAR
(12,7),(7,4),-0.648507 # DEPENDENCYPART_GRANDPAR
(12,7),(7,5),-0.793519 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),-0.350771 # DEPENDENCYPART_GRANDPAR
(12,7),(7,8),-0.186631 # DEPENDENCYPART_GRANDPAR
(12,7),(7,10),-0.0766458 # DEPENDENCYPART_GRANDPAR
(12,7),(7,12),-0.903243 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,7),(7,13),-0.640951 # DEPENDENCYPART_GRANDPAR
(12,7),(7,15),-0.401687 # DEPENDENCYPART_GRANDPAR
(12,7),(7,16),-0.401035 # DEPENDENCYPART_GRANDPAR
(12,7),(7,17),-0.520364 # DEPENDENCYPART_GRANDPAR
(12,7),(7,20),-0.584281 # DEPENDENCYPART_GRANDPAR
(12,7),(7,22),-0.477541 # DEPENDENCYPART_GRANDPAR
(12,7),(7,23),-0.765234 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),-0.0981038 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-0.533175 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,20),-0.214214 # DEPENDENCYPART_GRANDPAR
(12,9),(9,22),-0.107474 # DEPENDENCYPART_GRANDPAR
(12,10),(10,4),-0.478915 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),-0.559907 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),0.0312373 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),0.0131736 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-0.968831 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,17),-0.497587 # DEPENDENCYPART_GRANDPAR
(12,11),(11,1),-0.207421 # DEPENDENCYPART_GRANDPAR
(12,11),(11,2),-0.472082 # DEPENDENCYPART_GRANDPAR
(12,11),(11,3),-0.147531 # DEPENDENCYPART_GRANDPAR
(12,11),(11,4),-0.436527 # DEPENDENCYPART_GRANDPAR
(12,11),(11,5),-0.582548 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),-0.163183 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),0.111474 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-0.140374 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),0.102055 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),0.0681048 # DEPENDENCYPART_GRANDPAR
(12,17),(17,1),-0.724648 # DEPENDENCYPART_GRANDPAR
(12,17),(17,2),-0.916999 # DEPENDENCYPART_GRANDPAR
(12,17),(17,3),-0.597526 # DEPENDENCYPART_GRANDPAR
(12,17),(17,4),-0.891546 # DEPENDENCYPART_GRANDPAR
(12,17),(17,6),-0.714577 # DEPENDENCYPART_GRANDPAR
(12,17),(17,7),-0.387285 # DEPENDENCYPART_GRANDPAR
(12,17),(17,8),-0.588356 # DEPENDENCYPART_GRANDPAR
(12,17),(17,9),-0.370575 # DEPENDENCYPART_GRANDPAR
(12,17),(17,10),-0.483524 # DEPENDENCYPART_GRANDPAR
(12,17),(17,11),-0.482388 # DEPENDENCYPART_GRANDPAR
(12,17),(17,12),-0.52858 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,17),(17,13),-0.215919 # DEPENDENCYPART_GRANDPAR
(12,17),(17,14),-0.0965324 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),-0.158877 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),-0.0311183 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),-0.32714 # DEPENDENCYPART_GRANDPAR
(12,17),(17,19),-0.445436 # DEPENDENCYPART_GRANDPAR
(12,17),(17,20),-0.151339 # DEPENDENCYPART_GRANDPAR
(12,17),(17,21),-0.349573 # DEPENDENCYPART_GRANDPAR
(12,17),(17,22),-0.0383492 # DEPENDENCYPART_GRANDPAR
(12,17),(17,23),-0.415752 # DEPENDENCYPART_GRANDPAR
(13,1),(1,2),-0.290986 # DEPENDENCYPART_GRANDPAR
(13,1),(1,3),-0.131473 # DEPENDENCYPART_GRANDPAR
(13,1),(1,6),-0.215996 # DEPENDENCYPART_GRANDPAR
(13,1),(1,7),-0.016557 # DEPENDENCYPART_GRANDPAR
(13,1),(1,8),-0.28264 # DEPENDENCYPART_GRANDPAR
(13,1),(1,10),0.113218 # DEPENDENCYPART_GRANDPAR
(13,1),(1,12),0.350155 # DEPENDENCYPART_GRANDPAR
(13,1),(1,13),-1.16338 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,1),(1,16),-0.0492888 # DEPENDENCYPART_GRANDPAR
(13,1),(1,17),-0.481515 # DEPENDENCYPART_GRANDPAR
(13,1),(1,22),-0.0880689 # DEPENDENCYPART_GRANDPAR
(13,1),(1,23),-0.945804 # DEPENDENCYPART_GRANDPAR
(13,2),(2,1),0.0546006 # DEPENDENCYPART_GRANDPAR
(13,2),(2,6),-0.218208 # DEPENDENCYPART_GRANDPAR
(13,2),(2,7),-0.0817869 # DEPENDENCYPART_GRANDPAR
(13,2),(2,8),-0.268008 # DEPENDENCYPART_GRANDPAR
(13,2),(2,13),-1.23021 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,2),(2,17),-0.548349 # DEPENDENCYPART_GRANDPAR
(13,2),(2,23),-1.03228 # DEPENDENCYPART_GRANDPAR
(13,3),(3,1),0.0404224 # DEPENDENCYPART_GRANDPAR
(13,3),(3,2),-0.242223 # DEPENDENCYPART_GRANDPAR
(13,3),(3,6),-0.209849 # DEPENDENCYPART_GRANDPAR
(13,3),(3,8),-0.279603 # DEPENDENCYPART_GRANDPAR
(13,3),(3,11),0.191185 # DEPENDENCYPART_GRANDPAR
(13,3),(3,12),0.356302 # DEPENDENCYPART_GRANDPAR
(13,3),(3,13),-1.1628 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,3),(3,15),-0.42683 # DEPENDENCYPART_GRANDPAR
(13,3),(3,17),-0.480938 # DEPENDENCYPART_GRANDPAR
(13,3),(3,20),-0.302358 # DEPENDENCYPART_GRANDPAR
(13,3),(3,22),-0.0875666 # DEPENDENCYPART_GRANDPAR
(13,3),(3,23),-0.945535 # DEPENDENCYPART_GRANDPAR
(13,4),(4,1),0.138208 # DEPENDENCYPART_GRANDPAR
(13,4),(4,2),-0.114274 # DEPENDENCYPART_GRANDPAR
(13,4),(4,3),0.0150899 # DEPENDENCYPART_GRANDPAR
(13,4),(4,6),-0.290666 # DEPENDENCYPART_GRANDPAR
(13,4),(4,7),-0.0762738 # DEPENDENCYPART_GRANDPAR
(13,4),(4,8),-0.263636 # DEPENDENCYPART_GRANDPAR
(13,4),(4,9),-0.0869825 # DEPENDENCYPART_GRANDPAR
(13,4),(4,10),0.0385475 # DEPENDENCYPART_GRANDPAR
(13,4),(4,11),0.162526 # DEPENDENCYPART_GRANDPAR
(13,4),(4,12),0.275485 # DEPENDENCYPART_GRANDPAR
(13,4),(4,13),-0.647587 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,4),(4,14),0.00439623 # DEPENDENCYPART_GRANDPAR
(13,4),(4,15),-0.12348 # DEPENDENCYPART_GRANDPAR
(13,4),(4,16),0.113643 # DEPENDENCYPART_GRANDPAR
(13,4),(4,17),0.0342766 # DEPENDENCYPART_GRANDPAR
(13,4),(4,19),-0.23964 # DEPENDENCYPART_GRANDPAR
(13,4),(4,20),-0.0773317 # DEPENDENCYPART_GRANDPAR
(13,4),(4,21),-0.157499 # DEPENDENCYPART_GRANDPAR
(13,4),(4,22),0.13746 # DEPENDENCYPART_GRANDPAR
(13,4),(4,23),-0.758618 # DEPENDENCYPART_GRANDPAR
(13,6),(6,1),0.0470374 # DEPENDENCYPART_GRANDPAR
(13,6),(6,2),-0.124894 # DEPENDENCYPART_GRANDPAR
(13,6),(6,3),-0.0835495 # DEPENDENCYPART_GRANDPAR
(13,6),(6,4),0.0992624 # DEPENDENCYPART_GRANDPAR
(13,6),(6,5),0.084692 # DEPENDENCYPART_GRANDPAR
(13,6),(6,10),0.229628 # DEPENDENCYPART_GRANDPAR
(13,7),(7,1),-0.266111 # DEPENDENCYPART_GRANDPAR
(13,7),(7,2),-0.49989 # DEPENDENCYPART_GRANDPAR
(13,7),(7,4),-0.279174 # DEPENDENCYPART_GRANDPAR
(13,7),(7,5),-0.184278 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),-0.414509 # DEPENDENCYPART_GRANDPAR
(13,7),(7,8),-0.485715 # DEPENDENCYPART_GRANDPAR
(13,7),(7,10),-0.109409 # DEPENDENCYPART_GRANDPAR
(13,7),(7,12),0.127528 # DEPENDENCYPART_GRANDPAR
(13,7),(7,13),-1.38481 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,7),(7,15),-0.593499 # DEPENDENCYPART_GRANDPAR
(13,7),(7,16),-0.28234 # DEPENDENCYPART_GRANDPAR
(13,7),(7,17),-0.702943 # DEPENDENCYPART_GRANDPAR
(13,7),(7,20),-0.567712 # DEPENDENCYPART_GRANDPAR
(13,7),(7,22),-0.35292 # DEPENDENCYPART_GRANDPAR
(13,7),(7,23),-1.10936 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),0.133713 # DEPENDENCYPART_GRANDPAR
(13,9),(9,12),0.276765 # DEPENDENCYPART_GRANDPAR
(13,9),(9,20),-0.125809 # DEPENDENCYPART_GRANDPAR
(13,9),(9,22),0.0889831 # DEPENDENCYPART_GRANDPAR
(13,10),(10,4),0.0958672 # DEPENDENCYPART_GRANDPAR
(13,10),(10,5),0.0647278 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),0.104439 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),0.321327 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),0.466567 # DEPENDENCYPART_GRANDPAR
(13,10),(10,17),-0.648634 # DEPENDENCYPART_GRANDPAR
(13,11),(11,1),0.0552147 # DEPENDENCYPART_GRANDPAR
(13,11),(11,2),-0.241814 # DEPENDENCYPART_GRANDPAR
(13,11),(11,3),-0.143169 # DEPENDENCYPART_GRANDPAR
(13,11),(11,4),0.047171 # DEPENDENCYPART_GRANDPAR
(13,11),(11,5),0.216461 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),-0.242557 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),-0.164308 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),-0.300317 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),0.0441432 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),0.0875606 # DEPENDENCYPART_GRANDPAR
(13,12),(12,1),0.0436822 # DEPENDENCYPART_GRANDPAR
(13,12),(12,2),-0.128609 # DEPENDENCYPART_GRANDPAR
(13,12),(12,4),0.0958672 # DEPENDENCYPART_GRANDPAR
(13,12),(12,5),0.0647278 # DEPENDENCYPART_GRANDPAR
(13,12),(12,6),-0.0794429 # DEPENDENCYPART_GRANDPAR
(13,12),(12,7),-0.188117 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),-0.211594 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),0.104439 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),0.250794 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),0.331151 # DEPENDENCYPART_GRANDPAR
(13,12),(12,17),-0.648634 # DEPENDENCYPART_GRANDPAR
(13,14),(14,7),-0.337648 # DEPENDENCYPART_GRANDPAR
(13,14),(14,8),-0.493174 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-0.00867096 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),0.185214 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.877131 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),-0.22238 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),-0.21371 # DEPENDENCYPART_GRANDPAR
(13,14),(14,20),-0.0743579 # DEPENDENCYPART_GRANDPAR
(13,14),(14,22),0.139663 # DEPENDENCYPART_GRANDPAR
(13,14),(14,23),-0.738321 # DEPENDENCYPART_GRANDPAR
(13,16),(16,12),0.191521 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),-0.23414 # DEPENDENCYPART_GRANDPAR
(13,16),(16,20),-0.0661607 # DEPENDENCYPART_GRANDPAR
(13,16),(16,22),0.14786 # DEPENDENCYPART_GRANDPAR
(13,16),(16,23),-0.727647 # DEPENDENCYPART_GRANDPAR
(13,17),(17,1),-0.00317802 # DEPENDENCYPART_GRANDPAR
(13,17),(17,2),-0.366529 # DEPENDENCYPART_GRANDPAR
(13,17),(17,3),-0.0985895 # DEPENDENCYPART_GRANDPAR
(13,17),(17,4),-0.14841 # DEPENDENCYPART_GRANDPAR
(13,17),(17,6),-0.25299 # DEPENDENCYPART_GRANDPAR
(13,17),(17,7),-0.279834 # DEPENDENCYPART_GRANDPAR
(13,17),(17,8),-0.425923 # DEPENDENCYPART_GRANDPAR
(13,17),(17,9),-0.127436 # DEPENDENCYPART_GRANDPAR
(13,17),(17,10),0.0762235 # DEPENDENCYPART_GRANDPAR
(13,17),(17,11),0.108338 # DEPENDENCYPART_GRANDPAR
(13,17),(17,12),0.313161 # DEPENDENCYPART_GRANDPAR
(13,17),(17,13),-0.881763 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,17),(17,14),-0.0379022 # DEPENDENCYPART_GRANDPAR
(13,17),(17,15),-0.25239 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),0.0846651 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),-0.201908 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),-0.30754 # DEPENDENCYPART_GRANDPAR
(13,17),(17,20),-0.0599193 # DEPENDENCYPART_GRANDPAR
(13,17),(17,21),-0.222483 # DEPENDENCYPART_GRANDPAR
(13,17),(17,22),0.160352 # DEPENDENCYPART_GRANDPAR
(13,17),(17,23),-0.714011 # DEPENDENCYPART_GRANDPAR
(13,18),(18,19),-0.198575 # DEPENDENCYPART_GRANDPAR
(13,19),(19,4),-0.359063 # DEPENDENCYPART_GRANDPAR
(13,19),(19,9),-0.350045 # DEPENDENCYPART_GRANDPAR
(13,19),(19,16),0.117907 # DEPENDENCYPART_GRANDPAR
(13,19),(19,18),-0.277861 # DEPENDENCYPART_GRANDPAR
(13,20),(20,4),-0.490862 # DEPENDENCYPART_GRANDPAR
(13,20),(20,15),-0.116549 # DEPENDENCYPART_GRANDPAR
(13,20),(20,16),0.0930005 # DEPENDENCYPART_GRANDPAR
(13,20),(20,18),-0.270269 # DEPENDENCYPART_GRANDPAR
(13,20),(20,19),-0.207073 # DEPENDENCYPART_GRANDPAR
(13,20),(20,22),0.204113 # DEPENDENCYPART_GRANDPAR
(13,21),(21,7),-0.412278 # DEPENDENCYPART_GRANDPAR
(13,21),(21,9),-0.350045 # DEPENDENCYPART_GRANDPAR
(13,21),(21,10),-0.199578 # DEPENDENCYPART_GRANDPAR
(13,21),(21,13),-0.88522 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,21),(21,15),-0.208094 # DEPENDENCYPART_GRANDPAR
(13,21),(21,16),0.117907 # DEPENDENCYPART_GRANDPAR
(13,21),(21,18),-0.277862 # DEPENDENCYPART_GRANDPAR
(13,21),(21,19),-0.335526 # DEPENDENCYPART_GRANDPAR
(13,21),(21,20),-0.147957 # DEPENDENCYPART_GRANDPAR
(13,22),(22,5),-0.545589 # DEPENDENCYPART_GRANDPAR
(13,22),(22,10),-0.368137 # DEPENDENCYPART_GRANDPAR
(13,22),(22,11),-0.248997 # DEPENDENCYPART_GRANDPAR
(13,22),(22,13),-0.828677 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,22),(22,15),-0.111474 # DEPENDENCYPART_GRANDPAR
(13,22),(22,16),0.0980755 # DEPENDENCYPART_GRANDPAR
(13,22),(22,18),-0.265194 # DEPENDENCYPART_GRANDPAR
(13,22),(22,19),-0.192619 # DEPENDENCYPART_GRANDPAR
(13,22),(22,20),-0.0244538 # DEPENDENCYPART_GRANDPAR
(13,22),(22,21),-0.1141 # DEPENDENCYPART_GRANDPAR
(13,22),(22,23),-0.693947 # DEPENDENCYPART_GRANDPAR
(14,7),(7,1),-0.258158 # DEPENDENCYPART_GRANDPAR
(14,7),(7,2),-0.281699 # DEPENDENCYPART_GRANDPAR
(14,7),(7,4),-0.404842 # DEPENDENCYPART_GRANDPAR
(14,7),(7,5),-0.243294 # DEPENDENCYPART_GRANDPAR
(14,7),(7,6),-0.283633 # DEPENDENCYPART_GRANDPAR
(14,7),(7,8),-0.203174 # DEPENDENCYPART_GRANDPAR
(14,7),(7,10),-0.254011 # DEPENDENCYPART_GRANDPAR
(14,7),(7,12),-0.236024 # DEPENDENCYPART_GRANDPAR
(14,7),(7,13),-0.263028 # DEPENDENCYPART_GRANDPAR
(14,7),(7,15),-0.503267 # DEPENDENCYPART_GRANDPAR
(14,7),(7,16),-0.390105 # DEPENDENCYPART_GRANDPAR
(14,7),(7,17),-0.465757 # DEPENDENCYPART_GRANDPAR
(14,7),(7,20),-0.60853 # DEPENDENCYPART_GRANDPAR
(14,7),(7,22),-0.526954 # DEPENDENCYPART_GRANDPAR
(14,7),(7,23),-0.756267 # DEPENDENCYPART_GRANDPAR
(14,11),(11,1),-0.102348 # DEPENDENCYPART_GRANDPAR
(14,11),(11,2),-0.256332 # DEPENDENCYPART_GRANDPAR
(14,11),(11,3),-0.162205 # DEPENDENCYPART_GRANDPAR
(14,11),(11,4),-0.336675 # DEPENDENCYPART_GRANDPAR
(14,11),(11,5),-0.10825 # DEPENDENCYPART_GRANDPAR
(14,11),(11,6),-0.336711 # DEPENDENCYPART_GRANDPAR
(14,11),(11,7),-0.127521 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),-0.243466 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),-0.196327 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),-0.325293 # DEPENDENCYPART_GRANDPAR
(14,12),(12,1),-0.202344 # DEPENDENCYPART_GRANDPAR
(14,12),(12,2),-0.235696 # DEPENDENCYPART_GRANDPAR
(14,12),(12,4),-0.343973 # DEPENDENCYPART_GRANDPAR
(14,12),(12,5),-0.226879 # DEPENDENCYPART_GRANDPAR
(14,12),(12,6),-0.29681 # DEPENDENCYPART_GRANDPAR
(14,12),(12,7),-0.205074 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),-0.225517 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),-0.201222 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-0.282916 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.0416589 # DEPENDENCYPART_GRANDPAR
(14,12),(12,17),-0.427241 # DEPENDENCYPART_GRANDPAR
(14,13),(13,1),-0.157245 # DEPENDENCYPART_GRANDPAR
(14,13),(13,2),-0.247016 # DEPENDENCYPART_GRANDPAR
(14,13),(13,3),-0.15985 # DEPENDENCYPART_GRANDPAR
(14,13),(13,4),-0.320952 # DEPENDENCYPART_GRANDPAR
(14,13),(13,5),-0.174606 # DEPENDENCYPART_GRANDPAR
(14,13),(13,6),-0.250088 # DEPENDENCYPART_GRANDPAR
(14,13),(13,7),-0.0344088 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),-0.203187 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),-0.160987 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-0.239207 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.050472 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.221219 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-0.863947 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.559433 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-0.410387 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),-0.482827 # DEPENDENCYPART_GRANDPAR
(14,13),(13,18),-0.536482 # DEPENDENCYPART_GRANDPAR
(14,13),(13,19),-0.53855 # DEPENDENCYPART_GRANDPAR
(14,13),(13,20),-0.633555 # DEPENDENCYPART_GRANDPAR
(14,13),(13,21),-0.559733 # DEPENDENCYPART_GRANDPAR
(14,13),(13,22),-0.551979 # DEPENDENCYPART_GRANDPAR
(14,13),(13,23),-0.772783 # DEPENDENCYPART_GRANDPAR
(14,17),(17,1),-0.49053 # DEPENDENCYPART_GRANDPAR
(14,17),(17,2),-0.592889 # DEPENDENCYPART_GRANDPAR
(14,17),(17,3),-0.502854 # DEPENDENCYPART_GRANDPAR
(14,17),(17,4),-0.677677 # DEPENDENCYPART_GRANDPAR
(14,17),(17,6),-0.670174 # DEPENDENCYPART_GRANDPAR
(14,17),(17,7),-0.49388 # DEPENDENCYPART_GRANDPAR
(14,17),(17,8),-0.585594 # DEPENDENCYPART_GRANDPAR
(14,17),(17,9),-0.530448 # DEPENDENCYPART_GRANDPAR
(14,17),(17,10),-0.660414 # DEPENDENCYPART_GRANDPAR
(14,17),(17,11),-0.397841 # DEPENDENCYPART_GRANDPAR
(14,17),(17,12),-0.642427 # DEPENDENCYPART_GRANDPAR
(14,17),(17,13),-0.633451 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-0.409313 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,15),-0.256676 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),-0.00301156 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),-0.151443 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),-0.191163 # DEPENDENCYPART_GRANDPAR
(14,17),(17,20),-0.206649 # DEPENDENCYPART_GRANDPAR
(14,17),(17,21),-0.212348 # DEPENDENCYPART_GRANDPAR
(14,17),(17,22),-0.118822 # DEPENDENCYPART_GRANDPAR
(14,17),(17,23),-0.393834 # DEPENDENCYPART_GRANDPAR
(14,20),(20,4),-0.694881 # DEPENDENCYPART_GRANDPAR
(14,20),(20,15),-0.0795349 # DEPENDENCYPART_GRANDPAR
(14,20),(20,16),-0.0148788 # DEPENDENCYPART_GRANDPAR
(14,20),(20,18),-0.161866 # DEPENDENCYPART_GRANDPAR
(14,20),(20,19),-0.13495 # DEPENDENCYPART_GRANDPAR
(14,20),(20,22),-0.175252 # DEPENDENCYPART_GRANDPAR
(14,22),(22,5),-0.579401 # DEPENDENCYPART_GRANDPAR
(14,22),(22,10),-0.673934 # DEPENDENCYPART_GRANDPAR
(14,22),(22,11),-0.425629 # DEPENDENCYPART_GRANDPAR
(14,22),(22,13),-0.577864 # DEPENDENCYPART_GRANDPAR
(14,22),(22,15),-0.0795349 # DEPENDENCYPART_GRANDPAR
(14,22),(22,16),-0.0148788 # DEPENDENCYPART_GRANDPAR
(14,22),(22,18),-0.161866 # DEPENDENCYPART_GRANDPAR
(14,22),(22,19),-0.130646 # DEPENDENCYPART_GRANDPAR
(14,22),(22,20),-0.0979892 # DEPENDENCYPART_GRANDPAR
(14,22),(22,21),-0.153557 # DEPENDENCYPART_GRANDPAR
(14,22),(22,23),-0.473822 # DEPENDENCYPART_GRANDPAR
(16,12),(12,1),-0.118711 # DEPENDENCYPART_GRANDPAR
(16,12),(12,2),-0.333342 # DEPENDENCYPART_GRANDPAR
(16,12),(12,4),-0.224288 # DEPENDENCYPART_GRANDPAR
(16,12),(12,5),-0.170932 # DEPENDENCYPART_GRANDPAR
(16,12),(12,6),-0.232996 # DEPENDENCYPART_GRANDPAR
(16,12),(12,7),-0.151007 # DEPENDENCYPART_GRANDPAR
(16,12),(12,8),-0.234177 # DEPENDENCYPART_GRANDPAR
