# _root_ Érdekes helyzet volt : a vezetőség nem nagyon éreztette , hogy szükség van rám , és én se nagyon forszíroztam a dolgot .
#goldHeads=2,3,0,3,6,9,9,9,16,9,9,13,9,13,16,3,20,20,20,16,22,20,3,
#predictedHeads=2,3,16,3,6,9,9,9,16,9,9,13,9,13,16,0,20,20,20,16,22,20,16,
(12,7),(7,9),-0.325557 # DEPENDENCYPART_GRANDPAR
(12,7),(7,10),-0.60409 # DEPENDENCYPART_GRANDPAR
(12,7),(7,11),-0.429664 # DEPENDENCYPART_GRANDPAR
(12,7),(7,12),-0.784684 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,7),(7,13),-0.674454 # DEPENDENCYPART_GRANDPAR
(12,7),(7,16),-0.312743 # DEPENDENCYPART_GRANDPAR
(12,7),(7,20),-0.286195 # DEPENDENCYPART_GRANDPAR
(12,7),(7,23),-0.681892 # DEPENDENCYPART_GRANDPAR
(12,8),(8,3),-0.609701 # DEPENDENCYPART_GRANDPAR
(12,8),(8,4),-0.711024 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),-1.00946 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),-0.694084 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),-0.596759 # DEPENDENCYPART_GRANDPAR
(12,8),(8,12),-0.781693 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,8),(8,14),-0.39858 # DEPENDENCYPART_GRANDPAR
(12,8),(8,20),-0.285167 # DEPENDENCYPART_GRANDPAR
(12,8),(8,22),-0.459678 # DEPENDENCYPART_GRANDPAR
(12,11),(11,1),-1.2895 # DEPENDENCYPART_GRANDPAR
(12,11),(11,2),-1.13572 # DEPENDENCYPART_GRANDPAR
(12,11),(11,3),-0.695029 # DEPENDENCYPART_GRANDPAR
(12,11),(11,4),-0.774497 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),-1.02244 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),-0.663906 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-0.579644 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.552699 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.739947 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-0.853406 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.739261 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),-0.324607 # DEPENDENCYPART_GRANDPAR
(12,11),(11,16),-0.332084 # DEPENDENCYPART_GRANDPAR
(12,11),(11,17),-0.630976 # DEPENDENCYPART_GRANDPAR
(12,11),(11,19),-0.466015 # DEPENDENCYPART_GRANDPAR
(12,11),(11,20),-0.347559 # DEPENDENCYPART_GRANDPAR
(12,11),(11,23),-0.693396 # DEPENDENCYPART_GRANDPAR
(12,22),(22,17),-0.221924 # DEPENDENCYPART_GRANDPAR
(12,22),(22,18),-0.150082 # DEPENDENCYPART_GRANDPAR
(12,22),(22,19),-0.124371 # DEPENDENCYPART_GRANDPAR
(12,22),(22,21),-0.379268 # DEPENDENCYPART_GRANDPAR
(13,1),(1,6),-0.704071 # DEPENDENCYPART_GRANDPAR
(13,1),(1,7),-0.171476 # DEPENDENCYPART_GRANDPAR
(13,1),(1,23),-1.00328 # DEPENDENCYPART_GRANDPAR
(13,2),(2,1),-0.462735 # DEPENDENCYPART_GRANDPAR
(13,2),(2,4),-0.418953 # DEPENDENCYPART_GRANDPAR
(13,2),(2,6),-0.610286 # DEPENDENCYPART_GRANDPAR
(13,3),(3,1),-0.477428 # DEPENDENCYPART_GRANDPAR
(13,3),(3,2),-0.579929 # DEPENDENCYPART_GRANDPAR
(13,3),(3,4),-0.608504 # DEPENDENCYPART_GRANDPAR
(13,3),(3,5),-0.351499 # DEPENDENCYPART_GRANDPAR
(13,3),(3,6),-0.698563 # DEPENDENCYPART_GRANDPAR
(13,3),(3,7),-0.253003 # DEPENDENCYPART_GRANDPAR
(13,3),(3,8),-0.139582 # DEPENDENCYPART_GRANDPAR
(13,3),(3,9),0.00300356 # DEPENDENCYPART_GRANDPAR
(13,3),(3,10),-0.309837 # DEPENDENCYPART_GRANDPAR
(13,3),(3,11),-0.398725 # DEPENDENCYPART_GRANDPAR
(13,3),(3,12),0.0402159 # DEPENDENCYPART_GRANDPAR
(13,3),(3,13),-1.15433 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,3),(3,14),-0.0365443 # DEPENDENCYPART_GRANDPAR
(13,3),(3,15),-0.419673 # DEPENDENCYPART_GRANDPAR
(13,3),(3,16),-0.251608 # DEPENDENCYPART_GRANDPAR
(13,3),(3,18),-0.00961988 # DEPENDENCYPART_GRANDPAR
(13,3),(3,19),-0.0217916 # DEPENDENCYPART_GRANDPAR
(13,3),(3,20),-0.249381 # DEPENDENCYPART_GRANDPAR
(13,3),(3,23),-0.866973 # DEPENDENCYPART_GRANDPAR
(13,6),(6,4),-0.503681 # DEPENDENCYPART_GRANDPAR
(13,6),(6,5),-0.201396 # DEPENDENCYPART_GRANDPAR
(13,7),(7,3),-0.37002 # DEPENDENCYPART_GRANDPAR
(13,7),(7,4),-0.535492 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),-0.79875 # DEPENDENCYPART_GRANDPAR
(13,7),(7,9),0.00403007 # DEPENDENCYPART_GRANDPAR
(13,7),(7,10),-0.316668 # DEPENDENCYPART_GRANDPAR
(13,7),(7,11),-0.397772 # DEPENDENCYPART_GRANDPAR
(13,7),(7,12),0.0245915 # DEPENDENCYPART_GRANDPAR
(13,7),(7,13),-1.07323 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,7),(7,16),-0.224448 # DEPENDENCYPART_GRANDPAR
(13,7),(7,20),-0.167044 # DEPENDENCYPART_GRANDPAR
(13,7),(7,23),-0.844943 # DEPENDENCYPART_GRANDPAR
(13,8),(8,3),-0.287799 # DEPENDENCYPART_GRANDPAR
(13,8),(8,4),-0.470139 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),-0.655367 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),-0.210503 # DEPENDENCYPART_GRANDPAR
(13,8),(8,10),-0.302217 # DEPENDENCYPART_GRANDPAR
(13,8),(8,12),0.00947569 # DEPENDENCYPART_GRANDPAR
(13,8),(8,14),0.0198205 # DEPENDENCYPART_GRANDPAR
(13,8),(8,20),-0.1636 # DEPENDENCYPART_GRANDPAR
(13,8),(8,22),-0.0241274 # DEPENDENCYPART_GRANDPAR
(13,9),(9,1),-0.569808 # DEPENDENCYPART_GRANDPAR
(13,9),(9,2),-0.640286 # DEPENDENCYPART_GRANDPAR
(13,9),(9,3),-0.317378 # DEPENDENCYPART_GRANDPAR
(13,9),(9,4),-0.453676 # DEPENDENCYPART_GRANDPAR
(13,9),(9,5),-0.227778 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),-0.680876 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),-0.149846 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),-0.00498282 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),-0.293475 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),-0.399715 # DEPENDENCYPART_GRANDPAR
(13,9),(9,12),0.0576824 # DEPENDENCYPART_GRANDPAR
(13,9),(9,13),-1.11191 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,9),(9,14),0.0121992 # DEPENDENCYPART_GRANDPAR
(13,9),(9,15),-0.37694 # DEPENDENCYPART_GRANDPAR
(13,9),(9,16),-0.214302 # DEPENDENCYPART_GRANDPAR
(13,9),(9,17),-0.370181 # DEPENDENCYPART_GRANDPAR
(13,9),(9,18),0.0391237 # DEPENDENCYPART_GRANDPAR
(13,9),(9,19),0.0271342 # DEPENDENCYPART_GRANDPAR
(13,9),(9,20),-0.206956 # DEPENDENCYPART_GRANDPAR
(13,9),(9,22),-0.0419053 # DEPENDENCYPART_GRANDPAR
(13,9),(9,23),-0.834612 # DEPENDENCYPART_GRANDPAR
(13,11),(11,1),-0.835142 # DEPENDENCYPART_GRANDPAR
(13,11),(11,2),-0.952437 # DEPENDENCYPART_GRANDPAR
(13,11),(11,3),-0.817277 # DEPENDENCYPART_GRANDPAR
(13,11),(11,4),-0.717985 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),-0.984912 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),-0.440349 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),-0.248717 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-0.524004 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.605715 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),-0.230244 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-1.41412 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,15),-0.616312 # DEPENDENCYPART_GRANDPAR
(13,11),(11,16),-0.506416 # DEPENDENCYPART_GRANDPAR
(13,11),(11,17),-0.72817 # DEPENDENCYPART_GRANDPAR
(13,11),(11,19),-0.335042 # DEPENDENCYPART_GRANDPAR
(13,11),(11,20),-0.504306 # DEPENDENCYPART_GRANDPAR
(13,11),(11,23),-1.11643 # DEPENDENCYPART_GRANDPAR
(13,12),(12,7),-0.163255 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),0.0277063 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.264089 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.462186 # DEPENDENCYPART_GRANDPAR
(13,12),(12,22),-0.45889 # DEPENDENCYPART_GRANDPAR
(13,14),(14,3),-0.50227 # DEPENDENCYPART_GRANDPAR
(13,14),(14,9),-0.211623 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-0.439954 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-0.585927 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),0.00335897 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.845601 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),-0.226756 # DEPENDENCYPART_GRANDPAR
(13,14),(14,19),0.0622065 # DEPENDENCYPART_GRANDPAR
(13,14),(14,20),0.0394777 # DEPENDENCYPART_GRANDPAR
(13,14),(14,22),0.0797489 # DEPENDENCYPART_GRANDPAR
(13,16),(16,1),-0.958789 # DEPENDENCYPART_GRANDPAR
(13,16),(16,2),-1.08873 # DEPENDENCYPART_GRANDPAR
(13,16),(16,3),-0.826859 # DEPENDENCYPART_GRANDPAR
(13,16),(16,4),-0.87892 # DEPENDENCYPART_GRANDPAR
(13,16),(16,6),-1.12555 # DEPENDENCYPART_GRANDPAR
(13,16),(16,7),-0.572468 # DEPENDENCYPART_GRANDPAR
(13,16),(16,8),-0.3264 # DEPENDENCYPART_GRANDPAR
(13,16),(16,9),-0.5344 # DEPENDENCYPART_GRANDPAR
(13,16),(16,10),-0.689477 # DEPENDENCYPART_GRANDPAR
(13,16),(16,11),-0.84195 # DEPENDENCYPART_GRANDPAR
(13,16),(16,12),-0.378593 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-0.992109 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,14),-0.119322 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),-0.271604 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),-0.17881 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),-0.15226 # DEPENDENCYPART_GRANDPAR
(13,16),(16,20),-0.314113 # DEPENDENCYPART_GRANDPAR
(13,16),(16,22),-0.0948984 # DEPENDENCYPART_GRANDPAR
(13,16),(16,23),-0.836415 # DEPENDENCYPART_GRANDPAR
(13,17),(17,3),-0.147163 # DEPENDENCYPART_GRANDPAR
(13,17),(17,9),0.129235 # DEPENDENCYPART_GRANDPAR
(13,17),(17,11),-0.417473 # DEPENDENCYPART_GRANDPAR
(13,17),(17,13),-0.870527 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,17),(17,15),-0.17979 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),-0.0724558 # DEPENDENCYPART_GRANDPAR
(13,17),(17,20),0.163262 # DEPENDENCYPART_GRANDPAR
(13,17),(17,22),0.143946 # DEPENDENCYPART_GRANDPAR
(13,17),(17,23),-0.613884 # DEPENDENCYPART_GRANDPAR
(13,18),(18,12),0.00335613 # DEPENDENCYPART_GRANDPAR
(13,18),(18,15),-0.196951 # DEPENDENCYPART_GRANDPAR
(13,18),(18,16),-0.0718268 # DEPENDENCYPART_GRANDPAR
(13,18),(18,22),0.0677923 # DEPENDENCYPART_GRANDPAR
(13,18),(18,23),-0.722895 # DEPENDENCYPART_GRANDPAR
(13,19),(19,9),-0.212205 # DEPENDENCYPART_GRANDPAR
(13,19),(19,13),-0.848866 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,19),(19,15),-0.201115 # DEPENDENCYPART_GRANDPAR
(13,19),(19,16),-0.0835764 # DEPENDENCYPART_GRANDPAR
(13,19),(19,18),0.0170522 # DEPENDENCYPART_GRANDPAR
(13,19),(19,22),0.0670397 # DEPENDENCYPART_GRANDPAR
(13,20),(20,1),-0.66628 # DEPENDENCYPART_GRANDPAR
(13,20),(20,2),-0.724628 # DEPENDENCYPART_GRANDPAR
(13,20),(20,3),-0.544846 # DEPENDENCYPART_GRANDPAR
(13,20),(20,4),-0.695799 # DEPENDENCYPART_GRANDPAR
(13,20),(20,6),-0.761446 # DEPENDENCYPART_GRANDPAR
(13,20),(20,7),-0.368749 # DEPENDENCYPART_GRANDPAR
(13,20),(20,8),0.000201157 # DEPENDENCYPART_GRANDPAR
(13,20),(20,9),-0.255561 # DEPENDENCYPART_GRANDPAR
(13,20),(20,10),-0.478043 # DEPENDENCYPART_GRANDPAR
(13,20),(20,11),-0.684801 # DEPENDENCYPART_GRANDPAR
(13,20),(20,12),-0.0160723 # DEPENDENCYPART_GRANDPAR
(13,20),(20,13),-0.833375 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,20),(20,14),-0.0171305 # DEPENDENCYPART_GRANDPAR
(13,20),(20,15),-0.192373 # DEPENDENCYPART_GRANDPAR
(13,20),(20,16),-0.0883885 # DEPENDENCYPART_GRANDPAR
(13,20),(20,17),-0.285688 # DEPENDENCYPART_GRANDPAR
(13,20),(20,18),0.033031 # DEPENDENCYPART_GRANDPAR
(13,20),(20,19),-0.0558646 # DEPENDENCYPART_GRANDPAR
(13,20),(20,21),-0.395536 # DEPENDENCYPART_GRANDPAR
(13,20),(20,22),0.0464183 # DEPENDENCYPART_GRANDPAR
(13,20),(20,23),-0.719076 # DEPENDENCYPART_GRANDPAR
(13,22),(22,17),-0.191361 # DEPENDENCYPART_GRANDPAR
(13,22),(22,18),0.0380596 # DEPENDENCYPART_GRANDPAR
(13,22),(22,19),0.0208509 # DEPENDENCYPART_GRANDPAR
(13,22),(22,21),-0.437581 # DEPENDENCYPART_GRANDPAR
(14,3),(3,1),-0.216142 # DEPENDENCYPART_GRANDPAR
(14,3),(3,2),-0.0588539 # DEPENDENCYPART_GRANDPAR
(14,3),(3,4),-0.376578 # DEPENDENCYPART_GRANDPAR
(14,3),(3,5),0.00457007 # DEPENDENCYPART_GRANDPAR
(14,3),(3,6),-0.121491 # DEPENDENCYPART_GRANDPAR
(14,3),(3,7),-0.018183 # DEPENDENCYPART_GRANDPAR
(14,3),(3,8),-0.0707388 # DEPENDENCYPART_GRANDPAR
(14,3),(3,9),-0.101255 # DEPENDENCYPART_GRANDPAR
(14,3),(3,10),-0.206073 # DEPENDENCYPART_GRANDPAR
(14,3),(3,11),0.0417342 # DEPENDENCYPART_GRANDPAR
(14,3),(3,12),-0.136091 # DEPENDENCYPART_GRANDPAR
(14,3),(3,13),-0.120703 # DEPENDENCYPART_GRANDPAR
(14,3),(3,14),-0.810675 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,3),(3,15),-0.512845 # DEPENDENCYPART_GRANDPAR
(14,3),(3,16),-0.358486 # DEPENDENCYPART_GRANDPAR
(14,3),(3,18),-0.341721 # DEPENDENCYPART_GRANDPAR
(14,3),(3,19),-0.371174 # DEPENDENCYPART_GRANDPAR
(14,3),(3,20),-0.502622 # DEPENDENCYPART_GRANDPAR
(14,3),(3,23),-0.724945 # DEPENDENCYPART_GRANDPAR
(14,9),(9,1),-0.250139 # DEPENDENCYPART_GRANDPAR
(14,9),(9,2),-0.0500735 # DEPENDENCYPART_GRANDPAR
(14,9),(9,3),-0.191851 # DEPENDENCYPART_GRANDPAR
(14,9),(9,4),-0.218908 # DEPENDENCYPART_GRANDPAR
(14,9),(9,5),0.0410612 # DEPENDENCYPART_GRANDPAR
(14,9),(9,6),-0.154041 # DEPENDENCYPART_GRANDPAR
(14,9),(9,7),-0.0703758 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),-0.110654 # DEPENDENCYPART_GRANDPAR
(14,9),(9,10),-0.237509 # DEPENDENCYPART_GRANDPAR
(14,9),(9,11),0.00379408 # DEPENDENCYPART_GRANDPAR
(14,9),(9,12),-0.172381 # DEPENDENCYPART_GRANDPAR
(14,9),(9,13),-0.148784 # DEPENDENCYPART_GRANDPAR
(14,9),(9,14),-0.802195 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,9),(9,15),-0.506766 # DEPENDENCYPART_GRANDPAR
(14,9),(9,16),-0.355836 # DEPENDENCYPART_GRANDPAR
(14,9),(9,17),-0.306874 # DEPENDENCYPART_GRANDPAR
(14,9),(9,18),-0.333242 # DEPENDENCYPART_GRANDPAR
(14,9),(9,19),-0.362603 # DEPENDENCYPART_GRANDPAR
(14,9),(9,20),-0.496688 # DEPENDENCYPART_GRANDPAR
(14,9),(9,22),-0.587558 # DEPENDENCYPART_GRANDPAR
(14,9),(9,23),-0.724918 # DEPENDENCYPART_GRANDPAR
(14,11),(11,1),-0.289858 # DEPENDENCYPART_GRANDPAR
(14,11),(11,2),-0.117809 # DEPENDENCYPART_GRANDPAR
(14,11),(11,3),-0.311309 # DEPENDENCYPART_GRANDPAR
(14,11),(11,4),-0.325508 # DEPENDENCYPART_GRANDPAR
(14,11),(11,6),-0.213711 # DEPENDENCYPART_GRANDPAR
(14,11),(11,7),-0.135845 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),-0.159085 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),-0.257713 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),-0.270597 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),-0.170666 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),-0.196947 # DEPENDENCYPART_GRANDPAR
(14,11),(11,15),-0.452769 # DEPENDENCYPART_GRANDPAR
(14,11),(11,16),-0.329697 # DEPENDENCYPART_GRANDPAR
(14,11),(11,17),-0.324402 # DEPENDENCYPART_GRANDPAR
(14,11),(11,19),-0.36492 # DEPENDENCYPART_GRANDPAR
(14,11),(11,20),-0.486663 # DEPENDENCYPART_GRANDPAR
(14,11),(11,23),-0.709021 # DEPENDENCYPART_GRANDPAR
(14,12),(12,7),-0.148359 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),-0.156054 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-0.19639 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.0920059 # DEPENDENCYPART_GRANDPAR
(14,12),(12,22),-0.600855 # DEPENDENCYPART_GRANDPAR
(14,13),(13,1),-0.25182 # DEPENDENCYPART_GRANDPAR
(14,13),(13,2),-0.0592988 # DEPENDENCYPART_GRANDPAR
(14,13),(13,3),-0.188893 # DEPENDENCYPART_GRANDPAR
(14,13),(13,4),-0.23264 # DEPENDENCYPART_GRANDPAR
(14,13),(13,5),0.0427906 # DEPENDENCYPART_GRANDPAR
(14,13),(13,6),-0.163266 # DEPENDENCYPART_GRANDPAR
(14,13),(13,7),-0.0649073 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),-0.105444 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),-0.13205 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-0.179841 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),0.084562 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.15931 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-0.80622 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.511176 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-0.360705 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),-0.311629 # DEPENDENCYPART_GRANDPAR
(14,13),(13,18),-0.337267 # DEPENDENCYPART_GRANDPAR
(14,13),(13,19),-0.366629 # DEPENDENCYPART_GRANDPAR
(14,13),(13,20),-0.500612 # DEPENDENCYPART_GRANDPAR
(14,13),(13,21),-0.600829 # DEPENDENCYPART_GRANDPAR
(14,13),(13,22),-0.577307 # DEPENDENCYPART_GRANDPAR
(14,13),(13,23),-0.726326 # DEPENDENCYPART_GRANDPAR
(14,19),(19,9),-0.504443 # DEPENDENCYPART_GRANDPAR
(14,19),(19,13),-0.532169 # DEPENDENCYPART_GRANDPAR
(14,19),(19,15),-0.106348 # DEPENDENCYPART_GRANDPAR
(14,19),(19,16),0.0642639 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),0.0922674 # DEPENDENCYPART_GRANDPAR
(14,19),(19,22),-0.195986 # DEPENDENCYPART_GRANDPAR
(14,20),(20,1),-0.594582 # DEPENDENCYPART_GRANDPAR
(14,20),(20,2),-0.498001 # DEPENDENCYPART_GRANDPAR
(14,20),(20,3),-0.613252 # DEPENDENCYPART_GRANDPAR
(14,20),(20,4),-0.66492 # DEPENDENCYPART_GRANDPAR
(14,20),(20,6),-0.591954 # DEPENDENCYPART_GRANDPAR
(14,20),(20,7),-0.495614 # DEPENDENCYPART_GRANDPAR
(14,20),(20,8),-0.439882 # DEPENDENCYPART_GRANDPAR
(14,20),(20,9),-0.559951 # DEPENDENCYPART_GRANDPAR
(14,20),(20,10),-0.552604 # DEPENDENCYPART_GRANDPAR
(14,20),(20,11),-0.430688 # DEPENDENCYPART_GRANDPAR
(14,20),(20,12),-0.605831 # DEPENDENCYPART_GRANDPAR
(14,20),(20,13),-0.586914 # DEPENDENCYPART_GRANDPAR
(14,20),(20,14),-0.398967 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,20),(20,15),-0.191671 # DEPENDENCYPART_GRANDPAR
(14,20),(20,16),0.0317364 # DEPENDENCYPART_GRANDPAR
(14,20),(20,17),0.0704366 # DEPENDENCYPART_GRANDPAR
(14,20),(20,18),0.0789728 # DEPENDENCYPART_GRANDPAR
(14,20),(20,19),0.0020209 # DEPENDENCYPART_GRANDPAR
(14,20),(20,21),-0.202157 # DEPENDENCYPART_GRANDPAR
(14,20),(20,22),-0.147436 # DEPENDENCYPART_GRANDPAR
(14,20),(20,23),-0.343796 # DEPENDENCYPART_GRANDPAR
(14,22),(22,17),0.0454808 # DEPENDENCYPART_GRANDPAR
(14,22),(22,18),0.0389269 # DEPENDENCYPART_GRANDPAR
(14,22),(22,19),0.0194665 # DEPENDENCYPART_GRANDPAR
(14,22),(22,21),-0.230884 # DEPENDENCYPART_GRANDPAR
(16,1),(1,6),-0.101947 # DEPENDENCYPART_GRANDPAR
(16,1),(1,7),0.322421 # DEPENDENCYPART_GRANDPAR
(16,1),(1,23),-0.687423 # DEPENDENCYPART_GRANDPAR
(16,2),(2,1),-0.225026 # DEPENDENCYPART_GRANDPAR
(16,2),(2,4),-0.325912 # DEPENDENCYPART_GRANDPAR
(16,2),(2,6),-0.0511232 # DEPENDENCYPART_GRANDPAR
(16,3),(3,1),-0.131051 # DEPENDENCYPART_GRANDPAR
(16,3),(3,2),0.0360236 # DEPENDENCYPART_GRANDPAR
(16,3),(3,4),-0.351657 # DEPENDENCYPART_GRANDPAR
(16,3),(3,5),-0.507791 # DEPENDENCYPART_GRANDPAR
(16,3),(3,6),-0.0820323 # DEPENDENCYPART_GRANDPAR
(16,3),(3,7),0.190682 # DEPENDENCYPART_GRANDPAR
(16,3),(3,8),-0.201469 # DEPENDENCYPART_GRANDPAR
(16,3),(3,9),-0.0976226 # DEPENDENCYPART_GRANDPAR
(16,3),(3,10),0.0215928 # DEPENDENCYPART_GRANDPAR
(16,3),(3,11),-0.0870664 # DEPENDENCYPART_GRANDPAR
(16,3),(3,12),0.0408673 # DEPENDENCYPART_GRANDPAR
(16,3),(3,13),0.110915 # DEPENDENCYPART_GRANDPAR
(16,3),(3,14),-0.00152949 # DEPENDENCYPART_GRANDPAR
(16,3),(3,15),-0.254075 # DEPENDENCYPART_GRANDPAR
(16,3),(3,16),-1.05793 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,3),(3,18),-0.446735 # DEPENDENCYPART_GRANDPAR
(16,3),(3,19),-0.599657 # DEPENDENCYPART_GRANDPAR
(16,3),(3,20),-0.608277 # DEPENDENCYPART_GRANDPAR
(16,3),(3,23),-0.990642 # DEPENDENCYPART_GRANDPAR
(16,6),(6,4),-0.298431 # DEPENDENCYPART_GRANDPAR
(16,6),(6,5),-0.433186 # DEPENDENCYPART_GRANDPAR
(16,7),(7,3),-0.156219 # DEPENDENCYPART_GRANDPAR
(16,7),(7,4),-0.0399918 # DEPENDENCYPART_GRANDPAR
(16,7),(7,6),-0.00102343 # DEPENDENCYPART_GRANDPAR
(16,7),(7,9),0.0116307 # DEPENDENCYPART_GRANDPAR
(16,7),(7,10),0.0249081 # DEPENDENCYPART_GRANDPAR
(16,7),(7,11),-0.00362901 # DEPENDENCYPART_GRANDPAR
(16,7),(7,12),0.100055 # DEPENDENCYPART_GRANDPAR
(16,7),(7,13),0.197625 # DEPENDENCYPART_GRANDPAR
(16,7),(7,16),-0.698805 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,7),(7,20),-0.222653 # DEPENDENCYPART_GRANDPAR
(16,7),(7,23),-0.685303 # DEPENDENCYPART_GRANDPAR
(16,8),(8,3),-0.18888 # DEPENDENCYPART_GRANDPAR
(16,8),(8,4),-0.107827 # DEPENDENCYPART_GRANDPAR
(16,8),(8,6),-0.0208965 # DEPENDENCYPART_GRANDPAR
(16,8),(8,7),0.316095 # DEPENDENCYPART_GRANDPAR
(16,8),(8,10),0.0285045 # DEPENDENCYPART_GRANDPAR
(16,8),(8,12),0.0543669 # DEPENDENCYPART_GRANDPAR
(16,8),(8,14),0.151819 # DEPENDENCYPART_GRANDPAR
(16,8),(8,20),-0.221614 # DEPENDENCYPART_GRANDPAR
(16,8),(8,22),-0.530121 # DEPENDENCYPART_GRANDPAR
(16,9),(9,1),-0.144988 # DEPENDENCYPART_GRANDPAR
(16,9),(9,2),0.0906397 # DEPENDENCYPART_GRANDPAR
(16,9),(9,3),-0.165492 # DEPENDENCYPART_GRANDPAR
(16,9),(9,4),-0.107448 # DEPENDENCYPART_GRANDPAR
(16,9),(9,5),-0.388659 # DEPENDENCYPART_GRANDPAR
(16,9),(9,6),-0.072859 # DEPENDENCYPART_GRANDPAR
(16,9),(9,7),0.425682 # DEPENDENCYPART_GRANDPAR
(16,9),(9,8),0.0668083 # DEPENDENCYPART_GRANDPAR
(16,9),(9,10),-0.0598756 # DEPENDENCYPART_GRANDPAR
(16,9),(9,11),-0.141762 # DEPENDENCYPART_GRANDPAR
(16,9),(9,12),-0.0199512 # DEPENDENCYPART_GRANDPAR
(16,9),(9,13),0.0564214 # DEPENDENCYPART_GRANDPAR
(16,9),(9,14),0.0102113 # DEPENDENCYPART_GRANDPAR
