# _root_ Addig is egy sebtében összehívott " kinevezési bizottság " kapta feladatul , hogy november 30-áig három jelölt nevét tegye le a végső döntést meghozó kuratórium asztalára , ki legyen az új művészeti vezető .
#goldHeads=10,10,8,5,8,8,8,10,8,0,10,10,10,15,19,17,18,19,10,19,23,23,24,25,26,19,19,29,19,33,33,33,29,10,
#predictedHeads=10,10,8,5,8,8,8,10,8,0,10,10,10,15,19,17,18,19,10,19,23,23,24,25,26,19,10,29,10,33,33,33,29,10,
(8,10),(10,5),-0.716636 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-0.759142 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.590903 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.61474 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),-0.0960221 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.133047 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.236271 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.145214 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.0853142 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.262394 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),-0.282707 # DEPENDENCYPART_GRANDPAR
(8,10),(10,17),-0.100715 # DEPENDENCYPART_GRANDPAR
(8,10),(10,18),-0.24459 # DEPENDENCYPART_GRANDPAR
(8,10),(10,19),-0.313375 # DEPENDENCYPART_GRANDPAR
(8,10),(10,20),-0.218122 # DEPENDENCYPART_GRANDPAR
(8,10),(10,22),-0.42839 # DEPENDENCYPART_GRANDPAR
(8,10),(10,23),-0.184951 # DEPENDENCYPART_GRANDPAR
(8,10),(10,24),-0.259267 # DEPENDENCYPART_GRANDPAR
(8,10),(10,25),-0.337225 # DEPENDENCYPART_GRANDPAR
(8,10),(10,26),-0.523824 # DEPENDENCYPART_GRANDPAR
(8,10),(10,27),-0.295943 # DEPENDENCYPART_GRANDPAR
(8,10),(10,28),-0.203895 # DEPENDENCYPART_GRANDPAR
(8,10),(10,29),-0.438683 # DEPENDENCYPART_GRANDPAR
(8,10),(10,31),-0.523957 # DEPENDENCYPART_GRANDPAR
(8,10),(10,33),-0.38739 # DEPENDENCYPART_GRANDPAR
(8,10),(10,34),-0.747289 # DEPENDENCYPART_GRANDPAR
(8,11),(11,3),-0.854569 # DEPENDENCYPART_GRANDPAR
(8,11),(11,5),-0.790608 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-0.744046 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-0.664874 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.461182 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),0.0140418 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),-0.355276 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.150775 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.283889 # DEPENDENCYPART_GRANDPAR
(8,11),(11,19),-0.219252 # DEPENDENCYPART_GRANDPAR
(8,19),(19,1),-0.85412 # DEPENDENCYPART_GRANDPAR
(8,19),(19,2),-0.62066 # DEPENDENCYPART_GRANDPAR
(8,19),(19,4),-0.358106 # DEPENDENCYPART_GRANDPAR
(8,19),(19,6),-0.759142 # DEPENDENCYPART_GRANDPAR
(8,19),(19,7),-0.590903 # DEPENDENCYPART_GRANDPAR
(8,19),(19,8),-0.618226 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,19),(19,9),-0.093326 # DEPENDENCYPART_GRANDPAR
(8,19),(19,10),-0.368664 # DEPENDENCYPART_GRANDPAR
(8,19),(19,11),-0.1861 # DEPENDENCYPART_GRANDPAR
(8,19),(19,12),-0.250992 # DEPENDENCYPART_GRANDPAR
(8,19),(19,13),-0.139277 # DEPENDENCYPART_GRANDPAR
(8,19),(19,14),-0.138623 # DEPENDENCYPART_GRANDPAR
(8,19),(19,15),-0.320049 # DEPENDENCYPART_GRANDPAR
(8,19),(19,16),-0.215446 # DEPENDENCYPART_GRANDPAR
(8,19),(19,17),-0.152384 # DEPENDENCYPART_GRANDPAR
(8,19),(19,18),-0.298869 # DEPENDENCYPART_GRANDPAR
(8,19),(19,20),-0.21747 # DEPENDENCYPART_GRANDPAR
(8,19),(19,21),-0.48716 # DEPENDENCYPART_GRANDPAR
(8,19),(19,22),-0.428201 # DEPENDENCYPART_GRANDPAR
(8,19),(19,23),-0.181275 # DEPENDENCYPART_GRANDPAR
(8,19),(19,24),-0.259078 # DEPENDENCYPART_GRANDPAR
(8,19),(19,25),-0.333548 # DEPENDENCYPART_GRANDPAR
(8,19),(19,26),-0.520147 # DEPENDENCYPART_GRANDPAR
(8,19),(19,27),-0.29516 # DEPENDENCYPART_GRANDPAR
(8,19),(19,28),-0.206596 # DEPENDENCYPART_GRANDPAR
(8,19),(19,29),-0.43916 # DEPENDENCYPART_GRANDPAR
(8,19),(19,31),-0.523768 # DEPENDENCYPART_GRANDPAR
(8,19),(19,32),-0.347013 # DEPENDENCYPART_GRANDPAR
(8,19),(19,33),-0.383713 # DEPENDENCYPART_GRANDPAR
(8,19),(19,34),-0.747634 # DEPENDENCYPART_GRANDPAR
(8,26),(26,16),-0.201115 # DEPENDENCYPART_GRANDPAR
(8,26),(26,17),0.0046002 # DEPENDENCYPART_GRANDPAR
(8,26),(26,18),-0.1409 # DEPENDENCYPART_GRANDPAR
(8,26),(26,21),-0.473752 # DEPENDENCYPART_GRANDPAR
(8,26),(26,22),-0.237702 # DEPENDENCYPART_GRANDPAR
(8,26),(26,23),-0.0859281 # DEPENDENCYPART_GRANDPAR
(8,26),(26,24),-0.0666992 # DEPENDENCYPART_GRANDPAR
(8,26),(26,25),-0.233328 # DEPENDENCYPART_GRANDPAR
(8,26),(26,27),-0.210448 # DEPENDENCYPART_GRANDPAR
(8,26),(26,29),-0.337886 # DEPENDENCYPART_GRANDPAR
(8,26),(26,31),-0.427796 # DEPENDENCYPART_GRANDPAR
(8,26),(26,33),-0.401382 # DEPENDENCYPART_GRANDPAR
(8,29),(29,1),-0.85533 # DEPENDENCYPART_GRANDPAR
(8,29),(29,4),-0.359315 # DEPENDENCYPART_GRANDPAR
(8,29),(29,8),-0.632222 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,29),(29,9),-0.0998701 # DEPENDENCYPART_GRANDPAR
(8,29),(29,10),-0.369384 # DEPENDENCYPART_GRANDPAR
(8,29),(29,11),-0.200096 # DEPENDENCYPART_GRANDPAR
(8,29),(29,12),-0.268404 # DEPENDENCYPART_GRANDPAR
(8,29),(29,13),-0.140386 # DEPENDENCYPART_GRANDPAR
(8,29),(29,14),-0.152619 # DEPENDENCYPART_GRANDPAR
(8,29),(29,15),-0.334045 # DEPENDENCYPART_GRANDPAR
(8,29),(29,16),-0.215929 # DEPENDENCYPART_GRANDPAR
(8,29),(29,17),-0.16638 # DEPENDENCYPART_GRANDPAR
(8,29),(29,18),-0.312865 # DEPENDENCYPART_GRANDPAR
(8,29),(29,19),-0.222835 # DEPENDENCYPART_GRANDPAR
(8,29),(29,21),-0.501237 # DEPENDENCYPART_GRANDPAR
(8,29),(29,22),-0.204742 # DEPENDENCYPART_GRANDPAR
(8,29),(29,23),-0.254094 # DEPENDENCYPART_GRANDPAR
(8,29),(29,24),-0.0357981 # DEPENDENCYPART_GRANDPAR
(8,29),(29,25),-0.40399 # DEPENDENCYPART_GRANDPAR
(8,29),(29,26),-0.590873 # DEPENDENCYPART_GRANDPAR
(8,29),(29,27),-0.328076 # DEPENDENCYPART_GRANDPAR
(8,29),(29,28),-0.109338 # DEPENDENCYPART_GRANDPAR
(8,29),(29,30),-0.35934 # DEPENDENCYPART_GRANDPAR
(8,29),(29,31),-0.522899 # DEPENDENCYPART_GRANDPAR
(8,29),(29,32),-0.346144 # DEPENDENCYPART_GRANDPAR
(8,29),(29,33),-0.364112 # DEPENDENCYPART_GRANDPAR
(8,29),(29,34),-0.758993 # DEPENDENCYPART_GRANDPAR
(10,1),(1,2),0.306483 # DEPENDENCYPART_GRANDPAR
(10,1),(1,5),0.154865 # DEPENDENCYPART_GRANDPAR
(10,1),(1,6),0.296669 # DEPENDENCYPART_GRANDPAR
(10,1),(1,8),0.409333 # DEPENDENCYPART_GRANDPAR
(10,1),(1,9),0.20776 # DEPENDENCYPART_GRANDPAR
(10,1),(1,10),-1.28115 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,1),(1,34),-1.50255 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),-0.0680567 # DEPENDENCYPART_GRANDPAR
(10,2),(2,4),0.178577 # DEPENDENCYPART_GRANDPAR
(10,2),(2,5),0.00397447 # DEPENDENCYPART_GRANDPAR
(10,2),(2,6),0.0672271 # DEPENDENCYPART_GRANDPAR
(10,2),(2,7),0.0387733 # DEPENDENCYPART_GRANDPAR
(10,2),(2,8),0.177239 # DEPENDENCYPART_GRANDPAR
(10,2),(2,9),-0.0216822 # DEPENDENCYPART_GRANDPAR
(10,2),(2,10),-1.50907 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,2),(2,13),-0.436206 # DEPENDENCYPART_GRANDPAR
(10,2),(2,19),-0.308896 # DEPENDENCYPART_GRANDPAR
(10,2),(2,25),-0.591915 # DEPENDENCYPART_GRANDPAR
(10,2),(2,34),-1.66819 # DEPENDENCYPART_GRANDPAR
(10,3),(3,5),0.333909 # DEPENDENCYPART_GRANDPAR
(10,3),(3,7),0.368707 # DEPENDENCYPART_GRANDPAR
(10,4),(4,1),0.203854 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),0.165208 # DEPENDENCYPART_GRANDPAR
(10,4),(4,7),0.187803 # DEPENDENCYPART_GRANDPAR
(10,4),(4,19),-0.0868924 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),0.177806 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),0.156219 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),0.557808 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),0.257908 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),0.309421 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),0.190569 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),0.398014 # DEPENDENCYPART_GRANDPAR
(10,5),(5,9),0.220512 # DEPENDENCYPART_GRANDPAR
(10,5),(5,10),-1.3545 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,5),(5,11),-0.210852 # DEPENDENCYPART_GRANDPAR
(10,5),(5,19),-0.1543 # DEPENDENCYPART_GRANDPAR
(10,5),(5,29),-0.667988 # DEPENDENCYPART_GRANDPAR
(10,5),(5,34),-1.5905 # DEPENDENCYPART_GRANDPAR
(10,7),(7,1),0.176864 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),0.15622 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),0.557809 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),0.256024 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),0.175606 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),0.238126 # DEPENDENCYPART_GRANDPAR
(10,8),(8,1),0.258861 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),0.150731 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),0.542977 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),0.335524 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),0.300527 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),0.352539 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),0.335462 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),0.367294 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-1.45478 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-0.379434 # DEPENDENCYPART_GRANDPAR
(10,8),(8,12),-0.611729 # DEPENDENCYPART_GRANDPAR
(10,8),(8,19),-0.254602 # DEPENDENCYPART_GRANDPAR
(10,8),(8,26),-0.576573 # DEPENDENCYPART_GRANDPAR
(10,8),(8,27),-0.532236 # DEPENDENCYPART_GRANDPAR
(10,8),(8,29),-0.768394 # DEPENDENCYPART_GRANDPAR
(10,8),(8,34),-1.68366 # DEPENDENCYPART_GRANDPAR
(10,11),(11,3),-0.0824581 # DEPENDENCYPART_GRANDPAR
(10,11),(11,5),-0.295453 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),-0.177828 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-0.260603 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-0.0834599 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.266738 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.950495 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),-0.135463 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),0.0341692 # DEPENDENCYPART_GRANDPAR
(10,11),(11,19),0.264749 # DEPENDENCYPART_GRANDPAR
(10,13),(13,1),-0.160153 # DEPENDENCYPART_GRANDPAR
(10,13),(13,2),-0.219688 # DEPENDENCYPART_GRANDPAR
(10,13),(13,4),-0.0911427 # DEPENDENCYPART_GRANDPAR
(10,13),(13,5),-0.285627 # DEPENDENCYPART_GRANDPAR
(10,13),(13,6),-0.195084 # DEPENDENCYPART_GRANDPAR
(10,13),(13,7),-0.250777 # DEPENDENCYPART_GRANDPAR
(10,13),(13,8),-0.0721333 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),-0.283993 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-1.21479 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),-0.122387 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),-0.52159 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.405914 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.366443 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.333162 # DEPENDENCYPART_GRANDPAR
(10,13),(13,18),-0.214005 # DEPENDENCYPART_GRANDPAR
(10,13),(13,19),-0.325551 # DEPENDENCYPART_GRANDPAR
(10,13),(13,20),-0.355574 # DEPENDENCYPART_GRANDPAR
(10,13),(13,27),-0.4182 # DEPENDENCYPART_GRANDPAR
(10,13),(13,29),-0.845274 # DEPENDENCYPART_GRANDPAR
(10,13),(13,34),-1.4642 # DEPENDENCYPART_GRANDPAR
(10,14),(14,3),-0.0824581 # DEPENDENCYPART_GRANDPAR
(10,14),(14,11),0.226324 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),-0.10854 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),0.0617676 # DEPENDENCYPART_GRANDPAR
(10,14),(14,18),0.187892 # DEPENDENCYPART_GRANDPAR
(10,15),(15,3),-0.0824581 # DEPENDENCYPART_GRANDPAR
(10,15),(15,5),-0.295453 # DEPENDENCYPART_GRANDPAR
(10,15),(15,6),-0.177828 # DEPENDENCYPART_GRANDPAR
(10,15),(15,7),-0.260603 # DEPENDENCYPART_GRANDPAR
(10,15),(15,8),-0.0834599 # DEPENDENCYPART_GRANDPAR
(10,15),(15,9),-0.266738 # DEPENDENCYPART_GRANDPAR
(10,15),(15,10),-0.950495 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,15),(15,11),0.226323 # DEPENDENCYPART_GRANDPAR
(10,15),(15,12),-0.108541 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),0.0617669 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),-0.0335648 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-0.253065 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),0.0778213 # DEPENDENCYPART_GRANDPAR
(10,15),(15,18),0.198035 # DEPENDENCYPART_GRANDPAR
(10,15),(15,19),0.268209 # DEPENDENCYPART_GRANDPAR
(10,15),(15,25),-0.00874423 # DEPENDENCYPART_GRANDPAR
(10,15),(15,26),0.0654749 # DEPENDENCYPART_GRANDPAR
(10,15),(15,29),-0.2461 # DEPENDENCYPART_GRANDPAR
(10,15),(15,33),-0.00439513 # DEPENDENCYPART_GRANDPAR
(10,15),(15,34),-1.2363 # DEPENDENCYPART_GRANDPAR
(10,16),(16,13),0.0401155 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),-0.0799001 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),-0.045397 # DEPENDENCYPART_GRANDPAR
(10,16),(16,34),-1.24841 # DEPENDENCYPART_GRANDPAR
(10,17),(17,3),-0.0824581 # DEPENDENCYPART_GRANDPAR
(10,17),(17,11),0.226136 # DEPENDENCYPART_GRANDPAR
(10,17),(17,12),-0.108724 # DEPENDENCYPART_GRANDPAR
(10,17),(17,13),0.061584 # DEPENDENCYPART_GRANDPAR
(10,17),(17,14),-0.0337516 # DEPENDENCYPART_GRANDPAR
(10,17),(17,15),0.000753832 # DEPENDENCYPART_GRANDPAR
(10,17),(17,16),-0.319001 # DEPENDENCYPART_GRANDPAR
(10,18),(18,3),-0.0824581 # DEPENDENCYPART_GRANDPAR
(10,18),(18,4),-0.0427532 # DEPENDENCYPART_GRANDPAR
(10,18),(18,8),-0.0834599 # DEPENDENCYPART_GRANDPAR
(10,18),(18,11),0.225772 # DEPENDENCYPART_GRANDPAR
(10,18),(18,12),-0.113396 # DEPENDENCYPART_GRANDPAR
(10,18),(18,13),0.0606524 # DEPENDENCYPART_GRANDPAR
(10,18),(18,14),-0.0341152 # DEPENDENCYPART_GRANDPAR
(10,18),(18,15),0.000390188 # DEPENDENCYPART_GRANDPAR
(10,18),(18,16),-0.318641 # DEPENDENCYPART_GRANDPAR
(10,18),(18,17),0.0485487 # DEPENDENCYPART_GRANDPAR
(10,18),(18,23),-0.0790531 # DEPENDENCYPART_GRANDPAR
(10,18),(18,26),0.0555504 # DEPENDENCYPART_GRANDPAR
(10,18),(18,33),-0.0143196 # DEPENDENCYPART_GRANDPAR
(10,19),(19,1),0.241624 # DEPENDENCYPART_GRANDPAR
(10,19),(19,2),0.0386928 # DEPENDENCYPART_GRANDPAR
(10,19),(19,4),0.306639 # DEPENDENCYPART_GRANDPAR
(10,19),(19,6),0.03343 # DEPENDENCYPART_GRANDPAR
(10,19),(19,7),0.0959354 # DEPENDENCYPART_GRANDPAR
(10,19),(19,8),0.359109 # DEPENDENCYPART_GRANDPAR
(10,19),(19,9),-0.0554794 # DEPENDENCYPART_GRANDPAR
(10,19),(19,10),-0.993401 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,19),(19,11),0.147017 # DEPENDENCYPART_GRANDPAR
(10,19),(19,12),-0.248133 # DEPENDENCYPART_GRANDPAR
(10,19),(19,13),-0.0115619 # DEPENDENCYPART_GRANDPAR
(10,19),(19,14),-0.113327 # DEPENDENCYPART_GRANDPAR
(10,19),(19,15),-0.0814466 # DEPENDENCYPART_GRANDPAR
(10,19),(19,16),-0.387114 # DEPENDENCYPART_GRANDPAR
(10,19),(19,17),-0.0305584 # DEPENDENCYPART_GRANDPAR
(10,19),(19,18),0.0771124 # DEPENDENCYPART_GRANDPAR
(10,19),(19,20),-0.0671862 # DEPENDENCYPART_GRANDPAR
(10,19),(19,21),-0.163096 # DEPENDENCYPART_GRANDPAR
(10,19),(19,22),-0.240956 # DEPENDENCYPART_GRANDPAR
(10,19),(19,23),-0.148002 # DEPENDENCYPART_GRANDPAR
(10,19),(19,24),-0.0941532 # DEPENDENCYPART_GRANDPAR
(10,19),(19,25),-0.0878408 # DEPENDENCYPART_GRANDPAR
(10,19),(19,26),-0.0131258 # DEPENDENCYPART_GRANDPAR
(10,19),(19,27),-0.162353 # DEPENDENCYPART_GRANDPAR
(10,19),(19,28),-0.0262549 # DEPENDENCYPART_GRANDPAR
(10,19),(19,29),-0.304455 # DEPENDENCYPART_GRANDPAR
(10,19),(19,31),-0.213118 # DEPENDENCYPART_GRANDPAR
(10,19),(19,32),-0.125481 # DEPENDENCYPART_GRANDPAR
(10,19),(19,33),-0.0832667 # DEPENDENCYPART_GRANDPAR
(10,19),(19,34),-1.27533 # DEPENDENCYPART_GRANDPAR
(10,20),(20,14),-0.144218 # DEPENDENCYPART_GRANDPAR
(10,20),(20,15),-0.109714 # DEPENDENCYPART_GRANDPAR
(10,20),(20,17),-0.0656241 # DEPENDENCYPART_GRANDPAR
(10,20),(20,18),0.0468416 # DEPENDENCYPART_GRANDPAR
(10,20),(20,23),-0.161202 # DEPENDENCYPART_GRANDPAR
(10,20),(20,25),-0.100601 # DEPENDENCYPART_GRANDPAR
(10,20),(20,26),-0.0259997 # DEPENDENCYPART_GRANDPAR
(10,20),(20,27),-0.142797 # DEPENDENCYPART_GRANDPAR
(10,20),(20,33),-0.0956146 # DEPENDENCYPART_GRANDPAR
(10,22),(22,20),-0.0710746 # DEPENDENCYPART_GRANDPAR
(10,22),(22,21),-0.237873 # DEPENDENCYPART_GRANDPAR
(10,23),(23,16),-0.315817 # DEPENDENCYPART_GRANDPAR
(10,23),(23,21),-0.217851 # DEPENDENCYPART_GRANDPAR
(10,23),(23,22),-0.121449 # DEPENDENCYPART_GRANDPAR
(10,23),(23,25),-0.0246721 # DEPENDENCYPART_GRANDPAR
(10,23),(23,26),0.049547 # DEPENDENCYPART_GRANDPAR
(10,23),(23,27),-0.060805 # DEPENDENCYPART_GRANDPAR
(10,23),(23,29),-0.254406 # DEPENDENCYPART_GRANDPAR
(10,23),(23,33),-0.020323 # DEPENDENCYPART_GRANDPAR
(10,24),(24,2),-0.0929572 # DEPENDENCYPART_GRANDPAR
(10,24),(24,14),-0.158609 # DEPENDENCYPART_GRANDPAR
(10,24),(24,15),-0.124106 # DEPENDENCYPART_GRANDPAR
(10,24),(24,16),-0.417205 # DEPENDENCYPART_GRANDPAR
(10,24),(24,17),-0.0800082 # DEPENDENCYPART_GRANDPAR
(10,24),(24,18),0.0324839 # DEPENDENCYPART_GRANDPAR
(10,24),(24,21),-0.237868 # DEPENDENCYPART_GRANDPAR
(10,24),(24,22),-0.262211 # DEPENDENCYPART_GRANDPAR
(10,24),(24,23),-0.225717 # DEPENDENCYPART_GRANDPAR
(10,24),(24,29),-0.379005 # DEPENDENCYPART_GRANDPAR
(10,25),(25,16),-0.317556 # DEPENDENCYPART_GRANDPAR
(10,25),(25,17),0.0491011 # DEPENDENCYPART_GRANDPAR
(10,25),(25,18),0.156834 # DEPENDENCYPART_GRANDPAR
(10,25),(25,21),-0.222282 # DEPENDENCYPART_GRANDPAR
(10,25),(25,22),-0.124019 # DEPENDENCYPART_GRANDPAR
(10,25),(25,23),-0.100647 # DEPENDENCYPART_GRANDPAR
(10,25),(25,24),0.0307666 # DEPENDENCYPART_GRANDPAR
(10,25),(25,33),-0.0132059 # DEPENDENCYPART_GRANDPAR
(10,26),(26,16),-0.317556 # DEPENDENCYPART_GRANDPAR
(10,26),(26,17),0.0491011 # DEPENDENCYPART_GRANDPAR
(10,26),(26,18),0.156834 # DEPENDENCYPART_GRANDPAR
(10,26),(26,21),-0.222279 # DEPENDENCYPART_GRANDPAR
(10,26),(26,22),-0.124019 # DEPENDENCYPART_GRANDPAR
(10,26),(26,23),-0.100647 # DEPENDENCYPART_GRANDPAR
(10,26),(26,24),0.0307666 # DEPENDENCYPART_GRANDPAR
(10,26),(26,25),-0.0457724 # DEPENDENCYPART_GRANDPAR
(10,26),(26,27),-0.0559712 # DEPENDENCYPART_GRANDPAR
(10,26),(26,29),-0.24956 # DEPENDENCYPART_GRANDPAR
(10,26),(26,31),-0.0708673 # DEPENDENCYPART_GRANDPAR
(10,26),(26,33),-0.0131996 # DEPENDENCYPART_GRANDPAR
(10,28),(28,27),-0.143731 # DEPENDENCYPART_GRANDPAR
(10,28),(28,31),-0.147382 # DEPENDENCYPART_GRANDPAR
(10,28),(28,32),-0.0640495 # DEPENDENCYPART_GRANDPAR
(10,28),(28,33),-0.0282733 # DEPENDENCYPART_GRANDPAR
(10,29),(29,1),0.235954 # DEPENDENCYPART_GRANDPAR
(10,29),(29,4),0.300969 # DEPENDENCYPART_GRANDPAR
(10,29),(29,8),0.353216 # DEPENDENCYPART_GRANDPAR
(10,29),(29,9),-0.058747 # DEPENDENCYPART_GRANDPAR
(10,29),(29,10),-0.994894 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,29),(29,11),0.129601 # DEPENDENCYPART_GRANDPAR
(10,29),(29,12),-0.27192 # DEPENDENCYPART_GRANDPAR
(10,29),(29,13),-0.0127141 # DEPENDENCYPART_GRANDPAR
(10,29),(29,14),-0.130743 # DEPENDENCYPART_GRANDPAR
(10,29),(29,15),-0.0988625 # DEPENDENCYPART_GRANDPAR
(10,29),(29,16),-0.38692 # DEPENDENCYPART_GRANDPAR
(10,29),(29,17),-0.0479743 # DEPENDENCYPART_GRANDPAR
(10,29),(29,18),0.0596965 # DEPENDENCYPART_GRANDPAR
(10,29),(29,19),0.196543 # DEPENDENCYPART_GRANDPAR
(10,29),(29,21),-0.29949 # DEPENDENCYPART_GRANDPAR
(10,29),(29,22),-0.24045 # DEPENDENCYPART_GRANDPAR
(10,29),(29,23),-0.190694 # DEPENDENCYPART_GRANDPAR
(10,29),(29,24),-0.0893394 # DEPENDENCYPART_GRANDPAR
(10,29),(29,25),-0.14232 # DEPENDENCYPART_GRANDPAR
(10,29),(29,26),-0.0675382 # DEPENDENCYPART_GRANDPAR
(10,29),(29,27),-0.192428 # DEPENDENCYPART_GRANDPAR
(10,29),(29,28),-0.140531 # DEPENDENCYPART_GRANDPAR
(10,29),(29,30),-0.337631 # DEPENDENCYPART_GRANDPAR
(10,29),(29,31),-0.201235 # DEPENDENCYPART_GRANDPAR
(10,29),(29,32),-0.113598 # DEPENDENCYPART_GRANDPAR
(10,29),(29,33),-0.0470289 # DEPENDENCYPART_GRANDPAR
(10,29),(29,34),-1.27538 # DEPENDENCYPART_GRANDPAR
(10,31),(31,30),-0.358579 # DEPENDENCYPART_GRANDPAR
(10,33),(33,21),-0.222297 # DEPENDENCYPART_GRANDPAR
(10,33),(33,22),-0.124051 # DEPENDENCYPART_GRANDPAR
(10,33),(33,23),-0.105134 # DEPENDENCYPART_GRANDPAR
(10,33),(33,24),0.0307344 # DEPENDENCYPART_GRANDPAR
(10,33),(33,25),-0.0502596 # DEPENDENCYPART_GRANDPAR
(10,33),(33,26),0.0246979 # DEPENDENCYPART_GRANDPAR
(10,33),(33,27),-0.0342829 # DEPENDENCYPART_GRANDPAR
(10,33),(33,28),-0.0654495 # DEPENDENCYPART_GRANDPAR
(10,33),(33,30),-0.330303 # DEPENDENCYPART_GRANDPAR
(10,33),(33,31),-0.116541 # DEPENDENCYPART_GRANDPAR
(10,33),(33,32),-0.0144031 # DEPENDENCYPART_GRANDPAR
(11,3),(3,5),-0.529483 # DEPENDENCYPART_GRANDPAR
(11,3),(3,7),-0.486996 # DEPENDENCYPART_GRANDPAR
(11,5),(5,1),-0.30779 # DEPENDENCYPART_GRANDPAR
(11,5),(5,2),-0.111675 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),-0.39971 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),-0.0340373 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),-0.100042 # DEPENDENCYPART_GRANDPAR
(11,5),(5,7),-0.441715 # DEPENDENCYPART_GRANDPAR
(11,5),(5,8),-0.575619 # DEPENDENCYPART_GRANDPAR
(11,5),(5,9),-0.133523 # DEPENDENCYPART_GRANDPAR
(11,5),(5,10),0.122898 # DEPENDENCYPART_GRANDPAR
