# _root_ A Hexa és a RO-LA mellett már akad más támogatónk is , de mi azt szeretnénk , ha tovább bővülne ez a kör .
#goldHeads=2,6,6,5,6,8,8,13,10,8,8,13,0,16,16,13,16,16,20,15,23,23,20,13,
#predictedHeads=2,8,6,5,6,8,8,13,10,8,8,13,0,16,16,13,16,16,20,15,23,23,20,13,
(8,15),(15,13),-0.536775 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),-0.053166 # DEPENDENCYPART_GRANDPAR
(8,15),(15,17),-0.161076 # DEPENDENCYPART_GRANDPAR
(8,15),(15,18),-0.220147 # DEPENDENCYPART_GRANDPAR
(8,15),(15,19),-0.298666 # DEPENDENCYPART_GRANDPAR
(8,15),(15,20),-0.369945 # DEPENDENCYPART_GRANDPAR
(8,15),(15,21),-0.433624 # DEPENDENCYPART_GRANDPAR
(8,15),(15,23),-0.666547 # DEPENDENCYPART_GRANDPAR
(8,15),(15,24),-0.998722 # DEPENDENCYPART_GRANDPAR
(8,16),(16,1),-0.0361238 # DEPENDENCYPART_GRANDPAR
(8,16),(16,2),-0.123585 # DEPENDENCYPART_GRANDPAR
(8,16),(16,3),-0.199416 # DEPENDENCYPART_GRANDPAR
(8,16),(16,4),0.018074 # DEPENDENCYPART_GRANDPAR
(8,16),(16,5),0.0161898 # DEPENDENCYPART_GRANDPAR
(8,16),(16,6),0.27696 # DEPENDENCYPART_GRANDPAR
(8,16),(16,7),0.241637 # DEPENDENCYPART_GRANDPAR
(8,16),(16,8),-0.989375 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,16),(16,9),-0.173523 # DEPENDENCYPART_GRANDPAR
(8,16),(16,10),-0.19326 # DEPENDENCYPART_GRANDPAR
(8,16),(16,11),-0.212125 # DEPENDENCYPART_GRANDPAR
(8,16),(16,12),-0.242687 # DEPENDENCYPART_GRANDPAR
(8,16),(16,13),-0.487942 # DEPENDENCYPART_GRANDPAR
(8,16),(16,14),-0.737333 # DEPENDENCYPART_GRANDPAR
(8,16),(16,15),-0.277138 # DEPENDENCYPART_GRANDPAR
(8,16),(16,17),-0.177841 # DEPENDENCYPART_GRANDPAR
(8,16),(16,18),-0.224759 # DEPENDENCYPART_GRANDPAR
(8,16),(16,19),-0.292107 # DEPENDENCYPART_GRANDPAR
(8,16),(16,20),-0.418855 # DEPENDENCYPART_GRANDPAR
(8,16),(16,21),-0.377075 # DEPENDENCYPART_GRANDPAR
(8,16),(16,22),-0.504902 # DEPENDENCYPART_GRANDPAR
(8,16),(16,23),-0.673434 # DEPENDENCYPART_GRANDPAR
(8,16),(16,24),-1.03088 # DEPENDENCYPART_GRANDPAR
(8,18),(18,2),-0.498953 # DEPENDENCYPART_GRANDPAR
(8,18),(18,3),-0.474224 # DEPENDENCYPART_GRANDPAR
(8,18),(18,5),-0.359178 # DEPENDENCYPART_GRANDPAR
(8,18),(18,6),-0.0805587 # DEPENDENCYPART_GRANDPAR
(8,18),(18,7),-0.149499 # DEPENDENCYPART_GRANDPAR
(8,18),(18,8),-1.10483 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,18),(18,9),-0.30604 # DEPENDENCYPART_GRANDPAR
(8,18),(18,10),-0.336078 # DEPENDENCYPART_GRANDPAR
(8,18),(18,11),-0.467439 # DEPENDENCYPART_GRANDPAR
(8,18),(18,12),-0.383982 # DEPENDENCYPART_GRANDPAR
(8,18),(18,13),-0.627645 # DEPENDENCYPART_GRANDPAR
(8,18),(18,15),-0.433036 # DEPENDENCYPART_GRANDPAR
(8,18),(18,16),-0.26677 # DEPENDENCYPART_GRANDPAR
(8,18),(18,17),-0.347106 # DEPENDENCYPART_GRANDPAR
(8,18),(18,19),-0.531864 # DEPENDENCYPART_GRANDPAR
(8,18),(18,20),-0.854791 # DEPENDENCYPART_GRANDPAR
(8,18),(18,23),-0.926285 # DEPENDENCYPART_GRANDPAR
(8,18),(18,24),-1.21861 # DEPENDENCYPART_GRANDPAR
(8,19),(19,18),-0.238242 # DEPENDENCYPART_GRANDPAR
(8,19),(19,23),-0.684493 # DEPENDENCYPART_GRANDPAR
(8,20),(20,1),-0.0337953 # DEPENDENCYPART_GRANDPAR
(8,20),(20,2),-0.119189 # DEPENDENCYPART_GRANDPAR
(8,20),(20,3),-0.197044 # DEPENDENCYPART_GRANDPAR
(8,20),(20,4),0.0204025 # DEPENDENCYPART_GRANDPAR
(8,20),(20,5),0.0205856 # DEPENDENCYPART_GRANDPAR
(8,20),(20,6),0.279304 # DEPENDENCYPART_GRANDPAR
(8,20),(20,7),0.243996 # DEPENDENCYPART_GRANDPAR
(8,20),(20,8),-0.984997 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,20),(20,9),-0.170329 # DEPENDENCYPART_GRANDPAR
(8,20),(20,10),-0.190378 # DEPENDENCYPART_GRANDPAR
(8,20),(20,11),-0.210496 # DEPENDENCYPART_GRANDPAR
(8,20),(20,12),-0.241019 # DEPENDENCYPART_GRANDPAR
(8,20),(20,13),-0.486313 # DEPENDENCYPART_GRANDPAR
(8,20),(20,14),-0.734139 # DEPENDENCYPART_GRANDPAR
(8,20),(20,15),-0.272381 # DEPENDENCYPART_GRANDPAR
(8,20),(20,16),-0.143405 # DEPENDENCYPART_GRANDPAR
(8,20),(20,17),-0.204143 # DEPENDENCYPART_GRANDPAR
(8,20),(20,18),-0.230372 # DEPENDENCYPART_GRANDPAR
(8,20),(20,19),-0.349411 # DEPENDENCYPART_GRANDPAR
(8,20),(20,21),-0.376007 # DEPENDENCYPART_GRANDPAR
(8,20),(20,22),-0.503921 # DEPENDENCYPART_GRANDPAR
(8,20),(20,23),-0.675266 # DEPENDENCYPART_GRANDPAR
(8,20),(20,24),-1.03431 # DEPENDENCYPART_GRANDPAR
(8,21),(21,11),-0.367227 # DEPENDENCYPART_GRANDPAR
(8,21),(21,15),-0.304213 # DEPENDENCYPART_GRANDPAR
(8,21),(21,18),-0.280568 # DEPENDENCYPART_GRANDPAR
(8,21),(21,19),-0.390811 # DEPENDENCYPART_GRANDPAR
(8,21),(21,20),-0.499412 # DEPENDENCYPART_GRANDPAR
(8,21),(21,23),-0.614005 # DEPENDENCYPART_GRANDPAR
(8,21),(21,24),-0.969366 # DEPENDENCYPART_GRANDPAR
(8,23),(23,15),-0.113579 # DEPENDENCYPART_GRANDPAR
(8,23),(23,19),-0.299913 # DEPENDENCYPART_GRANDPAR
(8,23),(23,21),-0.446046 # DEPENDENCYPART_GRANDPAR
(8,23),(23,22),-0.566941 # DEPENDENCYPART_GRANDPAR
(9,10),(10,1),-0.719709 # DEPENDENCYPART_GRANDPAR
(9,10),(10,2),-0.885378 # DEPENDENCYPART_GRANDPAR
(9,10),(10,4),-0.710752 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-0.837189 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-0.574327 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.706121 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.743825 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.632121 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,5),-0.802802 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-0.571922 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-0.716352 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.786436 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.76787 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),-0.422861 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.534048 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.520425 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.351065 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.281722 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),-0.37877 # DEPENDENCYPART_GRANDPAR
(9,11),(11,18),-0.327241 # DEPENDENCYPART_GRANDPAR
(9,11),(11,19),-0.390554 # DEPENDENCYPART_GRANDPAR
(9,11),(11,21),-0.543753 # DEPENDENCYPART_GRANDPAR
(9,11),(11,23),-0.304888 # DEPENDENCYPART_GRANDPAR
(9,11),(11,24),-0.826174 # DEPENDENCYPART_GRANDPAR
(9,13),(13,2),-0.849819 # DEPENDENCYPART_GRANDPAR
(9,13),(13,3),-0.68634 # DEPENDENCYPART_GRANDPAR
(9,13),(13,5),-0.80163 # DEPENDENCYPART_GRANDPAR
(9,13),(13,6),-0.572315 # DEPENDENCYPART_GRANDPAR
(9,13),(13,7),-0.71734 # DEPENDENCYPART_GRANDPAR
(9,13),(13,8),-0.794483 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-0.777754 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,10),-0.433977 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),-0.611063 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),-0.513695 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.331749 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),-0.250355 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),-0.416971 # DEPENDENCYPART_GRANDPAR
(9,13),(13,18),-0.343408 # DEPENDENCYPART_GRANDPAR
(9,13),(13,19),-0.366587 # DEPENDENCYPART_GRANDPAR
(9,13),(13,20),-0.272683 # DEPENDENCYPART_GRANDPAR
(9,13),(13,21),-0.522436 # DEPENDENCYPART_GRANDPAR
(9,13),(13,23),-0.324881 # DEPENDENCYPART_GRANDPAR
(9,13),(13,24),-0.823629 # DEPENDENCYPART_GRANDPAR
(9,16),(16,1),-0.73126 # DEPENDENCYPART_GRANDPAR
(9,16),(16,2),-0.908863 # DEPENDENCYPART_GRANDPAR
(9,16),(16,3),-0.742175 # DEPENDENCYPART_GRANDPAR
(9,16),(16,4),-0.722303 # DEPENDENCYPART_GRANDPAR
(9,16),(16,5),-0.860674 # DEPENDENCYPART_GRANDPAR
(9,16),(16,6),-0.584968 # DEPENDENCYPART_GRANDPAR
(9,16),(16,7),-0.726876 # DEPENDENCYPART_GRANDPAR
(9,16),(16,8),-0.830896 # DEPENDENCYPART_GRANDPAR
(9,16),(16,9),-0.610536 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,16),(16,10),-0.235389 # DEPENDENCYPART_GRANDPAR
(9,16),(16,11),-0.352753 # DEPENDENCYPART_GRANDPAR
(9,16),(16,12),-0.385113 # DEPENDENCYPART_GRANDPAR
(9,16),(16,13),-0.352849 # DEPENDENCYPART_GRANDPAR
(9,16),(16,14),-0.291445 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),-0.188804 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),-0.242233 # DEPENDENCYPART_GRANDPAR
(9,16),(16,18),-0.196934 # DEPENDENCYPART_GRANDPAR
(9,16),(16,19),-0.207362 # DEPENDENCYPART_GRANDPAR
(9,16),(16,20),-0.0947781 # DEPENDENCYPART_GRANDPAR
(9,16),(16,21),-0.369758 # DEPENDENCYPART_GRANDPAR
(9,16),(16,22),-0.110976 # DEPENDENCYPART_GRANDPAR
(9,16),(16,23),-0.1353 # DEPENDENCYPART_GRANDPAR
(9,16),(16,24),-0.748833 # DEPENDENCYPART_GRANDPAR
(9,20),(20,1),-0.73126 # DEPENDENCYPART_GRANDPAR
(9,20),(20,2),-0.907829 # DEPENDENCYPART_GRANDPAR
(9,20),(20,3),-0.742154 # DEPENDENCYPART_GRANDPAR
(9,20),(20,4),-0.722303 # DEPENDENCYPART_GRANDPAR
(9,20),(20,5),-0.85964 # DEPENDENCYPART_GRANDPAR
(9,20),(20,6),-0.58496 # DEPENDENCYPART_GRANDPAR
(9,20),(20,7),-0.726861 # DEPENDENCYPART_GRANDPAR
(9,20),(20,8),-0.830298 # DEPENDENCYPART_GRANDPAR
(9,20),(20,9),-0.608972 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,20),(20,10),-0.23476 # DEPENDENCYPART_GRANDPAR
(9,20),(20,11),-0.352753 # DEPENDENCYPART_GRANDPAR
(9,20),(20,12),-0.385094 # DEPENDENCYPART_GRANDPAR
(9,20),(20,13),-0.352849 # DEPENDENCYPART_GRANDPAR
(9,20),(20,14),-0.289881 # DEPENDENCYPART_GRANDPAR
(9,20),(20,15),-0.185676 # DEPENDENCYPART_GRANDPAR
(9,20),(20,16),-0.0729414 # DEPENDENCYPART_GRANDPAR
(9,20),(20,17),-0.229815 # DEPENDENCYPART_GRANDPAR
(9,20),(20,18),-0.130071 # DEPENDENCYPART_GRANDPAR
(9,20),(20,19),-0.211936 # DEPENDENCYPART_GRANDPAR
(9,20),(20,21),-0.368511 # DEPENDENCYPART_GRANDPAR
(9,20),(20,22),-0.109808 # DEPENDENCYPART_GRANDPAR
(9,20),(20,23),-0.136945 # DEPENDENCYPART_GRANDPAR
(9,20),(20,24),-0.752083 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),-1.01927 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),-0.396262 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),-1.01927 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),-0.527286 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.3692 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.93572 # DEPENDENCYPART_GRANDPAR
(10,5),(5,9),-0.491028 # DEPENDENCYPART_GRANDPAR
(10,6),(6,1),-1.20293 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),-0.503464 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.347573 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-1.11938 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.337764 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),-0.18672 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),-0.575446 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.405324 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.409746 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.288176 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-1.70236 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,1),-1.18514 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),-0.506798 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-0.466319 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-1.10158 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.341098 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.248963 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.235737 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.494345 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-1.7679 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-0.639956 # DEPENDENCYPART_GRANDPAR
(10,8),(8,12),-0.647693 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),-0.598887 # DEPENDENCYPART_GRANDPAR
(10,8),(8,14),-0.650438 # DEPENDENCYPART_GRANDPAR
(10,8),(8,15),-0.580372 # DEPENDENCYPART_GRANDPAR
(10,8),(8,16),-0.372337 # DEPENDENCYPART_GRANDPAR
(10,8),(8,17),-0.459026 # DEPENDENCYPART_GRANDPAR
(10,8),(8,18),-0.683216 # DEPENDENCYPART_GRANDPAR
(10,8),(8,19),-0.658374 # DEPENDENCYPART_GRANDPAR
(10,8),(8,20),-0.47525 # DEPENDENCYPART_GRANDPAR
(10,8),(8,21),-0.728215 # DEPENDENCYPART_GRANDPAR
(10,8),(8,23),-1.01304 # DEPENDENCYPART_GRANDPAR
(10,8),(8,24),-0.910673 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-1.3984 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.294939 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-0.305772 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-0.225967 # DEPENDENCYPART_GRANDPAR
(10,9),(9,16),0.105797 # DEPENDENCYPART_GRANDPAR
(10,9),(9,17),-0.117105 # DEPENDENCYPART_GRANDPAR
(10,9),(9,20),0.00285646 # DEPENDENCYPART_GRANDPAR
(11,5),(5,1),-0.182825 # DEPENDENCYPART_GRANDPAR
(11,5),(5,2),-0.380403 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),-0.264657 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),-0.142232 # DEPENDENCYPART_GRANDPAR
(11,5),(5,9),-0.0857081 # DEPENDENCYPART_GRANDPAR
(11,6),(6,1),-0.274715 # DEPENDENCYPART_GRANDPAR
(11,6),(6,2),-0.420044 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),-0.30353 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-0.234122 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.453478 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),-0.389794 # DEPENDENCYPART_GRANDPAR
(11,7),(7,2),-0.402423 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),-0.235064 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.435857 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.341072 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),-0.193649 # DEPENDENCYPART_GRANDPAR
(11,8),(8,1),-0.218337 # DEPENDENCYPART_GRANDPAR
(11,8),(8,2),-0.474695 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),-0.377474 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-0.177744 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.508129 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.360437 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.349747 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),-0.211358 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),-0.282137 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-1.20545 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,12),-0.749599 # DEPENDENCYPART_GRANDPAR
(11,8),(8,13),-0.820219 # DEPENDENCYPART_GRANDPAR
(11,8),(8,14),-0.408081 # DEPENDENCYPART_GRANDPAR
(11,8),(8,15),-0.654647 # DEPENDENCYPART_GRANDPAR
(11,8),(8,16),-1.0133 # DEPENDENCYPART_GRANDPAR
(11,8),(8,17),-0.890377 # DEPENDENCYPART_GRANDPAR
(11,8),(8,18),-0.956877 # DEPENDENCYPART_GRANDPAR
(11,8),(8,19),-0.850716 # DEPENDENCYPART_GRANDPAR
(11,8),(8,20),-1.02282 # DEPENDENCYPART_GRANDPAR
(11,8),(8,21),-0.820609 # DEPENDENCYPART_GRANDPAR
(11,8),(8,23),-1.51639 # DEPENDENCYPART_GRANDPAR
(11,8),(8,24),-1.09697 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),-0.228084 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-0.88812 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),-0.441514 # DEPENDENCYPART_GRANDPAR
(11,9),(9,13),-0.476739 # DEPENDENCYPART_GRANDPAR
(11,9),(9,16),-0.659438 # DEPENDENCYPART_GRANDPAR
(11,9),(9,17),-0.582292 # DEPENDENCYPART_GRANDPAR
(11,9),(9,20),-0.668985 # DEPENDENCYPART_GRANDPAR
(11,10),(10,1),-0.182825 # DEPENDENCYPART_GRANDPAR
(11,10),(10,2),-0.380403 # DEPENDENCYPART_GRANDPAR
(11,10),(10,4),-0.142232 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),-0.413838 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),-0.373379 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.392001 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.268886 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.0262805 # DEPENDENCYPART_GRANDPAR
(11,13),(13,2),-1.10569 # DEPENDENCYPART_GRANDPAR
(11,13),(13,3),-0.817305 # DEPENDENCYPART_GRANDPAR
(11,13),(13,5),-1.13913 # DEPENDENCYPART_GRANDPAR
(11,13),(13,6),-0.793965 # DEPENDENCYPART_GRANDPAR
(11,13),(13,7),-0.825428 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-0.94611 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-0.551935 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.838324 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.44475 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),0.0405702 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.0261707 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.169374 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.278847 # DEPENDENCYPART_GRANDPAR
(11,13),(13,18),-0.164973 # DEPENDENCYPART_GRANDPAR
(11,13),(13,19),-0.178324 # DEPENDENCYPART_GRANDPAR
(11,13),(13,20),-0.178586 # DEPENDENCYPART_GRANDPAR
(11,13),(13,21),-0.148088 # DEPENDENCYPART_GRANDPAR
(11,13),(13,23),-0.540941 # DEPENDENCYPART_GRANDPAR
(11,13),(13,24),-0.439198 # DEPENDENCYPART_GRANDPAR
(11,15),(15,8),-0.773868 # DEPENDENCYPART_GRANDPAR
(11,15),(15,10),-0.748133 # DEPENDENCYPART_GRANDPAR
(11,15),(15,11),-0.403843 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,15),(15,12),0.0297566 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),-0.0432831 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.202534 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),-0.216022 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),-0.218516 # DEPENDENCYPART_GRANDPAR
(11,15),(15,19),-0.219604 # DEPENDENCYPART_GRANDPAR
(11,15),(15,20),-0.211906 # DEPENDENCYPART_GRANDPAR
(11,15),(15,21),-0.226715 # DEPENDENCYPART_GRANDPAR
(11,15),(15,23),-0.540033 # DEPENDENCYPART_GRANDPAR
(11,15),(15,24),-0.528518 # DEPENDENCYPART_GRANDPAR
(11,16),(16,1),-0.897115 # DEPENDENCYPART_GRANDPAR
(11,16),(16,2),-1.43032 # DEPENDENCYPART_GRANDPAR
(11,16),(16,3),-1.07801 # DEPENDENCYPART_GRANDPAR
(11,16),(16,4),-0.856522 # DEPENDENCYPART_GRANDPAR
(11,16),(16,5),-1.46376 # DEPENDENCYPART_GRANDPAR
(11,16),(16,6),-1.00721 # DEPENDENCYPART_GRANDPAR
(11,16),(16,7),-1.03605 # DEPENDENCYPART_GRANDPAR
(11,16),(16,8),-1.17988 # DEPENDENCYPART_GRANDPAR
(11,16),(16,9),-0.764727 # DEPENDENCYPART_GRANDPAR
(11,16),(16,10),-1.16295 # DEPENDENCYPART_GRANDPAR
(11,16),(16,11),-0.333432 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,16),(16,12),-0.0763534 # DEPENDENCYPART_GRANDPAR
(11,16),(16,13),-0.0680908 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),0.168157 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),-0.0651593 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.226055 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),-0.150009 # DEPENDENCYPART_GRANDPAR
(11,16),(16,19),-0.18609 # DEPENDENCYPART_GRANDPAR
(11,16),(16,20),-0.149839 # DEPENDENCYPART_GRANDPAR
(11,16),(16,21),-0.179127 # DEPENDENCYPART_GRANDPAR
(11,16),(16,22),-0.404873 # DEPENDENCYPART_GRANDPAR
(11,16),(16,23),-0.559387 # DEPENDENCYPART_GRANDPAR
(11,16),(16,24),-0.496947 # DEPENDENCYPART_GRANDPAR
(11,18),(18,2),-1.10107 # DEPENDENCYPART_GRANDPAR
(11,18),(18,3),-0.812575 # DEPENDENCYPART_GRANDPAR
(11,18),(18,5),-1.1345 # DEPENDENCYPART_GRANDPAR
(11,18),(18,6),-0.790152 # DEPENDENCYPART_GRANDPAR
(11,18),(18,7),-0.821203 # DEPENDENCYPART_GRANDPAR
(11,18),(18,8),-0.932575 # DEPENDENCYPART_GRANDPAR
(11,18),(18,9),-0.547009 # DEPENDENCYPART_GRANDPAR
(11,18),(18,10),-0.833697 # DEPENDENCYPART_GRANDPAR
(11,18),(18,11),-0.402017 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,18),(18,12),0.00382909 # DEPENDENCYPART_GRANDPAR
(11,18),(18,13),-0.0336671 # DEPENDENCYPART_GRANDPAR
(11,18),(18,15),0.032758 # DEPENDENCYPART_GRANDPAR
(11,18),(18,16),-0.0905791 # DEPENDENCYPART_GRANDPAR
(11,18),(18,17),-0.136949 # DEPENDENCYPART_GRANDPAR
(11,18),(18,19),-0.141475 # DEPENDENCYPART_GRANDPAR
(11,18),(18,20),-0.171352 # DEPENDENCYPART_GRANDPAR
(11,18),(18,23),-0.492406 # DEPENDENCYPART_GRANDPAR
(11,18),(18,24),-0.446062 # DEPENDENCYPART_GRANDPAR
(11,19),(19,18),-0.0762982 # DEPENDENCYPART_GRANDPAR
(11,19),(19,23),-0.465381 # DEPENDENCYPART_GRANDPAR
(11,21),(21,11),-0.400163 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,21),(21,15),-0.0158802 # DEPENDENCYPART_GRANDPAR
(11,21),(21,18),-0.12659 # DEPENDENCYPART_GRANDPAR
(11,21),(21,19),-0.183663 # DEPENDENCYPART_GRANDPAR
(11,21),(21,20),-0.161843 # DEPENDENCYPART_GRANDPAR
(11,21),(21,23),-0.489593 # DEPENDENCYPART_GRANDPAR
(11,21),(21,24),-0.496857 # DEPENDENCYPART_GRANDPAR
(11,23),(23,15),0.0210987 # DEPENDENCYPART_GRANDPAR
(11,23),(23,19),-0.171174 # DEPENDENCYPART_GRANDPAR
(11,23),(23,21),-0.18705 # DEPENDENCYPART_GRANDPAR
(11,23),(23,22),-0.476699 # DEPENDENCYPART_GRANDPAR
(13,2),(2,1),-0.292564 # DEPENDENCYPART_GRANDPAR
(13,3),(3,1),-0.209566 # DEPENDENCYPART_GRANDPAR
(13,3),(3,2),-0.0944249 # DEPENDENCYPART_GRANDPAR
(13,3),(3,4),-0.290316 # DEPENDENCYPART_GRANDPAR
(13,3),(3,5),-0.0984585 # DEPENDENCYPART_GRANDPAR
(13,3),(3,6),0.26026 # DEPENDENCYPART_GRANDPAR
(13,3),(3,7),0.175092 # DEPENDENCYPART_GRANDPAR
(13,3),(3,8),0.256057 # DEPENDENCYPART_GRANDPAR
(13,3),(3,10),0.0772115 # DEPENDENCYPART_GRANDPAR
(13,3),(3,11),0.0514264 # DEPENDENCYPART_GRANDPAR
(13,3),(3,12),-0.104406 # DEPENDENCYPART_GRANDPAR
(13,3),(3,13),-0.787723 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,3),(3,15),-0.219648 # DEPENDENCYPART_GRANDPAR
(13,3),(3,16),-0.541694 # DEPENDENCYPART_GRANDPAR
(13,3),(3,17),-0.293828 # DEPENDENCYPART_GRANDPAR
(13,3),(3,18),-0.468186 # DEPENDENCYPART_GRANDPAR
