# _root_ Nagy_Lajos , a kisgazdapárt helyi vezetője azt szeretné elérni , hogy a gázvagyonért kapott 45_millió forint felhasználását ellenőrizhessék .
#goldHeads=8,8,4,6,6,8,9,0,8,8,8,13,14,16,16,17,18,7,8,
#predictedHeads=8,8,4,6,6,8,9,0,8,8,8,13,14,16,16,17,18,7,8,
(14,6),(6,1),-0.506665 # DEPENDENCYPART_GRANDPAR
(14,6),(6,2),-0.146127 # DEPENDENCYPART_GRANDPAR
(14,6),(6,3),-0.163638 # DEPENDENCYPART_GRANDPAR
(14,6),(6,4),-0.250303 # DEPENDENCYPART_GRANDPAR
(14,6),(6,5),-0.255675 # DEPENDENCYPART_GRANDPAR
(14,6),(6,8),-0.069396 # DEPENDENCYPART_GRANDPAR
(14,6),(6,9),-0.048213 # DEPENDENCYPART_GRANDPAR
(14,6),(6,10),-0.0667134 # DEPENDENCYPART_GRANDPAR
(14,6),(6,15),-0.606977 # DEPENDENCYPART_GRANDPAR
(14,6),(6,18),-0.421079 # DEPENDENCYPART_GRANDPAR
(14,6),(6,19),-0.716845 # DEPENDENCYPART_GRANDPAR
(14,7),(7,1),-0.566912 # DEPENDENCYPART_GRANDPAR
(14,7),(7,2),-0.177546 # DEPENDENCYPART_GRANDPAR
(14,7),(7,4),-0.31382 # DEPENDENCYPART_GRANDPAR
(14,7),(7,5),-0.323867 # DEPENDENCYPART_GRANDPAR
(14,7),(7,6),-0.568827 # DEPENDENCYPART_GRANDPAR
(14,7),(7,8),-0.103837 # DEPENDENCYPART_GRANDPAR
(14,7),(7,9),-0.0826044 # DEPENDENCYPART_GRANDPAR
(14,7),(7,10),-0.103096 # DEPENDENCYPART_GRANDPAR
(14,7),(7,11),-0.0584466 # DEPENDENCYPART_GRANDPAR
(14,7),(7,13),-0.0629281 # DEPENDENCYPART_GRANDPAR
(14,7),(7,14),-0.689074 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,7),(7,15),-0.54424 # DEPENDENCYPART_GRANDPAR
(14,7),(7,16),-0.347875 # DEPENDENCYPART_GRANDPAR
(14,7),(7,17),-0.347958 # DEPENDENCYPART_GRANDPAR
(14,7),(7,18),-0.152031 # DEPENDENCYPART_GRANDPAR
(14,7),(7,19),-0.666964 # DEPENDENCYPART_GRANDPAR
(14,8),(8,1),-0.550499 # DEPENDENCYPART_GRANDPAR
(14,8),(8,2),-0.19426 # DEPENDENCYPART_GRANDPAR
(14,8),(8,3),-0.209298 # DEPENDENCYPART_GRANDPAR
(14,8),(8,4),-0.299089 # DEPENDENCYPART_GRANDPAR
(14,8),(8,5),-0.336466 # DEPENDENCYPART_GRANDPAR
(14,8),(8,6),-0.550323 # DEPENDENCYPART_GRANDPAR
(14,8),(8,7),-0.479599 # DEPENDENCYPART_GRANDPAR
(14,8),(8,9),-0.118089 # DEPENDENCYPART_GRANDPAR
(14,8),(8,10),-0.226303 # DEPENDENCYPART_GRANDPAR
(14,8),(8,11),-0.128088 # DEPENDENCYPART_GRANDPAR
(14,8),(8,12),-0.155898 # DEPENDENCYPART_GRANDPAR
(14,8),(8,13),-0.0975067 # DEPENDENCYPART_GRANDPAR
(14,8),(8,14),-0.831413 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,8),(8,15),-0.560983 # DEPENDENCYPART_GRANDPAR
(14,8),(8,16),-0.531086 # DEPENDENCYPART_GRANDPAR
(14,8),(8,17),-0.531105 # DEPENDENCYPART_GRANDPAR
(14,8),(8,18),-0.461938 # DEPENDENCYPART_GRANDPAR
(14,8),(8,19),-0.712729 # DEPENDENCYPART_GRANDPAR
(14,9),(9,1),-0.551298 # DEPENDENCYPART_GRANDPAR
(14,9),(9,2),-0.20033 # DEPENDENCYPART_GRANDPAR
(14,9),(9,3),-0.209955 # DEPENDENCYPART_GRANDPAR
(14,9),(9,4),-0.299888 # DEPENDENCYPART_GRANDPAR
(14,9),(9,5),-0.337129 # DEPENDENCYPART_GRANDPAR
(14,9),(9,6),-0.551122 # DEPENDENCYPART_GRANDPAR
(14,9),(9,7),-0.481167 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),-0.0689747 # DEPENDENCYPART_GRANDPAR
(14,9),(9,10),-0.23539 # DEPENDENCYPART_GRANDPAR
(14,9),(9,11),-0.126657 # DEPENDENCYPART_GRANDPAR
(14,9),(9,12),-0.155926 # DEPENDENCYPART_GRANDPAR
(14,9),(9,13),-0.0991767 # DEPENDENCYPART_GRANDPAR
(14,9),(9,14),-0.832453 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,9),(9,15),-0.560987 # DEPENDENCYPART_GRANDPAR
(14,9),(9,16),-0.526017 # DEPENDENCYPART_GRANDPAR
(14,9),(9,17),-0.526036 # DEPENDENCYPART_GRANDPAR
(14,9),(9,18),-0.46179 # DEPENDENCYPART_GRANDPAR
(14,9),(9,19),-0.712729 # DEPENDENCYPART_GRANDPAR
(14,11),(11,1),-0.66272 # DEPENDENCYPART_GRANDPAR
(14,11),(11,2),-0.311086 # DEPENDENCYPART_GRANDPAR
(14,11),(11,4),-0.409628 # DEPENDENCYPART_GRANDPAR
(14,11),(11,5),-0.414118 # DEPENDENCYPART_GRANDPAR
(14,11),(11,6),-0.664939 # DEPENDENCYPART_GRANDPAR
(14,11),(11,7),-0.56859 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),-0.219173 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),-0.198898 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),-0.235107 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),0.0207167 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-0.842727 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,15),-0.585787 # DEPENDENCYPART_GRANDPAR
(14,11),(11,16),-0.525986 # DEPENDENCYPART_GRANDPAR
(14,11),(11,17),-0.526046 # DEPENDENCYPART_GRANDPAR
(14,11),(11,18),-0.460852 # DEPENDENCYPART_GRANDPAR
(14,11),(11,19),-0.705809 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-0.837843 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,7),-0.396266 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),0.00695606 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-0.871659 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.606977 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-0.564213 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),-0.386075 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-0.405305 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.411236 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.420481 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),-0.0893706 # DEPENDENCYPART_GRANDPAR
(14,15),(15,19),-0.377207 # DEPENDENCYPART_GRANDPAR
(14,16),(16,7),-0.859853 # DEPENDENCYPART_GRANDPAR
(14,16),(16,9),-0.443853 # DEPENDENCYPART_GRANDPAR
(14,16),(16,10),-0.440174 # DEPENDENCYPART_GRANDPAR
(14,16),(16,11),-0.403653 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),-0.471498 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-0.506745 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.413086 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),-0.224634 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),0.00646043 # DEPENDENCYPART_GRANDPAR
(14,17),(17,4),-0.820991 # DEPENDENCYPART_GRANDPAR
(14,17),(17,6),-1.08209 # DEPENDENCYPART_GRANDPAR
(14,17),(17,7),-0.859816 # DEPENDENCYPART_GRANDPAR
(14,17),(17,9),-0.443764 # DEPENDENCYPART_GRANDPAR
(14,17),(17,10),-0.440158 # DEPENDENCYPART_GRANDPAR
(14,17),(17,11),-0.403637 # DEPENDENCYPART_GRANDPAR
(14,17),(17,12),-0.47128 # DEPENDENCYPART_GRANDPAR
(14,17),(17,13),-0.506703 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-0.402159 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,15),-0.231282 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),-0.0251176 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),-0.323043 # DEPENDENCYPART_GRANDPAR
(14,18),(18,1),-1.04163 # DEPENDENCYPART_GRANDPAR
(14,18),(18,2),-0.547994 # DEPENDENCYPART_GRANDPAR
(14,18),(18,4),-0.788536 # DEPENDENCYPART_GRANDPAR
(14,18),(18,5),-0.6927 # DEPENDENCYPART_GRANDPAR
(14,18),(18,6),-1.04824 # DEPENDENCYPART_GRANDPAR
(14,18),(18,7),-0.820963 # DEPENDENCYPART_GRANDPAR
(14,18),(18,8),-0.505688 # DEPENDENCYPART_GRANDPAR
(14,18),(18,9),-0.484421 # DEPENDENCYPART_GRANDPAR
(14,18),(18,10),-0.472015 # DEPENDENCYPART_GRANDPAR
(14,18),(18,11),-0.479369 # DEPENDENCYPART_GRANDPAR
(14,18),(18,12),-0.433081 # DEPENDENCYPART_GRANDPAR
(14,18),(18,13),-0.474248 # DEPENDENCYPART_GRANDPAR
(14,18),(18,14),-0.457981 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,18),(18,15),-0.270285 # DEPENDENCYPART_GRANDPAR
(14,18),(18,16),-0.161716 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),-0.154966 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),-0.327973 # DEPENDENCYPART_GRANDPAR
(15,11),(11,1),-0.629923 # DEPENDENCYPART_GRANDPAR
(15,11),(11,2),-0.487207 # DEPENDENCYPART_GRANDPAR
(15,11),(11,4),-0.458098 # DEPENDENCYPART_GRANDPAR
(15,11),(11,5),-0.697507 # DEPENDENCYPART_GRANDPAR
(15,11),(11,6),-0.645871 # DEPENDENCYPART_GRANDPAR
(15,11),(11,7),-0.471806 # DEPENDENCYPART_GRANDPAR
(15,11),(11,8),-0.438189 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),-0.412701 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),-0.415243 # DEPENDENCYPART_GRANDPAR
(15,11),(11,13),-0.164619 # DEPENDENCYPART_GRANDPAR
(15,11),(11,14),-0.409278 # DEPENDENCYPART_GRANDPAR
(15,11),(11,15),-0.981161 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,11),(11,16),-0.617971 # DEPENDENCYPART_GRANDPAR
(15,11),(11,17),-0.689154 # DEPENDENCYPART_GRANDPAR
(15,11),(11,18),-0.52931 # DEPENDENCYPART_GRANDPAR
(15,11),(11,19),-0.89077 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),-0.344044 # DEPENDENCYPART_GRANDPAR
(15,13),(13,7),-0.414499 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.218864 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),-0.371257 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-0.994643 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,16),-0.646065 # DEPENDENCYPART_GRANDPAR
(15,14),(14,1),-0.589296 # DEPENDENCYPART_GRANDPAR
(15,14),(14,4),-0.41747 # DEPENDENCYPART_GRANDPAR
(15,14),(14,6),-0.603959 # DEPENDENCYPART_GRANDPAR
(15,14),(14,7),-0.385232 # DEPENDENCYPART_GRANDPAR
(15,14),(14,8),-0.381046 # DEPENDENCYPART_GRANDPAR
(15,14),(14,9),-0.354966 # DEPENDENCYPART_GRANDPAR
(15,14),(14,10),-0.3681 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),-0.147149 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),-0.147666 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.167004 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-0.982897 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),-0.587668 # DEPENDENCYPART_GRANDPAR
(15,14),(14,17),-0.659421 # DEPENDENCYPART_GRANDPAR
(15,14),(14,18),-0.470385 # DEPENDENCYPART_GRANDPAR
(15,14),(14,19),-0.891825 # DEPENDENCYPART_GRANDPAR
(15,16),(16,7),-0.790298 # DEPENDENCYPART_GRANDPAR
(15,16),(16,9),-0.700349 # DEPENDENCYPART_GRANDPAR
(15,16),(16,10),-0.701518 # DEPENDENCYPART_GRANDPAR
(15,16),(16,11),-0.478136 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-0.617835 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-0.609861 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.792894 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.592876 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),-0.265744 # DEPENDENCYPART_GRANDPAR
(16,7),(7,1),-0.872796 # DEPENDENCYPART_GRANDPAR
(16,7),(7,2),-0.639786 # DEPENDENCYPART_GRANDPAR
(16,7),(7,4),-0.470338 # DEPENDENCYPART_GRANDPAR
(16,7),(7,5),-1.03614 # DEPENDENCYPART_GRANDPAR
(16,7),(7,6),-0.862231 # DEPENDENCYPART_GRANDPAR
(16,7),(7,8),-0.305919 # DEPENDENCYPART_GRANDPAR
(16,7),(7,9),-0.28632 # DEPENDENCYPART_GRANDPAR
(16,7),(7,10),-0.351817 # DEPENDENCYPART_GRANDPAR
(16,7),(7,11),-0.337214 # DEPENDENCYPART_GRANDPAR
(16,7),(7,13),0.143392 # DEPENDENCYPART_GRANDPAR
(16,7),(7,14),-0.34536 # DEPENDENCYPART_GRANDPAR
(16,7),(7,15),-0.143596 # DEPENDENCYPART_GRANDPAR
(16,7),(7,16),-0.508726 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,7),(7,17),-0.107664 # DEPENDENCYPART_GRANDPAR
(16,7),(7,18),-0.453911 # DEPENDENCYPART_GRANDPAR
(16,7),(7,19),-0.486301 # DEPENDENCYPART_GRANDPAR
(16,9),(9,1),-0.816694 # DEPENDENCYPART_GRANDPAR
(16,9),(9,2),-0.652765 # DEPENDENCYPART_GRANDPAR
(16,9),(9,3),-0.908245 # DEPENDENCYPART_GRANDPAR
(16,9),(9,4),-0.415905 # DEPENDENCYPART_GRANDPAR
(16,9),(9,5),-1.05799 # DEPENDENCYPART_GRANDPAR
(16,9),(9,6),-0.807183 # DEPENDENCYPART_GRANDPAR
(16,9),(9,7),-0.385503 # DEPENDENCYPART_GRANDPAR
(16,9),(9,8),-0.345398 # DEPENDENCYPART_GRANDPAR
(16,9),(9,10),-0.425434 # DEPENDENCYPART_GRANDPAR
(16,9),(9,11),-0.33111 # DEPENDENCYPART_GRANDPAR
(16,9),(9,12),-0.598852 # DEPENDENCYPART_GRANDPAR
(16,9),(9,13),0.14271 # DEPENDENCYPART_GRANDPAR
(16,9),(9,14),-0.194675 # DEPENDENCYPART_GRANDPAR
(16,9),(9,15),-0.106372 # DEPENDENCYPART_GRANDPAR
(16,9),(9,16),-0.944802 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,9),(9,17),-0.543682 # DEPENDENCYPART_GRANDPAR
(16,9),(9,18),-1.0264 # DEPENDENCYPART_GRANDPAR
(16,9),(9,19),-0.73568 # DEPENDENCYPART_GRANDPAR
(16,11),(11,1),-0.888115 # DEPENDENCYPART_GRANDPAR
(16,11),(11,2),-0.692948 # DEPENDENCYPART_GRANDPAR
(16,11),(11,4),-0.485656 # DEPENDENCYPART_GRANDPAR
(16,11),(11,5),-1.0642 # DEPENDENCYPART_GRANDPAR
(16,11),(11,6),-0.877866 # DEPENDENCYPART_GRANDPAR
(16,11),(11,7),-0.424011 # DEPENDENCYPART_GRANDPAR
(16,11),(11,8),-0.430009 # DEPENDENCYPART_GRANDPAR
(16,11),(11,9),-0.409136 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),-0.452677 # DEPENDENCYPART_GRANDPAR
(16,11),(11,13),0.217023 # DEPENDENCYPART_GRANDPAR
(16,11),(11,14),-0.298765 # DEPENDENCYPART_GRANDPAR
(16,11),(11,15),-0.0808212 # DEPENDENCYPART_GRANDPAR
(16,11),(11,16),-0.953992 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,11),(11,17),-0.552915 # DEPENDENCYPART_GRANDPAR
(16,11),(11,18),-1.04201 # DEPENDENCYPART_GRANDPAR
(16,11),(11,19),-0.736852 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),-0.318082 # DEPENDENCYPART_GRANDPAR
(16,13),(13,7),-0.299691 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.415569 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),-0.224759 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),-0.101329 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-1.0121 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,1),-0.651289 # DEPENDENCYPART_GRANDPAR
(16,14),(14,4),-0.248831 # DEPENDENCYPART_GRANDPAR
(16,14),(14,6),-0.640098 # DEPENDENCYPART_GRANDPAR
(16,14),(14,7),-0.183829 # DEPENDENCYPART_GRANDPAR
(16,14),(14,8),-0.235355 # DEPENDENCYPART_GRANDPAR
(16,14),(14,9),-0.213893 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),-0.267426 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-0.257537 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.409849 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),0.368666 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),-0.119765 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-0.94126 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),-0.540753 # DEPENDENCYPART_GRANDPAR
(16,14),(14,18),-0.990458 # DEPENDENCYPART_GRANDPAR
(16,14),(14,19),-0.752336 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),-0.461069 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.65822 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),0.06903 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.46829 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-0.889509 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,19),-0.724221 # DEPENDENCYPART_GRANDPAR
(16,17),(17,4),-0.913071 # DEPENDENCYPART_GRANDPAR
(16,17),(17,6),-1.30463 # DEPENDENCYPART_GRANDPAR
(16,17),(17,7),-0.737698 # DEPENDENCYPART_GRANDPAR
(16,17),(17,9),-0.641115 # DEPENDENCYPART_GRANDPAR
(16,17),(17,10),-0.69742 # DEPENDENCYPART_GRANDPAR
(16,17),(17,11),-0.689866 # DEPENDENCYPART_GRANDPAR
(16,17),(17,12),-1.00385 # DEPENDENCYPART_GRANDPAR
(16,17),(17,13),-0.295575 # DEPENDENCYPART_GRANDPAR
(16,17),(17,14),-0.788434 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-0.543864 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-0.414859 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,19),-0.371215 # DEPENDENCYPART_GRANDPAR
(17,4),(4,1),-0.48911 # DEPENDENCYPART_GRANDPAR
(17,4),(4,2),-0.0863311 # DEPENDENCYPART_GRANDPAR
(17,4),(4,3),-0.0723898 # DEPENDENCYPART_GRANDPAR
(17,4),(4,6),-0.480709 # DEPENDENCYPART_GRANDPAR
(17,4),(4,8),0.030467 # DEPENDENCYPART_GRANDPAR
(17,4),(4,18),-0.940334 # DEPENDENCYPART_GRANDPAR
(17,6),(6,1),-0.500419 # DEPENDENCYPART_GRANDPAR
(17,6),(6,2),-0.104548 # DEPENDENCYPART_GRANDPAR
(17,6),(6,3),-0.092963 # DEPENDENCYPART_GRANDPAR
(17,6),(6,4),-0.322425 # DEPENDENCYPART_GRANDPAR
(17,6),(6,5),-0.135477 # DEPENDENCYPART_GRANDPAR
(17,6),(6,8),0.0517957 # DEPENDENCYPART_GRANDPAR
(17,6),(6,9),0.273752 # DEPENDENCYPART_GRANDPAR
(17,6),(6,10),0.213953 # DEPENDENCYPART_GRANDPAR
(17,6),(6,15),0.462937 # DEPENDENCYPART_GRANDPAR
(17,6),(6,18),-0.940724 # DEPENDENCYPART_GRANDPAR
(17,6),(6,19),-0.638646 # DEPENDENCYPART_GRANDPAR
(17,7),(7,1),-0.531055 # DEPENDENCYPART_GRANDPAR
(17,7),(7,2),-0.165938 # DEPENDENCYPART_GRANDPAR
(17,7),(7,4),-0.356332 # DEPENDENCYPART_GRANDPAR
(17,7),(7,5),-0.207808 # DEPENDENCYPART_GRANDPAR
(17,7),(7,6),-0.64259 # DEPENDENCYPART_GRANDPAR
(17,7),(7,8),-0.038816 # DEPENDENCYPART_GRANDPAR
(17,7),(7,9),0.183189 # DEPENDENCYPART_GRANDPAR
(17,7),(7,10),0.128909 # DEPENDENCYPART_GRANDPAR
(17,7),(7,11),0.0570459 # DEPENDENCYPART_GRANDPAR
(17,7),(7,13),0.208694 # DEPENDENCYPART_GRANDPAR
(17,7),(7,14),0.360426 # DEPENDENCYPART_GRANDPAR
(17,7),(7,15),0.398169 # DEPENDENCYPART_GRANDPAR
(17,7),(7,16),0.209239 # DEPENDENCYPART_GRANDPAR
(17,7),(7,17),-0.696848 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,7),(7,18),-0.381656 # DEPENDENCYPART_GRANDPAR
(17,7),(7,19),-0.358281 # DEPENDENCYPART_GRANDPAR
(17,9),(9,1),-0.47438 # DEPENDENCYPART_GRANDPAR
(17,9),(9,2),-0.177924 # DEPENDENCYPART_GRANDPAR
(17,9),(9,3),-0.255345 # DEPENDENCYPART_GRANDPAR
(17,9),(9,4),-0.301327 # DEPENDENCYPART_GRANDPAR
(17,9),(9,5),-0.229161 # DEPENDENCYPART_GRANDPAR
(17,9),(9,6),-0.58697 # DEPENDENCYPART_GRANDPAR
(17,9),(9,7),-0.205949 # DEPENDENCYPART_GRANDPAR
(17,9),(9,8),-0.0775419 # DEPENDENCYPART_GRANDPAR
(17,9),(9,10),0.0555837 # DEPENDENCYPART_GRANDPAR
(17,9),(9,11),0.0634426 # DEPENDENCYPART_GRANDPAR
(17,9),(9,12),0.017232 # DEPENDENCYPART_GRANDPAR
(17,9),(9,13),0.208411 # DEPENDENCYPART_GRANDPAR
(17,9),(9,14),0.511416 # DEPENDENCYPART_GRANDPAR
(17,9),(9,15),0.435686 # DEPENDENCYPART_GRANDPAR
(17,9),(9,16),0.195014 # DEPENDENCYPART_GRANDPAR
(17,9),(9,17),-1.13367 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,9),(9,18),-0.955611 # DEPENDENCYPART_GRANDPAR
(17,9),(9,19),-0.60846 # DEPENDENCYPART_GRANDPAR
(17,11),(11,1),-0.54637 # DEPENDENCYPART_GRANDPAR
(17,11),(11,2),-0.219098 # DEPENDENCYPART_GRANDPAR
(17,11),(11,4),-0.371647 # DEPENDENCYPART_GRANDPAR
(17,11),(11,5),-0.235859 # DEPENDENCYPART_GRANDPAR
(17,11),(11,6),-0.658222 # DEPENDENCYPART_GRANDPAR
(17,11),(11,7),-0.244949 # DEPENDENCYPART_GRANDPAR
(17,11),(11,8),-0.162771 # DEPENDENCYPART_GRANDPAR
(17,11),(11,9),0.0605083 # DEPENDENCYPART_GRANDPAR
(17,11),(11,10),0.028978 # DEPENDENCYPART_GRANDPAR
(17,11),(11,13),0.282324 # DEPENDENCYPART_GRANDPAR
(17,11),(11,14),0.40702 # DEPENDENCYPART_GRANDPAR
(17,11),(11,15),0.460944 # DEPENDENCYPART_GRANDPAR
(17,11),(11,16),0.278281 # DEPENDENCYPART_GRANDPAR
(17,11),(11,17),-1.1429 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,11),(11,18),-0.97122 # DEPENDENCYPART_GRANDPAR
(17,11),(11,19),-0.609632 # DEPENDENCYPART_GRANDPAR
(17,12),(12,14),0.387703 # DEPENDENCYPART_GRANDPAR
(17,13),(13,7),-0.11908 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),0.196006 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),0.482891 # DEPENDENCYPART_GRANDPAR
(17,13),(13,15),0.442033 # DEPENDENCYPART_GRANDPAR
(17,13),(13,16),0.36055 # DEPENDENCYPART_GRANDPAR
(17,14),(14,1),-0.332742 # DEPENDENCYPART_GRANDPAR
(17,14),(14,4),-0.15802 # DEPENDENCYPART_GRANDPAR
(17,14),(14,6),-0.443652 # DEPENDENCYPART_GRANDPAR
(17,14),(14,7),-0.0190089 # DEPENDENCYPART_GRANDPAR
(17,14),(14,8),0.0174597 # DEPENDENCYPART_GRANDPAR
(17,14),(14,9),0.241328 # DEPENDENCYPART_GRANDPAR
(17,14),(14,10),0.200225 # DEPENDENCYPART_GRANDPAR
(17,14),(14,11),0.122489 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),0.176548 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),0.406684 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),0.42243 # DEPENDENCYPART_GRANDPAR
(17,14),(14,16),0.268624 # DEPENDENCYPART_GRANDPAR
(17,14),(14,17),-1.13074 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,18),-0.919669 # DEPENDENCYPART_GRANDPAR
(17,14),(14,19),-0.625117 # DEPENDENCYPART_GRANDPAR
(17,15),(15,11),-0.0607628 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),-0.0437824 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),0.138865 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),0.240502 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),0.294396 # DEPENDENCYPART_GRANDPAR
(17,15),(15,19),-0.596776 # DEPENDENCYPART_GRANDPAR
(17,16),(16,7),-0.0850286 # DEPENDENCYPART_GRANDPAR
(17,16),(16,9),0.270357 # DEPENDENCYPART_GRANDPAR
(17,16),(16,10),0.19662 # DEPENDENCYPART_GRANDPAR
(17,16),(16,11),0.0627723 # DEPENDENCYPART_GRANDPAR
(17,16),(16,12),0.207889 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),0.278919 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),0.437882 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),0.500554 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-1.19999 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,1),(1,2),-0.0210537 # DEPENDENCYPART_GRANDPAR
(18,1),(1,4),-0.176728 # DEPENDENCYPART_GRANDPAR
(18,1),(1,5),-0.162676 # DEPENDENCYPART_GRANDPAR
(18,1),(1,6),-0.156049 # DEPENDENCYPART_GRANDPAR
(18,1),(1,7),0.130765 # DEPENDENCYPART_GRANDPAR
(18,1),(1,8),-0.2938 # DEPENDENCYPART_GRANDPAR
(18,1),(1,9),0.0601667 # DEPENDENCYPART_GRANDPAR
(18,1),(1,10),-0.079063 # DEPENDENCYPART_GRANDPAR
(18,1),(1,11),-0.199541 # DEPENDENCYPART_GRANDPAR
