# _root_ A kft. másik társtulajdonosa Rózsavölgyi_Sándor , aki korábban maga is futballozott , később pedig a játékvezetésre adta a fejét .
#goldHeads=2,4,4,5,0,5,11,11,11,11,5,5,17,17,16,17,5,19,17,5,
#predictedHeads=2,4,4,5,11,11,11,11,11,11,0,11,17,17,16,17,11,19,17,11,
(17,5),(5,6),0.0442039 # DEPENDENCYPART_GRANDPAR
(17,5),(5,11),0.193793 # DEPENDENCYPART_GRANDPAR
(17,5),(5,12),0.0192783 # DEPENDENCYPART_GRANDPAR
(17,5),(5,17),-1.32516 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,5),(5,20),-0.754837 # DEPENDENCYPART_GRANDPAR
(17,7),(7,10),-0.00488593 # DEPENDENCYPART_GRANDPAR
(17,7),(7,16),0.435212 # DEPENDENCYPART_GRANDPAR
(17,7),(7,19),0.114281 # DEPENDENCYPART_GRANDPAR
(17,8),(8,2),-0.483929 # DEPENDENCYPART_GRANDPAR
(17,8),(8,4),-0.304492 # DEPENDENCYPART_GRANDPAR
(17,8),(8,5),-0.333183 # DEPENDENCYPART_GRANDPAR
(17,8),(8,6),-0.0844364 # DEPENDENCYPART_GRANDPAR
(17,8),(8,7),-0.0903648 # DEPENDENCYPART_GRANDPAR
(17,8),(8,10),0.0545382 # DEPENDENCYPART_GRANDPAR
(17,8),(8,12),-0.122156 # DEPENDENCYPART_GRANDPAR
(17,8),(8,13),0.216448 # DEPENDENCYPART_GRANDPAR
(17,8),(8,14),0.16888 # DEPENDENCYPART_GRANDPAR
(17,8),(8,17),-1.15775 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,8),(8,19),-0.0568035 # DEPENDENCYPART_GRANDPAR
(17,8),(8,20),-0.575722 # DEPENDENCYPART_GRANDPAR
(17,9),(9,11),0.106187 # DEPENDENCYPART_GRANDPAR
(17,9),(9,12),-0.107043 # DEPENDENCYPART_GRANDPAR
(17,9),(9,16),0.44248 # DEPENDENCYPART_GRANDPAR
(17,9),(9,17),-0.771362 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,9),(9,19),0.118392 # DEPENDENCYPART_GRANDPAR
(17,9),(9,20),-0.431453 # DEPENDENCYPART_GRANDPAR
(17,10),(10,2),-0.785426 # DEPENDENCYPART_GRANDPAR
(17,10),(10,3),-0.176697 # DEPENDENCYPART_GRANDPAR
(17,10),(10,4),-0.60599 # DEPENDENCYPART_GRANDPAR
(17,10),(10,5),-0.63468 # DEPENDENCYPART_GRANDPAR
(17,10),(10,6),-0.331152 # DEPENDENCYPART_GRANDPAR
(17,10),(10,7),-0.379655 # DEPENDENCYPART_GRANDPAR
(17,10),(10,8),-0.157108 # DEPENDENCYPART_GRANDPAR
(17,10),(10,9),-0.336859 # DEPENDENCYPART_GRANDPAR
(17,10),(10,11),-0.0865978 # DEPENDENCYPART_GRANDPAR
(17,10),(10,12),-0.33018 # DEPENDENCYPART_GRANDPAR
(17,10),(10,13),0.0987365 # DEPENDENCYPART_GRANDPAR
(17,10),(10,14),-0.0388183 # DEPENDENCYPART_GRANDPAR
(17,10),(10,17),-1.38013 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,10),(10,19),-0.321735 # DEPENDENCYPART_GRANDPAR
(17,10),(10,20),-0.739448 # DEPENDENCYPART_GRANDPAR
(17,11),(11,1),0.00689593 # DEPENDENCYPART_GRANDPAR
(17,11),(11,2),-0.503582 # DEPENDENCYPART_GRANDPAR
(17,11),(11,3),0.126115 # DEPENDENCYPART_GRANDPAR
(17,11),(11,4),-0.324146 # DEPENDENCYPART_GRANDPAR
(17,11),(11,5),-0.352836 # DEPENDENCYPART_GRANDPAR
(17,11),(11,6),-0.113244 # DEPENDENCYPART_GRANDPAR
(17,11),(11,7),0.018849 # DEPENDENCYPART_GRANDPAR
(17,11),(11,8),0.134577 # DEPENDENCYPART_GRANDPAR
(17,11),(11,9),-0.0260136 # DEPENDENCYPART_GRANDPAR
(17,11),(11,10),-0.00347403 # DEPENDENCYPART_GRANDPAR
(17,11),(11,12),-0.154659 # DEPENDENCYPART_GRANDPAR
(17,11),(11,13),0.19791 # DEPENDENCYPART_GRANDPAR
(17,11),(11,14),0.285414 # DEPENDENCYPART_GRANDPAR
(17,11),(11,15),0.38909 # DEPENDENCYPART_GRANDPAR
(17,11),(11,16),0.547174 # DEPENDENCYPART_GRANDPAR
(17,11),(11,17),-1.10202 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,11),(11,18),-0.0115421 # DEPENDENCYPART_GRANDPAR
(17,11),(11,19),0.0601148 # DEPENDENCYPART_GRANDPAR
(17,11),(11,20),-0.471204 # DEPENDENCYPART_GRANDPAR
(17,13),(13,2),-0.433433 # DEPENDENCYPART_GRANDPAR
(17,13),(13,4),-0.253997 # DEPENDENCYPART_GRANDPAR
(17,13),(13,5),-0.282687 # DEPENDENCYPART_GRANDPAR
(17,13),(13,6),-0.0716515 # DEPENDENCYPART_GRANDPAR
(17,13),(13,8),0.160135 # DEPENDENCYPART_GRANDPAR
(17,13),(13,10),-0.0583996 # DEPENDENCYPART_GRANDPAR
(17,13),(13,11),0.149377 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),-0.0965771 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),0.171738 # DEPENDENCYPART_GRANDPAR
(17,13),(13,16),0.511324 # DEPENDENCYPART_GRANDPAR
(17,13),(13,17),-1.15765 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,13),(13,19),-0.0564129 # DEPENDENCYPART_GRANDPAR
(17,13),(13,20),-0.575644 # DEPENDENCYPART_GRANDPAR
(17,14),(14,2),-0.647738 # DEPENDENCYPART_GRANDPAR
(17,14),(14,3),-0.0734871 # DEPENDENCYPART_GRANDPAR
(17,14),(14,4),-0.468302 # DEPENDENCYPART_GRANDPAR
(17,14),(14,5),-0.496992 # DEPENDENCYPART_GRANDPAR
(17,14),(14,6),-0.24609 # DEPENDENCYPART_GRANDPAR
(17,14),(14,8),-0.0454607 # DEPENDENCYPART_GRANDPAR
(17,14),(14,9),-0.233649 # DEPENDENCYPART_GRANDPAR
(17,14),(14,10),-0.196751 # DEPENDENCYPART_GRANDPAR
(17,14),(14,11),-0.198853 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),-0.271016 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),0.0604785 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),0.407159 # DEPENDENCYPART_GRANDPAR
(17,14),(14,16),0.464228 # DEPENDENCYPART_GRANDPAR
(17,14),(14,17),-1.37727 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,19),-0.316973 # DEPENDENCYPART_GRANDPAR
(17,14),(14,20),-0.737904 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),0.173872 # DEPENDENCYPART_GRANDPAR
(17,15),(15,19),-0.154274 # DEPENDENCYPART_GRANDPAR
(17,16),(16,8),0.149711 # DEPENDENCYPART_GRANDPAR
(17,16),(16,9),0.0399474 # DEPENDENCYPART_GRANDPAR
(17,16),(16,12),-0.0120159 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),0.285312 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),0.107552 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),0.579777 # DEPENDENCYPART_GRANDPAR
(17,16),(16,19),-0.381258 # DEPENDENCYPART_GRANDPAR
(17,19),(19,13),-0.0811983 # DEPENDENCYPART_GRANDPAR
(17,19),(19,14),-0.323632 # DEPENDENCYPART_GRANDPAR
(17,19),(19,15),-0.0717648 # DEPENDENCYPART_GRANDPAR
(17,19),(19,16),0.0254024 # DEPENDENCYPART_GRANDPAR
(17,19),(19,18),0.238956 # DEPENDENCYPART_GRANDPAR
(19,13),(13,2),-1.14945 # DEPENDENCYPART_GRANDPAR
(19,13),(13,4),-1.35131 # DEPENDENCYPART_GRANDPAR
(19,13),(13,5),-1.12346 # DEPENDENCYPART_GRANDPAR
(19,13),(13,6),-0.653611 # DEPENDENCYPART_GRANDPAR
(19,13),(13,8),-0.685216 # DEPENDENCYPART_GRANDPAR
(19,13),(13,10),-0.617329 # DEPENDENCYPART_GRANDPAR
(19,13),(13,11),-0.588902 # DEPENDENCYPART_GRANDPAR
(19,13),(13,12),-0.414522 # DEPENDENCYPART_GRANDPAR
(19,13),(13,14),-0.363313 # DEPENDENCYPART_GRANDPAR
(19,13),(13,16),-0.478023 # DEPENDENCYPART_GRANDPAR
(19,13),(13,17),-0.129493 # DEPENDENCYPART_GRANDPAR
(19,13),(13,19),-1.30885 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,13),(13,20),-0.624553 # DEPENDENCYPART_GRANDPAR
(19,14),(14,2),-1.16439 # DEPENDENCYPART_GRANDPAR
(19,14),(14,3),-0.814541 # DEPENDENCYPART_GRANDPAR
(19,14),(14,4),-1.36625 # DEPENDENCYPART_GRANDPAR
(19,14),(14,5),-1.1384 # DEPENDENCYPART_GRANDPAR
(19,14),(14,6),-0.736988 # DEPENDENCYPART_GRANDPAR
(19,14),(14,8),-0.698987 # DEPENDENCYPART_GRANDPAR
(19,14),(14,9),-0.765996 # DEPENDENCYPART_GRANDPAR
(19,14),(14,10),-0.582661 # DEPENDENCYPART_GRANDPAR
(19,14),(14,11),-0.644263 # DEPENDENCYPART_GRANDPAR
(19,14),(14,12),-0.497899 # DEPENDENCYPART_GRANDPAR
(19,14),(14,13),-0.626753 # DEPENDENCYPART_GRANDPAR
(19,14),(14,15),-0.187932 # DEPENDENCYPART_GRANDPAR
(19,14),(14,16),-0.459285 # DEPENDENCYPART_GRANDPAR
(19,14),(14,17),-0.160818 # DEPENDENCYPART_GRANDPAR
(19,14),(14,19),-1.37219 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,14),(14,20),-0.636243 # DEPENDENCYPART_GRANDPAR
(19,15),(15,14),-0.442353 # DEPENDENCYPART_GRANDPAR
(19,15),(15,19),-1.32559 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,16),(16,8),-0.610853 # DEPENDENCYPART_GRANDPAR
(19,16),(16,9),-0.646265 # DEPENDENCYPART_GRANDPAR
(19,16),(16,12),-0.362117 # DEPENDENCYPART_GRANDPAR
(19,16),(16,13),-0.515678 # DEPENDENCYPART_GRANDPAR
(19,16),(16,14),-0.456634 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),-0.0305656 # DEPENDENCYPART_GRANDPAR
(19,16),(16,19),-1.43742 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
