# _root_ A társadalmi munkákat halmozó Kukorelli a Magyar_Politikatudományi_Társaság , a Független_Jogász_Fórum és a Népfőiskolai_Társaság tagja , emellett több tanácsadó testület és kodifikációs bizottság munkájában is közreműködik .
#goldHeads=5,3,4,5,0,7,14,14,10,14,14,13,14,5,5,25,19,19,23,23,22,23,25,25,5,5,
#predictedHeads=3,3,4,5,25,7,25,25,10,14,14,13,14,25,25,25,19,19,25,25,22,23,25,25,0,25,
(14,19),(19,14),-0.512867 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,19),(19,15),-0.148385 # DEPENDENCYPART_GRANDPAR
(14,19),(19,16),-0.0538747 # DEPENDENCYPART_GRANDPAR
(14,19),(19,17),0.115983 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),0.101347 # DEPENDENCYPART_GRANDPAR
(14,19),(19,22),-0.0485153 # DEPENDENCYPART_GRANDPAR
(14,19),(19,23),-0.62025 # DEPENDENCYPART_GRANDPAR
(14,20),(20,4),-1.10815 # DEPENDENCYPART_GRANDPAR
(14,20),(20,5),-1.09874 # DEPENDENCYPART_GRANDPAR
(14,20),(20,8),-0.683931 # DEPENDENCYPART_GRANDPAR
(14,20),(20,11),-0.491553 # DEPENDENCYPART_GRANDPAR
(14,20),(20,13),-0.344455 # DEPENDENCYPART_GRANDPAR
(14,20),(20,15),-0.0781356 # DEPENDENCYPART_GRANDPAR
(14,20),(20,16),-0.0773442 # DEPENDENCYPART_GRANDPAR
(14,20),(20,17),0.118341 # DEPENDENCYPART_GRANDPAR
(14,20),(20,18),-0.00191862 # DEPENDENCYPART_GRANDPAR
(14,20),(20,19),0.067158 # DEPENDENCYPART_GRANDPAR
(14,20),(20,21),-0.256488 # DEPENDENCYPART_GRANDPAR
(14,20),(20,22),-0.0689867 # DEPENDENCYPART_GRANDPAR
(14,20),(20,23),-0.642364 # DEPENDENCYPART_GRANDPAR
(14,20),(20,24),-0.140208 # DEPENDENCYPART_GRANDPAR
(14,20),(20,25),-0.537121 # DEPENDENCYPART_GRANDPAR
(14,20),(20,26),-0.442828 # DEPENDENCYPART_GRANDPAR
(14,22),(22,3),-1.09082 # DEPENDENCYPART_GRANDPAR
(14,22),(22,4),-1.16701 # DEPENDENCYPART_GRANDPAR
(14,22),(22,5),-1.16032 # DEPENDENCYPART_GRANDPAR
(14,22),(22,6),-0.634333 # DEPENDENCYPART_GRANDPAR
(14,22),(22,7),-1.00099 # DEPENDENCYPART_GRANDPAR
(14,22),(22,8),-0.71048 # DEPENDENCYPART_GRANDPAR
(14,22),(22,9),-0.484814 # DEPENDENCYPART_GRANDPAR
(14,22),(22,10),-0.664917 # DEPENDENCYPART_GRANDPAR
(14,22),(22,11),-0.506907 # DEPENDENCYPART_GRANDPAR
(14,22),(22,12),-0.45724 # DEPENDENCYPART_GRANDPAR
(14,22),(22,13),-0.406031 # DEPENDENCYPART_GRANDPAR
(14,22),(22,14),-0.512637 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,22),(22,15),-0.14834 # DEPENDENCYPART_GRANDPAR
(14,22),(22,16),-0.0538576 # DEPENDENCYPART_GRANDPAR
(14,22),(22,17),0.116 # DEPENDENCYPART_GRANDPAR
(14,22),(22,18),0.100001 # DEPENDENCYPART_GRANDPAR
(14,22),(22,19),0.0967634 # DEPENDENCYPART_GRANDPAR
(14,22),(22,20),-0.107045 # DEPENDENCYPART_GRANDPAR
(14,22),(22,21),-0.0255512 # DEPENDENCYPART_GRANDPAR
(14,22),(22,23),-0.61377 # DEPENDENCYPART_GRANDPAR
(14,23),(23,3),-1.09082 # DEPENDENCYPART_GRANDPAR
(14,23),(23,5),-1.16032 # DEPENDENCYPART_GRANDPAR
(14,23),(23,7),-1.00099 # DEPENDENCYPART_GRANDPAR
(14,23),(23,8),-0.710481 # DEPENDENCYPART_GRANDPAR
(14,23),(23,9),-0.484816 # DEPENDENCYPART_GRANDPAR
(14,23),(23,10),-0.664918 # DEPENDENCYPART_GRANDPAR
(14,23),(23,11),-0.506907 # DEPENDENCYPART_GRANDPAR
(14,23),(23,12),-0.457242 # DEPENDENCYPART_GRANDPAR
(14,23),(23,13),-0.406032 # DEPENDENCYPART_GRANDPAR
(14,23),(23,14),-0.516043 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,23),(23,15),-0.148339 # DEPENDENCYPART_GRANDPAR
(14,23),(23,16),-0.0538574 # DEPENDENCYPART_GRANDPAR
(14,23),(23,17),0.116 # DEPENDENCYPART_GRANDPAR
(14,23),(23,18),0.103355 # DEPENDENCYPART_GRANDPAR
(14,23),(23,19),0.0933575 # DEPENDENCYPART_GRANDPAR
(14,23),(23,20),-0.107045 # DEPENDENCYPART_GRANDPAR
(14,23),(23,21),-0.0221973 # DEPENDENCYPART_GRANDPAR
(14,23),(23,22),0.104742 # DEPENDENCYPART_GRANDPAR
(14,23),(23,24),-0.163254 # DEPENDENCYPART_GRANDPAR
(14,24),(24,4),-1.10379 # DEPENDENCYPART_GRANDPAR
(14,24),(24,16),-0.0566232 # DEPENDENCYPART_GRANDPAR
(14,24),(24,17),0.0954449 # DEPENDENCYPART_GRANDPAR
(14,24),(24,18),0.0159095 # DEPENDENCYPART_GRANDPAR
(14,24),(24,19),-0.0552903 # DEPENDENCYPART_GRANDPAR
(14,24),(24,20),-0.179692 # DEPENDENCYPART_GRANDPAR
(14,24),(24,21),-0.109645 # DEPENDENCYPART_GRANDPAR
(14,24),(24,22),-0.0452044 # DEPENDENCYPART_GRANDPAR
(14,24),(24,23),-0.618359 # DEPENDENCYPART_GRANDPAR
(14,24),(24,26),-0.421575 # DEPENDENCYPART_GRANDPAR
(14,25),(25,2),-0.949901 # DEPENDENCYPART_GRANDPAR
(14,25),(25,3),-1.02939 # DEPENDENCYPART_GRANDPAR
(14,25),(25,4),-1.09304 # DEPENDENCYPART_GRANDPAR
(14,25),(25,5),-1.09877 # DEPENDENCYPART_GRANDPAR
(14,25),(25,6),-0.571615 # DEPENDENCYPART_GRANDPAR
(14,25),(25,7),-0.939439 # DEPENDENCYPART_GRANDPAR
(14,25),(25,8),-0.718294 # DEPENDENCYPART_GRANDPAR
(14,25),(25,9),-0.422096 # DEPENDENCYPART_GRANDPAR
(14,25),(25,10),-0.60337 # DEPENDENCYPART_GRANDPAR
(14,25),(25,11),-0.500956 # DEPENDENCYPART_GRANDPAR
(14,25),(25,12),-0.394523 # DEPENDENCYPART_GRANDPAR
(14,25),(25,13),-0.344484 # DEPENDENCYPART_GRANDPAR
(14,25),(25,14),-0.686464 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,25),(25,15),-0.29264 # DEPENDENCYPART_GRANDPAR
(14,25),(25,16),-0.0196543 # DEPENDENCYPART_GRANDPAR
(14,25),(25,17),0.0909104 # DEPENDENCYPART_GRANDPAR
(14,25),(25,18),0.11043 # DEPENDENCYPART_GRANDPAR
(14,25),(25,19),-0.0726056 # DEPENDENCYPART_GRANDPAR
(14,25),(25,20),-0.171496 # DEPENDENCYPART_GRANDPAR
(14,25),(25,21),-0.0151242 # DEPENDENCYPART_GRANDPAR
(14,25),(25,22),-0.0716398 # DEPENDENCYPART_GRANDPAR
(14,25),(25,23),-0.646905 # DEPENDENCYPART_GRANDPAR
(14,25),(25,24),-0.00286791 # DEPENDENCYPART_GRANDPAR
(14,25),(25,26),-0.419761 # DEPENDENCYPART_GRANDPAR
(16,4),(4,1),-0.01336 # DEPENDENCYPART_GRANDPAR
(16,4),(4,2),-0.432622 # DEPENDENCYPART_GRANDPAR
(16,4),(4,3),-0.251812 # DEPENDENCYPART_GRANDPAR
(16,4),(4,7),-0.0767459 # DEPENDENCYPART_GRANDPAR
(16,4),(4,25),-0.393789 # DEPENDENCYPART_GRANDPAR
(16,4),(4,26),-0.714883 # DEPENDENCYPART_GRANDPAR
(16,14),(14,3),-0.222496 # DEPENDENCYPART_GRANDPAR
(16,14),(14,5),-0.181259 # DEPENDENCYPART_GRANDPAR
(16,14),(14,6),-0.128882 # DEPENDENCYPART_GRANDPAR
(16,14),(14,7),-0.176773 # DEPENDENCYPART_GRANDPAR
(16,14),(14,8),-0.163906 # DEPENDENCYPART_GRANDPAR
(16,14),(14,9),-0.0466867 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),-0.181435 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-0.117468 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.107658 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.15103 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),-0.216594 # DEPENDENCYPART_GRANDPAR
(16,14),(14,17),-0.300879 # DEPENDENCYPART_GRANDPAR
(16,14),(14,19),-0.36254 # DEPENDENCYPART_GRANDPAR
(16,14),(14,20),-0.317503 # DEPENDENCYPART_GRANDPAR
(16,14),(14,22),-0.504248 # DEPENDENCYPART_GRANDPAR
(16,14),(14,23),-0.500094 # DEPENDENCYPART_GRANDPAR
(16,14),(14,24),-0.513429 # DEPENDENCYPART_GRANDPAR
(16,14),(14,25),-0.404655 # DEPENDENCYPART_GRANDPAR
(16,14),(14,26),-0.723567 # DEPENDENCYPART_GRANDPAR
(16,18),(18,3),-0.566438 # DEPENDENCYPART_GRANDPAR
(16,18),(18,5),-0.525201 # DEPENDENCYPART_GRANDPAR
(16,18),(18,7),-0.520715 # DEPENDENCYPART_GRANDPAR
(16,18),(18,10),-0.525377 # DEPENDENCYPART_GRANDPAR
(16,18),(18,11),-0.423364 # DEPENDENCYPART_GRANDPAR
(16,18),(18,12),-0.421847 # DEPENDENCYPART_GRANDPAR
(16,18),(18,13),-0.494972 # DEPENDENCYPART_GRANDPAR
(16,18),(18,14),-0.54335 # DEPENDENCYPART_GRANDPAR
(16,18),(18,15),-0.628892 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-0.303965 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),0.0962251 # DEPENDENCYPART_GRANDPAR
(16,19),(19,3),-0.622384 # DEPENDENCYPART_GRANDPAR
(16,19),(19,6),-0.495071 # DEPENDENCYPART_GRANDPAR
(16,19),(19,7),-0.576661 # DEPENDENCYPART_GRANDPAR
(16,19),(19,9),-0.412876 # DEPENDENCYPART_GRANDPAR
(16,19),(19,10),-0.581323 # DEPENDENCYPART_GRANDPAR
(16,19),(19,11),-0.430747 # DEPENDENCYPART_GRANDPAR
(16,19),(19,12),-0.473847 # DEPENDENCYPART_GRANDPAR
(16,19),(19,13),-0.550918 # DEPENDENCYPART_GRANDPAR
(16,19),(19,14),-0.599275 # DEPENDENCYPART_GRANDPAR
(16,19),(19,15),-0.647637 # DEPENDENCYPART_GRANDPAR
(16,19),(19,16),-0.412255 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,19),(19,17),0.107015 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),-0.0558289 # DEPENDENCYPART_GRANDPAR
(16,19),(19,22),-0.115372 # DEPENDENCYPART_GRANDPAR
(16,19),(19,23),-0.109576 # DEPENDENCYPART_GRANDPAR
(16,20),(20,4),-0.787163 # DEPENDENCYPART_GRANDPAR
(16,20),(20,5),-0.542552 # DEPENDENCYPART_GRANDPAR
(16,20),(20,8),-0.457342 # DEPENDENCYPART_GRANDPAR
(16,20),(20,11),-0.432522 # DEPENDENCYPART_GRANDPAR
(16,20),(20,13),-0.512323 # DEPENDENCYPART_GRANDPAR
(16,20),(20,15),-0.638073 # DEPENDENCYPART_GRANDPAR
(16,20),(20,16),-0.4455 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,20),(20,17),0.0832792 # DEPENDENCYPART_GRANDPAR
(16,20),(20,18),-0.132693 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),0.178728 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),-0.158588 # DEPENDENCYPART_GRANDPAR
(16,20),(20,22),-0.0251778 # DEPENDENCYPART_GRANDPAR
(16,20),(20,23),-0.0210237 # DEPENDENCYPART_GRANDPAR
(16,20),(20,24),-0.17676 # DEPENDENCYPART_GRANDPAR
(16,20),(20,25),-0.0830578 # DEPENDENCYPART_GRANDPAR
(16,20),(20,26),-0.359413 # DEPENDENCYPART_GRANDPAR
(16,22),(22,3),-0.622384 # DEPENDENCYPART_GRANDPAR
(16,22),(22,4),-0.817823 # DEPENDENCYPART_GRANDPAR
(16,22),(22,5),-0.581147 # DEPENDENCYPART_GRANDPAR
(16,22),(22,6),-0.495071 # DEPENDENCYPART_GRANDPAR
(16,22),(22,7),-0.576661 # DEPENDENCYPART_GRANDPAR
(16,22),(22,8),-0.466906 # DEPENDENCYPART_GRANDPAR
(16,22),(22,9),-0.412876 # DEPENDENCYPART_GRANDPAR
(16,22),(22,10),-0.581323 # DEPENDENCYPART_GRANDPAR
(16,22),(22,11),-0.430747 # DEPENDENCYPART_GRANDPAR
(16,22),(22,12),-0.473847 # DEPENDENCYPART_GRANDPAR
(16,22),(22,13),-0.550918 # DEPENDENCYPART_GRANDPAR
(16,22),(22,14),-0.599275 # DEPENDENCYPART_GRANDPAR
(16,22),(22,15),-0.647637 # DEPENDENCYPART_GRANDPAR
(16,22),(22,16),-0.412238 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,22),(22,17),0.107032 # DEPENDENCYPART_GRANDPAR
(16,22),(22,18),-0.0571909 # DEPENDENCYPART_GRANDPAR
(16,22),(22,19),0.176134 # DEPENDENCYPART_GRANDPAR
(16,22),(22,20),0.10507 # DEPENDENCYPART_GRANDPAR
(16,22),(22,21),-0.0931014 # DEPENDENCYPART_GRANDPAR
(16,22),(22,23),-0.109396 # DEPENDENCYPART_GRANDPAR
(16,23),(23,3),-0.622384 # DEPENDENCYPART_GRANDPAR
(16,23),(23,5),-0.581147 # DEPENDENCYPART_GRANDPAR
(16,23),(23,7),-0.576661 # DEPENDENCYPART_GRANDPAR
(16,23),(23,8),-0.466906 # DEPENDENCYPART_GRANDPAR
(16,23),(23,9),-0.412876 # DEPENDENCYPART_GRANDPAR
(16,23),(23,10),-0.581323 # DEPENDENCYPART_GRANDPAR
(16,23),(23,11),-0.430747 # DEPENDENCYPART_GRANDPAR
(16,23),(23,12),-0.473848 # DEPENDENCYPART_GRANDPAR
(16,23),(23,13),-0.550918 # DEPENDENCYPART_GRANDPAR
(16,23),(23,14),-0.599275 # DEPENDENCYPART_GRANDPAR
(16,23),(23,15),-0.647637 # DEPENDENCYPART_GRANDPAR
(16,23),(23,16),-0.412238 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,23),(23,17),0.107032 # DEPENDENCYPART_GRANDPAR
(16,23),(23,18),-0.0538372 # DEPENDENCYPART_GRANDPAR
(16,23),(23,19),0.172729 # DEPENDENCYPART_GRANDPAR
(16,23),(23,20),0.105071 # DEPENDENCYPART_GRANDPAR
(16,23),(23,21),-0.0897477 # DEPENDENCYPART_GRANDPAR
(16,23),(23,22),0.024406 # DEPENDENCYPART_GRANDPAR
(16,23),(23,24),-0.291261 # DEPENDENCYPART_GRANDPAR
(16,25),(25,2),-0.776619 # DEPENDENCYPART_GRANDPAR
(16,25),(25,3),-0.608985 # DEPENDENCYPART_GRANDPAR
(16,25),(25,4),-0.790036 # DEPENDENCYPART_GRANDPAR
(16,25),(25,5),-0.567627 # DEPENDENCYPART_GRANDPAR
(16,25),(25,6),-0.475299 # DEPENDENCYPART_GRANDPAR
(16,25),(25,7),-0.563141 # DEPENDENCYPART_GRANDPAR
(16,25),(25,8),-0.513853 # DEPENDENCYPART_GRANDPAR
(16,25),(25,9),-0.393103 # DEPENDENCYPART_GRANDPAR
(16,25),(25,10),-0.567803 # DEPENDENCYPART_GRANDPAR
(16,25),(25,11),-0.462109 # DEPENDENCYPART_GRANDPAR
(16,25),(25,12),-0.454075 # DEPENDENCYPART_GRANDPAR
(16,25),(25,13),-0.537398 # DEPENDENCYPART_GRANDPAR
(16,25),(25,14),-0.583577 # DEPENDENCYPART_GRANDPAR
(16,25),(25,15),-0.694584 # DEPENDENCYPART_GRANDPAR
(16,25),(25,16),-0.379234 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,25),(25,17),0.0736325 # DEPENDENCYPART_GRANDPAR
(16,25),(25,18),-0.0758489 # DEPENDENCYPART_GRANDPAR
(16,25),(25,19),0.112456 # DEPENDENCYPART_GRANDPAR
(16,25),(25,20),0.0387203 # DEPENDENCYPART_GRANDPAR
(16,25),(25,21),-0.111761 # DEPENDENCYPART_GRANDPAR
(16,25),(25,22),-0.056139 # DEPENDENCYPART_GRANDPAR
(16,25),(25,23),-0.0525442 # DEPENDENCYPART_GRANDPAR
(16,25),(25,24),-0.0671376 # DEPENDENCYPART_GRANDPAR
(16,25),(25,26),-0.351035 # DEPENDENCYPART_GRANDPAR
(17,5),(5,1),-0.393858 # DEPENDENCYPART_GRANDPAR
(17,5),(5,2),-0.766403 # DEPENDENCYPART_GRANDPAR
(17,5),(5,3),-0.337968 # DEPENDENCYPART_GRANDPAR
(17,5),(5,4),-0.728205 # DEPENDENCYPART_GRANDPAR
(17,5),(5,7),-0.526595 # DEPENDENCYPART_GRANDPAR
(17,5),(5,8),-0.369803 # DEPENDENCYPART_GRANDPAR
(17,5),(5,10),-0.470023 # DEPENDENCYPART_GRANDPAR
(17,5),(5,14),-0.476299 # DEPENDENCYPART_GRANDPAR
(17,5),(5,15),-0.411011 # DEPENDENCYPART_GRANDPAR
(17,5),(5,22),-0.654809 # DEPENDENCYPART_GRANDPAR
(17,5),(5,25),-0.426974 # DEPENDENCYPART_GRANDPAR
(17,5),(5,26),-0.901056 # DEPENDENCYPART_GRANDPAR
(17,13),(13,6),-0.417761 # DEPENDENCYPART_GRANDPAR
(17,13),(13,9),-0.356801 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),-0.34381 # DEPENDENCYPART_GRANDPAR
(17,14),(14,3),-0.328204 # DEPENDENCYPART_GRANDPAR
(17,14),(14,5),-0.531677 # DEPENDENCYPART_GRANDPAR
(17,14),(14,6),-0.418683 # DEPENDENCYPART_GRANDPAR
(17,14),(14,7),-0.572662 # DEPENDENCYPART_GRANDPAR
(17,14),(14,8),-0.383396 # DEPENDENCYPART_GRANDPAR
(17,14),(14,9),-0.357723 # DEPENDENCYPART_GRANDPAR
(17,14),(14,10),-0.51609 # DEPENDENCYPART_GRANDPAR
(17,14),(14,11),-0.246784 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),-0.344732 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),-0.476238 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),-0.414008 # DEPENDENCYPART_GRANDPAR
(17,14),(14,17),-0.916944 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,19),-0.524137 # DEPENDENCYPART_GRANDPAR
(17,14),(14,20),-0.520763 # DEPENDENCYPART_GRANDPAR
(17,14),(14,22),-0.654817 # DEPENDENCYPART_GRANDPAR
(17,14),(14,23),-0.804452 # DEPENDENCYPART_GRANDPAR
(17,14),(14,24),-0.671123 # DEPENDENCYPART_GRANDPAR
(17,14),(14,25),-0.426974 # DEPENDENCYPART_GRANDPAR
(17,14),(14,26),-0.901056 # DEPENDENCYPART_GRANDPAR
(17,16),(16,4),-0.772608 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),-0.54324 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.41951 # DEPENDENCYPART_GRANDPAR
(17,16),(16,18),-0.270398 # DEPENDENCYPART_GRANDPAR
(17,16),(16,19),-0.438894 # DEPENDENCYPART_GRANDPAR
(17,16),(16,20),-0.521399 # DEPENDENCYPART_GRANDPAR
(17,16),(16,22),-0.569574 # DEPENDENCYPART_GRANDPAR
(17,16),(16,23),-0.719209 # DEPENDENCYPART_GRANDPAR
(17,16),(16,25),-0.432571 # DEPENDENCYPART_GRANDPAR
(17,16),(16,26),-0.898198 # DEPENDENCYPART_GRANDPAR
(17,18),(18,3),-0.721563 # DEPENDENCYPART_GRANDPAR
(17,18),(18,5),-0.925036 # DEPENDENCYPART_GRANDPAR
(17,18),(18,7),-0.966021 # DEPENDENCYPART_GRANDPAR
(17,18),(18,10),-0.909449 # DEPENDENCYPART_GRANDPAR
(17,18),(18,11),-0.613146 # DEPENDENCYPART_GRANDPAR
(17,18),(18,12),-0.672358 # DEPENDENCYPART_GRANDPAR
(17,18),(18,13),-0.869597 # DEPENDENCYPART_GRANDPAR
(17,18),(18,14),-0.907672 # DEPENDENCYPART_GRANDPAR
(17,18),(18,15),-0.752319 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-0.592997 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-0.566864 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,3),-0.77185 # DEPENDENCYPART_GRANDPAR
(17,19),(19,6),-0.790947 # DEPENDENCYPART_GRANDPAR
(17,19),(19,7),-1.01631 # DEPENDENCYPART_GRANDPAR
(17,19),(19,9),-0.729987 # DEPENDENCYPART_GRANDPAR
(17,19),(19,10),-0.959737 # DEPENDENCYPART_GRANDPAR
(17,19),(19,11),-0.615173 # DEPENDENCYPART_GRANDPAR
(17,19),(19,12),-0.716996 # DEPENDENCYPART_GRANDPAR
(17,19),(19,13),-0.919884 # DEPENDENCYPART_GRANDPAR
(17,19),(19,14),-0.957938 # DEPENDENCYPART_GRANDPAR
(17,19),(19,15),-0.764209 # DEPENDENCYPART_GRANDPAR
(17,19),(19,16),-0.591535 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-0.531222 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,18),0.109628 # DEPENDENCYPART_GRANDPAR
(17,19),(19,22),-0.222667 # DEPENDENCYPART_GRANDPAR
(17,19),(19,23),-0.37066 # DEPENDENCYPART_GRANDPAR
(17,20),(20,4),-1.0858 # DEPENDENCYPART_GRANDPAR
(17,20),(20,5),-0.94021 # DEPENDENCYPART_GRANDPAR
(17,20),(20,8),-0.718781 # DEPENDENCYPART_GRANDPAR
(17,20),(20,11),-0.620319 # DEPENDENCYPART_GRANDPAR
(17,20),(20,13),-0.884771 # DEPENDENCYPART_GRANDPAR
(17,20),(20,15),-0.759989 # DEPENDENCYPART_GRANDPAR
(17,20),(20,16),-0.600445 # DEPENDENCYPART_GRANDPAR
(17,20),(20,17),-0.53035 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,20),(20,18),0.0627374 # DEPENDENCYPART_GRANDPAR
(17,20),(20,19),-0.0259823 # DEPENDENCYPART_GRANDPAR
(17,20),(20,21),-0.0810359 # DEPENDENCYPART_GRANDPAR
(17,20),(20,22),-0.224078 # DEPENDENCYPART_GRANDPAR
(17,20),(20,23),-0.373713 # DEPENDENCYPART_GRANDPAR
(17,20),(20,24),-0.306104 # DEPENDENCYPART_GRANDPAR
(17,20),(20,25),-0.0838359 # DEPENDENCYPART_GRANDPAR
(17,20),(20,26),-0.533701 # DEPENDENCYPART_GRANDPAR
(17,21),(21,10),-0.909449 # DEPENDENCYPART_GRANDPAR
(17,21),(21,11),-0.613146 # DEPENDENCYPART_GRANDPAR
(17,21),(21,13),-0.869597 # DEPENDENCYPART_GRANDPAR
(17,21),(21,14),-0.907672 # DEPENDENCYPART_GRANDPAR
(17,21),(21,16),-0.592997 # DEPENDENCYPART_GRANDPAR
(17,21),(21,17),-0.566864 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,21),(21,18),0.0799408 # DEPENDENCYPART_GRANDPAR
(17,21),(21,19),-0.103962 # DEPENDENCYPART_GRANDPAR
(17,21),(21,20),-0.17919 # DEPENDENCYPART_GRANDPAR
(17,21),(21,23),-0.387949 # DEPENDENCYPART_GRANDPAR
(17,21),(21,24),-0.32078 # DEPENDENCYPART_GRANDPAR
(17,22),(22,3),-0.77185 # DEPENDENCYPART_GRANDPAR
(17,22),(22,4),-1.11227 # DEPENDENCYPART_GRANDPAR
(17,22),(22,5),-0.975324 # DEPENDENCYPART_GRANDPAR
(17,22),(22,6),-0.790947 # DEPENDENCYPART_GRANDPAR
(17,22),(22,7),-1.01631 # DEPENDENCYPART_GRANDPAR
(17,22),(22,8),-0.723001 # DEPENDENCYPART_GRANDPAR
(17,22),(22,9),-0.729987 # DEPENDENCYPART_GRANDPAR
(17,22),(22,10),-0.959737 # DEPENDENCYPART_GRANDPAR
(17,22),(22,11),-0.615173 # DEPENDENCYPART_GRANDPAR
(17,22),(22,12),-0.716996 # DEPENDENCYPART_GRANDPAR
(17,22),(22,13),-0.919884 # DEPENDENCYPART_GRANDPAR
(17,22),(22,14),-0.957938 # DEPENDENCYPART_GRANDPAR
(17,22),(22,15),-0.764209 # DEPENDENCYPART_GRANDPAR
(17,22),(22,16),-0.591535 # DEPENDENCYPART_GRANDPAR
(17,22),(22,17),-0.531222 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,22),(22,18),0.108249 # DEPENDENCYPART_GRANDPAR
(17,22),(22,19),-0.0337138 # DEPENDENCYPART_GRANDPAR
(17,22),(22,20),-0.153894 # DEPENDENCYPART_GRANDPAR
(17,22),(22,21),-0.0190774 # DEPENDENCYPART_GRANDPAR
(17,22),(22,23),-0.370662 # DEPENDENCYPART_GRANDPAR
(17,23),(23,3),-0.77185 # DEPENDENCYPART_GRANDPAR
(17,23),(23,5),-0.975324 # DEPENDENCYPART_GRANDPAR
(17,23),(23,7),-1.01631 # DEPENDENCYPART_GRANDPAR
(17,23),(23,8),-0.723001 # DEPENDENCYPART_GRANDPAR
(17,23),(23,9),-0.729988 # DEPENDENCYPART_GRANDPAR
(17,23),(23,10),-0.959737 # DEPENDENCYPART_GRANDPAR
(17,23),(23,11),-0.615173 # DEPENDENCYPART_GRANDPAR
(17,23),(23,12),-0.716997 # DEPENDENCYPART_GRANDPAR
(17,23),(23,13),-0.919884 # DEPENDENCYPART_GRANDPAR
(17,23),(23,14),-0.957938 # DEPENDENCYPART_GRANDPAR
(17,23),(23,15),-0.764209 # DEPENDENCYPART_GRANDPAR
(17,23),(23,16),-0.591535 # DEPENDENCYPART_GRANDPAR
(17,23),(23,17),-0.531222 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,23),(23,18),0.111602 # DEPENDENCYPART_GRANDPAR
(17,23),(23,19),-0.0371198 # DEPENDENCYPART_GRANDPAR
(17,23),(23,20),-0.153894 # DEPENDENCYPART_GRANDPAR
(17,23),(23,21),-0.0157238 # DEPENDENCYPART_GRANDPAR
(17,23),(23,22),-0.166605 # DEPENDENCYPART_GRANDPAR
(17,23),(23,24),-0.397101 # DEPENDENCYPART_GRANDPAR
(17,25),(25,2),-1.11805 # DEPENDENCYPART_GRANDPAR
(17,25),(25,3),-0.749365 # DEPENDENCYPART_GRANDPAR
(17,25),(25,4),-1.08192 # DEPENDENCYPART_GRANDPAR
(17,25),(25,5),-0.952718 # DEPENDENCYPART_GRANDPAR
(17,25),(25,6),-0.769695 # DEPENDENCYPART_GRANDPAR
(17,25),(25,7),-0.993703 # DEPENDENCYPART_GRANDPAR
(17,25),(25,8),-0.764584 # DEPENDENCYPART_GRANDPAR
(17,25),(25,9),-0.708735 # DEPENDENCYPART_GRANDPAR
(17,25),(25,10),-0.937131 # DEPENDENCYPART_GRANDPAR
(17,25),(25,11),-0.642973 # DEPENDENCYPART_GRANDPAR
(17,25),(25,12),-0.695744 # DEPENDENCYPART_GRANDPAR
(17,25),(25,13),-0.897279 # DEPENDENCYPART_GRANDPAR
(17,25),(25,14),-0.933155 # DEPENDENCYPART_GRANDPAR
(17,25),(25,15),-0.805792 # DEPENDENCYPART_GRANDPAR
