# _root_ Egymillió forint körüli összeget zsákmányolt az a férfi , aki péntek délben kirabolta a főváros XI. kerületében , a Bartók_Béla_úton lévő egyik postahivatalt .
#goldHeads=2,3,4,5,0,8,8,5,5,13,12,13,6,15,17,17,21,21,20,21,23,23,13,5,
#predictedHeads=2,3,4,5,0,8,8,5,5,13,12,13,6,15,17,17,13,21,20,21,23,23,13,5,
(12,5),(5,1),-0.447762 # DEPENDENCYPART_GRANDPAR
(12,5),(5,2),-0.471305 # DEPENDENCYPART_GRANDPAR
(12,5),(5,3),-0.960949 # DEPENDENCYPART_GRANDPAR
(12,5),(5,4),-0.612019 # DEPENDENCYPART_GRANDPAR
(12,5),(5,6),-0.611834 # DEPENDENCYPART_GRANDPAR
(12,5),(5,7),-0.916095 # DEPENDENCYPART_GRANDPAR
(12,5),(5,8),-0.502389 # DEPENDENCYPART_GRANDPAR
(12,5),(5,9),-0.315643 # DEPENDENCYPART_GRANDPAR
(12,5),(5,10),-0.186654 # DEPENDENCYPART_GRANDPAR
(12,5),(5,11),-0.323854 # DEPENDENCYPART_GRANDPAR
(12,5),(5,12),-1.00832 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,5),(5,13),-0.736408 # DEPENDENCYPART_GRANDPAR
(12,5),(5,15),-0.426234 # DEPENDENCYPART_GRANDPAR
(12,5),(5,17),-0.817577 # DEPENDENCYPART_GRANDPAR
(12,5),(5,18),-0.528675 # DEPENDENCYPART_GRANDPAR
(12,5),(5,20),-0.508771 # DEPENDENCYPART_GRANDPAR
(12,5),(5,21),-0.627676 # DEPENDENCYPART_GRANDPAR
(12,5),(5,23),-0.564753 # DEPENDENCYPART_GRANDPAR
(12,5),(5,24),-0.862513 # DEPENDENCYPART_GRANDPAR
(12,6),(6,2),-0.518141 # DEPENDENCYPART_GRANDPAR
(12,6),(6,3),-0.971236 # DEPENDENCYPART_GRANDPAR
(12,6),(6,4),-0.668795 # DEPENDENCYPART_GRANDPAR
(12,6),(6,5),-0.125303 # DEPENDENCYPART_GRANDPAR
(12,6),(6,8),-0.498173 # DEPENDENCYPART_GRANDPAR
(12,6),(6,9),-0.240667 # DEPENDENCYPART_GRANDPAR
(12,6),(6,10),-0.277681 # DEPENDENCYPART_GRANDPAR
(12,6),(6,11),-0.311846 # DEPENDENCYPART_GRANDPAR
(12,6),(6,12),-0.616766 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,6),(6,13),-0.167722 # DEPENDENCYPART_GRANDPAR
(12,6),(6,15),-0.0351431 # DEPENDENCYPART_GRANDPAR
(12,6),(6,17),-0.42602 # DEPENDENCYPART_GRANDPAR
(12,6),(6,18),-0.179842 # DEPENDENCYPART_GRANDPAR
(12,6),(6,20),-0.117214 # DEPENDENCYPART_GRANDPAR
(12,6),(6,21),-0.288762 # DEPENDENCYPART_GRANDPAR
(12,6),(6,22),-0.252396 # DEPENDENCYPART_GRANDPAR
(12,6),(6,23),-0.173196 # DEPENDENCYPART_GRANDPAR
(12,6),(6,24),-0.625181 # DEPENDENCYPART_GRANDPAR
(12,7),(7,11),-0.299867 # DEPENDENCYPART_GRANDPAR
(12,8),(8,1),-0.375661 # DEPENDENCYPART_GRANDPAR
(12,8),(8,2),-0.474988 # DEPENDENCYPART_GRANDPAR
(12,8),(8,4),-0.630211 # DEPENDENCYPART_GRANDPAR
(12,8),(8,5),-0.0420752 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),-0.618118 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),-0.751403 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),-0.193339 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),-0.243519 # DEPENDENCYPART_GRANDPAR
(12,8),(8,11),-0.150897 # DEPENDENCYPART_GRANDPAR
(12,8),(8,12),-1.06989 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,8),(8,13),-0.72169 # DEPENDENCYPART_GRANDPAR
(12,8),(8,17),-0.879146 # DEPENDENCYPART_GRANDPAR
(12,8),(8,18),-0.520876 # DEPENDENCYPART_GRANDPAR
(12,8),(8,24),-0.892321 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),-0.297279 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-0.641772 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,15),-0.0601492 # DEPENDENCYPART_GRANDPAR
(12,10),(10,17),-0.451026 # DEPENDENCYPART_GRANDPAR
(12,10),(10,20),-0.14222 # DEPENDENCYPART_GRANDPAR
(12,10),(10,23),-0.198202 # DEPENDENCYPART_GRANDPAR
(12,11),(11,5),-0.045378 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),-0.633939 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),-0.750239 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-0.475942 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.216631 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.294707 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-1.06987 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,6),-1.08807 # DEPENDENCYPART_GRANDPAR
(12,15),(15,10),-0.676569 # DEPENDENCYPART_GRANDPAR
(12,15),(15,13),-0.297835 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),-0.160585 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),-0.39119 # DEPENDENCYPART_GRANDPAR
(12,15),(15,18),-0.138424 # DEPENDENCYPART_GRANDPAR
(12,15),(15,20),-0.0853633 # DEPENDENCYPART_GRANDPAR
(12,15),(15,21),-0.245254 # DEPENDENCYPART_GRANDPAR
(12,15),(15,23),-0.141556 # DEPENDENCYPART_GRANDPAR
(12,17),(17,6),-1.08807 # DEPENDENCYPART_GRANDPAR
(12,17),(17,11),-0.748322 # DEPENDENCYPART_GRANDPAR
(12,17),(17,12),-0.47427 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,17),(17,14),-0.151477 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),0.10634 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),0.0756843 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),-0.146833 # DEPENDENCYPART_GRANDPAR
(12,17),(17,20),-0.0879795 # DEPENDENCYPART_GRANDPAR
(12,17),(17,21),-0.254872 # DEPENDENCYPART_GRANDPAR
(12,17),(17,23),-0.144173 # DEPENDENCYPART_GRANDPAR
(12,17),(17,24),-0.496536 # DEPENDENCYPART_GRANDPAR
(12,20),(20,14),-0.151477 # DEPENDENCYPART_GRANDPAR
(12,20),(20,15),0.111004 # DEPENDENCYPART_GRANDPAR
(12,20),(20,16),0.0817784 # DEPENDENCYPART_GRANDPAR
(12,20),(20,17),-0.281192 # DEPENDENCYPART_GRANDPAR
(12,20),(20,18),-0.119826 # DEPENDENCYPART_GRANDPAR
(12,20),(20,19),-0.265222 # DEPENDENCYPART_GRANDPAR
(12,20),(20,23),-0.14931 # DEPENDENCYPART_GRANDPAR
(12,21),(21,1),-0.815113 # DEPENDENCYPART_GRANDPAR
(12,21),(21,2),-0.910412 # DEPENDENCYPART_GRANDPAR
(12,21),(21,4),-1.04323 # DEPENDENCYPART_GRANDPAR
(12,21),(21,5),-0.432992 # DEPENDENCYPART_GRANDPAR
(12,21),(21,6),-1.05382 # DEPENDENCYPART_GRANDPAR
(12,21),(21,8),-0.870835 # DEPENDENCYPART_GRANDPAR
(12,21),(21,9),-0.564306 # DEPENDENCYPART_GRANDPAR
(12,21),(21,10),-0.658228 # DEPENDENCYPART_GRANDPAR
(12,21),(21,11),-0.685808 # DEPENDENCYPART_GRANDPAR
(12,21),(21,12),-0.561836 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,21),(21,13),-0.298096 # DEPENDENCYPART_GRANDPAR
(12,21),(21,14),-0.126264 # DEPENDENCYPART_GRANDPAR
(12,21),(21,15),0.0201786 # DEPENDENCYPART_GRANDPAR
(12,21),(21,17),-0.371089 # DEPENDENCYPART_GRANDPAR
(12,21),(21,18),-0.162819 # DEPENDENCYPART_GRANDPAR
(12,21),(21,19),-0.240009 # DEPENDENCYPART_GRANDPAR
(12,21),(21,20),-0.0622834 # DEPENDENCYPART_GRANDPAR
(12,21),(21,23),0.0805634 # DEPENDENCYPART_GRANDPAR
(12,21),(21,24),-0.405394 # DEPENDENCYPART_GRANDPAR
(12,23),(23,14),-0.151477 # DEPENDENCYPART_GRANDPAR
(12,23),(23,15),0.111004 # DEPENDENCYPART_GRANDPAR
(12,23),(23,16),0.0817784 # DEPENDENCYPART_GRANDPAR
(12,23),(23,17),-0.281192 # DEPENDENCYPART_GRANDPAR
(12,23),(23,18),-0.119826 # DEPENDENCYPART_GRANDPAR
(12,23),(23,19),-0.265222 # DEPENDENCYPART_GRANDPAR
(12,23),(23,20),0.0276137 # DEPENDENCYPART_GRANDPAR
(12,23),(23,21),-0.120011 # DEPENDENCYPART_GRANDPAR
(12,23),(23,22),-0.13616 # DEPENDENCYPART_GRANDPAR
(13,1),(1,2),-0.411268 # DEPENDENCYPART_GRANDPAR
(13,1),(1,3),-0.363472 # DEPENDENCYPART_GRANDPAR
(13,1),(1,4),-0.308417 # DEPENDENCYPART_GRANDPAR
(13,1),(1,5),0.0872912 # DEPENDENCYPART_GRANDPAR
(13,1),(1,8),-0.205521 # DEPENDENCYPART_GRANDPAR
(13,1),(1,9),-0.246866 # DEPENDENCYPART_GRANDPAR
(13,1),(1,11),0.272292 # DEPENDENCYPART_GRANDPAR
(13,1),(1,13),-1.18807 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,1),(1,24),-0.932779 # DEPENDENCYPART_GRANDPAR
(13,2),(2,1),-0.358982 # DEPENDENCYPART_GRANDPAR
(13,2),(2,4),-0.289896 # DEPENDENCYPART_GRANDPAR
(13,2),(2,5),0.0791472 # DEPENDENCYPART_GRANDPAR
(13,2),(2,8),-0.181982 # DEPENDENCYPART_GRANDPAR
(13,2),(2,9),-0.176819 # DEPENDENCYPART_GRANDPAR
(13,2),(2,13),-1.30648 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,2),(2,24),-1.03995 # DEPENDENCYPART_GRANDPAR
(13,3),(3,1),-0.336769 # DEPENDENCYPART_GRANDPAR
(13,3),(3,2),-0.442955 # DEPENDENCYPART_GRANDPAR
(13,3),(3,13),-1.20605 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,4),(4,1),-0.315024 # DEPENDENCYPART_GRANDPAR
(13,4),(4,2),-0.324921 # DEPENDENCYPART_GRANDPAR
(13,4),(4,3),-0.301554 # DEPENDENCYPART_GRANDPAR
(13,4),(4,5),0.101015 # DEPENDENCYPART_GRANDPAR
(13,4),(4,8),-0.156513 # DEPENDENCYPART_GRANDPAR
(13,4),(4,9),-0.14458 # DEPENDENCYPART_GRANDPAR
(13,4),(4,13),-1.30679 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,4),(4,24),-1.04034 # DEPENDENCYPART_GRANDPAR
(13,5),(5,1),-0.282444 # DEPENDENCYPART_GRANDPAR
(13,5),(5,2),-0.402904 # DEPENDENCYPART_GRANDPAR
(13,5),(5,3),-0.409237 # DEPENDENCYPART_GRANDPAR
(13,5),(5,4),-0.299192 # DEPENDENCYPART_GRANDPAR
(13,5),(5,6),-0.03541 # DEPENDENCYPART_GRANDPAR
(13,5),(5,7),-0.194453 # DEPENDENCYPART_GRANDPAR
(13,5),(5,8),-0.250313 # DEPENDENCYPART_GRANDPAR
(13,5),(5,9),-0.28397 # DEPENDENCYPART_GRANDPAR
(13,5),(5,10),-0.0486899 # DEPENDENCYPART_GRANDPAR
(13,5),(5,11),0.21997 # DEPENDENCYPART_GRANDPAR
(13,5),(5,12),0.128519 # DEPENDENCYPART_GRANDPAR
(13,5),(5,13),-1.08071 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,5),(5,15),0.0108736 # DEPENDENCYPART_GRANDPAR
(13,5),(5,17),-0.136355 # DEPENDENCYPART_GRANDPAR
(13,5),(5,18),-0.292505 # DEPENDENCYPART_GRANDPAR
(13,5),(5,20),-0.243737 # DEPENDENCYPART_GRANDPAR
(13,5),(5,21),0.0594374 # DEPENDENCYPART_GRANDPAR
(13,5),(5,23),-0.119024 # DEPENDENCYPART_GRANDPAR
(13,5),(5,24),-0.753826 # DEPENDENCYPART_GRANDPAR
(13,6),(6,2),-0.24261 # DEPENDENCYPART_GRANDPAR
(13,6),(6,3),-0.277713 # DEPENDENCYPART_GRANDPAR
(13,6),(6,4),-0.15084 # DEPENDENCYPART_GRANDPAR
(13,6),(6,5),0.265256 # DEPENDENCYPART_GRANDPAR
(13,6),(6,8),-0.352427 # DEPENDENCYPART_GRANDPAR
(13,6),(6,9),-0.235358 # DEPENDENCYPART_GRANDPAR
(13,6),(6,10),-0.120142 # DEPENDENCYPART_GRANDPAR
(13,6),(6,11),0.125389 # DEPENDENCYPART_GRANDPAR
(13,6),(6,12),0.0178582 # DEPENDENCYPART_GRANDPAR
(13,6),(6,13),-0.62234 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,6),(6,15),0.11579 # DEPENDENCYPART_GRANDPAR
(13,6),(6,17),-0.0307487 # DEPENDENCYPART_GRANDPAR
(13,6),(6,18),-0.0499195 # DEPENDENCYPART_GRANDPAR
(13,6),(6,20),-0.138131 # DEPENDENCYPART_GRANDPAR
(13,6),(6,21),0.242746 # DEPENDENCYPART_GRANDPAR
(13,6),(6,22),0.0494872 # DEPENDENCYPART_GRANDPAR
(13,6),(6,23),-0.0134183 # DEPENDENCYPART_GRANDPAR
(13,6),(6,24),-0.673713 # DEPENDENCYPART_GRANDPAR
(13,7),(7,11),0.340299 # DEPENDENCYPART_GRANDPAR
(13,8),(8,1),-0.314987 # DEPENDENCYPART_GRANDPAR
(13,8),(8,2),-0.325084 # DEPENDENCYPART_GRANDPAR
(13,8),(8,4),-0.243299 # DEPENDENCYPART_GRANDPAR
(13,8),(8,5),0.106959 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),0.121067 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),-0.0404552 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),-0.13828 # DEPENDENCYPART_GRANDPAR
(13,8),(8,10),0.000600001 # DEPENDENCYPART_GRANDPAR
(13,8),(8,11),0.326016 # DEPENDENCYPART_GRANDPAR
(13,8),(8,12),0.214538 # DEPENDENCYPART_GRANDPAR
(13,8),(8,13),-1.30775 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,8),(8,17),-0.581199 # DEPENDENCYPART_GRANDPAR
(13,8),(8,18),-0.534118 # DEPENDENCYPART_GRANDPAR
(13,8),(8,24),-1.04038 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),0.123664 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),0.0161332 # DEPENDENCYPART_GRANDPAR
(13,10),(10,15),0.0589226 # DEPENDENCYPART_GRANDPAR
(13,10),(10,17),-0.0876157 # DEPENDENCYPART_GRANDPAR
(13,10),(10,20),-0.194998 # DEPENDENCYPART_GRANDPAR
(13,10),(10,23),-0.0702854 # DEPENDENCYPART_GRANDPAR
(13,11),(11,5),0.0864518 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),0.0746073 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),-0.0812545 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),-0.187741 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-0.2079 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.0499916 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),0.20836 # DEPENDENCYPART_GRANDPAR
(13,12),(12,1),-0.308588 # DEPENDENCYPART_GRANDPAR
(13,12),(12,2),-0.307426 # DEPENDENCYPART_GRANDPAR
(13,12),(12,4),-0.225641 # DEPENDENCYPART_GRANDPAR
(13,12),(12,5),0.114464 # DEPENDENCYPART_GRANDPAR
(13,12),(12,6),0.125264 # DEPENDENCYPART_GRANDPAR
(13,12),(12,7),-0.032911 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),-0.127714 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),-0.179888 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.0181252 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),0.371554 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),-0.433482 # DEPENDENCYPART_GRANDPAR
(13,12),(12,17),-0.580713 # DEPENDENCYPART_GRANDPAR
(13,12),(12,18),-0.533645 # DEPENDENCYPART_GRANDPAR
(13,12),(12,20),-0.688095 # DEPENDENCYPART_GRANDPAR
(13,12),(12,21),-0.297859 # DEPENDENCYPART_GRANDPAR
(13,12),(12,23),-0.563383 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),-0.0728291 # DEPENDENCYPART_GRANDPAR
(13,14),(14,21),0.289045 # DEPENDENCYPART_GRANDPAR
(13,15),(15,6),-0.462439 # DEPENDENCYPART_GRANDPAR
(13,15),(15,10),-0.518761 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-0.814688 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),0.165894 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),0.0379492 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),-0.0774764 # DEPENDENCYPART_GRANDPAR
(13,15),(15,20),-0.0693699 # DEPENDENCYPART_GRANDPAR
(13,15),(15,21),0.286231 # DEPENDENCYPART_GRANDPAR
(13,15),(15,23),0.0552805 # DEPENDENCYPART_GRANDPAR
(13,17),(17,6),-0.462439 # DEPENDENCYPART_GRANDPAR
(13,17),(17,11),-0.285718 # DEPENDENCYPART_GRANDPAR
(13,17),(17,12),-0.386422 # DEPENDENCYPART_GRANDPAR
(13,17),(17,14),0.180189 # DEPENDENCYPART_GRANDPAR
(13,17),(17,15),0.148223 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),-0.197277 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),-0.0787251 # DEPENDENCYPART_GRANDPAR
(13,17),(17,20),-0.0645365 # DEPENDENCYPART_GRANDPAR
(13,17),(17,21),0.285778 # DEPENDENCYPART_GRANDPAR
(13,17),(17,23),0.0601139 # DEPENDENCYPART_GRANDPAR
(13,17),(17,24),-0.609592 # DEPENDENCYPART_GRANDPAR
(13,19),(19,21),0.289045 # DEPENDENCYPART_GRANDPAR
(13,20),(20,14),0.190714 # DEPENDENCYPART_GRANDPAR
(13,20),(20,15),0.170404 # DEPENDENCYPART_GRANDPAR
(13,20),(20,16),-0.171747 # DEPENDENCYPART_GRANDPAR
(13,20),(20,17),0.0143616 # DEPENDENCYPART_GRANDPAR
(13,20),(20,18),-0.0361574 # DEPENDENCYPART_GRANDPAR
(13,20),(20,19),-0.11753 # DEPENDENCYPART_GRANDPAR
(13,20),(20,23),0.0556301 # DEPENDENCYPART_GRANDPAR
(13,21),(21,1),-0.638917 # DEPENDENCYPART_GRANDPAR
(13,21),(21,2),-0.797516 # DEPENDENCYPART_GRANDPAR
(13,21),(21,4),-0.690615 # DEPENDENCYPART_GRANDPAR
(13,21),(21,5),-0.297648 # DEPENDENCYPART_GRANDPAR
(13,21),(21,6),-0.330657 # DEPENDENCYPART_GRANDPAR
(13,21),(21,8),-0.590032 # DEPENDENCYPART_GRANDPAR
(13,21),(21,9),-0.537355 # DEPENDENCYPART_GRANDPAR
(13,21),(21,10),-0.407674 # DEPENDENCYPART_GRANDPAR
(13,21),(21,11),-0.117207 # DEPENDENCYPART_GRANDPAR
(13,21),(21,12),-0.217911 # DEPENDENCYPART_GRANDPAR
(13,21),(21,13),-0.863331 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,21),(21,14),0.18039 # DEPENDENCYPART_GRANDPAR
(13,21),(21,15),0.0443208 # DEPENDENCYPART_GRANDPAR
(13,21),(21,17),-0.110231 # DEPENDENCYPART_GRANDPAR
(13,21),(21,18),-0.135371 # DEPENDENCYPART_GRANDPAR
(13,21),(21,19),-0.127855 # DEPENDENCYPART_GRANDPAR
(13,21),(21,20),-0.217613 # DEPENDENCYPART_GRANDPAR
(13,21),(21,23),-0.0885576 # DEPENDENCYPART_GRANDPAR
(13,21),(21,24),-0.684361 # DEPENDENCYPART_GRANDPAR
(13,22),(22,21),0.0958217 # DEPENDENCYPART_GRANDPAR
(13,23),(23,14),0.191818 # DEPENDENCYPART_GRANDPAR
(13,23),(23,15),0.171508 # DEPENDENCYPART_GRANDPAR
(13,23),(23,16),-0.170643 # DEPENDENCYPART_GRANDPAR
(13,23),(23,17),0.0154656 # DEPENDENCYPART_GRANDPAR
(13,23),(23,18),-0.0350535 # DEPENDENCYPART_GRANDPAR
(13,23),(23,19),-0.116426 # DEPENDENCYPART_GRANDPAR
(13,23),(23,20),-0.0919164 # DEPENDENCYPART_GRANDPAR
(13,23),(23,21),0.316066 # DEPENDENCYPART_GRANDPAR
(13,23),(23,22),0.13751 # DEPENDENCYPART_GRANDPAR
(14,16),(16,15),-0.0559751 # DEPENDENCYPART_GRANDPAR
(14,16),(16,20),-0.265877 # DEPENDENCYPART_GRANDPAR
(14,16),(16,23),-0.234487 # DEPENDENCYPART_GRANDPAR
(14,16),(16,24),-0.290804 # DEPENDENCYPART_GRANDPAR
(14,21),(21,1),-0.759441 # DEPENDENCYPART_GRANDPAR
(14,21),(21,2),-0.92112 # DEPENDENCYPART_GRANDPAR
(14,21),(21,4),-0.931504 # DEPENDENCYPART_GRANDPAR
(14,21),(21,5),-0.700522 # DEPENDENCYPART_GRANDPAR
(14,21),(21,6),-0.74046 # DEPENDENCYPART_GRANDPAR
(14,21),(21,8),-0.887183 # DEPENDENCYPART_GRANDPAR
(14,21),(21,9),-0.627503 # DEPENDENCYPART_GRANDPAR
(14,21),(21,10),-0.660404 # DEPENDENCYPART_GRANDPAR
(14,21),(21,11),-0.794385 # DEPENDENCYPART_GRANDPAR
(14,21),(21,12),-0.733489 # DEPENDENCYPART_GRANDPAR
(14,21),(21,13),-0.600504 # DEPENDENCYPART_GRANDPAR
(14,21),(21,14),-0.644172 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,21),(21,15),-0.0356262 # DEPENDENCYPART_GRANDPAR
(14,21),(21,17),-0.12324 # DEPENDENCYPART_GRANDPAR
(14,21),(21,18),-0.15407 # DEPENDENCYPART_GRANDPAR
(14,21),(21,19),-0.409204 # DEPENDENCYPART_GRANDPAR
(14,21),(21,20),-0.182818 # DEPENDENCYPART_GRANDPAR
(14,21),(21,23),-0.216618 # DEPENDENCYPART_GRANDPAR
(14,21),(21,24),-0.309534 # DEPENDENCYPART_GRANDPAR
(15,6),(6,2),-0.735733 # DEPENDENCYPART_GRANDPAR
(15,6),(6,3),-1.35624 # DEPENDENCYPART_GRANDPAR
(15,6),(6,4),-0.774996 # DEPENDENCYPART_GRANDPAR
(15,6),(6,5),-0.398141 # DEPENDENCYPART_GRANDPAR
(15,6),(6,8),-0.708734 # DEPENDENCYPART_GRANDPAR
(15,6),(6,9),-0.491627 # DEPENDENCYPART_GRANDPAR
(15,6),(6,10),-0.701421 # DEPENDENCYPART_GRANDPAR
(15,6),(6,11),-0.66533 # DEPENDENCYPART_GRANDPAR
(15,6),(6,12),-0.360942 # DEPENDENCYPART_GRANDPAR
(15,6),(6,13),-0.185289 # DEPENDENCYPART_GRANDPAR
(15,6),(6,15),-0.644374 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,6),(6,17),-0.495273 # DEPENDENCYPART_GRANDPAR
(15,6),(6,18),-0.270673 # DEPENDENCYPART_GRANDPAR
(15,6),(6,20),-0.169949 # DEPENDENCYPART_GRANDPAR
(15,6),(6,21),-0.234125 # DEPENDENCYPART_GRANDPAR
(15,6),(6,22),-0.268695 # DEPENDENCYPART_GRANDPAR
(15,6),(6,23),-0.0729083 # DEPENDENCYPART_GRANDPAR
(15,6),(6,24),-0.60203 # DEPENDENCYPART_GRANDPAR
(15,10),(10,11),-0.650762 # DEPENDENCYPART_GRANDPAR
(15,10),(10,12),-0.346374 # DEPENDENCYPART_GRANDPAR
(15,10),(10,15),-0.669593 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,10),(10,17),-0.520492 # DEPENDENCYPART_GRANDPAR
(15,10),(10,20),-0.195168 # DEPENDENCYPART_GRANDPAR
(15,10),(10,23),-0.0981273 # DEPENDENCYPART_GRANDPAR
(15,13),(13,1),-0.765237 # DEPENDENCYPART_GRANDPAR
(15,13),(13,2),-0.69023 # DEPENDENCYPART_GRANDPAR
(15,13),(13,3),-1.34593 # DEPENDENCYPART_GRANDPAR
(15,13),(13,4),-0.719322 # DEPENDENCYPART_GRANDPAR
(15,13),(13,5),-0.408871 # DEPENDENCYPART_GRANDPAR
(15,13),(13,6),-1.02054 # DEPENDENCYPART_GRANDPAR
(15,13),(13,7),-1.36654 # DEPENDENCYPART_GRANDPAR
(15,13),(13,8),-0.641268 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),-0.551412 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),-0.690448 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.607505 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.300663 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),-0.612225 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-1.03588 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,17),-0.887247 # DEPENDENCYPART_GRANDPAR
(15,13),(13,18),-0.619927 # DEPENDENCYPART_GRANDPAR
(15,13),(13,19),-0.652863 # DEPENDENCYPART_GRANDPAR
(15,13),(13,20),-0.561924 # DEPENDENCYPART_GRANDPAR
(15,13),(13,21),-0.573461 # DEPENDENCYPART_GRANDPAR
(15,13),(13,22),-0.543783 # DEPENDENCYPART_GRANDPAR
(15,13),(13,23),-0.464883 # DEPENDENCYPART_GRANDPAR
(15,13),(13,24),-0.839782 # DEPENDENCYPART_GRANDPAR
(15,14),(14,16),-0.347193 # DEPENDENCYPART_GRANDPAR
(15,14),(14,21),-0.6092 # DEPENDENCYPART_GRANDPAR
(15,17),(17,6),-1.37484 # DEPENDENCYPART_GRANDPAR
(15,17),(17,11),-1.10181 # DEPENDENCYPART_GRANDPAR
(15,17),(17,12),-0.797419 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),-1.0183 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-0.503933 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),0.0500558 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),-0.238089 # DEPENDENCYPART_GRANDPAR
(15,17),(17,20),-0.14114 # DEPENDENCYPART_GRANDPAR
(15,17),(17,21),-0.200662 # DEPENDENCYPART_GRANDPAR
(15,17),(17,23),-0.04431 # DEPENDENCYPART_GRANDPAR
(15,17),(17,24),-0.47381 # DEPENDENCYPART_GRANDPAR
(15,20),(20,14),-1.0183 # DEPENDENCYPART_GRANDPAR
(15,20),(20,15),-0.49927 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,20),(20,16),0.0561498 # DEPENDENCYPART_GRANDPAR
(15,20),(20,17),-0.351489 # DEPENDENCYPART_GRANDPAR
(15,20),(20,18),-0.211701 # DEPENDENCYPART_GRANDPAR
(15,20),(20,19),-0.284478 # DEPENDENCYPART_GRANDPAR
(15,20),(20,23),-0.0494471 # DEPENDENCYPART_GRANDPAR
