# _root_ S bár aranyat ér minden találatuk , Hímer és Kökény hadrendbe állásával kézzelfoghatóvá vált , hogy a kubaiak játéka az egyéni improvizációra épül .
#goldHeads=14,14,4,14,6,4,14,12,12,12,12,14,14,0,14,14,18,19,23,22,22,23,14,14,
#predictedHeads=4,4,4,0,6,4,4,14,14,11,12,14,14,4,14,14,18,19,23,22,22,23,14,4,
(6,4),(4,15),-0.398749 # DEPENDENCYPART_GRANDPAR
(6,4),(4,16),-0.588262 # DEPENDENCYPART_GRANDPAR
(6,4),(4,18),-0.502277 # DEPENDENCYPART_GRANDPAR
(6,4),(4,19),-0.779132 # DEPENDENCYPART_GRANDPAR
(6,4),(4,21),-0.524535 # DEPENDENCYPART_GRANDPAR
(6,4),(4,22),-0.5512 # DEPENDENCYPART_GRANDPAR
(6,4),(4,23),-0.653928 # DEPENDENCYPART_GRANDPAR
(6,4),(4,24),-0.896279 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.489157 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),-0.111314 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.0295026 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.339711 # DEPENDENCYPART_GRANDPAR
(6,11),(11,1),-0.673688 # DEPENDENCYPART_GRANDPAR
(6,11),(11,3),-0.832779 # DEPENDENCYPART_GRANDPAR
(6,11),(11,4),-0.837753 # DEPENDENCYPART_GRANDPAR
(6,11),(11,5),-0.86865 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-0.489157 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,7),-0.111315 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),0.0333946 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),-0.0673982 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),0.0914382 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.339711 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),-0.0851571 # DEPENDENCYPART_GRANDPAR
(6,14),(14,1),-0.699007 # DEPENDENCYPART_GRANDPAR
(6,14),(14,2),-0.620178 # DEPENDENCYPART_GRANDPAR
(6,14),(14,3),-0.774974 # DEPENDENCYPART_GRANDPAR
(6,14),(14,4),-0.853464 # DEPENDENCYPART_GRANDPAR
(6,14),(14,5),-0.823774 # DEPENDENCYPART_GRANDPAR
(6,14),(14,6),-0.665578 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,14),(14,7),-0.25013 # DEPENDENCYPART_GRANDPAR
(6,14),(14,8),-0.143027 # DEPENDENCYPART_GRANDPAR
(6,14),(14,9),-0.134861 # DEPENDENCYPART_GRANDPAR
(6,14),(14,10),-0.0849831 # DEPENDENCYPART_GRANDPAR
(6,14),(14,11),-0.13552 # DEPENDENCYPART_GRANDPAR
(6,14),(14,12),-0.395192 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),0.0251115 # DEPENDENCYPART_GRANDPAR
(6,14),(14,15),-0.0793556 # DEPENDENCYPART_GRANDPAR
(6,14),(14,16),-0.170079 # DEPENDENCYPART_GRANDPAR
(6,14),(14,17),-0.460289 # DEPENDENCYPART_GRANDPAR
(6,14),(14,18),-0.0484887 # DEPENDENCYPART_GRANDPAR
(6,14),(14,19),-0.325344 # DEPENDENCYPART_GRANDPAR
(6,14),(14,20),-0.329267 # DEPENDENCYPART_GRANDPAR
(6,14),(14,21),-0.178804 # DEPENDENCYPART_GRANDPAR
(6,14),(14,22),-0.0974116 # DEPENDENCYPART_GRANDPAR
(6,14),(14,23),-0.314211 # DEPENDENCYPART_GRANDPAR
(6,14),(14,24),-0.524704 # DEPENDENCYPART_GRANDPAR
(6,23),(23,1),-0.698205 # DEPENDENCYPART_GRANDPAR
(6,23),(23,2),-0.619379 # DEPENDENCYPART_GRANDPAR
(6,23),(23,3),-0.77133 # DEPENDENCYPART_GRANDPAR
(6,23),(23,4),-0.853059 # DEPENDENCYPART_GRANDPAR
(6,23),(23,6),-0.648054 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,23),(23,7),-0.235756 # DEPENDENCYPART_GRANDPAR
(6,23),(23,8),-0.125503 # DEPENDENCYPART_GRANDPAR
(6,23),(23,9),-0.121868 # DEPENDENCYPART_GRANDPAR
(6,23),(23,10),-0.067459 # DEPENDENCYPART_GRANDPAR
(6,23),(23,11),-0.117995 # DEPENDENCYPART_GRANDPAR
(6,23),(23,12),-0.377667 # DEPENDENCYPART_GRANDPAR
(6,23),(23,13),0.0458687 # DEPENDENCYPART_GRANDPAR
(6,23),(23,14),-0.199759 # DEPENDENCYPART_GRANDPAR
(6,23),(23,15),-0.114347 # DEPENDENCYPART_GRANDPAR
(6,23),(23,16),-0.183388 # DEPENDENCYPART_GRANDPAR
(6,23),(23,17),-0.511253 # DEPENDENCYPART_GRANDPAR
(6,23),(23,18),-0.124798 # DEPENDENCYPART_GRANDPAR
(6,23),(23,19),-0.401654 # DEPENDENCYPART_GRANDPAR
(6,23),(23,20),-0.287646 # DEPENDENCYPART_GRANDPAR
(6,23),(23,21),-0.0071493 # DEPENDENCYPART_GRANDPAR
(6,23),(23,22),-0.173721 # DEPENDENCYPART_GRANDPAR
(6,23),(23,24),-0.537577 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.0450457 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),0.127259 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.199123 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.0302279 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.0484671 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-1.15351 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,11),-0.583495 # DEPENDENCYPART_GRANDPAR
(8,6),(6,14),-0.764506 # DEPENDENCYPART_GRANDPAR
(8,6),(6,23),-0.840653 # DEPENDENCYPART_GRANDPAR
(8,6),(6,24),-1.04039 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.555578 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),-0.170051 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.106505 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.428194 # DEPENDENCYPART_GRANDPAR
(8,12),(12,5),-0.534337 # DEPENDENCYPART_GRANDPAR
(8,12),(12,6),-0.409181 # DEPENDENCYPART_GRANDPAR
(8,12),(12,7),-0.449502 # DEPENDENCYPART_GRANDPAR
(8,12),(12,8),-0.555578 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,12),(12,9),-0.170051 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),-0.122449 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),0.0183368 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),-0.370952 # DEPENDENCYPART_GRANDPAR
(8,12),(12,19),-0.590233 # DEPENDENCYPART_GRANDPAR
(8,12),(12,23),-0.437021 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),-0.36526 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),-0.347439 # DEPENDENCYPART_GRANDPAR
(9,1),(1,4),-0.237448 # DEPENDENCYPART_GRANDPAR
(9,1),(1,6),-0.269013 # DEPENDENCYPART_GRANDPAR
(9,1),(1,7),-0.345024 # DEPENDENCYPART_GRANDPAR
(9,1),(1,13),-0.48045 # DEPENDENCYPART_GRANDPAR
(9,1),(1,14),-0.694243 # DEPENDENCYPART_GRANDPAR
(9,1),(1,15),-0.546094 # DEPENDENCYPART_GRANDPAR
(9,1),(1,16),-0.592113 # DEPENDENCYPART_GRANDPAR
(9,1),(1,19),-0.923529 # DEPENDENCYPART_GRANDPAR
(9,1),(1,23),-1.08426 # DEPENDENCYPART_GRANDPAR
(9,1),(1,24),-0.837681 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),-0.355066 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),-0.311639 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),-0.180772 # DEPENDENCYPART_GRANDPAR
(9,2),(2,14),-0.684455 # DEPENDENCYPART_GRANDPAR
(9,2),(2,15),-0.541509 # DEPENDENCYPART_GRANDPAR
(9,2),(2,16),-0.588462 # DEPENDENCYPART_GRANDPAR
(9,2),(2,23),-1.07447 # DEPENDENCYPART_GRANDPAR
(9,2),(2,24),-0.835073 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),-0.332979 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.302554 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.234424 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),-0.23388 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),-0.237363 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),-0.353808 # DEPENDENCYPART_GRANDPAR
(9,4),(4,8),-0.155659 # DEPENDENCYPART_GRANDPAR
(9,4),(4,9),-1.32711 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,4),(4,10),-0.997242 # DEPENDENCYPART_GRANDPAR
(9,4),(4,11),-1.15904 # DEPENDENCYPART_GRANDPAR
(9,4),(4,12),-1.06786 # DEPENDENCYPART_GRANDPAR
(9,4),(4,13),-0.742991 # DEPENDENCYPART_GRANDPAR
(9,4),(4,14),-0.972837 # DEPENDENCYPART_GRANDPAR
(9,4),(4,15),-0.867009 # DEPENDENCYPART_GRANDPAR
(9,4),(4,16),-0.95924 # DEPENDENCYPART_GRANDPAR
(9,4),(4,18),-1.4457 # DEPENDENCYPART_GRANDPAR
(9,4),(4,19),-1.30526 # DEPENDENCYPART_GRANDPAR
(9,4),(4,21),-1.32328 # DEPENDENCYPART_GRANDPAR
(9,4),(4,22),-1.44 # DEPENDENCYPART_GRANDPAR
(9,4),(4,23),-1.36317 # DEPENDENCYPART_GRANDPAR
(9,4),(4,24),-1.10312 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.359139 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.283662 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.191808 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.09905 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.296515 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),-0.0618369 # DEPENDENCYPART_GRANDPAR
(9,6),(6,11),-0.797283 # DEPENDENCYPART_GRANDPAR
(9,6),(6,14),-0.608497 # DEPENDENCYPART_GRANDPAR
(9,6),(6,23),-0.998617 # DEPENDENCYPART_GRANDPAR
(9,6),(6,24),-0.819734 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.205977 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.328769 # DEPENDENCYPART_GRANDPAR
(9,8),(8,10),-0.635487 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.706107 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.859525 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.516064 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.0652474 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),0.0291453 # DEPENDENCYPART_GRANDPAR
(9,11),(11,1),-0.740247 # DEPENDENCYPART_GRANDPAR
(9,11),(11,3),-1.01888 # DEPENDENCYPART_GRANDPAR
(9,11),(11,4),-0.785507 # DEPENDENCYPART_GRANDPAR
(9,11),(11,5),-0.56802 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-0.941229 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-0.772079 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.859525 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.516587 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),0.162201 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),0.0291453 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.0270927 # DEPENDENCYPART_GRANDPAR
(9,12),(12,5),-0.56802 # DEPENDENCYPART_GRANDPAR
(9,12),(12,6),-0.941229 # DEPENDENCYPART_GRANDPAR
(9,12),(12,7),-0.772079 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-0.859525 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-0.516064 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),0.162202 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),0.00430591 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.0270927 # DEPENDENCYPART_GRANDPAR
(9,12),(12,19),-0.208258 # DEPENDENCYPART_GRANDPAR
(9,12),(12,23),-0.405546 # DEPENDENCYPART_GRANDPAR
(9,13),(13,1),-0.725628 # DEPENDENCYPART_GRANDPAR
(9,13),(13,2),-0.735613 # DEPENDENCYPART_GRANDPAR
(9,13),(13,3),-0.950226 # DEPENDENCYPART_GRANDPAR
(9,13),(13,4),-0.769991 # DEPENDENCYPART_GRANDPAR
(9,13),(13,6),-0.872576 # DEPENDENCYPART_GRANDPAR
(9,13),(13,7),-0.746025 # DEPENDENCYPART_GRANDPAR
(9,13),(13,8),-0.790872 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-0.525228 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,10),0.110026 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),-0.0517729 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),0.0394059 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.0472155 # DEPENDENCYPART_GRANDPAR
(9,13),(13,18),-0.295169 # DEPENDENCYPART_GRANDPAR
(9,13),(13,19),-0.154735 # DEPENDENCYPART_GRANDPAR
(9,13),(13,23),-0.407938 # DEPENDENCYPART_GRANDPAR
(9,13),(13,24),-0.445688 # DEPENDENCYPART_GRANDPAR
(9,14),(14,1),-1.11311 # DEPENDENCYPART_GRANDPAR
(9,14),(14,2),-1.13244 # DEPENDENCYPART_GRANDPAR
(9,14),(14,3),-1.38847 # DEPENDENCYPART_GRANDPAR
(9,14),(14,4),-1.15366 # DEPENDENCYPART_GRANDPAR
(9,14),(14,5),-0.848549 # DEPENDENCYPART_GRANDPAR
(9,14),(14,6),-1.31082 # DEPENDENCYPART_GRANDPAR
(9,14),(14,7),-1.1205 # DEPENDENCYPART_GRANDPAR
(9,14),(14,8),-1.22912 # DEPENDENCYPART_GRANDPAR
(9,14),(14,9),-0.562964 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,14),(14,10),0.0575338 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),-0.10306 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),-0.0130863 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),-0.0445016 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.0457793 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),0.0159546 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),-0.0648369 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),-0.301269 # DEPENDENCYPART_GRANDPAR
(9,14),(14,19),-0.160836 # DEPENDENCYPART_GRANDPAR
(9,14),(14,20),-0.482813 # DEPENDENCYPART_GRANDPAR
(9,14),(14,21),-0.50391 # DEPENDENCYPART_GRANDPAR
(9,14),(14,22),-0.295574 # DEPENDENCYPART_GRANDPAR
(9,14),(14,23),-0.329868 # DEPENDENCYPART_GRANDPAR
(9,14),(14,24),-0.387111 # DEPENDENCYPART_GRANDPAR
(9,16),(16,1),-0.783337 # DEPENDENCYPART_GRANDPAR
(9,16),(16,2),-0.792074 # DEPENDENCYPART_GRANDPAR
(9,16),(16,3),-1.01484 # DEPENDENCYPART_GRANDPAR
(9,16),(16,4),-0.87734 # DEPENDENCYPART_GRANDPAR
(9,16),(16,6),-0.937191 # DEPENDENCYPART_GRANDPAR
(9,16),(16,8),-0.855487 # DEPENDENCYPART_GRANDPAR
(9,16),(16,9),-0.5 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,16),(16,10),0.157145 # DEPENDENCYPART_GRANDPAR
(9,16),(16,11),-0.00465119 # DEPENDENCYPART_GRANDPAR
(9,16),(16,12),0.0865252 # DEPENDENCYPART_GRANDPAR
(9,16),(16,13),0.101192 # DEPENDENCYPART_GRANDPAR
(9,16),(16,14),0.058462 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),0.00710398 # DEPENDENCYPART_GRANDPAR
(9,16),(16,18),-0.324338 # DEPENDENCYPART_GRANDPAR
(9,16),(16,19),-0.183904 # DEPENDENCYPART_GRANDPAR
(9,16),(16,21),-0.574872 # DEPENDENCYPART_GRANDPAR
(9,16),(16,22),-0.318643 # DEPENDENCYPART_GRANDPAR
(9,16),(16,23),-0.400823 # DEPENDENCYPART_GRANDPAR
(9,16),(16,24),-0.352698 # DEPENDENCYPART_GRANDPAR
(9,18),(18,16),-0.0897568 # DEPENDENCYPART_GRANDPAR
(9,18),(18,17),-0.156606 # DEPENDENCYPART_GRANDPAR
(9,19),(19,9),-0.516064 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,19),(19,10),0.162202 # DEPENDENCYPART_GRANDPAR
(9,19),(19,11),0.00430591 # DEPENDENCYPART_GRANDPAR
(9,19),(19,12),0.0915816 # DEPENDENCYPART_GRANDPAR
(9,19),(19,13),0.0220834 # DEPENDENCYPART_GRANDPAR
(9,19),(19,14),-0.00832373 # DEPENDENCYPART_GRANDPAR
(9,19),(19,15),-0.0489784 # DEPENDENCYPART_GRANDPAR
(9,19),(19,16),-0.0897568 # DEPENDENCYPART_GRANDPAR
(9,19),(19,17),-0.156606 # DEPENDENCYPART_GRANDPAR
(9,19),(19,18),-0.286255 # DEPENDENCYPART_GRANDPAR
(9,19),(19,20),-0.511408 # DEPENDENCYPART_GRANDPAR
(9,19),(19,21),-0.609291 # DEPENDENCYPART_GRANDPAR
(9,19),(19,22),-0.342996 # DEPENDENCYPART_GRANDPAR
(9,23),(23,1),-1.10873 # DEPENDENCYPART_GRANDPAR
(9,23),(23,2),-1.12807 # DEPENDENCYPART_GRANDPAR
(9,23),(23,3),-1.38086 # DEPENDENCYPART_GRANDPAR
(9,23),(23,4),-1.15021 # DEPENDENCYPART_GRANDPAR
(9,23),(23,6),-1.30321 # DEPENDENCYPART_GRANDPAR
(9,23),(23,7),-1.11466 # DEPENDENCYPART_GRANDPAR
(9,23),(23,8),-1.2215 # DEPENDENCYPART_GRANDPAR
(9,23),(23,9),-0.543367 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,23),(23,10),0.0809333 # DEPENDENCYPART_GRANDPAR
(9,23),(23,11),-0.0796608 # DEPENDENCYPART_GRANDPAR
(9,23),(23,12),0.0103132 # DEPENDENCYPART_GRANDPAR
(9,23),(23,13),-0.0291444 # DEPENDENCYPART_GRANDPAR
(9,23),(23,14),-0.041379 # DEPENDENCYPART_GRANDPAR
(9,23),(23,15),-0.0960364 # DEPENDENCYPART_GRANDPAR
(9,23),(23,16),-0.112826 # DEPENDENCYPART_GRANDPAR
(9,23),(23,17),-0.22506 # DEPENDENCYPART_GRANDPAR
(9,23),(23,18),-0.367523 # DEPENDENCYPART_GRANDPAR
(9,23),(23,19),-0.22709 # DEPENDENCYPART_GRANDPAR
(9,23),(23,20),-0.575646 # DEPENDENCYPART_GRANDPAR
(9,23),(23,21),-0.61238 # DEPENDENCYPART_GRANDPAR
(9,23),(23,22),-0.361828 # DEPENDENCYPART_GRANDPAR
(9,23),(23,24),-0.385364 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.239513 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.113989 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-0.986835 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,12),-0.749607 # DEPENDENCYPART_GRANDPAR
(10,9),(9,1),-0.305996 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),-0.227474 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.52401 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.385209 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.267554 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.281742 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.284304 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-0.925259 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.337479 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-0.688031 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-0.561812 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-0.822854 # DEPENDENCYPART_GRANDPAR
(10,9),(9,15),-0.417011 # DEPENDENCYPART_GRANDPAR
(10,9),(9,16),-0.452701 # DEPENDENCYPART_GRANDPAR
(10,9),(9,18),-0.60328 # DEPENDENCYPART_GRANDPAR
(10,9),(9,19),-0.777152 # DEPENDENCYPART_GRANDPAR
(10,9),(9,23),-0.812092 # DEPENDENCYPART_GRANDPAR
(10,9),(9,24),-0.863974 # DEPENDENCYPART_GRANDPAR
(10,11),(11,1),-0.58988 # DEPENDENCYPART_GRANDPAR
(10,11),(11,3),-0.570555 # DEPENDENCYPART_GRANDPAR
(10,11),(11,4),-0.784681 # DEPENDENCYPART_GRANDPAR
(10,11),(11,5),-0.714882 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),-0.716504 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-0.488017 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-0.733254 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.400799 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.388904 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),-0.272617 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),-0.157925 # DEPENDENCYPART_GRANDPAR
(10,12),(12,5),-0.714882 # DEPENDENCYPART_GRANDPAR
(10,12),(12,6),-0.716504 # DEPENDENCYPART_GRANDPAR
(10,12),(12,7),-0.488017 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-0.733254 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-0.400799 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.388904 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),0.202777 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),-0.157925 # DEPENDENCYPART_GRANDPAR
(10,12),(12,19),-0.361738 # DEPENDENCYPART_GRANDPAR
(10,12),(12,23),-0.367565 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),-0.313724 # DEPENDENCYPART_GRANDPAR
(11,1),(1,3),-0.533631 # DEPENDENCYPART_GRANDPAR
(11,1),(1,4),-0.210748 # DEPENDENCYPART_GRANDPAR
(11,1),(1,6),-0.445799 # DEPENDENCYPART_GRANDPAR
(11,1),(1,7),-0.168888 # DEPENDENCYPART_GRANDPAR
(11,1),(1,13),-0.691467 # DEPENDENCYPART_GRANDPAR
(11,1),(1,14),-0.589998 # DEPENDENCYPART_GRANDPAR
(11,1),(1,15),-0.484434 # DEPENDENCYPART_GRANDPAR
(11,1),(1,16),-0.508144 # DEPENDENCYPART_GRANDPAR
(11,1),(1,19),-0.404294 # DEPENDENCYPART_GRANDPAR
(11,1),(1,23),-0.559384 # DEPENDENCYPART_GRANDPAR
(11,1),(1,24),-0.924278 # DEPENDENCYPART_GRANDPAR
(11,3),(3,1),-0.379191 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),-0.334624 # DEPENDENCYPART_GRANDPAR
(11,3),(3,14),-0.564545 # DEPENDENCYPART_GRANDPAR
(11,3),(3,24),-0.95503 # DEPENDENCYPART_GRANDPAR
(11,4),(4,1),-0.477508 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),-0.384001 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),-0.547803 # DEPENDENCYPART_GRANDPAR
(11,4),(4,5),-0.641418 # DEPENDENCYPART_GRANDPAR
(11,4),(4,6),-0.523441 # DEPENDENCYPART_GRANDPAR
(11,4),(4,7),-0.365002 # DEPENDENCYPART_GRANDPAR
(11,4),(4,8),-0.378344 # DEPENDENCYPART_GRANDPAR
(11,4),(4,9),-0.242671 # DEPENDENCYPART_GRANDPAR
(11,4),(4,10),-0.252284 # DEPENDENCYPART_GRANDPAR
(11,4),(4,11),-0.759956 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,4),(4,12),-0.362949 # DEPENDENCYPART_GRANDPAR
(11,4),(4,13),-0.681899 # DEPENDENCYPART_GRANDPAR
(11,4),(4,14),-0.579622 # DEPENDENCYPART_GRANDPAR
(11,4),(4,15),-0.522081 # DEPENDENCYPART_GRANDPAR
(11,4),(4,16),-0.577648 # DEPENDENCYPART_GRANDPAR
(11,4),(4,18),-0.36096 # DEPENDENCYPART_GRANDPAR
(11,4),(4,19),-0.412221 # DEPENDENCYPART_GRANDPAR
(11,4),(4,21),-0.888921 # DEPENDENCYPART_GRANDPAR
(11,4),(4,22),-0.540211 # DEPENDENCYPART_GRANDPAR
(11,4),(4,23),-0.549079 # DEPENDENCYPART_GRANDPAR
(11,4),(4,24),-0.925232 # DEPENDENCYPART_GRANDPAR
(11,6),(6,2),-0.334624 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),-0.574144 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-0.224373 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.557754 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),-0.236465 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),-0.220267 # DEPENDENCYPART_GRANDPAR
(11,6),(6,11),-0.821512 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,6),(6,14),-0.564545 # DEPENDENCYPART_GRANDPAR
(11,6),(6,23),-0.533696 # DEPENDENCYPART_GRANDPAR
(11,6),(6,24),-0.95503 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.486303 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.26347 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),-0.094207 # DEPENDENCYPART_GRANDPAR
(11,8),(8,12),-0.424504 # DEPENDENCYPART_GRANDPAR
(11,9),(9,1),-0.462286 # DEPENDENCYPART_GRANDPAR
(11,9),(9,2),-0.385203 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),-0.365556 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),-0.73219 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.514344 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.431224 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.369248 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),-0.101243 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-0.759935 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),-0.362928 # DEPENDENCYPART_GRANDPAR
(11,9),(9,13),-0.697011 # DEPENDENCYPART_GRANDPAR
(11,9),(9,14),-0.60528 # DEPENDENCYPART_GRANDPAR
(11,9),(9,15),-0.487722 # DEPENDENCYPART_GRANDPAR
(11,9),(9,16),-0.51243 # DEPENDENCYPART_GRANDPAR
