# _root_ A megyei munkaügyi központokat és a társminisztériumokat is arra ösztönzi a gazdasági tárca , hogy segítsenek megoldani a bányászok elhelyezkedését , illetve átképzését megfelelő munkákra .
#goldHeads=4,4,4,10,10,7,10,10,10,0,13,13,10,10,10,9,16,19,20,17,17,17,17,25,17,10,
#predictedHeads=4,4,4,10,10,7,10,10,10,0,13,13,10,10,10,9,16,19,20,17,16,16,24,25,16,10,
(8,17),(17,14),-0.240763 # DEPENDENCYPART_GRANDPAR
(8,17),(17,15),-0.293352 # DEPENDENCYPART_GRANDPAR
(8,17),(17,16),-0.18522 # DEPENDENCYPART_GRANDPAR
(8,17),(17,18),-0.235676 # DEPENDENCYPART_GRANDPAR
(8,17),(17,19),-0.578167 # DEPENDENCYPART_GRANDPAR
(8,17),(17,20),-0.4422 # DEPENDENCYPART_GRANDPAR
(8,17),(17,21),-0.310595 # DEPENDENCYPART_GRANDPAR
(8,17),(17,22),-0.292032 # DEPENDENCYPART_GRANDPAR
(8,17),(17,23),-0.592918 # DEPENDENCYPART_GRANDPAR
(8,17),(17,24),-0.184868 # DEPENDENCYPART_GRANDPAR
(8,17),(17,25),-0.47503 # DEPENDENCYPART_GRANDPAR
(8,17),(17,26),-0.618682 # DEPENDENCYPART_GRANDPAR
(8,25),(25,7),-0.957951 # DEPENDENCYPART_GRANDPAR
(8,25),(25,11),-0.179923 # DEPENDENCYPART_GRANDPAR
(8,25),(25,12),0.099657 # DEPENDENCYPART_GRANDPAR
(8,25),(25,13),-0.244489 # DEPENDENCYPART_GRANDPAR
(8,25),(25,14),-0.0967645 # DEPENDENCYPART_GRANDPAR
(8,25),(25,16),-0.0878005 # DEPENDENCYPART_GRANDPAR
(8,25),(25,17),-0.179563 # DEPENDENCYPART_GRANDPAR
(8,25),(25,18),-0.307381 # DEPENDENCYPART_GRANDPAR
(8,25),(25,19),-0.51222 # DEPENDENCYPART_GRANDPAR
(8,25),(25,20),-0.375606 # DEPENDENCYPART_GRANDPAR
(8,25),(25,21),-0.153411 # DEPENDENCYPART_GRANDPAR
(8,25),(25,22),-0.27986 # DEPENDENCYPART_GRANDPAR
(8,25),(25,23),-0.526325 # DEPENDENCYPART_GRANDPAR
(8,25),(25,24),-0.153294 # DEPENDENCYPART_GRANDPAR
(8,25),(25,26),-0.615026 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),-0.151032 # DEPENDENCYPART_GRANDPAR
(9,2),(2,10),-0.545033 # DEPENDENCYPART_GRANDPAR
(9,2),(2,26),-0.871455 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),-0.151035 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),0.135494 # DEPENDENCYPART_GRANDPAR
(9,3),(3,10),-0.545033 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),-0.209557 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),0.163344 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),0.180368 # DEPENDENCYPART_GRANDPAR
(9,5),(5,1),-0.303815 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),0.06638 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),0.083543 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.31209 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),-0.193837 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),-0.0821529 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),-0.349541 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-0.839569 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,10),-0.606896 # DEPENDENCYPART_GRANDPAR
(9,5),(5,13),-0.231907 # DEPENDENCYPART_GRANDPAR
(9,5),(5,14),-0.293724 # DEPENDENCYPART_GRANDPAR
(9,5),(5,15),-0.302337 # DEPENDENCYPART_GRANDPAR
(9,5),(5,16),-0.196311 # DEPENDENCYPART_GRANDPAR
(9,5),(5,17),-0.0936926 # DEPENDENCYPART_GRANDPAR
(9,5),(5,20),-0.344949 # DEPENDENCYPART_GRANDPAR
(9,5),(5,22),-0.17246 # DEPENDENCYPART_GRANDPAR
(9,5),(5,23),-0.501653 # DEPENDENCYPART_GRANDPAR
(9,5),(5,25),-0.57347 # DEPENDENCYPART_GRANDPAR
(9,5),(5,26),-0.872955 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),-0.209557 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),0.180368 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.223553 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.0756717 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.141708 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),0.0672408 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),0.0844025 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.347475 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.190198 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.249257 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.171901 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-0.839273 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.595371 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-0.231264 # DEPENDENCYPART_GRANDPAR
(9,8),(8,14),-0.293752 # DEPENDENCYPART_GRANDPAR
(9,8),(8,15),-0.302834 # DEPENDENCYPART_GRANDPAR
(9,8),(8,16),-0.184786 # DEPENDENCYPART_GRANDPAR
(9,8),(8,17),-0.0821682 # DEPENDENCYPART_GRANDPAR
(9,8),(8,25),-0.572828 # DEPENDENCYPART_GRANDPAR
(9,8),(8,26),-0.87284 # DEPENDENCYPART_GRANDPAR
(9,10),(10,1),-0.631433 # DEPENDENCYPART_GRANDPAR
(9,10),(10,2),-0.266919 # DEPENDENCYPART_GRANDPAR
(9,10),(10,3),-0.24998 # DEPENDENCYPART_GRANDPAR
(9,10),(10,4),-0.759677 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-0.522803 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-0.563584 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.584103 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.665651 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.37387 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),0.243254 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),0.274786 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),0.282454 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),0.0932746 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),0.106701 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),0.334351 # DEPENDENCYPART_GRANDPAR
(9,10),(10,17),0.438362 # DEPENDENCYPART_GRANDPAR
(9,10),(10,18),0.226354 # DEPENDENCYPART_GRANDPAR
(9,10),(10,19),0.130822 # DEPENDENCYPART_GRANDPAR
(9,10),(10,20),0.175383 # DEPENDENCYPART_GRANDPAR
(9,10),(10,21),0.185374 # DEPENDENCYPART_GRANDPAR
(9,10),(10,22),0.242522 # DEPENDENCYPART_GRANDPAR
(9,10),(10,23),0.0186786 # DEPENDENCYPART_GRANDPAR
(9,10),(10,24),0.18445 # DEPENDENCYPART_GRANDPAR
(9,10),(10,25),-0.0531388 # DEPENDENCYPART_GRANDPAR
(9,10),(10,26),-0.459724 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-0.458511 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,11),0.245588 # DEPENDENCYPART_GRANDPAR
(9,13),(13,1),-0.613975 # DEPENDENCYPART_GRANDPAR
(9,13),(13,5),-0.454425 # DEPENDENCYPART_GRANDPAR
(9,13),(13,6),-0.546127 # DEPENDENCYPART_GRANDPAR
(9,13),(13,7),-0.553259 # DEPENDENCYPART_GRANDPAR
(9,13),(13,8),-0.568702 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-0.409842 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,11),0.305538 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),0.332538 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),0.0923469 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),0.269409 # DEPENDENCYPART_GRANDPAR
(9,15),(15,2),-0.236828 # DEPENDENCYPART_GRANDPAR
(9,15),(15,3),-0.219877 # DEPENDENCYPART_GRANDPAR
(9,15),(15,4),-0.704648 # DEPENDENCYPART_GRANDPAR
(9,15),(15,5),-0.463449 # DEPENDENCYPART_GRANDPAR
(9,15),(15,7),-0.529074 # DEPENDENCYPART_GRANDPAR
(9,15),(15,8),-0.579116 # DEPENDENCYPART_GRANDPAR
(9,15),(15,9),-0.566589 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,15),(15,10),-0.265158 # DEPENDENCYPART_GRANDPAR
(9,15),(15,12),0.0997516 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),0.13454 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),-0.122053 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),0.093886 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),0.195966 # DEPENDENCYPART_GRANDPAR
(9,15),(15,19),-0.060138 # DEPENDENCYPART_GRANDPAR
(9,15),(15,20),-0.0155779 # DEPENDENCYPART_GRANDPAR
(9,15),(15,21),0.00912088 # DEPENDENCYPART_GRANDPAR
(9,15),(15,22),0.0976137 # DEPENDENCYPART_GRANDPAR
(9,15),(15,23),-0.172282 # DEPENDENCYPART_GRANDPAR
(9,15),(15,25),-0.244099 # DEPENDENCYPART_GRANDPAR
(9,15),(15,26),-0.531782 # DEPENDENCYPART_GRANDPAR
(9,16),(16,4),-0.759677 # DEPENDENCYPART_GRANDPAR
(9,16),(16,7),-0.584103 # DEPENDENCYPART_GRANDPAR
(9,16),(16,8),-0.665651 # DEPENDENCYPART_GRANDPAR
(9,16),(16,9),-0.37387 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,16),(16,10),-0.0919752 # DEPENDENCYPART_GRANDPAR
(9,16),(16,12),0.328869 # DEPENDENCYPART_GRANDPAR
(9,16),(16,13),0.329781 # DEPENDENCYPART_GRANDPAR
(9,16),(16,14),0.0663378 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),0.12842 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),0.438362 # DEPENDENCYPART_GRANDPAR
(9,16),(16,18),0.226354 # DEPENDENCYPART_GRANDPAR
(9,16),(16,19),0.130822 # DEPENDENCYPART_GRANDPAR
(9,16),(16,20),0.175383 # DEPENDENCYPART_GRANDPAR
(9,16),(16,21),0.185374 # DEPENDENCYPART_GRANDPAR
(9,16),(16,22),0.242522 # DEPENDENCYPART_GRANDPAR
(9,16),(16,23),0.0186786 # DEPENDENCYPART_GRANDPAR
(9,16),(16,24),0.18445 # DEPENDENCYPART_GRANDPAR
(9,16),(16,25),-0.0531388 # DEPENDENCYPART_GRANDPAR
(9,16),(16,26),-0.459724 # DEPENDENCYPART_GRANDPAR
(9,17),(17,1),-0.631433 # DEPENDENCYPART_GRANDPAR
(9,17),(17,2),-0.267483 # DEPENDENCYPART_GRANDPAR
(9,17),(17,3),-0.250545 # DEPENDENCYPART_GRANDPAR
(9,17),(17,4),-0.765839 # DEPENDENCYPART_GRANDPAR
(9,17),(17,5),-0.522926 # DEPENDENCYPART_GRANDPAR
(9,17),(17,6),-0.563584 # DEPENDENCYPART_GRANDPAR
(9,17),(17,7),-0.590265 # DEPENDENCYPART_GRANDPAR
(9,17),(17,8),-0.665774 # DEPENDENCYPART_GRANDPAR
(9,17),(17,9),-0.373888 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,17),(17,10),-0.0920968 # DEPENDENCYPART_GRANDPAR
(9,17),(17,11),0.262493 # DEPENDENCYPART_GRANDPAR
(9,17),(17,12),0.328838 # DEPENDENCYPART_GRANDPAR
(9,17),(17,13),0.329372 # DEPENDENCYPART_GRANDPAR
(9,17),(17,14),0.0662116 # DEPENDENCYPART_GRANDPAR
(9,17),(17,15),0.128395 # DEPENDENCYPART_GRANDPAR
(9,17),(17,16),0.318488 # DEPENDENCYPART_GRANDPAR
(9,17),(17,18),0.226244 # DEPENDENCYPART_GRANDPAR
(9,17),(17,19),0.133422 # DEPENDENCYPART_GRANDPAR
(9,17),(17,20),0.177982 # DEPENDENCYPART_GRANDPAR
(9,17),(17,21),0.181761 # DEPENDENCYPART_GRANDPAR
(9,17),(17,22),0.242353 # DEPENDENCYPART_GRANDPAR
(9,17),(17,23),0.0212779 # DEPENDENCYPART_GRANDPAR
(9,17),(17,24),0.184012 # DEPENDENCYPART_GRANDPAR
(9,17),(17,25),-0.0505395 # DEPENDENCYPART_GRANDPAR
(9,17),(17,26),-0.45989 # DEPENDENCYPART_GRANDPAR
(9,19),(19,11),0.329875 # DEPENDENCYPART_GRANDPAR
(9,19),(19,18),0.312974 # DEPENDENCYPART_GRANDPAR
(9,20),(20,11),0.306381 # DEPENDENCYPART_GRANDPAR
(9,20),(20,13),0.295332 # DEPENDENCYPART_GRANDPAR
(9,20),(20,15),0.153386 # DEPENDENCYPART_GRANDPAR
(9,20),(20,17),0.401415 # DEPENDENCYPART_GRANDPAR
(9,20),(20,18),0.28948 # DEPENDENCYPART_GRANDPAR
(9,20),(20,19),0.138783 # DEPENDENCYPART_GRANDPAR
(9,20),(20,21),0.185004 # DEPENDENCYPART_GRANDPAR
(9,20),(20,23),-0.0302988 # DEPENDENCYPART_GRANDPAR
(9,20),(20,25),-0.102116 # DEPENDENCYPART_GRANDPAR
(9,22),(22,2),-0.230696 # DEPENDENCYPART_GRANDPAR
(9,22),(22,3),-0.213754 # DEPENDENCYPART_GRANDPAR
(9,22),(22,4),-0.691405 # DEPENDENCYPART_GRANDPAR
(9,22),(22,5),-0.459784 # DEPENDENCYPART_GRANDPAR
(9,22),(22,8),-0.575213 # DEPENDENCYPART_GRANDPAR
(9,22),(22,9),-0.564009 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,22),(22,10),-0.24336 # DEPENDENCYPART_GRANDPAR
(9,22),(22,12),0.100375 # DEPENDENCYPART_GRANDPAR
(9,22),(22,13),0.150282 # DEPENDENCYPART_GRANDPAR
(9,22),(22,14),-0.0872784 # DEPENDENCYPART_GRANDPAR
(9,22),(22,15),-0.0231039 # DEPENDENCYPART_GRANDPAR
(9,22),(22,16),0.167225 # DEPENDENCYPART_GRANDPAR
(9,22),(22,17),0.268549 # DEPENDENCYPART_GRANDPAR
(9,22),(22,18),0.13337 # DEPENDENCYPART_GRANDPAR
(9,22),(22,19),-0.00639979 # DEPENDENCYPART_GRANDPAR
(9,22),(22,20),0.0384831 # DEPENDENCYPART_GRANDPAR
(9,22),(22,21),0.00482097 # DEPENDENCYPART_GRANDPAR
(9,22),(22,23),-0.126598 # DEPENDENCYPART_GRANDPAR
(9,22),(22,24),0.042463 # DEPENDENCYPART_GRANDPAR
(9,22),(22,25),-0.198415 # DEPENDENCYPART_GRANDPAR
(9,22),(22,26),-0.595778 # DEPENDENCYPART_GRANDPAR
(9,23),(23,18),0.28948 # DEPENDENCYPART_GRANDPAR
(9,23),(23,19),0.138783 # DEPENDENCYPART_GRANDPAR
(9,23),(23,20),0.184488 # DEPENDENCYPART_GRANDPAR
(9,23),(23,21),0.240537 # DEPENDENCYPART_GRANDPAR
(9,23),(23,22),0.300271 # DEPENDENCYPART_GRANDPAR
(9,23),(23,24),0.139886 # DEPENDENCYPART_GRANDPAR
(9,23),(23,25),-0.102116 # DEPENDENCYPART_GRANDPAR
(9,24),(24,5),-0.450156 # DEPENDENCYPART_GRANDPAR
(9,24),(24,7),-0.499587 # DEPENDENCYPART_GRANDPAR
(9,24),(24,8),-0.563803 # DEPENDENCYPART_GRANDPAR
(9,24),(24,15),0.0376519 # DEPENDENCYPART_GRANDPAR
(9,24),(24,18),0.228785 # DEPENDENCYPART_GRANDPAR
(9,24),(24,19),0.00868702 # DEPENDENCYPART_GRANDPAR
(9,24),(24,20),0.0553793 # DEPENDENCYPART_GRANDPAR
(9,24),(24,21),0.0902351 # DEPENDENCYPART_GRANDPAR
(9,24),(24,22),0.17669 # DEPENDENCYPART_GRANDPAR
(9,24),(24,23),-0.101325 # DEPENDENCYPART_GRANDPAR
(9,25),(25,7),-0.553259 # DEPENDENCYPART_GRANDPAR
(9,25),(25,11),0.306381 # DEPENDENCYPART_GRANDPAR
(9,25),(25,12),0.335515 # DEPENDENCYPART_GRANDPAR
(9,25),(25,13),0.295332 # DEPENDENCYPART_GRANDPAR
(9,25),(25,14),0.148438 # DEPENDENCYPART_GRANDPAR
(9,25),(25,16),0.300031 # DEPENDENCYPART_GRANDPAR
(9,25),(25,17),0.401415 # DEPENDENCYPART_GRANDPAR
(9,25),(25,18),0.28948 # DEPENDENCYPART_GRANDPAR
(9,25),(25,19),0.138783 # DEPENDENCYPART_GRANDPAR
(9,25),(25,20),0.184488 # DEPENDENCYPART_GRANDPAR
(9,25),(25,21),0.240537 # DEPENDENCYPART_GRANDPAR
(9,25),(25,22),0.300271 # DEPENDENCYPART_GRANDPAR
(9,25),(25,23),0.0277843 # DEPENDENCYPART_GRANDPAR
(9,25),(25,24),0.232952 # DEPENDENCYPART_GRANDPAR
(9,25),(25,26),-0.542472 # DEPENDENCYPART_GRANDPAR
(10,1),(1,2),-0.0352262 # DEPENDENCYPART_GRANDPAR
(10,1),(1,3),-0.00147937 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),0.327466 # DEPENDENCYPART_GRANDPAR
(10,2),(2,10),-1.11986 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,2),(2,26),-1.21575 # DEPENDENCYPART_GRANDPAR
(10,3),(3,1),0.32755 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),-0.259017 # DEPENDENCYPART_GRANDPAR
(10,3),(3,10),-1.11986 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,4),(4,1),0.174181 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),-0.146998 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),-0.103254 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),-0.010352 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),-0.476627 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.434605 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.307572 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),0.0756823 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),-0.121601 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),-0.440138 # DEPENDENCYPART_GRANDPAR
(10,5),(5,9),0.108334 # DEPENDENCYPART_GRANDPAR
(10,5),(5,10),-1.29801 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,5),(5,13),-0.400772 # DEPENDENCYPART_GRANDPAR
(10,5),(5,14),-0.424951 # DEPENDENCYPART_GRANDPAR
(10,5),(5,15),-0.331383 # DEPENDENCYPART_GRANDPAR
(10,5),(5,16),-0.0552892 # DEPENDENCYPART_GRANDPAR
(10,5),(5,17),-0.337435 # DEPENDENCYPART_GRANDPAR
(10,5),(5,20),-0.768038 # DEPENDENCYPART_GRANDPAR
(10,5),(5,22),-0.511134 # DEPENDENCYPART_GRANDPAR
(10,5),(5,23),-0.975768 # DEPENDENCYPART_GRANDPAR
(10,5),(5,25),-0.728953 # DEPENDENCYPART_GRANDPAR
(10,5),(5,26),-1.30038 # DEPENDENCYPART_GRANDPAR
(10,7),(7,1),0.174181 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.103254 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.100436 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.0174594 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),0.190567 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),-0.507399 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-0.465378 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.434748 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.320383 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.056764 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.324365 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),0.0289947 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-1.27445 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,13),-0.393282 # DEPENDENCYPART_GRANDPAR
(10,8),(8,14),-0.418002 # DEPENDENCYPART_GRANDPAR
(10,8),(8,15),-0.325031 # DEPENDENCYPART_GRANDPAR
(10,8),(8,16),-0.0317343 # DEPENDENCYPART_GRANDPAR
(10,8),(8,17),-0.31388 # DEPENDENCYPART_GRANDPAR
(10,8),(8,25),-0.721463 # DEPENDENCYPART_GRANDPAR
(10,8),(8,26),-1.29344 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),-0.177753 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),-0.135763 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.0858765 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),0.00398085 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),0.0245067 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.331082 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-0.597035 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,12),0.145079 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),0.0923666 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),0.0490942 # DEPENDENCYPART_GRANDPAR
(10,9),(9,15),0.123036 # DEPENDENCYPART_GRANDPAR
(10,9),(9,16),0.645685 # DEPENDENCYPART_GRANDPAR
(10,9),(9,17),0.363537 # DEPENDENCYPART_GRANDPAR
(10,9),(9,19),-0.19744 # DEPENDENCYPART_GRANDPAR
(10,9),(9,20),-0.274888 # DEPENDENCYPART_GRANDPAR
(10,9),(9,21),0.092561 # DEPENDENCYPART_GRANDPAR
(10,9),(9,22),-0.0663328 # DEPENDENCYPART_GRANDPAR
(10,9),(9,23),-0.482618 # DEPENDENCYPART_GRANDPAR
(10,9),(9,24),-0.0811526 # DEPENDENCYPART_GRANDPAR
(10,9),(9,25),-0.235803 # DEPENDENCYPART_GRANDPAR
(10,9),(9,26),-0.946552 # DEPENDENCYPART_GRANDPAR
(10,11),(11,12),0.170763 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-0.0347458 # DEPENDENCYPART_GRANDPAR
(10,12),(12,11),0.208944 # DEPENDENCYPART_GRANDPAR
(10,13),(13,1),-0.434462 # DEPENDENCYPART_GRANDPAR
(10,13),(13,5),-0.524442 # DEPENDENCYPART_GRANDPAR
(10,13),(13,6),-0.418076 # DEPENDENCYPART_GRANDPAR
(10,13),(13,7),-0.601599 # DEPENDENCYPART_GRANDPAR
(10,13),(13,8),-0.753945 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),-0.144807 # DEPENDENCYPART_GRANDPAR
(10,13),(13,11),0.21862 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),0.202541 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),0.0197969 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),0.528652 # DEPENDENCYPART_GRANDPAR
(10,15),(15,2),-0.716148 # DEPENDENCYPART_GRANDPAR
(10,15),(15,3),-0.678542 # DEPENDENCYPART_GRANDPAR
(10,15),(15,4),-0.70067 # DEPENDENCYPART_GRANDPAR
(10,15),(15,5),-0.555918 # DEPENDENCYPART_GRANDPAR
(10,15),(15,7),-0.590287 # DEPENDENCYPART_GRANDPAR
(10,15),(15,8),-0.786903 # DEPENDENCYPART_GRANDPAR
(10,15),(15,9),-0.196746 # DEPENDENCYPART_GRANDPAR
(10,15),(15,10),-0.976892 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,15),(15,12),-0.179466 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),-0.198345 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),-0.341453 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-0.0469177 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),-0.329277 # DEPENDENCYPART_GRANDPAR
(10,15),(15,19),-0.524255 # DEPENDENCYPART_GRANDPAR
(10,15),(15,20),-0.591469 # DEPENDENCYPART_GRANDPAR
(10,15),(15,21),-0.276874 # DEPENDENCYPART_GRANDPAR
(10,15),(15,22),-0.332451 # DEPENDENCYPART_GRANDPAR
(10,15),(15,23),-0.799199 # DEPENDENCYPART_GRANDPAR
(10,15),(15,25),-0.552383 # DEPENDENCYPART_GRANDPAR
(10,15),(15,26),-1.08945 # DEPENDENCYPART_GRANDPAR
(10,16),(16,4),-0.267622 # DEPENDENCYPART_GRANDPAR
(10,16),(16,7),-0.157239 # DEPENDENCYPART_GRANDPAR
(10,16),(16,8),-0.527729 # DEPENDENCYPART_GRANDPAR
(10,16),(16,9),0.210195 # DEPENDENCYPART_GRANDPAR
(10,16),(16,10),-0.771411 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,16),(16,12),0.0674836 # DEPENDENCYPART_GRANDPAR
(10,16),(16,13),0.0659728 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),-0.074468 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),0.0979631 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),0.219038 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),-0.192862 # DEPENDENCYPART_GRANDPAR
(10,16),(16,19),-0.191252 # DEPENDENCYPART_GRANDPAR
(10,16),(16,20),-0.258466 # DEPENDENCYPART_GRANDPAR
(10,16),(16,21),-0.0167759 # DEPENDENCYPART_GRANDPAR
(10,16),(16,22),-0.0168433 # DEPENDENCYPART_GRANDPAR
(10,16),(16,23),-0.466196 # DEPENDENCYPART_GRANDPAR
(10,16),(16,24),-0.150018 # DEPENDENCYPART_GRANDPAR
(10,16),(16,25),-0.219381 # DEPENDENCYPART_GRANDPAR
(10,16),(16,26),-0.898094 # DEPENDENCYPART_GRANDPAR
(10,17),(17,1),-0.122684 # DEPENDENCYPART_GRANDPAR
(10,17),(17,2),-0.378544 # DEPENDENCYPART_GRANDPAR
(10,17),(17,3),-0.340963 # DEPENDENCYPART_GRANDPAR
(10,17),(17,4),-0.288753 # DEPENDENCYPART_GRANDPAR
(10,17),(17,5),-0.251126 # DEPENDENCYPART_GRANDPAR
(10,17),(17,6),-0.106297 # DEPENDENCYPART_GRANDPAR
(10,17),(17,7),-0.17837 # DEPENDENCYPART_GRANDPAR
(10,17),(17,8),-0.536782 # DEPENDENCYPART_GRANDPAR
(10,17),(17,9),0.201387 # DEPENDENCYPART_GRANDPAR
(10,17),(17,10),-0.77206 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,17),(17,11),0.14276 # DEPENDENCYPART_GRANDPAR
(10,17),(17,12),0.0670086 # DEPENDENCYPART_GRANDPAR
(10,17),(17,13),0.0648191 # DEPENDENCYPART_GRANDPAR
(10,17),(17,14),-0.0751509 # DEPENDENCYPART_GRANDPAR
(10,17),(17,15),0.0974924 # DEPENDENCYPART_GRANDPAR
(10,17),(17,16),0.470659 # DEPENDENCYPART_GRANDPAR
