# _root_ Nyilván a riválisok is kíváncsiak az összetételére , mert a kidolgozók mindössze annyit hajlandók elárulni róla , hogy " ez egy polimerszerű folyadék " .
#goldHeads=9,3,9,9,9,7,9,9,0,11,15,15,15,15,9,15,15,15,15,13,23,23,13,9,9,
#predictedHeads=9,3,7,5,9,7,9,9,0,11,15,15,15,15,9,15,15,15,23,23,23,23,13,23,9,
(12,18),(18,5),-0.722092 # DEPENDENCYPART_GRANDPAR
(12,18),(18,7),-0.525951 # DEPENDENCYPART_GRANDPAR
(12,18),(18,8),-0.469866 # DEPENDENCYPART_GRANDPAR
(12,18),(18,9),-0.437667 # DEPENDENCYPART_GRANDPAR
(12,18),(18,11),-0.554585 # DEPENDENCYPART_GRANDPAR
(12,18),(18,12),-0.617833 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,18),(18,13),-0.060544 # DEPENDENCYPART_GRANDPAR
(12,18),(18,14),-0.200613 # DEPENDENCYPART_GRANDPAR
(12,18),(18,15),-0.162913 # DEPENDENCYPART_GRANDPAR
(12,18),(18,16),-0.325154 # DEPENDENCYPART_GRANDPAR
(12,18),(18,17),-0.391481 # DEPENDENCYPART_GRANDPAR
(12,18),(18,19),-0.462215 # DEPENDENCYPART_GRANDPAR
(12,18),(18,22),-0.432465 # DEPENDENCYPART_GRANDPAR
(12,18),(18,23),-0.440397 # DEPENDENCYPART_GRANDPAR
(12,18),(18,24),-0.582068 # DEPENDENCYPART_GRANDPAR
(12,18),(18,25),-0.547103 # DEPENDENCYPART_GRANDPAR
(12,23),(23,10),-0.68074 # DEPENDENCYPART_GRANDPAR
(12,23),(23,13),-0.0409429 # DEPENDENCYPART_GRANDPAR
(12,23),(23,14),-0.106774 # DEPENDENCYPART_GRANDPAR
(12,23),(23,17),-0.279869 # DEPENDENCYPART_GRANDPAR
(12,23),(23,18),-0.224842 # DEPENDENCYPART_GRANDPAR
(12,23),(23,19),-0.328657 # DEPENDENCYPART_GRANDPAR
(12,23),(23,20),-0.273466 # DEPENDENCYPART_GRANDPAR
(12,23),(23,21),-0.604383 # DEPENDENCYPART_GRANDPAR
(12,23),(23,22),-0.339047 # DEPENDENCYPART_GRANDPAR
(12,23),(23,24),-0.476457 # DEPENDENCYPART_GRANDPAR
(13,3),(3,1),-0.135667 # DEPENDENCYPART_GRANDPAR
(13,3),(3,2),-0.184352 # DEPENDENCYPART_GRANDPAR
(13,4),(4,1),-0.259563 # DEPENDENCYPART_GRANDPAR
(13,4),(4,2),-0.292796 # DEPENDENCYPART_GRANDPAR
(13,4),(4,3),-0.295962 # DEPENDENCYPART_GRANDPAR
(13,4),(4,5),-0.238153 # DEPENDENCYPART_GRANDPAR
(13,4),(4,7),-0.424005 # DEPENDENCYPART_GRANDPAR
(13,4),(4,12),-0.238705 # DEPENDENCYPART_GRANDPAR
(13,4),(4,13),-0.747402 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,4),(4,15),-0.766174 # DEPENDENCYPART_GRANDPAR
(13,4),(4,18),-0.686981 # DEPENDENCYPART_GRANDPAR
(13,4),(4,25),-0.839147 # DEPENDENCYPART_GRANDPAR
(13,5),(5,1),-0.118135 # DEPENDENCYPART_GRANDPAR
(13,5),(5,2),-0.121075 # DEPENDENCYPART_GRANDPAR
(13,5),(5,3),-0.209384 # DEPENDENCYPART_GRANDPAR
(13,5),(5,4),-0.195475 # DEPENDENCYPART_GRANDPAR
(13,5),(5,7),-0.367855 # DEPENDENCYPART_GRANDPAR
(13,5),(5,8),-0.248071 # DEPENDENCYPART_GRANDPAR
(13,5),(5,9),-0.233932 # DEPENDENCYPART_GRANDPAR
(13,5),(5,11),-0.127721 # DEPENDENCYPART_GRANDPAR
(13,5),(5,14),-0.184892 # DEPENDENCYPART_GRANDPAR
(13,5),(5,15),-0.716062 # DEPENDENCYPART_GRANDPAR
(13,5),(5,17),-0.465861 # DEPENDENCYPART_GRANDPAR
(13,5),(5,19),-0.36681 # DEPENDENCYPART_GRANDPAR
(13,5),(5,23),-0.501814 # DEPENDENCYPART_GRANDPAR
(13,5),(5,24),-0.38304 # DEPENDENCYPART_GRANDPAR
(13,5),(5,25),-0.837895 # DEPENDENCYPART_GRANDPAR
(13,7),(7,1),-0.135667 # DEPENDENCYPART_GRANDPAR
(13,7),(7,2),-0.184352 # DEPENDENCYPART_GRANDPAR
(13,7),(7,3),-0.174442 # DEPENDENCYPART_GRANDPAR
(13,7),(7,4),-0.261168 # DEPENDENCYPART_GRANDPAR
(13,7),(7,5),-0.160792 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),-0.216698 # DEPENDENCYPART_GRANDPAR
(13,7),(7,8),-0.110894 # DEPENDENCYPART_GRANDPAR
(13,9),(9,1),-0.217701 # DEPENDENCYPART_GRANDPAR
(13,9),(9,3),-0.279537 # DEPENDENCYPART_GRANDPAR
(13,9),(9,4),-0.263153 # DEPENDENCYPART_GRANDPAR
(13,9),(9,5),-0.242936 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),-0.320574 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),-0.407524 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),-0.373662 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),-0.167597 # DEPENDENCYPART_GRANDPAR
(13,9),(9,12),-0.216609 # DEPENDENCYPART_GRANDPAR
(13,9),(9,14),-0.194821 # DEPENDENCYPART_GRANDPAR
(13,9),(9,15),-0.765053 # DEPENDENCYPART_GRANDPAR
(13,9),(9,17),-0.475328 # DEPENDENCYPART_GRANDPAR
(13,9),(9,18),-0.686803 # DEPENDENCYPART_GRANDPAR
(13,9),(9,19),-0.373793 # DEPENDENCYPART_GRANDPAR
(13,9),(9,23),-0.518834 # DEPENDENCYPART_GRANDPAR
(13,9),(9,24),-0.390023 # DEPENDENCYPART_GRANDPAR
(13,9),(9,25),-0.839096 # DEPENDENCYPART_GRANDPAR
(13,11),(11,1),-0.135667 # DEPENDENCYPART_GRANDPAR
(13,11),(11,2),-0.184352 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),-0.216698 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),-0.302429 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.0649844 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),-0.134896 # DEPENDENCYPART_GRANDPAR
(13,12),(12,3),-0.266081 # DEPENDENCYPART_GRANDPAR
(13,12),(12,4),-0.270401 # DEPENDENCYPART_GRANDPAR
(13,12),(12,5),-0.23929 # DEPENDENCYPART_GRANDPAR
(13,12),(12,7),-0.394068 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),-0.293658 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),-0.246365 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.153935 # DEPENDENCYPART_GRANDPAR
(13,12),(12,14),-0.175944 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),-0.725202 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),-0.321285 # DEPENDENCYPART_GRANDPAR
(13,12),(12,17),-0.470805 # DEPENDENCYPART_GRANDPAR
(13,12),(12,18),-0.677868 # DEPENDENCYPART_GRANDPAR
(13,12),(12,19),-0.371098 # DEPENDENCYPART_GRANDPAR
(13,12),(12,23),-0.466787 # DEPENDENCYPART_GRANDPAR
(13,12),(12,24),-0.387327 # DEPENDENCYPART_GRANDPAR
(13,12),(12,25),-0.837259 # DEPENDENCYPART_GRANDPAR
(13,14),(14,1),-0.503249 # DEPENDENCYPART_GRANDPAR
(13,14),(14,3),-0.619522 # DEPENDENCYPART_GRANDPAR
(13,14),(14,7),-0.747509 # DEPENDENCYPART_GRANDPAR
(13,14),(14,8),-0.559611 # DEPENDENCYPART_GRANDPAR
(13,14),(14,9),-0.565095 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-0.423989 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-0.507375 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.514207 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.356953 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,17),-0.148213 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),-0.359428 # DEPENDENCYPART_GRANDPAR
(13,14),(14,23),-0.09318 # DEPENDENCYPART_GRANDPAR
(13,15),(15,1),-0.541072 # DEPENDENCYPART_GRANDPAR
(13,15),(15,2),-0.601555 # DEPENDENCYPART_GRANDPAR
(13,15),(15,3),-0.696113 # DEPENDENCYPART_GRANDPAR
(13,15),(15,4),-0.644592 # DEPENDENCYPART_GRANDPAR
(13,15),(15,5),-0.573174 # DEPENDENCYPART_GRANDPAR
(13,15),(15,6),-0.623619 # DEPENDENCYPART_GRANDPAR
(13,15),(15,7),-0.8241 # DEPENDENCYPART_GRANDPAR
(13,15),(15,8),-0.652536 # DEPENDENCYPART_GRANDPAR
(13,15),(15,9),-0.67434 # DEPENDENCYPART_GRANDPAR
(13,15),(15,10),-0.482188 # DEPENDENCYPART_GRANDPAR
(13,15),(15,11),-0.583967 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-0.551644 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-0.23278 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),0.312052 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),0.0793614 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),-0.15172 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),-0.268679 # DEPENDENCYPART_GRANDPAR
(13,15),(15,19),0.023592 # DEPENDENCYPART_GRANDPAR
(13,15),(15,20),0.225246 # DEPENDENCYPART_GRANDPAR
(13,15),(15,22),-0.00339318 # DEPENDENCYPART_GRANDPAR
(13,15),(15,23),-0.00428742 # DEPENDENCYPART_GRANDPAR
(13,15),(15,24),0.00736251 # DEPENDENCYPART_GRANDPAR
(13,15),(15,25),-0.436986 # DEPENDENCYPART_GRANDPAR
(13,16),(16,9),-0.567303 # DEPENDENCYPART_GRANDPAR
(13,16),(16,11),-0.472287 # DEPENDENCYPART_GRANDPAR
(13,16),(16,12),-0.487531 # DEPENDENCYPART_GRANDPAR
(13,16),(16,14),0.156249 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),-0.347742 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.192706 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),-0.0695138 # DEPENDENCYPART_GRANDPAR
(13,16),(16,22),-0.103026 # DEPENDENCYPART_GRANDPAR
(13,16),(16,23),-0.141556 # DEPENDENCYPART_GRANDPAR
(13,16),(16,24),-0.0857433 # DEPENDENCYPART_GRANDPAR
(13,16),(16,25),-0.557551 # DEPENDENCYPART_GRANDPAR
(13,18),(18,1),-0.519447 # DEPENDENCYPART_GRANDPAR
(13,18),(18,3),-0.648792 # DEPENDENCYPART_GRANDPAR
(13,18),(18,4),-0.564311 # DEPENDENCYPART_GRANDPAR
(13,18),(18,5),-0.544979 # DEPENDENCYPART_GRANDPAR
(13,18),(18,7),-0.776779 # DEPENDENCYPART_GRANDPAR
(13,18),(18,8),-0.572568 # DEPENDENCYPART_GRANDPAR
(13,18),(18,9),-0.578811 # DEPENDENCYPART_GRANDPAR
(13,18),(18,11),-0.536645 # DEPENDENCYPART_GRANDPAR
(13,18),(18,12),-0.530173 # DEPENDENCYPART_GRANDPAR
(13,18),(18,13),-0.462801 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,18),(18,14),0.0730542 # DEPENDENCYPART_GRANDPAR
(13,18),(18,15),-0.426258 # DEPENDENCYPART_GRANDPAR
(13,18),(18,16),-0.057875 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),-0.259662 # DEPENDENCYPART_GRANDPAR
(13,18),(18,19),-0.122044 # DEPENDENCYPART_GRANDPAR
(13,18),(18,22),-0.128218 # DEPENDENCYPART_GRANDPAR
(13,18),(18,23),-0.194535 # DEPENDENCYPART_GRANDPAR
(13,18),(18,24),-0.138274 # DEPENDENCYPART_GRANDPAR
(13,18),(18,25),-0.49661 # DEPENDENCYPART_GRANDPAR
(13,20),(20,4),-0.497002 # DEPENDENCYPART_GRANDPAR
(13,20),(20,8),-0.483762 # DEPENDENCYPART_GRANDPAR
(13,20),(20,9),-0.504105 # DEPENDENCYPART_GRANDPAR
(13,20),(20,11),-0.430528 # DEPENDENCYPART_GRANDPAR
(13,20),(20,12),-0.482794 # DEPENDENCYPART_GRANDPAR
(13,20),(20,14),0.13595 # DEPENDENCYPART_GRANDPAR
(13,20),(20,15),-0.372732 # DEPENDENCYPART_GRANDPAR
(13,20),(20,17),-0.137394 # DEPENDENCYPART_GRANDPAR
(13,20),(20,18),-0.334615 # DEPENDENCYPART_GRANDPAR
(13,20),(20,19),-0.0457523 # DEPENDENCYPART_GRANDPAR
(13,20),(20,22),-0.103913 # DEPENDENCYPART_GRANDPAR
(13,20),(20,23),-0.125828 # DEPENDENCYPART_GRANDPAR
(13,20),(20,24),-0.111854 # DEPENDENCYPART_GRANDPAR
(13,20),(20,25),-0.545067 # DEPENDENCYPART_GRANDPAR
(13,22),(22,13),-0.356404 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,22),(22,16),0.0121463 # DEPENDENCYPART_GRANDPAR
(13,22),(22,18),-0.347078 # DEPENDENCYPART_GRANDPAR
(13,22),(22,20),0.160488 # DEPENDENCYPART_GRANDPAR
(13,22),(22,21),-0.10131 # DEPENDENCYPART_GRANDPAR
(13,23),(23,10),-0.470628 # DEPENDENCYPART_GRANDPAR
(13,23),(23,13),-0.321285 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,23),(23,14),0.27229 # DEPENDENCYPART_GRANDPAR
(13,23),(23,17),-0.0171461 # DEPENDENCYPART_GRANDPAR
(13,23),(23,18),-0.249584 # DEPENDENCYPART_GRANDPAR
(13,23),(23,19),0.0766957 # DEPENDENCYPART_GRANDPAR
(13,23),(23,20),0.170091 # DEPENDENCYPART_GRANDPAR
(13,23),(23,21),-0.0804475 # DEPENDENCYPART_GRANDPAR
(13,23),(23,22),0.0600093 # DEPENDENCYPART_GRANDPAR
(13,23),(23,24),0.0234711 # DEPENDENCYPART_GRANDPAR
(14,1),(1,3),-0.693289 # DEPENDENCYPART_GRANDPAR
(14,1),(1,4),-0.278936 # DEPENDENCYPART_GRANDPAR
(14,1),(1,5),-0.333815 # DEPENDENCYPART_GRANDPAR
(14,1),(1,7),-0.545644 # DEPENDENCYPART_GRANDPAR
(14,1),(1,8),-0.232255 # DEPENDENCYPART_GRANDPAR
(14,1),(1,9),-0.188884 # DEPENDENCYPART_GRANDPAR
(14,1),(1,11),-0.461398 # DEPENDENCYPART_GRANDPAR
(14,1),(1,15),-0.529012 # DEPENDENCYPART_GRANDPAR
(14,1),(1,19),-0.511524 # DEPENDENCYPART_GRANDPAR
(14,1),(1,23),-0.643801 # DEPENDENCYPART_GRANDPAR
(14,1),(1,24),-0.502126 # DEPENDENCYPART_GRANDPAR
(14,1),(1,25),-0.705972 # DEPENDENCYPART_GRANDPAR
(14,3),(3,1),-0.261311 # DEPENDENCYPART_GRANDPAR
(14,3),(3,2),-0.157937 # DEPENDENCYPART_GRANDPAR
(14,7),(7,1),-0.261311 # DEPENDENCYPART_GRANDPAR
(14,7),(7,2),-0.157937 # DEPENDENCYPART_GRANDPAR
(14,7),(7,3),-0.548607 # DEPENDENCYPART_GRANDPAR
(14,7),(7,4),-0.275501 # DEPENDENCYPART_GRANDPAR
(14,7),(7,5),-0.272056 # DEPENDENCYPART_GRANDPAR
(14,7),(7,6),-0.276696 # DEPENDENCYPART_GRANDPAR
(14,7),(7,8),-0.204274 # DEPENDENCYPART_GRANDPAR
(14,9),(9,1),-0.408008 # DEPENDENCYPART_GRANDPAR
(14,9),(9,3),-0.6908 # DEPENDENCYPART_GRANDPAR
(14,9),(9,4),-0.330309 # DEPENDENCYPART_GRANDPAR
(14,9),(9,5),-0.413246 # DEPENDENCYPART_GRANDPAR
(14,9),(9,6),-0.463044 # DEPENDENCYPART_GRANDPAR
(14,9),(9,7),-0.543156 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),-0.333516 # DEPENDENCYPART_GRANDPAR
(14,9),(9,11),-0.397662 # DEPENDENCYPART_GRANDPAR
(14,9),(9,12),-0.143326 # DEPENDENCYPART_GRANDPAR
(14,9),(9,14),-0.694092 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,9),(9,15),-0.558789 # DEPENDENCYPART_GRANDPAR
(14,9),(9,17),-0.363597 # DEPENDENCYPART_GRANDPAR
(14,9),(9,18),-0.435201 # DEPENDENCYPART_GRANDPAR
(14,9),(9,19),-0.506066 # DEPENDENCYPART_GRANDPAR
(14,9),(9,23),-0.683415 # DEPENDENCYPART_GRANDPAR
(14,9),(9,24),-0.496668 # DEPENDENCYPART_GRANDPAR
(14,9),(9,25),-0.699106 # DEPENDENCYPART_GRANDPAR
(14,11),(11,1),-0.261311 # DEPENDENCYPART_GRANDPAR
(14,11),(11,2),-0.157937 # DEPENDENCYPART_GRANDPAR
(14,11),(11,6),-0.276696 # DEPENDENCYPART_GRANDPAR
(14,11),(11,7),-0.400963 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),-0.166442 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),-0.2189 # DEPENDENCYPART_GRANDPAR
(14,12),(12,3),-0.702508 # DEPENDENCYPART_GRANDPAR
(14,12),(12,4),-0.372319 # DEPENDENCYPART_GRANDPAR
(14,12),(12,5),-0.429636 # DEPENDENCYPART_GRANDPAR
(14,12),(12,7),-0.554864 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),-0.252988 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),-0.214278 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.470618 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-0.684954 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,15),-0.529016 # DEPENDENCYPART_GRANDPAR
(14,12),(12,16),-0.398068 # DEPENDENCYPART_GRANDPAR
(14,12),(12,17),-0.367259 # DEPENDENCYPART_GRANDPAR
(14,12),(12,18),-0.434843 # DEPENDENCYPART_GRANDPAR
(14,12),(12,19),-0.511526 # DEPENDENCYPART_GRANDPAR
(14,12),(12,23),-0.643865 # DEPENDENCYPART_GRANDPAR
(14,12),(12,24),-0.502128 # DEPENDENCYPART_GRANDPAR
(14,12),(12,25),-0.705973 # DEPENDENCYPART_GRANDPAR
(14,13),(13,3),-0.622395 # DEPENDENCYPART_GRANDPAR
(14,13),(13,4),-0.309284 # DEPENDENCYPART_GRANDPAR
(14,13),(13,5),-0.352343 # DEPENDENCYPART_GRANDPAR
(14,13),(13,7),-0.47475 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),-0.208737 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),-0.183831 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.390504 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.184588 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-0.578667 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.322982 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-0.352663 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),-0.26014 # DEPENDENCYPART_GRANDPAR
(14,13),(13,18),-0.337463 # DEPENDENCYPART_GRANDPAR
(14,13),(13,19),-0.422994 # DEPENDENCYPART_GRANDPAR
(14,13),(13,20),-0.295292 # DEPENDENCYPART_GRANDPAR
(14,13),(13,22),-0.358202 # DEPENDENCYPART_GRANDPAR
(14,13),(13,23),-0.563394 # DEPENDENCYPART_GRANDPAR
(14,13),(13,24),-0.413596 # DEPENDENCYPART_GRANDPAR
(14,13),(13,25),-0.671479 # DEPENDENCYPART_GRANDPAR
(14,18),(18,1),-0.705731 # DEPENDENCYPART_GRANDPAR
(14,18),(18,3),-1.10518 # DEPENDENCYPART_GRANDPAR
(14,18),(18,4),-0.651179 # DEPENDENCYPART_GRANDPAR
(14,18),(18,5),-0.723626 # DEPENDENCYPART_GRANDPAR
(14,18),(18,7),-0.957537 # DEPENDENCYPART_GRANDPAR
(14,18),(18,8),-0.546525 # DEPENDENCYPART_GRANDPAR
(14,18),(18,9),-0.530908 # DEPENDENCYPART_GRANDPAR
(14,18),(18,11),-0.873291 # DEPENDENCYPART_GRANDPAR
(14,18),(18,12),-0.531412 # DEPENDENCYPART_GRANDPAR
(14,18),(18,13),-0.499833 # DEPENDENCYPART_GRANDPAR
(14,18),(18,14),-0.298837 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,18),(18,15),-0.113575 # DEPENDENCYPART_GRANDPAR
(14,18),(18,16),-0.056412 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),0.0247183 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),-0.232883 # DEPENDENCYPART_GRANDPAR
(14,18),(18,22),-0.190264 # DEPENDENCYPART_GRANDPAR
(14,18),(18,23),-0.31628 # DEPENDENCYPART_GRANDPAR
(14,18),(18,24),-0.223485 # DEPENDENCYPART_GRANDPAR
(14,18),(18,25),-0.344579 # DEPENDENCYPART_GRANDPAR
(14,23),(23,10),-0.670548 # DEPENDENCYPART_GRANDPAR
(14,23),(23,13),-0.494599 # DEPENDENCYPART_GRANDPAR
(14,23),(23,14),-0.278695 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,23),(23,17),-0.0251708 # DEPENDENCYPART_GRANDPAR
(14,23),(23,18),-0.0912984 # DEPENDENCYPART_GRANDPAR
(14,23),(23,19),-0.11253 # DEPENDENCYPART_GRANDPAR
(14,23),(23,20),-0.0248743 # DEPENDENCYPART_GRANDPAR
(14,23),(23,21),-0.325006 # DEPENDENCYPART_GRANDPAR
(14,23),(23,22),-0.0582321 # DEPENDENCYPART_GRANDPAR
(14,23),(23,24),-0.0105866 # DEPENDENCYPART_GRANDPAR
(15,1),(1,3),-0.191989 # DEPENDENCYPART_GRANDPAR
(15,1),(1,4),-0.449168 # DEPENDENCYPART_GRANDPAR
(15,1),(1,5),-0.393535 # DEPENDENCYPART_GRANDPAR
(15,1),(1,7),-0.357681 # DEPENDENCYPART_GRANDPAR
(15,1),(1,8),-0.245093 # DEPENDENCYPART_GRANDPAR
(15,1),(1,9),-0.304788 # DEPENDENCYPART_GRANDPAR
(15,1),(1,11),-0.115758 # DEPENDENCYPART_GRANDPAR
(15,1),(1,15),-0.906011 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,1),(1,19),-0.35027 # DEPENDENCYPART_GRANDPAR
(15,1),(1,23),-0.0937957 # DEPENDENCYPART_GRANDPAR
(15,1),(1,24),-0.357968 # DEPENDENCYPART_GRANDPAR
(15,1),(1,25),-0.846013 # DEPENDENCYPART_GRANDPAR
(15,3),(3,1),-0.218374 # DEPENDENCYPART_GRANDPAR
(15,3),(3,2),-0.195987 # DEPENDENCYPART_GRANDPAR
(15,4),(4,1),-0.517084 # DEPENDENCYPART_GRANDPAR
(15,4),(4,2),-0.441051 # DEPENDENCYPART_GRANDPAR
(15,4),(4,3),-0.405281 # DEPENDENCYPART_GRANDPAR
(15,4),(4,5),-0.543158 # DEPENDENCYPART_GRANDPAR
(15,4),(4,7),-0.588064 # DEPENDENCYPART_GRANDPAR
(15,4),(4,12),-0.1152 # DEPENDENCYPART_GRANDPAR
(15,4),(4,13),-0.0462308 # DEPENDENCYPART_GRANDPAR
(15,4),(4,15),-1.12804 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,4),(4,18),-0.623914 # DEPENDENCYPART_GRANDPAR
(15,4),(4,25),-1.00986 # DEPENDENCYPART_GRANDPAR
(15,5),(5,1),-0.271505 # DEPENDENCYPART_GRANDPAR
(15,5),(5,2),-0.0406439 # DEPENDENCYPART_GRANDPAR
(15,5),(5,3),-0.232902 # DEPENDENCYPART_GRANDPAR
(15,5),(5,4),-0.601165 # DEPENDENCYPART_GRANDPAR
(15,5),(5,7),-0.367472 # DEPENDENCYPART_GRANDPAR
(15,5),(5,8),-0.234252 # DEPENDENCYPART_GRANDPAR
(15,5),(5,9),-0.324457 # DEPENDENCYPART_GRANDPAR
(15,5),(5,11),-0.125549 # DEPENDENCYPART_GRANDPAR
(15,5),(5,14),0.0373071 # DEPENDENCYPART_GRANDPAR
(15,5),(5,15),-0.974391 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,5),(5,17),-0.518895 # DEPENDENCYPART_GRANDPAR
(15,5),(5,19),-0.429106 # DEPENDENCYPART_GRANDPAR
(15,5),(5,23),-0.251163 # DEPENDENCYPART_GRANDPAR
(15,5),(5,24),-0.436804 # DEPENDENCYPART_GRANDPAR
(15,5),(5,25),-0.933117 # DEPENDENCYPART_GRANDPAR
(15,6),(6,5),-0.232433 # DEPENDENCYPART_GRANDPAR
(15,7),(7,1),-0.218374 # DEPENDENCYPART_GRANDPAR
(15,7),(7,2),-0.195987 # DEPENDENCYPART_GRANDPAR
(15,7),(7,3),-0.0746642 # DEPENDENCYPART_GRANDPAR
(15,7),(7,4),-0.628793 # DEPENDENCYPART_GRANDPAR
(15,7),(7,5),-0.263251 # DEPENDENCYPART_GRANDPAR
(15,7),(7,6),-0.197531 # DEPENDENCYPART_GRANDPAR
(15,7),(7,8),-0.133096 # DEPENDENCYPART_GRANDPAR
(15,9),(9,1),-0.433551 # DEPENDENCYPART_GRANDPAR
(15,9),(9,3),-0.342223 # DEPENDENCYPART_GRANDPAR
(15,9),(9,4),-0.759338 # DEPENDENCYPART_GRANDPAR
(15,9),(9,5),-0.568557 # DEPENDENCYPART_GRANDPAR
(15,9),(9,6),-0.443775 # DEPENDENCYPART_GRANDPAR
(15,9),(9,7),-0.507915 # DEPENDENCYPART_GRANDPAR
(15,9),(9,8),-0.444315 # DEPENDENCYPART_GRANDPAR
(15,9),(9,11),-0.301463 # DEPENDENCYPART_GRANDPAR
(15,9),(9,12),-0.0954784 # DEPENDENCYPART_GRANDPAR
(15,9),(9,14),-0.158573 # DEPENDENCYPART_GRANDPAR
(15,9),(9,15),-1.12687 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,9),(9,17),-0.607553 # DEPENDENCYPART_GRANDPAR
(15,9),(9,18),-0.624174 # DEPENDENCYPART_GRANDPAR
(15,9),(9,19),-0.513737 # DEPENDENCYPART_GRANDPAR
(15,9),(9,23),-0.357067 # DEPENDENCYPART_GRANDPAR
(15,9),(9,24),-0.521435 # DEPENDENCYPART_GRANDPAR
(15,9),(9,25),-1.01029 # DEPENDENCYPART_GRANDPAR
(15,11),(11,1),-0.218374 # DEPENDENCYPART_GRANDPAR
(15,11),(11,2),-0.195987 # DEPENDENCYPART_GRANDPAR
(15,11),(11,6),-0.197531 # DEPENDENCYPART_GRANDPAR
(15,11),(11,7),-0.240356 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),0.0170624 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),0.00293938 # DEPENDENCYPART_GRANDPAR
(15,12),(12,3),-0.140254 # DEPENDENCYPART_GRANDPAR
(15,12),(12,4),-0.599831 # DEPENDENCYPART_GRANDPAR
(15,12),(12,5),-0.374053 # DEPENDENCYPART_GRANDPAR
(15,12),(12,7),-0.305945 # DEPENDENCYPART_GRANDPAR
(15,12),(12,8),-0.253042 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),-0.275463 # DEPENDENCYPART_GRANDPAR
