# _root_ A század első negyedében Alsógöd , Felsőgöd és Sződliget kialakuló református gyülekezetei előbb a váci anyaegyház leány- , majd fiókegyházaiként növekedtek .
#goldHeads=2,4,4,21,12,12,12,12,12,12,12,21,21,16,16,20,20,20,20,21,0,21,
#predictedHeads=2,4,4,8,7,7,12,12,10,12,12,21,21,16,16,20,21,21,21,21,0,21,
(16,7),(7,12),-0.444188 # DEPENDENCYPART_GRANDPAR
(16,7),(7,16),-0.995577 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,7),(7,21),-0.654627 # DEPENDENCYPART_GRANDPAR
(16,7),(7,22),-0.74604 # DEPENDENCYPART_GRANDPAR
(16,8),(8,4),-0.742994 # DEPENDENCYPART_GRANDPAR
(16,8),(8,5),-0.595505 # DEPENDENCYPART_GRANDPAR
(16,8),(8,6),-0.434955 # DEPENDENCYPART_GRANDPAR
(16,8),(8,7),-0.511295 # DEPENDENCYPART_GRANDPAR
(16,8),(8,9),-0.2733 # DEPENDENCYPART_GRANDPAR
(16,8),(8,10),-0.660274 # DEPENDENCYPART_GRANDPAR
(16,8),(8,11),-0.484677 # DEPENDENCYPART_GRANDPAR
(16,8),(8,12),-0.451224 # DEPENDENCYPART_GRANDPAR
(16,8),(8,13),-0.381632 # DEPENDENCYPART_GRANDPAR
(16,8),(8,15),-0.139326 # DEPENDENCYPART_GRANDPAR
(16,8),(8,16),-0.934001 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,8),(8,18),-0.450378 # DEPENDENCYPART_GRANDPAR
(16,8),(8,19),-0.385795 # DEPENDENCYPART_GRANDPAR
(16,8),(8,21),-0.695271 # DEPENDENCYPART_GRANDPAR
(16,8),(8,22),-0.720003 # DEPENDENCYPART_GRANDPAR
(16,9),(9,1),-0.930925 # DEPENDENCYPART_GRANDPAR
(16,9),(9,3),-0.539346 # DEPENDENCYPART_GRANDPAR
(16,9),(9,5),-0.567465 # DEPENDENCYPART_GRANDPAR
(16,9),(9,6),-0.267202 # DEPENDENCYPART_GRANDPAR
(16,9),(9,7),-0.483254 # DEPENDENCYPART_GRANDPAR
(16,9),(9,8),-0.204663 # DEPENDENCYPART_GRANDPAR
(16,9),(9,10),-0.577899 # DEPENDENCYPART_GRANDPAR
(16,9),(9,11),-0.403586 # DEPENDENCYPART_GRANDPAR
(16,9),(9,12),-0.444188 # DEPENDENCYPART_GRANDPAR
(16,9),(9,16),-0.995577 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,9),(9,18),-0.476928 # DEPENDENCYPART_GRANDPAR
(16,9),(9,21),-0.654627 # DEPENDENCYPART_GRANDPAR
(16,9),(9,22),-0.74604 # DEPENDENCYPART_GRANDPAR
(16,10),(10,2),-0.3334 # DEPENDENCYPART_GRANDPAR
(16,10),(10,5),-0.431279 # DEPENDENCYPART_GRANDPAR
(16,10),(10,6),-0.201041 # DEPENDENCYPART_GRANDPAR
(16,10),(10,7),-0.347069 # DEPENDENCYPART_GRANDPAR
(16,10),(10,8),-0.0969581 # DEPENDENCYPART_GRANDPAR
(16,10),(10,9),-0.25102 # DEPENDENCYPART_GRANDPAR
(16,10),(10,11),-0.416861 # DEPENDENCYPART_GRANDPAR
(16,10),(10,16),-0.933041 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,10),(10,19),-0.389022 # DEPENDENCYPART_GRANDPAR
(16,10),(10,21),-0.640023 # DEPENDENCYPART_GRANDPAR
(16,10),(10,22),-0.732899 # DEPENDENCYPART_GRANDPAR
(16,11),(11,2),-0.334548 # DEPENDENCYPART_GRANDPAR
(16,11),(11,5),-0.432428 # DEPENDENCYPART_GRANDPAR
(16,11),(11,6),-0.20178 # DEPENDENCYPART_GRANDPAR
(16,11),(11,7),-0.348218 # DEPENDENCYPART_GRANDPAR
(16,11),(11,8),-0.0977051 # DEPENDENCYPART_GRANDPAR
(16,11),(11,9),-0.252169 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),-0.629352 # DEPENDENCYPART_GRANDPAR
(16,11),(11,13),-0.309186 # DEPENDENCYPART_GRANDPAR
(16,12),(12,1),-0.930925 # DEPENDENCYPART_GRANDPAR
(16,12),(12,2),-0.453322 # DEPENDENCYPART_GRANDPAR
(16,12),(12,3),-0.539346 # DEPENDENCYPART_GRANDPAR
(16,12),(12,5),-0.567465 # DEPENDENCYPART_GRANDPAR
(16,12),(12,6),-0.267202 # DEPENDENCYPART_GRANDPAR
(16,12),(12,7),-0.483254 # DEPENDENCYPART_GRANDPAR
(16,12),(12,8),-0.204663 # DEPENDENCYPART_GRANDPAR
(16,12),(12,9),-0.387205 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),-0.682813 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),-0.506244 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),-0.37363 # DEPENDENCYPART_GRANDPAR
(16,12),(12,16),-0.995577 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,12),(12,17),-0.37661 # DEPENDENCYPART_GRANDPAR
(16,12),(12,18),-0.476928 # DEPENDENCYPART_GRANDPAR
(16,12),(12,19),-0.400954 # DEPENDENCYPART_GRANDPAR
(16,13),(13,2),-0.514294 # DEPENDENCYPART_GRANDPAR
(16,13),(13,5),-0.601647 # DEPENDENCYPART_GRANDPAR
(16,13),(13,6),-0.307585 # DEPENDENCYPART_GRANDPAR
(16,13),(13,7),-0.517437 # DEPENDENCYPART_GRANDPAR
(16,13),(13,8),-0.237352 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),-0.421388 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-0.786245 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.609213 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.599312 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),-0.0802504 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-0.866873 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,18),-0.43349 # DEPENDENCYPART_GRANDPAR
(16,13),(13,19),-0.365985 # DEPENDENCYPART_GRANDPAR
(16,13),(13,20),-0.392358 # DEPENDENCYPART_GRANDPAR
(16,13),(13,21),-0.622978 # DEPENDENCYPART_GRANDPAR
(16,13),(13,22),-0.705807 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),-0.151617 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.435699 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.247287 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.402281 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-0.445098 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),-0.0751796 # DEPENDENCYPART_GRANDPAR
(16,19),(19,5),-0.973897 # DEPENDENCYPART_GRANDPAR
(16,19),(19,6),-0.609241 # DEPENDENCYPART_GRANDPAR
(16,19),(19,7),-0.889687 # DEPENDENCYPART_GRANDPAR
(16,19),(19,8),-0.552603 # DEPENDENCYPART_GRANDPAR
(16,19),(19,9),-0.793638 # DEPENDENCYPART_GRANDPAR
(16,19),(19,10),-1.08161 # DEPENDENCYPART_GRANDPAR
(16,19),(19,11),-0.90452 # DEPENDENCYPART_GRANDPAR
(16,19),(19,12),-0.971561 # DEPENDENCYPART_GRANDPAR
(16,19),(19,13),-0.710038 # DEPENDENCYPART_GRANDPAR
(16,19),(19,14),-0.87692 # DEPENDENCYPART_GRANDPAR
(16,19),(19,15),-0.560608 # DEPENDENCYPART_GRANDPAR
(16,19),(19,16),-0.493818 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,19),(19,17),0.0213048 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),-0.0523624 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),-0.0905533 # DEPENDENCYPART_GRANDPAR
(16,19),(19,21),-0.398059 # DEPENDENCYPART_GRANDPAR
(16,19),(19,22),-0.360442 # DEPENDENCYPART_GRANDPAR
(16,20),(20,8),-0.572609 # DEPENDENCYPART_GRANDPAR
(16,20),(20,10),-1.14653 # DEPENDENCYPART_GRANDPAR
(16,20),(20,11),-0.969436 # DEPENDENCYPART_GRANDPAR
(16,20),(20,12),-1.04212 # DEPENDENCYPART_GRANDPAR
(16,20),(20,13),-0.726135 # DEPENDENCYPART_GRANDPAR
(16,20),(20,14),-0.956285 # DEPENDENCYPART_GRANDPAR
(16,20),(20,15),-0.625525 # DEPENDENCYPART_GRANDPAR
(16,20),(20,16),-0.397645 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,20),(20,17),0.061388 # DEPENDENCYPART_GRANDPAR
(16,20),(20,18),-0.075893 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),0.000395719 # DEPENDENCYPART_GRANDPAR
(16,20),(20,22),-0.35027 # DEPENDENCYPART_GRANDPAR
(16,21),(21,2),-0.903748 # DEPENDENCYPART_GRANDPAR
(16,21),(21,5),-0.9829 # DEPENDENCYPART_GRANDPAR
(16,21),(21,6),-0.64904 # DEPENDENCYPART_GRANDPAR
(16,21),(21,7),-0.898689 # DEPENDENCYPART_GRANDPAR
(16,21),(21,8),-0.566653 # DEPENDENCYPART_GRANDPAR
(16,21),(21,9),-0.80264 # DEPENDENCYPART_GRANDPAR
(16,21),(21,10),-1.07256 # DEPENDENCYPART_GRANDPAR
(16,21),(21,11),-0.895465 # DEPENDENCYPART_GRANDPAR
(16,21),(21,12),-0.980564 # DEPENDENCYPART_GRANDPAR
(16,21),(21,13),-0.675359 # DEPENDENCYPART_GRANDPAR
(16,21),(21,14),-0.893563 # DEPENDENCYPART_GRANDPAR
(16,21),(21,15),-0.551553 # DEPENDENCYPART_GRANDPAR
(16,21),(21,16),-0.555325 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,21),(21,17),0.0326776 # DEPENDENCYPART_GRANDPAR
(16,21),(21,18),-0.204422 # DEPENDENCYPART_GRANDPAR
(16,21),(21,19),-0.0180015 # DEPENDENCYPART_GRANDPAR
(16,21),(21,20),-0.0808104 # DEPENDENCYPART_GRANDPAR
(16,21),(21,22),-0.367123 # DEPENDENCYPART_GRANDPAR
(17,16),(16,1),-0.543628 # DEPENDENCYPART_GRANDPAR
(17,16),(16,2),-0.424088 # DEPENDENCYPART_GRANDPAR
(17,16),(16,7),-0.369714 # DEPENDENCYPART_GRANDPAR
(17,16),(16,8),-0.223868 # DEPENDENCYPART_GRANDPAR
(17,16),(16,9),-0.348498 # DEPENDENCYPART_GRANDPAR
(17,16),(16,10),-0.396178 # DEPENDENCYPART_GRANDPAR
(17,16),(16,11),-0.405534 # DEPENDENCYPART_GRANDPAR
(17,16),(16,12),-0.271794 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),-0.222036 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),-0.292631 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.240865 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-0.697274 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,18),-0.360476 # DEPENDENCYPART_GRANDPAR
(17,16),(16,19),-0.307959 # DEPENDENCYPART_GRANDPAR
(17,16),(16,20),-0.357995 # DEPENDENCYPART_GRANDPAR
(17,16),(16,21),-0.272621 # DEPENDENCYPART_GRANDPAR
(19,5),(5,1),-0.332421 # DEPENDENCYPART_GRANDPAR
(19,5),(5,2),-0.0708322 # DEPENDENCYPART_GRANDPAR
(19,5),(5,3),-0.138761 # DEPENDENCYPART_GRANDPAR
(19,5),(5,4),0.20045 # DEPENDENCYPART_GRANDPAR
(19,5),(5,6),-0.0606275 # DEPENDENCYPART_GRANDPAR
(19,5),(5,7),-0.171549 # DEPENDENCYPART_GRANDPAR
(19,5),(5,9),-0.251973 # DEPENDENCYPART_GRANDPAR
(19,5),(5,12),0.0349093 # DEPENDENCYPART_GRANDPAR
(19,5),(5,18),-0.121327 # DEPENDENCYPART_GRANDPAR
(19,5),(5,21),-0.356319 # DEPENDENCYPART_GRANDPAR
(19,5),(5,22),-0.562313 # DEPENDENCYPART_GRANDPAR
(19,7),(7,1),-0.332421 # DEPENDENCYPART_GRANDPAR
(19,7),(7,2),-0.0708322 # DEPENDENCYPART_GRANDPAR
(19,7),(7,3),-0.138761 # DEPENDENCYPART_GRANDPAR
(19,7),(7,5),-0.228237 # DEPENDENCYPART_GRANDPAR
(19,7),(7,6),-0.0666468 # DEPENDENCYPART_GRANDPAR
(19,7),(7,9),-0.251973 # DEPENDENCYPART_GRANDPAR
(19,7),(7,12),0.0349093 # DEPENDENCYPART_GRANDPAR
(19,7),(7,16),0.16657 # DEPENDENCYPART_GRANDPAR
(19,7),(7,21),-0.356319 # DEPENDENCYPART_GRANDPAR
(19,7),(7,22),-0.562313 # DEPENDENCYPART_GRANDPAR
(19,8),(8,4),0.183032 # DEPENDENCYPART_GRANDPAR
(19,8),(8,5),-0.25666 # DEPENDENCYPART_GRANDPAR
(19,8),(8,6),-0.137701 # DEPENDENCYPART_GRANDPAR
(19,8),(8,7),-0.206106 # DEPENDENCYPART_GRANDPAR
(19,8),(8,9),-0.240509 # DEPENDENCYPART_GRANDPAR
(19,8),(8,10),-0.107672 # DEPENDENCYPART_GRANDPAR
(19,8),(8,11),-0.104536 # DEPENDENCYPART_GRANDPAR
(19,8),(8,12),0.0463729 # DEPENDENCYPART_GRANDPAR
(19,8),(8,13),0.159077 # DEPENDENCYPART_GRANDPAR
(19,8),(8,15),-0.0356846 # DEPENDENCYPART_GRANDPAR
(19,8),(8,16),0.178033 # DEPENDENCYPART_GRANDPAR
(19,8),(8,18),-0.0441824 # DEPENDENCYPART_GRANDPAR
(19,8),(8,19),-0.832444 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,8),(8,21),-0.448784 # DEPENDENCYPART_GRANDPAR
(19,8),(8,22),-0.581701 # DEPENDENCYPART_GRANDPAR
(19,9),(9,1),-0.332421 # DEPENDENCYPART_GRANDPAR
(19,9),(9,3),-0.138761 # DEPENDENCYPART_GRANDPAR
(19,9),(9,5),-0.228237 # DEPENDENCYPART_GRANDPAR
(19,9),(9,6),-0.0666468 # DEPENDENCYPART_GRANDPAR
(19,9),(9,7),-0.177683 # DEPENDENCYPART_GRANDPAR
(19,9),(9,8),-0.144994 # DEPENDENCYPART_GRANDPAR
(19,9),(9,10),-0.103763 # DEPENDENCYPART_GRANDPAR
(19,9),(9,11),-0.100752 # DEPENDENCYPART_GRANDPAR
(19,9),(9,12),0.0349093 # DEPENDENCYPART_GRANDPAR
(19,9),(9,16),0.16657 # DEPENDENCYPART_GRANDPAR
(19,9),(9,18),-0.121327 # DEPENDENCYPART_GRANDPAR
(19,9),(9,21),-0.356319 # DEPENDENCYPART_GRANDPAR
(19,9),(9,22),-0.562313 # DEPENDENCYPART_GRANDPAR
(19,10),(10,2),-0.0945537 # DEPENDENCYPART_GRANDPAR
(19,10),(10,5),-0.236744 # DEPENDENCYPART_GRANDPAR
(19,10),(10,6),-0.0626164 # DEPENDENCYPART_GRANDPAR
(19,10),(10,7),-0.18619 # DEPENDENCYPART_GRANDPAR
(19,10),(10,8),-0.132934 # DEPENDENCYPART_GRANDPAR
(19,10),(10,9),-0.266613 # DEPENDENCYPART_GRANDPAR
(19,10),(10,11),-0.0552853 # DEPENDENCYPART_GRANDPAR
(19,10),(10,16),0.18576 # DEPENDENCYPART_GRANDPAR
(19,10),(10,19),-0.787712 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,10),(10,21),-0.344799 # DEPENDENCYPART_GRANDPAR
(19,10),(10,22),-0.55119 # DEPENDENCYPART_GRANDPAR
(19,11),(11,2),-0.0947546 # DEPENDENCYPART_GRANDPAR
(19,11),(11,5),-0.236945 # DEPENDENCYPART_GRANDPAR
(19,11),(11,6),-0.0626095 # DEPENDENCYPART_GRANDPAR
(19,11),(11,7),-0.18639 # DEPENDENCYPART_GRANDPAR
(19,11),(11,8),-0.132933 # DEPENDENCYPART_GRANDPAR
(19,11),(11,9),-0.266814 # DEPENDENCYPART_GRANDPAR
(19,11),(11,10),-0.0999971 # DEPENDENCYPART_GRANDPAR
(19,11),(11,13),0.261567 # DEPENDENCYPART_GRANDPAR
(19,12),(12,1),-0.332421 # DEPENDENCYPART_GRANDPAR
(19,12),(12,2),-0.0708322 # DEPENDENCYPART_GRANDPAR
(19,12),(12,3),-0.138761 # DEPENDENCYPART_GRANDPAR
(19,12),(12,5),-0.228237 # DEPENDENCYPART_GRANDPAR
(19,12),(12,6),-0.0666468 # DEPENDENCYPART_GRANDPAR
(19,12),(12,7),-0.177683 # DEPENDENCYPART_GRANDPAR
(19,12),(12,8),-0.144994 # DEPENDENCYPART_GRANDPAR
(19,12),(12,9),-0.258107 # DEPENDENCYPART_GRANDPAR
(19,12),(12,10),-0.139532 # DEPENDENCYPART_GRANDPAR
(19,12),(12,11),-0.140463 # DEPENDENCYPART_GRANDPAR
(19,12),(12,13),0.156856 # DEPENDENCYPART_GRANDPAR
(19,12),(12,16),0.16657 # DEPENDENCYPART_GRANDPAR
(19,12),(12,17),0.0469473 # DEPENDENCYPART_GRANDPAR
(19,12),(12,18),-0.121327 # DEPENDENCYPART_GRANDPAR
(19,12),(12,19),-0.797803 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,13),(13,2),-0.0249018 # DEPENDENCYPART_GRANDPAR
(19,13),(13,5),-0.158614 # DEPENDENCYPART_GRANDPAR
(19,13),(13,6),0.00519019 # DEPENDENCYPART_GRANDPAR
(19,13),(13,7),-0.10806 # DEPENDENCYPART_GRANDPAR
(19,13),(13,8),-0.0736807 # DEPENDENCYPART_GRANDPAR
(19,13),(13,9),-0.188484 # DEPENDENCYPART_GRANDPAR
(19,13),(13,10),-0.0971903 # DEPENDENCYPART_GRANDPAR
(19,13),(13,11),-0.0958846 # DEPENDENCYPART_GRANDPAR
(19,13),(13,12),0.0983987 # DEPENDENCYPART_GRANDPAR
(19,13),(13,15),0.0191419 # DEPENDENCYPART_GRANDPAR
(19,13),(13,16),0.154624 # DEPENDENCYPART_GRANDPAR
(19,13),(13,18),-0.116712 # DEPENDENCYPART_GRANDPAR
(19,13),(13,19),-0.788723 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,13),(13,20),-0.116245 # DEPENDENCYPART_GRANDPAR
(19,13),(13,21),-0.35041 # DEPENDENCYPART_GRANDPAR
(19,13),(13,22),-0.54949 # DEPENDENCYPART_GRANDPAR
(19,14),(14,15),0.0395573 # DEPENDENCYPART_GRANDPAR
(19,15),(15,12),0.0182802 # DEPENDENCYPART_GRANDPAR
(19,15),(15,13),0.281564 # DEPENDENCYPART_GRANDPAR
(19,15),(15,14),0.00643509 # DEPENDENCYPART_GRANDPAR
(19,16),(16,1),-0.332421 # DEPENDENCYPART_GRANDPAR
(19,16),(16,2),-0.0708322 # DEPENDENCYPART_GRANDPAR
(19,16),(16,7),-0.177683 # DEPENDENCYPART_GRANDPAR
(19,16),(16,8),-0.144994 # DEPENDENCYPART_GRANDPAR
(19,16),(16,9),-0.258107 # DEPENDENCYPART_GRANDPAR
(19,16),(16,10),-0.139532 # DEPENDENCYPART_GRANDPAR
(19,16),(16,11),-0.140463 # DEPENDENCYPART_GRANDPAR
(19,16),(16,12),0.0287756 # DEPENDENCYPART_GRANDPAR
(19,16),(16,13),0.227647 # DEPENDENCYPART_GRANDPAR
(19,16),(16,14),-0.0776953 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),-0.0612385 # DEPENDENCYPART_GRANDPAR
(19,16),(16,17),0.0469473 # DEPENDENCYPART_GRANDPAR
(19,16),(16,18),-0.121327 # DEPENDENCYPART_GRANDPAR
(19,16),(16,19),-0.797803 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,16),(16,20),-0.214476 # DEPENDENCYPART_GRANDPAR
(19,16),(16,21),-0.356319 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),0.146216 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),-0.112564 # DEPENDENCYPART_GRANDPAR
(19,20),(20,8),-0.59833 # DEPENDENCYPART_GRANDPAR
(19,20),(20,10),-0.576109 # DEPENDENCYPART_GRANDPAR
(19,20),(20,11),-0.572973 # DEPENDENCYPART_GRANDPAR
(19,20),(20,12),-0.674325 # DEPENDENCYPART_GRANDPAR
(19,20),(20,13),-0.225446 # DEPENDENCYPART_GRANDPAR
(19,20),(20,14),-0.509226 # DEPENDENCYPART_GRANDPAR
(19,20),(20,15),-0.501881 # DEPENDENCYPART_GRANDPAR
(19,20),(20,16),-0.542665 # DEPENDENCYPART_GRANDPAR
(19,20),(20,17),-0.325362 # DEPENDENCYPART_GRANDPAR
(19,20),(20,18),-0.572702 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-0.378594 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,22),-0.233581 # DEPENDENCYPART_GRANDPAR
(19,21),(21,2),-1.11553 # DEPENDENCYPART_GRANDPAR
(19,21),(21,5),-1.24401 # DEPENDENCYPART_GRANDPAR
(19,21),(21,6),-0.814961 # DEPENDENCYPART_GRANDPAR
(19,21),(21,7),-1.19346 # DEPENDENCYPART_GRANDPAR
(19,21),(21,8),-0.897753 # DEPENDENCYPART_GRANDPAR
(19,21),(21,9),-1.27388 # DEPENDENCYPART_GRANDPAR
(19,21),(21,10),-0.794413 # DEPENDENCYPART_GRANDPAR
(19,21),(21,11),-0.791277 # DEPENDENCYPART_GRANDPAR
(19,21),(21,12),-0.987001 # DEPENDENCYPART_GRANDPAR
(19,21),(21,13),-0.47357 # DEPENDENCYPART_GRANDPAR
(19,21),(21,14),-0.725716 # DEPENDENCYPART_GRANDPAR
(19,21),(21,15),-0.720185 # DEPENDENCYPART_GRANDPAR
(19,21),(21,16),-0.85534 # DEPENDENCYPART_GRANDPAR
(19,21),(21,17),-0.569329 # DEPENDENCYPART_GRANDPAR
(19,21),(21,18),-0.875661 # DEPENDENCYPART_GRANDPAR
(19,21),(21,19),-0.419653 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,21),(21,20),0.393977 # DEPENDENCYPART_GRANDPAR
(19,21),(21,22),-0.112332 # DEPENDENCYPART_GRANDPAR
(20,8),(8,4),-0.89017 # DEPENDENCYPART_GRANDPAR
(20,8),(8,5),-0.66174 # DEPENDENCYPART_GRANDPAR
(20,8),(8,6),-0.340317 # DEPENDENCYPART_GRANDPAR
(20,8),(8,7),-0.666495 # DEPENDENCYPART_GRANDPAR
(20,8),(8,9),-0.541969 # DEPENDENCYPART_GRANDPAR
(20,8),(8,10),0.0346948 # DEPENDENCYPART_GRANDPAR
(20,8),(8,11),0.0548022 # DEPENDENCYPART_GRANDPAR
(20,8),(8,12),-1.10763 # DEPENDENCYPART_GRANDPAR
(20,8),(8,13),-0.319538 # DEPENDENCYPART_GRANDPAR
(20,8),(8,15),0.281038 # DEPENDENCYPART_GRANDPAR
(20,8),(8,16),-0.528966 # DEPENDENCYPART_GRANDPAR
(20,8),(8,18),-0.0536672 # DEPENDENCYPART_GRANDPAR
(20,8),(8,19),-0.0602491 # DEPENDENCYPART_GRANDPAR
(20,8),(8,21),-0.902525 # DEPENDENCYPART_GRANDPAR
(20,8),(8,22),-0.576371 # DEPENDENCYPART_GRANDPAR
(20,10),(10,2),-0.606941 # DEPENDENCYPART_GRANDPAR
(20,10),(10,5),-0.497513 # DEPENDENCYPART_GRANDPAR
(20,10),(10,6),-0.106402 # DEPENDENCYPART_GRANDPAR
(20,10),(10,7),-0.502268 # DEPENDENCYPART_GRANDPAR
(20,10),(10,8),-0.107487 # DEPENDENCYPART_GRANDPAR
(20,10),(10,9),-0.519689 # DEPENDENCYPART_GRANDPAR
(20,10),(10,11),0.122618 # DEPENDENCYPART_GRANDPAR
(20,10),(10,16),-0.608985 # DEPENDENCYPART_GRANDPAR
(20,10),(10,19),-0.0610454 # DEPENDENCYPART_GRANDPAR
(20,10),(10,21),-0.847277 # DEPENDENCYPART_GRANDPAR
(20,10),(10,22),-0.589267 # DEPENDENCYPART_GRANDPAR
(20,11),(11,2),-0.60809 # DEPENDENCYPART_GRANDPAR
(20,11),(11,5),-0.498662 # DEPENDENCYPART_GRANDPAR
(20,11),(11,6),-0.107142 # DEPENDENCYPART_GRANDPAR
(20,11),(11,7),-0.503417 # DEPENDENCYPART_GRANDPAR
(20,11),(11,8),-0.108234 # DEPENDENCYPART_GRANDPAR
(20,11),(11,9),-0.520838 # DEPENDENCYPART_GRANDPAR
(20,11),(11,10),0.0656169 # DEPENDENCYPART_GRANDPAR
(20,11),(11,13),-0.247092 # DEPENDENCYPART_GRANDPAR
(20,12),(12,1),0.0741929 # DEPENDENCYPART_GRANDPAR
(20,12),(12,2),-0.726864 # DEPENDENCYPART_GRANDPAR
(20,12),(12,3),-0.474138 # DEPENDENCYPART_GRANDPAR
(20,12),(12,5),-0.633699 # DEPENDENCYPART_GRANDPAR
(20,12),(12,6),-0.172563 # DEPENDENCYPART_GRANDPAR
(20,12),(12,7),-0.638454 # DEPENDENCYPART_GRANDPAR
(20,12),(12,8),-0.215191 # DEPENDENCYPART_GRANDPAR
(20,12),(12,9),-0.655874 # DEPENDENCYPART_GRANDPAR
(20,12),(12,10),0.0121563 # DEPENDENCYPART_GRANDPAR
(20,12),(12,11),0.0332346 # DEPENDENCYPART_GRANDPAR
(20,12),(12,13),-0.311536 # DEPENDENCYPART_GRANDPAR
(20,12),(12,16),-0.52193 # DEPENDENCYPART_GRANDPAR
(20,12),(12,17),0.0605818 # DEPENDENCYPART_GRANDPAR
(20,12),(12,18),-0.139438 # DEPENDENCYPART_GRANDPAR
(20,12),(12,19),-0.0324805 # DEPENDENCYPART_GRANDPAR
(20,13),(13,2),-0.787836 # DEPENDENCYPART_GRANDPAR
(20,13),(13,5),-0.667881 # DEPENDENCYPART_GRANDPAR
(20,13),(13,6),-0.212946 # DEPENDENCYPART_GRANDPAR
(20,13),(13,7),-0.672637 # DEPENDENCYPART_GRANDPAR
(20,13),(13,8),-0.24788 # DEPENDENCYPART_GRANDPAR
(20,13),(13,9),-0.690057 # DEPENDENCYPART_GRANDPAR
(20,13),(13,10),-0.0912762 # DEPENDENCYPART_GRANDPAR
(20,13),(13,11),-0.0697347 # DEPENDENCYPART_GRANDPAR
(20,13),(13,12),-1.25571 # DEPENDENCYPART_GRANDPAR
(20,13),(13,15),0.340114 # DEPENDENCYPART_GRANDPAR
(20,13),(13,16),-0.624739 # DEPENDENCYPART_GRANDPAR
(20,13),(13,18),-0.15105 # DEPENDENCYPART_GRANDPAR
(20,13),(13,19),-0.0292257 # DEPENDENCYPART_GRANDPAR
(20,13),(13,20),-0.952979 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,13),(13,21),-0.830232 # DEPENDENCYPART_GRANDPAR
(20,13),(13,22),-0.562176 # DEPENDENCYPART_GRANDPAR
(20,14),(14,15),0.268747 # DEPENDENCYPART_GRANDPAR
(20,15),(15,12),-1.0921 # DEPENDENCYPART_GRANDPAR
(20,15),(15,13),-0.185193 # DEPENDENCYPART_GRANDPAR
(20,15),(15,14),0.551746 # DEPENDENCYPART_GRANDPAR
(20,16),(16,1),0.0741929 # DEPENDENCYPART_GRANDPAR
(20,16),(16,2),-0.726864 # DEPENDENCYPART_GRANDPAR
(20,16),(16,7),-0.638454 # DEPENDENCYPART_GRANDPAR
(20,16),(16,8),-0.215191 # DEPENDENCYPART_GRANDPAR
(20,16),(16,9),-0.655874 # DEPENDENCYPART_GRANDPAR
(20,16),(16,10),0.0121563 # DEPENDENCYPART_GRANDPAR
