# _root_ De hogy az átütemezést valóban megkapja -e gazda , arról a bankok egyedileg döntenek , azaz a termelőknek a pénzintézetekkel kell megállapodniuk .
#goldHeads=16,14,4,6,6,10,6,6,14,14,12,14,14,16,16,0,18,21,20,22,16,21,16,
#predictedHeads=6,6,4,6,6,0,6,6,6,14,12,14,14,6,14,21,18,22,20,22,10,21,6,
(8,18),(18,19),-0.0132758 # DEPENDENCYPART_GRANDPAR
(8,18),(18,20),-0.0523061 # DEPENDENCYPART_GRANDPAR
(8,20),(20,17),-0.245736 # DEPENDENCYPART_GRANDPAR
(8,20),(20,18),0.337362 # DEPENDENCYPART_GRANDPAR
(8,20),(20,19),-0.166179 # DEPENDENCYPART_GRANDPAR
(8,21),(21,1),-0.439979 # DEPENDENCYPART_GRANDPAR
(8,21),(21,2),-0.485095 # DEPENDENCYPART_GRANDPAR
(8,21),(21,5),-0.392682 # DEPENDENCYPART_GRANDPAR
(8,21),(21,6),-0.228169 # DEPENDENCYPART_GRANDPAR
(8,21),(21,8),-0.448475 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,21),(21,9),-0.143365 # DEPENDENCYPART_GRANDPAR
(8,21),(21,10),0.151706 # DEPENDENCYPART_GRANDPAR
(8,21),(21,12),0.153566 # DEPENDENCYPART_GRANDPAR
(8,21),(21,13),0.274449 # DEPENDENCYPART_GRANDPAR
(8,21),(21,14),0.150345 # DEPENDENCYPART_GRANDPAR
(8,21),(21,15),0.0922074 # DEPENDENCYPART_GRANDPAR
(8,21),(21,16),0.0369398 # DEPENDENCYPART_GRANDPAR
(8,21),(21,17),-0.262698 # DEPENDENCYPART_GRANDPAR
(8,21),(21,18),0.160694 # DEPENDENCYPART_GRANDPAR
(8,21),(21,19),-0.183141 # DEPENDENCYPART_GRANDPAR
(8,21),(21,20),-0.108029 # DEPENDENCYPART_GRANDPAR
(8,21),(21,22),0.17058 # DEPENDENCYPART_GRANDPAR
(8,21),(21,23),-0.362772 # DEPENDENCYPART_GRANDPAR
(8,22),(22,1),-0.438916 # DEPENDENCYPART_GRANDPAR
(8,22),(22,2),-0.483954 # DEPENDENCYPART_GRANDPAR
(8,22),(22,3),-0.925298 # DEPENDENCYPART_GRANDPAR
(8,22),(22,4),-0.379949 # DEPENDENCYPART_GRANDPAR
(8,22),(22,5),-0.385462 # DEPENDENCYPART_GRANDPAR
(8,22),(22,6),-0.22217 # DEPENDENCYPART_GRANDPAR
(8,22),(22,8),-0.4295 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,22),(22,9),-0.193266 # DEPENDENCYPART_GRANDPAR
(8,22),(22,10),0.174057 # DEPENDENCYPART_GRANDPAR
(8,22),(22,11),-0.0832451 # DEPENDENCYPART_GRANDPAR
(8,22),(22,12),0.172542 # DEPENDENCYPART_GRANDPAR
(8,22),(22,13),0.267956 # DEPENDENCYPART_GRANDPAR
(8,22),(22,14),0.119271 # DEPENDENCYPART_GRANDPAR
(8,22),(22,15),0.0423066 # DEPENDENCYPART_GRANDPAR
(8,22),(22,16),0.0121775 # DEPENDENCYPART_GRANDPAR
(8,22),(22,17),-0.271365 # DEPENDENCYPART_GRANDPAR
(8,22),(22,18),0.179669 # DEPENDENCYPART_GRANDPAR
(8,22),(22,19),-0.191808 # DEPENDENCYPART_GRANDPAR
(8,22),(22,20),-0.0890532 # DEPENDENCYPART_GRANDPAR
(8,22),(22,21),0.198604 # DEPENDENCYPART_GRANDPAR
(8,22),(22,23),-0.385089 # DEPENDENCYPART_GRANDPAR
(10,1),(1,2),-0.373525 # DEPENDENCYPART_GRANDPAR
(10,1),(1,4),-0.0398446 # DEPENDENCYPART_GRANDPAR
(10,1),(1,6),-0.028844 # DEPENDENCYPART_GRANDPAR
(10,1),(1,9),-0.535199 # DEPENDENCYPART_GRANDPAR
(10,1),(1,10),-0.667423 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,1),(1,14),-0.629197 # DEPENDENCYPART_GRANDPAR
(10,1),(1,15),-0.687008 # DEPENDENCYPART_GRANDPAR
(10,1),(1,16),-0.51644 # DEPENDENCYPART_GRANDPAR
(10,1),(1,18),-0.426437 # DEPENDENCYPART_GRANDPAR
(10,1),(1,21),-0.620488 # DEPENDENCYPART_GRANDPAR
(10,1),(1,22),-0.368539 # DEPENDENCYPART_GRANDPAR
(10,1),(1,23),-0.975524 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),-0.276519 # DEPENDENCYPART_GRANDPAR
(10,2),(2,4),0.0193678 # DEPENDENCYPART_GRANDPAR
(10,2),(2,6),-0.00867781 # DEPENDENCYPART_GRANDPAR
(10,2),(2,9),-0.528701 # DEPENDENCYPART_GRANDPAR
(10,2),(2,14),-0.627859 # DEPENDENCYPART_GRANDPAR
(10,2),(2,15),-0.68864 # DEPENDENCYPART_GRANDPAR
(10,2),(2,16),-0.518851 # DEPENDENCYPART_GRANDPAR
(10,2),(2,21),-0.619421 # DEPENDENCYPART_GRANDPAR
(10,2),(2,22),-0.367201 # DEPENDENCYPART_GRANDPAR
(10,2),(2,23),-0.975805 # DEPENDENCYPART_GRANDPAR
(10,4),(4,1),-0.206348 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),-0.329794 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),-0.133534 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),-0.250628 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),-0.334701 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),0.00982332 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),0.116406 # DEPENDENCYPART_GRANDPAR
(10,5),(5,12),-0.544108 # DEPENDENCYPART_GRANDPAR
(10,5),(5,14),-0.579717 # DEPENDENCYPART_GRANDPAR
(10,6),(6,1),-0.210231 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),-0.213307 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.111128 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),0.193045 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.00603509 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),0.048092 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),0.261722 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),-0.402686 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),-0.69895 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,6),(6,11),-0.304385 # DEPENDENCYPART_GRANDPAR
(10,6),(6,12),-0.660456 # DEPENDENCYPART_GRANDPAR
(10,6),(6,13),-0.296614 # DEPENDENCYPART_GRANDPAR
(10,6),(6,14),-0.668428 # DEPENDENCYPART_GRANDPAR
(10,6),(6,15),-0.772845 # DEPENDENCYPART_GRANDPAR
(10,6),(6,16),-0.608265 # DEPENDENCYPART_GRANDPAR
(10,6),(6,18),-0.489658 # DEPENDENCYPART_GRANDPAR
(10,6),(6,20),-0.574007 # DEPENDENCYPART_GRANDPAR
(10,6),(6,21),-0.662124 # DEPENDENCYPART_GRANDPAR
(10,6),(6,22),-0.40777 # DEPENDENCYPART_GRANDPAR
(10,6),(6,23),-1.02077 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-0.132133 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),0.101082 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.0814343 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),0.0853 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.30521 # DEPENDENCYPART_GRANDPAR
(10,8),(8,12),-0.632526 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),-0.28986 # DEPENDENCYPART_GRANDPAR
(10,8),(8,14),-0.578061 # DEPENDENCYPART_GRANDPAR
(10,8),(8,15),-0.689371 # DEPENDENCYPART_GRANDPAR
(10,8),(8,18),-0.461746 # DEPENDENCYPART_GRANDPAR
(10,8),(8,20),-0.546094 # DEPENDENCYPART_GRANDPAR
(10,8),(8,21),-0.568438 # DEPENDENCYPART_GRANDPAR
(10,8),(8,22),-0.317403 # DEPENDENCYPART_GRANDPAR
(10,8),(8,23),-0.978281 # DEPENDENCYPART_GRANDPAR
(10,12),(12,3),-0.537092 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-0.307737 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.242263 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),0.180744 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),0.117953 # DEPENDENCYPART_GRANDPAR
(10,13),(13,5),-0.442944 # DEPENDENCYPART_GRANDPAR
(10,13),(13,6),-0.317952 # DEPENDENCYPART_GRANDPAR
(10,13),(13,8),-0.254405 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),-0.757 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-0.281273 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),0.126644 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),-0.194354 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.372912 # DEPENDENCYPART_GRANDPAR
(10,13),(13,18),0.0204818 # DEPENDENCYPART_GRANDPAR
(10,13),(13,20),-0.0638671 # DEPENDENCYPART_GRANDPAR
(10,13),(13,21),-0.197953 # DEPENDENCYPART_GRANDPAR
(10,13),(13,22),0.0533285 # DEPENDENCYPART_GRANDPAR
(10,13),(13,23),-0.658976 # DEPENDENCYPART_GRANDPAR
(10,14),(14,1),-0.663021 # DEPENDENCYPART_GRANDPAR
(10,14),(14,2),-0.745952 # DEPENDENCYPART_GRANDPAR
(10,14),(14,3),-0.555149 # DEPENDENCYPART_GRANDPAR
(10,14),(14,4),-0.438612 # DEPENDENCYPART_GRANDPAR
(10,14),(14,5),-0.48832 # DEPENDENCYPART_GRANDPAR
(10,14),(14,6),-0.415872 # DEPENDENCYPART_GRANDPAR
(10,14),(14,7),-0.421394 # DEPENDENCYPART_GRANDPAR
(10,14),(14,8),-0.335651 # DEPENDENCYPART_GRANDPAR
(10,14),(14,9),-0.854289 # DEPENDENCYPART_GRANDPAR
(10,14),(14,10),-0.196087 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,14),(14,11),0.142206 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),-0.0613999 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),0.230491 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.389513 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.110086 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),-0.0325132 # DEPENDENCYPART_GRANDPAR
(10,14),(14,18),0.13415 # DEPENDENCYPART_GRANDPAR
(10,14),(14,19),-0.132264 # DEPENDENCYPART_GRANDPAR
(10,14),(14,20),0.0497891 # DEPENDENCYPART_GRANDPAR
(10,14),(14,21),-0.116566 # DEPENDENCYPART_GRANDPAR
(10,14),(14,22),0.152979 # DEPENDENCYPART_GRANDPAR
(10,14),(14,23),-0.570192 # DEPENDENCYPART_GRANDPAR
(10,16),(16,1),-0.562454 # DEPENDENCYPART_GRANDPAR
(10,16),(16,2),-0.628294 # DEPENDENCYPART_GRANDPAR
(10,16),(16,4),-0.372827 # DEPENDENCYPART_GRANDPAR
(10,16),(16,5),-0.452931 # DEPENDENCYPART_GRANDPAR
(10,16),(16,6),-0.366701 # DEPENDENCYPART_GRANDPAR
(10,16),(16,8),-0.269866 # DEPENDENCYPART_GRANDPAR
(10,16),(16,9),-0.766703 # DEPENDENCYPART_GRANDPAR
(10,16),(16,10),-0.387684 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,16),(16,11),0.0499187 # DEPENDENCYPART_GRANDPAR
(10,16),(16,12),-0.227156 # DEPENDENCYPART_GRANDPAR
(10,16),(16,13),0.0238334 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),-0.254079 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),-0.4717 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),-0.166727 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),-0.0669804 # DEPENDENCYPART_GRANDPAR
(10,16),(16,20),-0.151329 # DEPENDENCYPART_GRANDPAR
(10,16),(16,21),-0.312557 # DEPENDENCYPART_GRANDPAR
(10,16),(16,22),-0.0700044 # DEPENDENCYPART_GRANDPAR
(10,16),(16,23),-0.682021 # DEPENDENCYPART_GRANDPAR
(10,18),(18,10),-0.242258 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,18),(18,11),0.180352 # DEPENDENCYPART_GRANDPAR
(10,18),(18,12),-0.079732 # DEPENDENCYPART_GRANDPAR
(10,18),(18,16),-0.0591169 # DEPENDENCYPART_GRANDPAR
(10,18),(18,17),-0.00180699 # DEPENDENCYPART_GRANDPAR
(10,18),(18,19),-0.150245 # DEPENDENCYPART_GRANDPAR
(10,18),(18,20),-0.0343131 # DEPENDENCYPART_GRANDPAR
(10,20),(20,17),-0.00180699 # DEPENDENCYPART_GRANDPAR
(10,20),(20,18),0.0915872 # DEPENDENCYPART_GRANDPAR
(10,20),(20,19),-0.101557 # DEPENDENCYPART_GRANDPAR
(10,21),(21,1),-0.664888 # DEPENDENCYPART_GRANDPAR
(10,21),(21,2),-0.747898 # DEPENDENCYPART_GRANDPAR
(10,21),(21,5),-0.495534 # DEPENDENCYPART_GRANDPAR
(10,21),(21,6),-0.421867 # DEPENDENCYPART_GRANDPAR
(10,21),(21,8),-0.347182 # DEPENDENCYPART_GRANDPAR
(10,21),(21,9),-0.860371 # DEPENDENCYPART_GRANDPAR
(10,21),(21,10),-0.239694 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,21),(21,12),-0.0897616 # DEPENDENCYPART_GRANDPAR
(10,21),(21,13),0.224071 # DEPENDENCYPART_GRANDPAR
(10,21),(21,14),-0.111136 # DEPENDENCYPART_GRANDPAR
(10,21),(21,15),-0.250781 # DEPENDENCYPART_GRANDPAR
(10,21),(21,16),-0.00794742 # DEPENDENCYPART_GRANDPAR
(10,21),(21,17),-0.0436005 # DEPENDENCYPART_GRANDPAR
(10,21),(21,18),0.0815103 # DEPENDENCYPART_GRANDPAR
(10,21),(21,19),-0.143351 # DEPENDENCYPART_GRANDPAR
(10,21),(21,20),-0.00283363 # DEPENDENCYPART_GRANDPAR
(10,21),(21,22),0.206067 # DEPENDENCYPART_GRANDPAR
(10,21),(21,23),-0.552598 # DEPENDENCYPART_GRANDPAR
(10,22),(22,1),-0.663831 # DEPENDENCYPART_GRANDPAR
(10,22),(22,2),-0.746761 # DEPENDENCYPART_GRANDPAR
(10,22),(22,3),-0.555149 # DEPENDENCYPART_GRANDPAR
(10,22),(22,4),-0.439748 # DEPENDENCYPART_GRANDPAR
(10,22),(22,5),-0.488319 # DEPENDENCYPART_GRANDPAR
(10,22),(22,6),-0.415872 # DEPENDENCYPART_GRANDPAR
(10,22),(22,8),-0.336787 # DEPENDENCYPART_GRANDPAR
(10,22),(22,9),-0.854289 # DEPENDENCYPART_GRANDPAR
(10,22),(22,10),-0.196086 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,22),(22,11),0.142206 # DEPENDENCYPART_GRANDPAR
(10,22),(22,12),-0.0587233 # DEPENDENCYPART_GRANDPAR
(10,22),(22,13),0.230491 # DEPENDENCYPART_GRANDPAR
(10,22),(22,14),-0.115604 # DEPENDENCYPART_GRANDPAR
(10,22),(22,15),-0.321884 # DEPENDENCYPART_GRANDPAR
(10,22),(22,16),-0.0434492 # DEPENDENCYPART_GRANDPAR
(10,22),(22,17),-0.0399526 # DEPENDENCYPART_GRANDPAR
(10,22),(22,18),0.112549 # DEPENDENCYPART_GRANDPAR
(10,22),(22,19),-0.139703 # DEPENDENCYPART_GRANDPAR
(10,22),(22,20),0.0282047 # DEPENDENCYPART_GRANDPAR
(10,22),(22,21),-0.106002 # DEPENDENCYPART_GRANDPAR
(10,22),(22,23),-0.566768 # DEPENDENCYPART_GRANDPAR
(11,13),(13,5),-0.606143 # DEPENDENCYPART_GRANDPAR
(11,13),(13,6),-0.574195 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-0.707439 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-0.594781 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.474927 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.610161 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),-0.0545128 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.256011 # DEPENDENCYPART_GRANDPAR
(11,13),(13,18),-0.322325 # DEPENDENCYPART_GRANDPAR
(11,13),(13,20),-0.346713 # DEPENDENCYPART_GRANDPAR
(11,13),(13,21),-0.306245 # DEPENDENCYPART_GRANDPAR
(11,13),(13,22),-0.300009 # DEPENDENCYPART_GRANDPAR
(11,13),(13,23),-0.348551 # DEPENDENCYPART_GRANDPAR
(12,8),(8,3),-0.882824 # DEPENDENCYPART_GRANDPAR
(12,8),(8,4),-0.660494 # DEPENDENCYPART_GRANDPAR
(12,8),(8,5),-0.615768 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),-0.328933 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),-0.54917 # DEPENDENCYPART_GRANDPAR
(12,8),(8,12),-1.05367 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,8),(8,13),-0.301764 # DEPENDENCYPART_GRANDPAR
(12,8),(8,14),-0.616413 # DEPENDENCYPART_GRANDPAR
(12,8),(8,15),-0.346616 # DEPENDENCYPART_GRANDPAR
(12,8),(8,18),-0.643832 # DEPENDENCYPART_GRANDPAR
(12,8),(8,20),-0.835201 # DEPENDENCYPART_GRANDPAR
(12,8),(8,21),-0.385727 # DEPENDENCYPART_GRANDPAR
(12,8),(8,22),-0.331148 # DEPENDENCYPART_GRANDPAR
(12,8),(8,23),-0.784381 # DEPENDENCYPART_GRANDPAR
(12,10),(10,1),-0.741408 # DEPENDENCYPART_GRANDPAR
(12,10),(10,2),-0.836028 # DEPENDENCYPART_GRANDPAR
(12,10),(10,4),-0.664606 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),-0.701778 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-0.36101 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.721035 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.61812 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-0.614528 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),0.0983917 # DEPENDENCYPART_GRANDPAR
(12,10),(10,14),-0.145776 # DEPENDENCYPART_GRANDPAR
(12,10),(10,15),-0.00920669 # DEPENDENCYPART_GRANDPAR
(12,10),(10,16),-0.0880374 # DEPENDENCYPART_GRANDPAR
(12,10),(10,18),-0.204689 # DEPENDENCYPART_GRANDPAR
(12,10),(10,20),-0.396059 # DEPENDENCYPART_GRANDPAR
(12,10),(10,21),0.0913577 # DEPENDENCYPART_GRANDPAR
(12,10),(10,22),0.139489 # DEPENDENCYPART_GRANDPAR
(12,10),(10,23),-0.525866 # DEPENDENCYPART_GRANDPAR
(12,11),(11,13),-0.26355 # DEPENDENCYPART_GRANDPAR
(12,13),(13,5),-0.967008 # DEPENDENCYPART_GRANDPAR
(12,13),(13,6),-0.716247 # DEPENDENCYPART_GRANDPAR
(12,13),(13,8),-1.13176 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),-0.92637 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-0.90011 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.852181 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.541685 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,15),0.0949392 # DEPENDENCYPART_GRANDPAR
(12,13),(13,18),-0.0259745 # DEPENDENCYPART_GRANDPAR
(12,13),(13,20),-0.21734 # DEPENDENCYPART_GRANDPAR
(12,13),(13,21),0.0299633 # DEPENDENCYPART_GRANDPAR
(12,13),(13,22),0.0881273 # DEPENDENCYPART_GRANDPAR
(12,13),(13,23),-0.335258 # DEPENDENCYPART_GRANDPAR
(13,5),(5,1),-0.473658 # DEPENDENCYPART_GRANDPAR
(13,5),(5,2),-0.431369 # DEPENDENCYPART_GRANDPAR
(13,5),(5,4),-0.859441 # DEPENDENCYPART_GRANDPAR
(13,5),(5,8),-0.674171 # DEPENDENCYPART_GRANDPAR
(13,5),(5,12),-0.343486 # DEPENDENCYPART_GRANDPAR
(13,5),(5,14),-0.690523 # DEPENDENCYPART_GRANDPAR
(13,6),(6,1),-0.432187 # DEPENDENCYPART_GRANDPAR
(13,6),(6,2),-0.29114 # DEPENDENCYPART_GRANDPAR
(13,6),(6,3),-0.523703 # DEPENDENCYPART_GRANDPAR
(13,6),(6,4),-0.75277 # DEPENDENCYPART_GRANDPAR
(13,6),(6,5),-0.29946 # DEPENDENCYPART_GRANDPAR
(13,6),(6,7),-0.341617 # DEPENDENCYPART_GRANDPAR
(13,6),(6,8),-0.697402 # DEPENDENCYPART_GRANDPAR
(13,6),(6,9),-0.416064 # DEPENDENCYPART_GRANDPAR
(13,6),(6,10),-0.514304 # DEPENDENCYPART_GRANDPAR
(13,6),(6,11),-0.329677 # DEPENDENCYPART_GRANDPAR
(13,6),(6,12),-0.354931 # DEPENDENCYPART_GRANDPAR
(13,6),(6,13),-0.846951 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,6),(6,14),-0.725776 # DEPENDENCYPART_GRANDPAR
(13,6),(6,15),-0.563911 # DEPENDENCYPART_GRANDPAR
(13,6),(6,16),-0.445302 # DEPENDENCYPART_GRANDPAR
(13,6),(6,18),-0.566127 # DEPENDENCYPART_GRANDPAR
(13,6),(6,20),-0.40971 # DEPENDENCYPART_GRANDPAR
(13,6),(6,21),-0.448636 # DEPENDENCYPART_GRANDPAR
(13,6),(6,22),-0.611588 # DEPENDENCYPART_GRANDPAR
(13,6),(6,23),-0.808533 # DEPENDENCYPART_GRANDPAR
(13,8),(8,3),-0.422646 # DEPENDENCYPART_GRANDPAR
(13,8),(8,4),-0.70648 # DEPENDENCYPART_GRANDPAR
(13,8),(8,5),-0.247317 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),-0.200261 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),-0.283243 # DEPENDENCYPART_GRANDPAR
(13,8),(8,12),-0.25749 # DEPENDENCYPART_GRANDPAR
(13,8),(8,13),-0.89071 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,8),(8,14),-0.688476 # DEPENDENCYPART_GRANDPAR
(13,8),(8,15),-0.535407 # DEPENDENCYPART_GRANDPAR
(13,8),(8,18),-0.604824 # DEPENDENCYPART_GRANDPAR
(13,8),(8,20),-0.448407 # DEPENDENCYPART_GRANDPAR
(13,8),(8,21),-0.408057 # DEPENDENCYPART_GRANDPAR
(13,8),(8,22),-0.574288 # DEPENDENCYPART_GRANDPAR
(13,8),(8,23),-0.816003 # DEPENDENCYPART_GRANDPAR
(13,10),(10,1),-0.428629 # DEPENDENCYPART_GRANDPAR
(13,10),(10,2),-0.393265 # DEPENDENCYPART_GRANDPAR
(13,10),(10,4),-0.759954 # DEPENDENCYPART_GRANDPAR
(13,10),(10,5),-0.331666 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),-0.235738 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.590154 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.273511 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),-0.33446 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-0.742218 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,14),-0.501525 # DEPENDENCYPART_GRANDPAR
(13,10),(10,15),-0.418708 # DEPENDENCYPART_GRANDPAR
(13,10),(10,16),-0.300949 # DEPENDENCYPART_GRANDPAR
(13,10),(10,18),-0.432531 # DEPENDENCYPART_GRANDPAR
(13,10),(10,20),-0.276114 # DEPENDENCYPART_GRANDPAR
(13,10),(10,21),-0.220802 # DEPENDENCYPART_GRANDPAR
(13,10),(10,22),-0.387338 # DEPENDENCYPART_GRANDPAR
(13,10),(10,23),-0.776626 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-0.857567 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,3),-0.418544 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),-0.536694 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.393402 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.168091 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-0.89071 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,18),(18,10),-0.867491 # DEPENDENCYPART_GRANDPAR
(13,18),(18,11),-0.650366 # DEPENDENCYPART_GRANDPAR
(13,18),(18,12),-0.788931 # DEPENDENCYPART_GRANDPAR
(13,18),(18,16),-0.0472964 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),-0.352146 # DEPENDENCYPART_GRANDPAR
(13,18),(18,19),-0.291257 # DEPENDENCYPART_GRANDPAR
(13,18),(18,20),0.137154 # DEPENDENCYPART_GRANDPAR
(13,20),(20,17),-0.352146 # DEPENDENCYPART_GRANDPAR
(13,20),(20,18),-0.0725807 # DEPENDENCYPART_GRANDPAR
(13,20),(20,19),-0.398949 # DEPENDENCYPART_GRANDPAR
(13,21),(21,1),-0.838269 # DEPENDENCYPART_GRANDPAR
(13,21),(21,2),-0.811173 # DEPENDENCYPART_GRANDPAR
(13,21),(21,5),-0.667026 # DEPENDENCYPART_GRANDPAR
(13,21),(21,6),-0.702607 # DEPENDENCYPART_GRANDPAR
(13,21),(21,8),-1.09507 # DEPENDENCYPART_GRANDPAR
(13,21),(21,9),-0.666774 # DEPENDENCYPART_GRANDPAR
(13,21),(21,10),-0.847049 # DEPENDENCYPART_GRANDPAR
(13,21),(21,12),-0.761778 # DEPENDENCYPART_GRANDPAR
(13,21),(21,13),-0.468642 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,21),(21,14),-0.332536 # DEPENDENCYPART_GRANDPAR
(13,21),(21,15),-0.278222 # DEPENDENCYPART_GRANDPAR
(13,21),(21,16),-0.0469337 # DEPENDENCYPART_GRANDPAR
(13,21),(21,17),-0.395885 # DEPENDENCYPART_GRANDPAR
(13,21),(21,18),-0.199602 # DEPENDENCYPART_GRANDPAR
(13,21),(21,19),-0.442687 # DEPENDENCYPART_GRANDPAR
(13,21),(21,20),-0.0431806 # DEPENDENCYPART_GRANDPAR
(13,21),(21,22),-0.141174 # DEPENDENCYPART_GRANDPAR
(13,21),(21,23),-0.416166 # DEPENDENCYPART_GRANDPAR
(13,22),(22,1),-0.837217 # DEPENDENCYPART_GRANDPAR
(13,22),(22,2),-0.810042 # DEPENDENCYPART_GRANDPAR
(13,22),(22,3),-0.874833 # DEPENDENCYPART_GRANDPAR
(13,22),(22,4),-1.25448 # DEPENDENCYPART_GRANDPAR
(13,22),(22,5),-0.659816 # DEPENDENCYPART_GRANDPAR
(13,22),(22,6),-0.696618 # DEPENDENCYPART_GRANDPAR
(13,22),(22,8),-1.08468 # DEPENDENCYPART_GRANDPAR
(13,22),(22,9),-0.660697 # DEPENDENCYPART_GRANDPAR
(13,22),(22,10),-0.844447 # DEPENDENCYPART_GRANDPAR
(13,22),(22,11),-0.609011 # DEPENDENCYPART_GRANDPAR
