# _root_ Elsősorban nekik köszönhető , hogy a különböző korosztályos megyei válogatottak eljuthatnak külföldre , és rendszeresek a Pest_megyében tartott nemzetközi tornák is .
#goldHeads=5,5,5,5,0,10,8,10,10,11,14,11,14,5,21,20,18,20,20,21,14,5,
#predictedHeads=5,5,5,5,0,10,8,10,10,11,14,11,14,5,21,20,18,20,20,21,14,5,
(11,12),(12,6),-0.446535 # DEPENDENCYPART_GRANDPAR
(11,12),(12,7),-0.632263 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),-0.541494 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-0.419181 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.120314 # DEPENDENCYPART_GRANDPAR
(11,12),(12,13),-0.19743 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),-0.0355065 # DEPENDENCYPART_GRANDPAR
(11,12),(12,20),0.0514219 # DEPENDENCYPART_GRANDPAR
(11,12),(12,21),-0.264567 # DEPENDENCYPART_GRANDPAR
(11,14),(14,1),-0.422757 # DEPENDENCYPART_GRANDPAR
(11,14),(14,3),-0.706869 # DEPENDENCYPART_GRANDPAR
(11,14),(14,4),-0.330439 # DEPENDENCYPART_GRANDPAR
(11,14),(14,5),-0.566155 # DEPENDENCYPART_GRANDPAR
(11,14),(14,7),-0.589821 # DEPENDENCYPART_GRANDPAR
(11,14),(14,8),-0.499053 # DEPENDENCYPART_GRANDPAR
(11,14),(14,9),-0.376754 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),-0.068219 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-1.00297 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),0.149576 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),-0.301227 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.308567 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.235693 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),-0.43271 # DEPENDENCYPART_GRANDPAR
(11,14),(14,19),-0.37371 # DEPENDENCYPART_GRANDPAR
(11,14),(14,20),-0.151305 # DEPENDENCYPART_GRANDPAR
(11,14),(14,21),-0.359448 # DEPENDENCYPART_GRANDPAR
(11,14),(14,22),-0.843718 # DEPENDENCYPART_GRANDPAR
(11,15),(15,10),0.0482451 # DEPENDENCYPART_GRANDPAR
(11,15),(15,11),-0.943768 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,15),(15,12),0.148805 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),-0.247737 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),-0.134347 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),-0.190738 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),-0.205112 # DEPENDENCYPART_GRANDPAR
(11,15),(15,19),-0.138984 # DEPENDENCYPART_GRANDPAR
(11,15),(15,20),-0.105727 # DEPENDENCYPART_GRANDPAR
(11,15),(15,21),-0.23713 # DEPENDENCYPART_GRANDPAR
(11,15),(15,22),-0.756766 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),0.132111 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.072935 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),-0.0982941 # DEPENDENCYPART_GRANDPAR
(11,17),(17,15),0.0307528 # DEPENDENCYPART_GRANDPAR
(11,17),(17,16),-0.1153 # DEPENDENCYPART_GRANDPAR
(11,17),(17,18),-0.0935168 # DEPENDENCYPART_GRANDPAR
(11,18),(18,10),0.0372148 # DEPENDENCYPART_GRANDPAR
(11,18),(18,11),-0.945323 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,18),(18,12),0.139228 # DEPENDENCYPART_GRANDPAR
(11,18),(18,13),-0.250891 # DEPENDENCYPART_GRANDPAR
(11,18),(18,14),-0.129163 # DEPENDENCYPART_GRANDPAR
(11,18),(18,15),-0.105925 # DEPENDENCYPART_GRANDPAR
(11,18),(18,16),-0.130417 # DEPENDENCYPART_GRANDPAR
(11,18),(18,17),-0.170779 # DEPENDENCYPART_GRANDPAR
(11,18),(18,19),-0.139963 # DEPENDENCYPART_GRANDPAR
(11,18),(18,21),-0.246308 # DEPENDENCYPART_GRANDPAR
(11,18),(18,22),-0.757856 # DEPENDENCYPART_GRANDPAR
(11,19),(19,13),-0.247831 # DEPENDENCYPART_GRANDPAR
(11,19),(19,14),-0.134437 # DEPENDENCYPART_GRANDPAR
(11,19),(19,15),-0.108376 # DEPENDENCYPART_GRANDPAR
(11,19),(19,16),-0.130011 # DEPENDENCYPART_GRANDPAR
(11,19),(19,17),-0.161289 # DEPENDENCYPART_GRANDPAR
(11,19),(19,18),-0.230448 # DEPENDENCYPART_GRANDPAR
(11,20),(20,4),-0.337198 # DEPENDENCYPART_GRANDPAR
(11,20),(20,6),-0.446535 # DEPENDENCYPART_GRANDPAR
(11,20),(20,7),-0.632263 # DEPENDENCYPART_GRANDPAR
(11,20),(20,8),-0.541494 # DEPENDENCYPART_GRANDPAR
(11,20),(20,9),-0.419181 # DEPENDENCYPART_GRANDPAR
(11,20),(20,10),-0.120314 # DEPENDENCYPART_GRANDPAR
(11,20),(20,11),-0.885073 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,20),(20,12),0.273478 # DEPENDENCYPART_GRANDPAR
(11,20),(20,13),-0.146539 # DEPENDENCYPART_GRANDPAR
(11,20),(20,14),-0.0368256 # DEPENDENCYPART_GRANDPAR
(11,20),(20,15),0.0311803 # DEPENDENCYPART_GRANDPAR
(11,20),(20,16),-0.114894 # DEPENDENCYPART_GRANDPAR
(11,20),(20,17),-0.0333044 # DEPENDENCYPART_GRANDPAR
(11,20),(20,18),-0.0817498 # DEPENDENCYPART_GRANDPAR
(11,20),(20,19),-0.0195611 # DEPENDENCYPART_GRANDPAR
(11,20),(20,21),-0.262634 # DEPENDENCYPART_GRANDPAR
(11,21),(21,1),-0.415637 # DEPENDENCYPART_GRANDPAR
(11,21),(21,3),-0.698222 # DEPENDENCYPART_GRANDPAR
(11,21),(21,5),-0.559804 # DEPENDENCYPART_GRANDPAR
(11,21),(21,11),-1.1458 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,21),(21,12),-0.0717041 # DEPENDENCYPART_GRANDPAR
(11,21),(21,13),-0.4655 # DEPENDENCYPART_GRANDPAR
(11,21),(21,14),-0.327443 # DEPENDENCYPART_GRANDPAR
(11,21),(21,15),-0.260133 # DEPENDENCYPART_GRANDPAR
(11,21),(21,16),-0.279547 # DEPENDENCYPART_GRANDPAR
(11,21),(21,17),-0.379568 # DEPENDENCYPART_GRANDPAR
(11,21),(21,18),-0.381635 # DEPENDENCYPART_GRANDPAR
(11,21),(21,19),-0.312643 # DEPENDENCYPART_GRANDPAR
(11,21),(21,20),-0.296977 # DEPENDENCYPART_GRANDPAR
(11,21),(21,22),-0.877884 # DEPENDENCYPART_GRANDPAR
(12,6),(6,7),-0.36795 # DEPENDENCYPART_GRANDPAR
(12,6),(6,8),-0.387127 # DEPENDENCYPART_GRANDPAR
(12,7),(7,2),-0.399578 # DEPENDENCYPART_GRANDPAR
(12,7),(7,5),-0.289776 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),-0.727568 # DEPENDENCYPART_GRANDPAR
(12,8),(8,1),-0.42074 # DEPENDENCYPART_GRANDPAR
(12,8),(8,2),-0.372882 # DEPENDENCYPART_GRANDPAR
(12,8),(8,3),-0.549602 # DEPENDENCYPART_GRANDPAR
(12,8),(8,4),-0.100102 # DEPENDENCYPART_GRANDPAR
(12,8),(8,5),-0.261306 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),-0.704655 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),-0.321004 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),-0.354787 # DEPENDENCYPART_GRANDPAR
(12,8),(8,22),-0.792039 # DEPENDENCYPART_GRANDPAR
(12,9),(9,1),-0.41242 # DEPENDENCYPART_GRANDPAR
(12,9),(9,2),-0.364562 # DEPENDENCYPART_GRANDPAR
(12,9),(9,3),-0.520719 # DEPENDENCYPART_GRANDPAR
(12,9),(9,4),-0.0903003 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),-0.250415 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-0.69376 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.292121 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.314339 # DEPENDENCYPART_GRANDPAR
(12,10),(10,1),-0.528159 # DEPENDENCYPART_GRANDPAR
(12,10),(10,3),-0.610178 # DEPENDENCYPART_GRANDPAR
(12,10),(10,4),-0.168368 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),-0.363113 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-0.685915 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.384102 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.402527 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.455068 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-1.07943 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,17),-0.899671 # DEPENDENCYPART_GRANDPAR
(12,10),(10,20),-0.624738 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),0.0222005 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),-0.188611 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),-0.20253 # DEPENDENCYPART_GRANDPAR
(12,20),(20,4),-0.540275 # DEPENDENCYPART_GRANDPAR
(12,20),(20,6),-1.26487 # DEPENDENCYPART_GRANDPAR
(12,20),(20,7),-0.847331 # DEPENDENCYPART_GRANDPAR
(12,20),(20,8),-0.861115 # DEPENDENCYPART_GRANDPAR
(12,20),(20,9),-0.908799 # DEPENDENCYPART_GRANDPAR
(12,20),(20,10),-0.895723 # DEPENDENCYPART_GRANDPAR
(12,20),(20,11),-0.469237 # DEPENDENCYPART_GRANDPAR
(12,20),(20,12),-0.482527 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,20),(20,13),-0.158125 # DEPENDENCYPART_GRANDPAR
(12,20),(20,14),-0.02204 # DEPENDENCYPART_GRANDPAR
(12,20),(20,15),0.0222112 # DEPENDENCYPART_GRANDPAR
(12,20),(20,16),-0.188611 # DEPENDENCYPART_GRANDPAR
(12,20),(20,17),-0.301743 # DEPENDENCYPART_GRANDPAR
(12,20),(20,18),-0.0683767 # DEPENDENCYPART_GRANDPAR
(12,20),(20,19),-0.12265 # DEPENDENCYPART_GRANDPAR
(12,20),(20,21),-0.0623484 # DEPENDENCYPART_GRANDPAR
(12,21),(21,1),-0.888003 # DEPENDENCYPART_GRANDPAR
(12,21),(21,3),-1.00385 # DEPENDENCYPART_GRANDPAR
(12,21),(21,5),-0.663801 # DEPENDENCYPART_GRANDPAR
(12,21),(21,11),-0.492006 # DEPENDENCYPART_GRANDPAR
(12,21),(21,12),-0.611209 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,21),(21,13),-0.165244 # DEPENDENCYPART_GRANDPAR
(12,21),(21,14),-0.0788094 # DEPENDENCYPART_GRANDPAR
(12,21),(21,15),-0.0432403 # DEPENDENCYPART_GRANDPAR
(12,21),(21,16),-0.209373 # DEPENDENCYPART_GRANDPAR
(12,21),(21,17),-0.431237 # DEPENDENCYPART_GRANDPAR
(12,21),(21,18),-0.137336 # DEPENDENCYPART_GRANDPAR
(12,21),(21,19),-0.180411 # DEPENDENCYPART_GRANDPAR
(12,21),(21,20),-0.156304 # DEPENDENCYPART_GRANDPAR
(12,21),(21,22),-0.428158 # DEPENDENCYPART_GRANDPAR
(14,1),(1,2),-0.00837489 # DEPENDENCYPART_GRANDPAR
(14,1),(1,3),-0.0390466 # DEPENDENCYPART_GRANDPAR
(14,1),(1,4),0.0962667 # DEPENDENCYPART_GRANDPAR
(14,1),(1,5),-0.0736495 # DEPENDENCYPART_GRANDPAR
(14,1),(1,10),0.313842 # DEPENDENCYPART_GRANDPAR
(14,1),(1,11),0.322638 # DEPENDENCYPART_GRANDPAR
(14,1),(1,14),-0.745813 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,1),(1,20),-0.402525 # DEPENDENCYPART_GRANDPAR
(14,1),(1,21),-0.312207 # DEPENDENCYPART_GRANDPAR
(14,1),(1,22),-0.616495 # DEPENDENCYPART_GRANDPAR
(14,3),(3,1),-0.0106653 # DEPENDENCYPART_GRANDPAR
(14,3),(3,2),-0.0112342 # DEPENDENCYPART_GRANDPAR
(14,3),(3,4),0.0212091 # DEPENDENCYPART_GRANDPAR
(14,3),(3,5),-0.174411 # DEPENDENCYPART_GRANDPAR
(14,3),(3,8),-0.0290247 # DEPENDENCYPART_GRANDPAR
(14,3),(3,10),0.287077 # DEPENDENCYPART_GRANDPAR
(14,3),(3,11),0.218815 # DEPENDENCYPART_GRANDPAR
(14,3),(3,12),0.550069 # DEPENDENCYPART_GRANDPAR
(14,3),(3,13),-0.172963 # DEPENDENCYPART_GRANDPAR
(14,3),(3,14),-0.745114 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,3),(3,18),-0.356061 # DEPENDENCYPART_GRANDPAR
(14,3),(3,20),-0.44068 # DEPENDENCYPART_GRANDPAR
(14,3),(3,21),-0.310706 # DEPENDENCYPART_GRANDPAR
(14,3),(3,22),-0.61859 # DEPENDENCYPART_GRANDPAR
(14,5),(5,1),-0.00531059 # DEPENDENCYPART_GRANDPAR
(14,5),(5,2),-0.0194425 # DEPENDENCYPART_GRANDPAR
(14,5),(5,3),-0.11599 # DEPENDENCYPART_GRANDPAR
(14,5),(5,4),0.00779521 # DEPENDENCYPART_GRANDPAR
(14,5),(5,7),0.0439844 # DEPENDENCYPART_GRANDPAR
(14,5),(5,8),0.0535023 # DEPENDENCYPART_GRANDPAR
(14,5),(5,9),0.126936 # DEPENDENCYPART_GRANDPAR
(14,5),(5,10),0.333014 # DEPENDENCYPART_GRANDPAR
(14,5),(5,11),0.288129 # DEPENDENCYPART_GRANDPAR
(14,5),(5,12),0.596108 # DEPENDENCYPART_GRANDPAR
(14,5),(5,13),-0.072444 # DEPENDENCYPART_GRANDPAR
(14,5),(5,14),-0.801483 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,5),(5,15),-0.062082 # DEPENDENCYPART_GRANDPAR
(14,5),(5,18),-0.411368 # DEPENDENCYPART_GRANDPAR
(14,5),(5,20),-0.505103 # DEPENDENCYPART_GRANDPAR
(14,5),(5,21),-0.370071 # DEPENDENCYPART_GRANDPAR
(14,5),(5,22),-0.657075 # DEPENDENCYPART_GRANDPAR
(14,7),(7,2),-0.0111937 # DEPENDENCYPART_GRANDPAR
(14,7),(7,5),-0.184643 # DEPENDENCYPART_GRANDPAR
(14,7),(7,6),-0.0358503 # DEPENDENCYPART_GRANDPAR
(14,8),(8,1),-0.00689976 # DEPENDENCYPART_GRANDPAR
(14,8),(8,2),-0.00746856 # DEPENDENCYPART_GRANDPAR
(14,8),(8,3),-0.0768082 # DEPENDENCYPART_GRANDPAR
(14,8),(8,4),0.0674081 # DEPENDENCYPART_GRANDPAR
(14,8),(8,5),-0.180131 # DEPENDENCYPART_GRANDPAR
(14,8),(8,6),-0.0347068 # DEPENDENCYPART_GRANDPAR
(14,8),(8,7),-0.0185934 # DEPENDENCYPART_GRANDPAR
(14,8),(8,9),0.0449847 # DEPENDENCYPART_GRANDPAR
(14,8),(8,22),-0.618586 # DEPENDENCYPART_GRANDPAR
(14,9),(9,1),-0.00821535 # DEPENDENCYPART_GRANDPAR
(14,9),(9,2),-0.00878415 # DEPENDENCYPART_GRANDPAR
(14,9),(9,3),-0.0678429 # DEPENDENCYPART_GRANDPAR
(14,9),(9,4),0.0668213 # DEPENDENCYPART_GRANDPAR
(14,9),(9,5),-0.180162 # DEPENDENCYPART_GRANDPAR
(14,9),(9,6),-0.0347433 # DEPENDENCYPART_GRANDPAR
(14,9),(9,7),-0.00962812 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),0.00371203 # DEPENDENCYPART_GRANDPAR
(14,10),(10,1),-0.0744828 # DEPENDENCYPART_GRANDPAR
(14,10),(10,3),-0.15043 # DEPENDENCYPART_GRANDPAR
(14,10),(10,4),0.0333909 # DEPENDENCYPART_GRANDPAR
(14,10),(10,5),-0.239506 # DEPENDENCYPART_GRANDPAR
(14,10),(10,6),-0.105068 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),-0.0929976 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),-0.0747866 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),-0.00114384 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),0.600348 # DEPENDENCYPART_GRANDPAR
(14,10),(10,17),-0.568972 # DEPENDENCYPART_GRANDPAR
(14,10),(10,20),-0.509141 # DEPENDENCYPART_GRANDPAR
(14,11),(11,1),0.0193637 # DEPENDENCYPART_GRANDPAR
(14,11),(11,2),0.0228668 # DEPENDENCYPART_GRANDPAR
(14,11),(11,3),-0.0615381 # DEPENDENCYPART_GRANDPAR
(14,11),(11,4),0.0512871 # DEPENDENCYPART_GRANDPAR
(14,11),(11,5),-0.0739491 # DEPENDENCYPART_GRANDPAR
(14,11),(11,6),-0.0621411 # DEPENDENCYPART_GRANDPAR
(14,11),(11,7),-0.00897595 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),0.00648318 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),0.0788244 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),0.320049 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),0.512633 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),-0.18728 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-1.098 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,15),-0.314446 # DEPENDENCYPART_GRANDPAR
(14,11),(11,16),-0.655451 # DEPENDENCYPART_GRANDPAR
(14,11),(11,17),-0.930727 # DEPENDENCYPART_GRANDPAR
(14,11),(11,18),-0.664275 # DEPENDENCYPART_GRANDPAR
(14,11),(11,19),-0.861451 # DEPENDENCYPART_GRANDPAR
(14,11),(11,20),-0.870896 # DEPENDENCYPART_GRANDPAR
(14,11),(11,21),-0.693112 # DEPENDENCYPART_GRANDPAR
(14,11),(11,22),-0.917593 # DEPENDENCYPART_GRANDPAR
(14,12),(12,6),-0.127762 # DEPENDENCYPART_GRANDPAR
(14,12),(12,7),-0.0929989 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),-0.0747879 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),-0.00114519 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),0.274403 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),-0.128527 # DEPENDENCYPART_GRANDPAR
(14,12),(12,17),-0.568972 # DEPENDENCYPART_GRANDPAR
(14,12),(12,20),-0.509141 # DEPENDENCYPART_GRANDPAR
(14,12),(12,21),-0.325618 # DEPENDENCYPART_GRANDPAR
(14,15),(15,10),-0.390964 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),-0.367177 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-0.131982 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.578037 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.296113 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,17),0.217356 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),0.122152 # DEPENDENCYPART_GRANDPAR
(14,15),(15,19),-0.0650486 # DEPENDENCYPART_GRANDPAR
(14,15),(15,20),0.279633 # DEPENDENCYPART_GRANDPAR
(14,15),(15,21),0.115161 # DEPENDENCYPART_GRANDPAR
(14,15),(15,22),-0.26016 # DEPENDENCYPART_GRANDPAR
(14,17),(17,15),0.450618 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),0.0462976 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),0.0560994 # DEPENDENCYPART_GRANDPAR
(14,18),(18,10),-0.395273 # DEPENDENCYPART_GRANDPAR
(14,18),(18,11),-0.368586 # DEPENDENCYPART_GRANDPAR
(14,18),(18,12),-0.13629 # DEPENDENCYPART_GRANDPAR
(14,18),(18,13),-0.579014 # DEPENDENCYPART_GRANDPAR
(14,18),(18,14),-0.306097 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,18),(18,15),0.434393 # DEPENDENCYPART_GRANDPAR
(14,18),(18,16),0.0551777 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),0.14917 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),-0.062106 # DEPENDENCYPART_GRANDPAR
(14,18),(18,21),0.111407 # DEPENDENCYPART_GRANDPAR
(14,18),(18,22),-0.257121 # DEPENDENCYPART_GRANDPAR
(14,19),(19,13),-0.578037 # DEPENDENCYPART_GRANDPAR
(14,19),(19,14),-0.296146 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,19),(19,15),0.447645 # DEPENDENCYPART_GRANDPAR
(14,19),(19,16),0.0686019 # DEPENDENCYPART_GRANDPAR
(14,19),(19,17),0.174267 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),0.096406 # DEPENDENCYPART_GRANDPAR
(14,20),(20,4),-0.409919 # DEPENDENCYPART_GRANDPAR
(14,20),(20,6),-0.588863 # DEPENDENCYPART_GRANDPAR
(14,20),(20,7),-0.546685 # DEPENDENCYPART_GRANDPAR
(14,20),(20,8),-0.532621 # DEPENDENCYPART_GRANDPAR
(14,20),(20,9),-0.459038 # DEPENDENCYPART_GRANDPAR
(14,20),(20,10),-0.459618 # DEPENDENCYPART_GRANDPAR
(14,20),(20,11),-0.382701 # DEPENDENCYPART_GRANDPAR
(14,20),(20,12),-0.200633 # DEPENDENCYPART_GRANDPAR
(14,20),(20,13),-0.604091 # DEPENDENCYPART_GRANDPAR
(14,20),(20,14),-0.286949 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,20),(20,15),0.450628 # DEPENDENCYPART_GRANDPAR
(14,20),(20,16),0.0462976 # DEPENDENCYPART_GRANDPAR
(14,20),(20,17),0.228713 # DEPENDENCYPART_GRANDPAR
(14,20),(20,18),0.103548 # DEPENDENCYPART_GRANDPAR
(14,20),(20,19),-0.110469 # DEPENDENCYPART_GRANDPAR
(14,20),(20,21),0.0217988 # DEPENDENCYPART_GRANDPAR
(14,21),(21,1),-0.570219 # DEPENDENCYPART_GRANDPAR
(14,21),(21,3),-0.599703 # DEPENDENCYPART_GRANDPAR
(14,21),(21,5),-0.681881 # DEPENDENCYPART_GRANDPAR
(14,21),(21,11),-0.462824 # DEPENDENCYPART_GRANDPAR
(14,21),(21,12),-0.181838 # DEPENDENCYPART_GRANDPAR
(14,21),(21,13),-0.624953 # DEPENDENCYPART_GRANDPAR
(14,21),(21,14),-0.204494 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,21),(21,15),0.624529 # DEPENDENCYPART_GRANDPAR
(14,21),(21,16),0.148914 # DEPENDENCYPART_GRANDPAR
(14,21),(21,17),0.258287 # DEPENDENCYPART_GRANDPAR
(14,21),(21,18),0.272337 # DEPENDENCYPART_GRANDPAR
(14,21),(21,19),0.0719969 # DEPENDENCYPART_GRANDPAR
(14,21),(21,20),0.318117 # DEPENDENCYPART_GRANDPAR
(14,21),(21,22),-0.18351 # DEPENDENCYPART_GRANDPAR
(15,10),(10,1),-0.280443 # DEPENDENCYPART_GRANDPAR
(15,10),(10,3),-0.239992 # DEPENDENCYPART_GRANDPAR
(15,10),(10,4),-0.208111 # DEPENDENCYPART_GRANDPAR
(15,10),(10,5),-0.249552 # DEPENDENCYPART_GRANDPAR
(15,10),(10,6),-0.0435535 # DEPENDENCYPART_GRANDPAR
(15,10),(10,7),-0.101723 # DEPENDENCYPART_GRANDPAR
(15,10),(10,8),-0.148169 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),-0.12363 # DEPENDENCYPART_GRANDPAR
(15,10),(10,12),-0.000707766 # DEPENDENCYPART_GRANDPAR
(15,10),(10,17),-0.291515 # DEPENDENCYPART_GRANDPAR
(15,10),(10,20),-0.434355 # DEPENDENCYPART_GRANDPAR
(15,11),(11,1),-0.341973 # DEPENDENCYPART_GRANDPAR
(15,11),(11,2),-0.256676 # DEPENDENCYPART_GRANDPAR
(15,11),(11,3),-0.311575 # DEPENDENCYPART_GRANDPAR
(15,11),(11,4),-0.274709 # DEPENDENCYPART_GRANDPAR
(15,11),(11,5),-0.198727 # DEPENDENCYPART_GRANDPAR
(15,11),(11,6),-0.0894334 # DEPENDENCYPART_GRANDPAR
(15,11),(11,7),-0.174821 # DEPENDENCYPART_GRANDPAR
(15,11),(11,8),-0.221842 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),-0.198215 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),-0.312833 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),-0.0982281 # DEPENDENCYPART_GRANDPAR
(15,11),(11,13),-0.340561 # DEPENDENCYPART_GRANDPAR
(15,11),(11,14),-0.215266 # DEPENDENCYPART_GRANDPAR
(15,11),(11,15),-0.537829 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,11),(11,16),0.0890155 # DEPENDENCYPART_GRANDPAR
(15,11),(11,17),-0.252817 # DEPENDENCYPART_GRANDPAR
(15,11),(11,18),-0.111622 # DEPENDENCYPART_GRANDPAR
(15,11),(11,19),-0.117988 # DEPENDENCYPART_GRANDPAR
(15,11),(11,20),-0.395658 # DEPENDENCYPART_GRANDPAR
(15,11),(11,21),-0.317231 # DEPENDENCYPART_GRANDPAR
(15,11),(11,22),-0.461878 # DEPENDENCYPART_GRANDPAR
(15,12),(12,6),-0.0964656 # DEPENDENCYPART_GRANDPAR
(15,12),(12,7),-0.111802 # DEPENDENCYPART_GRANDPAR
(15,12),(12,8),-0.158248 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),-0.133709 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),-0.277388 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),-0.205447 # DEPENDENCYPART_GRANDPAR
(15,12),(12,17),-0.291515 # DEPENDENCYPART_GRANDPAR
(15,12),(12,20),-0.434355 # DEPENDENCYPART_GRANDPAR
(15,12),(12,21),-0.274267 # DEPENDENCYPART_GRANDPAR
(15,14),(14,1),-0.43425 # DEPENDENCYPART_GRANDPAR
(15,14),(14,3),-0.405717 # DEPENDENCYPART_GRANDPAR
(15,14),(14,4),-0.409378 # DEPENDENCYPART_GRANDPAR
(15,14),(14,5),-0.32712 # DEPENDENCYPART_GRANDPAR
(15,14),(14,7),-0.26755 # DEPENDENCYPART_GRANDPAR
(15,14),(14,8),-0.314197 # DEPENDENCYPART_GRANDPAR
(15,14),(14,9),-0.289811 # DEPENDENCYPART_GRANDPAR
(15,14),(14,10),-0.404243 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),-0.699085 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),-0.0800046 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.36721 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-0.550486 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,17),-0.24871 # DEPENDENCYPART_GRANDPAR
(15,14),(14,18),-0.12402 # DEPENDENCYPART_GRANDPAR
(15,14),(14,19),-0.130644 # DEPENDENCYPART_GRANDPAR
(15,14),(14,20),-0.391551 # DEPENDENCYPART_GRANDPAR
