# _root_ Ő korábban — egyebek között — az Ybl_Bank csődjét okozó Hepta-csoport egyik cégének , a Carbontransz_Rt.-nek volt az elnök-vezérigazgatója ( HVG , 1992. augusztus 1. )
#goldHeads=17,17,17,5,17,17,8,9,10,11,13,13,17,13,16,13,0,19,17,21,17,21,25,25,21,21,
#predictedHeads=2,5,17,5,17,17,8,9,10,11,13,13,17,17,16,17,0,19,17,21,17,21,25,25,21,17,
(10,13),(13,12),0.107742 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.104736 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.21225 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),0.0174708 # DEPENDENCYPART_GRANDPAR
(10,13),(13,19),-0.17476 # DEPENDENCYPART_GRANDPAR
(10,13),(13,20),-0.108795 # DEPENDENCYPART_GRANDPAR
(10,13),(13,21),-0.328161 # DEPENDENCYPART_GRANDPAR
(10,13),(13,22),-0.0992923 # DEPENDENCYPART_GRANDPAR
(10,13),(13,24),-0.250918 # DEPENDENCYPART_GRANDPAR
(10,13),(13,25),-0.319827 # DEPENDENCYPART_GRANDPAR
(10,13),(13,26),-0.282137 # DEPENDENCYPART_GRANDPAR
(10,17),(17,1),-0.679265 # DEPENDENCYPART_GRANDPAR
(10,17),(17,2),-0.519212 # DEPENDENCYPART_GRANDPAR
(10,17),(17,3),-0.623924 # DEPENDENCYPART_GRANDPAR
(10,17),(17,4),-0.861973 # DEPENDENCYPART_GRANDPAR
(10,17),(17,5),-0.592615 # DEPENDENCYPART_GRANDPAR
(10,17),(17,6),-0.601491 # DEPENDENCYPART_GRANDPAR
(10,17),(17,7),-0.47737 # DEPENDENCYPART_GRANDPAR
(10,17),(17,8),-0.540873 # DEPENDENCYPART_GRANDPAR
(10,17),(17,9),-0.750507 # DEPENDENCYPART_GRANDPAR
(10,17),(17,10),-0.419277 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,17),(17,11),-0.109624 # DEPENDENCYPART_GRANDPAR
(10,17),(17,12),0.0767548 # DEPENDENCYPART_GRANDPAR
(10,17),(17,13),-0.166485 # DEPENDENCYPART_GRANDPAR
(10,17),(17,14),-0.266642 # DEPENDENCYPART_GRANDPAR
(10,17),(17,15),-0.284741 # DEPENDENCYPART_GRANDPAR
(10,17),(17,16),-0.364228 # DEPENDENCYPART_GRANDPAR
(10,17),(17,18),-0.236598 # DEPENDENCYPART_GRANDPAR
(10,17),(17,19),-0.235381 # DEPENDENCYPART_GRANDPAR
(10,17),(17,20),-0.152852 # DEPENDENCYPART_GRANDPAR
(10,17),(17,21),-0.379831 # DEPENDENCYPART_GRANDPAR
(10,17),(17,22),-0.183816 # DEPENDENCYPART_GRANDPAR
(10,17),(17,24),-0.316909 # DEPENDENCYPART_GRANDPAR
(10,17),(17,25),-0.375891 # DEPENDENCYPART_GRANDPAR
(10,17),(17,26),-0.316042 # DEPENDENCYPART_GRANDPAR
(11,2),(2,1),-0.440135 # DEPENDENCYPART_GRANDPAR
(11,2),(2,3),-0.151964 # DEPENDENCYPART_GRANDPAR
(11,2),(2,5),-0.204106 # DEPENDENCYPART_GRANDPAR
(11,2),(2,6),-0.138263 # DEPENDENCYPART_GRANDPAR
(11,2),(2,8),0.0205042 # DEPENDENCYPART_GRANDPAR
(11,2),(2,9),0.293155 # DEPENDENCYPART_GRANDPAR
(11,2),(2,11),-0.805845 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,2),(2,13),-0.53119 # DEPENDENCYPART_GRANDPAR
(11,2),(2,14),-0.344917 # DEPENDENCYPART_GRANDPAR
(11,2),(2,17),-0.396489 # DEPENDENCYPART_GRANDPAR
(11,2),(2,20),-0.43879 # DEPENDENCYPART_GRANDPAR
(11,2),(2,22),-0.356551 # DEPENDENCYPART_GRANDPAR
(11,2),(2,25),-0.599032 # DEPENDENCYPART_GRANDPAR
(11,2),(2,26),-0.743776 # DEPENDENCYPART_GRANDPAR
(11,4),(4,5),-0.253755 # DEPENDENCYPART_GRANDPAR
(11,4),(4,6),-0.216578 # DEPENDENCYPART_GRANDPAR
(11,4),(4,8),-0.0244397 # DEPENDENCYPART_GRANDPAR
(11,4),(4,9),0.248211 # DEPENDENCYPART_GRANDPAR
(11,4),(4,11),-0.498775 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,4),(4,12),-0.0377514 # DEPENDENCYPART_GRANDPAR
(11,4),(4,13),-0.224121 # DEPENDENCYPART_GRANDPAR
(11,4),(4,14),-0.0501664 # DEPENDENCYPART_GRANDPAR
(11,4),(4,16),-0.154351 # DEPENDENCYPART_GRANDPAR
(11,4),(4,17),0.0466872 # DEPENDENCYPART_GRANDPAR
(11,4),(4,20),-0.172171 # DEPENDENCYPART_GRANDPAR
(11,4),(4,21),-0.178239 # DEPENDENCYPART_GRANDPAR
(11,4),(4,22),-0.0618009 # DEPENDENCYPART_GRANDPAR
(11,4),(4,26),-0.524109 # DEPENDENCYPART_GRANDPAR
(11,5),(5,2),-0.150777 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),-0.228603 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),-0.388762 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),-0.220313 # DEPENDENCYPART_GRANDPAR
(11,5),(5,8),0.0434707 # DEPENDENCYPART_GRANDPAR
(11,5),(5,9),0.316121 # DEPENDENCYPART_GRANDPAR
(11,5),(5,11),-0.818096 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,5),(5,13),-0.543442 # DEPENDENCYPART_GRANDPAR
(11,5),(5,14),-0.328893 # DEPENDENCYPART_GRANDPAR
(11,5),(5,16),-0.473672 # DEPENDENCYPART_GRANDPAR
(11,5),(5,17),-0.359093 # DEPENDENCYPART_GRANDPAR
(11,5),(5,19),-0.614114 # DEPENDENCYPART_GRANDPAR
(11,5),(5,26),-0.734043 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.260235 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),-0.0180955 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),0.254555 # DEPENDENCYPART_GRANDPAR
(11,8),(8,2),-0.140213 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),-0.223826 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.232042 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.329208 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),0.394424 # DEPENDENCYPART_GRANDPAR
(11,8),(8,12),-0.346556 # DEPENDENCYPART_GRANDPAR
(11,9),(9,1),-0.362002 # DEPENDENCYPART_GRANDPAR
(11,9),(9,2),-0.140213 # DEPENDENCYPART_GRANDPAR
(11,9),(9,3),-0.223826 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),-0.402862 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),-0.232042 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.210126 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.329208 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),0.000832318 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-0.934344 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,13),-0.65969 # DEPENDENCYPART_GRANDPAR
(11,9),(9,14),-0.388322 # DEPENDENCYPART_GRANDPAR
(11,9),(9,17),-0.426818 # DEPENDENCYPART_GRANDPAR
(11,9),(9,25),-0.727532 # DEPENDENCYPART_GRANDPAR
(11,10),(10,2),0.0429287 # DEPENDENCYPART_GRANDPAR
(11,10),(10,3),-0.141484 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),-0.101553 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),-0.127783 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.37349 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),0.128334 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),0.400985 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-0.597156 # DEPENDENCYPART_GRANDPAR
(11,10),(10,17),-0.41251 # DEPENDENCYPART_GRANDPAR
(11,13),(13,2),-0.512333 # DEPENDENCYPART_GRANDPAR
(11,13),(13,3),-0.597126 # DEPENDENCYPART_GRANDPAR
(11,13),(13,4),-0.848887 # DEPENDENCYPART_GRANDPAR
(11,13),(13,5),-0.612517 # DEPENDENCYPART_GRANDPAR
(11,13),(13,6),-0.583425 # DEPENDENCYPART_GRANDPAR
(11,13),(13,7),-0.888862 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-0.476158 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-0.203508 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.50544 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.336413 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),0.089152 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),-0.014294 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.11293 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.0305863 # DEPENDENCYPART_GRANDPAR
(11,13),(13,19),-0.250676 # DEPENDENCYPART_GRANDPAR
(11,13),(13,20),-0.15542 # DEPENDENCYPART_GRANDPAR
(11,13),(13,21),-0.134394 # DEPENDENCYPART_GRANDPAR
(11,13),(13,22),-0.0259284 # DEPENDENCYPART_GRANDPAR
(11,13),(13,24),-0.099357 # DEPENDENCYPART_GRANDPAR
(11,13),(13,25),-0.250542 # DEPENDENCYPART_GRANDPAR
(11,13),(13,26),-0.382846 # DEPENDENCYPART_GRANDPAR
(11,16),(16,7),-0.888862 # DEPENDENCYPART_GRANDPAR
(11,16),(16,13),-0.061759 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),-0.135866 # DEPENDENCYPART_GRANDPAR
(11,16),(16,19),-0.250676 # DEPENDENCYPART_GRANDPAR
(11,16),(16,21),-0.134394 # DEPENDENCYPART_GRANDPAR
(11,16),(16,25),-0.250542 # DEPENDENCYPART_GRANDPAR
(11,17),(17,1),-0.758625 # DEPENDENCYPART_GRANDPAR
(11,17),(17,2),-0.486713 # DEPENDENCYPART_GRANDPAR
(11,17),(17,3),-0.642688 # DEPENDENCYPART_GRANDPAR
(11,17),(17,4),-0.807064 # DEPENDENCYPART_GRANDPAR
(11,17),(17,5),-0.554898 # DEPENDENCYPART_GRANDPAR
(11,17),(17,6),-0.628987 # DEPENDENCYPART_GRANDPAR
(11,17),(17,7),-0.829691 # DEPENDENCYPART_GRANDPAR
(11,17),(17,8),-0.427977 # DEPENDENCYPART_GRANDPAR
(11,17),(17,9),-0.155327 # DEPENDENCYPART_GRANDPAR
(11,17),(17,10),-0.433213 # DEPENDENCYPART_GRANDPAR
(11,17),(17,11),-0.504843 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,17),(17,12),0.0944566 # DEPENDENCYPART_GRANDPAR
(11,17),(17,13),-0.230189 # DEPENDENCYPART_GRANDPAR
(11,17),(17,14),-0.116728 # DEPENDENCYPART_GRANDPAR
(11,17),(17,15),-0.17836 # DEPENDENCYPART_GRANDPAR
(11,17),(17,16),-0.160418 # DEPENDENCYPART_GRANDPAR
(11,17),(17,18),-0.223114 # DEPENDENCYPART_GRANDPAR
(11,17),(17,19),-0.24676 # DEPENDENCYPART_GRANDPAR
(11,17),(17,20),-0.172362 # DEPENDENCYPART_GRANDPAR
(11,17),(17,21),-0.124022 # DEPENDENCYPART_GRANDPAR
(11,17),(17,22),-0.131637 # DEPENDENCYPART_GRANDPAR
(11,17),(17,24),-0.097345 # DEPENDENCYPART_GRANDPAR
(11,17),(17,25),-0.242068 # DEPENDENCYPART_GRANDPAR
(11,17),(17,26),-0.426508 # DEPENDENCYPART_GRANDPAR
(11,21),(21,15),-0.14272 # DEPENDENCYPART_GRANDPAR
(11,21),(21,16),0.00572557 # DEPENDENCYPART_GRANDPAR
(11,21),(21,18),-0.126723 # DEPENDENCYPART_GRANDPAR
(11,21),(21,19),-0.134716 # DEPENDENCYPART_GRANDPAR
(11,21),(21,20),-0.0602087 # DEPENDENCYPART_GRANDPAR
(11,21),(21,22),0.00148763 # DEPENDENCYPART_GRANDPAR
(11,21),(21,23),-0.27168 # DEPENDENCYPART_GRANDPAR
(11,21),(21,24),-0.0886626 # DEPENDENCYPART_GRANDPAR
(11,21),(21,25),-0.239847 # DEPENDENCYPART_GRANDPAR
(11,21),(21,26),-0.372195 # DEPENDENCYPART_GRANDPAR
(11,25),(25,3),-0.597126 # DEPENDENCYPART_GRANDPAR
(11,25),(25,8),-0.476158 # DEPENDENCYPART_GRANDPAR
(11,25),(25,11),-0.339807 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,25),(25,12),0.0880207 # DEPENDENCYPART_GRANDPAR
(11,25),(25,13),-0.0651529 # DEPENDENCYPART_GRANDPAR
(11,25),(25,14),0.011581 # DEPENDENCYPART_GRANDPAR
(11,25),(25,15),-0.136998 # DEPENDENCYPART_GRANDPAR
(11,25),(25,16),0.00461754 # DEPENDENCYPART_GRANDPAR
(11,25),(25,18),-0.123587 # DEPENDENCYPART_GRANDPAR
(11,25),(25,19),-0.135824 # DEPENDENCYPART_GRANDPAR
(11,25),(25,20),-0.0820308 # DEPENDENCYPART_GRANDPAR
(11,25),(25,21),-0.0280633 # DEPENDENCYPART_GRANDPAR
(11,25),(25,22),-5.34815e-05 # DEPENDENCYPART_GRANDPAR
(11,25),(25,23),-0.288326 # DEPENDENCYPART_GRANDPAR
(11,25),(25,24),0.000691267 # DEPENDENCYPART_GRANDPAR
(11,25),(25,26),-0.381723 # DEPENDENCYPART_GRANDPAR
(12,11),(11,2),-0.290391 # DEPENDENCYPART_GRANDPAR
(12,11),(11,3),-0.395369 # DEPENDENCYPART_GRANDPAR
(12,11),(11,4),-0.29708 # DEPENDENCYPART_GRANDPAR
(12,11),(11,5),-0.24693 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),-0.339606 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),-0.465308 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-0.346497 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.214919 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.392367 # DEPENDENCYPART_GRANDPAR
(12,11),(11,13),-0.805227 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-0.856106 # DEPENDENCYPART_GRANDPAR
(12,11),(11,16),-0.907122 # DEPENDENCYPART_GRANDPAR
(12,11),(11,17),-1.01814 # DEPENDENCYPART_GRANDPAR
(12,11),(11,21),-1.02699 # DEPENDENCYPART_GRANDPAR
(12,11),(11,25),-1.0314 # DEPENDENCYPART_GRANDPAR
(12,11),(11,26),-1.00787 # DEPENDENCYPART_GRANDPAR
(12,16),(16,7),-0.856244 # DEPENDENCYPART_GRANDPAR
(12,16),(16,13),-0.213344 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),-0.0862559 # DEPENDENCYPART_GRANDPAR
(12,16),(16,19),-0.321526 # DEPENDENCYPART_GRANDPAR
(12,16),(16,21),-0.537732 # DEPENDENCYPART_GRANDPAR
(12,16),(16,25),-0.537298 # DEPENDENCYPART_GRANDPAR
(12,17),(17,1),-0.656077 # DEPENDENCYPART_GRANDPAR
(12,17),(17,2),-0.69091 # DEPENDENCYPART_GRANDPAR
(12,17),(17,3),-0.860981 # DEPENDENCYPART_GRANDPAR
(12,17),(17,4),-0.736536 # DEPENDENCYPART_GRANDPAR
(12,17),(17,5),-0.595203 # DEPENDENCYPART_GRANDPAR
(12,17),(17,6),-0.805218 # DEPENDENCYPART_GRANDPAR
(12,17),(17,7),-0.872376 # DEPENDENCYPART_GRANDPAR
(12,17),(17,8),-0.878426 # DEPENDENCYPART_GRANDPAR
(12,17),(17,9),-0.746848 # DEPENDENCYPART_GRANDPAR
(12,17),(17,10),-0.801696 # DEPENDENCYPART_GRANDPAR
(12,17),(17,11),-0.765794 # DEPENDENCYPART_GRANDPAR
(12,17),(17,12),-0.609395 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,17),(17,13),-0.203808 # DEPENDENCYPART_GRANDPAR
(12,17),(17,14),-0.453569 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),-0.122791 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),-0.305704 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),-0.280102 # DEPENDENCYPART_GRANDPAR
(12,17),(17,19),-0.302977 # DEPENDENCYPART_GRANDPAR
(12,17),(17,20),-0.38032 # DEPENDENCYPART_GRANDPAR
(12,17),(17,21),-0.512839 # DEPENDENCYPART_GRANDPAR
(12,17),(17,22),-0.44955 # DEPENDENCYPART_GRANDPAR
(12,17),(17,24),-0.645102 # DEPENDENCYPART_GRANDPAR
(12,17),(17,25),-0.514191 # DEPENDENCYPART_GRANDPAR
(12,17),(17,26),-0.638197 # DEPENDENCYPART_GRANDPAR
(12,19),(19,2),-0.642408 # DEPENDENCYPART_GRANDPAR
(12,19),(19,12),-0.650823 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,19),(19,15),-0.086256 # DEPENDENCYPART_GRANDPAR
(12,19),(19,16),-0.315913 # DEPENDENCYPART_GRANDPAR
(12,19),(19,18),-0.237761 # DEPENDENCYPART_GRANDPAR
(12,19),(19,20),-0.373724 # DEPENDENCYPART_GRANDPAR
(12,19),(19,21),-0.537732 # DEPENDENCYPART_GRANDPAR
(12,19),(19,22),-0.367944 # DEPENDENCYPART_GRANDPAR
(12,19),(19,24),-0.660531 # DEPENDENCYPART_GRANDPAR
(12,19),(19,25),-0.537298 # DEPENDENCYPART_GRANDPAR
(12,21),(21,15),-0.0915315 # DEPENDENCYPART_GRANDPAR
(12,21),(21,16),-0.315161 # DEPENDENCYPART_GRANDPAR
(12,21),(21,18),-0.240452 # DEPENDENCYPART_GRANDPAR
(12,21),(21,19),-0.226362 # DEPENDENCYPART_GRANDPAR
(12,21),(21,20),-0.262342 # DEPENDENCYPART_GRANDPAR
(12,21),(21,22),-0.34641 # DEPENDENCYPART_GRANDPAR
(12,21),(21,23),-0.374908 # DEPENDENCYPART_GRANDPAR
(12,21),(21,24),-0.656272 # DEPENDENCYPART_GRANDPAR
(12,21),(21,25),-0.533039 # DEPENDENCYPART_GRANDPAR
(12,21),(21,26),-0.669014 # DEPENDENCYPART_GRANDPAR
(12,24),(24,12),-0.652057 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,24),(24,15),-0.0874934 # DEPENDENCYPART_GRANDPAR
(12,24),(24,16),-0.315268 # DEPENDENCYPART_GRANDPAR
(12,24),(24,18),-0.240222 # DEPENDENCYPART_GRANDPAR
(12,24),(24,19),-0.226468 # DEPENDENCYPART_GRANDPAR
(12,24),(24,20),-0.285337 # DEPENDENCYPART_GRANDPAR
(12,24),(24,21),-0.44417 # DEPENDENCYPART_GRANDPAR
(12,24),(24,22),-0.272178 # DEPENDENCYPART_GRANDPAR
(12,24),(24,23),-0.341224 # DEPENDENCYPART_GRANDPAR
(12,25),(25,3),-0.744456 # DEPENDENCYPART_GRANDPAR
(12,25),(25,8),-0.840599 # DEPENDENCYPART_GRANDPAR
(12,25),(25,11),-0.727967 # DEPENDENCYPART_GRANDPAR
(12,25),(25,12),-0.650823 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,25),(25,13),-0.214475 # DEPENDENCYPART_GRANDPAR
(12,25),(25,14),-0.396989 # DEPENDENCYPART_GRANDPAR
(12,25),(25,15),-0.0862559 # DEPENDENCYPART_GRANDPAR
(12,25),(25,16),-0.316371 # DEPENDENCYPART_GRANDPAR
(12,25),(25,18),-0.237761 # DEPENDENCYPART_GRANDPAR
(12,25),(25,19),-0.227571 # DEPENDENCYPART_GRANDPAR
(12,25),(25,20),-0.285327 # DEPENDENCYPART_GRANDPAR
(12,25),(25,21),-0.445273 # DEPENDENCYPART_GRANDPAR
(12,25),(25,22),-0.272168 # DEPENDENCYPART_GRANDPAR
(12,25),(25,23),-0.341204 # DEPENDENCYPART_GRANDPAR
(12,25),(25,24),-0.576894 # DEPENDENCYPART_GRANDPAR
(12,25),(25,26),-0.671982 # DEPENDENCYPART_GRANDPAR
(13,2),(2,1),-0.365841 # DEPENDENCYPART_GRANDPAR
(13,2),(2,3),-0.0419681 # DEPENDENCYPART_GRANDPAR
(13,2),(2,5),-0.161222 # DEPENDENCYPART_GRANDPAR
(13,2),(2,6),0.0537261 # DEPENDENCYPART_GRANDPAR
(13,2),(2,8),0.23156 # DEPENDENCYPART_GRANDPAR
(13,2),(2,9),-0.298103 # DEPENDENCYPART_GRANDPAR
(13,2),(2,11),0.100562 # DEPENDENCYPART_GRANDPAR
(13,2),(2,13),-1.17286 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,2),(2,14),-0.544205 # DEPENDENCYPART_GRANDPAR
(13,2),(2,17),-0.774474 # DEPENDENCYPART_GRANDPAR
(13,2),(2,20),-0.503052 # DEPENDENCYPART_GRANDPAR
(13,2),(2,22),-0.480027 # DEPENDENCYPART_GRANDPAR
(13,2),(2,25),-0.654505 # DEPENDENCYPART_GRANDPAR
(13,2),(2,26),-0.735958 # DEPENDENCYPART_GRANDPAR
(13,4),(4,5),-0.210871 # DEPENDENCYPART_GRANDPAR
(13,4),(4,6),-0.0245894 # DEPENDENCYPART_GRANDPAR
(13,4),(4,8),0.186616 # DEPENDENCYPART_GRANDPAR
(13,4),(4,9),-0.343047 # DEPENDENCYPART_GRANDPAR
(13,4),(4,11),0.0556183 # DEPENDENCYPART_GRANDPAR
(13,4),(4,12),-0.0448047 # DEPENDENCYPART_GRANDPAR
(13,4),(4,13),-0.865793 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,4),(4,14),-0.249455 # DEPENDENCYPART_GRANDPAR
(13,4),(4,16),-0.220166 # DEPENDENCYPART_GRANDPAR
(13,4),(4,17),-0.331298 # DEPENDENCYPART_GRANDPAR
(13,4),(4,20),-0.236433 # DEPENDENCYPART_GRANDPAR
(13,4),(4,21),-0.24852 # DEPENDENCYPART_GRANDPAR
(13,4),(4,22),-0.185277 # DEPENDENCYPART_GRANDPAR
(13,4),(4,26),-0.516291 # DEPENDENCYPART_GRANDPAR
(13,5),(5,2),-0.11082 # DEPENDENCYPART_GRANDPAR
(13,5),(5,3),-0.118608 # DEPENDENCYPART_GRANDPAR
(13,5),(5,4),-0.508308 # DEPENDENCYPART_GRANDPAR
(13,5),(5,6),-0.0283241 # DEPENDENCYPART_GRANDPAR
(13,5),(5,8),0.254526 # DEPENDENCYPART_GRANDPAR
(13,5),(5,9),-0.275137 # DEPENDENCYPART_GRANDPAR
(13,5),(5,11),0.123529 # DEPENDENCYPART_GRANDPAR
(13,5),(5,13),-1.18511 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,5),(5,14),-0.528182 # DEPENDENCYPART_GRANDPAR
(13,5),(5,16),-0.539487 # DEPENDENCYPART_GRANDPAR
(13,5),(5,17),-0.737078 # DEPENDENCYPART_GRANDPAR
(13,5),(5,19),-0.731856 # DEPENDENCYPART_GRANDPAR
(13,5),(5,26),-0.726225 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),-0.0682459 # DEPENDENCYPART_GRANDPAR
(13,7),(7,8),0.19296 # DEPENDENCYPART_GRANDPAR
(13,7),(7,9),-0.336703 # DEPENDENCYPART_GRANDPAR
(13,8),(8,2),-0.100257 # DEPENDENCYPART_GRANDPAR
(13,8),(8,3),-0.113831 # DEPENDENCYPART_GRANDPAR
(13,8),(8,5),-0.189158 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),0.314471 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),-0.196834 # DEPENDENCYPART_GRANDPAR
(13,8),(8,12),-0.019833 # DEPENDENCYPART_GRANDPAR
(13,9),(9,1),-0.287708 # DEPENDENCYPART_GRANDPAR
(13,9),(9,2),-0.100257 # DEPENDENCYPART_GRANDPAR
(13,9),(9,3),-0.113831 # DEPENDENCYPART_GRANDPAR
(13,9),(9,4),-0.522407 # DEPENDENCYPART_GRANDPAR
(13,9),(9,5),-0.189158 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),-0.0181366 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),0.314471 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),0.211888 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),0.201831 # DEPENDENCYPART_GRANDPAR
(13,9),(9,13),-1.30136 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,9),(9,14),-0.587611 # DEPENDENCYPART_GRANDPAR
(13,9),(9,17),-0.804802 # DEPENDENCYPART_GRANDPAR
(13,9),(9,25),-0.783005 # DEPENDENCYPART_GRANDPAR
(13,10),(10,2),0.0828849 # DEPENDENCYPART_GRANDPAR
(13,10),(10,3),-0.0314885 # DEPENDENCYPART_GRANDPAR
(13,10),(10,5),-0.0586697 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),0.0642057 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),0.270189 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),0.33939 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.190273 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-1.23883 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,17),-0.790495 # DEPENDENCYPART_GRANDPAR
(13,11),(11,2),-0.100257 # DEPENDENCYPART_GRANDPAR
(13,11),(11,3),-0.113831 # DEPENDENCYPART_GRANDPAR
(13,11),(11,4),-0.522407 # DEPENDENCYPART_GRANDPAR
(13,11),(11,5),-0.189158 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),-0.0181366 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),0.314471 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),0.211888 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-0.317775 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),0.253037 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-1.30136 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.587611 # DEPENDENCYPART_GRANDPAR
(13,11),(11,16),-0.655735 # DEPENDENCYPART_GRANDPAR
(13,11),(11,17),-0.804802 # DEPENDENCYPART_GRANDPAR
(13,11),(11,21),-0.683899 # DEPENDENCYPART_GRANDPAR
(13,11),(11,25),-0.783005 # DEPENDENCYPART_GRANDPAR
(13,11),(11,26),-0.773493 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),0.0674078 # DEPENDENCYPART_GRANDPAR
(13,12),(12,14),-0.266635 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),-0.242247 # DEPENDENCYPART_GRANDPAR
(13,12),(12,17),-0.353914 # DEPENDENCYPART_GRANDPAR
(13,12),(12,19),-0.434616 # DEPENDENCYPART_GRANDPAR
(13,12),(12,20),-0.250853 # DEPENDENCYPART_GRANDPAR
(13,12),(12,21),-0.270601 # DEPENDENCYPART_GRANDPAR
(13,12),(12,22),-0.202457 # DEPENDENCYPART_GRANDPAR
(13,12),(12,24),-0.0724813 # DEPENDENCYPART_GRANDPAR
(13,12),(12,25),-0.369517 # DEPENDENCYPART_GRANDPAR
(13,12),(12,26),-0.527898 # DEPENDENCYPART_GRANDPAR
(13,16),(16,7),-0.245182 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-0.703431 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
