# _root_ Az ÖIAG-hoz csapták még — idegen testként — az állami nyomdát , a Staatsdruckereit_és_a_Dorotheum aukciósházat , amelyek privatizációja is a szervezetre vár .
#goldHeads=2,3,0,3,3,7,3,3,11,11,3,3,15,15,3,3,18,22,22,21,22,3,3,
#predictedHeads=2,3,0,3,3,7,3,3,11,11,3,3,14,15,3,3,22,22,22,21,22,3,3,
(11,7),(7,2),-0.315927 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),-0.277938 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),-0.363475 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.339642 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.340645 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),-0.310735 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),0.10348 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-0.949194 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,12),-0.546578 # DEPENDENCYPART_GRANDPAR
(11,7),(7,14),-0.389967 # DEPENDENCYPART_GRANDPAR
(11,7),(7,15),-0.501002 # DEPENDENCYPART_GRANDPAR
(11,7),(7,16),-0.575379 # DEPENDENCYPART_GRANDPAR
(11,7),(7,18),-0.453808 # DEPENDENCYPART_GRANDPAR
(11,7),(7,19),-0.441724 # DEPENDENCYPART_GRANDPAR
(11,7),(7,22),-0.211049 # DEPENDENCYPART_GRANDPAR
(11,7),(7,23),-0.825672 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.410233 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.35575 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),0.0227864 # DEPENDENCYPART_GRANDPAR
(11,9),(9,12),-0.496221 # DEPENDENCYPART_GRANDPAR
(11,10),(10,3),-0.299749 # DEPENDENCYPART_GRANDPAR
(11,10),(10,4),-0.28004 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.273988 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.256015 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.517303 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),-0.438467 # DEPENDENCYPART_GRANDPAR
(11,14),(14,9),-0.999024 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-0.351263 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,13),0.0934881 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),0.0231826 # DEPENDENCYPART_GRANDPAR
(11,14),(14,22),0.193692 # DEPENDENCYPART_GRANDPAR
(11,15),(15,1),-1.44289 # DEPENDENCYPART_GRANDPAR
(11,15),(15,2),-0.792918 # DEPENDENCYPART_GRANDPAR
(11,15),(15,3),-0.68242 # DEPENDENCYPART_GRANDPAR
(11,15),(15,4),-0.738308 # DEPENDENCYPART_GRANDPAR
(11,15),(15,5),-0.712941 # DEPENDENCYPART_GRANDPAR
(11,15),(15,6),-0.803352 # DEPENDENCYPART_GRANDPAR
(11,15),(15,7),-0.820004 # DEPENDENCYPART_GRANDPAR
(11,15),(15,8),-0.67894 # DEPENDENCYPART_GRANDPAR
(11,15),(15,9),-0.999024 # DEPENDENCYPART_GRANDPAR
(11,15),(15,10),-0.455267 # DEPENDENCYPART_GRANDPAR
(11,15),(15,11),-0.351263 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,15),(15,12),-0.145543 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),0.0934881 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),0.207964 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.20135 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),0.145441 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),0.0231826 # DEPENDENCYPART_GRANDPAR
(11,15),(15,19),-0.136535 # DEPENDENCYPART_GRANDPAR
(11,15),(15,21),-0.0288991 # DEPENDENCYPART_GRANDPAR
(11,15),(15,22),0.193692 # DEPENDENCYPART_GRANDPAR
(11,15),(15,23),-0.429901 # DEPENDENCYPART_GRANDPAR
(11,18),(18,5),-0.712941 # DEPENDENCYPART_GRANDPAR
(11,18),(18,7),-0.820004 # DEPENDENCYPART_GRANDPAR
(11,18),(18,9),-0.999024 # DEPENDENCYPART_GRANDPAR
(11,18),(18,11),-0.351263 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,18),(18,12),-0.145543 # DEPENDENCYPART_GRANDPAR
(11,18),(18,13),0.0934881 # DEPENDENCYPART_GRANDPAR
(11,18),(18,14),0.207964 # DEPENDENCYPART_GRANDPAR
(11,18),(18,15),0.0969293 # DEPENDENCYPART_GRANDPAR
(11,18),(18,16),-0.174344 # DEPENDENCYPART_GRANDPAR
(11,18),(18,17),0.125687 # DEPENDENCYPART_GRANDPAR
(11,18),(18,19),-0.136535 # DEPENDENCYPART_GRANDPAR
(11,18),(18,21),-0.0288991 # DEPENDENCYPART_GRANDPAR
(11,19),(19,3),-0.705197 # DEPENDENCYPART_GRANDPAR
(11,19),(19,4),-0.723862 # DEPENDENCYPART_GRANDPAR
(11,19),(19,5),-0.682363 # DEPENDENCYPART_GRANDPAR
(11,19),(19,6),-0.740142 # DEPENDENCYPART_GRANDPAR
(11,19),(19,7),-0.754416 # DEPENDENCYPART_GRANDPAR
(11,19),(19,8),-0.648361 # DEPENDENCYPART_GRANDPAR
(11,19),(19,10),-0.392049 # DEPENDENCYPART_GRANDPAR
(11,19),(19,11),-0.480761 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,19),(19,12),-0.152662 # DEPENDENCYPART_GRANDPAR
(11,19),(19,14),0.0784665 # DEPENDENCYPART_GRANDPAR
(11,19),(19,15),-0.0325684 # DEPENDENCYPART_GRANDPAR
(11,19),(19,16),-0.181463 # DEPENDENCYPART_GRANDPAR
(11,19),(19,17),0.100857 # DEPENDENCYPART_GRANDPAR
(11,19),(19,18),0.0146259 # DEPENDENCYPART_GRANDPAR
(11,19),(19,20),-0.288173 # DEPENDENCYPART_GRANDPAR
(11,19),(19,21),-0.0805596 # DEPENDENCYPART_GRANDPAR
(11,19),(19,22),0.014923 # DEPENDENCYPART_GRANDPAR
(11,19),(19,23),-0.44865 # DEPENDENCYPART_GRANDPAR
(11,22),(22,1),-1.38308 # DEPENDENCYPART_GRANDPAR
(11,22),(22,2),-0.731392 # DEPENDENCYPART_GRANDPAR
(11,22),(22,3),-0.698 # DEPENDENCYPART_GRANDPAR
(11,22),(22,4),-0.685632 # DEPENDENCYPART_GRANDPAR
(11,22),(22,5),-0.754382 # DEPENDENCYPART_GRANDPAR
(11,22),(22,6),-0.729384 # DEPENDENCYPART_GRANDPAR
(11,22),(22,7),-0.758479 # DEPENDENCYPART_GRANDPAR
(11,22),(22,8),-0.72038 # DEPENDENCYPART_GRANDPAR
(11,22),(22,9),-0.939212 # DEPENDENCYPART_GRANDPAR
(11,22),(22,10),-0.381298 # DEPENDENCYPART_GRANDPAR
(11,22),(22,11),-0.508238 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,22),(22,12),-0.269666 # DEPENDENCYPART_GRANDPAR
(11,22),(22,13),0.0678452 # DEPENDENCYPART_GRANDPAR
(11,22),(22,14),0.0509891 # DEPENDENCYPART_GRANDPAR
(11,22),(22,15),-0.0600458 # DEPENDENCYPART_GRANDPAR
(11,22),(22,16),-0.298467 # DEPENDENCYPART_GRANDPAR
(11,22),(22,17),0.157696 # DEPENDENCYPART_GRANDPAR
(11,22),(22,18),-0.0128515 # DEPENDENCYPART_GRANDPAR
(11,22),(22,19),0.0237699 # DEPENDENCYPART_GRANDPAR
(11,22),(22,20),-0.233113 # DEPENDENCYPART_GRANDPAR
(11,22),(22,21),-0.0649332 # DEPENDENCYPART_GRANDPAR
(11,22),(22,23),-0.447134 # DEPENDENCYPART_GRANDPAR
(13,14),(14,9),-0.526871 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-0.622161 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.65563 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,18),-0.236567 # DEPENDENCYPART_GRANDPAR
(13,14),(14,22),-0.192559 # DEPENDENCYPART_GRANDPAR
(13,18),(18,5),-0.452181 # DEPENDENCYPART_GRANDPAR
(13,18),(18,7),-0.775698 # DEPENDENCYPART_GRANDPAR
(13,18),(18,9),-0.526871 # DEPENDENCYPART_GRANDPAR
(13,18),(18,11),-0.622161 # DEPENDENCYPART_GRANDPAR
(13,18),(18,12),-0.496001 # DEPENDENCYPART_GRANDPAR
(13,18),(18,13),-0.65563 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,18),(18,14),0.0284286 # DEPENDENCYPART_GRANDPAR
(13,18),(18,15),-0.0206181 # DEPENDENCYPART_GRANDPAR
(13,18),(18,16),-0.0795761 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),-0.201273 # DEPENDENCYPART_GRANDPAR
(13,18),(18,19),-0.235644 # DEPENDENCYPART_GRANDPAR
(13,18),(18,21),-0.200101 # DEPENDENCYPART_GRANDPAR
(14,9),(9,6),-0.863827 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),-0.540691 # DEPENDENCYPART_GRANDPAR
(14,9),(9,10),-0.534075 # DEPENDENCYPART_GRANDPAR
(14,9),(9,12),-0.549404 # DEPENDENCYPART_GRANDPAR
(14,11),(11,1),-0.950674 # DEPENDENCYPART_GRANDPAR
(14,11),(11,2),-0.712504 # DEPENDENCYPART_GRANDPAR
(14,11),(11,3),-0.603435 # DEPENDENCYPART_GRANDPAR
(14,11),(11,4),-0.528467 # DEPENDENCYPART_GRANDPAR
(14,11),(11,5),-0.505686 # DEPENDENCYPART_GRANDPAR
(14,11),(11,6),-0.794239 # DEPENDENCYPART_GRANDPAR
(14,11),(11,7),-0.547433 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),-0.490582 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),-0.512611 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),-0.540928 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),-0.510537 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-1.12016 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,15),-0.429651 # DEPENDENCYPART_GRANDPAR
(14,11),(11,16),-0.661185 # DEPENDENCYPART_GRANDPAR
(14,11),(11,18),-0.727725 # DEPENDENCYPART_GRANDPAR
(14,11),(11,19),-0.591487 # DEPENDENCYPART_GRANDPAR
(14,11),(11,22),-0.599686 # DEPENDENCYPART_GRANDPAR
(14,11),(11,23),-0.850324 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.530675 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-1.00833 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,16),-0.62232 # DEPENDENCYPART_GRANDPAR
(14,13),(13,18),-0.615898 # DEPENDENCYPART_GRANDPAR
(14,18),(18,5),-0.878986 # DEPENDENCYPART_GRANDPAR
(14,18),(18,7),-1.02442 # DEPENDENCYPART_GRANDPAR
(14,18),(18,9),-1.07226 # DEPENDENCYPART_GRANDPAR
(14,18),(18,11),-0.796333 # DEPENDENCYPART_GRANDPAR
(14,18),(18,12),-0.911572 # DEPENDENCYPART_GRANDPAR
(14,18),(18,13),-0.804686 # DEPENDENCYPART_GRANDPAR
(14,18),(18,14),-0.522224 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,18),(18,15),0.168281 # DEPENDENCYPART_GRANDPAR
(14,18),(18,16),-0.26015 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),-0.0547581 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),-0.286298 # DEPENDENCYPART_GRANDPAR
(14,18),(18,21),-0.150049 # DEPENDENCYPART_GRANDPAR
(14,22),(22,1),-1.45052 # DEPENDENCYPART_GRANDPAR
(14,22),(22,2),-1.12797 # DEPENDENCYPART_GRANDPAR
(14,22),(22,3),-1.0235 # DEPENDENCYPART_GRANDPAR
(14,22),(22,4),-0.850624 # DEPENDENCYPART_GRANDPAR
(14,22),(22,5),-0.920426 # DEPENDENCYPART_GRANDPAR
(14,22),(22,6),-1.18298 # DEPENDENCYPART_GRANDPAR
(14,22),(22,7),-0.962898 # DEPENDENCYPART_GRANDPAR
(14,22),(22,8),-0.905322 # DEPENDENCYPART_GRANDPAR
(14,22),(22,9),-1.01245 # DEPENDENCYPART_GRANDPAR
(14,22),(22,10),-0.93816 # DEPENDENCYPART_GRANDPAR
(14,22),(22,11),-0.734808 # DEPENDENCYPART_GRANDPAR
(14,22),(22,12),-0.919383 # DEPENDENCYPART_GRANDPAR
(14,22),(22,13),-0.741966 # DEPENDENCYPART_GRANDPAR
(14,22),(22,14),-0.679199 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,22),(22,15),0.0113054 # DEPENDENCYPART_GRANDPAR
(14,22),(22,16),-0.384273 # DEPENDENCYPART_GRANDPAR
(14,22),(22,17),-0.0227493 # DEPENDENCYPART_GRANDPAR
(14,22),(22,18),-0.286769 # DEPENDENCYPART_GRANDPAR
(14,22),(22,19),-0.125994 # DEPENDENCYPART_GRANDPAR
(14,22),(22,20),-0.447961 # DEPENDENCYPART_GRANDPAR
(14,22),(22,21),-0.186083 # DEPENDENCYPART_GRANDPAR
(14,22),(22,23),-0.471786 # DEPENDENCYPART_GRANDPAR
(15,2),(2,1),-1.2836 # DEPENDENCYPART_GRANDPAR
(15,2),(2,3),-0.202309 # DEPENDENCYPART_GRANDPAR
(15,2),(2,5),-0.29696 # DEPENDENCYPART_GRANDPAR
(15,2),(2,7),-0.323672 # DEPENDENCYPART_GRANDPAR
(15,2),(2,11),-0.154813 # DEPENDENCYPART_GRANDPAR
(15,2),(2,22),-0.24715 # DEPENDENCYPART_GRANDPAR
(15,2),(2,23),-0.784996 # DEPENDENCYPART_GRANDPAR
(15,3),(3,1),-1.46554 # DEPENDENCYPART_GRANDPAR
(15,3),(3,2),-0.39444 # DEPENDENCYPART_GRANDPAR
(15,3),(3,4),-0.377869 # DEPENDENCYPART_GRANDPAR
(15,3),(3,5),-0.294233 # DEPENDENCYPART_GRANDPAR
(15,3),(3,6),-0.466235 # DEPENDENCYPART_GRANDPAR
(15,3),(3,7),-0.481352 # DEPENDENCYPART_GRANDPAR
(15,3),(3,8),-0.296369 # DEPENDENCYPART_GRANDPAR
(15,3),(3,9),-0.884687 # DEPENDENCYPART_GRANDPAR
(15,3),(3,10),-0.259729 # DEPENDENCYPART_GRANDPAR
(15,3),(3,11),-0.312493 # DEPENDENCYPART_GRANDPAR
(15,3),(3,12),-0.33872 # DEPENDENCYPART_GRANDPAR
(15,3),(3,14),-0.00376949 # DEPENDENCYPART_GRANDPAR
(15,3),(3,15),-0.896046 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,3),(3,16),-0.633055 # DEPENDENCYPART_GRANDPAR
(15,3),(3,17),-0.314317 # DEPENDENCYPART_GRANDPAR
(15,3),(3,18),-0.356898 # DEPENDENCYPART_GRANDPAR
(15,3),(3,19),-0.540261 # DEPENDENCYPART_GRANDPAR
(15,3),(3,21),-0.443892 # DEPENDENCYPART_GRANDPAR
(15,3),(3,22),-0.262392 # DEPENDENCYPART_GRANDPAR
(15,3),(3,23),-0.755198 # DEPENDENCYPART_GRANDPAR
(15,4),(4,2),-0.487735 # DEPENDENCYPART_GRANDPAR
(15,4),(4,3),-0.329879 # DEPENDENCYPART_GRANDPAR
(15,4),(4,5),-0.22247 # DEPENDENCYPART_GRANDPAR
(15,4),(4,6),-0.519496 # DEPENDENCYPART_GRANDPAR
(15,4),(4,7),-0.438921 # DEPENDENCYPART_GRANDPAR
(15,4),(4,8),-0.224606 # DEPENDENCYPART_GRANDPAR
(15,4),(4,11),-0.270062 # DEPENDENCYPART_GRANDPAR
(15,4),(4,15),-0.830421 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,4),(4,16),-0.582254 # DEPENDENCYPART_GRANDPAR
(15,4),(4,19),-0.483788 # DEPENDENCYPART_GRANDPAR
(15,4),(4,22),-0.216022 # DEPENDENCYPART_GRANDPAR
(15,4),(4,23),-0.745206 # DEPENDENCYPART_GRANDPAR
(15,6),(6,1),-1.33562 # DEPENDENCYPART_GRANDPAR
(15,6),(6,2),-0.301689 # DEPENDENCYPART_GRANDPAR
(15,6),(6,3),-0.217115 # DEPENDENCYPART_GRANDPAR
(15,6),(6,4),-0.267997 # DEPENDENCYPART_GRANDPAR
(15,6),(6,5),-0.216515 # DEPENDENCYPART_GRANDPAR
(15,6),(6,8),-0.268592 # DEPENDENCYPART_GRANDPAR
(15,6),(6,11),-0.241871 # DEPENDENCYPART_GRANDPAR
(15,6),(6,12),-0.25224 # DEPENDENCYPART_GRANDPAR
(15,6),(6,15),-0.895066 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,6),(6,16),-0.601412 # DEPENDENCYPART_GRANDPAR
(15,6),(6,22),-0.232545 # DEPENDENCYPART_GRANDPAR
(15,6),(6,23),-0.771854 # DEPENDENCYPART_GRANDPAR
(15,7),(7,1),-1.2836 # DEPENDENCYPART_GRANDPAR
(15,7),(7,2),-0.41598 # DEPENDENCYPART_GRANDPAR
(15,7),(7,3),-0.221026 # DEPENDENCYPART_GRANDPAR
(15,7),(7,4),-0.400756 # DEPENDENCYPART_GRANDPAR
(15,7),(7,5),-0.291865 # DEPENDENCYPART_GRANDPAR
(15,7),(7,6),-0.602315 # DEPENDENCYPART_GRANDPAR
(15,7),(7,8),-0.299096 # DEPENDENCYPART_GRANDPAR
(15,7),(7,10),-0.297785 # DEPENDENCYPART_GRANDPAR
(15,7),(7,11),-0.154813 # DEPENDENCYPART_GRANDPAR
(15,7),(7,12),-0.21019 # DEPENDENCYPART_GRANDPAR
(15,7),(7,14),0.15391 # DEPENDENCYPART_GRANDPAR
(15,7),(7,15),-0.957601 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,7),(7,16),-0.625246 # DEPENDENCYPART_GRANDPAR
(15,7),(7,18),-0.418453 # DEPENDENCYPART_GRANDPAR
(15,7),(7,19),-0.518062 # DEPENDENCYPART_GRANDPAR
(15,7),(7,22),-0.24715 # DEPENDENCYPART_GRANDPAR
(15,7),(7,23),-0.784996 # DEPENDENCYPART_GRANDPAR
(15,9),(9,6),-0.671903 # DEPENDENCYPART_GRANDPAR
(15,9),(9,8),-0.34411 # DEPENDENCYPART_GRANDPAR
(15,9),(9,10),-0.378479 # DEPENDENCYPART_GRANDPAR
(15,9),(9,12),-0.249057 # DEPENDENCYPART_GRANDPAR
(15,10),(10,3),-0.242837 # DEPENDENCYPART_GRANDPAR
(15,10),(10,4),-0.317321 # DEPENDENCYPART_GRANDPAR
(15,10),(10,7),-0.375587 # DEPENDENCYPART_GRANDPAR
(15,10),(10,8),-0.244376 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),-0.852689 # DEPENDENCYPART_GRANDPAR
(15,10),(10,15),-0.895066 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,11),(11,1),-1.2836 # DEPENDENCYPART_GRANDPAR
(15,11),(11,2),-0.41598 # DEPENDENCYPART_GRANDPAR
(15,11),(11,3),-0.221026 # DEPENDENCYPART_GRANDPAR
(15,11),(11,4),-0.400756 # DEPENDENCYPART_GRANDPAR
(15,11),(11,5),-0.291865 # DEPENDENCYPART_GRANDPAR
(15,11),(11,6),-0.602315 # DEPENDENCYPART_GRANDPAR
(15,11),(11,7),-0.444613 # DEPENDENCYPART_GRANDPAR
(15,11),(11,8),-0.294001 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),-0.774756 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),-0.385332 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),-0.21019 # DEPENDENCYPART_GRANDPAR
(15,11),(11,14),0.15391 # DEPENDENCYPART_GRANDPAR
(15,11),(11,15),-0.957601 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,11),(11,16),-0.625246 # DEPENDENCYPART_GRANDPAR
(15,11),(11,18),-0.418453 # DEPENDENCYPART_GRANDPAR
(15,11),(11,19),-0.518062 # DEPENDENCYPART_GRANDPAR
(15,11),(11,22),-0.24715 # DEPENDENCYPART_GRANDPAR
(15,11),(11,23),-0.784996 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.230328 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),0.00443405 # DEPENDENCYPART_GRANDPAR
(15,13),(13,16),-0.586381 # DEPENDENCYPART_GRANDPAR
(15,13),(13,18),-0.306626 # DEPENDENCYPART_GRANDPAR
(15,14),(14,9),-0.774756 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),-0.275754 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.502908 # DEPENDENCYPART_GRANDPAR
(15,14),(14,18),-0.418453 # DEPENDENCYPART_GRANDPAR
(15,14),(14,22),-0.24715 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),0.0422776 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),-0.253824 # DEPENDENCYPART_GRANDPAR
(15,17),(17,21),-0.0447169 # DEPENDENCYPART_GRANDPAR
(15,18),(18,5),-0.665164 # DEPENDENCYPART_GRANDPAR
(15,18),(18,7),-0.921603 # DEPENDENCYPART_GRANDPAR
(15,18),(18,9),-1.33441 # DEPENDENCYPART_GRANDPAR
(15,18),(18,11),-0.752745 # DEPENDENCYPART_GRANDPAR
(15,18),(18,12),-0.611225 # DEPENDENCYPART_GRANDPAR
(15,18),(18,13),-1.08754 # DEPENDENCYPART_GRANDPAR
(15,18),(18,14),-0.444021 # DEPENDENCYPART_GRANDPAR
(15,18),(18,15),-0.35967 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,18),(18,16),-0.224211 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),0.0664493 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),-0.212872 # DEPENDENCYPART_GRANDPAR
(15,18),(18,21),-0.0284575 # DEPENDENCYPART_GRANDPAR
(15,19),(19,3),-0.648285 # DEPENDENCYPART_GRANDPAR
(15,19),(19,4),-0.761142 # DEPENDENCYPART_GRANDPAR
(15,19),(19,5),-0.634586 # DEPENDENCYPART_GRANDPAR
(15,19),(19,6),-1.00181 # DEPENDENCYPART_GRANDPAR
(15,19),(19,7),-0.856015 # DEPENDENCYPART_GRANDPAR
(15,19),(19,8),-0.636722 # DEPENDENCYPART_GRANDPAR
(15,19),(19,10),-0.793315 # DEPENDENCYPART_GRANDPAR
(15,19),(19,11),-0.687156 # DEPENDENCYPART_GRANDPAR
(15,19),(19,12),-0.58153 # DEPENDENCYPART_GRANDPAR
(15,19),(19,14),-0.378433 # DEPENDENCYPART_GRANDPAR
(15,19),(19,15),-0.489168 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,19),(19,16),-0.23133 # DEPENDENCYPART_GRANDPAR
(15,19),(19,17),0.0416197 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),0.0499803 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),-0.348419 # DEPENDENCYPART_GRANDPAR
(15,19),(19,21),-0.080118 # DEPENDENCYPART_GRANDPAR
(15,19),(19,22),-0.0211777 # DEPENDENCYPART_GRANDPAR
(15,19),(19,23),-0.407974 # DEPENDENCYPART_GRANDPAR
(15,21),(21,13),-1.08754 # DEPENDENCYPART_GRANDPAR
(15,21),(21,14),-0.444021 # DEPENDENCYPART_GRANDPAR
(15,21),(21,15),-0.35967 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,21),(21,17),0.0664493 # DEPENDENCYPART_GRANDPAR
(15,21),(21,18),0.179478 # DEPENDENCYPART_GRANDPAR
(15,21),(21,19),-0.132225 # DEPENDENCYPART_GRANDPAR
(15,21),(21,20),-0.267717 # DEPENDENCYPART_GRANDPAR
(15,21),(21,23),-0.389225 # DEPENDENCYPART_GRANDPAR
(15,22),(22,1),-1.78344 # DEPENDENCYPART_GRANDPAR
(15,22),(22,2),-0.831445 # DEPENDENCYPART_GRANDPAR
(15,22),(22,3),-0.641088 # DEPENDENCYPART_GRANDPAR
(15,22),(22,4),-0.722913 # DEPENDENCYPART_GRANDPAR
(15,22),(22,5),-0.706605 # DEPENDENCYPART_GRANDPAR
(15,22),(22,6),-0.991054 # DEPENDENCYPART_GRANDPAR
(15,22),(22,7),-0.860078 # DEPENDENCYPART_GRANDPAR
(15,22),(22,8),-0.708741 # DEPENDENCYPART_GRANDPAR
(15,22),(22,9),-1.2746 # DEPENDENCYPART_GRANDPAR
(15,22),(22,10),-0.782564 # DEPENDENCYPART_GRANDPAR
(15,22),(22,11),-0.691219 # DEPENDENCYPART_GRANDPAR
(15,22),(22,12),-0.619036 # DEPENDENCYPART_GRANDPAR
(15,22),(22,13),-1.02482 # DEPENDENCYPART_GRANDPAR
(15,22),(22,14),-0.382496 # DEPENDENCYPART_GRANDPAR
(15,22),(22,15),-0.516645 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,22),(22,16),-0.348334 # DEPENDENCYPART_GRANDPAR
(15,22),(22,17),0.098458 # DEPENDENCYPART_GRANDPAR
(15,22),(22,18),0.0225029 # DEPENDENCYPART_GRANDPAR
(15,22),(22,19),-0.0525677 # DEPENDENCYPART_GRANDPAR
(15,22),(22,20),-0.293359 # DEPENDENCYPART_GRANDPAR
(15,22),(22,21),-0.0644916 # DEPENDENCYPART_GRANDPAR
(15,22),(22,23),-0.406458 # DEPENDENCYPART_GRANDPAR
(17,18),(18,5),-0.469632 # DEPENDENCYPART_GRANDPAR
(17,18),(18,7),-0.740282 # DEPENDENCYPART_GRANDPAR
(17,18),(18,9),-0.586827 # DEPENDENCYPART_GRANDPAR
(17,18),(18,11),-0.342029 # DEPENDENCYPART_GRANDPAR
(17,18),(18,12),-0.438332 # DEPENDENCYPART_GRANDPAR
(17,18),(18,13),-0.460507 # DEPENDENCYPART_GRANDPAR
(17,18),(18,14),-0.493565 # DEPENDENCYPART_GRANDPAR
(17,18),(18,15),-0.255546 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-0.668376 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-0.474848 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,19),-0.436808 # DEPENDENCYPART_GRANDPAR
(17,18),(18,21),-0.471499 # DEPENDENCYPART_GRANDPAR
(17,19),(19,3),-0.93442 # DEPENDENCYPART_GRANDPAR
(17,19),(19,4),-0.386787 # DEPENDENCYPART_GRANDPAR
(17,19),(19,5),-0.464743 # DEPENDENCYPART_GRANDPAR
(17,19),(19,6),-0.330773 # DEPENDENCYPART_GRANDPAR
(17,19),(19,7),-0.70586 # DEPENDENCYPART_GRANDPAR
(17,19),(19,8),-0.456023 # DEPENDENCYPART_GRANDPAR
(17,19),(19,10),-0.329923 # DEPENDENCYPART_GRANDPAR
(17,19),(19,11),-0.307606 # DEPENDENCYPART_GRANDPAR
(17,19),(19,12),-0.434821 # DEPENDENCYPART_GRANDPAR
(17,19),(19,14),-0.459142 # DEPENDENCYPART_GRANDPAR
(17,19),(19,15),-0.221124 # DEPENDENCYPART_GRANDPAR
(17,19),(19,16),-0.664865 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-0.607023 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,18),-0.329669 # DEPENDENCYPART_GRANDPAR
