# _root_ A társaság a HungarHotelst nem tudja ugyan megvenni , mégis tovább működött , fb-elnöki tisztéről Récsey 1998 áprilisában mondott le .
#goldHeads=2,6,4,8,6,10,6,6,10,0,12,10,10,15,19,19,18,19,10,19,10,
#predictedHeads=2,6,4,6,6,10,6,6,10,0,12,10,12,15,19,18,18,19,10,19,10,
(11,15),(15,11),-0.431476 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,15),(15,12),-0.0181381 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),-0.0490886 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),0.00440929 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.243969 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),-0.185011 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),-0.29766 # DEPENDENCYPART_GRANDPAR
(11,16),(16,3),-0.454618 # DEPENDENCYPART_GRANDPAR
(11,16),(16,11),-0.431475 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,16),(16,13),-0.0490875 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),0.00408986 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),-0.0173468 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.185011 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),-0.297657 # DEPENDENCYPART_GRANDPAR
(11,17),(17,11),-0.35913 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,17),(17,12),-0.00649536 # DEPENDENCYPART_GRANDPAR
(11,17),(17,15),-0.0316827 # DEPENDENCYPART_GRANDPAR
(11,17),(17,16),-0.120524 # DEPENDENCYPART_GRANDPAR
(11,18),(18,3),-0.454618 # DEPENDENCYPART_GRANDPAR
(11,18),(18,7),-0.348302 # DEPENDENCYPART_GRANDPAR
(11,18),(18,9),-0.668732 # DEPENDENCYPART_GRANDPAR
(11,18),(18,10),-0.494279 # DEPENDENCYPART_GRANDPAR
(11,18),(18,11),-0.431485 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,18),(18,13),-0.0490974 # DEPENDENCYPART_GRANDPAR
(11,18),(18,14),0.00408 # DEPENDENCYPART_GRANDPAR
(11,18),(18,15),-0.0173703 # DEPENDENCYPART_GRANDPAR
(11,18),(18,16),-0.106211 # DEPENDENCYPART_GRANDPAR
(11,18),(18,17),-0.1198 # DEPENDENCYPART_GRANDPAR
(11,19),(19,2),-0.596027 # DEPENDENCYPART_GRANDPAR
(11,19),(19,3),-0.434856 # DEPENDENCYPART_GRANDPAR
(11,19),(19,4),-0.570232 # DEPENDENCYPART_GRANDPAR
(11,19),(19,5),-0.485256 # DEPENDENCYPART_GRANDPAR
(11,19),(19,6),-0.577578 # DEPENDENCYPART_GRANDPAR
(11,19),(19,7),-0.42286 # DEPENDENCYPART_GRANDPAR
(11,19),(19,8),-0.486564 # DEPENDENCYPART_GRANDPAR
(11,19),(19,9),-0.715679 # DEPENDENCYPART_GRANDPAR
(11,19),(19,10),-0.563908 # DEPENDENCYPART_GRANDPAR
(11,19),(19,11),-0.412505 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,19),(19,12),-0.0488501 # DEPENDENCYPART_GRANDPAR
(11,19),(19,13),-0.220471 # DEPENDENCYPART_GRANDPAR
(11,19),(19,14),-0.0180359 # DEPENDENCYPART_GRANDPAR
(11,19),(19,15),-0.106253 # DEPENDENCYPART_GRANDPAR
(11,19),(19,16),-0.194635 # DEPENDENCYPART_GRANDPAR
(11,19),(19,17),-0.146009 # DEPENDENCYPART_GRANDPAR
(11,19),(19,18),-0.249697 # DEPENDENCYPART_GRANDPAR
(11,19),(19,20),-0.217595 # DEPENDENCYPART_GRANDPAR
(11,19),(19,21),-0.384443 # DEPENDENCYPART_GRANDPAR
(12,2),(2,1),0.0748132 # DEPENDENCYPART_GRANDPAR
(12,2),(2,3),-0.34839 # DEPENDENCYPART_GRANDPAR
(12,2),(2,4),-0.225649 # DEPENDENCYPART_GRANDPAR
(12,2),(2,6),-0.394945 # DEPENDENCYPART_GRANDPAR
(12,2),(2,19),-0.597544 # DEPENDENCYPART_GRANDPAR
(12,2),(2,21),-1.26842 # DEPENDENCYPART_GRANDPAR
(12,4),(4,1),0.0188112 # DEPENDENCYPART_GRANDPAR
(12,4),(4,2),-0.340773 # DEPENDENCYPART_GRANDPAR
(12,4),(4,3),-0.268645 # DEPENDENCYPART_GRANDPAR
(12,5),(5,2),-0.56605 # DEPENDENCYPART_GRANDPAR
(12,5),(5,4),-0.429818 # DEPENDENCYPART_GRANDPAR
(12,5),(5,7),-0.069604 # DEPENDENCYPART_GRANDPAR
(12,5),(5,8),-0.153456 # DEPENDENCYPART_GRANDPAR
(12,5),(5,9),-0.264122 # DEPENDENCYPART_GRANDPAR
(12,5),(5,19),-0.433812 # DEPENDENCYPART_GRANDPAR
(12,5),(5,21),-1.0916 # DEPENDENCYPART_GRANDPAR
(12,6),(6,1),-0.00519952 # DEPENDENCYPART_GRANDPAR
(12,6),(6,2),-0.408221 # DEPENDENCYPART_GRANDPAR
(12,6),(6,3),-0.292655 # DEPENDENCYPART_GRANDPAR
(12,6),(6,4),-0.274965 # DEPENDENCYPART_GRANDPAR
(12,6),(6,5),-0.223449 # DEPENDENCYPART_GRANDPAR
(12,6),(6,7),-0.0148168 # DEPENDENCYPART_GRANDPAR
(12,6),(6,8),-0.171056 # DEPENDENCYPART_GRANDPAR
(12,6),(6,9),-0.293805 # DEPENDENCYPART_GRANDPAR
(12,6),(6,10),-0.235622 # DEPENDENCYPART_GRANDPAR
(12,6),(6,11),0.0676662 # DEPENDENCYPART_GRANDPAR
(12,6),(6,12),-1.27737 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,6),(6,13),-0.510321 # DEPENDENCYPART_GRANDPAR
(12,6),(6,14),-0.353903 # DEPENDENCYPART_GRANDPAR
(12,6),(6,15),-0.216741 # DEPENDENCYPART_GRANDPAR
(12,6),(6,16),-0.0962967 # DEPENDENCYPART_GRANDPAR
(12,6),(6,17),-0.388072 # DEPENDENCYPART_GRANDPAR
(12,6),(6,18),-0.175827 # DEPENDENCYPART_GRANDPAR
(12,6),(6,19),-0.379736 # DEPENDENCYPART_GRANDPAR
(12,6),(6,20),-0.233756 # DEPENDENCYPART_GRANDPAR
(12,6),(6,21),-0.986941 # DEPENDENCYPART_GRANDPAR
(12,7),(7,2),-0.623211 # DEPENDENCYPART_GRANDPAR
(12,7),(7,4),-0.4876 # DEPENDENCYPART_GRANDPAR
(12,7),(7,5),-0.454663 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),-0.809438 # DEPENDENCYPART_GRANDPAR
(12,7),(7,8),-0.294233 # DEPENDENCYPART_GRANDPAR
(12,7),(7,9),-0.397388 # DEPENDENCYPART_GRANDPAR
(12,7),(7,10),-0.437024 # DEPENDENCYPART_GRANDPAR
(12,7),(7,12),-1.54474 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,7),(7,13),-0.72882 # DEPENDENCYPART_GRANDPAR
(12,7),(7,19),-0.646638 # DEPENDENCYPART_GRANDPAR
(12,7),(7,21),-1.24988 # DEPENDENCYPART_GRANDPAR
(12,8),(8,2),-0.413572 # DEPENDENCYPART_GRANDPAR
(12,8),(8,3),-0.296976 # DEPENDENCYPART_GRANDPAR
(12,8),(8,4),-0.280315 # DEPENDENCYPART_GRANDPAR
(12,8),(8,5),-0.223477 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),-0.416876 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),-0.0662238 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),-0.292172 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),-0.246603 # DEPENDENCYPART_GRANDPAR
(12,8),(8,11),0.0784136 # DEPENDENCYPART_GRANDPAR
(12,8),(8,12),-1.2717 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,8),(8,13),-0.507273 # DEPENDENCYPART_GRANDPAR
(12,8),(8,14),-0.350852 # DEPENDENCYPART_GRANDPAR
(12,8),(8,15),-0.212902 # DEPENDENCYPART_GRANDPAR
(12,8),(8,16),-0.0924577 # DEPENDENCYPART_GRANDPAR
(12,8),(8,17),-0.385028 # DEPENDENCYPART_GRANDPAR
(12,8),(8,18),-0.171988 # DEPENDENCYPART_GRANDPAR
(12,8),(8,19),-0.374074 # DEPENDENCYPART_GRANDPAR
(12,8),(8,20),-0.229642 # DEPENDENCYPART_GRANDPAR
(12,8),(8,21),-0.983897 # DEPENDENCYPART_GRANDPAR
(12,10),(10,2),-0.635203 # DEPENDENCYPART_GRANDPAR
(12,10),(10,4),-0.499592 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),-0.479616 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-0.829037 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.271431 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.553625 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.472887 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),0.0412603 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-1.54484 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),-0.728946 # DEPENDENCYPART_GRANDPAR
(12,10),(10,14),-0.652172 # DEPENDENCYPART_GRANDPAR
(12,10),(10,15),-0.586084 # DEPENDENCYPART_GRANDPAR
(12,10),(10,16),-0.465642 # DEPENDENCYPART_GRANDPAR
(12,10),(10,17),-0.718072 # DEPENDENCYPART_GRANDPAR
(12,10),(10,18),-0.545172 # DEPENDENCYPART_GRANDPAR
(12,10),(10,19),-0.646736 # DEPENDENCYPART_GRANDPAR
(12,10),(10,21),-1.24992 # DEPENDENCYPART_GRANDPAR
(12,11),(11,5),-0.277378 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),-0.443445 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-0.167806 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.21999 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-0.459802 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),-0.329936 # DEPENDENCYPART_GRANDPAR
(12,11),(11,16),-0.209494 # DEPENDENCYPART_GRANDPAR
(12,11),(11,17),-0.543259 # DEPENDENCYPART_GRANDPAR
(12,11),(11,18),-0.289024 # DEPENDENCYPART_GRANDPAR
(12,11),(11,19),-0.429845 # DEPENDENCYPART_GRANDPAR
(12,11),(11,21),-1.08915 # DEPENDENCYPART_GRANDPAR
(12,14),(14,4),-0.661613 # DEPENDENCYPART_GRANDPAR
(12,14),(14,5),-0.589884 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-0.109036 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-1.05129 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),-0.345557 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.0824301 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),-0.342727 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),-0.161961 # DEPENDENCYPART_GRANDPAR
(12,15),(15,1),-0.599527 # DEPENDENCYPART_GRANDPAR
(12,15),(15,2),-0.966876 # DEPENDENCYPART_GRANDPAR
(12,15),(15,3),-0.886983 # DEPENDENCYPART_GRANDPAR
(12,15),(15,4),-0.830172 # DEPENDENCYPART_GRANDPAR
(12,15),(15,5),-0.676904 # DEPENDENCYPART_GRANDPAR
(12,15),(15,6),-0.903115 # DEPENDENCYPART_GRANDPAR
(12,15),(15,7),-0.515982 # DEPENDENCYPART_GRANDPAR
(12,15),(15,8),-0.620701 # DEPENDENCYPART_GRANDPAR
(12,15),(15,9),-0.63762 # DEPENDENCYPART_GRANDPAR
(12,15),(15,10),-0.713389 # DEPENDENCYPART_GRANDPAR
(12,15),(15,11),-0.196709 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-0.990414 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,13),-0.240848 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),-0.114323 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),0.0842053 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),-0.30771 # DEPENDENCYPART_GRANDPAR
(12,15),(15,18),0.00467352 # DEPENDENCYPART_GRANDPAR
(12,16),(16,3),-0.886982 # DEPENDENCYPART_GRANDPAR
(12,16),(16,11),-0.196709 # DEPENDENCYPART_GRANDPAR
(12,16),(16,13),-0.241168 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),-0.115285 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),-0.0489716 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),-0.307707 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),0.00468164 # DEPENDENCYPART_GRANDPAR
(12,17),(17,11),-0.0918512 # DEPENDENCYPART_GRANDPAR
(12,17),(17,12),-1.01195 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,17),(17,15),-0.1038 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),0.0168213 # DEPENDENCYPART_GRANDPAR
(12,18),(18,3),-0.886983 # DEPENDENCYPART_GRANDPAR
(12,18),(18,7),-0.515982 # DEPENDENCYPART_GRANDPAR
(12,18),(18,9),-0.637619 # DEPENDENCYPART_GRANDPAR
(12,18),(18,10),-0.713389 # DEPENDENCYPART_GRANDPAR
(12,18),(18,11),-0.196709 # DEPENDENCYPART_GRANDPAR
(12,18),(18,13),-0.241176 # DEPENDENCYPART_GRANDPAR
(12,18),(18,14),-0.115293 # DEPENDENCYPART_GRANDPAR
(12,18),(18,15),-0.0489917 # DEPENDENCYPART_GRANDPAR
(12,18),(18,16),0.07163 # DEPENDENCYPART_GRANDPAR
(12,18),(18,17),-0.305484 # DEPENDENCYPART_GRANDPAR
(12,19),(19,2),-0.525971 # DEPENDENCYPART_GRANDPAR
(12,19),(19,3),-0.568195 # DEPENDENCYPART_GRANDPAR
(12,19),(19,4),-0.388744 # DEPENDENCYPART_GRANDPAR
(12,19),(19,5),-0.462914 # DEPENDENCYPART_GRANDPAR
(12,19),(19,6),-0.679524 # DEPENDENCYPART_GRANDPAR
(12,19),(19,7),-0.321666 # DEPENDENCYPART_GRANDPAR
(12,19),(19,8),-0.39689 # DEPENDENCYPART_GRANDPAR
(12,19),(19,9),-0.398504 # DEPENDENCYPART_GRANDPAR
(12,19),(19,10),-0.510804 # DEPENDENCYPART_GRANDPAR
(12,19),(19,11),0.161035 # DEPENDENCYPART_GRANDPAR
(12,19),(19,12),-1.06784 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,19),(19,13),-0.417131 # DEPENDENCYPART_GRANDPAR
(12,19),(19,14),-0.265134 # DEPENDENCYPART_GRANDPAR
(12,19),(19,15),-0.170881 # DEPENDENCYPART_GRANDPAR
(12,19),(19,16),-0.0496415 # DEPENDENCYPART_GRANDPAR
(12,19),(19,17),-0.389342 # DEPENDENCYPART_GRANDPAR
(12,19),(19,18),-0.1287 # DEPENDENCYPART_GRANDPAR
(12,19),(19,20),-0.216385 # DEPENDENCYPART_GRANDPAR
(12,19),(19,21),-0.863757 # DEPENDENCYPART_GRANDPAR
(12,20),(20,6),-0.735611 # DEPENDENCYPART_GRANDPAR
(12,20),(20,7),-0.341053 # DEPENDENCYPART_GRANDPAR
(12,20),(20,8),-0.453171 # DEPENDENCYPART_GRANDPAR
(12,20),(20,9),-0.457387 # DEPENDENCYPART_GRANDPAR
(12,20),(20,10),-0.53846 # DEPENDENCYPART_GRANDPAR
(12,20),(20,12),-1.03589 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,20),(20,14),-0.259795 # DEPENDENCYPART_GRANDPAR
(12,20),(20,15),-0.163923 # DEPENDENCYPART_GRANDPAR
(12,20),(20,18),-0.122366 # DEPENDENCYPART_GRANDPAR
(12,20),(20,19),-0.137271 # DEPENDENCYPART_GRANDPAR
(12,20),(20,21),-0.871921 # DEPENDENCYPART_GRANDPAR
(14,4),(4,1),-0.44775 # DEPENDENCYPART_GRANDPAR
(14,4),(4,2),-0.188824 # DEPENDENCYPART_GRANDPAR
(14,4),(4,3),-0.363716 # DEPENDENCYPART_GRANDPAR
(14,5),(5,2),-0.392774 # DEPENDENCYPART_GRANDPAR
(14,5),(5,4),-0.436385 # DEPENDENCYPART_GRANDPAR
(14,5),(5,7),-0.0553322 # DEPENDENCYPART_GRANDPAR
(14,5),(5,8),-0.0078946 # DEPENDENCYPART_GRANDPAR
(14,5),(5,9),-0.0652225 # DEPENDENCYPART_GRANDPAR
(14,5),(5,19),-0.51951 # DEPENDENCYPART_GRANDPAR
(14,5),(5,21),-0.681094 # DEPENDENCYPART_GRANDPAR
(14,11),(11,5),-0.294647 # DEPENDENCYPART_GRANDPAR
(14,11),(11,6),-0.333211 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),-0.104094 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),-0.178416 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-0.736613 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,15),-0.175734 # DEPENDENCYPART_GRANDPAR
(14,11),(11,16),-0.553024 # DEPENDENCYPART_GRANDPAR
(14,11),(11,17),-0.588811 # DEPENDENCYPART_GRANDPAR
(14,11),(11,18),-0.476289 # DEPENDENCYPART_GRANDPAR
(14,11),(11,19),-0.517592 # DEPENDENCYPART_GRANDPAR
(14,11),(11,21),-0.680372 # DEPENDENCYPART_GRANDPAR
(14,12),(12,2),-0.229963 # DEPENDENCYPART_GRANDPAR
(14,12),(12,3),-0.409655 # DEPENDENCYPART_GRANDPAR
(14,12),(12,4),-0.276936 # DEPENDENCYPART_GRANDPAR
(14,12),(12,5),-0.200971 # DEPENDENCYPART_GRANDPAR
(14,12),(12,6),-0.25443 # DEPENDENCYPART_GRANDPAR
(14,12),(12,7),-0.0277738 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),-0.0317552 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),-0.0611189 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-0.116487 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),0.0108012 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),-0.15313 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-0.735922 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,15),-0.225279 # DEPENDENCYPART_GRANDPAR
(14,12),(12,16),-0.602569 # DEPENDENCYPART_GRANDPAR
(14,12),(12,17),-0.561851 # DEPENDENCYPART_GRANDPAR
(14,12),(12,18),-0.525833 # DEPENDENCYPART_GRANDPAR
(14,12),(12,19),-0.553368 # DEPENDENCYPART_GRANDPAR
(14,12),(12,20),-0.407967 # DEPENDENCYPART_GRANDPAR
(14,12),(12,21),-0.677663 # DEPENDENCYPART_GRANDPAR
(14,16),(16,3),-0.835527 # DEPENDENCYPART_GRANDPAR
(14,16),(16,11),-0.366128 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-0.362861 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.330859 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),0.268834 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),-0.167669 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),0.0215948 # DEPENDENCYPART_GRANDPAR
(14,17),(17,11),-0.351555 # DEPENDENCYPART_GRANDPAR
(14,17),(17,12),-0.601502 # DEPENDENCYPART_GRANDPAR
(14,17),(17,15),0.256017 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),-0.121273 # DEPENDENCYPART_GRANDPAR
(14,18),(18,3),-0.835527 # DEPENDENCYPART_GRANDPAR
(14,18),(18,7),-0.416088 # DEPENDENCYPART_GRANDPAR
(14,18),(18,9),-0.388148 # DEPENDENCYPART_GRANDPAR
(14,18),(18,10),-0.504652 # DEPENDENCYPART_GRANDPAR
(14,18),(18,11),-0.366128 # DEPENDENCYPART_GRANDPAR
(14,18),(18,13),-0.362861 # DEPENDENCYPART_GRANDPAR
(14,18),(18,14),-0.330859 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,18),(18,15),0.268825 # DEPENDENCYPART_GRANDPAR
(14,18),(18,16),-0.108466 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),-0.247898 # DEPENDENCYPART_GRANDPAR
(15,2),(2,1),0.207551 # DEPENDENCYPART_GRANDPAR
(15,2),(2,3),0.250287 # DEPENDENCYPART_GRANDPAR
(15,2),(2,4),-0.534451 # DEPENDENCYPART_GRANDPAR
(15,2),(2,6),-0.155625 # DEPENDENCYPART_GRANDPAR
(15,2),(2,19),-0.762539 # DEPENDENCYPART_GRANDPAR
(15,2),(2,21),-0.767091 # DEPENDENCYPART_GRANDPAR
(15,4),(4,1),0.18594 # DEPENDENCYPART_GRANDPAR
(15,4),(4,2),-0.592669 # DEPENDENCYPART_GRANDPAR
(15,4),(4,3),0.403132 # DEPENDENCYPART_GRANDPAR
(15,5),(5,2),-0.684729 # DEPENDENCYPART_GRANDPAR
(15,5),(5,4),-0.742695 # DEPENDENCYPART_GRANDPAR
(15,5),(5,7),-0.186845 # DEPENDENCYPART_GRANDPAR
(15,5),(5,8),0.0469238 # DEPENDENCYPART_GRANDPAR
(15,5),(5,9),-0.082546 # DEPENDENCYPART_GRANDPAR
(15,5),(5,19),-0.732062 # DEPENDENCYPART_GRANDPAR
(15,5),(5,21),-0.726961 # DEPENDENCYPART_GRANDPAR
(15,6),(6,1),0.0197264 # DEPENDENCYPART_GRANDPAR
(15,6),(6,2),-0.573268 # DEPENDENCYPART_GRANDPAR
(15,6),(6,3),0.236918 # DEPENDENCYPART_GRANDPAR
(15,6),(6,4),-0.634595 # DEPENDENCYPART_GRANDPAR
(15,6),(6,5),-0.185464 # DEPENDENCYPART_GRANDPAR
(15,6),(6,7),-0.190772 # DEPENDENCYPART_GRANDPAR
(15,6),(6,8),-0.00179062 # DEPENDENCYPART_GRANDPAR
(15,6),(6,9),-0.19996 # DEPENDENCYPART_GRANDPAR
(15,6),(6,10),-0.10078 # DEPENDENCYPART_GRANDPAR
(15,6),(6,11),-0.0719664 # DEPENDENCYPART_GRANDPAR
(15,6),(6,12),-0.161789 # DEPENDENCYPART_GRANDPAR
(15,6),(6,13),-0.299493 # DEPENDENCYPART_GRANDPAR
(15,6),(6,14),0.502 # DEPENDENCYPART_GRANDPAR
(15,6),(6,15),-0.785213 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,6),(6,16),-0.447673 # DEPENDENCYPART_GRANDPAR
(15,6),(6,17),-0.285431 # DEPENDENCYPART_GRANDPAR
(15,6),(6,18),-0.800005 # DEPENDENCYPART_GRANDPAR
(15,6),(6,19),-0.779387 # DEPENDENCYPART_GRANDPAR
(15,6),(6,20),-0.506825 # DEPENDENCYPART_GRANDPAR
(15,6),(6,21),-0.737293 # DEPENDENCYPART_GRANDPAR
(15,7),(7,2),-0.63474 # DEPENDENCYPART_GRANDPAR
(15,7),(7,4),-0.692933 # DEPENDENCYPART_GRANDPAR
(15,7),(7,5),-0.234377 # DEPENDENCYPART_GRANDPAR
(15,7),(7,6),-0.330456 # DEPENDENCYPART_GRANDPAR
(15,7),(7,8),0.00572556 # DEPENDENCYPART_GRANDPAR
(15,7),(7,9),-0.0444115 # DEPENDENCYPART_GRANDPAR
(15,7),(7,10),-0.157109 # DEPENDENCYPART_GRANDPAR
(15,7),(7,12),-0.149061 # DEPENDENCYPART_GRANDPAR
(15,7),(7,13),-0.143944 # DEPENDENCYPART_GRANDPAR
(15,7),(7,19),-0.781907 # DEPENDENCYPART_GRANDPAR
(15,7),(7,21),-0.736082 # DEPENDENCYPART_GRANDPAR
(15,8),(8,2),-0.574145 # DEPENDENCYPART_GRANDPAR
(15,8),(8,3),0.237329 # DEPENDENCYPART_GRANDPAR
(15,8),(8,4),-0.635472 # DEPENDENCYPART_GRANDPAR
(15,8),(8,5),-0.188297 # DEPENDENCYPART_GRANDPAR
(15,8),(8,6),-0.262936 # DEPENDENCYPART_GRANDPAR
(15,8),(8,7),-0.284323 # DEPENDENCYPART_GRANDPAR
(15,8),(8,9),-0.19155 # DEPENDENCYPART_GRANDPAR
(15,8),(8,10),-0.100708 # DEPENDENCYPART_GRANDPAR
(15,8),(8,11),-0.0559008 # DEPENDENCYPART_GRANDPAR
(15,8),(8,12),-0.167289 # DEPENDENCYPART_GRANDPAR
(15,8),(8,13),-0.291082 # DEPENDENCYPART_GRANDPAR
(15,8),(8,14),0.505563 # DEPENDENCYPART_GRANDPAR
(15,8),(8,15),-0.784583 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,8),(8,16),-0.447043 # DEPENDENCYPART_GRANDPAR
(15,8),(8,17),-0.28543 # DEPENDENCYPART_GRANDPAR
(15,8),(8,18),-0.799374 # DEPENDENCYPART_GRANDPAR
(15,8),(8,19),-0.778078 # DEPENDENCYPART_GRANDPAR
(15,8),(8,20),-0.506263 # DEPENDENCYPART_GRANDPAR
(15,8),(8,21),-0.737293 # DEPENDENCYPART_GRANDPAR
(15,10),(10,2),-0.633926 # DEPENDENCYPART_GRANDPAR
(15,10),(10,4),-0.69212 # DEPENDENCYPART_GRANDPAR
(15,10),(10,5),-0.241864 # DEPENDENCYPART_GRANDPAR
(15,10),(10,6),-0.336683 # DEPENDENCYPART_GRANDPAR
(15,10),(10,7),-0.295182 # DEPENDENCYPART_GRANDPAR
(15,10),(10,8),-0.165539 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),-0.233286 # DEPENDENCYPART_GRANDPAR
(15,10),(10,11),-0.0836065 # DEPENDENCYPART_GRANDPAR
(15,10),(10,12),-0.147335 # DEPENDENCYPART_GRANDPAR
(15,10),(10,13),-0.146683 # DEPENDENCYPART_GRANDPAR
(15,10),(10,14),0.393599 # DEPENDENCYPART_GRANDPAR
(15,10),(10,15),-0.774453 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,10),(10,16),-0.436914 # DEPENDENCYPART_GRANDPAR
(15,10),(10,17),-0.316754 # DEPENDENCYPART_GRANDPAR
(15,10),(10,18),-0.789245 # DEPENDENCYPART_GRANDPAR
(15,10),(10,19),-0.781938 # DEPENDENCYPART_GRANDPAR
(15,10),(10,21),-0.736087 # DEPENDENCYPART_GRANDPAR
(15,11),(11,5),-0.249322 # DEPENDENCYPART_GRANDPAR
(15,11),(11,6),-0.276421 # DEPENDENCYPART_GRANDPAR
(15,11),(11,8),-0.104662 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),-0.179641 # DEPENDENCYPART_GRANDPAR
(15,11),(11,14),0.450034 # DEPENDENCYPART_GRANDPAR
(15,11),(11,15),-0.717371 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,11),(11,16),-0.379831 # DEPENDENCYPART_GRANDPAR
(15,11),(11,17),-0.299516 # DEPENDENCYPART_GRANDPAR
(15,11),(11,18),-0.732163 # DEPENDENCYPART_GRANDPAR
(15,11),(11,19),-0.73088 # DEPENDENCYPART_GRANDPAR
(15,11),(11,21),-0.726854 # DEPENDENCYPART_GRANDPAR
(15,12),(12,2),-0.566282 # DEPENDENCYPART_GRANDPAR
(15,12),(12,3),0.237099 # DEPENDENCYPART_GRANDPAR
(15,12),(12,4),-0.627609 # DEPENDENCYPART_GRANDPAR
(15,12),(12,5),-0.184159 # DEPENDENCYPART_GRANDPAR
