# _root_ A reaktor felhasználási lehetőségei ez évtől kiteljesednek , ugyanis hamarosan üzembe helyezik az úgynevezett hidegneutron forrást , amely tulajdonképpen egy reaktorba helyezett hidrogéncella .
#goldHeads=2,4,4,7,6,7,9,9,0,12,12,9,16,16,16,12,12,12,12,23,22,23,12,9,
#predictedHeads=2,4,4,7,6,7,9,9,0,12,12,9,15,15,16,12,12,19,12,21,22,23,19,9,
(9,22),(22,11),0.189873 # DEPENDENCYPART_GRANDPAR
(9,22),(22,14),-0.0646822 # DEPENDENCYPART_GRANDPAR
(9,22),(22,15),-0.103238 # DEPENDENCYPART_GRANDPAR
(9,22),(22,16),0.0657561 # DEPENDENCYPART_GRANDPAR
(9,22),(22,17),0.237982 # DEPENDENCYPART_GRANDPAR
(9,22),(22,18),-0.0562079 # DEPENDENCYPART_GRANDPAR
(9,22),(22,19),0.249399 # DEPENDENCYPART_GRANDPAR
(9,22),(22,20),-0.457034 # DEPENDENCYPART_GRANDPAR
(9,22),(22,21),-0.256729 # DEPENDENCYPART_GRANDPAR
(9,23),(23,9),-0.248189 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,23),(23,10),0.273563 # DEPENDENCYPART_GRANDPAR
(9,23),(23,13),-0.371346 # DEPENDENCYPART_GRANDPAR
(9,23),(23,14),-0.111396 # DEPENDENCYPART_GRANDPAR
(9,23),(23,15),-0.130292 # DEPENDENCYPART_GRANDPAR
(9,23),(23,16),0.0387015 # DEPENDENCYPART_GRANDPAR
(9,23),(23,17),0.220663 # DEPENDENCYPART_GRANDPAR
(9,23),(23,18),-0.120745 # DEPENDENCYPART_GRANDPAR
(9,23),(23,19),0.125337 # DEPENDENCYPART_GRANDPAR
(9,23),(23,20),-0.573682 # DEPENDENCYPART_GRANDPAR
(9,23),(23,21),-0.283781 # DEPENDENCYPART_GRANDPAR
(9,23),(23,22),-0.235133 # DEPENDENCYPART_GRANDPAR
(10,4),(4,1),-0.196764 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),-0.279224 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),-0.28698 # DEPENDENCYPART_GRANDPAR
(10,4),(4,6),-0.0820986 # DEPENDENCYPART_GRANDPAR
(10,4),(4,7),-0.0825262 # DEPENDENCYPART_GRANDPAR
(10,4),(4,8),-0.260077 # DEPENDENCYPART_GRANDPAR
(10,4),(4,12),-0.479068 # DEPENDENCYPART_GRANDPAR
(10,4),(4,24),-0.843557 # DEPENDENCYPART_GRANDPAR
(10,7),(7,1),-0.146715 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),-0.218002 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.281378 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.165852 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.130034 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.160321 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),-0.426297 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),-0.0877816 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-0.817662 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,11),-0.220903 # DEPENDENCYPART_GRANDPAR
(10,7),(7,12),-0.534655 # DEPENDENCYPART_GRANDPAR
(10,7),(7,13),-0.527567 # DEPENDENCYPART_GRANDPAR
(10,7),(7,14),-0.442283 # DEPENDENCYPART_GRANDPAR
(10,7),(7,15),-0.483963 # DEPENDENCYPART_GRANDPAR
(10,7),(7,16),-0.612905 # DEPENDENCYPART_GRANDPAR
(10,7),(7,17),-0.552306 # DEPENDENCYPART_GRANDPAR
(10,7),(7,18),-0.39378 # DEPENDENCYPART_GRANDPAR
(10,7),(7,19),-0.486821 # DEPENDENCYPART_GRANDPAR
(10,7),(7,21),-0.644429 # DEPENDENCYPART_GRANDPAR
(10,7),(7,23),-0.5692 # DEPENDENCYPART_GRANDPAR
(10,7),(7,24),-0.852147 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),-0.247639 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),-0.294059 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.195102 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.198279 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.189571 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.223501 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.447592 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-0.820004 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.191402 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-0.515519 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-0.437823 # DEPENDENCYPART_GRANDPAR
(10,9),(9,15),-0.454461 # DEPENDENCYPART_GRANDPAR
(10,9),(9,16),-0.586584 # DEPENDENCYPART_GRANDPAR
(10,9),(9,17),-0.494824 # DEPENDENCYPART_GRANDPAR
(10,9),(9,19),-0.487708 # DEPENDENCYPART_GRANDPAR
(10,9),(9,21),-0.614928 # DEPENDENCYPART_GRANDPAR
(10,9),(9,22),-0.500828 # DEPENDENCYPART_GRANDPAR
(10,9),(9,23),-0.539698 # DEPENDENCYPART_GRANDPAR
(10,9),(9,24),-0.835128 # DEPENDENCYPART_GRANDPAR
(10,11),(11,4),-0.61843 # DEPENDENCYPART_GRANDPAR
(10,11),(11,5),-0.52321 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-0.484229 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-0.694429 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.516648 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.446366 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,15),-0.10225 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),-0.238766 # DEPENDENCYPART_GRANDPAR
(10,11),(11,17),-0.197612 # DEPENDENCYPART_GRANDPAR
(10,11),(11,19),-0.213417 # DEPENDENCYPART_GRANDPAR
(10,11),(11,21),-0.267101 # DEPENDENCYPART_GRANDPAR
(10,11),(11,23),-0.191871 # DEPENDENCYPART_GRANDPAR
(10,11),(11,24),-0.558198 # DEPENDENCYPART_GRANDPAR
(10,12),(12,2),-0.657466 # DEPENDENCYPART_GRANDPAR
(10,12),(12,3),-0.624458 # DEPENDENCYPART_GRANDPAR
(10,12),(12,4),-0.604911 # DEPENDENCYPART_GRANDPAR
(10,12),(12,5),-0.513866 # DEPENDENCYPART_GRANDPAR
(10,12),(12,6),-0.599379 # DEPENDENCYPART_GRANDPAR
(10,12),(12,7),-0.539816 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-0.741376 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-0.592065 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.411258 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),0.214662 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),-0.165735 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.102924 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.0449036 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.180041 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),-0.169072 # DEPENDENCYPART_GRANDPAR
(10,12),(12,18),-0.0120608 # DEPENDENCYPART_GRANDPAR
(10,12),(12,19),-0.158222 # DEPENDENCYPART_GRANDPAR
(10,12),(12,21),-0.20537 # DEPENDENCYPART_GRANDPAR
(10,12),(12,22),-0.162282 # DEPENDENCYPART_GRANDPAR
(10,12),(12,23),-0.130141 # DEPENDENCYPART_GRANDPAR
(10,12),(12,24),-0.471034 # DEPENDENCYPART_GRANDPAR
(10,14),(14,10),-0.338597 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,14),(14,11),0.264962 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),-0.122485 # DEPENDENCYPART_GRANDPAR
(10,15),(15,5),-0.52321 # DEPENDENCYPART_GRANDPAR
(10,15),(15,7),-0.484229 # DEPENDENCYPART_GRANDPAR
(10,15),(15,8),-0.694429 # DEPENDENCYPART_GRANDPAR
(10,15),(15,9),-0.516648 # DEPENDENCYPART_GRANDPAR
(10,15),(15,10),-0.446333 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,15),(15,11),0.297059 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),-0.176481 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),-0.0440362 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-0.238722 # DEPENDENCYPART_GRANDPAR
(10,15),(15,23),-0.191827 # DEPENDENCYPART_GRANDPAR
(10,16),(16,2),-0.670967 # DEPENDENCYPART_GRANDPAR
(10,16),(16,4),-0.61843 # DEPENDENCYPART_GRANDPAR
(10,16),(16,5),-0.523561 # DEPENDENCYPART_GRANDPAR
(10,16),(16,6),-0.612899 # DEPENDENCYPART_GRANDPAR
(10,16),(16,7),-0.484229 # DEPENDENCYPART_GRANDPAR
(10,16),(16,8),-0.694429 # DEPENDENCYPART_GRANDPAR
(10,16),(16,9),-0.516648 # DEPENDENCYPART_GRANDPAR
(10,16),(16,10),-0.446359 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,16),(16,11),0.297033 # DEPENDENCYPART_GRANDPAR
(10,16),(16,13),-0.176495 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),-0.0440813 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),0.0314827 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),-0.201986 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),-0.112239 # DEPENDENCYPART_GRANDPAR
(10,16),(16,19),-0.213403 # DEPENDENCYPART_GRANDPAR
(10,16),(16,21),-0.267058 # DEPENDENCYPART_GRANDPAR
(10,16),(16,23),-0.191829 # DEPENDENCYPART_GRANDPAR
(10,16),(16,24),-0.558202 # DEPENDENCYPART_GRANDPAR
(10,19),(19,7),-0.484157 # DEPENDENCYPART_GRANDPAR
(10,19),(19,11),0.220889 # DEPENDENCYPART_GRANDPAR
(10,19),(19,12),-0.0714288 # DEPENDENCYPART_GRANDPAR
(10,19),(19,15),-0.0446657 # DEPENDENCYPART_GRANDPAR
(10,19),(19,16),-0.175071 # DEPENDENCYPART_GRANDPAR
(10,19),(19,17),-0.151674 # DEPENDENCYPART_GRANDPAR
(10,19),(19,18),0.0158067 # DEPENDENCYPART_GRANDPAR
(10,19),(19,21),-0.247185 # DEPENDENCYPART_GRANDPAR
(10,19),(19,22),-0.201805 # DEPENDENCYPART_GRANDPAR
(10,19),(19,23),-0.171956 # DEPENDENCYPART_GRANDPAR
(10,19),(19,24),-0.540139 # DEPENDENCYPART_GRANDPAR
(10,23),(23,9),-0.516648 # DEPENDENCYPART_GRANDPAR
(10,23),(23,10),-0.44633 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,23),(23,13),-0.176472 # DEPENDENCYPART_GRANDPAR
(10,23),(23,14),-0.0440334 # DEPENDENCYPART_GRANDPAR
(10,23),(23,15),0.0315116 # DEPENDENCYPART_GRANDPAR
(10,23),(23,16),-0.0988087 # DEPENDENCYPART_GRANDPAR
(10,23),(23,17),-0.0710066 # DEPENDENCYPART_GRANDPAR
(10,23),(23,18),-0.0227574 # DEPENDENCYPART_GRANDPAR
(10,23),(23,19),-0.115389 # DEPENDENCYPART_GRANDPAR
(10,23),(23,20),-0.391693 # DEPENDENCYPART_GRANDPAR
(10,23),(23,21),-0.127148 # DEPENDENCYPART_GRANDPAR
(10,23),(23,22),-0.107434 # DEPENDENCYPART_GRANDPAR
(11,4),(4,1),-0.984257 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),-0.673462 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),-0.609103 # DEPENDENCYPART_GRANDPAR
(11,4),(4,6),-0.266733 # DEPENDENCYPART_GRANDPAR
(11,4),(4,7),-0.123836 # DEPENDENCYPART_GRANDPAR
(11,4),(4,8),-0.170004 # DEPENDENCYPART_GRANDPAR
(11,4),(4,12),-0.585367 # DEPENDENCYPART_GRANDPAR
(11,4),(4,24),-0.79265 # DEPENDENCYPART_GRANDPAR
(11,5),(5,2),-0.680874 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),-0.672485 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),-0.828263 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),-0.418335 # DEPENDENCYPART_GRANDPAR
(11,5),(5,7),-0.184959 # DEPENDENCYPART_GRANDPAR
(11,5),(5,8),-0.215897 # DEPENDENCYPART_GRANDPAR
(11,5),(5,9),-0.227577 # DEPENDENCYPART_GRANDPAR
(11,5),(5,10),-0.136579 # DEPENDENCYPART_GRANDPAR
(11,5),(5,11),-0.305006 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,5),(5,12),-0.0904632 # DEPENDENCYPART_GRANDPAR
(11,5),(5,14),-0.162213 # DEPENDENCYPART_GRANDPAR
(11,5),(5,15),0.219602 # DEPENDENCYPART_GRANDPAR
(11,5),(5,16),0.0693323 # DEPENDENCYPART_GRANDPAR
(11,5),(5,17),-0.0401328 # DEPENDENCYPART_GRANDPAR
(11,5),(5,18),-0.0235233 # DEPENDENCYPART_GRANDPAR
(11,5),(5,19),-0.115133 # DEPENDENCYPART_GRANDPAR
(11,5),(5,21),0.0179185 # DEPENDENCYPART_GRANDPAR
(11,5),(5,22),-0.299143 # DEPENDENCYPART_GRANDPAR
(11,5),(5,23),0.0817626 # DEPENDENCYPART_GRANDPAR
(11,5),(5,24),-0.522886 # DEPENDENCYPART_GRANDPAR
(11,7),(7,1),-1.15005 # DEPENDENCYPART_GRANDPAR
(11,7),(7,2),-0.652384 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),-0.692687 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),-0.80016 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.672258 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.366085 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),-0.298534 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),-0.1486 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),-0.0861509 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-0.695401 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,12),-0.600584 # DEPENDENCYPART_GRANDPAR
(11,7),(7,13),-0.316254 # DEPENDENCYPART_GRANDPAR
(11,7),(7,14),-0.509994 # DEPENDENCYPART_GRANDPAR
(11,7),(7,15),-0.170793 # DEPENDENCYPART_GRANDPAR
(11,7),(7,16),-0.317882 # DEPENDENCYPART_GRANDPAR
(11,7),(7,17),-0.428463 # DEPENDENCYPART_GRANDPAR
(11,7),(7,18),-0.311068 # DEPENDENCYPART_GRANDPAR
(11,7),(7,19),-0.396099 # DEPENDENCYPART_GRANDPAR
(11,7),(7,21),-0.372477 # DEPENDENCYPART_GRANDPAR
(11,7),(7,23),-0.308633 # DEPENDENCYPART_GRANDPAR
(11,7),(7,24),-0.762851 # DEPENDENCYPART_GRANDPAR
(11,9),(9,2),-0.711976 # DEPENDENCYPART_GRANDPAR
(11,9),(9,3),-0.681503 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),-0.859365 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),-0.711748 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.425289 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.312206 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.327836 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),-0.13485 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-0.685646 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),-0.604689 # DEPENDENCYPART_GRANDPAR
(11,9),(9,14),-0.518892 # DEPENDENCYPART_GRANDPAR
(11,9),(9,15),-0.161038 # DEPENDENCYPART_GRANDPAR
(11,9),(9,16),-0.311307 # DEPENDENCYPART_GRANDPAR
(11,9),(9,17),-0.388607 # DEPENDENCYPART_GRANDPAR
(11,9),(9,19),-0.415254 # DEPENDENCYPART_GRANDPAR
(11,9),(9,21),-0.362722 # DEPENDENCYPART_GRANDPAR
(11,9),(9,22),-0.655535 # DEPENDENCYPART_GRANDPAR
(11,9),(9,23),-0.298878 # DEPENDENCYPART_GRANDPAR
(11,9),(9,24),-0.761674 # DEPENDENCYPART_GRANDPAR
(11,10),(10,4),-0.858719 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.241942 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.237098 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.269753 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-0.628205 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.553706 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-0.493388 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),-0.103597 # DEPENDENCYPART_GRANDPAR
(11,10),(10,16),-0.253867 # DEPENDENCYPART_GRANDPAR
(11,10),(10,17),-0.377211 # DEPENDENCYPART_GRANDPAR
(11,10),(10,19),-0.371845 # DEPENDENCYPART_GRANDPAR
(11,10),(10,23),-0.241437 # DEPENDENCYPART_GRANDPAR
(11,10),(10,24),-0.752412 # DEPENDENCYPART_GRANDPAR
(11,15),(15,5),-1.04433 # DEPENDENCYPART_GRANDPAR
(11,15),(15,7),-0.547036 # DEPENDENCYPART_GRANDPAR
(11,15),(15,8),-0.57104 # DEPENDENCYPART_GRANDPAR
(11,15),(15,9),-0.590571 # DEPENDENCYPART_GRANDPAR
(11,15),(15,10),-0.489384 # DEPENDENCYPART_GRANDPAR
(11,15),(15,11),-0.159026 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,15),(15,13),0.0907641 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),0.00514009 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),0.0941338 # DEPENDENCYPART_GRANDPAR
(11,15),(15,23),0.106572 # DEPENDENCYPART_GRANDPAR
(11,16),(16,2),-1.1513 # DEPENDENCYPART_GRANDPAR
(11,16),(16,4),-1.29869 # DEPENDENCYPART_GRANDPAR
(11,16),(16,5),-1.04468 # DEPENDENCYPART_GRANDPAR
(11,16),(16,6),-0.864338 # DEPENDENCYPART_GRANDPAR
(11,16),(16,7),-0.547035 # DEPENDENCYPART_GRANDPAR
(11,16),(16,8),-0.571039 # DEPENDENCYPART_GRANDPAR
(11,16),(16,9),-0.59057 # DEPENDENCYPART_GRANDPAR
(11,16),(16,10),-0.489383 # DEPENDENCYPART_GRANDPAR
(11,16),(16,11),-0.159036 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,16),(16,13),0.0907639 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),0.00512281 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),0.365562 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.0510009 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),0.0313111 # DEPENDENCYPART_GRANDPAR
(11,16),(16,19),-0.0611735 # DEPENDENCYPART_GRANDPAR
(11,16),(16,21),0.0429531 # DEPENDENCYPART_GRANDPAR
(11,16),(16,23),0.106797 # DEPENDENCYPART_GRANDPAR
(11,16),(16,24),-0.396885 # DEPENDENCYPART_GRANDPAR
(11,19),(19,7),-0.515377 # DEPENDENCYPART_GRANDPAR
(11,19),(19,11),-0.258022 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,19),(19,12),-0.138536 # DEPENDENCYPART_GRANDPAR
(11,19),(19,15),0.266566 # DEPENDENCYPART_GRANDPAR
(11,19),(19,16),0.116212 # DEPENDENCYPART_GRANDPAR
(11,19),(19,17),-0.0314591 # DEPENDENCYPART_GRANDPAR
(11,19),(19,18),0.128743 # DEPENDENCYPART_GRANDPAR
(11,19),(19,21),0.00869306 # DEPENDENCYPART_GRANDPAR
(11,19),(19,22),-0.361658 # DEPENDENCYPART_GRANDPAR
(11,19),(19,23),0.0725372 # DEPENDENCYPART_GRANDPAR
(11,19),(19,24),-0.458373 # DEPENDENCYPART_GRANDPAR
(11,21),(21,13),0.0907669 # DEPENDENCYPART_GRANDPAR
(11,21),(21,18),0.0876936 # DEPENDENCYPART_GRANDPAR
(11,21),(21,19),-0.080147 # DEPENDENCYPART_GRANDPAR
(11,21),(21,20),-0.13952 # DEPENDENCYPART_GRANDPAR
(11,23),(23,9),-0.59057 # DEPENDENCYPART_GRANDPAR
(11,23),(23,10),-0.489383 # DEPENDENCYPART_GRANDPAR
(11,23),(23,13),0.0907669 # DEPENDENCYPART_GRANDPAR
(11,23),(23,14),0.00514009 # DEPENDENCYPART_GRANDPAR
(11,23),(23,15),0.365572 # DEPENDENCYPART_GRANDPAR
(11,23),(23,16),0.215296 # DEPENDENCYPART_GRANDPAR
(11,23),(23,17),-0.019619 # DEPENDENCYPART_GRANDPAR
(11,23),(23,18),0.0876936 # DEPENDENCYPART_GRANDPAR
(11,23),(23,19),-0.080147 # DEPENDENCYPART_GRANDPAR
(11,23),(23,20),-0.13952 # DEPENDENCYPART_GRANDPAR
(11,23),(23,21),0.163898 # DEPENDENCYPART_GRANDPAR
(11,23),(23,22),-0.149444 # DEPENDENCYPART_GRANDPAR
(12,2),(2,1),0.136297 # DEPENDENCYPART_GRANDPAR
(12,2),(2,4),-0.407104 # DEPENDENCYPART_GRANDPAR
(12,2),(2,6),0.179888 # DEPENDENCYPART_GRANDPAR
(12,2),(2,12),-1.54606 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,3),(3,1),0.293102 # DEPENDENCYPART_GRANDPAR
(12,3),(3,2),-0.530369 # DEPENDENCYPART_GRANDPAR
(12,3),(3,12),-1.44577 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,4),(4,1),0.139695 # DEPENDENCYPART_GRANDPAR
(12,4),(4,2),-0.367111 # DEPENDENCYPART_GRANDPAR
(12,4),(4,3),-0.196424 # DEPENDENCYPART_GRANDPAR
(12,4),(4,6),0.179723 # DEPENDENCYPART_GRANDPAR
(12,4),(4,7),0.053665 # DEPENDENCYPART_GRANDPAR
(12,4),(4,8),-0.0113746 # DEPENDENCYPART_GRANDPAR
(12,4),(4,12),-1.54606 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,4),(4,24),-1.16521 # DEPENDENCYPART_GRANDPAR
(12,5),(5,2),-0.352125 # DEPENDENCYPART_GRANDPAR
(12,5),(5,3),-0.240883 # DEPENDENCYPART_GRANDPAR
(12,5),(5,4),-0.384025 # DEPENDENCYPART_GRANDPAR
(12,5),(5,6),-0.042294 # DEPENDENCYPART_GRANDPAR
(12,5),(5,7),-0.0469807 # DEPENDENCYPART_GRANDPAR
(12,5),(5,8),-0.136818 # DEPENDENCYPART_GRANDPAR
(12,5),(5,9),-0.0328068 # DEPENDENCYPART_GRANDPAR
(12,5),(5,10),0.163646 # DEPENDENCYPART_GRANDPAR
(12,5),(5,11),0.317641 # DEPENDENCYPART_GRANDPAR
(12,5),(5,12),-0.869706 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,5),(5,14),-0.0340309 # DEPENDENCYPART_GRANDPAR
(12,5),(5,15),0.115789 # DEPENDENCYPART_GRANDPAR
(12,5),(5,16),-0.0304249 # DEPENDENCYPART_GRANDPAR
(12,5),(5,17),-0.0625286 # DEPENDENCYPART_GRANDPAR
(12,5),(5,18),0.12491 # DEPENDENCYPART_GRANDPAR
(12,5),(5,19),0.21809 # DEPENDENCYPART_GRANDPAR
(12,5),(5,21),-0.223081 # DEPENDENCYPART_GRANDPAR
(12,5),(5,22),0.00797555 # DEPENDENCYPART_GRANDPAR
(12,5),(5,23),0.0279029 # DEPENDENCYPART_GRANDPAR
(12,5),(5,24),-0.788903 # DEPENDENCYPART_GRANDPAR
(12,6),(6,1),0.138415 # DEPENDENCYPART_GRANDPAR
(12,6),(6,2),-0.368556 # DEPENDENCYPART_GRANDPAR
(12,6),(6,3),-0.198535 # DEPENDENCYPART_GRANDPAR
(12,6),(6,4),-0.402155 # DEPENDENCYPART_GRANDPAR
(12,6),(6,5),0.0693151 # DEPENDENCYPART_GRANDPAR
(12,6),(6,8),-0.0113771 # DEPENDENCYPART_GRANDPAR
(12,6),(6,9),0.0691339 # DEPENDENCYPART_GRANDPAR
(12,6),(6,12),-1.54606 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,6),(6,24),-1.16521 # DEPENDENCYPART_GRANDPAR
(12,7),(7,1),0.126582 # DEPENDENCYPART_GRANDPAR
(12,7),(7,2),-0.415819 # DEPENDENCYPART_GRANDPAR
(12,7),(7,3),-0.302188 # DEPENDENCYPART_GRANDPAR
(12,7),(7,4),-0.45059 # DEPENDENCYPART_GRANDPAR
(12,7),(7,5),0.0220453 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),0.137795 # DEPENDENCYPART_GRANDPAR
(12,7),(7,8),-0.156872 # DEPENDENCYPART_GRANDPAR
(12,7),(7,9),0.0826894 # DEPENDENCYPART_GRANDPAR
(12,7),(7,10),0.221733 # DEPENDENCYPART_GRANDPAR
(12,7),(7,11),0.451458 # DEPENDENCYPART_GRANDPAR
(12,7),(7,12),-1.32043 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,7),(7,13),-0.0189166 # DEPENDENCYPART_GRANDPAR
(12,7),(7,14),-0.223355 # DEPENDENCYPART_GRANDPAR
(12,7),(7,15),0.00491449 # DEPENDENCYPART_GRANDPAR
(12,7),(7,16),-0.134936 # DEPENDENCYPART_GRANDPAR
(12,7),(7,17),-0.337404 # DEPENDENCYPART_GRANDPAR
(12,7),(7,18),-0.000125674 # DEPENDENCYPART_GRANDPAR
(12,7),(7,19),0.152399 # DEPENDENCYPART_GRANDPAR
(12,7),(7,21),-0.333955 # DEPENDENCYPART_GRANDPAR
(12,7),(7,23),-0.0829711 # DEPENDENCYPART_GRANDPAR
(12,7),(7,24),-0.879133 # DEPENDENCYPART_GRANDPAR
(12,9),(9,2),-0.64958 # DEPENDENCYPART_GRANDPAR
(12,9),(9,3),-0.501936 # DEPENDENCYPART_GRANDPAR
(12,9),(9,4),-0.68148 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),-0.235574 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-0.0930934 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.390567 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.331555 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),0.149621 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),0.294997 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-1.59544 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,14),-0.526641 # DEPENDENCYPART_GRANDPAR
(12,9),(9,15),-0.371572 # DEPENDENCYPART_GRANDPAR
(12,9),(9,16),-0.517783 # DEPENDENCYPART_GRANDPAR
(12,9),(9,17),-0.561086 # DEPENDENCYPART_GRANDPAR
(12,9),(9,19),-0.200873 # DEPENDENCYPART_GRANDPAR
(12,9),(9,21),-0.710441 # DEPENDENCYPART_GRANDPAR
(12,9),(9,22),-0.484401 # DEPENDENCYPART_GRANDPAR
