# _root_ Egyébként a helyi legenda szerint Bregovity éppen itt , Gucsán szedte össze azokat a bandákat is , amelyekkel aztán a stúdióban feljátszatta az említett filmek slágereit .
#goldHeads=11,4,4,5,11,11,11,11,11,11,0,11,15,15,11,11,11,22,22,21,22,13,25,25,26,22,11,
#predictedHeads=11,4,4,5,11,11,11,11,11,11,0,11,15,15,11,11,11,22,22,21,22,13,25,25,26,22,11,
(7,16),(16,25),-0.320697 # DEPENDENCYPART_GRANDPAR
(7,16),(16,26),-0.321044 # DEPENDENCYPART_GRANDPAR
(7,16),(16,27),-0.694427 # DEPENDENCYPART_GRANDPAR
(7,22),(22,1),-0.427814 # DEPENDENCYPART_GRANDPAR
(7,22),(22,3),-0.581649 # DEPENDENCYPART_GRANDPAR
(7,22),(22,4),-0.527763 # DEPENDENCYPART_GRANDPAR
(7,22),(22,5),-0.649888 # DEPENDENCYPART_GRANDPAR
(7,22),(22,6),-0.553661 # DEPENDENCYPART_GRANDPAR
(7,22),(22,7),-0.590374 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,22),(22,8),-0.129141 # DEPENDENCYPART_GRANDPAR
(7,22),(22,9),-0.376207 # DEPENDENCYPART_GRANDPAR
(7,22),(22,10),-0.0927619 # DEPENDENCYPART_GRANDPAR
(7,22),(22,11),-0.142244 # DEPENDENCYPART_GRANDPAR
(7,22),(22,13),-0.278733 # DEPENDENCYPART_GRANDPAR
(7,22),(22,14),-0.289064 # DEPENDENCYPART_GRANDPAR
(7,22),(22,15),-0.236939 # DEPENDENCYPART_GRANDPAR
(7,22),(22,16),-0.167038 # DEPENDENCYPART_GRANDPAR
(7,22),(22,17),-0.365528 # DEPENDENCYPART_GRANDPAR
(7,22),(22,18),-0.283627 # DEPENDENCYPART_GRANDPAR
(7,22),(22,19),-0.305862 # DEPENDENCYPART_GRANDPAR
(7,22),(22,20),-0.414568 # DEPENDENCYPART_GRANDPAR
(7,22),(22,21),-0.27033 # DEPENDENCYPART_GRANDPAR
(7,22),(22,23),-0.42702 # DEPENDENCYPART_GRANDPAR
(7,22),(22,24),-0.435358 # DEPENDENCYPART_GRANDPAR
(7,22),(22,25),-0.284338 # DEPENDENCYPART_GRANDPAR
(7,22),(22,26),-0.284685 # DEPENDENCYPART_GRANDPAR
(7,22),(22,27),-0.682045 # DEPENDENCYPART_GRANDPAR
(7,26),(26,15),-0.147432 # DEPENDENCYPART_GRANDPAR
(7,26),(26,16),-0.244999 # DEPENDENCYPART_GRANDPAR
(7,26),(26,19),-0.345728 # DEPENDENCYPART_GRANDPAR
(7,26),(26,20),-0.383154 # DEPENDENCYPART_GRANDPAR
(7,26),(26,21),-0.180823 # DEPENDENCYPART_GRANDPAR
(7,26),(26,23),-0.440643 # DEPENDENCYPART_GRANDPAR
(7,26),(26,24),-0.368715 # DEPENDENCYPART_GRANDPAR
(7,26),(26,25),-0.174447 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),0.0444156 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),0.228284 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),-0.029305 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),0.113926 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.00171985 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),0.060019 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),-0.0285288 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-0.832065 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,1),-0.0285729 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),0.114994 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.00100131 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.0255053 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.15811 # DEPENDENCYPART_GRANDPAR
(8,6),(6,9),-0.466459 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-0.460091 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-0.349306 # DEPENDENCYPART_GRANDPAR
(8,6),(6,13),-0.473319 # DEPENDENCYPART_GRANDPAR
(8,6),(6,22),-0.490396 # DEPENDENCYPART_GRANDPAR
(8,6),(6,27),-0.90236 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),-0.020019 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.0450483 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),0.00793166 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.127725 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.0799 # DEPENDENCYPART_GRANDPAR
(8,7),(7,9),-0.45401 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.371167 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.34933 # DEPENDENCYPART_GRANDPAR
(8,7),(7,16),-0.533764 # DEPENDENCYPART_GRANDPAR
(8,7),(7,17),-0.516889 # DEPENDENCYPART_GRANDPAR
(8,7),(7,22),-0.49042 # DEPENDENCYPART_GRANDPAR
(8,7),(7,26),-0.59169 # DEPENDENCYPART_GRANDPAR
(8,7),(7,27),-0.894792 # DEPENDENCYPART_GRANDPAR
(8,10),(10,1),-0.294718 # DEPENDENCYPART_GRANDPAR
(8,10),(10,2),-0.259438 # DEPENDENCYPART_GRANDPAR
(8,10),(10,3),-0.380222 # DEPENDENCYPART_GRANDPAR
(8,10),(10,4),-0.415532 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-0.438618 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-0.497808 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.399403 # DEPENDENCYPART_GRANDPAR
(8,10),(10,9),-0.0300508 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.137928 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.221279 # DEPENDENCYPART_GRANDPAR
(8,10),(10,17),-0.217117 # DEPENDENCYPART_GRANDPAR
(8,10),(10,22),-0.151972 # DEPENDENCYPART_GRANDPAR
(8,10),(10,27),-0.615796 # DEPENDENCYPART_GRANDPAR
(8,11),(11,1),-0.303082 # DEPENDENCYPART_GRANDPAR
(8,11),(11,2),-0.239761 # DEPENDENCYPART_GRANDPAR
(8,11),(11,3),-0.352567 # DEPENDENCYPART_GRANDPAR
(8,11),(11,4),-0.402203 # DEPENDENCYPART_GRANDPAR
(8,11),(11,5),-0.422733 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-0.484478 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-0.399672 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.429208 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),-0.178344 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),0.0155518 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.118559 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.105373 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.175323 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.162583 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),-0.134517 # DEPENDENCYPART_GRANDPAR
(8,11),(11,17),-0.196499 # DEPENDENCYPART_GRANDPAR
(8,11),(11,18),-0.0817997 # DEPENDENCYPART_GRANDPAR
(8,11),(11,19),-0.211627 # DEPENDENCYPART_GRANDPAR
(8,11),(11,21),-0.21002 # DEPENDENCYPART_GRANDPAR
(8,11),(11,22),-0.119201 # DEPENDENCYPART_GRANDPAR
(8,11),(11,24),-0.342785 # DEPENDENCYPART_GRANDPAR
(8,11),(11,25),-0.264168 # DEPENDENCYPART_GRANDPAR
(8,11),(11,26),-0.228916 # DEPENDENCYPART_GRANDPAR
(8,11),(11,27),-0.532551 # DEPENDENCYPART_GRANDPAR
(8,13),(13,4),-0.244318 # DEPENDENCYPART_GRANDPAR
(8,13),(13,6),-0.325779 # DEPENDENCYPART_GRANDPAR
(8,13),(13,7),-0.334219 # DEPENDENCYPART_GRANDPAR
(8,13),(13,9),-0.0619652 # DEPENDENCYPART_GRANDPAR
(8,13),(13,10),0.0370008 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),0.0531763 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),-0.137397 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),-0.234303 # DEPENDENCYPART_GRANDPAR
(8,13),(13,17),-0.190224 # DEPENDENCYPART_GRANDPAR
(8,13),(13,18),-0.108805 # DEPENDENCYPART_GRANDPAR
(8,13),(13,19),-0.223903 # DEPENDENCYPART_GRANDPAR
(8,13),(13,21),-0.184834 # DEPENDENCYPART_GRANDPAR
(8,13),(13,22),-0.122884 # DEPENDENCYPART_GRANDPAR
(8,13),(13,24),-0.326711 # DEPENDENCYPART_GRANDPAR
(8,13),(13,25),-0.238982 # DEPENDENCYPART_GRANDPAR
(8,13),(13,26),-0.20373 # DEPENDENCYPART_GRANDPAR
(8,13),(13,27),-0.550037 # DEPENDENCYPART_GRANDPAR
(8,15),(15,5),-0.438618 # DEPENDENCYPART_GRANDPAR
(8,15),(15,8),-0.470812 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,15),(15,13),-0.0994672 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),-0.211737 # DEPENDENCYPART_GRANDPAR
(8,15),(15,19),-0.276385 # DEPENDENCYPART_GRANDPAR
(8,22),(22,1),-0.303082 # DEPENDENCYPART_GRANDPAR
(8,22),(22,3),-0.352567 # DEPENDENCYPART_GRANDPAR
(8,22),(22,4),-0.402203 # DEPENDENCYPART_GRANDPAR
(8,22),(22,5),-0.422733 # DEPENDENCYPART_GRANDPAR
(8,22),(22,6),-0.484478 # DEPENDENCYPART_GRANDPAR
(8,22),(22,7),-0.399672 # DEPENDENCYPART_GRANDPAR
(8,22),(22,8),-0.429994 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,22),(22,9),-0.187082 # DEPENDENCYPART_GRANDPAR
(8,22),(22,10),0.0122634 # DEPENDENCYPART_GRANDPAR
(8,22),(22,11),0.0339212 # DEPENDENCYPART_GRANDPAR
(8,22),(22,13),-0.0898949 # DEPENDENCYPART_GRANDPAR
(8,22),(22,14),-0.222504 # DEPENDENCYPART_GRANDPAR
(8,22),(22,15),-0.141884 # DEPENDENCYPART_GRANDPAR
(8,22),(22,16),-0.0718401 # DEPENDENCYPART_GRANDPAR
(8,22),(22,17),-0.249961 # DEPENDENCYPART_GRANDPAR
(8,22),(22,18),-0.071027 # DEPENDENCYPART_GRANDPAR
(8,22),(22,19),-0.119985 # DEPENDENCYPART_GRANDPAR
(8,22),(22,20),-0.37187 # DEPENDENCYPART_GRANDPAR
(8,22),(22,21),-0.189321 # DEPENDENCYPART_GRANDPAR
(8,22),(22,23),-0.326631 # DEPENDENCYPART_GRANDPAR
(8,22),(22,24),-0.342781 # DEPENDENCYPART_GRANDPAR
(8,22),(22,25),-0.262664 # DEPENDENCYPART_GRANDPAR
(8,22),(22,26),-0.227412 # DEPENDENCYPART_GRANDPAR
(8,22),(22,27),-0.531256 # DEPENDENCYPART_GRANDPAR
(10,1),(1,3),-0.287429 # DEPENDENCYPART_GRANDPAR
(10,1),(1,4),-0.483273 # DEPENDENCYPART_GRANDPAR
(10,1),(1,5),-0.167473 # DEPENDENCYPART_GRANDPAR
(10,1),(1,6),-0.470258 # DEPENDENCYPART_GRANDPAR
(10,1),(1,7),0.0801902 # DEPENDENCYPART_GRANDPAR
(10,1),(1,9),-0.00500674 # DEPENDENCYPART_GRANDPAR
(10,1),(1,10),-0.858951 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,1),(1,11),-0.651133 # DEPENDENCYPART_GRANDPAR
(10,1),(1,15),-0.398793 # DEPENDENCYPART_GRANDPAR
(10,1),(1,16),-0.412848 # DEPENDENCYPART_GRANDPAR
(10,1),(1,17),-0.313316 # DEPENDENCYPART_GRANDPAR
(10,1),(1,22),-0.333793 # DEPENDENCYPART_GRANDPAR
(10,1),(1,27),-0.780955 # DEPENDENCYPART_GRANDPAR
(10,2),(2,3),-0.359738 # DEPENDENCYPART_GRANDPAR
(10,3),(3,1),-0.150556 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),-0.578967 # DEPENDENCYPART_GRANDPAR
(10,4),(4,1),-0.238721 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),-0.534157 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),-0.352845 # DEPENDENCYPART_GRANDPAR
(10,4),(4,6),-0.364683 # DEPENDENCYPART_GRANDPAR
(10,4),(4,7),0.00704786 # DEPENDENCYPART_GRANDPAR
(10,4),(4,8),-0.017302 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),-0.274384 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),-0.744109 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.402004 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.478618 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),-0.424972 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),0.0275045 # DEPENDENCYPART_GRANDPAR
(10,5),(5,10),-0.87024 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,5),(5,22),-0.298834 # DEPENDENCYPART_GRANDPAR
(10,6),(6,1),-0.238554 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),-0.533654 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.352691 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.50576 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.209156 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),-0.00011687 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),-0.987671 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,6),(6,11),-0.682684 # DEPENDENCYPART_GRANDPAR
(10,6),(6,13),-0.286899 # DEPENDENCYPART_GRANDPAR
(10,6),(6,22),-0.365344 # DEPENDENCYPART_GRANDPAR
(10,6),(6,27),-0.821173 # DEPENDENCYPART_GRANDPAR
(10,7),(7,1),-0.346468 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.468153 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.527011 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.246391 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.519784 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),-0.0115184 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-0.859298 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,11),-0.651132 # DEPENDENCYPART_GRANDPAR
(10,7),(7,16),-0.41284 # DEPENDENCYPART_GRANDPAR
(10,7),(7,17),-0.313286 # DEPENDENCYPART_GRANDPAR
(10,7),(7,22),-0.333792 # DEPENDENCYPART_GRANDPAR
(10,7),(7,26),-0.73252 # DEPENDENCYPART_GRANDPAR
(10,7),(7,27),-0.780949 # DEPENDENCYPART_GRANDPAR
(10,13),(13,4),-0.526223 # DEPENDENCYPART_GRANDPAR
(10,13),(13,6),-0.510765 # DEPENDENCYPART_GRANDPAR
(10,13),(13,7),-0.0238045 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),-0.0465494 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-0.533941 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),-0.317474 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.0624586 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.180142 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.0401057 # DEPENDENCYPART_GRANDPAR
(10,13),(13,18),0.0385413 # DEPENDENCYPART_GRANDPAR
(10,13),(13,19),-0.237915 # DEPENDENCYPART_GRANDPAR
(10,13),(13,21),-0.304068 # DEPENDENCYPART_GRANDPAR
(10,13),(13,22),-0.0239606 # DEPENDENCYPART_GRANDPAR
(10,13),(13,24),-0.59021 # DEPENDENCYPART_GRANDPAR
(10,13),(13,25),-0.144115 # DEPENDENCYPART_GRANDPAR
(10,13),(13,26),-0.39584 # DEPENDENCYPART_GRANDPAR
(10,13),(13,27),-0.468232 # DEPENDENCYPART_GRANDPAR
(10,15),(15,5),-0.588217 # DEPENDENCYPART_GRANDPAR
(10,15),(15,8),-0.367541 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),0.146807 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),-0.166772 # DEPENDENCYPART_GRANDPAR
(10,15),(15,19),-0.154853 # DEPENDENCYPART_GRANDPAR
(10,22),(22,1),-0.575622 # DEPENDENCYPART_GRANDPAR
(10,22),(22,3),-0.7576 # DEPENDENCYPART_GRANDPAR
(10,22),(22,4),-0.919496 # DEPENDENCYPART_GRANDPAR
(10,22),(22,5),-0.534704 # DEPENDENCYPART_GRANDPAR
(10,22),(22,6),-0.905667 # DEPENDENCYPART_GRANDPAR
(10,22),(22,7),-0.306478 # DEPENDENCYPART_GRANDPAR
(10,22),(22,8),-0.32796 # DEPENDENCYPART_GRANDPAR
(10,22),(22,9),-0.408961 # DEPENDENCYPART_GRANDPAR
(10,22),(22,10),-0.547461 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,22),(22,11),-0.280429 # DEPENDENCYPART_GRANDPAR
(10,22),(22,13),0.162765 # DEPENDENCYPART_GRANDPAR
(10,22),(22,14),-0.192396 # DEPENDENCYPART_GRANDPAR
(10,22),(22,15),-0.0872601 # DEPENDENCYPART_GRANDPAR
(10,22),(22,16),0.01544 # DEPENDENCYPART_GRANDPAR
(10,22),(22,17),-0.0842065 # DEPENDENCYPART_GRANDPAR
(10,22),(22,18),0.151659 # DEPENDENCYPART_GRANDPAR
(10,22),(22,19),-0.106315 # DEPENDENCYPART_GRANDPAR
(10,22),(22,20),-0.309616 # DEPENDENCYPART_GRANDPAR
(10,22),(22,21),-0.32887 # DEPENDENCYPART_GRANDPAR
(10,22),(22,23),-0.275394 # DEPENDENCYPART_GRANDPAR
(10,22),(22,24),-0.618247 # DEPENDENCYPART_GRANDPAR
(10,22),(22,25),-0.110638 # DEPENDENCYPART_GRANDPAR
(10,22),(22,26),-0.362363 # DEPENDENCYPART_GRANDPAR
(10,22),(22,27),-0.442255 # DEPENDENCYPART_GRANDPAR
(11,1),(1,3),-0.0518164 # DEPENDENCYPART_GRANDPAR
(11,1),(1,4),-0.0610463 # DEPENDENCYPART_GRANDPAR
(11,1),(1,5),-0.0885224 # DEPENDENCYPART_GRANDPAR
(11,1),(1,6),-0.0947679 # DEPENDENCYPART_GRANDPAR
(11,1),(1,7),0.115161 # DEPENDENCYPART_GRANDPAR
(11,1),(1,9),-0.225996 # DEPENDENCYPART_GRANDPAR
(11,1),(1,10),0.248934 # DEPENDENCYPART_GRANDPAR
(11,1),(1,11),-1.15713 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,1),(1,15),-0.159943 # DEPENDENCYPART_GRANDPAR
(11,1),(1,16),-0.468599 # DEPENDENCYPART_GRANDPAR
(11,1),(1,17),-0.231406 # DEPENDENCYPART_GRANDPAR
(11,1),(1,22),-0.466593 # DEPENDENCYPART_GRANDPAR
(11,1),(1,27),-1.11852 # DEPENDENCYPART_GRANDPAR
(11,2),(2,3),0.193366 # DEPENDENCYPART_GRANDPAR
(11,3),(3,1),-0.34269 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),0.125293 # DEPENDENCYPART_GRANDPAR
(11,4),(4,1),-0.285898 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),-0.0271982 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),0.0924945 # DEPENDENCYPART_GRANDPAR
(11,4),(4,6),0.0282566 # DEPENDENCYPART_GRANDPAR
(11,4),(4,7),0.123214 # DEPENDENCYPART_GRANDPAR
(11,4),(4,8),0.0960263 # DEPENDENCYPART_GRANDPAR
(11,5),(5,1),-0.208482 # DEPENDENCYPART_GRANDPAR
(11,5),(5,2),-0.00816973 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),0.11236 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),0.184568 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),-0.0216285 # DEPENDENCYPART_GRANDPAR
(11,5),(5,7),0.115848 # DEPENDENCYPART_GRANDPAR
(11,5),(5,10),0.322073 # DEPENDENCYPART_GRANDPAR
(11,5),(5,22),-0.511629 # DEPENDENCYPART_GRANDPAR
(11,6),(6,1),-0.282841 # DEPENDENCYPART_GRANDPAR
(11,6),(6,2),-0.0234573 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),0.0955381 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),0.0615021 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.148881 # DEPENDENCYPART_GRANDPAR
(11,6),(6,9),-0.119359 # DEPENDENCYPART_GRANDPAR
(11,6),(6,10),0.365661 # DEPENDENCYPART_GRANDPAR
(11,6),(6,11),-1.32476 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,6),(6,13),-0.240862 # DEPENDENCYPART_GRANDPAR
(11,6),(6,22),-0.634222 # DEPENDENCYPART_GRANDPAR
(11,6),(6,27),-1.29781 # DEPENDENCYPART_GRANDPAR
(11,7),(7,1),-0.313939 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),-0.00810862 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),0.0328431 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.122581 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.00640982 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),-0.223494 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),0.258862 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-1.15744 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,16),-0.46879 # DEPENDENCYPART_GRANDPAR
(11,7),(7,17),-0.231582 # DEPENDENCYPART_GRANDPAR
(11,7),(7,22),-0.466902 # DEPENDENCYPART_GRANDPAR
(11,7),(7,26),-0.269263 # DEPENDENCYPART_GRANDPAR
(11,7),(7,27),-1.11872 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),-0.0316187 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-0.00134805 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.040601 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),0.104182 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),-0.231448 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),0.248748 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-1.15734 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,13),-0.00772665 # DEPENDENCYPART_GRANDPAR
(11,8),(8,15),-0.160789 # DEPENDENCYPART_GRANDPAR
(11,8),(8,17),-0.231657 # DEPENDENCYPART_GRANDPAR
(11,8),(8,22),-0.466804 # DEPENDENCYPART_GRANDPAR
(11,8),(8,27),-1.1188 # DEPENDENCYPART_GRANDPAR
(11,10),(10,1),-0.282841 # DEPENDENCYPART_GRANDPAR
(11,10),(10,2),-0.0234573 # DEPENDENCYPART_GRANDPAR
(11,10),(10,3),0.095538 # DEPENDENCYPART_GRANDPAR
(11,10),(10,4),0.0615021 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),-0.148881 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),0.0304923 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),0.125929 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.164014 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-0.240862 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),-0.484904 # DEPENDENCYPART_GRANDPAR
(11,10),(10,17),-0.411765 # DEPENDENCYPART_GRANDPAR
(11,10),(10,22),-0.634222 # DEPENDENCYPART_GRANDPAR
(11,10),(10,27),-1.29781 # DEPENDENCYPART_GRANDPAR
(11,12),(12,4),-0.225652 # DEPENDENCYPART_GRANDPAR
(11,12),(12,5),-0.283339 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-0.440074 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.857479 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,15),0.0777779 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),-0.283889 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),-0.0100545 # DEPENDENCYPART_GRANDPAR
(11,12),(12,21),-0.258657 # DEPENDENCYPART_GRANDPAR
(11,12),(12,26),-0.0309135 # DEPENDENCYPART_GRANDPAR
(11,13),(13,4),-0.0600372 # DEPENDENCYPART_GRANDPAR
(11,13),(13,6),-0.0929444 # DEPENDENCYPART_GRANDPAR
(11,13),(13,7),0.13672 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-0.215928 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),0.250799 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.899805 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,15),0.15501 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.20132 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),0.0177071 # DEPENDENCYPART_GRANDPAR
(11,13),(13,18),0.180005 # DEPENDENCYPART_GRANDPAR
(11,13),(13,19),0.136103 # DEPENDENCYPART_GRANDPAR
(11,13),(13,21),-0.181426 # DEPENDENCYPART_GRANDPAR
(11,13),(13,22),-0.0768161 # DEPENDENCYPART_GRANDPAR
(11,13),(13,24),-0.289166 # DEPENDENCYPART_GRANDPAR
(11,13),(13,25),-0.122197 # DEPENDENCYPART_GRANDPAR
(11,13),(13,26),0.0463181 # DEPENDENCYPART_GRANDPAR
(11,13),(13,27),-0.811533 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.200297 # DEPENDENCYPART_GRANDPAR
(11,15),(15,5),-0.475278 # DEPENDENCYPART_GRANDPAR
(11,15),(15,8),-0.240095 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),0.283063 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),0.121227 # DEPENDENCYPART_GRANDPAR
(11,15),(15,19),0.0970075 # DEPENDENCYPART_GRANDPAR
(11,16),(16,1),-0.635132 # DEPENDENCYPART_GRANDPAR
(11,16),(16,5),-0.461176 # DEPENDENCYPART_GRANDPAR
(11,16),(16,6),-0.522771 # DEPENDENCYPART_GRANDPAR
(11,16),(16,7),-0.218519 # DEPENDENCYPART_GRANDPAR
(11,16),(16,8),-0.246699 # DEPENDENCYPART_GRANDPAR
(11,16),(16,9),-0.606083 # DEPENDENCYPART_GRANDPAR
(11,16),(16,10),-0.179027 # DEPENDENCYPART_GRANDPAR
(11,16),(16,11),-1.08072 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,16),(16,13),-0.0442183 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),-0.0429936 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),-0.226422 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.259431 # DEPENDENCYPART_GRANDPAR
(11,16),(16,19),-0.199273 # DEPENDENCYPART_GRANDPAR
(11,16),(16,21),-0.545198 # DEPENDENCYPART_GRANDPAR
(11,16),(16,22),-0.615273 # DEPENDENCYPART_GRANDPAR
